,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity
2024-04-05,264.025,271.144,263.211,268.046,2293985.0
2024-04-06,264.025,271.144,263.211,268.046,2293985.0
2024-04-07,264.025,271.144,263.211,268.046,2293985.0
2024-04-08,267.58,268.304,265.668,267.302,1830835.0
2024-04-09,268.285,269.377,266.681,268.453,1792627.0
2024-04-10,266.07,266.487,262.764,264.571,1949622.0
2024-04-11,268.314,271.075,266.552,268.096,2169844.0
2024-04-12,266.875,267.401,264.288,265.395,2140134.0
2024-04-13,266.875,267.401,264.288,265.395,2140134.0
2024-04-14,266.875,267.401,264.288,265.395,2140134.0
2024-04-15,268.026,269.018,262.481,263.638,1740174.0
2024-04-16,264.948,265.624,261.95,263.767,2017573.0
2024-04-17,265.653,266.88,261.528,262.208,2175120.0
2024-04-18,263.767,264.045,260.728,260.897,2082791.0
2024-04-19,262.764,267.48,258.842,267.034,3380330.0
2024-04-20,262.764,267.48,258.842,267.034,3380330.0
2024-04-21,262.764,267.48,258.842,267.034,3380330.0
2024-04-22,267.937,271.214,267.937,269.992,2165755.0
2024-04-23,270.221,272.544,269.139,271.611,2493321.0
2024-04-24,268.722,272.92,267.743,271.085,2467127.0
2024-04-25,271.522,272.415,265.355,267.48,1794024.0
2024-04-26,263.846,269.764,263.846,268.076,2436959.0
2024-04-27,263.846,269.764,263.846,268.076,2436959.0
2024-04-28,263.846,269.764,263.846,268.076,2436959.0
2024-04-29,267.282,274.908,267.093,274.431,2678969.0
2024-04-30,274.163,274.173,270.429,272.008,2477347.0
2024-05-01,272.246,277.867,271.453,275.414,2323935.0
