,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity,AMGN US Equity
2020-04-23,201.024,206.78,200.839,204.007,3226457.0
2020-04-24,205.367,207.903,202.524,207.333,1946281.0
2020-04-25,205.367,207.903,202.524,207.333,1946281.0
2020-04-26,205.367,207.903,202.524,207.333,1946281.0
2020-04-27,207.64,213.229,206.209,212.729,2472687.0
2020-04-28,213.229,214.94,207.842,208.552,2548919.0
2020-04-29,209.632,209.991,206.42,206.815,3365329.0
2020-04-30,207.105,210.658,203.498,209.912,5704522.0
2020-05-01,204.455,208.008,200.067,202.682,3045498.0
2020-05-02,204.455,208.008,200.067,202.682,3045498.0
2020-05-03,204.455,208.008,200.067,202.682,3045498.0
2020-05-04,203.963,204.384,200.155,202.621,2035913.0
2020-05-05,202.945,208.82,201.094,207.403,1975551.0
2020-05-06,208.236,210.316,206.815,207.605,1980563.0
2020-05-07,207.877,208.811,203.665,204.744,2451212.0
2020-05-08,206.166,206.85,203.226,206.052,1534384.0
2020-05-09,206.166,206.85,203.226,206.052,1534384.0
2020-05-10,206.166,206.85,203.226,206.052,1534384.0
2020-05-11,204.516,213.659,204.025,213.001,2163904.0
2020-05-12,212.949,214.546,208.008,208.149,2240986.0
2020-05-13,206.403,214.054,206.403,207.815,2292659.0
2020-05-14,207.043,209.693,205.156,208.824,3322788.0
2020-05-15,207.102,212.402,206.628,212.199,3111458.0
2020-05-16,207.102,212.402,206.628,212.199,3111458.0
2020-05-17,207.102,212.402,206.628,212.199,3111458.0
2020-05-18,215.256,215.901,204.774,206.006,5631628.0
2020-05-19,205.52,206.223,200.688,200.918,3835753.0
2020-05-20,202.543,203.294,199.336,201.306,3714620.0
2020-05-21,201.518,201.633,197.888,198.577,2377709.0
2020-05-22,198.038,200.335,197.543,200.034,2334329.0
2020-05-23,198.038,200.335,197.543,200.034,2334329.0
2020-05-24,198.038,200.335,197.543,200.034,2334329.0
2020-05-25,198.038,200.335,197.543,200.034,2334329.0
2020-05-26,201.006,201.73,195.882,196.474,2397794.0
2020-05-27,196.403,198.886,192.114,198.603,2932075.0
2020-05-28,199.884,200.202,196.342,198.002,2591060.0
2020-05-29,198.771,203.692,196.174,202.923,4251215.0
2020-05-30,198.771,203.692,196.174,202.923,4251215.0
2020-05-31,198.771,203.692,196.174,202.923,4251215.0
2020-06-01,202.207,203.665,199.397,200.458,1817709.0
2020-06-02,199.478,199.972,196.633,197.64,3198896.0
2020-06-03,197.437,198.139,192.808,195.237,3660542.0
2020-06-04,195.034,197.402,193.656,195.131,2392798.0
2020-06-05,194.089,199.61,192.764,199.363,3714949.0
2020-06-06,194.089,199.61,192.764,199.363,3714949.0
2020-06-07,194.089,199.61,192.764,199.363,3714949.0
2020-06-08,197.243,199.875,195.9,199.434,2270543.0
2020-06-09,199.654,201.695,198.391,198.683,2403581.0
2020-06-10,200.255,202.738,199.23,200.644,2851314.0
2020-06-11,201.474,202.994,193.179,193.382,3900729.0
2020-06-12,195.326,196.43,189.23,192.499,2426695.0
2020-06-13,195.326,196.43,189.23,192.499,2426695.0
2020-06-14,195.326,196.43,189.23,192.499,2426695.0
2020-06-15,190.652,195.237,188.93,194.159,2471769.0
2020-06-16,196.854,202.194,196.668,200.423,2582329.0
2020-06-17,201.898,202.137,198.356,199.628,2751198.0
2020-06-18,200.414,204.496,199.372,203.471,2469861.0
2020-06-19,206.174,211.201,204.345,210.874,5319517.0
2020-06-20,206.174,211.201,204.345,210.874,5319517.0
2020-06-21,206.174,211.201,204.345,210.874,5319517.0
2020-06-22,208.762,209.946,205.891,206.89,2337012.0
2020-06-23,207.49,211.289,206.223,208.268,2171491.0
2020-06-24,207.791,209.372,204.425,205.405,1973255.0
2020-06-25,204.513,207.994,203.528,207.702,2080292.0
2020-06-26,207.932,209.248,204.798,205.697,3613263.0
2020-06-27,207.932,209.248,204.798,205.697,3613263.0
2020-06-28,207.932,209.248,204.798,205.697,3613263.0
2020-06-29,206.192,206.845,203.17,204.566,1938220.0
2020-06-30,206.112,209.655,204.774,208.365,2589161.0
2020-07-01,208.065,226.36,205.467,225.38,6575764.0
2020-07-02,223.392,230.981,223.392,228.136,3338105.0
2020-07-03,223.392,230.981,223.392,228.136,3338105.0
2020-07-04,223.392,230.981,223.392,228.136,3338105.0
2020-07-05,223.392,230.981,223.392,228.136,3338105.0
2020-07-06,229.717,234.081,224.302,226.378,3460401.0
2020-07-07,224.037,228.728,222.703,223.639,2365929.0
2020-07-08,223.639,224.368,220.194,222.261,1993691.0
2020-07-09,221.077,224.24,219.827,222.323,1739596.0
2020-07-10,221.431,222.244,218.268,220.009,1326217.0
2020-07-11,221.431,222.244,218.268,220.009,1326217.0
2020-07-12,221.431,222.244,218.268,220.009,1326217.0
2020-07-13,220.706,225.654,220.221,220.892,2528209.0
2020-07-14,214.461,224.205,212.446,223.586,2368342.0
2020-07-15,224.894,224.894,221.537,223.781,1650298.0
2020-07-16,222.676,225.53,220.789,225.45,1531105.0
2020-07-17,226.776,229.647,225.062,228.33,2045076.0
2020-07-18,226.776,229.647,225.062,228.33,2045076.0
2020-07-19,226.776,229.647,225.062,228.33,2045076.0
2020-07-20,229.762,232.178,228.202,230.53,1497617.0
2020-07-21,228.472,229.717,227.288,227.845,1821855.0
2020-07-22,229.505,229.691,225.98,227.023,1598129.0
2020-07-23,229.284,229.691,222.27,222.835,2532014.0
2020-07-24,221.97,222.473,216.881,219.072,2187982.0
2020-07-25,221.97,222.473,216.881,219.072,2187982.0
2020-07-26,221.97,222.473,216.881,219.072,2187982.0
2020-07-27,218.471,225.359,218.237,224.081,2155979.0
2020-07-28,224.797,228.277,224.187,225.512,2266603.0
2020-07-29,221.21,223.374,217.093,219.841,3286809.0
2020-07-30,217.676,218.931,216.616,217.447,1967707.0
2020-07-31,216.996,217.411,211.487,216.148,2829889.0
2020-08-01,216.996,217.411,211.487,216.148,2829889.0
2020-08-02,216.996,217.411,211.487,216.148,2829889.0
2020-08-03,216.307,219.991,216.024,218.524,1853907.0
2020-08-04,217.296,217.473,213.205,215.194,1912142.0
2020-08-05,215.477,216.802,212.729,213.321,1736620.0
2020-08-06,212.773,213.966,211.232,213.392,1747022.0
2020-08-07,215.185,215.22,210.759,212.632,1352305.0
2020-08-08,215.185,215.22,210.759,212.632,1352305.0
2020-08-09,215.185,215.22,210.759,212.632,1352305.0
2020-08-10,212.252,212.614,208.674,210.406,1533218.0
2020-08-11,210.415,211.051,207.04,207.296,2296518.0
2020-08-12,207.331,214.673,207.331,213.542,2325724.0
2020-08-13,213.18,214.469,211.678,212.429,1362866.0
2020-08-14,212.744,213.496,212.211,213.185,1224955.0
2020-08-15,212.744,213.496,212.211,213.185,1224955.0
2020-08-16,212.744,213.496,212.211,213.185,1224955.0
2020-08-17,213.629,217.658,213.629,216.12,1697623.0
2020-08-18,216.573,217.271,213.46,214.777,1123752.0
2020-08-19,214.35,216.76,212.109,213.878,1900689.0
2020-08-20,213.558,214.055,211.041,212.313,1172760.0
2020-08-21,212.447,212.447,209.449,211.344,1959880.0
2020-08-22,212.447,212.447,209.449,211.344,1959880.0
2020-08-23,212.447,212.447,209.449,211.344,1959880.0
2020-08-24,211.424,212.055,207.715,209.503,1565313.0
2020-08-25,216.022,222.3,214.154,220.753,6392058.0
2020-08-26,220.851,223.563,218.565,222.496,3125005.0
2020-08-27,224.328,228.481,222.701,224.835,3928416.0
2020-08-28,225.36,226.018,220.371,225.111,12838410.0
2020-08-29,225.36,226.018,220.371,225.111,12838410.0
2020-08-30,225.36,226.018,220.371,225.111,12838410.0
2020-08-31,224.942,227.717,222.425,225.289,4053884.0
2020-09-01,222.38,224.15,221.162,223.101,2869293.0
2020-09-02,223.421,230.162,223.421,229.557,2871599.0
2020-09-03,230.598,231.286,219.09,220.477,3137691.0
2020-09-04,223.519,224.355,217.512,220.913,2910390.0
2020-09-05,223.519,224.355,217.512,220.913,2910390.0
2020-09-06,223.519,224.355,217.512,220.913,2910390.0
2020-09-07,223.519,224.355,217.512,220.913,2910390.0
2020-09-08,218.983,219.659,213.02,214.492,3358845.0
2020-09-09,215.79,220.104,215.061,218.396,2244646.0
2020-09-10,217.498,218.903,212.464,214.012,2126722.0
2020-09-11,214.954,218.325,214.394,216.297,1899425.0
2020-09-12,214.954,218.325,214.394,216.297,1899425.0
2020-09-13,214.954,218.325,214.394,216.297,1899425.0
2020-09-14,217.744,220.415,217.222,219.446,2086781.0
2020-09-15,221.18,224.039,220.646,220.869,2243893.0
2020-09-16,223.537,223.537,219.668,220.344,2325559.0
2020-09-17,216.582,222.087,216.128,220.628,2801126.0
2020-09-18,221.171,222.194,215.533,220.308,6042471.0
2020-09-19,221.171,222.194,215.533,220.308,6042471.0
2020-09-20,221.171,222.194,215.533,220.308,6042471.0
2020-09-21,219.704,219.704,211.842,216.28,2745529.0
2020-09-22,214.821,220.815,214.239,220.113,2172592.0
2020-09-23,219.935,221.651,214.759,215.746,2104482.0
2020-09-24,215.352,215.826,211.468,213.727,1827246.0
2020-09-25,213.007,217.16,211.495,216.84,2635721.0
2020-09-26,213.007,217.16,211.495,216.84,2635721.0
2020-09-27,213.007,217.16,211.495,216.84,2635721.0
2020-09-28,220.273,221.482,217.685,219.695,2214332.0
2020-09-29,220.157,221.491,218.316,220.824,2008474.0
2020-09-30,222.167,227.774,220.646,226.036,3526556.0
2020-10-01,226.845,229.9,225.938,227.13,2428361.0
2020-10-02,224.47,226.48,217.009,218.254,2514437.0
2020-10-03,224.47,226.48,217.009,218.254,2514437.0
2020-10-04,224.47,226.48,217.009,218.254,2514437.0
2020-10-05,219.241,228.25,218.993,227.681,2852322.0
2020-10-06,228.917,228.917,224.239,224.728,2431437.0
2020-10-07,225.858,229.811,225.093,229.157,1842820.0
2020-10-08,221.687,222.389,212.553,213.523,5592280.0
2020-10-09,212.109,213.069,208.124,210.508,4182959.0
2020-10-10,212.109,213.069,208.124,210.508,4182959.0
2020-10-11,212.109,213.069,208.124,210.508,4182959.0
2020-10-12,211.424,215.15,209.672,213.007,2881695.0
2020-10-13,212.731,215.106,212.438,212.856,2065856.0
2020-10-14,213.798,215.461,210.952,211.353,2694112.0
2020-10-15,209.885,210.766,207.102,209.005,2531295.0
2020-10-16,209.307,212.695,207.929,209.636,2059919.0
2020-10-17,209.307,212.695,207.929,209.636,2059919.0
2020-10-18,209.307,212.695,207.929,209.636,2059919.0
2020-10-19,210.072,211.168,204.558,205.181,2749811.0
2020-10-20,205.492,207.128,203.98,205.527,1950786.0
2020-10-21,204.069,205.536,202.361,203.633,1978691.0
2020-10-22,202.859,204.486,201.134,202.753,2172881.0
2020-10-23,203.411,204.611,201.259,202.023,2104204.0
2020-10-24,203.411,204.611,201.259,202.023,2104204.0
2020-10-25,203.411,204.611,201.259,202.023,2104204.0
2020-10-26,201.01,202.975,197.248,200.005,3087094.0
2020-10-27,200.156,200.947,198.448,198.733,1934371.0
2020-10-28,194.784,196.598,192.036,192.436,2873957.0
2020-10-29,189.991,195.949,187.011,193.717,2994097.0
2020-10-30,192.294,193.228,190.284,192.934,3262732.0
2020-10-31,192.294,193.228,190.284,192.934,3262732.0
2020-11-01,192.294,193.228,190.284,192.934,3262732.0
2020-11-02,197.043,197.763,193.166,195.842,2029119.0
2020-11-03,197.221,198.395,194.286,195.709,2533573.0
2020-11-04,201.25,209.867,200.191,204.843,3810005.0
2020-11-05,207.902,207.953,204.549,206.301,2070339.0
2020-11-06,206.915,207.404,204.585,206.034,2028614.0
2020-11-07,206.915,207.404,204.585,206.034,2028614.0
2020-11-08,206.915,207.404,204.585,206.034,2028614.0
2020-11-09,216.057,217.711,208.107,208.996,2996247.0
2020-11-10,217.0,218.636,212.971,214.866,3742780.0
2020-11-11,215.684,218.485,212.109,214.056,2244795.0
2020-11-12,213.932,214.234,209.565,210.899,2439222.0
2020-11-13,212.108,213.63,210.416,212.529,1767245.0
2020-11-14,212.108,213.63,210.416,212.529,1767245.0
2020-11-15,212.108,213.63,210.416,212.529,1767245.0
2020-11-16,212.582,214.727,210.648,211.902,2069573.0
2020-11-17,210.424,212.144,207.837,208.123,1935432.0
2020-11-18,209.565,209.851,203.826,203.933,2466450.0
2020-11-19,203.226,203.226,200.199,201.166,2595657.0
2020-11-20,199.868,201.543,198.31,199.823,2956252.0
2020-11-21,199.868,201.543,198.31,199.823,2956252.0
2020-11-22,199.868,201.543,198.31,199.823,2956252.0
2020-11-23,198.831,199.823,197.289,198.973,2033413.0
2020-11-24,199.178,199.716,196.824,197.397,3199050.0
2020-11-25,197.965,200.36,196.018,197.262,2550392.0
2020-11-26,197.965,200.36,196.018,197.262,2550392.0
2020-11-27,198.247,202.545,198.229,201.292,1698316.0
2020-11-28,198.247,202.545,198.229,201.292,1698316.0
2020-11-29,198.247,202.545,198.229,201.292,1698316.0
2020-11-30,200.862,201.71,196.492,198.811,4858086.0
2020-12-01,201.354,202.16,199.42,201.533,3050628.0
2020-12-02,201.533,206.01,201.112,202.858,2641166.0
2020-12-03,202.357,204.551,201.927,203.172,2167952.0
2020-12-04,202.133,206.234,202.133,205.231,1990927.0
2020-12-05,202.133,206.234,202.133,205.231,1990927.0
2020-12-06,202.133,206.234,202.133,205.231,1990927.0
2020-12-07,205.043,205.231,201.56,202.76,2250267.0
2020-12-08,205.052,205.133,202.666,204.99,2124720.0
2020-12-09,205.742,207.362,204.04,205.804,2210042.0
2020-12-10,205.598,205.939,203.718,204.291,1558149.0
2020-12-11,202.778,203.969,201.905,203.611,2019275.0
2020-12-12,202.778,203.969,201.905,203.611,2019275.0
2020-12-13,202.778,203.969,201.905,203.611,2019275.0
2020-12-14,205.473,207.9,203.772,205.455,2904713.0
2020-12-15,205.052,207.085,203.252,206.413,2566722.0
2020-12-16,205.93,207.085,204.246,204.542,2589394.0
2020-12-17,205.151,207.174,204.891,207.049,2510365.0
2020-12-18,207.765,207.765,203.476,204.587,5888860.0
2020-12-19,207.765,207.765,203.476,204.587,5888860.0
2020-12-20,207.765,207.765,203.476,204.587,5888860.0
2020-12-21,202.071,204.094,198.399,203.53,2311483.0
2020-12-22,202.106,202.782,197.056,197.871,3572043.0
2020-12-23,198.31,200.19,197.576,199.617,1763598.0
2020-12-24,199.886,201.086,199.035,199.608,955401.0
2020-12-25,199.886,201.086,199.035,199.608,955401.0
2020-12-26,199.886,201.086,199.035,199.608,955401.0
2020-12-27,199.886,201.086,199.035,199.608,955401.0
2020-12-28,199.698,203.163,199.698,200.253,1495201.0
2020-12-29,202.25,205.464,201.706,203.136,1564429.0
2020-12-30,204.13,205.07,202.876,203.405,1891417.0
2020-12-31,203.53,206.162,202.259,205.867,1821286.0
2021-01-01,203.53,206.162,202.259,205.867,1821286.0
2021-01-02,203.53,206.162,202.259,205.867,1821286.0
2021-01-03,203.53,206.162,202.259,205.867,1821286.0
2021-01-04,207.058,207.058,200.271,202.948,3088179.0
2021-01-05,203.199,204.949,200.88,203.933,2494194.0
2021-01-06,201.462,209.099,201.462,208.849,3755069.0
2021-01-07,207.604,210.747,207.25,209.538,2648082.0
2021-01-08,210.89,213.872,210.505,213.54,2511396.0
2021-01-09,210.89,213.872,210.505,213.54,2511396.0
2021-01-10,210.89,213.872,210.505,213.54,2511396.0
2021-01-11,214.892,215.206,209.905,212.717,2600537.0
2021-01-12,212.314,213.8,210.729,211.839,1771566.0
2021-01-13,211.302,213.549,210.613,212.869,1412300.0
2021-01-14,211.759,218.017,211.02,216.379,2594082.0
2021-01-15,215.949,221.017,214.91,219.808,2855245.0
2021-01-16,215.949,221.017,214.91,219.808,2855245.0
2021-01-17,215.949,221.017,214.91,219.808,2855245.0
2021-01-18,215.949,221.017,214.91,219.808,2855245.0
2021-01-19,220.712,222.951,220.605,222.297,2172907.0
2021-01-20,221.536,226.846,220.372,225.959,2768545.0
2021-01-21,225.637,226.291,223.417,225.664,2216075.0
2021-01-22,225.87,228.529,224.348,226.98,1866583.0
2021-01-23,225.87,228.529,224.348,226.98,1866583.0
2021-01-24,225.87,228.529,224.348,226.98,1866583.0
2021-01-25,225.682,230.213,225.503,230.204,1830711.0
2021-01-26,229.747,231.967,228.198,231.547,2009070.0
2021-01-27,228.744,232.299,224.133,224.795,3237899.0
2021-01-28,226.067,247.744,217.982,221.832,5205633.0
2021-01-29,219.307,220.686,215.116,216.173,3792980.0
2021-01-30,219.307,220.686,215.116,216.173,3792980.0
2021-01-31,219.307,220.686,215.116,216.173,3792980.0
2021-02-01,218.743,219.799,214.516,215.277,2173526.0
2021-02-02,214.892,216.637,212.027,215.331,2444209.0
2021-02-03,207.335,214.776,207.184,212.278,4479165.0
2021-02-04,211.562,212.972,209.292,212.403,2819851.0
2021-02-05,213.379,213.89,210.756,211.597,2421810.0
2021-02-06,213.379,213.89,210.756,211.597,2421810.0
2021-02-07,213.379,213.89,210.756,211.597,2421810.0
2021-02-08,213.093,214.561,211.177,212.717,2258338.0
2021-02-09,212.457,212.806,210.228,211.893,1996649.0
2021-02-10,213.46,215.157,211.938,213.514,2964378.0
2021-02-11,215.264,215.707,211.065,212.016,1634013.0
2021-02-12,212.016,214.1,210.614,213.974,1460359.0
2021-02-13,212.016,214.1,210.614,213.974,1460359.0
2021-02-14,212.016,214.1,210.614,213.974,1460359.0
2021-02-15,212.016,214.1,210.614,213.974,1460359.0
2021-02-16,212.891,214.407,209.752,210.032,2018147.0
2021-02-17,209.572,212.738,208.588,212.53,1575366.0
2021-02-18,212.368,212.368,209.545,209.752,1945501.0
2021-02-19,209.283,210.311,208.237,208.994,2471543.0
2021-02-20,209.283,210.311,208.237,208.994,2471543.0
2021-02-21,209.283,210.311,208.237,208.994,2471543.0
2021-02-22,207.768,210.898,207.578,208.796,2334823.0
2021-02-23,209.86,214.686,208.343,209.689,2919160.0
2021-02-24,207.353,208.181,205.404,207.461,2690505.0
2021-02-25,207.461,207.921,204.674,205.233,2769238.0
2021-02-26,207.753,207.753,201.71,202.888,3453588.0
2021-02-27,207.753,207.753,201.71,202.888,3453588.0
2021-02-28,207.753,207.753,201.71,202.888,3453588.0
2021-03-01,203.754,205.602,203.167,204.8,2178149.0
2021-03-02,204.764,205.567,203.212,203.582,2407767.0
2021-03-03,201.625,203.58,199.631,202.004,2610773.0
2021-03-04,205.503,205.549,198.678,200.172,3577020.0
2021-03-05,200.66,205.801,199.757,205.422,3021305.0
2021-03-06,200.66,205.801,199.757,205.422,3021305.0
2021-03-07,200.66,205.801,199.757,205.422,3021305.0
2021-03-08,205.738,209.454,204.493,205.494,3101301.0
2021-03-09,207.47,210.284,206.369,206.559,3057261.0
2021-03-10,208.79,210.618,206.586,207.434,2310089.0
2021-03-11,208.065,211.042,206.368,208.525,2244070.0
2021-03-12,207.686,208.155,206.288,207.795,1752641.0
2021-03-13,207.686,208.155,206.288,207.795,1752641.0
2021-03-14,207.686,208.155,206.288,207.795,1752641.0
2021-03-15,207.47,213.027,207.29,212.846,2911063.0
2021-03-16,214.79,218.313,213.441,216.779,3386304.0
2021-03-17,216.77,221.812,215.787,220.342,3255538.0
2021-03-18,216.941,222.931,216.941,220.477,3063186.0
2021-03-19,221.668,223.165,217.961,221.849,12589904.0
2021-03-20,221.668,223.165,217.961,221.849,12589904.0
2021-03-21,221.668,223.165,217.961,221.849,12589904.0
2021-03-22,218.619,225.303,218.619,225.231,2059794.0
2021-03-23,225.502,225.511,220.91,221.037,2604813.0
2021-03-24,221.001,223.156,219.936,221.425,2237559.0
2021-03-25,222.841,223.292,220.983,222.128,2707589.0
2021-03-26,221.876,228.47,221.488,228.091,2638907.0
2021-03-27,221.876,228.47,221.488,228.091,2638907.0
2021-03-28,221.876,228.47,221.488,228.091,2638907.0
2021-03-29,226.891,231.46,226.819,229.985,2488137.0
2021-03-30,228.379,229.126,224.455,225.285,1979016.0
2021-03-31,224.816,225.466,223.129,224.437,3571906.0
2021-04-01,225.267,225.511,222.268,224.762,2176998.0
2021-04-02,225.267,225.511,222.268,224.762,2176998.0
2021-04-03,225.267,225.511,222.268,224.762,2176998.0
2021-04-04,225.267,225.511,222.268,224.762,2176998.0
2021-04-05,224.663,227.883,224.663,227.333,2230560.0
2021-04-06,227.08,227.802,223.923,224.699,2040112.0
2021-04-07,223.86,225.709,222.895,223.815,1583660.0
2021-04-08,224.699,225.042,221.885,222.696,1633607.0
2021-04-09,223.445,224.699,221.731,224.564,1368801.0
2021-04-10,223.445,224.699,221.731,224.564,1368801.0
2021-04-11,223.445,224.699,221.731,224.564,1368801.0
2021-04-12,224.176,225.511,223.517,224.555,1721957.0
2021-04-13,224.744,225.827,222.886,225.466,1766133.0
2021-04-14,225.493,226.864,224.609,225.168,1753827.0
2021-04-15,226.503,231.825,225.962,230.138,2366334.0
2021-04-16,231.32,233.467,229.723,230.661,2768721.0
2021-04-17,231.32,233.467,229.723,230.661,2768721.0
2021-04-18,231.32,233.467,229.723,230.661,2768721.0
2021-04-19,228.082,231.022,227.892,230.896,2345158.0
2021-04-20,229.877,234.856,229.877,233.755,1579344.0
2021-04-21,234.901,235.433,232.502,233.431,2173640.0
2021-04-22,232.312,233.156,228.812,230.066,3370746.0
2021-04-23,230.003,232.853,228.821,231.852,2427125.0
2021-04-24,230.003,232.853,228.821,231.852,2427125.0
2021-04-25,230.003,232.853,228.821,231.852,2427125.0
2021-04-26,231.509,231.6,229.493,230.49,1782679.0
2021-04-27,230.191,231.401,228.902,230.138,2184917.0
2021-04-28,217.861,220.071,210.862,213.523,7550765.0
2021-04-29,212.043,212.882,208.399,211.719,4053469.0
2021-04-30,211.322,217.086,211.259,216.166,3420870.0
2021-05-01,211.322,217.086,211.259,216.166,3420870.0
2021-05-02,211.322,217.086,211.259,216.166,3420870.0
2021-05-03,217.095,222.823,216.987,221.343,3587668.0
2021-05-04,223.048,223.328,219.079,223.129,3556137.0
2021-05-05,222.164,225.493,221.821,224.924,2765160.0
2021-05-06,224.861,226.846,222.769,226.683,2790864.0
2021-05-07,227.116,230.68,227.116,229.308,2513035.0
2021-05-08,227.116,230.68,227.116,229.308,2513035.0
2021-05-09,227.116,230.68,227.116,229.308,2513035.0
2021-05-10,230.923,233.458,227.369,227.874,4079879.0
2021-05-11,228.361,230.887,226.972,227.586,2307165.0
2021-05-12,226.782,228.866,225.222,226.26,2432107.0
2021-05-13,225.664,229.2,225.321,227.378,3275792.0
2021-05-14,229.722,231.266,228.141,228.35,2286855.0
2021-05-15,229.722,231.266,228.141,228.35,2286855.0
2021-05-16,229.722,231.266,228.141,228.35,2286855.0
2021-05-17,229.177,231.329,227.678,229.258,1922212.0
2021-05-18,228.986,229.912,227.387,227.878,1729459.0
2021-05-19,225.634,226.27,224.144,225.852,2652544.0
2021-05-20,225.284,231.084,225.193,228.85,2227471.0
2021-05-21,230.467,230.784,227.769,228.014,2177900.0
2021-05-22,230.467,230.784,227.769,228.014,2177900.0
2021-05-23,230.467,230.784,227.769,228.014,2177900.0
2021-05-24,227.605,230.258,224.889,225.053,2552122.0
2021-05-25,224.062,225.053,219.629,219.829,3210585.0
2021-05-26,219.684,220.264,216.496,216.695,3812161.0
2021-05-27,217.022,217.526,213.089,213.752,3701322.0
2021-05-28,214.57,218.803,214.497,216.141,3240387.0
2021-05-29,214.57,218.803,214.497,216.141,3240387.0
2021-05-30,214.57,218.803,214.497,216.141,3240387.0
2021-05-31,214.57,218.803,214.497,216.141,3240387.0
2021-06-01,220.011,220.084,211.599,212.181,3799573.0
2021-06-02,213.38,215.006,212.462,213.616,2266903.0
2021-06-03,212.262,214.906,211.981,214.143,2010621.0
2021-06-04,215.051,217.359,214.152,215.151,1875699.0
2021-06-05,215.051,217.359,214.152,215.151,1875699.0
2021-06-06,215.051,217.359,214.152,215.151,1875699.0
2021-06-07,215.215,218.528,213.652,215.46,2153799.0
2021-06-08,217.041,217.213,213.698,215.124,1638030.0
2021-06-09,216.123,219.203,215.038,217.577,3047686.0
2021-06-10,217.622,222.854,217.304,222.227,2656244.0
2021-06-11,222.445,223.009,219.811,220.529,2002318.0
2021-06-12,222.445,223.009,219.811,220.529,2002318.0
2021-06-13,222.445,223.009,219.811,220.529,2002318.0
2021-06-14,220.338,220.483,217.368,219.094,2083431.0
2021-06-15,219.593,219.811,217.15,217.876,2508831.0
2021-06-16,218.803,222.105,216.196,217.631,3185551.0
2021-06-17,217.595,220.22,216.505,218.703,2142783.0
2021-06-18,217.631,218.921,214.806,216.813,5560411.0
2021-06-19,217.631,218.921,214.806,216.813,5560411.0
2021-06-20,217.631,218.921,214.806,216.813,5560411.0
2021-06-21,217.686,218.837,215.878,218.231,2149019.0
2021-06-22,217.749,218.694,216.459,217.931,1780379.0
2021-06-23,217.695,217.785,215.224,216.841,1654342.0
2021-06-24,218.385,220.765,217.368,218.876,1942952.0
2021-06-25,219.498,221.328,218.112,220.447,4309911.0
2021-06-26,219.498,221.328,218.112,220.447,4309911.0
2021-06-27,219.498,221.328,218.112,220.447,4309911.0
2021-06-28,221.673,223.018,220.429,220.592,1680689.0
2021-06-29,220.94,221.592,219.884,220.247,1337258.0
2021-06-30,220.483,221.891,219.884,221.419,2325186.0
2021-07-01,221.41,224.462,221.237,224.28,2091646.0
2021-07-02,224.671,227.001,223.692,225.915,1943599.0
2021-07-03,224.671,227.001,223.692,225.915,1943599.0
2021-07-04,224.671,227.001,223.692,225.915,1943599.0
2021-07-05,224.671,227.001,223.692,225.915,1943599.0
2021-07-06,224.607,225.389,220.892,221.328,2792548.0
2021-07-07,221.71,221.9,219.23,220.938,2381807.0
2021-07-08,221.86,224.099,220.234,221.9,1994352.0
2021-07-09,220.819,223.399,219.563,222.736,1609921.0
2021-07-10,220.819,223.399,219.563,222.736,1609921.0
2021-07-11,220.819,223.399,219.563,222.736,1609921.0
2021-07-12,222.091,225.192,221.228,221.982,2149359.0
2021-07-13,222.907,224.144,220.715,222.4,1618267.0
2021-07-14,221.846,222.854,219.366,222.282,2185185.0
2021-07-15,221.946,224.889,219.956,224.035,2106705.0
2021-07-16,225.352,226.669,223.953,225.243,3141506.0
2021-07-17,225.352,226.669,223.953,225.243,3141506.0
2021-07-18,225.352,226.669,223.953,225.243,3141506.0
2021-07-19,225.098,227.051,222.418,224.126,2529988.0
2021-07-20,224.617,227.451,223.199,224.271,3035168.0
2021-07-21,224.289,224.335,220.456,222.418,1901962.0
2021-07-22,221.628,223.663,220.855,222.318,1379824.0
2021-07-23,223.708,225.788,222.436,225.025,1747301.0
2021-07-24,223.708,225.788,222.436,225.025,1747301.0
2021-07-25,223.708,225.788,222.436,225.025,1747301.0
2021-07-26,225.025,225.634,222.382,222.627,1518535.0
2021-07-27,221.755,223.109,221.083,222.264,2166652.0
2021-07-28,222.146,225.003,221.206,221.873,1649082.0
2021-07-29,222.064,222.7,220.02,220.247,1498915.0
2021-07-30,220.393,220.824,218.585,219.411,2284415.0
2021-07-31,220.393,220.824,218.585,219.411,2284415.0
2021-08-01,220.393,220.824,218.585,219.411,2284415.0
2021-08-02,219.938,220.265,216.532,217.822,1849506.0
2021-08-03,218.703,222.0,217.477,221.719,2320625.0
2021-08-04,216.532,217.486,206.294,207.394,6952767.0
2021-08-05,207.793,212.599,207.166,212.553,3294147.0
2021-08-06,210.609,211.881,207.811,209.065,2363795.0
2021-08-07,210.609,211.881,207.811,209.065,2363795.0
2021-08-08,210.609,211.881,207.811,209.065,2363795.0
2021-08-09,209.401,210.2,206.403,207.012,2250295.0
2021-08-10,207.294,207.294,203.424,207.076,2860390.0
2021-08-11,208.147,208.929,206.649,207.23,2104898.0
2021-08-12,207.294,208.456,205.123,207.248,1799450.0
2021-08-13,208.12,210.646,207.802,208.638,1797295.0
2021-08-14,208.12,210.646,207.802,208.638,1797295.0
2021-08-15,208.12,210.646,207.802,208.638,1797295.0
2021-08-16,208.945,211.723,208.638,211.522,2434850.0
