,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity,PDCO US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2023-07-20,31.7483,31.9203,31.4829,31.8073,548852.0
2023-07-21,31.9351,32.112,31.6402,31.6598,564310.0
2023-07-22,31.9351,32.112,31.6402,31.6598,564310.0
2023-07-23,31.9351,32.112,31.6402,31.6598,564310.0
2023-07-24,31.6304,31.8712,31.4338,31.8171,512274.0
2023-07-25,31.6402,32.1906,31.6402,31.8859,710777.0
2023-07-26,31.7974,32.1218,31.4927,31.6697,806707.0
2023-07-27,31.9252,32.2043,31.5959,31.8269,900272.0
2023-07-28,32.112,32.1955,31.7385,31.9842,681930.0
2023-07-29,32.112,32.1955,31.7385,31.9842,681930.0
2023-07-30,32.112,32.1955,31.7385,31.9842,681930.0
2023-07-31,32.1218,32.4534,32.053,32.3282,790525.0
2023-08-01,32.397,32.8787,32.3282,32.515,905623.0
2023-08-02,32.3381,32.687,32.1338,32.5346,515946.0
2023-08-03,32.4855,32.7902,32.3381,32.456,545290.0
2023-08-04,32.3872,33.0556,32.1808,32.7312,689352.0
2023-08-05,32.3872,33.0556,32.1808,32.7312,689352.0
2023-08-06,32.3872,33.0556,32.1808,32.7312,689352.0
2023-08-07,32.8295,33.0163,32.3135,32.9966,675021.0
2023-08-08,32.8688,32.9868,32.3577,32.6526,514762.0
2023-08-09,32.5838,32.8885,32.4265,32.8,677083.0
2023-08-10,32.918,33.0359,32.397,32.5346,495232.0
2023-08-11,32.4462,33.0556,32.397,32.9868,826729.0
2023-08-12,32.4462,33.0556,32.397,32.9868,826729.0
2023-08-13,32.4462,33.0556,32.397,32.9868,826729.0
2023-08-14,33.0949,33.8321,32.9573,33.724,917044.0
2023-08-15,33.8223,33.8714,32.8983,33.2522,758285.0
2023-08-16,33.1244,33.5569,32.7607,32.8983,688467.0
2023-08-17,32.7755,33.063,32.7214,32.9966,740391.0
2023-08-18,32.9278,33.9402,32.859,33.606,1843400.0
2023-08-19,32.9278,33.9402,32.859,33.606,1843400.0
2023-08-20,32.9278,33.9402,32.859,33.606,1843400.0
2023-08-21,33.5962,33.9156,33.262,33.4193,978780.0
2023-08-22,33.3799,33.5667,33.144,33.203,613846.0
2023-08-23,33.2129,33.4242,33.2129,33.3406,555531.0
2023-08-24,33.2718,33.7928,33.2129,33.2325,639615.0
2023-08-25,33.2325,33.5077,32.9081,33.0654,790635.0
2023-08-26,33.2325,33.5077,32.9081,33.0654,790635.0
2023-08-27,33.2325,33.5077,32.9081,33.0654,790635.0
2023-08-28,33.0752,33.321,33.0507,33.321,944539.0
2023-08-29,33.2522,33.2915,32.5543,32.7607,1736574.0
2023-08-30,29.232,31.2077,28.1121,30.2149,3064655.0
2023-08-31,30.3132,30.5295,29.4974,29.5269,1465084.0
2023-09-01,29.5859,29.9446,29.4679,29.7137,872556.0
2023-09-02,29.5859,29.9446,29.4679,29.7137,872556.0
2023-09-03,29.5859,29.9446,29.4679,29.7137,872556.0
2023-09-04,29.5859,29.9446,29.4679,29.7137,872556.0
2023-09-05,29.5564,29.7431,29.2124,29.232,1238130.0
2023-09-06,29.1337,29.5072,29.006,29.1436,758100.0
2023-09-07,29.1534,29.3156,28.888,28.9666,754139.0
2023-09-08,28.9666,29.0158,28.4703,28.5047,715575.0
2023-09-09,28.9666,29.0158,28.4703,28.5047,715575.0
2023-09-10,28.9666,29.0158,28.4703,28.5047,715575.0
2023-09-11,28.5931,28.8585,28.4653,28.6914,796784.0
2023-09-12,28.6423,28.8094,28.3179,28.4653,745884.0
2023-09-13,28.5145,28.5145,27.4333,27.5807,942782.0
2023-09-14,27.5217,28.0132,27.4529,28.0132,872393.0
2023-09-15,28.0624,28.2,27.6102,27.8559,2222874.0
2023-09-16,28.0624,28.2,27.6102,27.8559,2222874.0
2023-09-17,28.0624,28.2,27.6102,27.8559,2222874.0
2023-09-18,27.8658,27.9493,27.5414,27.797,637519.0
2023-09-19,27.797,28.6177,27.7675,28.5538,1001295.0
2023-09-20,28.6816,29.2763,28.5342,28.7897,1086347.0
2023-09-21,28.7013,28.888,28.485,28.7799,587935.0
2023-09-22,28.7995,29.1436,28.6767,29.006,664229.0
2023-09-23,28.7995,29.1436,28.6767,29.006,664229.0
2023-09-24,28.7995,29.1436,28.6767,29.006,664229.0
2023-09-25,28.9273,29.2763,28.8782,29.1436,528335.0
2023-09-26,29.1141,29.2959,28.8585,29.2419,998232.0
2023-09-27,29.409,29.4581,28.6128,29.006,857751.0
2023-09-28,29.0354,29.2222,28.8192,29.1927,695885.0
2023-09-29,29.2812,29.3549,28.9077,29.1337,677772.0
2023-09-30,29.2812,29.3549,28.9077,29.1337,677772.0
2023-10-01,29.2812,29.3549,28.9077,29.1337,677772.0
2023-10-02,29.0649,29.3991,28.9192,29.3008,1073192.0
2023-10-03,29.1042,29.4778,29.0649,29.3303,1127435.0
2023-10-04,29.3107,29.7628,29.0551,29.3991,1993162.0
2023-10-05,29.2812,29.3696,28.254,28.6226,994719.0
2023-10-06,28.6128,28.9077,28.3916,28.8782,691679.0
2023-10-07,28.6128,28.9077,28.3916,28.8782,691679.0
2023-10-08,28.6128,28.9077,28.3916,28.8782,691679.0
2023-10-09,28.7799,28.9863,28.4457,28.9666,648445.0
2023-10-10,29.0748,29.3696,28.8978,29.0453,549840.0
2023-10-11,28.947,29.1534,28.4276,28.8389,735191.0
2023-10-12,28.8585,29.2517,28.5145,28.888,1155675.0
2023-10-13,29.0158,29.0944,28.6914,28.9175,736319.0
2023-10-14,29.0158,29.0944,28.6914,28.9175,736319.0
2023-10-15,29.0158,29.0944,28.6914,28.9175,736319.0
2023-10-16,29.0158,30.559,29.0158,30.3427,1724378.0
2023-10-17,30.4803,30.6671,30.0528,30.2543,1073745.0
2023-10-18,30.3034,30.7261,30.0872,30.4017,728306.0
2023-10-19,30.3422,30.6693,29.8565,30.0746,1058116.0
2023-10-20,30.1341,30.3819,29.8466,29.9358,1029880.0
2023-10-21,30.1341,30.3819,29.8466,29.9358,1029880.0
2023-10-22,30.1341,30.3819,29.8466,29.9358,1029880.0
2023-10-23,29.916,30.5504,29.8268,30.3323,945221.0
2023-10-24,30.4017,30.8676,30.3026,30.3521,779555.0
2023-10-25,30.3422,30.8378,30.1737,30.7189,1037326.0
2023-10-26,30.4314,30.5678,29.8565,29.916,1171381.0
2023-10-27,30.025,30.4017,29.8466,29.9755,861604.0
2023-10-28,30.025,30.4017,29.8466,29.9755,861604.0
2023-10-29,30.025,30.4017,29.8466,29.9755,861604.0
2023-10-30,30.0746,30.4413,29.8962,30.025,1065580.0
2023-10-31,30.1539,30.3224,29.7177,30.1935,915306.0
2023-11-01,30.2034,30.6594,30.0746,30.6198,751223.0
2023-11-02,29.8169,30.2034,29.1626,29.8268,1309796.0
2023-11-03,30.1836,30.9072,30.1836,30.8577,849473.0
2023-11-04,30.1836,30.9072,30.1836,30.8577,849473.0
2023-11-05,30.1836,30.9072,30.1836,30.8577,849473.0
2023-11-06,30.8775,30.9915,30.1638,30.3323,876540.0
2023-11-07,30.3323,30.6396,30.025,30.0349,717330.0
2023-11-08,30.2233,30.5702,29.9556,30.0052,1128581.0
2023-11-09,30.1737,30.4215,29.7376,29.797,790126.0
2023-11-10,29.9358,30.352,29.8367,30.2332,892594.0
2023-11-11,29.9358,30.352,29.8367,30.2332,892594.0
2023-11-12,29.9358,30.352,29.8367,30.2332,892594.0
2023-11-13,30.2629,30.8676,30.2629,30.5999,1135625.0
2023-11-14,30.9271,31.8489,30.7784,31.7399,1159065.0
2023-11-15,31.7002,32.1959,31.4822,31.5317,662614.0
2023-11-16,31.5813,31.9461,31.5813,31.8787,737276.0
2023-11-17,32.0571,32.1265,31.4822,31.7399,860765.0
2023-11-18,32.0571,32.1265,31.4822,31.7399,860765.0
2023-11-19,32.0571,32.1265,31.4822,31.7399,860765.0
2023-11-20,31.6705,31.7696,31.4326,31.7498,489105.0
2023-11-21,31.8192,32.1463,31.6408,31.9976,455943.0
2023-11-22,32.0174,32.2058,31.7696,32.0274,517616.0
2023-11-23,32.0174,32.2058,31.7696,32.0274,517616.0
2023-11-24,32.1959,32.295,32.0373,32.2653,210542.0
2023-11-25,32.1959,32.295,32.0373,32.2653,210542.0
2023-11-26,32.1959,32.295,32.0373,32.2653,210542.0
2023-11-27,32.176,32.2702,31.1749,31.611,1331360.0
2023-11-28,30.9766,31.4825,30.7686,31.1551,1189653.0
2023-11-29,27.7551,27.7551,25.6635,25.7825,4528702.0
2023-11-30,25.7032,25.8766,24.7813,25.1877,2164222.0
2023-12-01,25.1382,26.516,25.0689,26.4367,1945448.0
2023-12-02,25.1382,26.516,25.0689,26.4367,1945448.0
2023-12-03,25.1382,26.516,25.0689,26.4367,1945448.0
2023-12-04,26.4367,26.4664,25.604,25.8419,1608690.0
2023-12-05,25.8419,26.5358,25.5594,26.3574,1465624.0
2023-12-06,26.3475,26.4962,25.9312,26.1492,1118630.0
2023-12-07,26.2186,26.6449,26.0551,26.1393,843100.0
2023-12-08,26.0898,26.3921,25.832,26.3475,874364.0
2023-12-09,26.0898,26.3921,25.832,26.3475,874364.0
2023-12-10,26.0898,26.3921,25.832,26.3475,874364.0
2023-12-11,26.2781,26.5086,25.8766,26.3078,833601.0
2023-12-12,26.3574,26.4516,25.9262,26.2781,863619.0
2023-12-13,26.2384,26.5755,26.0154,26.5457,1088045.0
2023-12-14,26.7043,27.2446,26.38,27.1008,1443672.0
2023-12-15,27.0414,27.1306,26.6746,26.7638,1646922.0
2023-12-16,27.0414,27.1306,26.6746,26.7638,1646922.0
2023-12-17,27.0414,27.1306,26.6746,26.7638,1646922.0
2023-12-18,27.0414,27.0414,26.4367,26.7737,744424.0
2023-12-19,26.9422,27.5965,26.9422,27.537,896459.0
2023-12-20,27.6559,27.7798,27.4279,27.5568,1093793.0
2023-12-21,27.7749,28.3102,27.6461,28.1516,732792.0
2023-12-22,28.2804,28.3696,27.9186,28.0227,706300.0
2023-12-23,28.2804,28.3696,27.9186,28.0227,706300.0
2023-12-24,28.2804,28.3696,27.9186,28.0227,706300.0
2023-12-25,28.2804,28.3696,27.9186,28.0227,706300.0
2023-12-26,28.0822,28.4093,27.8542,28.1912,668830.0
2023-12-27,28.2408,28.439,28.0524,28.2804,610812.0
2023-12-28,28.2408,28.439,28.1466,28.2408,601269.0
2023-12-29,28.211,28.3399,27.8046,28.2011,588619.0
2023-12-30,28.211,28.3399,27.8046,28.2011,588619.0
2023-12-31,28.211,28.3399,27.8046,28.2011,588619.0
2024-01-01,28.211,28.3399,27.8046,28.2011,588619.0
2024-01-02,28.102,28.6274,27.9731,28.439,603674.0
2024-01-03,29.3609,29.4303,28.3647,28.6967,1946538.0
2024-01-04,28.7661,29.0239,28.5183,28.5778,16851045.0
2024-01-05,28.3498,28.6571,28.0921,28.3498,1315129.0
2024-01-06,28.3498,28.6571,28.0921,28.3498,1315129.0
2024-01-07,28.3498,28.6571,28.0921,28.3498,1315129.0
2024-01-08,28.4093,29.3361,28.3696,29.3311,1294999.0
2024-01-09,29.0734,29.8069,29.0338,29.3807,1347754.0
2024-01-10,29.3212,29.7177,29.1131,29.2518,1103485.0
2024-01-11,29.3113,29.3361,28.9556,29.1577,969300.0
2024-01-12,29.2717,29.3857,29.0239,29.3708,916708.0
2024-01-13,29.2717,29.3857,29.0239,29.3708,916708.0
2024-01-14,29.2717,29.3857,29.0239,29.3708,916708.0
2024-01-15,29.2717,29.3857,29.0239,29.3708,916708.0
2024-01-16,29.2419,29.5492,29.0932,29.3708,894009.0
2024-01-17,29.3411,29.6979,29.2518,29.46,966698.0
2024-01-18,29.54,30.38,29.35,30.33,1177557.0
2024-01-19,30.55,30.55,29.97,30.16,854330.0
2024-01-20,30.55,30.55,29.97,30.16,854330.0
2024-01-21,30.55,30.55,29.97,30.16,854330.0
2024-01-22,30.24,30.52,29.98,30.36,938471.0
2024-01-23,30.48,30.68,29.91,30.2,697931.0
2024-01-24,30.43,30.46,29.79,29.83,876625.0
2024-01-25,29.9,30.35,29.87,30.34,630250.0
2024-01-26,30.41,30.48,30.0,30.03,718327.0
2024-01-27,30.41,30.48,30.0,30.03,718327.0
2024-01-28,30.41,30.48,30.0,30.03,718327.0
2024-01-29,29.98,30.145,29.79,30.05,754663.0
2024-01-30,30.12,30.155,29.93,30.11,742433.0
2024-01-31,30.19,30.28,29.74,29.86,730930.0
2024-02-01,29.86,30.16,29.65,30.08,655681.0
2024-02-02,30.03,30.09,29.69,29.78,683883.0
2024-02-03,30.03,30.09,29.69,29.78,683883.0
2024-02-04,30.03,30.09,29.69,29.78,683883.0
2024-02-05,29.56,29.565,28.97,29.12,677230.0
2024-02-06,29.11,29.41,28.89,28.97,664563.0
2024-02-07,28.98,29.06,28.51,28.55,628634.0
2024-02-08,28.38,28.95,28.22,28.89,602545.0
2024-02-09,28.82,29.09,28.62,28.68,785946.0
2024-02-10,28.82,29.09,28.62,28.68,785946.0
2024-02-11,28.82,29.09,28.62,28.68,785946.0
2024-02-12,28.68,29.17,28.53,29.09,1441818.0
2024-02-13,28.67,28.83,27.75,27.86,986407.0
2024-02-14,28.08,28.18,27.75,28.13,713237.0
2024-02-15,28.14,28.99,28.065,28.94,665313.0
2024-02-16,28.88,28.9,28.33,28.35,586675.0
2024-02-17,28.88,28.9,28.33,28.35,586675.0
2024-02-18,28.88,28.9,28.33,28.35,586675.0
2024-02-19,28.88,28.9,28.33,28.35,586675.0
2024-02-20,28.12,28.49,28.12,28.4,544746.0
2024-02-21,28.15,28.325,27.82,27.85,874041.0
2024-02-22,27.87,28.54,27.77,28.32,831640.0
2024-02-23,28.35,29.17,28.27,28.8,942835.0
2024-02-24,28.35,29.17,28.27,28.8,942835.0
2024-02-25,28.35,29.17,28.27,28.8,942835.0
2024-02-26,28.7,29.12,28.56,28.96,778861.0
2024-02-27,29.01,29.16,28.42,28.84,1233434.0
2024-02-28,27.24,27.64,25.87,26.74,1989395.0
2024-02-29,26.32,27.47,26.3,27.09,1157610.0
2024-03-01,27.21,27.42,27.02,27.35,835991.0
2024-03-02,27.21,27.42,27.02,27.35,835991.0
2024-03-03,27.21,27.42,27.02,27.35,835991.0
2024-03-04,27.22,27.52,26.7517,27.11,643967.0
2024-03-05,27.09,27.28,26.545,26.76,666368.0
2024-03-06,26.81,27.02,26.5,26.85,683717.0
2024-03-07,27.03,27.11,26.8,27.02,665756.0
2024-03-08,27.17,27.355,26.99,27.17,610160.0
2024-03-09,27.17,27.355,26.99,27.17,610160.0
2024-03-10,27.17,27.355,26.99,27.17,610160.0
2024-03-11,27.28,27.28,26.76,27.16,568198.0
2024-03-12,27.92,27.92,26.93,26.96,940860.0
2024-03-13,26.84,27.26,26.84,27.08,762258.0
2024-03-14,27.09,27.12,26.635,26.83,715316.0
2024-03-15,26.58,27.23,26.58,27.22,3340159.0
2024-03-16,26.58,27.23,26.58,27.22,3340159.0
2024-03-17,26.58,27.23,26.58,27.22,3340159.0
2024-03-18,27.21,27.21,26.74,26.78,741315.0
2024-03-19,26.79,27.0,26.56,26.87,1098922.0
2024-03-20,26.82,27.385,26.62,27.36,518698.0
2024-03-21,27.3,27.475,27.08,27.33,654444.0
2024-03-22,27.13,27.36,27.0,27.26,491583.0
2024-03-23,27.13,27.36,27.0,27.26,491583.0
2024-03-24,27.13,27.36,27.0,27.26,491583.0
2024-03-25,27.15,27.35,27.05,27.14,310381.0
2024-03-26,27.18,27.215,26.995,27.04,498225.0
2024-03-27,27.22,27.79,27.21,27.79,434654.0
2024-03-28,27.78,28.09,27.62,27.65,695272.0
2024-03-29,27.78,28.09,27.62,27.65,695272.0
2024-03-30,27.78,28.09,27.62,27.65,695272.0
2024-03-31,27.78,28.09,27.62,27.65,695272.0
2024-04-01,27.55,27.55,27.01,27.07,596957.0
2024-04-02,26.83,26.99,26.285,26.41,1068282.0
2024-04-03,26.39,26.7,26.22,26.54,459007.0
2024-04-04,26.62,26.74,26.3,26.36,582289.0
2024-04-05,26.3,26.57,26.19,26.25,560724.0
2024-04-06,26.3,26.57,26.19,26.25,560724.0
2024-04-07,26.3,26.57,26.19,26.25,560724.0
2024-04-08,26.23,26.67,26.0,26.2,801800.0
