,H US Equity,H US Equity,H US Equity,H US Equity,H US Equity
2023-08-05,112.2512,114.9912,111.4242,111.8228,914840.0
2023-08-06,112.2512,114.9912,111.4242,111.8228,914840.0
2023-08-07,111.8228,115.4446,111.8228,114.8916,1010710.0
2023-08-08,113.3273,115.5492,112.3857,115.0709,860282.0
2023-08-09,115.6289,117.2131,115.0062,115.1008,575431.0
2023-08-10,116.9142,118.2992,116.7747,116.974,726480.0
2023-08-11,116.0075,117.1434,114.9713,116.8744,764128.0
2023-08-12,116.0075,117.1434,114.9713,116.8744,764128.0
2023-08-13,116.0075,117.1434,114.9713,116.8744,764128.0
2023-08-14,116.5655,117.1135,115.4944,116.7249,535150.0
2023-08-15,116.5854,117.4622,114.3535,114.3934,746502.0
2023-08-16,113.397,114.9912,113.397,114.3735,756579.0
2023-08-17,114.782,114.782,111.763,111.763,651447.0
2023-08-18,110.5673,113.3571,110.4876,112.301,621976.0
2023-08-19,110.5673,113.3571,110.4876,112.301,621976.0
2023-08-20,110.5673,113.3571,110.4876,112.301,621976.0
2023-08-21,112.6796,113.2177,111.4142,112.1715,695876.0
2023-08-22,112.59,112.59,110.5723,111.6932,587957.0
2023-08-23,111.8626,112.2313,110.946,111.7132,516331.0
2023-08-24,111.4937,112.661,110.7055,110.8551,308980.0
2023-08-25,111.0547,111.6034,110.2465,110.4561,476024.0
2023-08-26,111.0547,111.6034,110.2465,110.4561,476024.0
2023-08-27,111.0547,111.6034,110.2465,110.4561,476024.0
2023-08-28,110.8352,112.9104,110.5409,112.5912,578728.0
2023-08-29,112.1921,115.5543,111.8578,115.1952,582932.0
2023-08-30,114.7063,116.1929,114.7063,115.0455,690438.0
2023-08-31,115.0555,115.4197,112.0823,112.1522,861387.0
2023-09-01,113.11,114.6963,112.9803,114.5367,507821.0
2023-09-02,113.11,114.6963,112.9803,114.5367,507821.0
2023-09-03,113.11,114.6963,112.9803,114.5367,507821.0
2023-09-04,113.11,114.6963,112.9803,114.5367,507821.0
2023-09-05,114.0977,114.3072,111.0248,111.2043,660368.0
2023-09-06,110.6556,112.8206,110.6456,112.1123,352072.0
2023-09-07,111.1046,111.4338,109.7776,110.2166,635559.0
2023-09-08,110.6955,112.4116,110.3463,111.6234,761415.0
2023-09-09,110.6955,112.4116,110.3463,111.6234,761415.0
2023-09-10,110.6955,112.4116,110.3463,111.6234,761415.0
2023-09-11,112.4315,113.0102,109.189,109.3885,1053154.0
2023-09-12,109.0992,109.5082,107.5926,108.2012,866874.0
2023-09-13,107.6226,107.9169,104.1057,104.3301,1052417.0
2023-09-14,105.0984,107.3332,104.6295,107.1237,682062.0
2023-09-15,106.9142,108.1314,106.5949,107.2534,869368.0
2023-09-16,106.9142,108.1314,106.5949,107.2534,869368.0
2023-09-17,106.9142,108.1314,106.5949,107.2534,869368.0
2023-09-18,106.9641,107.9618,106.121,106.3754,444520.0
2023-09-19,106.116,106.8394,104.839,105.3179,508812.0
2023-09-20,105.9963,106.6049,105.5274,105.6172,617748.0
2023-09-21,104.4199,104.7093,102.8037,102.8436,456304.0
2023-09-22,102.9334,104.3002,102.4944,102.6839,394478.0
2023-09-23,102.9334,104.3002,102.4944,102.6839,394478.0
2023-09-24,102.9334,104.3002,102.4944,102.6839,394478.0
2023-09-25,103.0431,104.7592,102.8934,103.073,508335.0
2023-09-26,102.5443,103.5918,101.9456,102.205,611090.0
2023-09-27,102.7538,104.5596,102.5243,103.2626,467733.0
2023-09-28,103.4123,108.5006,103.4123,107.872,1017628.0
2023-09-29,108.6103,108.74,105.1932,105.8367,806645.0
2023-09-30,108.6103,108.74,105.1932,105.8367,806645.0
2023-10-01,108.6103,108.74,105.1932,105.8367,806645.0
2023-10-02,105.6571,106.575,103.093,104.2004,740546.0
2023-10-03,103.083,103.4172,101.0377,101.8159,554626.0
2023-10-04,102.3746,104.2004,101.6563,103.9211,497470.0
2023-10-05,103.8113,104.6943,102.9334,104.1007,613856.0
2023-10-06,103.6617,105.8866,103.2327,104.1805,643606.0
2023-10-07,103.6617,105.8866,103.2327,104.1805,643606.0
2023-10-08,103.6617,105.8866,103.2327,104.1805,643606.0
2023-10-09,102.1452,104.5297,99.9402,104.2204,746583.0
2023-10-10,111.6832,112.7109,109.5581,110.4561,3600915.0
2023-10-11,110.4461,111.6034,107.6924,108.0416,9321519.0
2023-10-12,108.1813,108.4507,106.8543,107.4031,1321363.0
2023-10-13,106.8743,108.3309,104.1655,104.8589,928875.0
2023-10-14,106.8743,108.3309,104.1655,104.8589,928875.0
2023-10-15,106.8743,108.3309,104.1655,104.8589,928875.0
2023-10-16,106.2258,107.3632,105.5873,106.6748,694223.0
2023-10-17,106.6149,109.2788,105.258,107.0938,889293.0
2023-10-18,106.0662,106.8813,104.839,105.2081,796063.0
2023-10-19,105.4675,106.2457,103.2327,103.6417,889838.0
2023-10-20,103.0032,103.073,100.0101,100.1996,888534.0
2023-10-21,103.0032,103.073,100.0101,100.1996,888534.0
2023-10-22,103.0032,103.073,100.0101,100.1996,888534.0
2023-10-23,100.918,103.4222,99.5112,101.7162,1103460.0
2023-10-24,102.7039,103.1229,101.2672,101.9656,873000.0
2023-10-25,100.8581,102.7987,100.5339,101.1275,716561.0
2023-10-26,101.796,102.4146,100.1498,100.2894,470639.0
2023-10-27,100.8182,101.4368,98.5435,99.0523,549486.0
2023-10-28,100.8182,101.4368,98.5435,99.0523,549486.0
2023-10-29,100.8182,101.4368,98.5435,99.0523,549486.0
2023-10-30,100.5189,101.7561,100.1298,101.2373,846563.0
2023-10-31,100.9878,102.2649,99.9801,102.205,1118380.0
2023-11-01,102.7438,104.2503,101.1874,103.7615,1486095.0
2023-11-02,101.5964,102.1751,96.548,101.8957,2213756.0
2023-11-03,103.1229,105.8965,102.9383,104.4199,865680.0
2023-11-04,103.1229,105.8965,102.9383,104.4199,865680.0
2023-11-05,103.1229,105.8965,102.9383,104.4199,865680.0
2023-11-06,104.6694,104.849,102.3846,103.6318,716026.0
2023-11-07,103.6517,107.024,103.6517,106.4752,952509.0
2023-11-08,106.5451,108.0017,104.8589,105.0186,808396.0
2023-11-09,105.687,106.575,104.9163,105.6571,803999.0
2023-11-10,105.6371,107.9718,104.5247,107.7423,795671.0
2023-11-11,105.6371,107.9718,104.5247,107.7423,795671.0
2023-11-12,105.6371,107.9718,104.5247,107.7423,795671.0
2023-11-13,107.3332,108.6502,106.7646,107.3332,484528.0
2023-11-14,109.608,111.9027,109.2488,110.476,886794.0
2023-11-15,111.3939,113.4542,111.344,112.242,732555.0
2023-11-16,111.783,113.6487,111.783,113.3793,853330.0
2023-11-17,114.1576,115.4216,113.5889,115.0655,490709.0
2023-11-18,114.1576,115.4216,113.5889,115.0655,490709.0
2023-11-19,114.1576,115.4216,113.5889,115.0655,490709.0
2023-11-20,114.9457,115.26,114.3671,114.9457,581017.0
2023-11-21,114.4962,115.5951,114.3463,115.4752,559712.0
2023-11-22,116.9238,117.1935,116.0047,117.1436,1004503.0
2023-11-23,116.9238,117.1935,116.0047,117.1436,1004503.0
2023-11-24,116.9537,117.4582,116.5342,116.664,194726.0
2023-11-25,116.9537,117.4582,116.5342,116.664,194726.0
2023-11-26,116.9537,117.4582,116.5342,116.664,194726.0
2023-11-27,116.2345,116.9837,115.745,115.7949,672323.0
2023-11-28,115.6451,115.6451,114.0766,114.0766,676790.0
2023-11-29,114.3463,114.9557,113.5272,113.697,716235.0
2023-11-30,113.9218,114.686,112.7379,114.646,528992.0
2023-12-01,114.6361,118.1725,113.9068,117.9827,870378.0
2023-12-02,114.6361,118.1725,113.9068,117.9827,870378.0
2023-12-03,114.6361,118.1725,113.9068,117.9827,870378.0
2023-12-04,117.9028,121.0097,117.9028,119.9208,1001884.0
2023-12-05,118.8419,119.4513,116.0846,116.8838,1290671.0
2023-12-06,117.9627,119.8109,117.743,118.0027,750177.0
2023-12-07,118.0027,120.73,118.0027,120.7,706115.0
2023-12-08,120.8299,123.1326,120.5702,122.5182,832561.0
2023-12-09,120.8299,123.1326,120.5702,122.5182,832561.0
2023-12-10,120.8299,123.1326,120.5702,122.5182,832561.0
2023-12-11,122.8779,128.5223,122.8779,127.6132,1710907.0
2023-12-12,127.6431,127.8243,126.8639,127.2735,923663.0
2023-12-13,127.0137,128.4623,125.5003,127.6032,830796.0
2023-12-14,129.4114,133.4873,129.4114,130.2405,1126021.0
2023-12-15,129.4713,130.81,128.797,130.5103,1387175.0
2023-12-16,129.4713,130.81,128.797,130.5103,1387175.0
2023-12-17,129.4713,130.81,128.797,130.5103,1387175.0
2023-12-18,130.2905,131.3894,129.3914,131.2795,447453.0
2023-12-19,131.799,132.9878,130.2306,130.4004,1078605.0
2023-12-20,129.2116,129.4513,126.5442,126.9338,1140395.0
2023-12-21,128.3025,130.1406,127.9928,129.9009,724173.0
2023-12-22,130.0008,130.5402,129.0717,130.3604,447488.0
2023-12-23,130.0008,130.5402,129.0717,130.3604,447488.0
2023-12-24,130.0008,130.5402,129.0717,130.3604,447488.0
2023-12-25,130.0008,130.5402,129.0717,130.3604,447488.0
2023-12-26,130.0707,131.2695,129.6611,130.9598,365297.0
2023-12-27,130.6102,130.8,129.2765,130.2206,401192.0
2023-12-28,130.1406,130.81,129.7061,130.4903,371956.0
2023-12-29,130.5702,131.3994,129.9908,130.2805,539861.0
2023-12-30,130.5702,131.3994,129.9908,130.2805,539861.0
2023-12-31,130.5702,131.3994,129.9908,130.2805,539861.0
2024-01-01,130.5702,131.3994,129.9908,130.2805,539861.0
2024-01-02,129.8509,131.2096,128.5322,129.8509,655574.0
2024-01-03,128.5822,129.801,126.3244,127.4333,752332.0
2024-01-04,127.5732,128.6521,126.3244,126.4044,743736.0
2024-01-05,126.1246,129.3514,126.0048,128.2425,560599.0
2024-01-06,126.1246,129.3514,126.0048,128.2425,560599.0
2024-01-07,126.1246,129.3514,126.0048,128.2425,560599.0
2024-01-08,128.2425,129.771,127.6481,129.741,572953.0
2024-01-09,127.753,128.822,127.5732,128.4423,684304.0
2024-01-10,128.5522,130.4204,128.5322,129.0617,546787.0
2024-01-11,129.0717,130.1706,128.3624,128.7121,426534.0
2024-01-12,129.4214,129.4214,126.774,127.773,538854.0
2024-01-13,129.4214,129.4214,126.774,127.773,538854.0
2024-01-14,129.4214,129.4214,126.774,127.773,538854.0
2024-01-15,129.4214,129.4214,126.774,127.773,538854.0
2024-01-16,125.4253,126.8939,124.2765,126.8139,826836.0
2024-01-17,125.0957,128.0427,125.0957,127.6032,662847.0
2024-01-18,128.3524,129.5412,127.2635,129.4413,590892.0
2024-01-19,129.7211,130.9598,128.6721,130.4503,583623.0
2024-01-20,129.7211,130.9598,128.6721,130.4503,583623.0
2024-01-21,129.7211,130.9598,128.6721,130.4503,583623.0
2024-01-22,131.1097,132.4883,130.9698,130.9898,720677.0
2024-01-23,131.9488,132.7181,130.8899,131.0497,696926.0
2024-01-24,132.2785,132.2785,130.3305,130.6302,478599.0
2024-01-25,132.778,133.2925,130.83,131.0098,797410.0
2024-01-26,130.78,131.1996,129.781,130.3105,819286.0
2024-01-27,130.78,131.1996,129.781,130.3105,819286.0
2024-01-28,130.78,131.1996,129.781,130.3105,819286.0
2024-01-29,130.1606,131.1896,129.3814,131.0397,883571.0
2024-01-30,130.8399,132.3484,130.5402,130.5702,564363.0
2024-01-31,129.9908,130.9598,128.2225,128.2425,925544.0
2024-02-01,128.5822,130.1606,126.6441,130.0807,795753.0
2024-02-02,129.801,131.5992,128.0227,130.76,566033.0
2024-02-03,129.801,131.5992,128.0227,130.76,566033.0
2024-02-04,129.801,131.5992,128.0227,130.76,566033.0
2024-02-05,129.5712,130.0058,127.8729,128.772,617033.0
2024-02-06,128.8419,129.5163,127.6531,129.3614,803220.0
2024-02-07,129.3015,130.6052,128.1127,129.3614,605333.0
2024-02-08,129.9508,131.4593,129.4463,130.8699,499979.0
2024-02-09,130.1706,130.5802,128.782,130.3504,652879.0
2024-02-10,130.1706,130.5802,128.782,130.3504,652879.0
2024-02-11,130.1706,130.5802,128.782,130.3504,652879.0
2024-02-12,130.8999,132.6681,130.6451,132.6282,647175.0
2024-02-13,128.8419,128.8419,125.3204,126.3844,892963.0
2024-02-14,126.9338,129.781,125.6601,128.9418,1138451.0
2024-02-15,130.1906,134.8055,128.772,134.1966,1369230.0
2024-02-16,133.4973,133.847,132.1437,132.6981,709937.0
2024-02-17,133.4973,133.847,132.1437,132.6981,709937.0
2024-02-18,133.4973,133.847,132.1437,132.6981,709937.0
2024-02-19,133.4973,133.847,132.1437,132.6981,709937.0
2024-02-20,132.768,133.2426,131.9189,132.1486,745525.0
2024-02-21,131.4094,133.6946,131.1496,133.4174,698254.0
2024-02-22,134.5463,136.6242,134.4264,135.4054,856712.0
2024-02-23,137.3934,150.5104,136.6991,150.0209,2250915.0
2024-02-24,137.3934,150.5104,136.6991,150.0209,2250915.0
2024-02-25,137.3934,150.5104,136.6991,150.0209,2250915.0
2024-02-26,150.6702,151.909,149.3124,150.9599,1570534.0
2024-02-27,151.65,151.9,149.22,151.47,1140562.0
2024-02-28,150.77,152.79,150.04,152.24,533333.0
2024-02-29,151.96,153.83,150.41,153.59,1329748.0
2024-03-01,154.52,158.31,153.71,157.85,917986.0
2024-03-02,154.52,158.31,153.71,157.85,917986.0
2024-03-03,154.52,158.31,153.71,157.85,917986.0
2024-03-04,157.19,158.32,156.07,157.52,732765.0
2024-03-05,156.9,158.8,156.825,157.83,749831.0
2024-03-06,158.57,159.81,157.33,157.34,966419.0
2024-03-07,157.53,158.509,155.76,156.65,756104.0
2024-03-08,156.98,158.64,156.02,156.7,540050.0
2024-03-09,156.98,158.64,156.02,156.7,540050.0
2024-03-10,156.98,158.64,156.02,156.7,540050.0
2024-03-11,154.1,155.725,152.85,154.17,704130.0
2024-03-12,154.58,156.95,153.95,156.51,502097.0
2024-03-13,156.98,158.35,156.565,157.02,789569.0
2024-03-14,157.09,157.25,154.48,156.13,457492.0
2024-03-15,153.73,156.06,153.055,153.6,936286.0
2024-03-16,153.73,156.06,153.055,153.6,936286.0
2024-03-17,153.73,156.06,153.055,153.6,936286.0
2024-03-18,154.8,157.095,153.83,156.12,494080.0
2024-03-19,155.58,157.53,155.58,157.11,394596.0
2024-03-20,156.73,158.68,156.725,158.3,487480.0
2024-03-21,159.7,159.935,158.08,159.44,374432.0
2024-03-22,158.47,159.9064,158.23,159.15,376652.0
2024-03-23,158.47,159.9064,158.23,159.15,376652.0
2024-03-24,158.47,159.9064,158.23,159.15,376652.0
2024-03-25,159.69,160.12,157.8,157.85,755923.0
2024-03-26,159.0,160.515,158.185,159.32,616208.0
2024-03-27,160.5,161.06,159.32,160.84,384588.0
2024-03-28,161.36,161.4983,159.44,159.62,431687.0
2024-03-29,161.36,161.4983,159.44,159.62,431687.0
2024-03-30,161.36,161.4983,159.44,159.62,431687.0
2024-03-31,161.36,161.4983,159.44,159.62,431687.0
2024-04-01,159.67,159.98,157.56,158.11,399180.0
2024-04-02,156.71,157.05,154.88,155.47,349289.0
2024-04-03,154.87,157.72,154.87,157.48,381695.0
2024-04-04,159.33,159.63,155.03,155.8,309682.0
2024-04-05,155.89,157.94,155.12,157.17,327006.0
2024-04-06,155.89,157.94,155.12,157.17,327006.0
2024-04-07,155.89,157.94,155.12,157.17,327006.0
2024-04-08,157.29,158.13,156.63,157.29,727415.0
