,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity,PFS US Equity
2023-08-13,17.2302,17.6466,17.2302,17.6176,524933.0
2023-08-14,17.4723,17.4723,17.0849,17.1817,296890.0
2023-08-15,16.9396,17.0026,16.3682,16.3876,432605.0
2023-08-16,16.3101,16.5135,16.097,16.126,427131.0
2023-08-17,16.2326,16.3585,16.1454,16.2423,295888.0
2023-08-18,16.0873,16.5425,16.0389,16.4069,513038.0
2023-08-19,16.0873,16.5425,16.0389,16.4069,513038.0
2023-08-20,16.0873,16.5425,16.0389,16.4069,513038.0
2023-08-21,16.4457,16.5231,16.0389,16.0776,323496.0
2023-08-22,16.5135,16.6975,15.8984,15.913,653592.0
2023-08-23,16.0292,16.1164,15.8452,15.913,290950.0
2023-08-24,15.8452,16.2034,15.7967,15.9905,284513.0
2023-08-25,15.9808,16.1454,15.6224,15.7967,299873.0
2023-08-26,15.9808,16.1454,15.6224,15.7967,299873.0
2023-08-27,15.9808,16.1454,15.6224,15.7967,299873.0
2023-08-28,15.913,16.1745,15.8984,16.0583,353576.0
2023-08-29,16.0873,16.252,15.9614,16.1648,262788.0
2023-08-30,16.0583,16.1745,15.9227,16.0486,206933.0
2023-08-31,16.0292,16.252,15.9033,15.9614,264785.0
2023-09-01,16.1164,16.4069,16.1164,16.3779,294995.0
2023-09-02,16.1164,16.4069,16.1164,16.3779,294995.0
2023-09-03,16.1164,16.4069,16.1164,16.3779,294995.0
2023-09-04,16.1164,16.4069,16.1164,16.3779,294995.0
2023-09-05,16.2132,16.2423,15.7386,15.7386,392148.0
2023-09-06,15.8161,15.8839,15.5062,15.5352,281331.0
2023-09-07,15.4771,15.5837,15.3125,15.574,345086.0
2023-09-08,15.5837,15.6612,15.3803,15.5256,204581.0
2023-09-09,15.5837,15.6612,15.3803,15.5256,204581.0
2023-09-10,15.5837,15.6612,15.3803,15.5256,204581.0
2023-09-11,15.5449,15.6612,15.2544,15.2834,235893.0
2023-09-12,15.3803,15.4384,15.2059,15.3415,293250.0
2023-09-13,15.3415,15.3415,14.9735,15.1575,276379.0
2023-09-14,15.3319,15.7677,15.3319,15.7386,550285.0
2023-09-15,15.574,15.8258,15.4674,15.5256,1430746.0
2023-09-16,15.574,15.8258,15.4674,15.5256,1430746.0
2023-09-17,15.574,15.8258,15.4674,15.5256,1430746.0
2023-09-18,15.5837,15.6224,15.2641,15.2737,484868.0
2023-09-19,15.2931,15.3997,15.1188,15.1381,414443.0
2023-09-20,15.2447,15.4287,14.9541,14.9735,268391.0
2023-09-21,14.9057,15.1091,14.7566,14.9057,255861.0
2023-09-22,14.9251,14.9832,14.712,14.7314,265770.0
2023-09-23,14.9251,14.9832,14.712,14.7314,265770.0
2023-09-24,14.9251,14.9832,14.712,14.7314,265770.0
2023-09-25,14.6055,14.8028,14.5667,14.6733,267575.0
2023-09-26,14.5377,14.7798,14.5377,14.557,456082.0
2023-09-27,14.712,14.8282,14.5861,14.712,507424.0
2023-09-28,14.741,14.9251,14.6636,14.8088,556023.0
2023-09-29,14.8573,15.0704,14.7556,14.8088,605232.0
2023-09-30,14.8573,15.0704,14.7556,14.8088,605232.0
2023-10-01,14.8573,15.0704,14.7556,14.8088,605232.0
2023-10-02,14.7798,14.8282,14.6345,14.7314,440738.0
2023-10-03,14.6248,14.6926,14.4021,14.4699,540124.0
2023-10-04,14.4795,14.6248,14.281,14.6055,387003.0
2023-10-05,14.5377,14.8476,14.5377,14.8088,440438.0
2023-10-06,14.6248,14.8573,14.4021,14.6055,576279.0
2023-10-07,14.6248,14.8573,14.4021,14.6055,576279.0
2023-10-08,14.6248,14.8573,14.4021,14.6055,576279.0
2023-10-09,14.4602,14.8282,14.4602,14.6926,374446.0
2023-10-10,14.6539,14.9251,14.6442,14.8088,445225.0
2023-10-11,14.8088,15.08,14.6636,14.8282,422353.0
2023-10-12,14.8282,14.8282,14.3633,14.4699,772011.0
2023-10-13,14.528,14.5377,13.9565,13.9662,621816.0
2023-10-14,14.528,14.5377,13.9565,13.9662,621816.0
2023-10-15,14.528,14.5377,13.9565,13.9662,621816.0
2023-10-16,14.1115,14.3052,14.0437,14.1406,564152.0
2023-10-17,14.0824,14.528,14.0824,14.344,999012.0
2023-10-18,14.1987,14.2955,13.9469,13.9856,828809.0
2023-10-19,14.0243,14.2326,13.8984,13.9372,685629.0
2023-10-20,14.005,14.005,13.5982,13.6563,841645.0
2023-10-21,14.005,14.005,13.5982,13.6563,841645.0
2023-10-22,14.005,14.005,13.5982,13.6563,841645.0
2023-10-23,13.5594,13.8209,13.4916,13.5013,694232.0
2023-10-24,13.5401,13.6369,13.1233,13.2689,692555.0
2023-10-25,13.172,13.4626,13.0074,13.4238,1004085.0
2023-10-26,13.5691,13.9856,13.5691,13.8984,628771.0
2023-10-27,14.3052,14.3052,13.5885,13.6369,881451.0
2023-10-28,14.3052,14.3052,13.5885,13.6369,881451.0
2023-10-29,14.3052,14.3052,13.5885,13.6369,881451.0
2023-10-30,13.7531,13.7822,13.482,13.5885,517250.0
2023-10-31,13.4916,13.7144,13.4091,13.6079,625191.0
2023-11-01,13.5304,13.7628,13.4044,13.7628,582081.0
2023-11-02,13.9372,14.6539,13.9372,14.6248,572612.0
2023-11-03,15.051,15.3608,14.9918,15.0413,563192.0
2023-11-04,15.051,15.3608,14.9918,15.0413,563192.0
2023-11-05,15.051,15.3608,14.9918,15.0413,563192.0
2023-11-06,15.0316,15.1285,14.9009,15.0219,469210.0
2023-11-07,14.9348,15.0122,14.7362,14.7604,336953.0
2023-11-08,14.8185,14.8185,14.3682,14.4699,349250.0
2023-11-09,14.5092,14.5781,14.0761,14.145,441401.0
2023-11-10,14.1942,14.2238,13.9678,14.0564,349746.0
2023-11-11,14.1942,14.2238,13.9678,14.0564,349746.0
2023-11-12,14.1942,14.2238,13.9678,14.0564,349746.0
2023-11-13,13.9285,14.1893,13.83,14.1253,326893.0
2023-11-14,14.7553,15.6412,14.7455,15.5231,613293.0
2023-11-15,15.4444,15.779,15.4444,15.5231,659831.0
2023-11-16,15.5526,15.559,14.9916,15.2376,462536.0
2023-11-17,15.4542,15.6314,15.3262,15.405,390891.0
2023-11-18,15.4542,15.6314,15.3262,15.405,390891.0
2023-11-19,15.4542,15.6314,15.3262,15.405,390891.0
2023-11-20,15.3656,15.5428,15.1983,15.3853,396758.0
2023-11-21,15.3065,15.3065,14.9522,15.0112,323986.0
2023-11-22,15.218,15.218,14.898,14.9325,274694.0
2023-11-23,15.218,15.218,14.898,14.9325,274694.0
2023-11-24,15.0014,15.1097,14.8734,14.962,157514.0
2023-11-25,15.0014,15.1097,14.8734,14.962,157514.0
2023-11-26,15.0014,15.1097,14.8734,14.962,157514.0
2023-11-27,14.8833,14.9227,14.6569,14.8341,350672.0
2023-11-28,14.8636,14.8636,14.6175,14.775,385366.0
2023-11-29,14.903,15.2081,14.903,15.0211,484565.0
2023-11-30,15.0703,15.1983,14.903,14.9817,377603.0
2023-12-01,14.8931,16.035,14.7652,15.9857,566179.0
2023-12-02,14.8931,16.035,14.7652,15.9857,566179.0
2023-12-03,14.8931,16.035,14.7652,15.9857,566179.0
2023-12-04,15.7593,16.222,15.7593,16.0547,625698.0
2023-12-05,15.9464,15.9759,15.7692,15.8972,390887.0
2023-12-06,16.0645,16.4484,15.7987,15.8283,400429.0
2023-12-07,15.9365,16.2121,15.8578,16.1826,523936.0
2023-12-08,16.1925,16.4779,16.1137,16.3696,442327.0
2023-12-09,16.1925,16.4779,16.1137,16.3696,442327.0
2023-12-10,16.1925,16.4779,16.1137,16.3696,442327.0
2023-12-11,16.4287,16.4582,16.3204,16.35,355646.0
2023-12-12,16.2909,16.4385,16.1432,16.2417,405508.0
2023-12-13,16.35,17.3441,16.1629,17.3343,924528.0
2023-12-14,17.7969,18.299,17.6591,17.9347,769594.0
2023-12-15,18.0529,18.1218,17.6099,17.7674,1339120.0
2023-12-16,18.0529,18.1218,17.6099,17.7674,1339120.0
2023-12-17,18.0529,18.1218,17.6099,17.7674,1339120.0
2023-12-18,17.8757,17.9347,17.5804,17.6394,482070.0
2023-12-19,17.6887,18.1316,17.6887,17.9052,593038.0
2023-12-20,17.9741,18.4761,17.6887,17.6985,772742.0
2023-12-21,17.9347,17.9741,17.669,17.8954,447628.0
2023-12-22,18.0332,18.2596,17.9298,18.0135,361975.0
2023-12-23,18.0332,18.2596,17.9298,18.0135,361975.0
2023-12-24,18.0332,18.2596,17.9298,18.0135,361975.0
2023-12-25,18.0332,18.2596,17.9298,18.0135,361975.0
2023-12-26,18.1316,18.3383,17.984,18.2694,389530.0
2023-12-27,18.2497,18.3974,18.1119,18.2596,509811.0
2023-12-28,18.171,18.3383,18.0676,18.171,375019.0
2023-12-29,18.1021,18.1415,17.7379,17.7477,497683.0
2023-12-30,18.1021,18.1415,17.7379,17.7477,497683.0
2023-12-31,18.1021,18.1415,17.7379,17.7477,497683.0
2024-01-01,18.1021,18.1415,17.7379,17.7477,497683.0
2024-01-02,17.6001,18.1021,17.4624,17.8462,571628.0
2024-01-03,17.669,17.669,17.1276,17.1374,611332.0
2024-01-04,17.2063,17.4524,17.1374,17.226,466811.0
2024-01-05,17.0981,17.5016,17.0498,17.1177,448948.0
2024-01-06,17.0981,17.5016,17.0498,17.1177,448948.0
2024-01-07,17.0981,17.5016,17.0498,17.1177,448948.0
2024-01-08,17.1079,17.3343,16.9996,17.226,484082.0
2024-01-09,16.9406,17.0981,16.852,16.9799,487420.0
2024-01-10,16.8815,17.2556,16.8323,17.2359,435225.0
2024-01-11,17.0685,17.1177,16.6551,16.911,556021.0
2024-01-12,17.0882,17.167,16.5173,16.7142,340968.0
2024-01-13,17.0882,17.167,16.5173,16.7142,340968.0
2024-01-14,17.0882,17.167,16.5173,16.7142,340968.0
2024-01-15,17.0882,17.167,16.5173,16.7142,340968.0
2024-01-16,16.4484,16.6453,16.35,16.4878,410362.0
2024-01-17,16.1826,16.4976,16.1137,16.4582,604060.0
2024-01-18,16.5567,16.5764,16.2417,16.3696,396864.0
2024-01-19,16.4582,16.7732,16.3007,16.7535,615429.0
2024-01-20,16.4582,16.7732,16.3007,16.7535,615429.0
2024-01-21,16.4582,16.7732,16.3007,16.7535,615429.0
2024-01-22,16.9406,17.4623,16.9406,17.4524,737133.0
2024-01-23,17.6099,17.6099,17.1768,17.2063,534181.0
2024-01-24,17.3343,17.5558,17.2359,17.2752,509887.0
2024-01-25,17.5115,17.5804,17.1768,17.3934,684624.0
2024-01-26,17.7379,17.9052,17.2113,17.4819,682924.0
2024-01-27,17.7379,17.9052,17.2113,17.4819,682924.0
2024-01-28,17.7379,17.9052,17.2113,17.4819,682924.0
2024-01-29,17.4721,17.6985,17.3934,17.6788,504637.0
2024-01-30,17.5509,17.7477,17.5066,17.5902,391788.0
2024-01-31,17.2162,17.29,16.2712,16.2909,1144199.0
2024-02-01,16.3992,16.5074,15.4542,16.0054,740603.0
2024-02-02,15.6314,15.9661,15.5625,15.8676,589514.0
2024-02-03,15.6314,15.9661,15.5625,15.8676,589514.0
2024-02-04,15.6314,15.9661,15.5625,15.8676,589514.0
2024-02-05,15.6314,15.6658,15.1589,15.4837,491271.0
2024-02-06,15.464,15.6412,15.1146,15.1884,540074.0
2024-02-07,15.3065,15.3065,14.7652,15.09,740256.0
2024-02-08,15.05,15.16,14.825,15.13,611390.0
2024-02-09,15.15,15.72,15.02,15.65,887505.0
2024-02-10,15.15,15.72,15.02,15.65,887505.0
2024-02-11,15.15,15.72,15.02,15.65,887505.0
2024-02-12,15.65,16.15,15.65,15.94,644378.0
2024-02-13,15.35,15.54,14.945,15.15,805394.0
2024-02-14,15.37,15.52,15.01,15.3,592395.0
2024-02-15,15.41,16.05,15.41,15.98,664506.0
2024-02-16,15.67,15.93,15.62,15.62,640345.0
2024-02-17,15.67,15.93,15.62,15.62,640345.0
2024-02-18,15.67,15.93,15.62,15.62,640345.0
2024-02-19,15.67,15.93,15.62,15.62,640345.0
2024-02-20,15.41,15.76,15.41,15.46,669986.0
2024-02-21,15.44,15.44,15.25,15.33,864553.0
2024-02-22,15.32,15.335,15.03,15.19,726990.0
2024-02-23,15.2,15.48,15.05,15.23,591557.0
2024-02-24,15.2,15.48,15.05,15.23,591557.0
2024-02-25,15.2,15.48,15.05,15.23,591557.0
2024-02-26,15.07,15.235,14.96,15.11,744196.0
2024-02-27,15.25,15.37,15.03,15.05,430977.0
2024-02-28,14.92,15.05,14.78,14.78,465932.0
2024-02-29,15.1,15.26,14.97,15.08,478552.0
2024-03-01,14.97,15.12,14.68,14.83,411243.0
2024-03-02,14.97,15.12,14.68,14.83,411243.0
2024-03-03,14.97,15.12,14.68,14.83,411243.0
2024-03-04,14.87,15.02,14.56,14.6,552297.0
2024-03-05,14.56,15.16,14.54,15.15,642163.0
2024-03-06,15.05,15.34,14.78,15.09,837316.0
2024-03-07,15.32,15.495,15.21,15.32,607102.0
2024-03-08,15.58,15.65,15.21,15.25,412226.0
2024-03-09,15.58,15.65,15.21,15.25,412226.0
2024-03-10,15.58,15.65,15.21,15.25,412226.0
2024-03-11,15.16,15.34,15.14,15.34,475058.0
2024-03-12,15.26,15.26,14.905,15.0,401812.0
2024-03-13,15.01,15.18,14.75,14.82,473853.0
2024-03-14,14.83,14.83,14.135,14.2,558326.0
2024-03-15,14.23,14.6,14.23,14.56,2160742.0
2024-03-16,14.23,14.6,14.23,14.56,2160742.0
2024-03-17,14.23,14.6,14.23,14.56,2160742.0
2024-03-18,14.56,14.71,14.31,14.47,1207642.0
2024-03-19,14.44,14.64,14.42,14.5,432711.0
2024-03-20,14.43,15.18,14.37,15.0,570889.0
2024-03-21,15.06,15.39,15.06,15.22,754393.0
2024-03-22,15.25,15.29,14.77,14.83,529224.0
2024-03-23,15.25,15.29,14.77,14.83,529224.0
2024-03-24,15.25,15.29,14.77,14.83,529224.0
2024-03-25,14.93,15.07,14.81,14.92,571442.0
2024-03-26,14.86,14.98,13.91,13.93,824318.0
2024-03-27,14.03,14.39,14.02,14.38,1127456.0
2024-03-28,14.42,14.65,14.24,14.57,1082479.0
2024-03-29,14.42,14.65,14.24,14.57,1082479.0
2024-03-30,14.42,14.65,14.24,14.57,1082479.0
2024-03-31,14.42,14.65,14.24,14.57,1082479.0
2024-04-01,14.64,14.64,14.31,14.51,743333.0
2024-04-02,14.29,14.705,14.17,14.67,1136337.0
2024-04-03,14.57,14.665,14.305,14.43,571202.0
2024-04-04,14.61,14.9,14.29,14.38,724409.0
2024-04-05,14.27,14.44,14.16,14.39,923838.0
2024-04-06,14.27,14.44,14.16,14.39,923838.0
2024-04-07,14.27,14.44,14.16,14.39,923838.0
2024-04-08,14.44,14.71,14.43,14.65,655319.0
