,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity,CUROQ US Equity
2020-03-14,6.477,7.0906,6.1818,6.7354,392992.0
2020-03-15,6.477,7.0906,6.1818,6.7354,392992.0
2020-03-16,5.5728,6.7354,5.1207,5.2407,306217.0
2020-03-17,5.213,5.3929,4.5801,4.9085,476083.0
2020-03-18,4.5764,4.5764,3.1647,3.8382,691768.0
2020-03-19,3.8198,4.5487,3.4692,4.2719,437454.0
2020-03-20,4.3273,4.6502,3.8106,3.8382,623040.0
2020-03-21,4.3273,4.6502,3.8106,3.8382,623040.0
2020-03-22,4.3273,4.6502,3.8106,3.8382,623040.0
2020-03-23,3.8844,3.9259,3.4922,3.6906,882194.0
2020-03-24,3.9028,4.3549,3.8013,3.9674,701285.0
2020-03-25,4.1519,5.1484,4.092,4.9547,556051.0
2020-03-26,5.2499,5.8127,4.8901,5.0561,329282.0
2020-03-27,4.9916,5.0192,4.5395,4.8532,211080.0
2020-03-28,4.9916,5.0192,4.5395,4.8532,211080.0
2020-03-29,4.9916,5.0192,4.5395,4.8532,211080.0
2020-03-30,4.8993,5.1114,4.4564,5.01,386784.0
2020-03-31,5.0285,5.2315,4.7148,4.8901,405612.0
2020-04-01,4.6225,4.6974,4.1796,4.235,348364.0
2020-04-02,4.1519,4.2996,3.9305,4.0689,234200.0
2020-04-03,4.1335,4.1335,3.6676,3.8751,325686.0
2020-04-04,4.1335,4.1335,3.6676,3.8751,325686.0
2020-04-05,4.1335,4.1335,3.6676,3.8751,325686.0
2020-04-06,4.0966,4.318,3.8659,4.2534,364981.0
2020-04-07,4.5118,5.1761,4.5118,4.8532,467092.0
2020-04-08,5.0654,5.6743,4.9362,5.1207,562139.0
2020-04-09,5.5359,5.9327,5.1761,5.7758,674763.0
2020-04-10,5.5359,5.9327,5.1761,5.7758,674763.0
2020-04-11,5.5359,5.9327,5.1761,5.7758,674763.0
2020-04-12,5.5359,5.9327,5.1761,5.7758,674763.0
2020-04-13,6.2371,6.4124,5.6374,5.9419,570593.0
2020-04-14,6.108,6.4678,5.6005,6.0987,702497.0
2020-04-15,5.988,5.988,5.6097,5.7943,429717.0
2020-04-16,5.7666,5.7666,5.1023,5.1392,369440.0
2020-04-17,5.4252,5.6651,5.3422,5.4252,283151.0
2020-04-18,5.4252,5.6651,5.3422,5.4252,283151.0
2020-04-19,5.4252,5.6651,5.3422,5.4252,283151.0
2020-04-20,5.4344,5.4621,4.8439,5.01,530336.0
2020-04-21,4.9547,5.13,4.754,4.9177,426987.0
2020-04-22,5.1207,5.1576,4.4287,4.6317,469055.0
2020-04-23,4.641,5.0008,4.521,4.8901,332033.0
2020-04-24,5.0008,6.3386,4.9178,6.0618,1788199.0
2020-04-25,5.0008,6.3386,4.9178,6.0618,1788199.0
2020-04-26,5.0008,6.3386,4.9178,6.0618,1788199.0
2020-04-27,6.6523,8.3685,6.477,7.1598,3550366.0
2020-04-28,7.8795,8.3408,7.6304,8.2393,1443104.0
2020-04-29,8.7744,10.0477,8.5069,9.3465,2060167.0
2020-04-30,9.5956,9.6879,8.064,8.5991,1525467.0
2020-05-01,7.7411,7.7411,6.8922,7.2428,981473.0
2020-05-02,7.7411,7.7411,6.8922,7.2428,981473.0
2020-05-03,7.7411,7.7411,6.8922,7.2428,981473.0
2020-05-04,6.8738,6.9015,6.2741,6.6892,1042233.0
2020-05-05,6.9199,7.3905,6.5232,6.7262,897661.0
2020-05-06,6.8092,7.0029,5.8589,5.9419,785758.0
2020-05-07,6.0065,6.3848,5.7712,5.8404,529318.0
2020-05-08,5.905,6.5878,5.6374,6.4955,682661.0
2020-05-09,5.905,6.5878,5.6374,6.4955,682661.0
2020-05-10,5.905,6.5878,5.6374,6.4955,682661.0
2020-05-11,6.2371,6.2538,5.785,6.1172,576274.0
2020-05-12,6.1777,6.3638,5.8241,5.8334,438613.0
2020-05-13,5.8241,5.8427,5.1589,5.452,692995.0
2020-05-14,5.4427,5.5729,4.9915,5.4799,359857.0
2020-05-15,5.4706,5.8148,5.267,5.6567,354988.0
2020-05-16,5.4706,5.8148,5.267,5.6567,354988.0
2020-05-17,5.4706,5.8148,5.267,5.6567,354988.0
2020-05-18,6.0102,6.2335,5.7032,6.0102,595138.0
2020-05-19,5.9544,5.9916,5.5313,5.6846,400770.0
2020-05-20,5.7776,6.494,5.7776,6.3265,649927.0
2020-05-21,6.4103,6.4939,6.1219,6.3731,338806.0
2020-05-22,6.4382,6.5032,5.908,6.1591,400854.0
2020-05-23,6.4382,6.5032,5.908,6.1591,400854.0
2020-05-24,6.4382,6.5032,5.908,6.1591,400854.0
2020-05-25,6.4382,6.5032,5.908,6.1591,400854.0
2020-05-26,6.3638,6.6568,6.3638,6.5591,417716.0
2020-05-27,6.8382,6.9499,6.387,6.9127,502897.0
2020-05-28,6.9685,6.9964,6.4568,6.5312,363812.0
2020-05-29,6.3172,6.5777,6.1312,6.2242,510022.0
2020-05-30,6.3172,6.5777,6.1312,6.2242,510022.0
2020-05-31,6.3172,6.5777,6.1312,6.2242,510022.0
2020-06-01,6.3824,7.0801,6.2335,6.8848,679614.0
2020-06-02,6.9964,7.6663,6.9592,7.3313,746270.0
2020-06-03,7.6291,7.8337,7.4895,7.6849,549453.0
2020-06-04,7.5918,7.9082,7.4402,7.9082,406603.0
2020-06-05,8.5687,8.699,7.9454,8.2896,555900.0
2020-06-06,8.5687,8.699,7.9454,8.2896,555900.0
2020-06-07,8.5687,8.699,7.9454,8.2896,555900.0
2020-06-08,8.7176,9.1549,8.4199,9.0525,576130.0
2020-06-09,8.606,8.8385,8.2896,8.6432,564068.0
2020-06-10,8.7455,8.9223,7.9454,8.057,491163.0
2020-06-11,7.6011,8.0198,7.1732,7.4244,439799.0
2020-06-12,7.9082,8.1966,7.4988,8.1129,332884.0
2020-06-13,7.9082,8.1966,7.4988,8.1129,332884.0
2020-06-14,7.9082,8.1966,7.4988,8.1129,332884.0
2020-06-15,7.6663,8.4664,7.6663,8.2896,332768.0
2020-06-16,8.6711,8.8153,7.9175,8.1873,440875.0
2020-06-17,8.2245,8.3454,7.7221,7.8244,308549.0
2020-06-18,7.7779,8.057,7.6292,7.7128,257829.0
2020-06-19,7.8244,8.0849,7.5081,7.6663,438707.0
2020-06-20,7.8244,8.0849,7.5081,7.6663,438707.0
2020-06-21,7.8244,8.0849,7.5081,7.6663,438707.0
2020-06-22,7.6942,7.843,7.4523,7.7686,257105.0
2020-06-23,7.871,8.0291,7.5267,7.7314,320917.0
2020-06-24,7.443,7.6756,7.3034,7.5918,323491.0
2020-06-25,7.443,7.843,7.2802,7.5546,299794.0
2020-06-26,7.3593,7.443,7.015,7.0801,648413.0
2020-06-27,7.3593,7.443,7.015,7.0801,648413.0
2020-06-28,7.3593,7.443,7.015,7.0801,648413.0
2020-06-29,7.1639,7.6105,7.0522,7.5918,266130.0
2020-06-30,7.5267,7.7128,7.2941,7.6011,357175.0
2020-07-01,7.6291,7.8989,7.4151,7.4337,214274.0
2020-07-02,7.7035,8.1129,7.5732,7.6291,342539.0
2020-07-03,7.7035,8.1129,7.5732,7.6291,342539.0
2020-07-04,7.7035,8.1129,7.5732,7.6291,342539.0
2020-07-05,7.7035,8.1129,7.5732,7.6291,342539.0
2020-07-06,7.8337,8.0384,7.6105,7.9547,303750.0
2020-07-07,7.7965,7.8012,7.536,7.5918,339671.0
2020-07-08,7.5453,7.7593,7.4244,7.6849,334222.0
2020-07-09,7.7035,7.7267,7.1825,7.1918,348687.0
2020-07-10,7.0987,7.3127,6.8848,7.2941,353425.0
2020-07-11,7.0987,7.3127,6.8848,7.2941,353425.0
2020-07-12,7.0987,7.3127,6.8848,7.2941,353425.0
2020-07-13,7.4337,7.5035,6.9964,7.1453,309996.0
2020-07-14,7.136,7.229,6.8662,6.9592,388588.0
2020-07-15,7.1546,7.4151,6.9964,7.3872,533956.0
2020-07-16,7.3593,7.5407,7.1732,7.3034,236467.0
2020-07-17,7.3034,7.3313,6.9871,7.0801,309716.0
2020-07-18,7.3034,7.3313,6.9871,7.0801,309716.0
2020-07-19,7.3034,7.3313,6.9871,7.0801,309716.0
2020-07-20,7.0243,7.0615,6.6615,6.8103,315376.0
2020-07-21,6.8568,7.0615,6.7638,6.8848,331175.0
2020-07-22,6.7824,7.122,6.7731,7.0894,360941.0
2020-07-23,7.0801,7.1917,6.8662,7.015,313405.0
2020-07-24,6.9778,7.0057,6.7638,6.8475,268694.0
2020-07-25,6.9778,7.0057,6.7638,6.8475,268694.0
2020-07-26,6.9778,7.0057,6.7638,6.8475,268694.0
2020-07-27,6.8382,6.8848,6.4568,6.6056,217731.0
2020-07-28,6.587,6.8382,6.587,6.708,271704.0
2020-07-29,6.708,6.9499,6.6987,6.8289,395517.0
2020-07-30,6.6987,6.8755,6.5033,6.8382,267501.0
2020-07-31,6.7824,6.8382,6.4428,6.5033,314006.0
2020-08-01,6.7824,6.8382,6.4428,6.5033,314006.0
2020-08-02,6.7824,6.8382,6.4428,6.5033,314006.0
2020-08-03,6.5033,7.108,6.4568,6.8848,676477.0
2020-08-04,7.9175,8.2803,7.1918,7.2104,866050.0
2020-08-05,7.2941,7.5174,6.9871,7.0801,314103.0
2020-08-06,7.2104,7.2755,6.9871,7.0615,244806.0
2020-08-07,7.0336,7.1918,6.8475,7.1825,209320.0
2020-08-08,7.0336,7.1918,6.8475,7.1825,209320.0
2020-08-09,7.0336,7.1918,6.8475,7.1825,209320.0
2020-08-10,7.1639,7.3965,7.0811,7.229,312149.0
2020-08-11,7.4058,7.7128,7.3686,7.4895,377915.0
2020-08-12,7.6628,7.6675,7.2885,7.4942,243810.0
2020-08-13,7.5129,7.7284,7.4005,7.4661,152390.0
2020-08-14,7.3443,7.6815,7.26,7.616,139581.0
2020-08-15,7.3443,7.6815,7.26,7.616,139581.0
2020-08-16,7.3443,7.6815,7.26,7.616,139581.0
2020-08-17,7.616,7.6815,7.4005,7.5223,200833.0
2020-08-18,7.5223,7.541,7.1476,7.2694,290821.0
2020-08-19,7.2787,7.2787,6.8197,7.1382,375484.0
2020-08-20,6.9883,7.2038,6.9696,6.9696,182071.0
2020-08-21,7.0164,7.1476,6.801,7.1101,297589.0
2020-08-22,7.0164,7.1476,6.801,7.1101,297589.0
2020-08-23,7.0164,7.1476,6.801,7.1101,297589.0
2020-08-24,7.1195,7.6909,6.9977,7.6628,279516.0
2020-08-25,7.6909,7.6909,7.2975,7.5129,186227.0
2020-08-26,7.5036,7.5223,7.2225,7.3349,162101.0
2020-08-27,7.3349,7.6347,7.2413,7.4848,136338.0
2020-08-28,7.5129,7.6534,7.3911,7.6253,119008.0
2020-08-29,7.5129,7.6534,7.3911,7.6253,119008.0
2020-08-30,7.5129,7.6534,7.3911,7.6253,119008.0
2020-08-31,7.6066,7.6066,7.1944,7.2132,178733.0
2020-09-01,7.1288,7.4567,7.0726,7.4286,159101.0
2020-09-02,7.5036,7.7003,7.363,7.6815,214721.0
2020-09-03,7.6347,7.8314,7.3803,7.5785,169878.0
2020-09-04,7.7284,7.8127,7.1663,7.4848,236024.0
2020-09-05,7.7284,7.8127,7.1663,7.4848,236024.0
2020-09-06,7.7284,7.8127,7.1663,7.4848,236024.0
2020-09-07,7.7284,7.8127,7.1663,7.4848,236024.0
2020-09-08,7.3818,7.5223,7.2319,7.2506,166705.0
2020-09-09,7.3256,7.3256,6.8478,6.9509,300524.0
2020-09-10,6.9509,7.2272,6.7916,6.8103,309946.0
2020-09-11,6.8197,6.8197,6.5387,6.6886,201887.0
2020-09-12,6.8197,6.8197,6.5387,6.6886,201887.0
2020-09-13,6.8197,6.8197,6.5387,6.6886,201887.0
2020-09-14,6.7916,7.2413,6.7916,7.1007,262190.0
2020-09-15,7.2225,7.363,6.8759,6.9228,198588.0
2020-09-16,6.8759,7.26,6.7822,7.1195,224373.0
2020-09-17,6.9883,7.2787,6.9883,7.0726,140906.0
2020-09-18,7.1663,7.1663,6.904,6.9134,261469.0
2020-09-19,7.1663,7.1663,6.904,6.9134,261469.0
2020-09-20,7.1663,7.1663,6.904,6.9134,261469.0
2020-09-21,6.6979,6.8066,6.3701,6.4169,315061.0
2020-09-22,6.445,6.5949,6.2389,6.3982,132705.0
2020-09-23,6.4637,6.5949,6.1733,6.1827,196665.0
2020-09-24,6.2389,6.4825,6.1128,6.2576,206508.0
2020-09-25,6.1546,6.5574,6.1546,6.445,185289.0
2020-09-26,6.1546,6.5574,6.1546,6.445,185289.0
2020-09-27,6.1546,6.5574,6.1546,6.445,185289.0
2020-09-28,6.5387,6.801,6.5199,6.6886,162734.0
2020-09-29,6.6792,6.7354,6.4544,6.5668,133927.0
2020-09-30,6.5012,6.8161,6.5012,6.6043,214757.0
2020-10-01,6.6136,6.8384,6.548,6.8384,151956.0
2020-10-02,6.6698,7.0398,6.6511,6.9415,112918.0
2020-10-03,6.6698,7.0398,6.6511,6.9415,112918.0
2020-10-04,6.6698,7.0398,6.6511,6.9415,112918.0
2020-10-05,6.9977,7.3349,6.979,7.2787,109994.0
2020-10-06,7.3537,7.5691,6.9977,7.0352,152492.0
2020-10-07,7.1757,7.3115,7.082,7.2506,120814.0
2020-10-08,7.3443,7.8689,7.26,7.8221,182678.0
2020-10-09,7.9251,8.0188,7.7284,7.8783,153156.0
2020-10-10,7.9251,8.0188,7.7284,7.8783,153156.0
2020-10-11,7.9251,8.0188,7.7284,7.8783,153156.0
2020-10-12,7.9907,8.1312,7.7846,7.8876,141097.0
2020-10-13,7.7471,7.8595,7.6253,7.6441,67345.0
2020-10-14,7.6722,7.8689,7.541,7.5504,79978.0
2020-10-15,7.4192,7.7658,7.2788,7.7003,103891.0
2020-10-16,7.6534,7.8314,7.5598,7.5879,63463.0
2020-10-17,7.6534,7.8314,7.5598,7.5879,63463.0
2020-10-18,7.6534,7.8314,7.5598,7.5879,63463.0
2020-10-19,7.5879,7.9438,7.5879,7.8783,165763.0
2020-10-20,7.9813,8.1218,7.7471,7.7846,120150.0
2020-10-21,7.7471,7.7471,7.3256,7.3724,200586.0
2020-10-22,7.3443,7.5223,7.3036,7.4942,112434.0
2020-10-23,7.4848,7.8783,7.4661,7.8689,135594.0
2020-10-24,7.4848,7.8783,7.4661,7.8689,135594.0
2020-10-25,7.4848,7.8783,7.4661,7.8689,135594.0
2020-10-26,7.7096,7.7096,7.2319,7.438,226713.0
2020-10-27,7.4473,7.6534,7.3162,7.4848,141056.0
2020-10-28,7.2225,7.4192,7.2061,7.3818,112941.0
2020-10-29,7.3162,7.4661,7.2319,7.4005,85600.0
2020-10-30,7.363,7.4567,6.8619,7.0164,242565.0
2020-10-31,7.363,7.4567,6.8619,7.0164,242565.0
2020-11-01,7.363,7.4567,6.8619,7.0164,242565.0
2020-11-02,7.0539,7.4942,7.0258,7.363,193986.0
2020-11-03,7.4942,7.6066,7.4192,7.5691,131360.0
2020-11-04,7.3724,7.7284,7.3302,7.5598,106613.0
2020-11-05,7.6441,7.9719,7.5129,7.8221,268540.0
2020-11-06,7.8551,7.8551,7.459,7.5722,137613.0
2020-11-07,7.8551,7.8551,7.459,7.5722,137613.0
2020-11-08,7.8551,7.8551,7.459,7.5722,137613.0
2020-11-09,7.6665,8.1662,7.6665,7.9116,349740.0
2020-11-10,8.0625,8.2511,7.9965,8.1757,153649.0
2020-11-11,8.1757,8.1757,7.6853,7.8739,126417.0
2020-11-12,7.7608,7.8362,7.4548,7.6193,110789.0
2020-11-13,7.7325,8.0625,7.7263,8.0248,113444.0
2020-11-14,7.7325,8.0625,7.7263,8.0248,113444.0
2020-11-15,7.7325,8.0625,7.7263,8.0248,113444.0
2020-11-16,8.2417,8.6472,8.0625,8.5057,255468.0
2020-11-17,8.4869,8.5812,8.1757,8.4774,120395.0
2020-11-18,8.5623,8.7415,8.402,8.5434,128386.0
2020-11-19,8.5623,8.6377,8.2983,8.5812,83943.0
2020-11-20,8.5152,8.5434,8.2041,8.3171,124980.0
2020-11-21,8.5152,8.5434,8.2041,8.3171,124980.0
2020-11-22,8.5152,8.5434,8.2041,8.3171,124980.0
2020-11-23,8.4491,8.8357,8.3738,8.6755,172915.0
2020-11-24,8.8923,9.1187,8.7415,9.0432,185618.0
2020-11-25,8.9301,9.0904,8.7226,8.8546,113942.0
2020-11-26,8.9301,9.0904,8.7226,8.8546,113942.0
2020-11-27,8.9301,8.9489,8.4869,8.6755,63753.0
2020-11-28,8.9301,8.9489,8.4869,8.6755,63753.0
2020-11-29,8.9301,8.9489,8.4869,8.6755,63753.0
2020-11-30,8.6472,8.6543,8.0719,8.1474,164037.0
2020-12-01,8.2794,8.3399,7.7325,7.9776,286376.0
2020-12-02,7.9305,8.1945,7.723,8.0814,132008.0
2020-12-03,8.1662,8.1662,7.9022,8.0437,73387.0
2020-12-04,8.0342,8.1851,7.7891,8.138,116779.0
2020-12-05,8.0342,8.1851,7.7891,8.138,116779.0
2020-12-06,8.0342,8.1851,7.7891,8.138,116779.0
2020-12-07,8.138,8.138,7.8739,7.9588,138649.0
2020-12-08,7.9022,8.0342,7.8834,7.9871,111076.0
2020-12-09,7.9682,8.0484,7.8362,7.8928,133966.0
2020-12-10,7.8645,7.9871,7.5439,7.8928,178528.0
2020-12-11,7.7796,7.8293,7.5344,7.6759,170529.0
2020-12-12,7.7796,7.8293,7.5344,7.6759,170529.0
2020-12-13,7.7796,7.8293,7.5344,7.6759,170529.0
2020-12-14,7.6382,7.7419,7.3553,7.3741,126846.0
2020-12-15,7.4024,7.8645,7.2327,7.7136,168863.0
2020-12-16,7.7513,7.8928,7.591,7.8173,118087.0
2020-12-17,7.9776,8.3077,7.7608,8.2888,226413.0
2020-12-18,10.5143,19.6235,10.1565,15.6441,43591730.0
2020-12-19,10.5143,19.6235,10.1565,15.6441,43591730.0
2020-12-20,10.5143,19.6235,10.1565,15.6441,43591730.0
2020-12-21,15.4932,15.531,13.2584,13.9656,2539172.0
2020-12-22,14.1636,14.4277,12.7304,13.381,728543.0
2020-12-23,13.2395,14.0126,12.9,13.0226,355553.0
2020-12-24,12.9377,13.7959,12.9189,13.6827,200399.0
2020-12-25,12.9377,13.7959,12.9189,13.6827,200399.0
2020-12-26,12.9377,13.7959,12.9189,13.6827,200399.0
2020-12-27,12.9377,13.7959,12.9189,13.6827,200399.0
2020-12-28,13.6827,14.0127,13.0698,13.6356,349595.0
2020-12-29,13.6544,13.6544,13.2112,13.3338,175263.0
2020-12-30,13.3149,13.6255,13.1263,13.3055,164235.0
2020-12-31,13.2206,14.0505,13.0132,13.513,337051.0
2021-01-01,13.2206,14.0505,13.0132,13.513,337051.0
2021-01-02,13.2206,14.0505,13.0132,13.513,337051.0
2021-01-03,13.2206,14.0505,13.0132,13.513,337051.0
2021-01-04,13.3055,13.5034,12.0042,12.4191,558655.0
2021-01-05,12.4474,12.8529,12.372,12.504,340498.0
2021-01-06,12.768,13.2018,12.0702,12.3437,609044.0
2021-01-07,12.9189,12.9189,12.1739,12.3814,486274.0
2021-01-08,12.57,12.7586,12.3437,12.57,444372.0
2021-01-09,12.57,12.7586,12.3437,12.57,444372.0
2021-01-10,12.57,12.7586,12.3437,12.57,444372.0
2021-01-11,12.3437,12.6831,12.2022,12.5417,500154.0
2021-01-12,12.6831,13.645,12.636,12.9,439624.0
2021-01-13,12.7397,14.1908,12.45,14.0693,1753621.0
2021-01-14,13.9939,15.1666,13.909,14.4371,923428.0
2021-01-15,14.3334,15.1349,14.0033,14.9274,1379982.0
2021-01-16,14.3334,15.1349,14.0033,14.9274,1379982.0
2021-01-17,14.3334,15.1349,14.0033,14.9274,1379982.0
2021-01-18,14.3334,15.1349,14.0033,14.9274,1379982.0
2021-01-19,15.0689,15.2103,13.9939,14.0882,618200.0
2021-01-20,14.1448,14.3239,13.8619,14.1259,407977.0
2021-01-21,14.522,14.8418,13.711,13.8242,433291.0
2021-01-22,13.7676,14.0882,13.5601,14.0599,294064.0
2021-01-23,13.7676,14.0882,13.5601,14.0599,294064.0
2021-01-24,13.7676,14.0882,13.5601,14.0599,294064.0
2021-01-25,13.909,14.0693,13.2112,13.6921,311599.0
2021-01-26,13.8713,14.107,13.4852,13.9656,285368.0
2021-01-27,13.4564,13.9185,13.2018,13.645,379716.0
2021-01-28,13.579,14.1259,13.275,13.9845,468110.0
2021-01-29,14.041,14.6163,13.5695,13.7016,589132.0
2021-01-30,14.041,14.6163,13.5695,13.7016,589132.0
2021-01-31,14.041,14.6163,13.5695,13.7016,589132.0
2021-02-01,14.2768,16.6248,14.2108,16.5117,1003834.0
2021-02-02,16.3608,16.5117,15.2585,16.1628,667979.0
2021-02-03,16.1722,16.3985,15.4461,15.7101,365991.0
2021-02-04,15.7384,16.5965,15.4649,15.6158,566484.0
2021-02-05,15.4555,16.5399,14.6163,15.7573,1168962.0
2021-02-06,15.4555,16.5399,14.6163,15.7573,1168962.0
2021-02-07,15.4555,16.5399,14.6163,15.7573,1168962.0
2021-02-08,15.8704,16.3701,15.1821,15.795,978760.0
2021-02-09,15.6253,15.9296,14.9133,15.6253,1778689.0
2021-02-10,15.4555,15.6064,14.5691,14.8049,882101.0
2021-02-11,14.918,15.0708,14.2391,14.5125,525605.0
2021-02-12,14.5173,14.858,14.2144,14.7728,425900.0
2021-02-13,14.5173,14.858,14.2144,14.7728,425900.0
2021-02-14,14.5173,14.858,14.2144,14.7728,425900.0
2021-02-15,14.5173,14.858,14.2144,14.7728,425900.0
2021-02-16,14.9999,15.1987,14.5267,15.0472,342960.0
2021-02-17,14.9999,15.1419,14.6592,14.716,283814.0
2021-02-18,14.574,14.6592,13.817,14.1576,266683.0
2021-02-19,14.2617,14.8201,14.2617,14.5835,234741.0
2021-02-20,14.2617,14.8201,14.2617,14.5835,234741.0
2021-02-21,14.2617,14.8201,14.2617,14.5835,234741.0
2021-02-22,14.5835,14.716,14.2807,14.3564,257077.0
2021-02-23,13.9021,14.1529,13.4289,13.9116,284383.0
2021-02-24,14.0062,14.645,14.0062,14.3753,304080.0
2021-02-25,14.4699,14.5031,13.9116,14.1009,264149.0
2021-02-26,13.9968,14.3422,13.5993,13.6939,266600.0
2021-02-27,13.9968,14.3422,13.5993,13.6939,266600.0
2021-02-28,13.9968,14.3422,13.5993,13.6939,266600.0
2021-03-01,14.1482,14.451,13.9589,14.3469,156007.0
2021-03-02,14.4699,14.4699,13.9116,14.0252,152947.0
2021-03-03,14.1009,14.4463,13.8548,13.8832,237699.0
2021-03-04,13.817,14.0535,12.8043,13.5898,473541.0
2021-03-05,13.9778,14.1955,13.2207,14.1955,411598.0
2021-03-06,13.9778,14.1955,13.2207,14.1955,411598.0
2021-03-07,13.9778,14.1955,13.2207,14.1955,411598.0
2021-03-08,14.205,14.6971,14.0583,14.6403,307435.0
2021-03-09,14.7444,14.9905,14.2807,14.7728,276070.0
2021-03-10,14.9431,15.1703,14.4321,14.6498,350346.0
2021-03-11,14.9715,15.1324,14.4889,15.1135,270675.0
2021-03-12,15.0946,15.5772,14.7822,14.7822,277013.0
2021-03-13,15.0946,15.5772,14.7822,14.7822,277013.0
2021-03-14,15.0946,15.5772,14.7822,14.7822,277013.0
2021-03-15,14.6214,14.8248,14.2334,14.4983,232061.0
2021-03-16,14.3848,14.3848,13.8463,14.0441,176233.0
2021-03-17,13.9494,14.1717,13.8548,14.063,96287.0
2021-03-18,14.063,14.2901,13.4573,13.6939,133836.0
2021-03-19,13.6655,13.8737,13.41,13.41,356810.0
2021-03-20,13.6655,13.8737,13.41,13.41,356810.0
2021-03-21,13.6655,13.8737,13.41,13.41,356810.0
2021-03-22,13.4384,13.7696,13.4384,13.5804,161155.0
2021-03-23,13.6088,14.0819,13.3343,13.4763,258530.0
2021-03-24,13.6466,13.7129,13.1261,13.1356,291245.0
2021-03-25,12.9558,13.7271,12.6435,13.6466,384637.0
2021-03-26,13.798,14.0062,13.5993,13.9305,211552.0
2021-03-27,13.798,14.0062,13.5993,13.9305,211552.0
2021-03-28,13.798,14.0062,13.5993,13.9305,211552.0
2021-03-29,13.7507,14.1387,13.7224,14.0252,260191.0
2021-03-30,13.94,14.2428,13.7255,14.0819,297676.0
2021-03-31,14.0819,14.1955,13.798,13.8075,167343.0
2021-04-01,13.8548,13.9589,13.7412,13.8643,124137.0
2021-04-02,13.8548,13.9589,13.7412,13.8643,124137.0
2021-04-03,13.8548,13.9589,13.7412,13.8643,124137.0
2021-04-04,13.8548,13.9589,13.7412,13.8643,124137.0
2021-04-05,13.817,14.0441,13.6088,14.0252,274383.0
2021-04-06,14.0535,14.1482,13.94,13.9968,159177.0
2021-04-07,14.0346,14.0819,13.6939,13.7318,201553.0
2021-04-08,13.7602,13.7602,13.2491,13.3911,218777.0
2021-04-09,13.4763,13.4763,13.164,13.3438,149783.0
2021-04-10,13.4763,13.4763,13.164,13.3438,149783.0
2021-04-11,13.4763,13.4763,13.164,13.3438,149783.0
2021-04-12,13.3059,13.3722,13.0409,13.0788,111129.0
2021-04-13,13.2018,13.2018,12.776,12.8611,143242.0
2021-04-14,12.8611,13.145,12.8611,13.0788,153147.0
2021-04-15,13.2113,13.2113,12.776,12.8138,111075.0
2021-04-16,12.9274,12.9463,12.6056,12.8233,133537.0
2021-04-17,12.9274,12.9463,12.6056,12.8233,133537.0
2021-04-18,12.9274,12.9463,12.6056,12.8233,133537.0
2021-04-19,12.8517,12.8517,12.5394,12.5678,116094.0
2021-04-20,12.492,12.6047,11.9053,12.1135,212993.0
2021-04-21,12.1135,12.4542,11.9622,12.4258,132473.0
2021-04-22,12.5299,12.6245,12.2933,12.3217,144222.0
2021-04-23,12.3785,12.6813,12.2734,12.6719,63034.0
2021-04-24,12.3785,12.6813,12.2734,12.6719,63034.0
2021-04-25,12.3785,12.6813,12.2734,12.6719,63034.0
2021-04-26,12.7476,13.1072,12.6665,12.9652,170846.0
2021-04-27,12.9652,13.3438,12.899,13.3343,170866.0
2021-04-28,13.4857,13.7412,13.3627,13.6845,194308.0
2021-04-29,13.6939,13.6939,13.3816,13.4289,129900.0
2021-04-30,13.3343,13.6939,13.3343,13.552,295617.0
2021-05-01,13.3343,13.6939,13.3343,13.552,295617.0
2021-05-02,13.3343,13.6939,13.3343,13.552,295617.0
2021-05-03,13.675,14.1482,13.6655,14.0914,311751.0
2021-05-04,14.3848,14.5551,14.0062,14.186,416749.0
2021-05-05,14.2996,14.3564,13.9857,14.1103,267416.0
2021-05-06,13.9873,14.2901,13.9188,14.2901,217341.0
2021-05-07,14.0819,14.9621,14.0161,14.9431,245005.0
2021-05-08,14.0819,14.9621,14.0161,14.9431,245005.0
2021-05-09,14.0819,14.9621,14.0161,14.9431,245005.0
2021-05-10,15.2365,15.2365,14.8201,14.8485,244267.0
2021-05-11,14.4226,14.5267,13.8075,14.0725,194542.0
2021-05-12,14.0441,14.2901,13.4006,13.4668,178190.0
2021-05-13,13.4191,13.7911,13.3047,13.5526,152747.0
2021-05-14,13.7529,14.4491,13.6385,14.411,160118.0
2021-05-15,13.7529,14.4491,13.6385,14.411,160118.0
2021-05-16,13.7529,14.4491,13.6385,14.411,160118.0
2021-05-17,14.2012,14.3538,14.0295,14.3252,87061.0
2021-05-18,14.4873,14.8306,14.411,14.4301,122246.0
2021-05-19,14.1535,14.5731,14.1153,14.4778,213682.0
2021-05-20,14.535,14.8593,14.4015,14.7543,125217.0
2021-05-21,14.8974,15.2121,14.8974,14.9451,114509.0
2021-05-22,14.8974,15.2121,14.8974,14.9451,114509.0
2021-05-23,14.8974,15.2121,14.8974,14.9451,114509.0
2021-05-24,15.0309,15.236,14.9928,15.0882,88443.0
2021-05-25,15.0786,15.2598,15.0119,15.0405,121032.0
2021-05-26,15.0405,15.5746,15.0214,15.5555,120518.0
2021-05-27,15.5936,15.7367,15.5173,15.6032,120189.0
