,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity,CLX US Equity
2021-04-27,172.187,172.72,170.838,171.058,992991.0
2021-04-28,171.196,171.893,169.497,169.919,1081875.0
2021-04-29,169.855,172.27,169.653,170.718,1824643.0
2021-04-30,164.585,167.734,162.969,167.56,4551903.0
2021-05-01,164.585,167.734,162.969,167.56,4551903.0
2021-05-02,164.585,167.734,162.969,167.56,4551903.0
2021-05-03,162.51,168.147,162.51,165.843,3206485.0
2021-05-04,167.101,169.616,166.265,167.652,1704339.0
2021-05-05,167.404,169.378,166.329,169.038,1579253.0
2021-05-06,168.652,171.159,168.056,169.497,1248251.0
2021-05-07,169.855,170.553,167.532,168.028,979501.0
2021-05-08,169.855,170.553,167.532,168.028,979501.0
2021-05-09,169.855,170.553,167.532,168.028,979501.0
2021-05-10,168.937,173.592,168.579,172.6,1336983.0
2021-05-11,173.243,173.684,170.213,170.718,872958.0
2021-05-12,171.095,171.251,166.908,167.082,1128581.0
2021-05-13,166.66,169.139,166.311,167.679,969591.0
2021-05-14,167.89,169.332,166.357,166.476,986839.0
2021-05-15,167.89,169.332,166.357,166.476,986839.0
2021-05-16,167.89,169.332,166.357,166.476,986839.0
2021-05-17,166.412,168.23,165.761,165.889,1126804.0
2021-05-18,165.264,167.528,165.053,166.789,1103430.0
2021-05-19,166.183,166.651,164.791,165.87,868587.0
2021-05-20,165.935,167.44,165.678,166.173,834000.0
2021-05-21,165.705,167.004,163.492,163.75,2113964.0
2021-05-22,165.705,167.004,163.492,163.75,2113964.0
2021-05-23,165.705,167.004,163.492,163.75,2113964.0
2021-05-24,163.667,165.916,163.061,164.181,1100632.0
2021-05-25,163.887,164.291,162.014,164.025,1375517.0
2021-05-26,163.465,164.548,162.749,163.07,1306970.0
2021-05-27,162.561,163.694,161.638,162.033,1780312.0
2021-05-28,161.408,163.447,161.179,162.262,933228.0
2021-05-29,161.408,163.447,161.179,162.262,933228.0
2021-05-30,161.408,163.447,161.179,162.262,933228.0
2021-05-31,161.408,163.447,161.179,162.262,933228.0
2021-06-01,162.969,163.75,161.574,162.198,1250678.0
2021-06-02,162.051,164.016,161.601,163.318,962508.0
2021-06-03,164.346,165.365,163.208,164.089,1253526.0
2021-06-04,163.924,164.994,163.373,164.356,1202604.0
2021-06-05,163.924,164.994,163.373,164.356,1202604.0
2021-06-06,163.924,164.994,163.373,164.356,1202604.0
2021-06-07,164.346,164.87,163.318,164.016,867271.0
2021-06-08,163.612,164.392,161.289,161.362,1348601.0
2021-06-09,161.041,164.346,160.903,161.316,1201269.0
2021-06-10,161.261,162.841,160.912,161.886,1283205.0
2021-06-11,161.95,162.758,160.922,161.739,982972.0
2021-06-12,161.95,162.758,160.922,161.739,982972.0
2021-06-13,161.95,162.758,160.922,161.739,982972.0
2021-06-14,161.592,161.941,158.984,159.967,1503749.0
2021-06-15,160.132,160.619,159.186,159.315,1114841.0
2021-06-16,160.711,161.225,159.159,159.893,1516632.0
2021-06-17,158.938,161.537,158.241,161.087,1509734.0
2021-06-18,160.408,160.903,158.801,158.819,2753295.0
2021-06-19,160.408,160.903,158.801,158.819,2753295.0
2021-06-20,160.408,160.903,158.801,158.819,2753295.0
2021-06-21,159.049,159.6,158.342,158.764,1124209.0
2021-06-22,159.352,160.922,159.232,160.288,1276601.0
2021-06-23,159.783,160.169,158.489,158.58,1114520.0
2021-06-24,157.919,158.929,156.542,158.342,1220710.0
2021-06-25,158.838,162.336,158.369,162.189,2109312.0
2021-06-26,158.838,162.336,158.369,162.189,2109312.0
2021-06-27,158.838,162.336,158.369,162.189,2109312.0
2021-06-28,162.602,165.678,162.51,164.787,1286963.0
2021-06-29,164.787,167.064,164.291,164.714,1364013.0
2021-06-30,164.925,166.825,164.75,165.182,1106421.0
2021-07-01,165.044,165.792,163.924,164.209,1001321.0
2021-07-02,164.108,166.045,164.108,164.613,708598.0
2021-07-03,164.108,166.045,164.108,164.613,708598.0
2021-07-04,164.108,166.045,164.108,164.613,708598.0
2021-07-05,164.108,166.045,164.108,164.613,708598.0
2021-07-06,164.906,167.128,164.548,166.458,1067703.0
2021-07-07,166.43,172.049,166.43,170.195,2007897.0
2021-07-08,168.57,170.617,166.476,166.991,1365238.0
2021-07-09,167.165,167.844,165.365,166.072,1103729.0
2021-07-10,167.165,167.844,165.365,166.072,1103729.0
2021-07-11,167.165,167.844,165.365,166.072,1103729.0
2021-07-12,165.264,166.183,163.942,165.081,826292.0
2021-07-13,164.805,165.834,163.704,164.3,968236.0
2021-07-14,164.181,166.545,163.474,165.815,813352.0
2021-07-15,166.495,166.862,164.245,166.706,893673.0
2021-07-16,167.422,171.811,166.871,171.067,1376750.0
2021-07-17,167.422,171.811,166.871,171.067,1376750.0
2021-07-18,167.422,171.811,166.871,171.067,1376750.0
2021-07-19,171.03,176.053,170.011,172.371,2103446.0
2021-07-20,172.196,174.271,167.358,167.459,1831525.0
2021-07-21,167.514,167.909,164.112,164.199,1265992.0
2021-07-22,163.593,169.451,162.822,165.916,2271248.0
2021-07-23,165.264,169.938,164.135,169.644,1082631.0
2021-07-24,165.264,169.938,164.135,169.644,1082631.0
2021-07-25,165.264,169.938,164.135,169.644,1082631.0
2021-07-26,169.341,172.105,168.395,170.424,1334535.0
2021-07-27,170.36,172.143,168.17,168.918,1587562.0
2021-07-28,168.022,169.671,167.274,167.884,992535.0
2021-07-29,168.433,170.267,167.569,168.928,1028722.0
2021-07-30,169.436,169.805,166.673,167.126,1291557.0
2021-07-31,169.436,169.805,166.673,167.126,1291557.0
2021-08-01,169.436,169.805,166.673,167.126,1291557.0
2021-08-02,167.126,168.004,165.297,167.412,1507647.0
2021-08-03,150.8,153.729,147.197,151.577,9873059.0
2021-08-04,150.145,154.2,150.135,153.009,2556103.0
2021-08-05,153.424,153.577,150.357,151.115,1969300.0
2021-08-06,150.745,151.845,149.433,150.209,1542292.0
2021-08-07,150.745,151.845,149.433,150.209,1542292.0
2021-08-08,150.745,151.845,149.433,150.209,1542292.0
2021-08-09,150.717,152.731,150.209,152.306,1329419.0
2021-08-10,151.835,153.23,150.754,152.297,1124150.0
2021-08-11,152.26,154.062,151.614,153.849,1183335.0
2021-08-12,153.877,154.718,153.064,154.071,1086280.0
2021-08-13,154.339,156.376,153.969,155.633,1028619.0
2021-08-14,154.339,156.376,153.969,155.633,1028619.0
2021-08-15,154.339,156.376,153.969,155.633,1028619.0
2021-08-16,155.799,158.728,155.679,156.963,1527273.0
2021-08-17,157.065,158.912,156.478,158.192,1551970.0
2021-08-18,158.266,158.438,154.376,155.623,978487.0
2021-08-19,156.011,158.395,155.808,158.081,1130018.0
2021-08-20,158.663,159.864,157.046,157.12,1050920.0
2021-08-21,158.663,159.864,157.046,157.12,1050920.0
2021-08-22,158.663,159.864,157.046,157.12,1050920.0
2021-08-23,156.677,156.787,154.986,155.402,1139975.0
2021-08-24,154.847,155.623,153.785,154.006,1168486.0
2021-08-25,153.591,153.591,151.983,152.288,1746548.0
2021-08-26,152.039,153.6,151.771,152.445,1078715.0
2021-08-27,151.767,153.554,151.767,152.316,735912.0
2021-08-28,151.767,153.554,151.767,152.316,735912.0
2021-08-29,151.767,153.554,151.767,152.316,735912.0
2021-08-30,152.473,154.164,152.316,154.145,1009717.0
2021-08-31,153.84,155.328,153.327,155.263,1056939.0
2021-09-01,155.208,158.386,154.884,157.804,2324059.0
2021-09-02,157.822,158.802,156.88,157.065,1499723.0
2021-09-03,154.69,157.6,154.171,156.612,1516868.0
2021-09-04,154.69,157.6,154.171,156.612,1516868.0
2021-09-05,154.69,157.6,154.171,156.612,1516868.0
2021-09-06,154.69,157.6,154.171,156.612,1516868.0
2021-09-07,156.787,156.787,154.034,155.337,1143949.0
2021-09-08,155.596,158.654,155.263,156.834,1016472.0
2021-09-09,156.64,157.018,155.272,156.076,934782.0
2021-09-10,155.697,157.212,155.217,156.769,885661.0
2021-09-11,155.697,157.212,155.217,156.769,885661.0
2021-09-12,155.697,157.212,155.217,156.769,885661.0
2021-09-13,157.277,159.319,156.852,158.183,1252675.0
2021-09-14,158.912,159.319,157.065,159.134,1241252.0
2021-09-15,159.051,160.026,156.03,156.067,1590141.0
2021-09-16,155.91,156.427,153.36,153.933,1589726.0
2021-09-17,153.6,155.563,153.23,153.452,2546771.0
2021-09-18,153.6,155.563,153.23,153.452,2546771.0
2021-09-19,153.6,155.563,153.23,153.452,2546771.0
2021-09-20,153.544,154.524,151.272,152.242,1471970.0
2021-09-21,152.26,153.609,150.81,151.309,1268391.0
2021-09-22,152.445,152.445,149.655,149.849,1055204.0
2021-09-23,150.135,150.893,149.359,150.034,1456116.0
2021-09-24,150.154,152.5,149.969,152.039,1163802.0
2021-09-25,150.154,152.5,149.969,152.039,1163802.0
2021-09-26,150.154,152.5,149.969,152.039,1163802.0
2021-09-27,151.835,153.129,150.69,152.325,841501.0
2021-09-28,152.916,154.376,151.872,153.979,984473.0
2021-09-29,154.006,156.427,153.471,155.318,1367973.0
2021-09-30,155.254,155.568,152.972,153.009,1128479.0
2021-10-01,152.611,153.036,149.95,152.002,1898125.0
2021-10-02,152.611,153.036,149.95,152.002,1898125.0
2021-10-03,152.611,153.036,149.95,152.002,1898125.0
2021-10-04,152.177,153.203,150.597,151.272,1018139.0
2021-10-05,151.272,151.65,149.562,150.246,1078100.0
2021-10-06,150.311,153.018,149.78,152.602,957075.0
2021-10-07,152.251,153.914,151.604,152.5,828764.0
2021-10-08,152.029,152.528,150.015,151.041,726051.0
2021-10-09,152.029,152.528,150.015,151.041,726051.0
2021-10-10,152.029,152.528,150.015,151.041,726051.0
2021-10-11,151.068,151.622,149.72,149.849,642059.0
2021-10-12,149.849,152.011,149.849,150.56,850268.0
2021-10-13,150.108,150.514,147.872,148.5,1002691.0
2021-10-14,148.99,151.189,148.334,151.096,957487.0
2021-10-15,151.133,151.632,150.071,150.819,828052.0
2021-10-16,151.133,151.632,150.071,150.819,828052.0
2021-10-17,151.133,151.632,150.071,150.819,828052.0
2021-10-18,150.81,150.819,148.195,148.343,962929.0
2021-10-19,147.825,148.084,144.342,146.892,2656194.0
2021-10-20,147.234,150.69,147.183,148.786,1692709.0
2021-10-21,148.759,149.664,147.631,147.881,989494.0
2021-10-22,147.936,149.618,147.936,149.156,726047.0
2021-10-23,147.936,149.618,147.936,149.156,726047.0
2021-10-24,147.936,149.618,147.936,149.156,726047.0
2021-10-25,148.518,149.664,146.537,149.341,1114132.0
2021-10-26,149.713,150.616,149.08,150.02,1012658.0
2021-10-27,150.29,151.593,148.298,148.494,925132.0
2021-10-28,148.671,150.718,148.298,150.625,1121707.0
2021-10-29,150.662,152.709,150.206,151.695,2131206.0
2021-10-30,150.662,152.709,150.206,151.695,2131206.0
2021-10-31,150.662,152.709,150.206,151.695,2131206.0
2021-11-01,151.388,152.732,151.118,152.058,1549441.0
2021-11-02,155.408,156.962,152.505,153.91,2600979.0
2021-11-03,152.616,155.389,151.807,153.882,1210777.0
2021-11-04,153.882,154.999,152.263,153.026,1017856.0
2021-11-05,152.002,152.607,150.094,151.928,1310636.0
2021-11-06,152.002,152.607,150.094,151.928,1310636.0
2021-11-07,152.002,152.607,150.094,151.928,1310636.0
2021-11-08,151.807,153.154,150.783,152.868,934498.0
2021-11-09,153.314,154.775,152.57,154.617,1013956.0
2021-11-10,155.082,155.268,153.37,153.956,817907.0
2021-11-11,153.677,154.487,151.664,154.422,850708.0
2021-11-12,154.71,155.389,153.556,154.515,795629.0
2021-11-13,154.71,155.389,153.556,154.515,795629.0
2021-11-14,154.71,155.389,153.556,154.515,795629.0
2021-11-15,154.515,158.144,154.515,158.088,1274329.0
2021-11-16,158.2,159.13,157.325,158.116,996342.0
2021-11-17,158.358,160.233,157.009,157.502,1483488.0
2021-11-18,157.269,157.269,153.342,154.263,976487.0
2021-11-19,156.934,159.558,154.775,155.389,1292850.0
2021-11-20,156.934,159.558,154.775,155.389,1292850.0
2021-11-21,156.934,159.558,154.775,155.389,1292850.0
2021-11-22,154.878,157.139,154.412,155.976,827061.0
2021-11-23,156.32,157.344,154.747,157.12,848061.0
2021-11-24,157.12,157.12,155.082,156.404,849764.0
2021-11-25,157.12,157.12,155.082,156.404,849764.0
2021-11-26,157.762,162.35,157.53,162.118,2355183.0
2021-11-27,157.762,162.35,157.53,162.118,2355183.0
2021-11-28,157.762,162.35,157.53,162.118,2355183.0
2021-11-29,160.024,161.331,157.325,157.418,1388903.0
2021-11-30,157.883,157.883,151.332,151.546,2794829.0
2021-12-01,151.686,155.38,150.978,154.254,1576080.0
2021-12-02,154.747,156.376,154.45,154.915,1663891.0
2021-12-03,154.682,157.883,154.682,156.488,1205580.0
2021-12-04,154.682,157.883,154.682,156.488,1205580.0
2021-12-05,154.682,157.883,154.682,156.488,1205580.0
2021-12-06,156.488,157.809,155.548,157.018,1127557.0
2021-12-07,156.143,156.683,152.519,153.789,1689986.0
2021-12-08,153.928,156.534,153.547,156.134,904891.0
2021-12-09,155.985,156.236,154.263,155.334,732270.0
2021-12-10,156.013,157.353,155.52,156.832,794230.0
2021-12-11,156.013,157.353,155.52,156.832,794230.0
2021-12-12,156.013,157.353,155.52,156.832,794230.0
2021-12-13,156.032,161.243,154.673,160.135,1922887.0
2021-12-14,160.992,161.848,159.276,160.685,1244725.0
2021-12-15,161.066,165.5,161.066,163.904,1728303.0
2021-12-16,163.169,166.622,162.546,165.803,1659444.0
2021-12-17,166.231,168.185,161.254,162.071,2549905.0
2021-12-18,166.231,168.185,161.254,162.071,2549905.0
2021-12-19,166.231,168.185,161.254,162.071,2549905.0
2021-12-20,162.722,167.05,162.108,164.342,1901082.0
2021-12-21,163.318,163.7,158.264,159.279,1355287.0
2021-12-22,159.177,159.67,157.604,158.916,687606.0
2021-12-23,159.093,159.298,157.66,158.042,616674.0
2021-12-24,159.093,159.298,157.66,158.042,616674.0
2021-12-25,159.093,159.298,157.66,158.042,616674.0
2021-12-26,159.093,159.298,157.66,158.042,616674.0
2021-12-27,157.735,159.177,157.641,159.028,599689.0
2021-12-28,159.735,160.117,158.916,159.996,559493.0
2021-12-29,160.47,161.168,159.0,159.484,704037.0
2021-12-30,160.061,160.843,159.14,160.359,727858.0
2021-12-31,160.74,162.676,160.377,162.257,668820.0
2022-01-01,160.74,162.676,160.377,162.257,668820.0
2022-01-02,160.74,162.676,160.377,162.257,668820.0
2022-01-03,161.922,162.89,159.233,162.788,1039382.0
2022-01-04,161.848,164.128,161.634,163.402,964795.0
2022-01-05,163.783,165.71,163.707,165.114,913657.0
2022-01-06,165.617,167.459,164.519,166.147,1341173.0
2022-01-07,166.612,168.036,165.859,167.413,1129148.0
2022-01-08,166.612,168.036,165.859,167.413,1129148.0
2022-01-09,166.612,168.036,165.859,167.413,1129148.0
2022-01-10,168.045,169.581,166.947,167.227,1510886.0
2022-01-11,167.273,168.315,166.203,167.106,1280385.0
2022-01-12,166.296,169.79,165.714,169.376,1707134.0
2022-01-13,169.553,170.679,169.014,170.27,1251935.0
2022-01-14,170.577,173.889,169.935,173.648,1762947.0
2022-01-15,170.577,173.889,169.935,173.648,1762947.0
2022-01-16,170.577,173.889,169.935,173.648,1762947.0
2022-01-17,170.577,173.889,169.935,173.648,1762947.0
2022-01-18,172.829,172.829,168.166,168.446,1142215.0
2022-01-19,168.864,170.195,166.826,168.557,1505809.0
2022-01-20,168.436,168.757,163.56,163.765,1671355.0
2022-01-21,164.77,167.897,163.755,166.203,1224010.0
2022-01-22,164.77,167.897,163.755,166.203,1224010.0
2022-01-23,164.77,167.897,163.755,166.203,1224010.0
2022-01-24,167.04,169.683,162.62,164.667,2305473.0
2022-01-25,164.443,164.798,160.855,163.487,1394810.0
2022-01-26,156.021,159.244,153.745,154.298,2690750.0
2022-01-27,154.326,156.396,152.612,155.0,1751489.0
2022-01-28,154.56,156.433,154.302,156.377,1105122.0
2022-01-29,154.56,156.433,154.302,156.377,1105122.0
2022-01-30,154.56,156.433,154.302,156.377,1105122.0
2022-01-31,155.74,157.651,154.373,157.239,1464839.0
2022-02-01,157.904,158.457,155.066,158.063,1533208.0
2022-02-02,154.701,156.818,154.663,156.424,1314741.0
2022-02-03,156.818,157.089,154.532,154.879,1296829.0
2022-02-04,135.751,138.626,131.198,132.463,8739272.0
2022-02-05,135.751,138.626,131.198,132.463,8739272.0
2022-02-06,135.751,138.626,131.198,132.463,8739272.0
2022-02-07,131.385,137.352,129.84,136.959,3725995.0
2022-02-08,135.985,136.921,134.102,134.158,1977060.0
2022-02-09,134.842,135.526,131.62,133.793,2177529.0
2022-02-10,133.24,134.495,132.173,132.435,1353976.0
2022-02-11,132.847,135.863,132.224,134.926,1688172.0
2022-02-12,132.847,135.863,132.224,134.926,1688172.0
2022-02-13,132.847,135.863,132.224,134.926,1688172.0
2022-02-14,135.057,135.54,131.423,133.905,1499808.0
2022-02-15,134.027,135.441,132.94,133.615,914753.0
2022-02-16,133.605,134.327,131.072,132.341,1011678.0
2022-02-17,132.163,137.006,131.816,136.772,2399109.0
2022-02-18,136.631,141.099,136.341,141.024,2314393.0
2022-02-19,136.631,141.099,136.341,141.024,2314393.0
2022-02-20,136.631,141.099,136.341,141.024,2314393.0
2022-02-21,136.631,141.099,136.341,141.024,2314393.0
2022-02-22,140.931,141.718,138.411,139.104,1801628.0
2022-02-23,139.449,139.449,137.839,138.205,1087826.0
2022-02-24,136.992,137.446,131.91,134.177,1716004.0
2022-02-25,134.851,138.317,134.121,138.242,1230380.0
2022-02-26,134.851,138.317,134.121,138.242,1230380.0
2022-02-27,134.851,138.317,134.121,138.242,1230380.0
2022-02-28,137.109,137.83,135.16,136.566,1064789.0
2022-03-01,136.088,137.417,134.72,135.713,833759.0
2022-03-02,134.879,136.21,133.165,135.657,940139.0
2022-03-03,135.9,137.137,134.458,136.247,1050095.0
2022-03-04,134.626,136.608,134.626,135.582,1027754.0
2022-03-05,134.626,136.608,134.626,135.582,1027754.0
2022-03-06,134.626,136.608,134.626,135.582,1027754.0
2022-03-07,135.263,138.167,132.968,136.284,1868151.0
2022-03-08,135.563,136.242,129.643,129.681,1644709.0
2022-03-09,129.681,130.622,128.379,128.585,1286642.0
2022-03-10,128.126,128.191,122.974,125.006,2026629.0
2022-03-11,124.959,125.69,121.831,121.924,1596310.0
2022-03-12,124.959,125.69,121.831,121.924,1596310.0
2022-03-13,124.959,125.69,121.831,121.924,1596310.0
2022-03-14,122.309,122.791,118.983,119.545,1777700.0
2022-03-15,119.367,122.814,119.236,122.365,1532934.0
2022-03-16,122.337,123.236,120.444,123.236,1303001.0
2022-03-17,123.789,126.233,123.114,124.426,1046162.0
2022-03-18,124.978,125.906,123.938,125.362,1892100.0
2022-03-19,124.978,125.906,123.938,125.362,1892100.0
2022-03-20,124.978,125.906,123.938,125.362,1892100.0
2022-03-21,125.54,126.608,124.369,125.409,966447.0
2022-03-22,126.018,128.004,124.828,127.526,1115345.0
2022-03-23,128.388,129.718,127.151,127.198,1132775.0
2022-03-24,127.404,127.404,124.735,125.615,1062222.0
2022-03-25,125.521,127.873,125.062,127.826,1077943.0
2022-03-26,125.521,127.873,125.062,127.826,1077943.0
2022-03-27,125.521,127.873,125.062,127.826,1077943.0
2022-03-28,127.863,129.896,127.863,129.859,931121.0
2022-03-29,131.535,132.631,130.037,130.851,1316506.0
2022-03-30,129.39,131.282,129.072,130.673,919482.0
2022-03-31,131.076,131.582,129.315,130.233,1141154.0
2022-04-01,130.608,133.905,128.856,133.793,1388367.0
2022-04-02,130.608,133.905,128.856,133.793,1388367.0
2022-04-03,130.608,133.905,128.856,133.793,1388367.0
2022-04-04,132.95,136.331,131.657,135.825,1510261.0
2022-04-05,135.404,137.334,134.786,135.076,1379685.0
2022-04-06,134.43,135.048,133.231,134.814,1550895.0
2022-04-07,135.179,137.362,133.812,136.912,1524119.0
2022-04-08,137.755,138.551,135.985,137.231,1538203.0
2022-04-09,137.755,138.551,135.985,137.231,1538203.0
2022-04-10,137.755,138.551,135.985,137.231,1538203.0
2022-04-11,136.762,139.938,136.706,138.401,1342353.0
2022-04-12,137.558,138.608,136.809,137.184,861078.0
2022-04-13,137.39,138.426,135.498,136.191,961708.0
2022-04-14,136.931,137.755,135.357,136.359,820877.0
2022-04-15,136.931,137.755,135.357,136.359,820877.0
2022-04-16,136.931,137.755,135.357,136.359,820877.0
2022-04-17,136.931,137.755,135.357,136.359,820877.0
2022-04-18,136.734,136.809,134.018,134.439,1012032.0
2022-04-19,133.868,136.65,132.894,136.116,950345.0
2022-04-20,136.481,137.793,135.751,136.95,1211999.0
2022-04-21,137.324,139.376,137.156,138.776,1071791.0
2022-04-22,140.209,143.254,140.209,141.118,2146676.0
2022-04-23,140.209,143.254,140.209,141.118,2146676.0
2022-04-24,140.209,143.254,140.209,141.118,2146676.0
2022-04-25,141.521,143.207,138.954,142.654,1235779.0
2022-04-26,142.22,142.456,138.02,138.067,1013475.0
2022-04-27,138.067,140.37,137.444,139.426,1005833.0
2022-04-28,139.228,141.045,137.67,140.021,1143704.0
2022-04-29,138.765,138.954,135.103,135.424,2505429.0
2022-04-30,138.765,138.954,135.103,135.424,2505429.0
2022-05-01,138.765,138.954,135.103,135.424,2505429.0
2022-05-02,135.405,137.331,133.479,135.244,1909267.0
2022-05-03,133.904,143.173,133.63,139.284,2859249.0
2022-05-04,138.473,143.051,138.322,141.238,1770394.0
2022-05-05,140.219,141.824,138.369,139.955,1331428.0
2022-05-06,140.389,145.75,140.219,145.307,1912748.0
2022-05-07,140.389,145.75,140.219,145.307,1912748.0
2022-05-08,140.389,145.75,140.219,145.307,1912748.0
2022-05-09,145.052,151.584,144.948,148.601,2951709.0
2022-05-10,148.204,149.781,146.468,147.468,1881080.0
2022-05-11,147.591,149.309,145.901,146.175,1055023.0
2022-05-12,146.892,148.894,145.897,148.223,1093881.0
2022-05-13,148.233,150.055,146.76,149.403,1199598.0
2022-05-14,148.233,150.055,146.76,149.403,1199598.0
2022-05-15,148.233,150.055,146.76,149.403,1199598.0
2022-05-16,148.894,149.488,146.534,148.28,1267604.0
2022-05-17,148.11,148.761,145.675,147.959,939651.0
2022-05-18,146.732,146.883,137.236,137.651,1742738.0
2022-05-19,135.754,135.754,129.758,130.402,2385924.0
2022-05-20,130.091,131.167,125.503,130.544,1659546.0
2022-05-21,130.091,131.167,125.503,130.544,1659546.0
2022-05-22,130.091,131.167,125.503,130.544,1659546.0
2022-05-23,131.252,132.658,128.873,131.761,962604.0
2022-05-24,131.601,133.942,131.12,133.659,1235828.0
2022-05-25,132.998,134.744,131.997,134.121,1049914.0
2022-05-26,135.15,139.464,134.975,138.189,1142110.0
2022-05-27,138.945,140.389,138.095,140.37,801043.0
2022-05-28,138.945,140.389,138.095,140.37,801043.0
2022-05-29,138.945,140.389,138.095,140.37,801043.0
2022-05-30,138.945,140.389,138.095,140.37,801043.0
2022-05-31,139.728,139.87,136.755,137.208,1558473.0
2022-06-01,137.047,137.047,131.337,132.809,1227028.0
2022-06-02,132.677,133.47,128.939,133.394,934315.0
2022-06-03,132.592,133.234,130.18,131.091,1317388.0
2022-06-04,132.592,133.234,130.18,131.091,1317388.0
2022-06-05,132.592,133.234,130.18,131.091,1317388.0
2022-06-06,130.78,131.12,129.307,129.354,923540.0
2022-06-07,127.476,127.943,125.569,126.749,1441965.0
2022-06-08,126.532,127.995,125.666,126.796,941641.0
2022-06-09,127.108,128.297,124.55,124.682,986418.0
2022-06-10,123.946,124.72,121.992,123.748,1715319.0
2022-06-11,123.946,124.72,121.992,123.748,1715319.0
2022-06-12,123.946,124.72,121.992,123.748,1715319.0
2022-06-13,122.681,123.502,121.161,121.652,1330871.0
2022-06-14,121.444,121.652,116.564,117.65,1284754.0
2022-06-15,117.253,118.377,114.006,116.225,1872928.0
2022-06-16,115.366,116.404,113.742,115.696,1689183.0
2022-06-17,116.281,117.14,113.841,115.838,2227802.0
2022-06-18,116.281,117.14,113.841,115.838,2227802.0
2022-06-19,116.281,117.14,113.841,115.838,2227802.0
2022-06-20,116.281,117.14,113.841,115.838,2227802.0
2022-06-21,117.216,119.83,115.771,118.575,1294671.0
2022-06-22,118.32,125.626,118.32,124.729,2773531.0
2022-06-23,125.447,132.432,125.447,132.252,2645440.0
2022-06-24,132.894,134.886,131.11,132.856,2494274.0
2022-06-25,132.894,134.886,131.11,132.856,2494274.0
2022-06-26,132.894,134.886,131.11,132.856,2494274.0
2022-06-27,132.007,134.319,129.789,130.515,1140076.0
2022-06-28,130.308,130.997,128.906,129.26,983632.0
2022-06-29,129.996,131.979,129.383,131.714,859132.0
2022-06-30,131.667,134.518,130.865,133.073,1533837.0
2022-07-01,134.112,136.151,133.338,135.83,976738.0
2022-07-02,134.112,136.151,133.338,135.83,976738.0
2022-07-03,134.112,136.151,133.338,135.83,976738.0
2022-07-04,134.112,136.151,133.338,135.83,976738.0
2022-07-05,135.934,137.906,134.621,136.632,922719.0
2022-07-06,137.746,139.558,136.991,138.435,1293106.0
2022-07-07,137.236,138.633,135.679,137.283,1391011.0
2022-07-08,137.123,137.123,132.97,133.432,1507550.0
2022-07-09,137.123,137.123,132.97,133.432,1507550.0
2022-07-10,137.123,137.123,132.97,133.432,1507550.0
2022-07-11,133.961,135.16,132.771,133.847,898590.0
2022-07-12,134.348,137.463,134.041,135.82,866111.0
2022-07-13,136.311,140.436,135.858,139.322,1145561.0
2022-07-14,138.001,139.728,137.647,139.247,1052714.0
2022-07-15,139.926,140.667,138.057,140.332,1074540.0
2022-07-16,139.926,140.667,138.057,140.332,1074540.0
2022-07-17,139.926,140.667,138.057,140.332,1074540.0
2022-07-18,140.049,140.596,137.321,137.557,957173.0
2022-07-19,138.794,141.512,137.057,141.323,1840464.0
2022-07-20,141.852,141.899,137.727,139.511,1016819.0
2022-07-21,139.067,139.89,138.095,139.653,826045.0
2022-07-22,139.341,140.596,138.812,139.558,691136.0
2022-07-23,139.341,140.596,138.812,139.558,691136.0
2022-07-24,139.341,140.596,138.812,139.558,691136.0
2022-07-25,138.897,140.125,138.699,139.483,828629.0
2022-07-26,135.838,138.388,131.718,138.198,1413527.0
2022-07-27,138.15,138.15,134.402,135.382,1681199.0
2022-07-28,135.496,138.588,134.573,137.656,1391888.0
2022-07-29,136.961,137.028,133.859,134.963,2004699.0
2022-07-30,136.961,137.028,133.859,134.963,2004699.0
2022-07-31,136.961,137.028,133.859,134.963,2004699.0
2022-08-01,135.658,139.154,135.439,138.246,1239689.0
2022-08-02,138.693,138.693,136.4,136.818,941197.0
2022-08-03,136.542,138.208,135.087,137.561,1580231.0
2022-08-04,130.072,136.574,129.225,131.081,3328239.0
2022-08-05,131.195,133.069,130.89,132.251,1354566.0
2022-08-06,131.195,133.069,130.89,132.251,1354566.0
2022-08-07,131.195,133.069,130.89,132.251,1354566.0
2022-08-08,133.26,139.378,133.027,137.57,1603937.0
2022-08-09,137.665,138.379,135.638,136.457,1030490.0
2022-08-10,137.732,138.265,136.875,138.055,874417.0
2022-08-11,138.388,140.444,137.361,137.599,781472.0
2022-08-12,138.331,139.563,137.204,139.273,945662.0
2022-08-13,138.331,139.563,137.204,139.273,945662.0
2022-08-14,138.331,139.563,137.204,139.273,945662.0
2022-08-15,140.196,142.413,140.044,141.614,913969.0
2022-08-16,141.871,143.232,141.281,142.48,760717.0
2022-08-17,141.671,142.594,141.367,141.433,499344.0
2022-08-18,140.196,141.668,139.935,141.5,526434.0
2022-08-19,141.5,142.494,141.119,141.652,589064.0
2022-08-20,141.5,142.494,141.119,141.652,589064.0
2022-08-21,141.5,142.494,141.119,141.652,589064.0
2022-08-22,141.395,142.423,141.338,141.899,689354.0
2022-08-23,141.785,142.08,139.088,140.919,847508.0
2022-08-24,140.577,141.746,139.216,140.805,642300.0
2022-08-25,140.529,140.786,139.073,140.729,836691.0
