,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity,LFUS US Equity
2023-08-14,257.3987,260.6149,257.3987,257.9344,64753.0
2023-08-15,256.5653,258.5396,256.5653,257.4383,46635.0
2023-08-16,256.6645,258.8472,256.6645,257.9344,89048.0
2023-08-17,258.0237,258.49,254.6256,255.4739,145168.0
2023-08-18,253.3309,258.4999,253.3309,257.2201,120848.0
2023-08-19,253.3309,258.4999,253.3309,257.2201,120848.0
2023-08-20,253.3309,258.4999,253.3309,257.2201,120848.0
2023-08-21,256.9621,261.0199,256.9621,260.4048,65555.0
2023-08-22,261.9525,262.9149,258.0535,258.4503,93056.0
2023-08-23,258.5995,263.5725,258.5995,262.2596,42466.0
2023-08-24,263.0653,264.5373,258.2314,258.5995,67390.0
2023-08-25,260.161,262.2,257.7242,260.1113,51569.0
2023-08-26,260.161,262.2,257.7242,260.1113,51569.0
2023-08-27,260.161,262.2,257.7242,260.1113,51569.0
2023-08-28,261.8021,265.3529,260.7379,260.9965,46822.0
2023-08-29,260.6881,267.8145,260.6881,266.4171,87714.0
2023-08-30,264.8556,269.6397,261.275,264.6368,62913.0
2023-08-31,265.9099,269.2219,265.4523,265.6413,85957.0
2023-09-01,266.7951,269.028,264.5174,266.1088,60377.0
2023-09-02,266.7951,269.028,264.5174,266.1088,60377.0
2023-09-03,266.7951,269.028,264.5174,266.1088,60377.0
2023-09-04,266.7951,269.028,264.5174,266.1088,60377.0
2023-09-05,263.8212,266.7155,258.6392,259.0271,81222.0
2023-09-06,260.0814,261.444,258.3011,259.8427,84324.0
2023-09-07,257.1672,257.2269,250.6823,251.12,152034.0
2023-09-08,251.8062,258.0922,248.5638,251.3786,55864.0
2023-09-09,251.8062,258.0922,248.5638,251.3786,55864.0
2023-09-10,251.8062,258.0922,248.5638,251.3786,55864.0
2023-09-11,253.2484,253.2484,249.4788,249.7374,40832.0
2023-09-12,248.1162,251.7217,246.674,248.166,45682.0
2023-09-13,248.7926,249.4689,245.0827,246.7536,61768.0
2023-09-14,247.6885,252.9302,247.6885,252.0748,69326.0
2023-09-15,252.0748,252.9451,248.8821,251.0304,210706.0
2023-09-16,252.0748,252.9451,248.8821,251.0304,210706.0
2023-09-17,252.0748,252.9451,248.8821,251.0304,210706.0
2023-09-18,251.6968,256.6003,249.812,255.7946,165296.0
2023-09-19,255.1879,258.9376,253.2049,258.311,105471.0
2023-09-20,259.2261,262.7768,253.1987,253.1987,59756.0
2023-09-21,250.7718,252.592,243.9528,245.3413,83578.0
2023-09-22,245.7689,249.3197,244.655,245.759,77573.0
2023-09-23,245.7689,249.3197,244.655,245.759,77573.0
2023-09-24,245.7689,249.3197,244.655,245.759,77573.0
2023-09-25,243.9687,250.7619,243.9687,247.241,51366.0
2023-09-26,245.749,246.5348,242.3176,243.0139,70780.0
2023-09-27,243.7598,246.7088,240.1096,242.1983,95142.0
2023-09-28,241.8899,247.8477,240.2986,246.4552,72387.0
2023-09-29,248.6434,251.8958,245.5551,245.9878,51293.0
2023-09-30,248.6434,251.8958,245.5551,245.9878,51293.0
2023-10-01,248.6434,251.8958,245.5551,245.9878,51293.0
2023-10-02,244.7843,246.0275,242.7254,244.3367,56844.0
2023-10-03,243.5311,244.7097,238.1005,238.4386,71808.0
2023-10-04,237.8618,241.4722,236.718,240.5174,93542.0
2023-10-05,240.8158,243.0536,234.7586,235.226,80203.0
2023-10-06,233.7341,237.8916,233.7341,236.5489,128079.0
2023-10-07,233.7341,237.8916,233.7341,236.5489,128079.0
2023-10-08,233.7341,237.8916,233.7341,236.5489,128079.0
2023-10-09,235.7134,239.0851,234.0524,238.3491,55154.0
2023-10-10,238.0607,243.168,238.0607,241.4225,56193.0
2023-10-11,242.1088,242.3524,238.0507,239.662,72414.0
2023-10-12,239.8112,239.8112,232.9683,233.9231,88077.0
2023-10-13,233.6446,238.0209,229.6463,230.5414,69621.0
2023-10-14,233.6446,238.0209,229.6463,230.5414,69621.0
2023-10-15,233.6446,238.0209,229.6463,230.5414,69621.0
2023-10-16,232.2919,234.488,230.4967,232.5306,86309.0
2023-10-17,230.7204,236.8771,230.7204,234.6392,109987.0
2023-10-18,231.7449,233.0478,228.8854,231.0884,103742.0
2023-10-19,229.8949,232.0781,227.2293,228.3234,88019.0
2023-10-20,229.2882,229.2882,224.5439,226.195,85828.0
2023-10-21,229.2882,229.2882,224.5439,226.195,85828.0
2023-10-22,229.2882,229.2882,224.5439,226.195,85828.0
2023-10-23,225.2202,226.6127,220.6947,221.7092,124312.0
2023-10-24,222.1966,224.7826,220.3765,221.8286,84057.0
2023-10-25,220.5754,220.5754,217.1042,217.6015,96343.0
2023-10-26,217.8303,219.7797,216.4278,217.144,120193.0
2023-10-27,217.2932,219.6404,214.4287,215.1647,60530.0
2023-10-28,217.2932,219.6404,214.4287,215.1647,60530.0
2023-10-29,217.2932,219.6404,214.4287,215.1647,60530.0
2023-10-30,216.398,216.398,211.6537,214.2496,149332.0
2023-10-31,214.3392,216.3234,211.8576,215.5029,288930.0
2023-11-01,217.8203,228.1344,215.0066,224.3251,249417.0
2023-11-02,225.9463,229.318,221.9181,226.7917,211533.0
2023-11-03,229.9645,235.2161,227.7366,231.8742,83407.0
2023-11-04,229.9645,235.2161,227.7366,231.8742,83407.0
2023-11-05,229.9645,235.2161,227.7366,231.8742,83407.0
2023-11-06,231.3968,233.386,227.9107,228.6815,113087.0
2023-11-07,228.4428,230.0242,227.3039,228.4826,80656.0
2023-11-08,228.1842,228.5422,225.4589,226.8116,54789.0
2023-11-09,228.5124,228.5124,222.8431,223.4896,55355.0
2023-11-10,223.8874,226.921,222.2762,226.0557,96231.0
2023-11-11,223.8874,226.921,222.2762,226.0557,96231.0
2023-11-12,223.8874,226.921,222.2762,226.0557,96231.0
2023-11-13,224.6235,225.5211,222.6939,224.7826,80208.0
2023-11-14,231.5161,237.6131,231.3769,235.793,91928.0
2023-11-15,236.3599,242.621,235.1664,240.3781,103006.0
2023-11-16,238.5878,242.7254,235.1713,237.1357,53540.0
2023-11-17,239.8709,241.5617,236.3599,236.8672,96287.0
2023-11-18,239.8709,241.5617,236.3599,236.8672,96287.0
2023-11-19,239.8709,241.5617,236.3599,236.8672,96287.0
2023-11-20,236.9368,237.7126,234.6492,235.9422,50139.0
2023-11-21,234.0771,235.1443,232.868,234.2367,52480.0
2023-11-22,234.6855,236.1715,234.5758,235.3338,32833.0
2023-11-23,234.6855,236.1715,234.5758,235.3338,32833.0
2023-11-24,235.1243,237.129,234.3763,234.3763,25559.0
2023-11-25,235.1243,237.129,234.3763,234.3763,25559.0
2023-11-26,235.1243,237.129,234.3763,234.3763,25559.0
2023-11-27,233.8377,235.8274,232.7008,234.5359,64993.0
2023-11-28,233.5585,234.5758,231.12,231.7633,53934.0
2023-11-29,232.99,236.0169,232.4714,232.9501,71350.0
2023-11-30,233.2294,234.1768,231.504,232.1821,89143.0
2023-12-01,230.4867,238.635,228.861,238.1363,85191.0
2023-12-02,230.4867,238.635,228.861,238.1363,85191.0
2023-12-03,230.4867,238.635,228.861,238.1363,85191.0
2023-12-04,237.3085,239.363,234.5411,239.2334,70883.0
2023-12-05,238.0465,239.3431,235.6729,238.9741,167112.0
2023-12-06,241.0585,243.9907,239.2234,239.9016,117553.0
2023-12-07,239.6223,242.4299,237.6576,240.4003,50723.0
2023-12-08,239.6622,244.3398,239.6622,242.4249,60603.0
2023-12-09,239.6622,244.3398,239.6622,242.4249,60603.0
2023-12-10,239.6622,244.3398,239.6622,242.4249,60603.0
2023-12-11,241.3577,247.8006,241.3577,247.6011,83511.0
2023-12-12,248.2394,248.9775,244.8883,245.6264,103457.0
2023-12-13,244.629,246.3245,238.0765,246.2946,124712.0
2023-12-14,249.6158,266.1916,249.6158,264.3565,166346.0
2023-12-15,264.3565,265.6531,258.6916,259.8884,216582.0
2023-12-16,264.3565,265.6531,258.6916,259.8884,216582.0
2023-12-17,264.3565,265.6531,258.6916,259.8884,216582.0
2023-12-18,259.689,261.0852,250.7029,259.9183,95920.0
2023-12-19,261.8931,266.6903,259.7787,265.8027,139714.0
2023-12-20,265.9722,266.2864,260.7162,260.8658,143626.0
2023-12-21,263.7382,266.9646,261.3146,266.6454,91958.0
2023-12-22,268.6152,271.8267,267.9589,269.6125,131372.0
2023-12-23,268.6152,271.8267,267.9589,269.6125,131372.0
2023-12-24,268.6152,271.8267,267.9589,269.6125,131372.0
2023-12-25,268.6152,271.8267,267.9589,269.6125,131372.0
2023-12-26,270.9889,272.0959,269.074,270.8792,36749.0
2023-12-27,271.9763,272.6943,270.1817,270.7296,62394.0
2023-12-28,269.7322,270.929,268.1764,270.5002,59969.0
2023-12-29,269.2336,269.2336,266.1518,266.8499,53648.0
2023-12-30,269.2336,269.2336,266.1518,266.8499,53648.0
2023-12-31,269.2336,269.2336,266.1518,266.8499,53648.0
2024-01-01,269.2336,269.2336,266.1518,266.8499,53648.0
2024-01-02,264.7555,264.7555,258.6717,261.1052,87824.0
2024-01-03,257.5347,260.1777,252.6852,254.5526,84925.0
2024-01-04,252.4981,254.4529,247.0925,249.6955,184632.0
2024-01-05,249.1969,254.2634,240.4252,251.5905,86197.0
2024-01-06,249.1969,254.2634,240.4252,251.5905,86197.0
2024-01-07,249.1969,254.2634,240.4252,251.5905,86197.0
2024-01-08,251.6803,253.2411,248.9725,252.2488,141865.0
2024-01-09,248.8179,249.6058,244.0406,244.1603,192794.0
2024-01-10,245.0878,246.5639,244.0755,246.2248,217295.0
2024-01-11,245.5865,247.7507,240.1709,243.123,169181.0
2024-01-12,245.6663,246.3445,238.8943,239.3431,107627.0
2024-01-13,245.6663,246.3445,238.8943,239.3431,107627.0
2024-01-14,245.6663,246.3445,238.8943,239.3431,107627.0
2024-01-15,245.6663,246.3445,238.8943,239.3431,107627.0
2024-01-16,237.6875,240.6995,234.6755,240.3604,142121.0
2024-01-17,237.1689,240.141,235.1443,236.0519,77761.0
2024-01-18,238.1463,239.5625,236.6702,238.0565,193185.0
2024-01-19,240.1011,241.3278,236.4209,240.7693,259316.0
2024-01-20,240.1011,241.3278,236.4209,240.7693,259316.0
2024-01-21,240.1011,241.3278,236.4209,240.7693,259316.0
2024-01-22,242.3551,247.0127,240.0712,241.5971,112231.0
2024-01-23,242.5645,243.4615,239.2533,239.6323,100930.0
2024-01-24,242.4149,242.4149,235.7327,236.6503,132466.0
2024-01-25,238.2959,238.9145,235.244,235.7028,104894.0
2024-01-26,237.2187,237.2586,233.6283,233.9774,95088.0
2024-01-27,237.2187,237.2586,233.6283,233.9774,95088.0
2024-01-28,237.2187,237.2586,233.6283,233.9774,95088.0
2024-01-29,233.1097,239.6223,231.2147,238.5352,203732.0
2024-01-30,238.4156,242.764,237.3983,241.1383,285675.0
2024-01-31,231.3743,252.4582,231.3743,241.258,412015.0
2024-02-01,242.3351,244.1353,235.1542,242.4847,222320.0
2024-02-02,239.8218,245.6663,237.7773,244.7387,177417.0
2024-02-03,239.8218,245.6663,237.7773,244.7387,177417.0
2024-02-04,239.8218,245.6663,237.7773,244.7387,177417.0
2024-02-05,242.2653,242.9136,236.1616,236.6104,107331.0
2024-02-06,238.0465,239.9051,236.4508,237.3683,165336.0
2024-02-07,237.6177,239.2833,234.9249,239.1436,110724.0
2024-02-08,239.1436,242.5545,239.1436,241.268,56856.0
2024-02-09,241.8165,244.8983,239.9914,244.639,81798.0
2024-02-10,241.8165,244.8983,239.9914,244.639,81798.0
2024-02-11,241.8165,244.8983,239.9914,244.639,81798.0
2024-02-12,245.6264,248.8179,242.9435,247.5911,69049.0
2024-02-13,241.8963,243.891,235.633,236.9894,115871.0
2024-02-14,239.3531,241.8115,237.6577,240.879,87694.0
2024-02-15,243.153,246.9329,242.4847,244.998,80377.0
2024-02-16,244.3897,247.5513,243.143,246.4741,86354.0
2024-02-17,244.3897,247.5513,243.143,246.4741,86354.0
2024-02-18,244.3897,247.5513,243.143,246.4741,86354.0
2024-02-19,244.3897,247.5513,243.143,246.4741,86354.0
2024-02-20,243.7613,247.257,242.759,244.28,108378.0
2024-02-21,244.0,244.0,239.815,240.96,120945.0
2024-02-22,242.98,246.12,242.6,243.87,125821.0
2024-02-23,243.49,243.49,240.845,241.49,74260.0
2024-02-24,243.49,243.49,240.845,241.49,74260.0
2024-02-25,243.49,243.49,240.845,241.49,74260.0
2024-02-26,240.37,241.51,238.86,239.19,87465.0
2024-02-27,240.02,241.87,238.34,239.14,85573.0
2024-02-28,237.01,240.03,236.09,236.67,187474.0
2024-02-29,239.79,242.45,237.17,238.24,299434.0
2024-03-01,239.06,239.86,235.9,239.0,147687.0
2024-03-02,239.06,239.86,235.9,239.0,147687.0
2024-03-03,239.06,239.86,235.9,239.0,147687.0
2024-03-04,240.07,241.555,237.45,239.41,181828.0
2024-03-05,238.0,238.5,234.48,234.68,82905.0
2024-03-06,236.85,238.78,236.15,237.37,80331.0
2024-03-07,239.05,244.14,238.19,241.1,470108.0
2024-03-08,242.91,245.07,237.75,238.37,90966.0
2024-03-09,242.91,245.07,237.75,238.37,90966.0
2024-03-10,242.91,245.07,237.75,238.37,90966.0
2024-03-11,237.06,237.52,234.03,236.13,109077.0
2024-03-12,235.65,238.22,232.79,237.88,101818.0
2024-03-13,237.0,237.36,233.39,233.85,92591.0
2024-03-14,232.97,233.695,228.5,230.61,124901.0
2024-03-15,230.01,233.465,230.01,231.7,488967.0
2024-03-16,230.01,233.465,230.01,231.7,488967.0
2024-03-17,230.01,233.465,230.01,231.7,488967.0
2024-03-18,233.06,233.8,229.21,229.39,125966.0
2024-03-19,227.52,230.97,227.52,230.23,147865.0
2024-03-20,230.76,233.285,228.56,232.64,96713.0
2024-03-21,233.59,236.24,230.93,231.38,271650.0
2024-03-22,232.0,232.0825,230.02,231.14,124780.0
2024-03-23,232.0,232.0825,230.02,231.14,124780.0
2024-03-24,232.0,232.0825,230.02,231.14,124780.0
2024-03-25,231.53,233.52,230.63,232.56,89211.0
2024-03-26,233.82,233.82,230.56,231.93,61614.0
2024-03-27,232.75,239.98,232.005,239.98,145616.0
2024-03-28,239.64,242.74,237.915,242.35,161134.0
2024-03-29,239.64,242.74,237.915,242.35,161134.0
2024-03-30,239.64,242.74,237.915,242.35,161134.0
2024-03-31,239.64,242.74,237.915,242.35,161134.0
2024-04-01,242.35,243.66,236.14,237.76,82648.0
2024-04-02,236.7,236.7,234.44,235.09,200507.0
2024-04-03,233.09,240.0,233.0,239.36,197533.0
2024-04-04,241.57,243.0,235.96,236.51,177840.0
2024-04-05,236.45,237.83,235.23,236.52,148846.0
2024-04-06,236.45,237.83,235.23,236.52,148846.0
2024-04-07,236.45,237.83,235.23,236.52,148846.0
2024-04-08,237.46,238.035,234.96,235.47,108353.0
