,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity,CCBG US Equity
2023-08-11,30.8062,30.9921,30.7866,30.9432,25770.0
2023-08-12,30.8062,30.9921,30.7866,30.9432,25770.0
2023-08-13,30.8062,30.9921,30.7866,30.9432,25770.0
2023-08-14,30.8943,31.227,30.5615,31.1683,26634.0
2023-08-15,30.9628,31.0117,29.8863,29.9744,32286.0
2023-08-16,30.1016,30.5322,29.5732,29.6123,21709.0
2023-08-17,29.7787,30.0037,29.6221,29.6514,16236.0
2023-08-18,29.4166,30.5028,29.4166,30.219,66339.0
2023-08-19,29.4166,30.5028,29.4166,30.219,66339.0
2023-08-20,29.4166,30.5028,29.4166,30.219,66339.0
2023-08-21,30.5517,30.5517,29.5438,29.5829,21380.0
2023-08-22,29.6417,29.6563,28.9762,29.0349,24214.0
2023-08-23,29.2404,29.4361,28.9273,29.4166,22846.0
2023-08-24,29.3579,29.5927,29.2209,29.4459,24555.0
2023-08-25,29.8567,29.8567,29.397,29.397,11679.0
2023-08-26,29.8567,29.8567,29.397,29.397,11679.0
2023-08-27,29.8567,29.8567,29.397,29.397,11679.0
2023-08-28,29.6025,29.7591,29.6025,29.7199,16808.0
2023-08-29,29.6123,30.0282,29.6025,29.9059,19799.0
2023-08-30,29.8569,29.9157,29.6025,29.6808,13084.0
2023-08-31,29.6221,30.1407,29.6221,29.8569,26148.0
2023-09-01,30.3365,30.5322,30.1505,30.219,26071.0
2023-09-02,30.3365,30.5322,30.1505,30.219,26071.0
2023-09-03,30.3365,30.5322,30.1505,30.219,26071.0
2023-09-04,30.3365,30.5322,30.1505,30.219,26071.0
2023-09-05,30.082,30.4789,29.8472,30.2386,24159.0
2023-09-06,30.1407,30.2728,29.5927,29.6025,25266.0
2023-09-07,29.5242,29.8569,29.2796,29.3089,32134.0
2023-09-08,29.3089,29.7424,29.3089,29.6045,13393.0
2023-09-09,29.3089,29.7424,29.3089,29.6045,13393.0
2023-09-10,29.3089,29.7424,29.3089,29.6045,13393.0
2023-09-11,29.7227,30.0478,29.703,29.8606,17764.0
2023-09-12,30.0084,30.2236,29.7326,29.7621,26737.0
2023-09-13,29.6045,29.6923,29.3089,29.3188,17225.0
2023-09-14,29.5996,29.9,29.5552,29.8803,67778.0
2023-09-15,29.8803,30.1808,29.6877,29.8114,51614.0
2023-09-16,29.8803,30.1808,29.6877,29.8114,51614.0
2023-09-17,29.8803,30.1808,29.6877,29.8114,51614.0
2023-09-18,29.9197,29.9217,29.2203,29.2203,18960.0
2023-09-19,29.4567,29.4567,28.8164,28.8459,15825.0
2023-09-20,29.5207,29.5207,28.708,28.7671,19909.0
2023-09-21,28.4264,28.905,28.2696,28.373,54231.0
2023-09-22,28.4617,29.1365,28.2203,28.4124,21179.0
2023-09-23,28.4617,29.1365,28.2203,28.4124,21179.0
2023-09-24,28.4617,29.1365,28.2203,28.4124,21179.0
2023-09-25,28.3238,28.9838,28.3238,28.9346,18133.0
2023-09-26,28.841,29.2104,28.8164,28.8755,19074.0
2023-09-27,28.9838,29.171,28.8164,28.9641,20629.0
2023-09-28,29.0922,29.6932,29.0922,29.2991,21086.0
2023-09-29,29.5946,29.9,29.3779,29.3878,40240.0
2023-09-30,29.5946,29.9,29.3779,29.3878,40240.0
2023-10-01,29.5946,29.9,29.3779,29.3878,40240.0
2023-10-02,29.634,29.7818,28.8164,29.1809,27957.0
2023-10-03,29.1415,29.6291,28.9641,29.1513,29346.0
2023-10-04,29.1119,29.5552,29.1119,29.4567,17572.0
2023-10-05,29.368,30.0872,29.368,30.0084,37049.0
2023-10-06,29.9394,29.9986,29.5454,29.7227,20624.0
2023-10-07,29.9394,29.9986,29.5454,29.7227,20624.0
2023-10-08,29.9394,29.9986,29.5454,29.7227,20624.0
2023-10-09,29.3878,30.1857,28.8558,29.7227,33417.0
2023-10-10,29.9592,29.9592,29.7769,29.7818,16382.0
2023-10-11,29.8409,30.3237,29.8015,29.8803,14092.0
2023-10-12,29.4419,29.4961,29.2991,29.3779,16225.0
2023-10-13,29.2104,29.2695,28.7277,28.7572,26355.0
2023-10-14,29.2104,29.2695,28.7277,28.7572,26355.0
2023-10-15,29.2104,29.2695,28.7277,28.7572,26355.0
2023-10-16,29.0528,29.4666,29.0528,29.3976,15341.0
2023-10-17,29.5602,30.235,29.5257,29.7326,23928.0
2023-10-18,29.7818,29.7818,29.3385,29.7326,31207.0
2023-10-19,29.5552,30.3828,29.5552,29.9493,38301.0
2023-10-20,30.0478,30.0478,28.905,28.9641,25098.0
2023-10-21,30.0478,30.0478,28.905,28.9641,25098.0
2023-10-22,30.0478,30.0478,28.905,28.9641,25098.0
2023-10-23,28.7178,29.1809,28.7178,28.8853,15805.0
2023-10-24,29.0823,29.0823,26.9691,27.0529,31867.0
2023-10-25,26.6687,26.8411,25.7328,26.4815,31642.0
2023-10-26,26.5504,27.9297,26.1515,27.9297,26815.0
2023-10-27,27.8312,28.1267,27.3583,27.4765,24099.0
2023-10-28,27.8312,28.1267,27.3583,27.4765,24099.0
2023-10-29,27.8312,28.1267,27.3583,27.4765,24099.0
2023-10-30,27.7327,28.2055,27.6538,27.7327,31336.0
2023-10-31,27.7918,28.4912,27.7327,28.1464,39622.0
2023-11-01,28.0873,28.2745,27.9198,27.9987,31144.0
2023-11-02,28.708,29.0331,28.2351,28.8952,30916.0
2023-11-03,29.5257,29.8508,29.1415,29.171,21830.0
2023-11-04,29.5257,29.8508,29.1415,29.171,21830.0
2023-11-05,29.5257,29.8508,29.1415,29.171,21830.0
2023-11-06,29.0232,29.5552,29.0232,29.3188,22011.0
2023-11-07,29.437,29.437,28.6193,28.7474,38679.0
2023-11-08,28.9444,28.9444,28.3927,28.6587,35027.0
2023-11-09,28.5208,28.6781,27.7327,28.1169,27972.0
2023-11-10,28.5109,28.5109,28.1858,28.2647,19230.0
2023-11-11,28.5109,28.5109,28.1858,28.2647,19230.0
2023-11-12,28.5109,28.5109,28.1858,28.2647,19230.0
2023-11-13,27.7524,28.3336,27.7524,28.1267,24500.0
2023-11-14,28.7277,29.8409,28.5109,29.0626,73920.0
2023-11-15,28.4321,29.4173,28.373,28.5898,62374.0
2023-11-16,28.3632,28.4715,27.1908,27.3287,83183.0
2023-11-17,27.5258,27.9888,27.176,27.4273,52103.0
2023-11-18,27.5258,27.9888,27.176,27.4273,52103.0
2023-11-19,27.5258,27.9888,27.176,27.4273,52103.0
2023-11-20,27.2007,27.7622,27.0036,27.7327,35165.0
2023-11-21,27.5455,27.8312,26.7573,26.8756,30669.0
2023-11-22,26.8953,27.1711,26.3731,26.649,26210.0
2023-11-23,26.8953,27.1711,26.3731,26.649,26210.0
2023-11-24,26.5997,27.1563,26.5997,26.8854,7970.0
2023-11-25,26.5997,27.1563,26.5997,26.8854,7970.0
2023-11-26,26.5997,27.1563,26.5997,26.8854,7970.0
2023-11-27,26.7376,27.3829,26.5406,26.9051,25130.0
2023-11-28,26.6687,27.3583,26.1465,26.3928,39550.0
2023-11-29,26.6391,27.1908,26.5012,26.7278,18742.0
2023-11-30,26.7869,27.0332,26.3436,26.3436,40001.0
2023-12-01,26.7505,27.7133,26.5619,27.5347,71200.0
2023-12-02,26.7505,27.7133,26.5619,27.5347,71200.0
2023-12-03,26.7505,27.7133,26.5619,27.5347,71200.0
2023-12-04,27.4751,28.2394,27.4751,28.16,41053.0
2023-12-05,28.16,28.1699,27.763,27.8523,23633.0
2023-12-06,28.1203,28.6166,27.6637,27.6935,29014.0
2023-12-07,27.9168,28.1104,27.9019,28.1104,19526.0
2023-12-08,27.9516,28.6265,27.9516,28.2493,34470.0
2023-12-09,27.9516,28.6265,27.9516,28.2493,34470.0
2023-12-10,27.9516,28.6265,27.9516,28.2493,34470.0
2023-12-11,28.3317,28.5372,28.2096,28.4479,27588.0
2023-12-12,28.3188,28.5173,27.8622,28.289,19035.0
2023-12-13,28.1699,29.5893,27.9813,29.1526,116572.0
2023-12-14,29.768,30.6564,29.768,30.1452,44313.0
2023-12-15,30.5025,30.6216,29.6787,29.8474,89186.0
2023-12-16,30.5025,30.6216,29.6787,29.8474,89186.0
2023-12-17,30.5025,30.6216,29.6787,29.8474,89186.0
2023-12-18,30.0559,32.319,29.694,29.8971,27338.0
2023-12-19,30.1353,30.6614,29.9566,30.572,38020.0
2023-12-20,30.7011,31.4951,30.0162,30.0261,37796.0
2023-12-21,30.5621,30.5621,30.1651,30.3735,18213.0
2023-12-22,30.6514,30.6514,30.3437,30.4827,23535.0
2023-12-23,30.6514,30.6514,30.3437,30.4827,23535.0
2023-12-24,30.6514,30.6514,30.3437,30.4827,23535.0
2023-12-25,30.6514,30.6514,30.3437,30.4827,23535.0
2023-12-26,30.711,31.1676,30.3735,30.8003,37373.0
2023-12-27,31.0485,31.0485,30.2494,30.5025,40281.0
2023-12-28,30.2842,30.6713,28.7953,30.3934,19180.0
2023-12-29,30.4728,30.4728,29.2122,29.2122,21027.0
2023-12-30,30.4728,30.4728,29.2122,29.2122,21027.0
2023-12-31,30.4728,30.4728,29.2122,29.2122,21027.0
2024-01-01,30.4728,30.4728,29.2122,29.2122,21027.0
2024-01-02,29.0732,29.7035,28.9243,29.2519,32750.0
2024-01-03,29.2022,29.2022,27.7729,28.1699,31253.0
2024-01-04,28.3089,28.5273,27.7431,27.7431,37744.0
2024-01-05,27.8126,28.557,27.8126,28.2394,46032.0
2024-01-06,27.8126,28.557,27.8126,28.2394,46032.0
2024-01-07,27.8126,28.557,27.8126,28.2394,46032.0
2024-01-08,28.2394,28.4851,27.8821,28.2493,16600.0
2024-01-09,27.892,28.2196,27.6538,27.753,48598.0
2024-01-10,27.5843,27.8424,26.8511,27.8424,47312.0
2024-01-11,27.5644,27.5644,27.0731,27.4255,22416.0
2024-01-12,27.7233,27.8126,26.959,27.0384,19994.0
2024-01-13,27.7233,27.8126,26.959,27.0384,19994.0
2024-01-14,27.7233,27.8126,26.959,27.0384,19994.0
2024-01-15,27.7233,27.8126,26.959,27.0384,19994.0
2024-01-16,26.9689,27.1773,26.6016,26.9193,24450.0
2024-01-17,26.6513,26.949,26.3932,26.8796,15925.0
2024-01-18,26.9838,26.9838,26.5024,26.6215,24510.0
2024-01-19,26.7505,26.9292,26.4329,26.9292,14142.0
2024-01-20,26.7505,26.9292,26.4329,26.9292,14142.0
2024-01-21,26.7505,26.9292,26.4329,26.9292,14142.0
2024-01-22,27.1277,27.892,27.1277,27.7729,77302.0
2024-01-23,28.3287,29.1079,28.2969,28.3883,55364.0
2024-01-24,30.0559,31.108,29.7779,30.2246,38041.0
2024-01-25,30.572,30.6316,29.371,30.6216,37705.0
2024-01-26,30.9194,31.0087,30.2742,30.6216,25290.0
2024-01-27,30.9194,31.0087,30.2742,30.6216,25290.0
2024-01-28,30.9194,31.0087,30.2742,30.6216,25290.0
2024-01-29,30.7705,31.0782,29.768,29.8276,37647.0
2024-01-30,29.5298,29.8176,29.1923,29.4405,34065.0
2024-01-31,29.1625,29.1625,28.1004,28.3685,66740.0
2024-02-01,28.6563,28.6563,27.4354,28.3188,38706.0
2024-02-02,27.8126,28.3982,27.6935,28.0905,41146.0
2024-02-03,27.8126,28.3982,27.6935,28.0905,41146.0
2024-02-04,27.8126,28.3982,27.6935,28.0905,41146.0
2024-02-05,27.624,28.021,27.1823,27.7034,29982.0
2024-02-06,27.5148,27.9218,27.3759,27.6439,34529.0
2024-02-07,27.6042,27.6702,26.9193,27.2667,32469.0
2024-02-08,27.8523,27.8771,27.0781,27.8523,20458.0
2024-02-09,28.0806,28.4776,27.4304,28.4578,41902.0
2024-02-10,28.0806,28.4776,27.4304,28.4578,41902.0
2024-02-11,28.0806,28.4776,27.4304,28.4578,41902.0
2024-02-12,28.4776,29.3908,28.4776,29.0633,32463.0
2024-02-13,28.289,28.562,27.0284,27.227,50709.0
2024-02-14,27.7034,27.9615,27.3561,27.8324,43309.0
2024-02-15,28.1699,28.9739,28.1253,28.7456,26690.0
2024-02-16,28.6365,28.835,28.1898,28.3784,29466.0
2024-02-17,28.6365,28.835,28.1898,28.3784,29466.0
2024-02-18,28.6365,28.835,28.1898,28.3784,29466.0
2024-02-19,28.6365,28.835,28.1898,28.3784,29466.0
2024-02-20,27.9615,28.6315,27.9019,28.1402,20815.0
2024-02-21,27.7828,28.0409,27.6141,27.9813,25678.0
2024-02-22,27.8225,27.8225,27.3262,27.4354,29585.0
2024-02-23,27.2071,27.7729,27.2071,27.5446,13382.0
2024-02-24,27.2071,27.7729,27.2071,27.5446,13382.0
2024-02-25,27.2071,27.7729,27.2071,27.5446,13382.0
2024-02-26,27.3262,27.8275,27.3163,27.6141,24452.0
2024-02-27,27.7332,27.8622,27.4156,27.4255,14441.0
2024-02-28,27.1476,27.4751,27.1476,27.4056,25283.0
2024-02-29,27.9813,28.16,27.6984,28.1402,32561.0
2024-03-01,28.1501,28.1501,27.7183,27.9813,20994.0
2024-03-02,28.1501,28.1501,27.7183,27.9813,20994.0
2024-03-03,28.1501,28.1501,27.7183,27.9813,20994.0
2024-03-04,28.423,28.423,27.485,27.5049,25083.0
2024-03-05,28.3039,28.3188,27.6786,28.2096,17955.0
2024-03-06,28.289,28.7258,27.6984,28.0111,18608.0
2024-03-07,28.2791,28.5273,27.8473,28.16,9578.0
2024-03-08,28.52,28.765,28.27,28.29,13688.0
2024-03-09,28.52,28.765,28.27,28.29,13688.0
2024-03-10,28.52,28.765,28.27,28.29,13688.0
2024-03-11,28.31,28.31,28.0,28.01,12597.0
2024-03-12,27.95,28.115,27.9,27.95,18575.0
2024-03-13,27.89,28.065,27.57,27.9,24763.0
2024-03-14,27.79,28.45,27.03,27.13,33472.0
2024-03-15,26.91,27.4854,26.61,26.72,131069.0
2024-03-16,26.91,27.4854,26.61,26.72,131069.0
2024-03-17,26.91,27.4854,26.61,26.72,131069.0
2024-03-18,27.0,27.09,26.65,26.91,29277.0
2024-03-19,27.1,27.39,27.1,27.1,20924.0
2024-03-20,26.97,28.09,26.97,27.85,20098.0
2024-03-21,27.86,28.46,27.55,28.13,31160.0
2024-03-22,27.427,27.75,27.28,27.28,14687.0
2024-03-23,27.427,27.75,27.28,27.28,14687.0
2024-03-24,27.427,27.75,27.28,27.28,14687.0
2024-03-25,27.44,28.036,27.06,27.59,24802.0
2024-03-26,27.88,27.88,27.01,27.09,20838.0
2024-03-27,27.315,27.74,27.198,27.67,16289.0
2024-03-28,27.94,28.0,27.67,27.7,29133.0
2024-03-29,27.94,28.0,27.67,27.7,29133.0
2024-03-30,27.94,28.0,27.67,27.7,29133.0
2024-03-31,27.94,28.0,27.67,27.7,29133.0
2024-04-01,27.815,28.12,27.37,27.59,41231.0
2024-04-02,27.345,27.345,27.04,27.3,24398.0
2024-04-03,27.02,27.55,27.01,27.3,24161.0
2024-04-04,27.66,27.74,27.35,27.4,21928.0
2024-04-05,27.35,27.49,27.06,27.11,27937.0
2024-04-06,27.35,27.49,27.06,27.11,27937.0
2024-04-07,27.35,27.49,27.06,27.11,27937.0
2024-04-08,27.27,27.5,27.19,27.2,21569.0
