,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity,NFBK US Equity
2023-08-12,11.4462,11.5729,11.4462,11.5729,62904.0
2023-08-13,11.4462,11.5729,11.4462,11.5729,62904.0
2023-08-14,11.456,11.5242,11.2415,11.339,199980.0
2023-08-15,11.2512,11.2512,11.027,11.0562,161279.0
2023-08-16,11.0075,11.2561,10.8222,10.8417,144511.0
2023-08-17,10.8515,10.9295,10.7735,10.8807,92578.0
2023-08-18,10.8027,11.2025,10.754,10.9002,207655.0
2023-08-19,10.8027,11.2025,10.754,10.9002,207655.0
2023-08-20,10.8027,11.2025,10.754,10.9002,207655.0
2023-08-21,10.9685,11.2415,10.7442,10.754,98890.0
2023-08-22,10.7637,10.8368,10.4956,10.52,111183.0
2023-08-23,10.5687,10.6272,10.442,10.481,136170.0
2023-08-24,10.4517,10.676,10.364,10.4615,149363.0
2023-08-25,10.481,10.7247,10.2762,10.325,109421.0
2023-08-26,10.481,10.7247,10.2762,10.325,109421.0
2023-08-27,10.481,10.7247,10.2762,10.325,109421.0
2023-08-28,10.325,10.48,10.247,10.3542,150816.0
2023-08-29,10.4127,10.6662,10.3347,10.4225,88882.0
2023-08-30,10.4322,10.7052,10.2567,10.3835,115666.0
2023-08-31,10.3835,10.4225,10.2177,10.2762,163471.0
2023-09-01,10.3445,10.5395,10.3445,10.481,130647.0
2023-09-02,10.3445,10.5395,10.3445,10.481,130647.0
2023-09-03,10.3445,10.5395,10.3445,10.481,130647.0
2023-09-04,10.3445,10.5395,10.3445,10.481,130647.0
2023-09-05,10.403,10.4225,10.0325,10.1495,235080.0
2023-09-06,10.169,10.2665,10.0715,10.1495,213917.0
2023-09-07,10.1397,10.2275,9.935,10.0812,268545.0
2023-09-08,10.1007,10.169,9.9545,10.1397,171876.0
2023-09-09,10.1007,10.169,9.9545,10.1397,171876.0
2023-09-10,10.1007,10.169,9.9545,10.1397,171876.0
2023-09-11,10.1982,10.3152,10.013,10.0325,173447.0
2023-09-12,10.0422,10.0617,9.9545,10.0032,168575.0
2023-09-13,10.0032,10.0666,9.8277,9.9155,392135.0
2023-09-14,10.013,10.1786,10.013,10.1007,408937.0
2023-09-15,10.1202,10.1982,9.9252,9.974,1215997.0
2023-09-16,10.1202,10.1982,9.9252,9.974,1215997.0
2023-09-17,10.1202,10.1982,9.9252,9.974,1215997.0
2023-09-18,10.013,10.013,9.4378,9.4475,373543.0
2023-09-19,9.4475,10.1787,9.3013,9.3403,453718.0
2023-09-20,9.3988,9.4329,9.1355,9.2135,227723.0
2023-09-21,9.1355,9.2915,9.0673,9.116,231690.0
2023-09-22,9.1258,9.1258,8.8869,8.9698,203574.0
2023-09-23,9.1258,9.1258,8.8869,8.9698,203574.0
2023-09-24,9.1258,9.1258,8.8869,8.9698,203574.0
2023-09-25,8.96,9.1355,8.921,8.9795,196298.0
2023-09-26,8.921,9.2964,8.921,9.1355,359895.0
2023-09-27,9.194,9.3013,9.0868,9.155,209265.0
2023-09-28,9.194,9.3476,9.155,9.1745,258515.0
2023-09-29,9.2135,9.311,9.155,9.2135,187768.0
2023-09-30,9.2135,9.311,9.155,9.2135,187768.0
2023-10-01,9.2135,9.311,9.155,9.2135,187768.0
2023-10-02,9.2038,9.2623,9.038,9.0965,258856.0
2023-10-03,9.0673,9.0965,8.8333,8.882,179137.0
2023-10-04,8.8723,9.0273,8.8235,9.0088,214909.0
2023-10-05,9.0185,9.35,9.0185,9.3305,293917.0
2023-10-06,9.272,9.3988,9.1258,9.35,182714.0
2023-10-07,9.272,9.3988,9.1258,9.35,182714.0
2023-10-08,9.272,9.3988,9.1258,9.35,182714.0
2023-10-09,9.311,9.3305,9.1258,9.1355,173399.0
2023-10-10,9.1745,9.2769,9.1258,9.194,191080.0
2023-10-11,9.2038,9.3256,9.1063,9.194,101036.0
2023-10-12,9.155,9.155,8.9795,9.0283,121815.0
2023-10-13,9.116,9.1355,8.7858,8.804,131720.0
2023-10-14,9.116,9.1355,8.7858,8.804,131720.0
2023-10-15,9.116,9.1355,8.7858,8.804,131720.0
2023-10-16,8.8625,9.0283,8.8138,8.8966,229848.0
2023-10-17,8.9698,9.1063,8.843,9.0088,234324.0
2023-10-18,8.96,8.9893,8.7748,8.7845,138141.0
2023-10-19,8.804,8.9014,8.7358,8.7553,166270.0
2023-10-20,8.7748,8.7943,8.5213,8.531,181931.0
2023-10-21,8.7748,8.7943,8.5213,8.531,181931.0
2023-10-22,8.7748,8.7943,8.5213,8.531,181931.0
2023-10-23,8.5408,8.6285,8.492,8.5018,145943.0
2023-10-24,8.531,8.6578,8.3653,8.4823,129770.0
2023-10-25,8.453,8.5018,8.3068,8.4823,122389.0
2023-10-26,8.57,8.7114,8.336,8.492,139982.0
2023-10-27,8.4725,8.4725,8.18,8.2288,131740.0
2023-10-28,8.4725,8.4725,8.18,8.2288,131740.0
2023-10-29,8.4725,8.4725,8.18,8.2288,131740.0
2023-10-30,8.2873,8.4482,8.2385,8.4335,138556.0
2023-10-31,8.4238,8.4969,8.1898,8.3848,228253.0
2023-11-01,8.4043,8.5895,8.336,8.5408,144329.0
2023-11-02,8.6188,8.9113,8.6188,8.8918,175941.0
2023-11-03,9.116,9.3295,8.96,9.2428,146719.0
2023-11-04,9.116,9.3295,8.96,9.2428,146719.0
2023-11-05,9.116,9.3295,8.96,9.2428,146719.0
2023-11-06,9.2428,9.3256,9.0721,9.3013,149644.0
2023-11-07,9.321,9.321,9.153,9.1826,108821.0
2023-11-08,9.2222,9.2222,8.9108,8.9948,136336.0
2023-11-09,9.0344,9.0344,8.7675,8.807,132138.0
2023-11-10,8.8762,9.2222,8.8169,8.985,145876.0
2023-11-11,8.8762,9.2222,8.8169,8.985,145876.0
2023-11-12,8.8762,9.2222,8.8169,8.985,145876.0
2023-11-13,8.9158,9.0245,8.8663,8.9751,197158.0
2023-11-14,9.3111,9.8152,9.2469,9.7856,167193.0
2023-11-15,9.7559,9.8647,9.6769,9.7362,181329.0
2023-11-16,9.7065,9.7065,9.5385,9.6176,172567.0
2023-11-17,9.7559,9.8647,9.7461,9.8054,193766.0
2023-11-18,9.7559,9.8647,9.7461,9.8054,193766.0
2023-11-19,9.7559,9.8647,9.7461,9.8054,193766.0
2023-11-20,9.7757,9.8844,9.6571,9.8449,133431.0
2023-11-21,9.7757,9.8449,9.6769,9.6966,139100.0
2023-11-22,9.8054,9.8993,9.7065,9.7362,181050.0
2023-11-23,9.8054,9.8993,9.7065,9.7362,181050.0
2023-11-24,9.7164,9.8152,9.6571,9.7164,92676.0
2023-11-25,9.7164,9.8152,9.6571,9.7164,92676.0
2023-11-26,9.7164,9.8152,9.6571,9.7164,92676.0
2023-11-27,9.7263,9.7263,9.5286,9.5286,209546.0
2023-11-28,9.5484,9.5484,9.3111,9.3902,270290.0
2023-11-29,9.4891,9.7115,9.3507,9.667,200452.0
2023-11-30,9.7065,9.7065,9.4001,9.4298,429496.0
2023-12-01,9.4396,10.092,9.3803,10.0624,252905.0
2023-12-02,9.4396,10.092,9.3803,10.0624,252905.0
2023-12-03,9.4396,10.092,9.3803,10.0624,252905.0
2023-12-04,10.0129,10.6357,9.6818,10.5961,368204.0
2023-12-05,10.5665,10.6109,10.3984,10.5665,218857.0
2023-12-06,10.6159,10.8729,10.4775,10.517,172420.0
2023-12-07,10.5764,10.8333,10.5467,10.8235,176110.0
2023-12-08,10.8037,11.036,10.774,11.0014,150503.0
2023-12-09,10.8037,11.036,10.774,11.0014,150503.0
2023-12-10,10.8037,11.036,10.774,11.0014,150503.0
2023-12-11,11.0212,11.1299,10.8828,10.9618,245166.0
2023-12-12,10.9223,10.9717,10.8531,10.9322,134289.0
2023-12-13,10.9025,11.8416,10.774,11.8218,478394.0
2023-12-14,12.0788,12.4544,11.9206,12.1282,629504.0
2023-12-15,12.2073,12.2518,12.0689,12.0788,1213936.0
2023-12-16,12.2073,12.2518,12.0689,12.0788,1213936.0
2023-12-17,12.2073,12.2518,12.0689,12.0788,1213936.0
2023-12-18,12.1579,12.1677,11.9009,11.9404,439377.0
2023-12-19,12.0392,12.2567,11.9453,12.1875,390262.0
2023-12-20,12.1875,12.5038,12.0689,12.0887,214902.0
2023-12-21,12.2172,12.2913,12.0986,12.1579,205604.0
2023-12-22,12.2666,12.4149,12.059,12.1974,165453.0
2023-12-23,12.2666,12.4149,12.059,12.1974,165453.0
2023-12-24,12.2666,12.4149,12.059,12.1974,165453.0
2023-12-25,12.2666,12.4149,12.059,12.1974,165453.0
2023-12-26,12.2073,12.5236,12.1875,12.4939,124461.0
2023-12-27,12.573,12.7509,12.5532,12.6323,133157.0
2023-12-28,12.5434,12.6817,12.5038,12.6521,144849.0
2023-12-29,12.6224,12.6521,12.4346,12.4346,143198.0
2023-12-30,12.6224,12.6521,12.4346,12.4346,143198.0
2023-12-31,12.6224,12.6521,12.4346,12.4346,143198.0
2024-01-01,12.6224,12.6521,12.4346,12.4346,143198.0
2024-01-02,12.3555,12.5967,12.316,12.4149,220356.0
2024-01-03,12.2962,12.3753,12.0837,12.0887,200703.0
2024-01-04,12.0788,12.2567,12.0788,12.1776,204777.0
2024-01-05,12.0788,12.3555,12.0788,12.148,250975.0
2024-01-06,12.0788,12.3555,12.0788,12.148,250975.0
2024-01-07,12.0788,12.3555,12.0788,12.148,250975.0
2024-01-08,12.1282,12.316,12.0788,12.1875,130512.0
2024-01-09,12.0195,12.1134,11.9898,12.0788,150126.0
2024-01-10,12.0096,12.0986,11.9404,12.0788,200208.0
2024-01-11,11.9997,12.0837,11.9108,12.0689,222463.0
2024-01-12,12.1282,12.1875,11.9898,12.0195,157023.0
2024-01-13,12.1282,12.1875,11.9898,12.0195,157023.0
2024-01-14,12.1282,12.1875,11.9898,12.0195,157023.0
2024-01-15,12.1282,12.1875,11.9898,12.0195,157023.0
2024-01-16,11.8613,12.1159,11.8218,11.9898,209734.0
2024-01-17,11.7724,12.0047,11.7724,11.9799,178164.0
2024-01-18,12.0689,12.1084,11.9701,12.0294,138910.0
2024-01-19,12.1282,12.3358,11.9898,12.3259,153117.0
2024-01-20,12.1282,12.3358,11.9898,12.3259,153117.0
2024-01-21,12.1282,12.3358,11.9898,12.3259,153117.0
2024-01-22,12.4346,12.6719,12.4346,12.662,163466.0
2024-01-23,12.7608,12.7707,12.5038,12.5137,174595.0
2024-01-24,12.6817,12.7608,12.6027,12.7114,178478.0
2024-01-25,12.9585,13.3242,12.7312,13.1167,194830.0
2024-01-26,13.1562,13.2847,13.0573,13.1562,137526.0
2024-01-27,13.1562,13.2847,13.0573,13.1562,137526.0
2024-01-28,13.1562,13.2847,13.0573,13.1562,137526.0
2024-01-29,13.1167,13.2649,12.9585,13.087,288477.0
2024-01-30,12.998,12.998,12.2468,12.6027,340801.0
2024-01-31,12.3654,12.4445,11.8811,11.891,287434.0
2024-02-01,11.9503,12.0738,11.3869,11.6043,286066.0
2024-02-02,11.3671,11.5549,11.3177,11.3671,166319.0
2024-02-03,11.3671,11.5549,11.3177,11.3671,166319.0
2024-02-04,11.3671,11.5549,11.3177,11.3671,166319.0
2024-02-05,11.2287,11.288,11.0508,11.12,216798.0
2024-02-06,11.05,11.21,10.7934,10.86,187729.0
2024-02-07,10.88,10.98,10.39,10.42,199377.0
2024-02-08,10.43,10.73,10.37,10.73,371324.0
2024-02-09,10.73,11.02,10.57,10.99,250857.0
2024-02-10,10.73,11.02,10.57,10.99,250857.0
2024-02-11,10.73,11.02,10.57,10.99,250857.0
2024-02-12,11.03,11.32,11.0,11.17,214823.0
2024-02-13,10.8,11.245,10.45,10.53,208912.0
2024-02-14,10.65,10.82,10.42,10.61,170241.0
2024-02-15,10.69,10.93,10.46,10.91,265375.0
2024-02-16,10.78,10.88,10.47,10.67,850268.0
2024-02-17,10.78,10.88,10.47,10.67,850268.0
2024-02-18,10.78,10.88,10.47,10.67,850268.0
2024-02-19,10.78,10.88,10.47,10.67,850268.0
2024-02-20,10.65,10.8,10.46,10.51,215530.0
2024-02-21,10.5,10.58,10.27,10.32,135198.0
2024-02-22,10.27,10.27,9.95,9.99,258025.0
2024-02-23,10.02,10.11,9.89,10.03,281663.0
2024-02-24,10.02,10.11,9.89,10.03,281663.0
2024-02-25,10.02,10.11,9.89,10.03,281663.0
2024-02-26,10.0,10.14,9.95,10.09,189200.0
2024-02-27,10.11,10.18,9.91,9.96,155268.0
2024-02-28,9.88,10.005,9.85,9.86,168974.0
2024-02-29,10.08,10.26,9.95,10.1,352239.0
2024-03-01,10.04,10.2,9.815,10.06,249865.0
2024-03-02,10.04,10.2,9.815,10.06,249865.0
2024-03-03,10.04,10.2,9.815,10.06,249865.0
2024-03-04,10.08,10.255,9.96,9.98,233614.0
2024-03-05,9.98,10.24,9.88,10.15,157804.0
2024-03-06,10.14,10.26,9.81,10.14,162827.0
2024-03-07,10.27,10.41,9.94,9.98,208053.0
2024-03-08,10.08,10.5,10.03,10.21,269820.0
2024-03-09,10.08,10.5,10.03,10.21,269820.0
2024-03-10,10.08,10.5,10.03,10.21,269820.0
2024-03-11,10.13,10.265,10.05,10.08,117357.0
2024-03-12,9.99,10.07,9.86,9.87,143021.0
2024-03-13,9.83,9.9446,9.69,9.75,121247.0
2024-03-14,9.68,9.68,9.22,9.27,183808.0
2024-03-15,9.32,9.51,9.19,9.48,592544.0
2024-03-16,9.32,9.51,9.19,9.48,592544.0
2024-03-17,9.32,9.51,9.19,9.48,592544.0
2024-03-18,9.46,9.47,9.22,9.23,153813.0
2024-03-19,9.16,9.4914,9.13,9.29,130543.0
2024-03-20,9.22,9.72,9.175,9.6,123644.0
2024-03-21,9.67,9.86,9.5,9.59,177491.0
2024-03-22,9.66,9.66,9.3,9.34,119090.0
2024-03-23,9.66,9.66,9.3,9.34,119090.0
2024-03-24,9.66,9.66,9.3,9.34,119090.0
2024-03-25,9.37,9.47,9.305,9.41,113062.0
2024-03-26,9.44,9.53,9.25,9.33,100639.0
2024-03-27,9.39,9.64,9.38,9.64,182033.0
2024-03-28,9.65,9.8,9.63,9.72,170481.0
2024-03-29,9.65,9.8,9.63,9.72,170481.0
2024-03-30,9.65,9.8,9.63,9.72,170481.0
2024-03-31,9.65,9.8,9.63,9.72,170481.0
2024-04-01,9.75,9.75,9.48,9.69,174125.0
2024-04-02,9.54,9.63,9.44,9.61,232498.0
2024-04-03,9.53,9.635,9.42,9.5,172621.0
2024-04-04,9.59,9.66,9.25,9.28,182371.0
2024-04-05,9.18,9.25,9.075,9.09,159892.0
2024-04-06,9.18,9.25,9.075,9.09,159892.0
2024-04-07,9.18,9.25,9.075,9.09,159892.0
2024-04-08,9.14,9.3,9.14,9.23,137923.0
