,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity,FBK US Equity
2023-08-13,33.3614,33.7874,33.3119,33.7181,73099.0
2023-08-14,33.4109,33.4208,33.011,33.1335,80372.0
2023-08-15,32.7074,33.0542,32.3111,32.3309,104077.0
2023-08-16,32.1922,32.5686,31.9742,32.0634,84618.0
2023-08-17,32.2021,32.3408,31.6918,31.8949,110096.0
2023-08-18,31.5679,32.1922,31.5184,31.8454,131654.0
2023-08-19,31.5679,32.1922,31.5184,31.8454,131654.0
2023-08-20,31.5679,32.1922,31.5184,31.8454,131654.0
2023-08-21,31.8949,31.9445,31.1716,31.2013,74600.0
2023-08-22,31.0626,31.4738,30.2105,30.2402,141073.0
2023-08-23,30.052,30.914,30.052,30.6663,94276.0
2023-08-24,30.4285,31.1815,30.156,30.6861,120024.0
2023-08-25,30.7158,30.9635,30.0619,30.3096,58924.0
2023-08-26,30.7158,30.9635,30.0619,30.3096,58924.0
2023-08-27,30.7158,30.9635,30.0619,30.3096,58924.0
2023-08-28,30.3591,31.0626,29.9133,30.4978,73222.0
2023-08-29,30.587,30.8545,30.2204,30.6762,76412.0
2023-08-30,30.3492,30.6167,30.1486,30.2402,58309.0
2023-08-31,29.9033,30.4681,29.8439,30.1015,112104.0
2023-09-01,30.2997,30.9041,30.2997,30.7356,75765.0
2023-09-02,30.2997,30.9041,30.2997,30.7356,75765.0
2023-09-03,30.2997,30.9041,30.2997,30.7356,75765.0
2023-09-04,30.2997,30.9041,30.2997,30.7356,75765.0
2023-09-05,30.4186,30.4186,29.5169,29.5962,103080.0
2023-09-06,29.6953,29.8934,28.5954,28.6747,297753.0
2023-09-07,28.6351,28.754,28.2685,28.7143,219292.0
2023-09-08,28.7143,29.3088,28.4369,29.1701,140525.0
2023-09-09,28.7143,29.3088,28.4369,29.1701,140525.0
2023-09-10,28.7143,29.3088,28.4369,29.1701,140525.0
2023-09-11,29.2593,29.5764,28.8828,28.9621,86426.0
2023-09-12,28.9918,29.3386,28.7936,29.1602,98209.0
2023-09-13,29.1305,29.1305,28.1695,28.5756,115541.0
2023-09-14,28.9422,29.9232,28.9422,29.9033,167403.0
2023-09-15,29.616,29.8934,28.9125,29.0314,695056.0
2023-09-16,29.616,29.8934,28.9125,29.0314,695056.0
2023-09-17,29.616,29.8934,28.9125,29.0314,695056.0
2023-09-18,29.1899,29.3088,28.5162,28.5855,103799.0
2023-09-19,28.4964,28.9521,28.1273,28.318,98079.0
2023-09-20,28.5657,28.8729,27.882,27.9019,84131.0
2023-09-21,27.783,27.9415,27.344,27.6244,165106.0
2023-09-22,27.5551,28.1298,27.3371,27.4758,111188.0
2023-09-23,27.5551,28.1298,27.3371,27.4758,111188.0
2023-09-24,27.5551,28.1298,27.3371,27.4758,111188.0
2023-09-25,27.4064,27.9316,27.2875,27.8424,135512.0
2023-09-26,27.5154,28.1595,27.5154,27.6145,141713.0
2023-09-27,27.882,28.4567,27.5147,28.1892,136437.0
2023-09-28,28.3775,28.9026,28.1397,28.2487,267928.0
2023-09-29,28.4765,28.7143,28.0406,28.1,200547.0
2023-09-30,28.4765,28.7143,28.0406,28.1,200547.0
2023-10-01,28.4765,28.7143,28.0406,28.1,200547.0
2023-10-02,28.1595,28.3874,27.9811,28.2288,160023.0
2023-10-03,28.0703,28.2685,27.1736,27.3371,135276.0
2023-10-04,28.863,29.0512,27.5055,28.3676,329795.0
2023-10-05,28.5063,29.071,28.4865,28.9521,169823.0
2023-10-06,28.6648,29.2791,28.3477,28.8531,138430.0
2023-10-07,28.6648,29.2791,28.3477,28.8531,138430.0
2023-10-08,28.6648,29.2791,28.3477,28.8531,138430.0
2023-10-09,28.6153,29.0116,28.5657,28.5954,101651.0
2023-10-10,28.6945,28.9918,28.3973,28.5756,143277.0
2023-10-11,28.536,28.9711,28.2288,28.4468,87138.0
2023-10-12,28.4468,28.4468,27.8028,28.1298,106785.0
2023-10-13,28.3874,28.4865,27.3965,27.4263,159034.0
2023-10-14,28.3874,28.4865,27.3965,27.4263,159034.0
2023-10-15,28.3874,28.4865,27.3965,27.4263,159034.0
2023-10-16,27.7334,28.2487,27.6432,27.9316,266809.0
2023-10-17,27.4461,28.9621,27.3569,28.4567,391587.0
2023-10-18,29.6061,29.9727,28.6252,28.972,502154.0
2023-10-19,29.0215,30.0222,29.0215,29.9232,403207.0
2023-10-20,29.9529,29.9628,29.0512,29.0611,408307.0
2023-10-21,29.9529,29.9628,29.0512,29.0611,408307.0
2023-10-22,29.9529,29.9628,29.0512,29.0611,408307.0
2023-10-23,28.9323,29.5863,28.8337,29.2197,348255.0
2023-10-24,29.2989,29.7052,28.3477,28.5162,293020.0
2023-10-25,28.0703,28.7143,27.4907,28.4072,265288.0
2023-10-26,28.5459,29.6755,28.5459,29.5169,173884.0
2023-10-27,28.9621,29.1404,28.318,28.6153,175906.0
2023-10-28,28.9621,29.1404,28.318,28.6153,175906.0
2023-10-29,28.9621,29.1404,28.318,28.6153,175906.0
2023-10-30,28.863,29.2385,28.7936,29.0116,100035.0
2023-10-31,28.8729,29.3881,28.754,29.1008,104734.0
2023-11-01,28.9521,29.2493,28.5262,29.1008,125516.0
2023-11-02,29.4476,31.1518,29.2791,31.1122,215601.0
2023-11-03,32.0931,33.0691,30.8446,32.8164,265385.0
2023-11-04,32.0931,33.0691,30.8446,32.8164,265385.0
2023-11-05,32.0931,33.0691,30.8446,32.8164,265385.0
2023-11-06,32.7368,33.0453,32.4183,32.4183,241813.0
2023-11-07,32.2291,32.4382,31.8211,31.9504,142751.0
2023-11-08,31.9305,31.9903,30.8864,31.1542,106543.0
2023-11-09,31.1144,31.1637,30.3081,30.4176,119323.0
2023-11-10,30.5371,30.7559,30.0108,30.5172,111768.0
2023-11-11,30.5371,30.7559,30.0108,30.5172,111768.0
2023-11-12,30.5371,30.7559,30.0108,30.5172,111768.0
2023-11-13,30.0195,31.0049,29.8702,30.8158,85001.0
2023-11-14,32.1993,33.971,32.1893,33.9212,246409.0
2023-11-15,33.7421,34.4985,33.7421,34.0606,181497.0
2023-11-16,33.8018,33.8615,33.1648,33.6127,96428.0
2023-11-17,34.0904,34.7474,33.8117,34.2795,209041.0
2023-11-18,34.0904,34.7474,33.8117,34.2795,209041.0
2023-11-19,34.0904,34.7474,33.8117,34.2795,209041.0
2023-11-20,34.1103,34.1103,33.6226,33.8018,73774.0
2023-11-21,33.6425,33.6425,32.9607,32.9956,77152.0
2023-11-22,33.533,33.533,32.8263,33.1249,66296.0
2023-11-23,33.533,33.533,32.8263,33.1249,66296.0
2023-11-24,33.1548,33.3041,32.9159,33.0254,27408.0
2023-11-25,33.1548,33.3041,32.9159,33.0254,27408.0
2023-11-26,33.1548,33.3041,32.9159,33.0254,27408.0
2023-11-27,32.5875,32.8861,32.4083,32.6671,99514.0
2023-11-28,32.7368,32.7368,31.9451,32.249,89968.0
2023-11-29,32.5974,33.2841,32.5974,33.105,133883.0
2023-11-30,33.1349,33.7421,32.6671,33.4036,178771.0
2023-12-01,33.0453,35.3943,33.0254,35.245,205621.0
2023-12-02,33.0453,35.3943,33.0254,35.245,205621.0
2023-12-03,33.0453,35.3943,33.0254,35.245,205621.0
2023-12-04,34.9365,36.29,34.6926,35.8522,161064.0
2023-12-05,35.7029,36.5987,35.1356,35.474,80951.0
2023-12-06,35.8024,36.9869,35.3844,35.5337,101439.0
2023-12-07,35.454,36.4295,35.3545,36.4195,139902.0
2023-12-08,36.5489,37.0964,36.0612,36.529,100261.0
2023-12-09,36.5489,37.0964,36.0612,36.529,100261.0
2023-12-10,36.5489,37.0964,36.0612,36.529,100261.0
2023-12-11,36.529,36.7579,36.0363,36.6285,114630.0
2023-12-12,36.6584,36.8674,36.2055,36.4195,86121.0
2023-12-13,36.4195,38.5197,36.0811,38.4898,200179.0
2023-12-14,39.7539,40.3014,38.8581,40.0227,188018.0
2023-12-15,39.8236,39.9231,38.6541,39.0472,809861.0
2023-12-16,39.8236,39.9231,38.6541,39.0472,809861.0
2023-12-17,39.8236,39.9231,38.6541,39.0472,809861.0
2023-12-18,39.2861,39.3458,38.5097,38.7287,135358.0
2023-12-19,39.1269,40.0426,38.886,39.7539,141920.0
2023-12-20,39.8136,40.809,39.2762,39.3359,291432.0
2023-12-21,39.6544,39.8535,39.0024,39.1069,129124.0
2023-12-22,39.5349,40.1122,39.53,39.8335,94208.0
2023-12-23,39.5349,40.1122,39.53,39.8335,94208.0
2023-12-24,39.5349,40.1122,39.53,39.8335,94208.0
2023-12-25,39.5349,40.1122,39.53,39.8335,94208.0
2023-12-26,40.2416,40.4507,39.8136,40.3909,122346.0
2023-12-27,40.6099,40.6099,40.0276,40.2715,94124.0
2023-12-28,40.0923,40.6,40.0923,40.5701,112200.0
2023-12-29,40.381,40.6995,39.6245,39.6643,108025.0
2023-12-30,40.381,40.6995,39.6245,39.6643,108025.0
2023-12-31,40.381,40.6995,39.6245,39.6643,108025.0
2024-01-01,40.381,40.6995,39.6245,39.6643,108025.0
2024-01-02,39.1766,39.9928,38.9626,39.2662,147411.0
2024-01-03,38.9676,39.0373,38.0618,38.3405,158317.0
2024-01-04,38.5396,39.1667,38.4998,38.5496,106855.0
2024-01-05,38.3107,39.1119,38.1116,38.659,104073.0
2024-01-06,38.3107,39.1119,38.1116,38.659,104073.0
2024-01-07,38.3107,39.1119,38.1116,38.659,104073.0
2024-01-08,38.6292,39.1368,38.45,39.1368,126183.0
2024-01-09,38.3903,39.087,38.1116,38.6889,101625.0
2024-01-10,38.3604,39.0373,38.2012,39.0273,107889.0
2024-01-11,38.5794,38.8581,37.6836,38.3604,152604.0
2024-01-12,38.9776,39.2521,37.9026,38.1813,96837.0
2024-01-13,38.9776,39.2521,37.9026,38.1813,96837.0
2024-01-14,38.9776,39.2521,37.9026,38.1813,96837.0
2024-01-15,38.9776,39.2521,37.9026,38.1813,96837.0
2024-01-16,35.9019,37.6637,35.882,36.6783,208495.0
2024-01-17,34.9265,36.1906,34.6379,35.2152,188488.0
2024-01-18,35.4839,36.6285,34.9663,36.3399,288999.0
2024-01-19,36.6285,37.3651,36.0114,37.2954,201767.0
2024-01-20,36.6285,37.3651,36.0114,37.2954,201767.0
2024-01-21,36.6285,37.3651,36.0114,37.2954,201767.0
2024-01-22,37.8329,38.4251,37.4945,38.3206,169672.0
2024-01-23,38.7984,38.7984,38.0121,38.0121,173497.0
2024-01-24,38.5396,38.7984,37.7533,38.3803,141076.0
2024-01-25,38.8681,38.9825,37.7035,38.1813,226936.0
2024-01-26,38.669,38.9975,38.0115,38.2908,74847.0
2024-01-27,38.669,38.9975,38.0115,38.2908,74847.0
2024-01-28,38.669,38.9975,38.0115,38.2908,74847.0
2024-01-29,38.1614,39.2164,38.1614,39.1965,90433.0
2024-01-30,39.2861,39.3259,38.5894,39.1468,82709.0
2024-01-31,38.2211,38.878,36.8674,37.0765,163874.0
2024-02-01,37.3153,37.7533,35.5934,36.9072,249667.0
2024-02-02,35.892,36.9869,35.7969,36.6285,133691.0
2024-02-03,35.892,36.9869,35.7969,36.6285,133691.0
2024-02-04,35.892,36.9869,35.7969,36.6285,133691.0
2024-02-05,36.0214,36.2442,35.4142,35.7825,137507.0
2024-02-06,35.7327,36.111,35.3943,35.8223,159790.0
2024-02-07,35.7427,35.7427,34.4886,35.4043,126389.0
2024-02-08,35.1654,35.6531,34.8718,35.5436,155100.0
2024-02-09,35.6033,36.4394,35.1505,36.32,130944.0
2024-02-10,35.6033,36.4394,35.1505,36.32,130944.0
2024-02-11,35.6033,36.4394,35.1505,36.32,130944.0
2024-02-12,36.35,37.62,36.35,37.07,121372.0
2024-02-13,35.61,36.33,34.62,35.17,169861.0
2024-02-14,35.79,35.88,35.1901,35.74,118118.0
2024-02-15,36.11,37.79,36.11,37.6,136247.0
2024-02-16,37.23,37.6288,36.85,37.39,101257.0
2024-02-17,37.23,37.6288,36.85,37.39,101257.0
2024-02-18,37.23,37.6288,36.85,37.39,101257.0
2024-02-19,37.23,37.6288,36.85,37.39,101257.0
2024-02-20,36.68,37.545,36.68,36.83,105382.0
2024-02-21,36.76,36.76,35.88,36.12,115088.0
2024-02-22,35.95,36.0,35.3,35.79,120177.0
2024-02-23,35.72,36.275,35.19,35.6,66041.0
2024-02-24,35.72,36.275,35.19,35.6,66041.0
2024-02-25,35.72,36.275,35.19,35.6,66041.0
2024-02-26,35.27,35.68,34.8307,35.26,90855.0
2024-02-27,35.43,35.795,35.06,35.15,63694.0
2024-02-28,34.73,35.18,34.73,34.85,63662.0
2024-02-29,35.69,36.28,35.31,35.64,105689.0
2024-03-01,35.49,35.49,34.7,35.05,87432.0
2024-03-02,35.49,35.49,34.7,35.05,87432.0
2024-03-03,35.49,35.49,34.7,35.05,87432.0
2024-03-04,35.03,35.75,34.79,34.91,62651.0
2024-03-05,34.77,36.26,34.32,35.96,87652.0
2024-03-06,36.12,36.55,35.24,35.94,83771.0
2024-03-07,36.21,36.75,35.9701,36.44,70190.0
2024-03-08,37.04,37.11,36.5301,36.64,104446.0
2024-03-09,37.04,37.11,36.5301,36.64,104446.0
2024-03-10,37.04,37.11,36.5301,36.64,104446.0
2024-03-11,36.56,36.7327,36.255,36.39,67119.0
2024-03-12,36.22,36.22,35.38,35.68,69782.0
2024-03-13,35.46,36.125,35.32,35.44,82476.0
2024-03-14,35.08,35.19,34.2343,34.47,137286.0
2024-03-15,34.41,35.18,34.41,34.88,307855.0
2024-03-16,34.41,35.18,34.41,34.88,307855.0
2024-03-17,34.41,35.18,34.41,34.88,307855.0
2024-03-18,34.8,35.0,34.31,34.33,91744.0
2024-03-19,34.34,34.7,34.32,34.4,79158.0
2024-03-20,34.17,36.37,34.1329,35.94,123809.0
2024-03-21,37.17,37.84,36.59,37.25,192150.0
2024-03-22,37.54,37.54,36.35,36.36,79372.0
2024-03-23,37.54,37.54,36.35,36.36,79372.0
2024-03-24,37.54,37.54,36.35,36.36,79372.0
2024-03-25,36.58,37.33,35.97,36.03,103833.0
2024-03-26,36.41,36.41,35.84,35.96,82713.0
2024-03-27,36.32,37.7,36.299,37.65,98320.0
2024-03-28,37.61,38.39,37.205,37.66,143652.0
2024-03-29,37.61,38.39,37.205,37.66,143652.0
2024-03-30,37.61,38.39,37.205,37.66,143652.0
2024-03-31,37.61,38.39,37.205,37.66,143652.0
2024-04-01,37.97,37.97,36.63,36.85,122681.0
2024-04-02,36.2,36.42,35.9225,36.1,135675.0
2024-04-03,35.66,36.21,35.66,36.04,138029.0
2024-04-04,36.5,36.92,35.73,35.83,160306.0
2024-04-05,35.55,36.27,35.42,36.12,105887.0
2024-04-06,35.55,36.27,35.42,36.12,105887.0
2024-04-07,35.55,36.27,35.42,36.12,105887.0
2024-04-08,36.24,36.88,36.24,36.67,120188.0
