,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity,RRX US Equity
2023-08-14,155.9672,157.0797,154.4077,155.8281,314236.0
2023-08-15,155.0831,155.9225,153.6031,153.8018,179554.0
2023-08-16,153.0171,154.7752,151.9145,152.0238,175833.0
2023-08-17,152.8184,153.4144,147.6434,148.0109,268600.0
2023-08-18,147.2262,148.4479,145.8256,146.4812,340955.0
2023-08-19,147.2262,148.4479,145.8256,146.4812,340955.0
2023-08-20,147.2262,148.4479,145.8256,146.4812,340955.0
2023-08-21,146.8885,147.0275,145.2595,146.6401,221952.0
2023-08-22,147.0573,149.2724,146.8686,148.2493,273895.0
2023-08-23,148.3287,153.4045,147.3205,153.037,323104.0
2023-08-24,152.2523,155.2421,152.2523,152.9674,322195.0
2023-08-25,153.623,154.4276,151.6066,153.9607,258809.0
2023-08-26,153.623,154.4276,151.6066,153.9607,258809.0
2023-08-27,153.623,154.4276,151.6066,153.9607,258809.0
2023-08-28,154.209,156.6128,154.1594,155.7288,147201.0
2023-08-29,155.4904,158.9173,155.098,157.6558,216634.0
2023-08-30,157.477,160.2383,157.1989,159.2848,259709.0
2023-08-31,159.106,161.8276,158.2518,161.1025,242930.0
2023-09-01,162.2547,164.0874,162.2547,163.7844,329844.0
2023-09-02,162.2547,164.0874,162.2547,163.7844,329844.0
2023-09-03,162.2547,164.0874,162.2547,163.7844,329844.0
2023-09-04,162.2547,164.0874,162.2547,163.7844,329844.0
2023-09-05,162.3938,162.3938,158.5795,159.543,296309.0
2023-09-06,159.6821,161.8375,158.6491,160.5959,261218.0
2023-09-07,159.4636,162.0163,158.6838,161.3806,320278.0
2023-09-08,160.5761,160.5761,156.0864,156.3943,242544.0
2023-09-09,160.5761,160.5761,156.0864,156.3943,242544.0
2023-09-10,160.5761,160.5761,156.0864,156.3943,242544.0
2023-09-11,157.2585,157.2585,153.4243,153.5038,281119.0
2023-09-12,152.5006,154.1395,149.5306,149.6399,290499.0
2023-09-13,149.3618,149.3618,147.0971,148.2989,286043.0
2023-09-14,149.6498,152.3417,149.1507,152.2423,209930.0
2023-09-15,150.8318,152.2622,148.7608,150.3253,589436.0
2023-09-16,150.8318,152.2622,148.7608,150.3253,589436.0
2023-09-17,150.8318,152.2622,148.7608,150.3253,589436.0
2023-09-18,150.9411,156.0367,150.4345,155.7785,373934.0
2023-09-19,155.3315,157.2187,154.3928,154.5567,681553.0
2023-09-20,155.9572,157.1492,150.3849,150.9113,352219.0
2023-09-21,149.6697,149.6697,145.7859,146.3918,372534.0
2023-09-22,146.2428,146.958,144.5741,145.468,290148.0
2023-09-23,146.2428,146.958,144.5741,145.468,290148.0
2023-09-24,146.2428,146.958,144.5741,145.468,290148.0
2023-09-25,144.8919,145.478,142.4484,143.5907,479858.0
2023-09-26,142.2299,143.1139,139.1656,141.8624,431639.0
2023-09-27,143.3225,144.0278,140.3029,141.4055,274789.0
2023-09-28,141.4952,146.0756,141.1566,143.8152,193313.0
2023-09-29,145.1794,146.2548,141.9532,142.2718,298717.0
2023-09-30,145.1794,146.2548,141.9532,142.2718,298717.0
2023-10-01,145.1794,146.2548,141.9532,142.2718,298717.0
2023-10-02,142.2021,143.7007,140.823,140.9575,346940.0
2023-10-03,138.9261,140.4994,135.9986,137.6416,418520.0
2023-10-04,137.8408,138.0947,135.7895,136.4467,354792.0
2023-10-05,136.5164,137.2832,132.9716,133.4794,465144.0
2023-10-06,132.8123,136.9346,132.643,134.6345,427358.0
2023-10-07,132.8123,136.9346,132.643,134.6345,427358.0
2023-10-08,132.8123,136.9346,132.643,134.6345,427358.0
2023-10-09,134.1366,135.1324,131.7867,133.0712,348089.0
2023-10-10,134.1665,137.8408,134.1217,137.1637,432277.0
2023-10-11,137.1238,138.7519,135.1025,137.2433,363596.0
2023-10-12,137.791,138.3386,133.8229,134.276,456316.0
2023-10-13,133.8976,135.2618,128.6799,129.357,313752.0
2023-10-14,133.8976,135.2618,128.6799,129.357,313752.0
2023-10-15,133.8976,135.2618,128.6799,129.357,313752.0
2023-10-16,131.4282,132.7824,130.2034,130.8407,292103.0
2023-10-17,129.6757,135.217,128.5206,132.0157,467807.0
2023-10-18,129.5562,129.5562,125.1351,125.155,389108.0
2023-10-19,125.0156,127.0867,123.3676,124.2787,465726.0
2023-10-20,123.8804,123.995,120.4999,122.2474,328886.0
2023-10-21,123.8804,123.995,120.4999,122.2474,328886.0
2023-10-22,123.8804,123.995,120.4999,122.2474,328886.0
2023-10-23,122.0582,123.4622,118.3839,118.5233,541905.0
2023-10-24,120.007,120.2858,117.6322,117.896,429351.0
2023-10-25,117.4579,117.4579,114.6798,114.7893,437203.0
2023-10-26,115.556,118.7524,115.0482,116.5717,643879.0
2023-10-27,116.8107,119.5589,115.2772,118.2445,480007.0
2023-10-28,116.8107,119.5589,115.2772,118.2445,480007.0
2023-10-29,116.8107,119.5589,115.2772,118.2445,480007.0
2023-10-30,119.5788,119.5788,116.9102,117.8263,397583.0
2023-10-31,116.9401,119.1606,116.8804,117.906,475082.0
2023-11-01,117.9159,119.081,115.337,117.7068,837339.0
2023-11-02,106.5545,110.3184,96.7664,99.1561,2341498.0
2023-11-03,101.5658,107.2466,100.4606,105.4592,1530661.0
2023-11-04,101.5658,107.2466,100.4606,105.4592,1530661.0
2023-11-05,101.5658,107.2466,100.4606,105.4592,1530661.0
2023-11-06,105.8674,105.9372,99.7536,100.7593,896315.0
2023-11-07,100.3411,102.4321,99.5744,101.5061,647369.0
2023-11-08,101.8446,106.7288,101.2074,105.6882,857391.0
2023-11-09,108.068,108.8149,106.196,106.2956,650630.0
2023-11-10,106.196,110.2587,104.6626,109.7907,841416.0
2023-11-11,106.196,110.2587,104.6626,109.7907,841416.0
2023-11-12,106.196,110.2587,104.6626,109.7907,841416.0
2023-11-13,109.7409,109.8703,108.1826,109.0339,554812.0
2023-11-14,111.6228,116.8704,110.8561,115.1179,903023.0
2023-11-15,115.4166,118.6925,115.1179,116.9999,715637.0
2023-11-16,116.5119,118.4835,114.0226,114.63,411683.0
2023-11-17,114.8988,115.6357,114.5105,115.4465,368800.0
2023-11-18,114.8988,115.6357,114.5105,115.4465,368800.0
2023-11-19,114.8988,115.6357,114.5105,115.4465,368800.0
2023-11-20,115.2175,116.024,114.3711,115.566,356526.0
2023-11-21,115.3768,115.3768,113.9927,114.7196,510757.0
2023-11-22,115.6058,116.024,114.1869,114.5205,231502.0
2023-11-23,115.6058,116.024,114.1869,114.5205,231502.0
2023-11-24,113.8931,116.2829,113.5845,114.859,137975.0
2023-11-25,113.8931,116.2829,113.5845,114.859,137975.0
2023-11-26,113.8931,116.2829,113.5845,114.859,137975.0
2023-11-27,114.4806,115.9842,113.3007,115.9045,284873.0
2023-11-28,115.1478,116.5119,113.694,114.4209,313983.0
2023-11-29,116.0041,117.7068,116.0041,117.199,426255.0
2023-11-30,117.7765,119.6884,116.8256,119.2901,702582.0
2023-12-01,118.8022,124.2911,118.7573,123.7809,523195.0
2023-12-02,118.8022,124.2911,118.7573,123.7809,523195.0
2023-12-03,118.8022,124.2911,118.7573,123.7809,523195.0
2023-12-04,122.7154,126.5988,122.7154,126.2603,554430.0
2023-12-05,125.0953,126.1507,123.0789,123.293,786261.0
2023-12-06,124.3883,127.6444,123.1834,123.9302,521789.0
2023-12-07,124.6571,125.1899,121.9686,122.7752,496129.0
2023-12-08,122.3271,124.0199,122.2624,123.2332,381310.0
2023-12-09,122.3271,124.0199,122.2624,123.2332,381310.0
2023-12-10,122.3271,124.0199,122.2624,123.2332,381310.0
2023-12-11,123.9701,130.4623,123.9701,129.9147,725816.0
2023-12-12,130.0541,130.0541,128.0725,128.6003,311518.0
2023-12-13,128.3414,136.855,128.3414,135.441,727504.0
2023-12-14,138.8564,148.7143,138.8564,148.1268,1221325.0
2023-12-15,147.7584,148.8089,144.8309,145.8366,954537.0
2023-12-16,147.7584,148.8089,144.8309,145.8366,954537.0
2023-12-17,147.7584,148.8089,144.8309,145.8366,954537.0
2023-12-18,147.4099,147.4099,142.7996,144.6815,314180.0
2023-12-19,145.9959,148.311,145.0997,146.3146,219876.0
2023-12-20,146.0955,148.4952,143.9447,144.0841,395255.0
2023-12-21,145.6872,147.2904,144.8508,147.1111,330134.0
2023-12-22,148.0073,149.71,147.2008,148.1268,244623.0
2023-12-23,148.0073,149.71,147.2008,148.1268,244623.0
2023-12-24,148.0073,149.71,147.2008,148.1268,244623.0
2023-12-25,148.0073,149.71,147.2008,148.1268,244623.0
2023-12-26,148.5251,152.4085,148.3508,151.1937,196384.0
2023-12-27,151.8509,152.2926,149.72,150.7755,292410.0
2023-12-28,150.9351,151.481,148.5198,149.2085,230915.0
2023-12-29,148.5098,149.5378,147.5966,147.7314,188103.0
2023-12-30,148.5098,149.5378,147.5966,147.7314,188103.0
2023-12-31,148.5098,149.5378,147.5966,147.7314,188103.0
2024-01-01,148.5098,149.5378,147.5966,147.7314,188103.0
2024-01-02,146.8631,148.6258,144.318,144.4677,386221.0
2024-01-03,142.8509,142.8509,137.8008,141.2341,505865.0
2024-01-04,142.1423,142.5615,138.3098,138.7589,805848.0
2024-01-05,137.691,141.1343,137.691,139.2879,248453.0
2024-01-06,137.691,141.1343,137.691,139.2879,248453.0
2024-01-07,137.691,141.1343,137.691,139.2879,248453.0
2024-01-08,138.2499,141.5035,137.0822,141.2341,241673.0
2024-01-09,139.6172,140.6951,137.8107,139.9965,185620.0
2024-01-10,139.1781,140.6053,138.5393,140.2859,207310.0
2024-01-11,139.4974,140.5704,136.8626,137.701,397965.0
2024-01-12,139.0284,140.4656,136.8327,138.3197,249308.0
2024-01-13,139.0284,140.4656,136.8327,138.3197,249308.0
2024-01-14,139.0284,140.4656,136.8327,138.3197,249308.0
2024-01-15,139.0284,140.4656,136.8327,138.3197,249308.0
2024-01-16,137.3716,137.687,133.5241,134.3176,321993.0
2024-01-17,131.034,134.0481,130.8144,133.2397,285449.0
2024-01-18,134.597,137.5213,132.8604,137.5013,457548.0
2024-01-19,137.5313,140.8049,136.7528,139.5773,512171.0
2024-01-20,137.5313,140.8049,136.7528,139.5773,512171.0
2024-01-21,137.5313,140.8049,136.7528,139.5773,512171.0
2024-01-22,140.8049,141.8079,139.5274,140.1562,252629.0
2024-01-23,141.8728,141.8728,138.0802,138.5393,312500.0
2024-01-24,140.9945,140.9945,135.655,135.7847,391207.0
2024-01-25,137.5113,139.0483,135.8146,137.5612,374867.0
2024-01-26,138.3796,139.0683,136.2238,136.6031,278124.0
2024-01-27,138.3796,139.0683,136.2238,136.6031,278124.0
2024-01-28,138.3796,139.0683,136.2238,136.6031,278124.0
2024-01-29,136.2338,138.9884,135.7947,138.9884,373295.0
2024-01-30,137.5413,139.9166,137.5413,138.6092,232114.0
2024-01-31,137.8706,137.8956,133.06,133.1998,496054.0
2024-02-01,135.625,137.4215,133.4143,136.5732,646932.0
2024-02-02,135.4553,139.4276,134.7066,139.0284,535086.0
2024-02-03,135.4553,139.4276,134.7066,139.0284,535086.0
2024-02-04,135.4553,139.4276,134.7066,139.0284,535086.0
2024-02-05,136.6231,137.182,134.8665,135.7548,459572.0
2024-02-06,136.3935,137.7409,135.2857,137.2219,489277.0
2024-02-07,138.3297,142.3519,136.4334,140.4855,722282.0
2024-02-08,151.2645,153.5001,145.2163,147.7114,1303267.0
2024-02-09,148.0408,152.3972,147.5916,151.7435,688875.0
2024-02-10,148.0408,152.3972,147.5916,151.7435,688875.0
2024-02-11,148.0408,152.3972,147.5916,151.7435,688875.0
2024-02-12,151.4441,155.4263,150.8453,154.0191,557025.0
2024-02-13,148.7793,152.4422,147.8112,149.9171,767095.0
2024-02-14,151.0349,153.3204,149.8173,153.1109,631286.0
2024-02-15,153.9792,157.5222,153.3504,157.3027,512611.0
2024-02-16,156.3944,161.7739,156.0551,161.0753,783654.0
2024-02-17,156.3944,161.7739,156.0551,161.0753,783654.0
2024-02-18,156.3944,161.7739,156.0551,161.0753,783654.0
2024-02-19,156.3944,161.7739,156.0551,161.0753,783654.0
2024-02-20,158.7898,159.5483,156.9484,158.4404,523386.0
2024-02-21,157.9414,160.6761,157.652,160.6661,620201.0
2024-02-22,162.5324,167.2233,162.5324,166.2651,802309.0
2024-02-23,166.7841,168.8002,166.2751,168.1415,472270.0
2024-02-24,166.7841,168.8002,166.2751,168.1415,472270.0
2024-02-25,166.7841,168.8002,166.2751,168.1415,472270.0
2024-02-26,167.7622,168.2413,165.6164,167.4029,507938.0
2024-02-27,168.391,170.1076,167.8371,168.7902,496330.0
2024-02-28,168.7802,170.5967,167.4329,170.3572,363288.0
2024-02-29,171.2354,172.2235,169.928,171.1556,596786.0
2024-03-01,171.5249,172.4231,170.432,171.0857,447412.0
2024-03-02,171.5249,172.4231,170.432,171.0857,447412.0
2024-03-03,171.5249,172.4231,170.432,171.0857,447412.0
2024-03-04,172.4032,173.2315,170.8163,171.6147,401869.0
2024-03-05,170.2573,171.6147,165.6863,166.2152,462203.0
2024-03-06,168.2213,168.3411,166.4149,166.854,325632.0
2024-03-07,167.9918,170.1376,167.1484,168.8102,583254.0
2024-03-08,171.9441,175.2177,171.1955,172.7425,452662.0
2024-03-09,171.9441,175.2177,171.1955,172.7425,452662.0
2024-03-10,171.9441,175.2177,171.1955,172.7425,452662.0
2024-03-11,171.3053,172.3133,167.6724,171.2354,340466.0
2024-03-12,171.6546,175.8065,171.4288,175.1079,461751.0
2024-03-13,175.1079,175.6967,173.8653,174.3094,352732.0
2024-03-14,174.6288,174.6288,169.2693,170.7065,233199.0
2024-03-15,170.4669,173.7306,170.3821,172.3333,770611.0
2024-03-16,170.4669,173.7306,170.3821,172.3333,770611.0
2024-03-17,170.4669,173.7306,170.3821,172.3333,770611.0
2024-03-18,173.3812,174.4192,172.1536,173.1816,263492.0
2024-03-19,172.1137,174.5589,171.994,173.6008,346574.0
2024-03-20,173.9002,178.4513,173.6607,177.3235,435931.0
2024-03-21,179.2897,183.4915,178.4414,182.0144,357052.0
2024-03-22,181.7449,182.4885,179.7189,180.8566,436108.0
2024-03-23,181.7449,182.4885,179.7189,180.8566,436108.0
2024-03-24,181.7449,182.4885,179.7189,180.8566,436108.0
2024-03-25,182.4136,182.9026,177.9224,178.0821,370691.0
2024-03-26,178.7508,179.8286,176.7347,179.1101,481363.0
2024-03-27,179.96,180.15,177.16,178.34,547498.0
2024-03-28,179.19,181.29,176.86,180.1,616936.0
2024-03-29,179.19,181.29,176.86,180.1,616936.0
2024-03-30,179.19,181.29,176.86,180.1,616936.0
2024-03-31,179.19,181.29,176.86,180.1,616936.0
2024-04-01,180.19,180.325,175.94,176.01,509883.0
2024-04-02,173.76,175.29,172.145,174.37,390873.0
2024-04-03,174.52,176.2875,173.56,173.99,350938.0
2024-04-04,175.83,175.83,171.65,172.74,299650.0
2024-04-05,173.44,175.385,172.27,172.4,518881.0
2024-04-06,173.44,175.385,172.27,172.4,518881.0
2024-04-07,173.44,175.385,172.27,172.4,518881.0
2024-04-08,174.68,174.78,172.57,172.98,359425.0
