,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity,AAPL US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2023-07-27,194.985,196.158,191.533,192.199,47460180.0
2023-07-28,193.642,195.587,193.114,194.796,48291443.0
2023-07-29,193.642,195.587,193.114,194.796,48291443.0
2023-07-30,193.642,195.587,193.114,194.796,48291443.0
2023-07-31,195.024,195.452,194.229,195.412,38824113.0
2023-08-01,195.198,195.691,194.248,194.572,35281426.0
2023-08-02,194.01,194.149,190.837,191.563,50389327.0
2023-08-03,190.558,191.354,189.683,190.16,62243282.0
2023-08-04,184.54,186.39,180.959,181.029,115956841.0
2023-08-05,184.54,186.39,180.959,181.029,115956841.0
2023-08-06,184.54,186.39,180.959,181.029,115956841.0
2023-08-07,181.168,182.163,176.413,177.905,97576069.0
2023-08-08,178.741,179.318,176.642,178.85,67823003.0
2023-08-09,179.915,179.974,176.075,177.249,60378492.0
2023-08-10,178.532,179.795,176.662,177.03,54686851.0
2023-08-11,176.622,177.916,175.855,177.09,52036672.0
2023-08-12,176.622,177.916,175.855,177.09,52036672.0
2023-08-13,176.622,177.916,175.855,177.09,52036672.0
2023-08-14,177.269,178.982,176.607,178.753,43675627.0
2023-08-15,178.175,178.773,176.353,176.751,43622593.0
2023-08-16,176.432,177.837,175.805,175.875,46964857.0
2023-08-17,176.442,176.806,172.797,173.315,66062882.0
2023-08-18,171.621,174.41,171.283,173.803,61172150.0
2023-08-19,171.621,174.41,171.283,173.803,61172150.0
2023-08-20,171.621,174.41,171.283,173.803,61172150.0
2023-08-21,174.38,175.436,173.051,175.147,46311879.0
2023-08-22,176.363,176.98,175.556,176.532,42084245.0
2023-08-23,177.817,180.835,177.623,180.407,52722752.0
2023-08-24,179.962,180.391,175.317,175.685,54945798.0
2023-08-25,176.681,178.444,175.127,177.906,51449594.0
2023-08-26,176.681,178.444,175.127,177.906,51449594.0
2023-08-27,176.681,178.444,175.127,177.906,51449594.0
2023-08-28,179.381,179.879,177.842,179.48,43820697.0
2023-08-29,178.987,184.172,178.793,183.395,53003948.0
2023-08-30,184.212,187.11,184.012,186.911,60813888.0
2023-08-31,187.1,188.375,186.742,187.13,60794467.0
2023-09-01,188.739,189.172,187.538,188.714,45766503.0
2023-09-02,188.739,189.172,187.538,188.714,45766503.0
2023-09-03,188.739,189.172,187.538,188.714,45766503.0
2023-09-04,188.739,189.172,187.538,188.714,45766503.0
2023-09-05,187.538,189.232,186.871,188.953,45280027.0
2023-09-06,187.658,188.106,180.755,182.19,81755816.0
2023-09-07,174.49,177.508,172.856,176.861,112488803.0
2023-09-08,177.648,179.529,177.09,177.478,65602066.0
2023-09-09,177.648,179.529,177.09,177.478,65602066.0
2023-09-10,177.648,179.529,177.09,177.478,65602066.0
2023-09-11,179.361,179.59,176.641,178.654,58953052.0
2023-09-12,178.783,179.421,174.131,175.606,90370192.0
2023-09-13,175.815,176.602,173.295,173.524,84267928.0
2023-09-14,173.315,175.406,172.896,175.048,60895757.0
2023-09-15,175.785,175.8,173.135,174.321,109259461.0
2023-09-16,175.785,175.8,173.135,174.321,109259461.0
2023-09-17,175.785,175.8,173.135,174.321,109259461.0
2023-09-18,175.785,178.673,175.476,177.269,67257573.0
2023-09-19,176.821,178.922,176.432,178.365,51826941.0
2023-09-20,178.554,178.987,174.709,174.799,58436181.0
2023-09-21,173.862,175.606,173.175,173.245,63149116.0
2023-09-22,173.982,176.382,173.364,174.102,56725385.0
2023-09-23,173.982,176.382,173.364,174.102,56725385.0
2023-09-24,173.982,176.382,173.364,174.102,56725385.0
2023-09-25,173.514,176.273,173.464,175.386,46172740.0
2023-09-26,174.131,174.51,170.984,171.283,64588945.0
2023-09-27,171.94,172.358,168.384,169.759,66921808.0
2023-09-28,168.673,171.352,166.96,170.018,56294419.0
2023-09-29,171.342,172.388,169.67,170.536,51861083.0
2023-09-30,171.342,172.388,169.67,170.536,51861083.0
2023-10-01,171.342,172.388,169.67,170.536,51861083.0
2023-10-02,170.546,173.613,170.257,173.066,52164535.0
2023-10-03,171.577,172.946,170.147,171.721,49594613.0
2023-10-04,170.416,173.524,170.297,172.976,53020286.0
2023-10-05,173.105,174.759,172.0,174.221,48527918.0
2023-10-06,173.115,177.289,172.498,176.791,57266675.0
2023-10-07,173.115,177.289,172.498,176.791,57266675.0
2023-10-08,173.115,177.289,172.498,176.791,57266675.0
2023-10-09,176.114,178.345,175.108,178.285,42390772.0
2023-10-10,177.398,179.012,177.249,177.687,43698019.0
2023-10-11,177.498,179.142,176.9,179.092,47551098.0
2023-10-12,179.361,181.622,178.335,179.998,56743119.0
2023-10-13,180.705,181.213,177.438,178.146,51456082.0
2023-10-14,180.705,181.213,177.438,178.146,51456082.0
2023-10-15,180.705,181.213,177.438,178.146,51456082.0
2023-10-16,176.054,178.37,175.815,178.016,52516984.0
2023-10-17,175.949,177.717,174.111,176.452,57549350.0
2023-10-18,174.888,176.876,174.42,175.147,54764375.0
2023-10-19,175.347,177.14,174.5,174.769,59302863.0
2023-10-20,174.619,174.729,171.96,172.199,64244028.0
2023-10-21,174.619,174.729,171.96,172.199,64244028.0
2023-10-22,174.619,174.729,171.96,172.199,64244028.0
2023-10-23,170.237,173.325,169.261,172.319,55980109.0
2023-10-24,172.368,172.986,170.775,172.757,43816644.0
2023-10-25,171.203,172.378,169.978,170.426,57156962.0
2023-10-26,169.699,170.702,165.017,166.233,70625258.0
2023-10-27,166.253,168.294,166.173,167.557,58499129.0
2023-10-28,166.253,168.294,166.173,167.557,58499129.0
2023-10-29,166.253,168.294,166.173,167.557,58499129.0
2023-10-30,168.354,170.496,168.205,169.619,51130955.0
2023-10-31,168.683,170.227,167.239,170.097,44846017.0
2023-11-01,170.326,173.544,169.45,173.285,56934906.0
2023-11-02,174.829,177.08,174.769,176.871,77334752.0
2023-11-03,173.554,176.124,172.667,175.954,79829246.0
2023-11-04,173.554,176.124,172.667,175.954,79829246.0
2023-11-05,173.554,176.124,172.667,175.954,79829246.0
2023-11-06,175.685,178.723,175.516,178.524,63841310.0
2023-11-07,178.474,181.721,178.265,181.104,70529966.0
2023-11-08,181.632,182.727,180.875,182.17,49340282.0
2023-11-09,182.239,183.395,181.094,181.692,53763540.0
2023-11-10,183.487,186.075,183.048,185.91,66177922.0
2023-11-11,183.487,186.075,183.048,185.91,66177922.0
2023-11-12,183.487,186.075,183.048,185.91,66177922.0
2023-11-13,185.332,185.541,183.726,184.315,43627519.0
2023-11-14,187.207,187.616,185.811,186.948,60108378.0
2023-11-15,187.352,189.002,187.287,187.516,53790499.0
2023-11-16,189.072,190.458,188.155,189.212,54412915.0
2023-11-17,189.75,189.88,188.075,189.192,50941404.0
2023-11-18,189.75,189.88,188.075,189.192,50941404.0
2023-11-19,189.75,189.88,188.075,189.192,50941404.0
2023-11-20,189.391,191.401,189.381,190.947,46538614.0
2023-11-21,190.907,191.017,189.242,190.139,38134485.0
2023-11-22,190.987,192.423,190.324,190.808,39630011.0
2023-11-23,190.987,192.423,190.324,190.808,39630011.0
2023-11-24,190.369,190.399,188.753,189.471,24048344.0
2023-11-25,190.369,190.399,188.753,189.471,24048344.0
2023-11-26,190.369,190.399,188.753,189.471,24048344.0
2023-11-27,189.421,190.169,188.404,189.292,40552609.0
2023-11-28,189.282,190.578,188.903,189.9,38415419.0
2023-11-29,190.399,191.586,188.474,188.873,43014224.0
2023-11-30,189.341,189.82,187.696,189.451,48794366.0
2023-12-01,189.83,191.057,188.733,190.738,45704823.0
2023-12-02,189.83,191.057,188.733,190.738,45704823.0
2023-12-03,189.83,191.057,188.733,190.738,45704823.0
2023-12-04,189.481,189.551,186.959,188.933,43389519.0
2023-12-05,189.71,193.889,189.681,192.912,66628398.0
2023-12-06,193.939,194.249,191.605,191.815,41089737.0
2023-12-07,193.121,194.488,193.082,193.76,47477655.0
2023-12-08,193.69,195.475,193.161,195.196,53406358.0
2023-12-09,193.69,195.475,193.161,195.196,53406358.0
2023-12-10,193.69,195.475,193.161,195.196,53406358.0
2023-12-11,192.603,192.982,190.917,192.673,60943699.0
2023-12-12,192.573,194.209,191.217,194.199,52696900.0
2023-12-13,194.578,197.48,194.338,197.44,70404183.0
2023-12-14,197.5,199.096,195.645,197.59,66831572.0
2023-12-15,197.011,197.879,196.483,197.051,128538401.0
2023-12-16,197.011,197.879,196.483,197.051,128538401.0
2023-12-17,197.011,197.879,196.483,197.051,128538401.0
2023-12-18,195.575,196.114,193.879,195.376,55751861.0
2023-12-19,195.645,196.433,195.376,196.423,40714051.0
2023-12-20,196.383,197.161,194.318,194.318,52242815.0
2023-12-21,195.585,196.562,192.992,194.169,46482549.0
2023-12-22,194.667,194.897,192.463,193.092,37149570.0
2023-12-23,194.667,194.897,192.463,193.092,37149570.0
2023-12-24,194.667,194.897,192.463,193.092,37149570.0
2023-12-25,194.667,194.897,192.463,193.092,37149570.0
2023-12-26,193.102,193.381,192.324,192.543,28919310.0
2023-12-27,191.984,192.992,190.588,192.643,48087681.0
2023-12-28,193.63,194.149,192.663,193.072,34049898.0
2023-12-29,193.391,193.889,191.221,192.024,42672148.0
2023-12-30,193.391,193.889,191.221,192.024,42672148.0
2023-12-31,193.391,193.889,191.221,192.024,42672148.0
2024-01-01,193.391,193.889,191.221,192.024,42672148.0
2024-01-02,186.658,187.945,183.402,185.152,82488674.0
2024-01-03,183.736,185.392,182.948,183.766,58414460.0
2024-01-04,181.672,182.606,180.405,181.432,71983570.0
2024-01-05,181.512,182.28,179.697,180.704,62379661.0
2024-01-06,181.512,182.28,179.697,180.704,62379661.0
2024-01-07,181.512,182.28,179.697,180.704,62379661.0
2024-01-08,181.607,185.113,181.023,185.073,59144470.0
2024-01-09,183.437,184.664,182.25,184.654,42841809.0
2024-01-10,183.866,185.91,183.437,185.701,46792908.0
2024-01-11,186.05,186.559,183.138,185.103,49128408.0
2024-01-12,185.571,186.25,184.704,185.432,40477782.0
2024-01-13,185.571,186.25,184.704,185.432,40477782.0
2024-01-14,185.571,186.25,184.704,185.432,40477782.0
2024-01-15,185.571,186.25,184.704,185.432,40477782.0
2024-01-16,181.682,183.776,180.459,183.148,65603041.0
2024-01-17,180.794,182.45,179.826,182.2,47317433.0
2024-01-18,185.601,188.643,185.342,188.135,78005754.0
2024-01-19,188.833,191.446,188.324,191.057,68902985.0
2024-01-20,188.833,191.446,188.324,191.057,68902985.0
2024-01-21,188.833,191.446,188.324,191.057,68902985.0
2024-01-22,191.795,194.817,191.755,193.381,60133852.0
2024-01-23,194.508,195.236,193.321,194.667,42355590.0
2024-01-24,194.907,195.864,193.83,193.989,53631316.0
2024-01-25,194.707,195.752,192.605,193.66,54822126.0
2024-01-26,193.76,194.249,191.436,191.915,44594011.0
2024-01-27,193.76,194.249,191.436,191.915,44594011.0
2024-01-28,193.76,194.249,191.436,191.915,44594011.0
2024-01-29,191.506,191.695,189.082,191.226,47145622.0
2024-01-30,190.439,191.296,186.978,187.546,55859370.0
2024-01-31,186.549,186.604,183.866,183.916,55467803.0
2024-02-01,183.502,186.459,183.337,186.369,64885408.0
2024-02-02,179.388,186.838,178.779,185.362,102551680.0
2024-02-03,179.388,186.838,178.779,185.362,102551680.0
2024-02-04,179.388,186.838,178.779,185.362,102551680.0
2024-02-05,187.656,188.753,185.352,187.187,69668820.0
2024-02-06,186.369,188.813,186.279,188.803,43490759.0
2024-02-07,190.139,190.548,188.115,188.913,53438955.0
2024-02-08,188.888,189.037,186.858,187.825,40962046.0
2024-02-09,188.395,189.733,187.745,188.594,45155216.0
2024-02-10,188.395,189.733,187.745,188.594,45155216.0
2024-02-11,188.395,189.733,187.745,188.594,45155216.0
2024-02-12,188.16,188.415,186.537,186.897,41781934.0
2024-02-13,185.518,185.958,183.264,184.789,56529529.0
2024-02-14,185.069,185.279,182.193,183.901,54630517.0
2024-02-15,183.301,184.24,181.104,183.611,65434496.0
2024-02-16,183.172,184.6,181.419,182.063,49752465.0
2024-02-17,183.172,184.6,181.419,182.063,49752465.0
2024-02-18,183.172,184.6,181.419,182.063,49752465.0
2024-02-19,183.172,184.6,181.419,182.063,49752465.0
2024-02-20,181.544,182.183,179.756,181.314,53665553.0
2024-02-21,181.694,182.641,180.415,182.073,41529674.0
2024-02-22,183.232,184.705,182.213,184.12,52292208.0
2024-02-23,184.759,184.789,181.983,182.273,45119677.0
2024-02-24,184.759,184.789,181.983,182.273,45119677.0
2024-02-25,184.759,184.789,181.983,182.273,45119677.0
2024-02-26,181.993,182.513,180.405,180.915,40867421.0
2024-02-27,180.855,183.673,179.317,182.383,54318851.0
2024-02-28,182.263,182.872,179.886,181.174,48953939.0
2024-02-29,181.025,182.323,179.287,180.505,136682597.0
2024-03-01,179.307,180.286,177.14,179.417,73563082.0
2024-03-02,179.307,180.286,177.14,179.417,73563082.0
2024-03-03,179.307,180.286,177.14,179.417,73563082.0
2024-03-04,175.911,176.66,173.555,174.863,81510101.0
2024-03-05,170.529,171.807,169.39,169.89,95132355.0
2024-03-06,170.828,171.008,168.452,168.891,68587707.0
2024-03-07,168.921,170.499,168.262,168.771,71765061.0
2024-03-08,168.771,173.465,168.711,170.499,76267041.0
2024-03-09,168.771,173.465,168.711,170.499,76267041.0
2024-03-10,168.771,173.465,168.711,170.499,76267041.0
2024-03-11,172.706,174.144,171.817,172.516,60139473.0
2024-03-12,172.916,173.794,170.778,172.995,59825372.0
2024-03-13,172.536,172.951,170.529,170.898,52488692.0
2024-03-14,172.676,174.072,171.817,172.766,72913507.0
2024-03-15,170.938,172.386,170.054,172.386,121752699.0
2024-03-16,170.938,172.386,170.054,172.386,121752699.0
2024-03-17,170.938,172.386,170.054,172.386,121752699.0
2024-03-18,175.332,177.469,173.285,173.485,75604184.0
2024-03-19,174.104,176.366,172.796,175.842,55215244.0
2024-03-20,175.482,178.428,174.853,178.428,53423102.0
2024-03-21,176.81,177.25,170.609,171.138,106181270.0
2024-03-22,171.527,172.816,169.83,172.047,71160138.0
2024-03-23,171.527,172.816,169.83,172.047,71160138.0
2024-03-24,171.527,172.816,169.83,172.047,71160138.0
2024-03-25,170.334,171.707,169.221,170.619,54288328.0
2024-03-26,169.77,171.188,169.35,169.48,57388449.0
2024-03-27,170.179,173.365,169.88,173.075,60273265.0
2024-03-28,171.517,171.997,170.279,171.248,65672690.0
2024-03-29,171.517,171.997,170.279,171.248,65672690.0
2024-03-30,171.517,171.997,170.279,171.248,65672690.0
2024-03-31,171.517,171.997,170.279,171.248,65672690.0
2024-04-01,170.958,171.018,169.246,169.8,46240500.0
2024-04-02,168.851,169.111,168.002,168.611,49329481.0
2024-04-03,168.561,170.449,168.352,169.42,47691715.0
2024-04-04,170.059,171.687,168.591,168.591,53704386.0
2024-04-05,169.36,170.159,168.721,169.35,42104826.0
2024-04-06,169.36,170.159,168.721,169.35,42104826.0
2024-04-07,169.36,170.159,168.721,169.35,42104826.0
2024-04-08,168.801,168.971,168.012,168.222,37425513.0
2024-04-09,168.472,169.85,168.122,169.44,42451209.0
2024-04-10,168.571,168.861,166.884,167.553,49709336.0
2024-04-11,168.112,175.222,167.932,174.803,91070275.0
2024-04-12,174.024,178.119,173.974,176.311,101670886.0
2024-04-13,174.024,178.119,173.974,176.311,101670886.0
2024-04-14,174.024,178.119,173.974,176.311,101670886.0
2024-04-15,175.123,176.391,172.266,172.456,73531773.0
2024-04-16,171.517,173.525,168.042,169.151,73711235.0
2024-04-17,169.38,170.419,167.773,167.773,50901210.0
2024-04-18,167.802,168.412,166.324,166.814,43122903.0
2024-04-19,165.985,166.175,163.853,164.777,68149377.0
2024-04-20,165.985,166.175,163.853,164.777,68149377.0
2024-04-21,165.985,166.175,163.853,164.777,68149377.0
2024-04-22,165.291,167.034,164.547,165.615,48116443.0
2024-04-23,165.126,166.824,164.697,166.674,49537761.0
2024-04-24,166.315,169.071,165.985,168.791,48251835.0
2024-04-25,169.295,170.379,167.923,169.66,50558329.0
2024-04-26,169.65,171.108,168.951,169.071,44838354.0
2024-04-27,169.65,171.108,168.951,169.071,44838354.0
2024-04-28,169.65,171.108,168.951,169.071,44838354.0
2024-04-29,173.135,175.792,172.866,173.265,68169419.0
2024-04-30,173.095,174.753,169.77,170.099,65934776.0
2024-05-01,169.35,172.471,168.881,169.071,50383147.0
