,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity,CSGS US Equity
2023-08-13,53.8129,55.1017,53.8129,55.0721,163574.0
2023-08-14,54.8754,55.2394,53.6358,54.1769,191297.0
2023-08-15,53.8227,54.4917,53.4587,53.4587,140157.0
2023-08-16,53.3407,54.2162,53.3407,53.4489,93979.0
2023-08-17,53.2915,53.9457,52.8193,52.9472,110899.0
2023-08-18,52.7701,53.3308,52.5537,52.593,116448.0
2023-08-19,52.7701,53.3308,52.5537,52.593,116448.0
2023-08-20,52.7701,53.3308,52.5537,52.593,116448.0
2023-08-21,52.4553,53.2226,52.3569,52.593,154421.0
2023-08-22,52.534,53.2226,52.534,53.0455,83140.0
2023-08-23,53.2128,53.2521,52.6717,53.1636,165545.0
2023-08-24,52.898,53.6161,52.898,53.5178,122658.0
2023-08-25,53.7637,54.0342,53.1833,53.6653,95598.0
2023-08-26,53.7637,54.0342,53.1833,53.6653,95598.0
2023-08-27,53.7637,54.0342,53.1833,53.6653,95598.0
2023-08-28,53.6555,54.3687,53.6555,53.9408,89950.0
2023-08-29,53.8621,54.1621,53.4686,53.5571,135898.0
2023-08-30,53.5965,54.5704,53.3308,54.5606,136393.0
2023-08-31,54.3343,54.836,53.3013,53.4292,204901.0
2023-09-01,53.744,54.3737,53.744,53.8522,99311.0
2023-09-02,53.744,54.3737,53.744,53.8522,99311.0
2023-09-03,53.744,54.3737,53.744,53.8522,99311.0
2023-09-04,53.744,54.3737,53.744,53.8522,99311.0
2023-09-05,53.4981,53.4981,51.5699,51.6191,199442.0
2023-09-06,50.2319,52.9078,50.0942,52.7504,718431.0
2023-09-07,52.9472,53.4095,51.865,52.9865,5395184.0
2023-09-08,52.9865,54.354,51.8552,52.3569,502326.0
2023-09-09,52.9865,54.354,51.8552,52.3569,502326.0
2023-09-10,52.9865,54.354,51.8552,52.3569,502326.0
2023-09-11,52.7307,53.3013,52.2585,52.9964,291020.0
2023-09-12,52.7209,53.6899,52.6815,52.8881,184438.0
2023-09-13,52.2948,53.2046,51.6618,52.0871,226952.0
2023-09-14,52.5717,53.2788,52.2651,52.6112,184450.0
2023-09-15,52.6112,53.0464,51.7113,52.1168,849750.0
2023-09-16,52.6112,53.0464,51.7113,52.1168,849750.0
2023-09-17,52.6112,53.0464,51.7113,52.1168,849750.0
2023-09-18,52.2948,52.4431,51.83,51.8399,217217.0
2023-09-19,51.919,52.5074,51.9091,52.097,241015.0
2023-09-20,52.3541,52.9178,51.741,51.8596,363610.0
2023-09-21,51.563,51.8596,51.197,51.2267,455857.0
2023-09-22,51.1278,51.4739,50.9597,50.9597,354096.0
2023-09-23,51.1278,51.4739,50.9597,50.9597,354096.0
2023-09-24,51.1278,51.4739,50.9597,50.9597,354096.0
2023-09-25,50.663,51.0289,50.4257,50.6927,171868.0
2023-09-26,50.574,50.6927,49.4565,50.396,277619.0
2023-09-27,50.4356,51.9338,50.3565,50.7718,296569.0
2023-09-28,50.9696,52.8881,50.4808,50.8509,354621.0
2023-09-29,51.019,51.3751,50.4455,50.5542,278141.0
2023-09-30,51.019,51.3751,50.4455,50.5542,278141.0
2023-10-01,51.019,51.3751,50.4455,50.5542,278141.0
2023-10-02,50.2675,51.9684,50.1142,51.6717,382040.0
2023-10-03,51.5333,51.7212,50.4158,50.6828,189405.0
2023-10-04,50.7916,51.961,50.2625,50.8114,149206.0
2023-10-05,50.9894,52.2206,50.0993,50.1389,237053.0
2023-10-06,49.9708,51.2564,49.8867,50.8806,204644.0
2023-10-07,49.9708,51.2564,49.8867,50.8806,204644.0
2023-10-08,49.9708,51.2564,49.8867,50.8806,204644.0
2023-10-09,50.5345,51.9783,50.1092,51.7904,626322.0
2023-10-10,52.0179,52.7299,51.6322,52.2058,779284.0
2023-10-11,52.4035,52.6804,50.9943,52.186,629420.0
2023-10-12,52.1168,52.2626,50.307,50.8114,721971.0
2023-10-13,50.7718,51.2094,49.4565,50.4158,674839.0
2023-10-14,50.7718,51.2094,49.4565,50.4158,674839.0
2023-10-15,50.7718,51.2094,49.4565,50.4158,674839.0
2023-10-16,50.8509,52.1017,50.485,51.019,183621.0
2023-10-17,50.93,52.1069,50.7916,51.5827,214252.0
2023-10-18,51.4838,51.9091,51.2168,51.5333,214622.0
2023-10-19,51.4739,51.7212,49.9164,50.6927,271493.0
2023-10-20,50.8015,50.9795,50.5048,50.5542,259892.0
2023-10-21,50.8015,50.9795,50.5048,50.5542,259892.0
2023-10-22,50.8015,50.9795,50.5048,50.5542,259892.0
2023-10-23,50.2675,50.3367,48.9818,48.9818,192868.0
2023-10-24,49.2686,49.9015,48.4181,49.2291,470561.0
2023-10-25,48.9126,49.5406,48.0621,48.2599,304731.0
2023-10-26,48.4973,48.7841,47.6171,47.8248,218560.0
2023-10-27,47.6666,47.6666,46.0447,46.1139,222960.0
2023-10-28,47.6666,47.6666,46.0447,46.1139,222960.0
2023-10-29,47.6666,47.6666,46.0447,46.1139,222960.0
2023-10-30,46.5688,46.5688,45.6788,46.3315,278030.0
2023-10-31,46.47,47.0336,46.1337,46.3414,170951.0
2023-11-01,46.1733,47.3897,45.7184,46.0843,215438.0
2023-11-02,48.9818,49.5752,46.8359,47.9039,566277.0
2023-11-03,48.517,49.773,47.8545,49.061,365342.0
2023-11-04,48.517,49.773,47.8545,49.061,365342.0
2023-11-05,48.517,49.773,47.8545,49.061,365342.0
2023-11-06,48.9917,49.8435,48.7841,49.7829,234759.0
2023-11-07,49.5159,50.3169,49.3576,50.1982,247907.0
2023-11-08,50.3762,50.3762,49.3725,49.7928,172217.0
2023-11-09,49.4269,49.6049,48.606,49.061,240504.0
2023-11-10,49.0511,49.59,48.5368,49.3082,196282.0
2023-11-11,49.0511,49.59,48.5368,49.3082,196282.0
2023-11-12,49.0511,49.59,48.5368,49.3082,196282.0
2023-11-13,49.0313,49.7384,48.4973,49.4466,236921.0
2023-11-14,50.5938,50.6976,49.9015,50.574,338941.0
2023-11-15,50.4652,51.3256,49.9015,50.7718,217822.0
2023-11-16,50.4652,50.5839,49.9312,50.4751,226713.0
2023-11-17,50.6432,51.1229,49.9906,50.2971,301153.0
2023-11-18,50.6432,51.1229,49.9906,50.2971,301153.0
2023-11-19,50.6432,51.1229,49.9906,50.2971,301153.0
2023-11-20,50.4257,51.1278,50.2922,51.0784,119426.0
2023-11-21,51.0289,51.2069,50.5691,50.7026,118649.0
2023-11-22,50.9399,51.4245,50.5048,50.7916,136500.0
2023-11-23,50.9399,51.4245,50.5048,50.7916,136500.0
2023-11-24,50.7421,50.8806,50.5444,50.6037,87250.0
2023-11-25,50.7421,50.8806,50.5444,50.6037,87250.0
2023-11-26,50.7421,50.8806,50.5444,50.6037,87250.0
2023-11-27,50.396,50.9894,50.2773,50.6432,211541.0
2023-11-28,50.4751,50.7619,50.2378,50.3565,312743.0
2023-11-29,50.752,51.4641,49.2489,49.3379,483216.0
2023-11-30,49.2093,49.239,48.2599,48.6456,294705.0
2023-12-01,49.2983,52.2849,48.8434,52.1761,348514.0
2023-12-02,49.2983,52.2849,48.8434,52.1761,348514.0
2023-12-03,49.2983,52.2849,48.8434,52.1761,348514.0
2023-12-04,52.2058,52.542,50.9966,52.0475,462777.0
2023-12-05,52.1168,52.275,50.6037,51.108,462722.0
2023-12-06,51.5234,52.9969,51.2811,52.3343,221856.0
2023-12-07,52.0574,52.5272,51.5827,52.0475,225638.0
2023-12-08,51.7212,51.9783,50.6828,51.6421,395052.0
2023-12-09,51.7212,51.9783,50.6828,51.6421,395052.0
2023-12-10,51.7212,51.9783,50.6828,51.6421,395052.0
2023-12-11,51.8596,52.0179,51.4739,51.6717,221534.0
2023-12-12,51.6717,52.1291,51.1249,51.5425,217357.0
2023-12-13,51.5524,52.5069,50.8962,52.4473,329198.0
2023-12-14,52.9543,54.1673,52.7654,53.1631,400588.0
2023-12-15,53.3322,53.3322,52.4572,52.835,1099265.0
2023-12-16,53.3322,53.3322,52.4572,52.835,1099265.0
2023-12-17,53.3322,53.3322,52.4572,52.835,1099265.0
2023-12-18,53.1333,53.193,52.3329,52.487,590107.0
2023-12-19,52.6561,53.5459,51.7811,52.9146,358153.0
2023-12-20,53.1234,53.8193,52.1291,52.1589,257639.0
2023-12-21,52.6262,53.362,52.6262,53.2824,139513.0
2023-12-22,53.5509,53.8492,53.2824,53.3719,132281.0
2023-12-23,53.5509,53.8492,53.2824,53.3719,132281.0
2023-12-24,53.5509,53.8492,53.2824,53.3719,132281.0
2023-12-25,53.5509,53.8492,53.2824,53.3719,132281.0
2023-12-26,53.5211,53.8591,53.014,53.4316,178651.0
2023-12-27,53.3123,53.69,52.7451,53.1333,106709.0
2023-12-28,52.9245,53.7199,52.9146,53.0438,124906.0
2023-12-29,53.1333,55.0721,52.3777,52.9046,156077.0
2023-12-30,53.1333,55.0721,52.3777,52.9046,156077.0
2023-12-31,53.1333,55.0721,52.3777,52.9046,156077.0
2024-01-01,53.1333,55.0721,52.3777,52.9046,156077.0
2024-01-02,52.4373,53.2526,52.4075,52.8151,224442.0
2024-01-03,52.5666,52.666,51.7215,51.7413,221618.0
2024-01-04,51.9104,52.1589,51.3635,51.6618,333783.0
2024-01-05,51.3536,51.7413,50.5184,50.588,239661.0
2024-01-06,51.3536,51.7413,50.5184,50.588,239661.0
2024-01-07,51.3536,51.7413,50.5184,50.588,239661.0
2024-01-08,50.3494,51.0901,49.7628,50.8664,348722.0
2024-01-09,50.2599,51.0255,50.0511,50.4587,227342.0
2024-01-10,50.2599,50.8266,50.0213,50.409,242256.0
2024-01-11,50.1704,51.0851,49.8522,51.0553,244793.0
2024-01-12,51.6121,52.2683,51.3834,52.2385,469699.0
2024-01-13,51.6121,52.2683,51.3834,52.2385,469699.0
2024-01-14,51.6121,52.2683,51.3834,52.2385,469699.0
2024-01-15,51.6121,52.2683,51.3834,52.2385,469699.0
2024-01-16,52.0297,52.0297,50.7471,51.3337,426291.0
2024-01-17,51.0056,51.3635,50.4985,51.2939,202445.0
2024-01-18,51.2442,51.8607,51.0851,51.8308,172959.0
2024-01-19,52.1987,52.7853,51.5077,51.7811,391432.0
2024-01-20,52.1987,52.7853,51.5077,51.7811,391432.0
2024-01-21,52.1987,52.7853,51.5077,51.7811,391432.0
2024-01-22,52.0098,53.541,52.0098,52.5566,257631.0
2024-01-23,53.1035,53.3123,51.9999,52.149,328980.0
2024-01-24,52.5268,52.9941,51.7761,51.97,293575.0
2024-01-25,52.5566,52.5566,51.7065,51.9004,204657.0
2024-01-26,52.328,52.3478,51.5723,51.5723,285482.0
2024-01-27,52.328,52.3478,51.5723,51.5723,285482.0
2024-01-28,52.328,52.3478,51.5723,51.5723,285482.0
2024-01-29,51.5027,52.139,51.2343,52.1092,633835.0
2024-01-30,51.9203,52.7953,51.0553,51.8805,259923.0
2024-01-31,51.8905,51.8905,49.892,50.0213,437798.0
2024-02-01,50.0014,50.5184,49.6435,50.4488,399123.0
2024-02-02,49.7528,49.8125,47.7245,47.7842,478141.0
2024-02-03,49.7528,49.8125,47.7245,47.7842,478141.0
2024-02-04,49.7528,49.8125,47.7245,47.7842,478141.0
2024-02-05,47.2572,47.6251,46.0094,46.0641,501632.0
2024-02-06,46.0343,46.4718,45.7459,46.1635,450069.0
2024-02-07,45.9945,46.2729,45.0102,46.0939,514553.0
2024-02-08,48.8878,53.0538,47.7245,53.0339,1014392.0
2024-02-09,53.0339,53.4216,51.6916,53.3918,428733.0
2024-02-10,53.0339,53.4216,51.6916,53.3918,428733.0
2024-02-11,53.0339,53.4216,51.6916,53.3918,428733.0
2024-02-12,53.6802,55.1517,53.6802,54.3761,324286.0
2024-02-13,52.835,53.6006,51.8308,52.1987,345284.0
2024-02-14,52.7654,53.6603,51.7463,52.6163,236453.0
2024-02-15,52.9842,53.6503,52.5467,53.3222,282024.0
2024-02-16,53.183,53.2775,52.6213,52.7853,167462.0
2024-02-17,53.183,53.2775,52.6213,52.7853,167462.0
2024-02-18,53.183,53.2775,52.6213,52.7853,167462.0
2024-02-19,53.183,53.2775,52.6213,52.7853,167462.0
2024-02-20,52.1689,52.4397,51.6519,51.7811,171726.0
2024-02-21,51.8607,52.8052,51.5624,52.7555,177733.0
2024-02-22,52.487,53.0041,51.9303,52.0595,225149.0
2024-02-23,52.0496,53.8989,52.0496,53.6205,216161.0
2024-02-24,52.0496,53.8989,52.0496,53.6205,216161.0
2024-02-25,52.0496,53.8989,52.0496,53.6205,216161.0
2024-02-26,53.2824,54.0083,52.7953,53.0041,157882.0
2024-02-27,53.541,54.7241,53.3322,54.4756,347871.0
2024-02-28,54.2966,55.3207,54.0281,54.2568,360390.0
2024-02-29,54.9926,55.0821,53.9486,54.2469,215276.0
2024-03-01,54.2369,54.6446,53.7796,54.2071,227564.0
2024-03-02,54.2369,54.6446,53.7796,54.2071,227564.0
2024-03-03,54.2369,54.6446,53.7796,54.2071,227564.0
2024-03-04,53.9983,54.227,53.0637,53.6802,269136.0
2024-03-05,53.4316,53.7299,52.7455,53.0239,189045.0
2024-03-06,53.0935,54.1475,52.7356,52.9543,189783.0
2024-03-07,53.1035,53.7398,52.8549,52.9643,162785.0
2024-03-08,53.4117,53.6304,52.6958,52.7754,156126.0
2024-03-09,53.4117,53.6304,52.6958,52.7754,156126.0
2024-03-10,53.4117,53.6304,52.6958,52.7754,156126.0
2024-03-11,52.666,53.6603,52.5169,53.6503,210758.0
2024-03-12,53.3819,53.5012,52.7306,52.9444,232169.0
2024-03-13,52.8151,53.2128,51.6817,51.97,197534.0
2024-03-14,51.74,52.32,50.63,50.91,243964.0
2024-03-15,50.7,50.99,50.22,50.94,777237.0
2024-03-16,50.7,50.99,50.22,50.94,777237.0
2024-03-17,50.7,50.99,50.22,50.94,777237.0
2024-03-18,50.89,51.57,50.62,50.77,473497.0
2024-03-19,50.75,51.35,50.3,51.05,296453.0
2024-03-20,50.78,51.77,49.89,51.53,286845.0
2024-03-21,51.54,52.07,51.26,51.39,297599.0
2024-03-22,51.73,51.73,50.69,50.76,134037.0
2024-03-23,51.73,51.73,50.69,50.76,134037.0
2024-03-24,51.73,51.73,50.69,50.76,134037.0
2024-03-25,50.97,51.37,50.43,50.73,124015.0
2024-03-26,51.01,51.13,50.26,50.3,155362.0
2024-03-27,51.21,51.375,50.19,50.48,300420.0
2024-03-28,50.69,51.83,50.26,51.54,311531.0
2024-03-29,50.69,51.83,50.26,51.54,311531.0
2024-03-30,50.69,51.83,50.26,51.54,311531.0
2024-03-31,50.69,51.83,50.26,51.54,311531.0
2024-04-01,51.65,52.16,50.96,51.15,147745.0
2024-04-02,50.76,50.83,49.975,50.34,303153.0
2024-04-03,50.07,50.342,49.22,49.36,222502.0
2024-04-04,49.91,50.65,49.3,49.33,223625.0
2024-04-05,49.12,49.39,48.66,48.67,128686.0
2024-04-06,49.12,49.39,48.66,48.67,128686.0
2024-04-07,49.12,49.39,48.66,48.67,128686.0
2024-04-08,48.72,49.52,48.72,49.42,117321.0
