,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity,QTWO US Equity
2021-05-08,96.12,98.655,95.38,97.44,702384.0
2021-05-09,96.12,98.655,95.38,97.44,702384.0
2021-05-10,96.37,96.5,92.22,92.3,663957.0
2021-05-11,89.84,93.92,88.61,92.47,459431.0
2021-05-12,90.72,93.075,89.85,90.78,870484.0
2021-05-13,93.07,94.2,89.86,91.39,728154.0
2021-05-14,92.14,95.46,91.855,93.99,710926.0
2021-05-15,92.14,95.46,91.855,93.99,710926.0
2021-05-16,92.14,95.46,91.855,93.99,710926.0
2021-05-17,92.9,93.7,90.99,92.9,564250.0
2021-05-18,93.32,96.22,92.86,94.94,677768.0
2021-05-19,93.17,94.98,92.7,93.85,523413.0
2021-05-20,94.49,95.78,93.8,94.39,453420.0
2021-05-21,95.45,96.0,94.08,94.23,331255.0
2021-05-22,95.45,96.0,94.08,94.23,331255.0
2021-05-23,95.45,96.0,94.08,94.23,331255.0
2021-05-24,95.4,96.105,95.07,95.26,279696.0
2021-05-25,95.84,96.66,94.97,95.1,378090.0
2021-05-26,95.84,96.73,94.765,96.7,486761.0
2021-05-27,96.32,96.85,94.95,95.9,318205.0
2021-05-28,96.5,97.4,94.9,94.93,416549.0
2021-05-29,96.5,97.4,94.9,94.93,416549.0
2021-05-30,96.5,97.4,94.9,94.93,416549.0
2021-05-31,96.5,97.4,94.9,94.93,416549.0
2021-06-01,95.2,95.59,93.27,95.37,403885.0
2021-06-02,95.4,96.3,94.6,95.39,311267.0
2021-06-03,94.61,95.66,93.67,95.09,433056.0
2021-06-04,95.76,96.8,94.85,95.23,374358.0
2021-06-05,95.76,96.8,94.85,95.23,374358.0
2021-06-06,95.76,96.8,94.85,95.23,374358.0
2021-06-07,94.93,96.44,94.7501,96.01,321782.0
2021-06-08,96.83,97.18,94.57,95.47,529152.0
2021-06-09,95.81,96.82,94.43,94.95,507659.0
2021-06-10,94.94,97.72,94.7,97.62,450556.0
2021-06-11,97.66,101.34,97.62,101.31,468846.0
2021-06-12,97.66,101.34,97.62,101.31,468846.0
2021-06-13,97.66,101.34,97.62,101.31,468846.0
2021-06-14,101.87,102.33,100.07,102.09,582771.0
2021-06-15,101.69,102.4,100.91,102.01,534235.0
2021-06-16,101.79,103.027,99.7,101.07,492482.0
2021-06-17,100.26,104.82,100.26,104.04,396705.0
2021-06-18,103.99,104.85,102.82,103.9,633449.0
2021-06-19,103.99,104.85,102.82,103.9,633449.0
2021-06-20,103.99,104.85,102.82,103.9,633449.0
2021-06-21,103.81,105.64,101.77,105.46,405023.0
2021-06-22,105.21,107.16,104.79,106.6,520154.0
2021-06-23,106.63,107.91,106.14,107.35,396136.0
2021-06-24,108.27,108.77,107.28,108.1,221115.0
2021-06-25,108.46,108.89,105.45,105.75,640543.0
2021-06-26,108.46,108.89,105.45,105.75,640543.0
2021-06-27,108.46,108.89,105.45,105.75,640543.0
2021-06-28,106.28,106.76,104.94,106.53,269543.0
2021-06-29,106.4,106.73,105.24,106.01,222829.0
2021-06-30,105.3,106.5,102.58,102.58,290422.0
2021-07-01,102.59,104.03,102.57,103.57,303486.0
2021-07-02,104.5,104.85,103.28,103.83,178961.0
2021-07-03,104.5,104.85,103.28,103.83,178961.0
2021-07-04,104.5,104.85,103.28,103.83,178961.0
2021-07-05,104.5,104.85,103.28,103.83,178961.0
2021-07-06,104.0,104.75,102.84,103.92,292967.0
2021-07-07,104.8,105.33,102.94,104.1,448610.0
2021-07-08,102.19,103.23,100.01,102.28,330350.0
2021-07-09,102.15,103.17,101.29,103.0,195414.0
2021-07-10,102.15,103.17,101.29,103.0,195414.0
2021-07-11,102.15,103.17,101.29,103.0,195414.0
2021-07-12,103.39,103.82,101.66,102.16,198939.0
2021-07-13,101.42,103.16,101.42,102.18,268303.0
2021-07-14,102.23,102.65,99.57,99.68,459494.0
2021-07-15,99.04,99.9401,96.8,97.58,226382.0
2021-07-16,98.42,99.78,98.02,99.02,175726.0
2021-07-17,98.42,99.78,98.02,99.02,175726.0
2021-07-18,98.42,99.78,98.02,99.02,175726.0
2021-07-19,97.4,100.15,96.38,99.48,335909.0
2021-07-20,100.35,104.27,99.26,103.21,493253.0
2021-07-21,103.62,105.74,103.21,104.84,284758.0
2021-07-22,104.83,105.525,103.95,104.87,121817.0
2021-07-23,105.21,105.62,104.5,104.87,118122.0
2021-07-24,105.21,105.62,104.5,104.87,118122.0
2021-07-25,105.21,105.62,104.5,104.87,118122.0
2021-07-26,105.05,105.05,103.51,104.62,205024.0
2021-07-27,104.75,105.6055,101.8,103.84,347507.0
2021-07-28,104.3,105.43,104.13,104.5,213274.0
2021-07-29,105.14,105.56,104.4,104.46,167756.0
2021-07-30,103.91,105.195,103.3,103.31,202949.0
2021-07-31,103.91,105.195,103.3,103.31,202949.0
2021-08-01,103.91,105.195,103.3,103.31,202949.0
2021-08-02,103.85,105.17,100.38,100.6,494297.0
2021-08-03,100.32,100.555,97.21,98.41,368622.0
2021-08-04,98.205,100.3,97.35,98.82,310292.0
2021-08-05,95.46,96.15,92.31,92.44,898308.0
2021-08-06,92.44,92.89,89.75,89.96,600019.0
2021-08-07,92.44,92.89,89.75,89.96,600019.0
2021-08-08,92.44,92.89,89.75,89.96,600019.0
2021-08-09,89.5,89.51,87.0,87.35,644346.0
2021-08-10,87.7,88.17,83.678,83.75,470945.0
2021-08-11,83.98,84.05,82.04,83.49,407084.0
2021-08-12,83.19,83.49,81.2,81.26,319599.0
2021-08-13,80.66,81.24,79.78,80.31,481861.0
2021-08-14,80.66,81.24,79.78,80.31,481861.0
2021-08-15,80.66,81.24,79.78,80.31,481861.0
2021-08-16,79.67,79.845,78.1,78.73,345942.0
2021-08-17,77.95,79.0399,76.9,78.98,443976.0
2021-08-18,79.16,81.27,78.76,80.93,648312.0
2021-08-19,80.4,81.74,79.915,80.5,607536.0
2021-08-20,80.48,81.84,80.43,80.92,553603.0
2021-08-21,80.48,81.84,80.43,80.92,553603.0
2021-08-22,80.48,81.84,80.43,80.92,553603.0
2021-08-23,80.93,82.46,80.93,82.43,303157.0
2021-08-24,83.0,84.33,82.59,84.01,408265.0
2021-08-25,84.0,85.1,83.64,84.51,356664.0
2021-08-26,83.97,85.01,83.085,83.68,345280.0
2021-08-27,83.71,88.47,83.71,87.69,439813.0
2021-08-28,83.71,88.47,83.71,87.69,439813.0
2021-08-29,83.71,88.47,83.71,87.69,439813.0
2021-08-30,87.98,88.125,86.88,87.2,350378.0
2021-08-31,87.41,88.38,86.9531,88.09,292015.0
2021-09-01,88.57,90.64,88.57,90.25,372960.0
2021-09-02,90.85,92.34,89.95,90.34,409134.0
2021-09-03,89.53,91.12,89.26,90.61,269893.0
2021-09-04,89.53,91.12,89.26,90.61,269893.0
2021-09-05,89.53,91.12,89.26,90.61,269893.0
2021-09-06,89.53,91.12,89.26,90.61,269893.0
2021-09-07,90.56,91.3,89.51,89.6,309581.0
2021-09-08,88.96,89.84,88.09,88.76,586999.0
2021-09-09,88.2,88.98,87.36,87.36,389242.0
2021-09-10,87.61,88.62,86.14,86.38,314051.0
2021-09-11,87.61,88.62,86.14,86.38,314051.0
2021-09-12,87.61,88.62,86.14,86.38,314051.0
2021-09-13,87.17,87.17,84.11,84.83,444643.0
2021-09-14,84.83,84.83,83.39,84.0,513555.0
2021-09-15,83.43,84.0,82.72,83.66,468183.0
2021-09-16,83.91,85.52,83.5,85.22,557061.0
2021-09-17,85.93,87.55,85.18,87.12,663161.0
2021-09-18,85.93,87.55,85.18,87.12,663161.0
2021-09-19,85.93,87.55,85.18,87.12,663161.0
2021-09-20,85.82,85.82,83.75,84.76,349034.0
2021-09-21,85.04,86.46,85.04,85.58,471263.0
2021-09-22,85.91,86.01,83.55,84.73,393252.0
2021-09-23,85.4,87.44,84.74,87.03,271607.0
2021-09-24,86.85,87.52,85.95,87.51,226088.0
2021-09-25,86.85,87.52,85.95,87.51,226088.0
2021-09-26,86.85,87.52,85.95,87.51,226088.0
2021-09-27,86.41,87.26,85.35,87.23,310234.0
2021-09-28,87.01,87.01,83.37,83.4,294123.0
2021-09-29,83.99,83.99,81.36,82.06,375129.0
2021-09-30,81.74,82.8,79.66,80.14,501975.0
2021-10-01,80.28,82.4,79.81,81.74,350753.0
2021-10-02,80.28,82.4,79.81,81.74,350753.0
2021-10-03,80.28,82.4,79.81,81.74,350753.0
2021-10-04,81.6,81.6,75.53,76.0,588500.0
2021-10-05,76.0,77.02,75.69,76.4,389198.0
2021-10-06,75.44,79.3,75.33,79.24,507297.0
2021-10-07,80.0,81.42,79.47,79.6,262623.0
2021-10-08,79.35,79.35,76.21,76.28,195188.0
2021-10-09,79.35,79.35,76.21,76.28,195188.0
2021-10-10,79.35,79.35,76.21,76.28,195188.0
2021-10-11,76.12,76.62,73.78,73.8,292134.0
2021-10-12,73.99,75.71,73.51,75.2,1046734.0
2021-10-13,75.67,77.66,75.34,77.14,454828.0
2021-10-14,77.82,80.98,77.82,80.94,418211.0
2021-10-15,81.91,81.91,81.08,81.59,308817.0
2021-10-16,81.91,81.91,81.08,81.59,308817.0
2021-10-17,81.91,81.91,81.08,81.59,308817.0
2021-10-18,81.11,82.19,80.82,81.55,316294.0
2021-10-19,81.97,82.32,81.39,81.96,129820.0
2021-10-20,82.42,82.42,81.16,81.47,203521.0
2021-10-21,81.17,81.75,79.77,80.41,228210.0
2021-10-22,80.36,80.7,78.77,79.92,354878.0
2021-10-23,80.36,80.7,78.77,79.92,354878.0
2021-10-24,80.36,80.7,78.77,79.92,354878.0
2021-10-25,80.0,82.0,79.39,80.98,263142.0
2021-10-26,81.74,82.08,79.715,80.51,333672.0
2021-10-27,80.33,81.12,77.85,77.91,374204.0
2021-10-28,78.29,79.41,78.29,79.06,292220.0
2021-10-29,78.55,80.33,77.93,78.46,349725.0
2021-10-30,78.55,80.33,77.93,78.46,349725.0
2021-10-31,78.55,80.33,77.93,78.46,349725.0
2021-11-01,78.6,79.35,77.94,78.5,504610.0
2021-11-02,78.39,78.39,75.2,76.23,435298.0
2021-11-03,75.63,77.98,74.53,77.74,562749.0
2021-11-04,79.24,89.54,78.1301,87.11,1732073.0
2021-11-05,86.85,87.73,84.806,86.66,800072.0
2021-11-06,86.85,87.73,84.806,86.66,800072.0
2021-11-07,86.85,87.73,84.806,86.66,800072.0
2021-11-08,86.31,88.52,85.41,86.26,394890.0
2021-11-09,85.94,88.88,85.94,88.75,411601.0
2021-11-10,87.83,88.94,83.94,84.4,304476.0
2021-11-11,85.1,85.908,84.81,85.04,286889.0
2021-11-12,85.46,86.81,85.02,85.32,184914.0
2021-11-13,85.46,86.81,85.02,85.32,184914.0
2021-11-14,85.46,86.81,85.02,85.32,184914.0
2021-11-15,85.26,87.32,84.34,87.03,361266.0
2021-11-16,86.91,88.8,85.67,88.74,371074.0
2021-11-17,88.71,88.97,86.89,87.54,742591.0
2021-11-18,87.71,88.14,84.72,87.69,856737.0
2021-11-19,88.12,90.85,87.97,89.03,649681.0
2021-11-20,88.12,90.85,87.97,89.03,649681.0
2021-11-21,88.12,90.85,87.97,89.03,649681.0
2021-11-22,89.09,89.09,83.04,83.09,698236.0
2021-11-23,82.57,84.28,80.2,80.4,470143.0
2021-11-24,79.23,83.61,77.61,83.16,397330.0
2021-11-25,79.23,83.61,77.61,83.16,397330.0
2021-11-26,81.98,83.43,80.2,80.66,212717.0
2021-11-27,81.98,83.43,80.2,80.66,212717.0
2021-11-28,81.98,83.43,80.2,80.66,212717.0
2021-11-29,81.63,82.14,79.26,79.41,377367.0
2021-11-30,79.23,81.62,78.23,80.3,340557.0
2021-12-01,81.61,81.61,75.82,76.07,494959.0
2021-12-02,75.61,78.27,75.46,77.88,375783.0
2021-12-03,77.71,77.85,71.29,71.96,614627.0
2021-12-04,77.71,77.85,71.29,71.96,614627.0
2021-12-05,77.71,77.85,71.29,71.96,614627.0
2021-12-06,71.54,76.64,69.91,76.31,502775.0
2021-12-07,78.8,80.64,77.6,78.91,489241.0
2021-12-08,79.1,81.94,77.73,81.87,472452.0
2021-12-09,81.36,82.84,79.87,80.95,389514.0
2021-12-10,81.65,82.92,78.3,79.32,593231.0
2021-12-11,81.65,82.92,78.3,79.32,593231.0
2021-12-12,81.65,82.92,78.3,79.32,593231.0
2021-12-13,78.95,81.71,78.63,81.24,410180.0
2021-12-14,80.09,80.335,76.03,77.5,767555.0
2021-12-15,76.5,79.33,75.42,79.28,493296.0
2021-12-16,79.7,80.4,77.955,78.89,439364.0
2021-12-17,77.41,81.71,76.6,80.42,804055.0
2021-12-18,77.41,81.71,76.6,80.42,804055.0
2021-12-19,77.41,81.71,76.6,80.42,804055.0
2021-12-20,78.49,80.88,77.565,78.7,377721.0
2021-12-21,79.23,81.255,79.23,80.57,309160.0
2021-12-22,81.21,81.76,80.2,81.75,198613.0
2021-12-23,81.76,82.35,80.55,81.88,144672.0
2021-12-24,81.76,82.35,80.55,81.88,144672.0
2021-12-25,81.76,82.35,80.55,81.88,144672.0
2021-12-26,81.76,82.35,80.55,81.88,144672.0
2021-12-27,81.77,82.385,80.54,80.9,165878.0
2021-12-28,80.49,81.47,78.63,79.15,236397.0
2021-12-29,79.14,79.14,77.82,78.53,175764.0
2021-12-30,78.85,81.69,78.85,80.31,223862.0
2021-12-31,80.0,81.44,79.39,79.44,175521.0
2022-01-01,80.0,81.44,79.39,79.44,175521.0
2022-01-02,80.0,81.44,79.39,79.44,175521.0
2022-01-03,79.83,81.4,78.0,81.11,173637.0
2022-01-04,81.26,81.5574,77.75,79.57,318986.0
2022-01-05,78.58,79.1,74.13,74.8,337283.0
2022-01-06,73.91,77.56,73.38,75.32,273943.0
2022-01-07,75.28,76.655,74.98,75.66,344985.0
2022-01-08,75.28,76.655,74.98,75.66,344985.0
2022-01-09,75.28,76.655,74.98,75.66,344985.0
2022-01-10,74.32,74.32,70.5,72.78,363159.0
2022-01-11,72.07,75.919,72.07,75.2,264300.0
2022-01-12,76.17,77.2,72.52,74.02,270808.0
2022-01-13,71.45,72.69,68.4,68.6,558182.0
2022-01-14,67.61,68.97,64.54,65.87,472273.0
2022-01-15,67.61,68.97,64.54,65.87,472273.0
2022-01-16,67.61,68.97,64.54,65.87,472273.0
2022-01-17,67.61,68.97,64.54,65.87,472273.0
2022-01-18,64.74,66.7,62.38,62.44,650354.0
2022-01-19,62.32,66.39,62.32,64.56,672697.0
2022-01-20,65.39,68.46,63.46,63.6,467134.0
2022-01-21,62.92,64.72,61.19,63.44,441768.0
2022-01-22,62.92,64.72,61.19,63.44,441768.0
2022-01-23,62.92,64.72,61.19,63.44,441768.0
2022-01-24,61.47,66.11,60.88,65.99,579239.0
2022-01-25,63.62,64.23,60.131,60.15,594370.0
2022-01-26,62.3,63.505,58.86,59.74,438478.0
2022-01-27,61.12,61.61,57.0,57.36,473843.0
2022-01-28,57.5,59.94,55.775,59.83,301549.0
2022-01-29,57.5,59.94,55.775,59.83,301549.0
2022-01-30,57.5,59.94,55.775,59.83,301549.0
2022-01-31,59.84,65.29,59.63,65.25,522528.0
2022-02-01,65.99,65.99,63.14,64.86,564984.0
2022-02-02,65.4,65.4,62.86,64.03,335518.0
2022-02-03,62.26,63.62,61.32,61.4,312348.0
2022-02-04,61.2,63.68,61.2,63.33,414517.0
2022-02-05,61.2,63.68,61.2,63.33,414517.0
2022-02-06,61.2,63.68,61.2,63.33,414517.0
2022-02-07,63.31,65.74,63.31,64.57,382687.0
2022-02-08,63.73,65.25,63.51,64.9,523377.0
2022-02-09,66.11,67.29,64.57,67.2,518734.0
2022-02-10,65.14,67.77,64.995,65.76,328934.0
2022-02-11,66.14,66.99,62.545,63.28,389706.0
2022-02-12,66.14,66.99,62.545,63.28,389706.0
2022-02-13,66.14,66.99,62.545,63.28,389706.0
2022-02-14,62.82,64.71,62.695,63.18,456630.0
2022-02-15,64.53,66.54,64.173,66.2,341128.0
2022-02-16,66.84,67.44,62.46,66.07,635207.0
2022-02-17,65.79,66.55,62.81,63.45,591840.0
2022-02-18,63.05,64.22,61.81,62.38,616079.0
2022-02-19,63.05,64.22,61.81,62.38,616079.0
2022-02-20,63.05,64.22,61.81,62.38,616079.0
2022-02-21,63.05,64.22,61.81,62.38,616079.0
2022-02-22,60.96,63.825,60.96,62.46,439010.0
2022-02-23,63.12,63.405,58.875,58.92,428672.0
2022-02-24,56.09,65.805,56.09,65.54,555678.0
2022-02-25,65.38,66.31,62.745,63.56,421744.0
2022-02-26,65.38,66.31,62.745,63.56,421744.0
2022-02-27,65.38,66.31,62.745,63.56,421744.0
2022-02-28,63.13,65.47,62.71,65.05,394959.0
2022-03-01,65.02,66.66,63.0,63.73,399552.0
2022-03-02,64.22,64.22,61.38,63.3,229646.0
2022-03-03,63.64,63.64,61.0,61.39,380000.0
2022-03-04,61.27,62.32,57.78,60.2,687806.0
2022-03-05,61.27,62.32,57.78,60.2,687806.0
2022-03-06,61.27,62.32,57.78,60.2,687806.0
2022-03-07,60.84,60.87,58.73,58.74,330796.0
2022-03-08,57.99,60.0,56.86,58.03,376376.0
2022-03-09,59.9,60.1,59.005,59.62,317204.0
2022-03-10,58.27,58.86,57.165,57.66,316861.0
2022-03-11,58.05,58.05,55.84,56.0,313233.0
2022-03-12,58.05,58.05,55.84,56.0,313233.0
2022-03-13,58.05,58.05,55.84,56.0,313233.0
2022-03-14,55.63,56.18,51.45,51.54,411892.0
2022-03-15,51.74,54.225,51.66,54.12,605320.0
2022-03-16,54.94,58.55,54.94,58.51,678909.0
2022-03-17,57.88,60.99,57.88,60.79,799190.0
2022-03-18,61.04,63.08,60.42,62.97,753050.0
2022-03-19,61.04,63.08,60.42,62.97,753050.0
2022-03-20,61.04,63.08,60.42,62.97,753050.0
2022-03-21,61.86,63.63,61.13,63.6,618765.0
2022-03-22,63.54,65.655,63.16,64.21,409065.0
2022-03-23,63.21,63.98,61.49,63.08,314189.0
2022-03-24,63.42,63.82,61.25,63.77,300554.0
2022-03-25,64.13,64.13,61.32,62.21,252898.0
2022-03-26,64.13,64.13,61.32,62.21,252898.0
2022-03-27,64.13,64.13,61.32,62.21,252898.0
2022-03-28,62.17,63.59,60.705,61.63,272457.0
2022-03-29,63.1,64.78,63.1,64.44,451576.0
2022-03-30,63.35,64.12,61.22,61.43,334810.0
2022-03-31,61.5,62.67,60.74,61.65,361704.0
2022-04-01,61.59,63.14,61.33,62.41,281824.0
2022-04-02,61.59,63.14,61.33,62.41,281824.0
2022-04-03,61.59,63.14,61.33,62.41,281824.0
2022-04-04,62.82,64.855,62.69,63.86,291779.0
2022-04-05,63.32,64.43,60.92,61.75,523303.0
2022-04-06,60.42,60.42,58.81,59.77,473131.0
2022-04-07,59.57,60.87,58.09,59.08,315501.0
2022-04-08,58.42,59.11,56.71,56.89,268298.0
2022-04-09,58.42,59.11,56.71,56.89,268298.0
2022-04-10,58.42,59.11,56.71,56.89,268298.0
2022-04-11,56.16,58.0575,55.2,57.44,369897.0
2022-04-12,58.99,59.595,56.77,57.06,345912.0
2022-04-13,56.98,59.28,56.72,58.42,306332.0
2022-04-14,58.63,58.63,56.04,56.12,250018.0
2022-04-15,58.63,58.63,56.04,56.12,250018.0
2022-04-16,58.63,58.63,56.04,56.12,250018.0
2022-04-17,58.63,58.63,56.04,56.12,250018.0
2022-04-18,55.75,56.2355,54.11,54.9,403838.0
2022-04-19,54.98,58.41,54.98,58.31,399702.0
2022-04-20,58.34,58.38,55.21,55.23,362404.0
2022-04-21,56.12,56.4449,52.76,53.01,372346.0
2022-04-22,53.24,53.69,52.39,52.87,423026.0
2022-04-23,53.24,53.69,52.39,52.87,423026.0
2022-04-24,53.24,53.69,52.39,52.87,423026.0
2022-04-25,52.48,54.73,52.48,54.69,355384.0
2022-04-26,53.92,54.5,52.58,53.04,376569.0
2022-04-27,52.77,53.77,51.69,51.86,324397.0
2022-04-28,52.41,53.53,51.165,53.14,275860.0
2022-04-29,52.86,53.8,51.57,51.73,346478.0
2022-04-30,52.86,53.8,51.57,51.73,346478.0
2022-05-01,52.86,53.8,51.57,51.73,346478.0
2022-05-02,51.36,53.58,51.1,53.03,375221.0
2022-05-03,50.91,53.335,49.01,49.3,867187.0
2022-05-04,48.36,49.14,46.03,48.98,556553.0
2022-05-05,48.14,48.37,44.825,46.39,732397.0
2022-05-06,46.0,46.58,44.55,45.37,655749.0
2022-05-07,46.0,46.58,44.55,45.37,655749.0
2022-05-08,46.0,46.58,44.55,45.37,655749.0
2022-05-09,44.63,45.2546,41.38,41.6,617442.0
2022-05-10,42.56,43.34,39.55,40.94,628824.0
2022-05-11,40.45,41.26,39.41,39.97,993159.0
2022-05-12,39.3,42.24,38.905,40.73,683845.0
2022-05-13,41.7,44.355,41.65,44.2,531411.0
2022-05-14,41.7,44.355,41.65,44.2,531411.0
2022-05-15,41.7,44.355,41.65,44.2,531411.0
2022-05-16,43.55,44.46,41.89,42.1,540629.0
2022-05-17,42.2,51.48,39.67,51.36,5372864.0
2022-05-18,50.61,51.82,49.0,49.49,917413.0
2022-05-19,49.41,51.43,48.98,50.15,689007.0
2022-05-20,51.05,51.8099,49.57,51.52,431436.0
2022-05-21,51.05,51.8099,49.57,51.52,431436.0
2022-05-22,51.05,51.8099,49.57,51.52,431436.0
2022-05-23,51.76,53.13,50.18,52.83,550328.0
2022-05-24,51.99,52.12,49.35,50.24,601747.0
2022-05-25,50.22,52.55,50.22,51.96,425721.0
2022-05-26,51.84,53.56,51.33,52.19,507259.0
2022-05-27,53.27,55.29,52.96,54.33,723325.0
2022-05-28,53.27,55.29,52.96,54.33,723325.0
2022-05-29,53.27,55.29,52.96,54.33,723325.0
2022-05-30,53.27,55.29,52.96,54.33,723325.0
2022-05-31,54.05,54.21,52.08,52.73,488030.0
2022-06-01,53.08,54.37,50.95,51.58,347723.0
2022-06-02,51.49,54.92,51.49,54.88,454864.0
2022-06-03,53.4,54.48,52.27,53.17,312732.0
2022-06-04,53.4,54.48,52.27,53.17,312732.0
2022-06-05,53.4,54.48,52.27,53.17,312732.0
2022-06-06,47.19,48.6,44.3,44.49,1561041.0
2022-06-07,43.98,46.415,43.71,46.27,892626.0
2022-06-08,46.43,46.43,44.56,44.86,647023.0
2022-06-09,44.47,44.55,41.7,41.71,935953.0
2022-06-10,41.15,41.5,39.8,40.2,569026.0
2022-06-11,41.15,41.5,39.8,40.2,569026.0
2022-06-12,41.15,41.5,39.8,40.2,569026.0
2022-06-13,38.5,40.56,37.36,37.57,749275.0
2022-06-14,37.62,37.93,35.74,35.76,666682.0
2022-06-15,36.33,37.76,36.07,36.98,653090.0
2022-06-16,35.62,36.0,34.42,34.75,602375.0
2022-06-17,35.49,37.44,35.49,36.89,785530.0
2022-06-18,35.49,37.44,35.49,36.89,785530.0
2022-06-19,35.49,37.44,35.49,36.89,785530.0
2022-06-20,35.49,37.44,35.49,36.89,785530.0
2022-06-21,37.39,38.84,37.13,37.63,434125.0
2022-06-22,36.93,38.17,36.93,37.44,391246.0
2022-06-23,37.91,39.82,37.44,39.67,431877.0
2022-06-24,40.28,41.66,40.28,41.65,625565.0
2022-06-25,40.28,41.66,40.28,41.65,625565.0
2022-06-26,40.28,41.66,40.28,41.65,625565.0
2022-06-27,42.03,42.33,40.28,41.03,265208.0
2022-06-28,41.21,41.68,39.325,39.72,322673.0
2022-06-29,39.95,39.95,38.6,39.12,343896.0
2022-06-30,38.32,38.9,36.88,38.57,374792.0
2022-07-01,38.63,40.18,38.33,39.56,274451.0
2022-07-02,38.63,40.18,38.33,39.56,274451.0
2022-07-03,38.63,40.18,38.33,39.56,274451.0
2022-07-04,38.63,40.18,38.33,39.56,274451.0
2022-07-05,38.77,40.76,38.33,40.65,239290.0
2022-07-06,40.66,41.12,39.75,40.1,213051.0
2022-07-07,40.21,41.44,39.78,41.33,250638.0
2022-07-08,40.5,41.8,40.1,40.62,177670.0
2022-07-09,40.5,41.8,40.1,40.62,177670.0
2022-07-10,40.5,41.8,40.1,40.62,177670.0
2022-07-11,40.2,40.2,38.605,39.11,191566.0
2022-07-12,39.13,40.08,37.98,38.31,233465.0
2022-07-13,37.53,38.71,37.105,38.29,216725.0
2022-07-14,37.65,38.1193,37.17,37.99,305837.0
2022-07-15,38.78,39.75,38.425,39.35,262147.0
2022-07-16,38.78,39.75,38.425,39.35,262147.0
2022-07-17,38.78,39.75,38.425,39.35,262147.0
2022-07-18,39.42,41.32,38.02,38.36,241491.0
2022-07-19,39.28,40.68,38.48,40.56,251463.0
2022-07-20,40.83,42.46,40.63,42.28,327216.0
2022-07-21,42.23,43.73,42.0,43.59,329210.0
2022-07-22,44.07,44.67,43.2,44.18,420444.0
2022-07-23,44.07,44.67,43.2,44.18,420444.0
2022-07-24,44.07,44.67,43.2,44.18,420444.0
2022-07-25,44.06,44.06,42.115,42.45,247066.0
2022-07-26,42.12,42.12,40.545,40.94,204099.0
2022-07-27,41.8,43.35,41.635,42.92,203416.0
2022-07-28,43.38,43.98,41.89,43.48,347636.0
2022-07-29,43.46,43.95,41.89,43.9,329918.0
2022-07-30,43.46,43.95,41.89,43.9,329918.0
2022-07-31,43.46,43.95,41.89,43.9,329918.0
2022-08-01,43.44,44.81,42.725,44.53,341440.0
2022-08-02,44.14,46.35,44.14,46.11,320766.0
2022-08-03,47.43,48.54,47.12,47.9,536159.0
2022-08-04,48.0,49.99,45.71,46.16,648095.0
2022-08-05,45.14,46.14,43.555,43.92,416159.0
2022-08-06,45.14,46.14,43.555,43.92,416159.0
2022-08-07,45.14,46.14,43.555,43.92,416159.0
2022-08-08,44.19,45.92,44.03,45.04,429312.0
2022-08-09,44.48,44.69,43.39,43.69,236832.0
2022-08-10,45.24,46.64,45.23,46.29,275563.0
2022-08-11,47.12,48.36,45.895,46.5,357683.0
2022-08-12,46.95,47.74,46.825,47.7,322053.0
2022-08-13,46.95,47.74,46.825,47.7,322053.0
2022-08-14,46.95,47.74,46.825,47.7,322053.0
2022-08-15,47.31,47.97,46.8853,47.15,253810.0
2022-08-16,46.59,47.38,46.03,47.29,325440.0
2022-08-17,46.52,46.56,45.23,45.62,177670.0
2022-08-18,44.8,46.045,44.8,45.57,194805.0
2022-08-19,45.01,45.01,42.89,43.23,375663.0
2022-08-20,45.01,45.01,42.89,43.23,375663.0
2022-08-21,45.01,45.01,42.89,43.23,375663.0
2022-08-22,42.31,42.67,41.26,41.5,351608.0
2022-08-23,41.36,42.04,40.73,40.87,336931.0
2022-08-24,41.04,42.55,40.78,41.9,292382.0
2022-08-25,42.25,42.69,41.56,42.64,206350.0
2022-08-26,42.72,42.83,40.27,40.35,231337.0
2022-08-27,42.72,42.83,40.27,40.35,231337.0
2022-08-28,42.72,42.83,40.27,40.35,231337.0
2022-08-29,39.7,40.575,39.52,39.72,281965.0
2022-08-30,40.22,41.06,39.61,40.76,396690.0
2022-08-31,41.28,41.36,39.69,39.72,301496.0
2022-09-01,39.01,39.01,37.14,38.19,367822.0
2022-09-02,39.09,39.63,37.83,38.81,383377.0
2022-09-03,39.09,39.63,37.83,38.81,383377.0
2022-09-04,39.09,39.63,37.83,38.81,383377.0
2022-09-05,39.09,39.63,37.83,38.81,383377.0
2022-09-06,38.74,38.97,37.47,37.99,241742.0
2022-09-07,38.03,39.7,37.84,39.63,462108.0
2022-09-08,38.98,40.46,38.79,40.36,233774.0
2022-09-09,41.05,42.12,41.05,41.94,314754.0
2022-09-10,41.05,42.12,41.05,41.94,314754.0
2022-09-11,41.05,42.12,41.05,41.94,314754.0
2022-09-12,41.92,42.635,41.56,42.07,334245.0
2022-09-13,39.78,40.62,39.6,39.98,312115.0
2022-09-14,39.83,39.87,38.6,39.76,392877.0
2022-09-15,39.12,40.475,38.76,39.39,379254.0
2022-09-16,38.51,38.51,37.275,37.68,835133.0
