,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity,SYBT US Equity
2023-08-14,48.1803,48.1803,47.4595,47.5821,46489.0
2023-08-15,46.9643,47.1506,45.7777,46.0032,76138.0
2023-08-16,46.219,46.7338,46.0228,46.4739,119501.0
2023-08-17,46.4249,46.8368,46.0915,46.4837,81306.0
2023-08-18,46.0326,47.1114,46.0326,46.7093,66075.0
2023-08-19,46.0326,47.1114,46.0326,46.7093,66075.0
2023-08-20,46.0326,47.1114,46.0326,46.7093,66075.0
2023-08-21,46.6603,46.6603,45.7139,45.8855,74181.0
2023-08-22,45.7188,45.8854,44.1792,44.3066,104724.0
2023-08-23,44.2674,44.5616,43.8555,44.0124,107945.0
2023-08-24,44.0124,44.8754,43.8408,44.3557,71290.0
2023-08-25,44.4734,45.0323,43.8212,43.983,49767.0
2023-08-26,44.4734,45.0323,43.8212,43.983,49767.0
2023-08-27,44.4734,45.0323,43.8212,43.983,49767.0
2023-08-28,44.1105,44.5546,44.0321,44.3263,40771.0
2023-08-29,44.2772,44.6009,44.1399,44.4734,50575.0
2023-08-30,44.4047,44.4734,43.934,44.0124,45632.0
2023-08-31,43.9536,45.1794,43.9536,44.9147,88728.0
2023-09-01,45.0618,45.9836,45.0618,45.6502,61436.0
2023-09-02,45.0618,45.9836,45.0618,45.6502,61436.0
2023-09-03,45.0618,45.9836,45.0618,45.6502,61436.0
2023-09-04,45.0618,45.9836,45.0618,45.6502,61436.0
2023-09-05,45.3756,45.3756,44.2184,44.542,101312.0
2023-09-06,44.5518,44.8264,43.6202,43.63,79510.0
2023-09-07,43.1593,43.6006,42.9337,42.9533,67526.0
2023-09-08,43.12,43.12,42.316,42.5611,97209.0
2023-09-09,43.12,43.12,42.316,42.5611,97209.0
2023-09-10,43.12,43.12,42.316,42.5611,97209.0
2023-09-11,42.6101,42.9975,41.6834,41.904,72007.0
2023-09-12,41.6785,42.2178,41.5706,41.7569,95595.0
2023-09-13,41.7765,41.9334,41.1881,41.5804,83045.0
2023-09-14,41.855,43.8359,41.855,43.7281,148183.0
2023-09-15,43.7675,44.0736,42.3557,42.5828,354183.0
2023-09-16,43.7675,44.0736,42.3557,42.5828,354183.0
2023-09-17,43.7675,44.0736,42.3557,42.5828,354183.0
2023-09-18,42.642,42.642,41.1907,41.2302,67179.0
2023-09-19,41.3091,41.3388,40.4206,41.0031,68273.0
2023-09-20,41.2993,41.6448,41.1907,41.3684,82445.0
2023-09-21,40.9636,41.24,40.5242,40.5489,74300.0
2023-09-22,40.6476,40.6476,39.5024,40.1096,68640.0
2023-09-23,40.6476,40.6476,39.5024,40.1096,68640.0
2023-09-24,40.6476,40.6476,39.5024,40.1096,68640.0
2023-09-25,40.0355,40.5894,39.8479,40.1342,43320.0
2023-09-26,39.8775,40.3317,39.2753,39.3148,64821.0
2023-09-27,39.3148,39.3345,38.0954,38.4262,84300.0
2023-09-28,38.515,39.2654,38.4632,38.7717,90133.0
2023-09-29,39.0482,39.4332,38.4756,38.7915,93443.0
2023-09-30,39.0482,39.4332,38.4756,38.7915,93443.0
2023-10-01,39.0482,39.4332,38.4756,38.7915,93443.0
2023-10-02,38.7915,39.2153,38.2781,38.4558,84451.0
2023-10-03,38.3472,38.6335,37.8535,38.3867,69948.0
2023-10-04,38.4064,38.7717,37.9177,38.7323,53387.0
2023-10-05,38.673,39.7393,38.673,39.6998,91998.0
2023-10-06,39.3543,40.0404,38.7323,39.7393,122875.0
2023-10-07,39.3543,40.0404,38.7323,39.7393,122875.0
2023-10-08,39.3543,40.0404,38.7323,39.7393,122875.0
2023-10-09,39.374,40.539,39.374,40.312,51046.0
2023-10-10,40.4798,41.0129,40.0158,40.075,58607.0
2023-10-11,40.1639,40.5884,39.838,39.9565,52304.0
2023-10-12,39.8479,39.8479,39.0383,39.3444,36083.0
2023-10-13,39.7689,39.7689,39.1074,39.2555,72236.0
2023-10-14,39.7689,39.7689,39.1074,39.2555,72236.0
2023-10-15,39.7689,39.7689,39.1074,39.2555,72236.0
2023-10-16,39.3246,39.8948,39.3246,39.7294,61475.0
2023-10-17,39.453,41.3289,39.453,40.4502,93292.0
2023-10-18,40.233,40.233,39.1568,39.2062,64078.0
2023-10-19,39.0186,39.8726,38.9593,39.5419,90416.0
2023-10-20,39.611,39.611,38.2189,38.5842,88972.0
2023-10-21,39.611,39.611,38.2189,38.5842,88972.0
2023-10-22,39.611,39.611,38.2189,38.5842,88972.0
2023-10-23,38.5052,39.1276,38.2287,38.288,55249.0
2023-10-24,38.3472,38.8409,37.3451,37.8141,60207.0
2023-10-25,37.8437,38.8611,36.4614,37.6166,73406.0
2023-10-26,37.3994,38.8606,37.0341,38.8014,97743.0
2023-10-27,38.7026,38.7026,37.3347,38.1497,48300.0
2023-10-28,38.7026,38.7026,37.3347,38.1497,48300.0
2023-10-29,38.7026,38.7026,37.3347,38.1497,48300.0
2023-10-30,38.3571,39.1765,38.0016,38.4163,48546.0
2023-10-31,38.2978,38.7224,37.9162,38.6138,56223.0
2023-11-01,38.5249,38.7717,38.0214,38.5842,79057.0
2023-11-02,38.8705,40.1244,38.8705,40.075,54735.0
2023-11-03,41.2203,42.563,41.1216,42.2273,100725.0
2023-11-04,41.2203,42.563,41.1216,42.2273,100725.0
2023-11-05,41.2203,42.563,41.1216,42.2273,100725.0
2023-11-06,42.257,45.1399,41.6251,43.4615,313710.0
2023-11-07,43.1159,44.0144,42.0595,42.6716,87416.0
2023-11-08,42.8296,42.8296,42.2397,42.6618,66451.0
2023-11-09,42.6223,43.0073,41.9015,42.4446,108617.0
2023-11-10,42.6519,42.9185,42.099,42.6914,72727.0
2023-11-11,42.6519,42.9185,42.099,42.6914,72727.0
2023-11-12,42.6519,42.9185,42.099,42.6914,72727.0
2023-11-13,42.2372,43.6195,42.1878,43.501,68487.0
2023-11-14,44.9819,46.7295,44.7496,46.5616,118613.0
2023-11-15,46.7295,47.3712,44.8536,46.1963,92990.0
2023-11-16,45.91,46.453,45.1745,46.2358,72946.0
2023-11-17,46.7492,46.7492,45.5052,45.9396,103018.0
2023-11-18,46.7492,46.7492,45.5052,45.9396,103018.0
2023-11-19,46.7492,46.7492,45.5052,45.9396,103018.0
2023-11-20,46.0976,46.5419,45.1597,45.9001,101374.0
2023-11-21,45.831,46.0038,45.2386,45.4855,65978.0
2023-11-22,45.989,46.1371,45.4164,45.7323,56349.0
2023-11-23,45.989,46.1371,45.4164,45.7323,56349.0
2023-11-24,45.9495,46.1568,45.3282,45.6138,31156.0
2023-11-25,45.9495,46.1568,45.3282,45.6138,31156.0
2023-11-26,45.9495,46.1568,45.3282,45.6138,31156.0
2023-11-27,45.4164,45.7767,44.8141,44.8141,83016.0
2023-11-28,44.824,45.1817,43.7873,44.0045,47548.0
2023-11-29,44.202,45.1202,44.1526,44.3204,56213.0
2023-11-30,44.4685,44.4685,43.2443,43.5602,150460.0
2023-12-01,43.7083,46.147,43.6195,46.0581,91873.0
2023-12-02,43.7083,46.147,43.6195,46.0581,91873.0
2023-12-03,43.7083,46.147,43.6195,46.0581,91873.0
2023-12-04,45.9001,46.9961,45.9001,46.7887,72647.0
2023-12-05,46.4037,46.6011,46.0384,46.4333,49242.0
2023-12-06,46.9467,48.0624,46.3543,46.4827,62272.0
2023-12-07,46.7591,47.7464,45.679,47.6971,58408.0
2023-12-08,47.5095,48.482,46.7443,47.855,64066.0
2023-12-09,47.5095,48.482,46.7443,47.855,64066.0
2023-12-10,47.5095,48.482,46.7443,47.855,64066.0
2023-12-11,47.6872,48.1907,47.3515,48.0624,69559.0
2023-12-12,48.0327,48.1315,47.2133,47.312,39439.0
2023-12-13,47.2923,50.3036,47.194,50.2246,121698.0
2023-12-14,51.3402,52.3769,50.5454,51.1526,124039.0
2023-12-15,51.9371,51.9371,50.378,50.4575,229626.0
2023-12-16,51.9371,51.9371,50.378,50.4575,229626.0
2023-12-17,51.9371,51.9371,50.378,50.4575,229626.0
2023-12-18,50.8547,51.093,50.0205,50.1198,73852.0
2023-12-19,50.4475,51.381,50.4475,50.815,79850.0
2023-12-20,50.8646,52.1258,50.2489,50.3582,67899.0
2023-12-21,50.6064,51.2718,50.0801,50.388,74308.0
2023-12-22,50.7256,51.3512,50.239,50.9143,66163.0
2023-12-23,50.7256,51.3512,50.239,50.9143,66163.0
2023-12-24,50.7256,51.3512,50.239,50.9143,66163.0
2023-12-25,50.7256,51.3512,50.239,50.9143,66163.0
2023-12-26,51.3413,51.8974,50.7057,51.7783,59100.0
2023-12-27,51.6988,52.1655,51.4704,51.7385,49378.0
2023-12-28,51.7981,52.0464,51.4307,51.5498,53904.0
2023-12-29,51.6889,52.5178,51.093,51.1328,75413.0
2023-12-30,51.6889,52.5178,51.093,51.1328,75413.0
2023-12-31,51.6889,52.5178,51.093,51.1328,75413.0
2024-01-01,51.6889,52.5178,51.093,51.1328,75413.0
2024-01-02,50.7753,52.7811,50.5866,51.9669,82341.0
2024-01-03,51.7981,52.4734,49.4148,49.5836,104940.0
2024-01-04,49.663,50.4078,49.2559,49.8021,74233.0
2024-01-05,49.4446,50.4575,48.8636,49.5836,69076.0
2024-01-06,49.4446,50.4575,48.8636,49.5836,69076.0
2024-01-07,49.4446,50.4575,48.8636,49.5836,69076.0
2024-01-08,49.3353,49.9014,48.5309,49.524,78341.0
2024-01-09,48.8388,49.2956,48.3522,48.9083,60919.0
2024-01-10,48.6005,49.2658,48.1734,49.2658,59412.0
2024-01-11,49.0374,49.0374,47.8656,48.4614,54762.0
2024-01-12,49.0573,49.0573,47.9152,48.238,48002.0
2024-01-13,49.0573,49.0573,47.9152,48.238,48002.0
2024-01-14,49.0573,49.0573,47.9152,48.238,48002.0
2024-01-15,49.0573,49.0573,47.9152,48.238,48002.0
2024-01-16,47.6372,47.9252,47.1704,47.3591,46471.0
2024-01-17,46.6441,47.4932,46.6441,47.2698,58631.0
2024-01-18,47.3393,47.6006,46.8626,47.4485,40296.0
2024-01-19,47.7266,48.7544,47.0755,48.6799,85996.0
2024-01-20,47.7266,48.7544,47.0755,48.6799,85996.0
2024-01-21,47.7266,48.7544,47.0755,48.6799,85996.0
2024-01-22,49.1963,50.095,49.1268,50.0503,53945.0
2024-01-23,50.5866,50.7455,49.2509,49.6034,60782.0
2024-01-24,48.8686,49.8616,47.5131,47.8358,91874.0
2024-01-25,49.3055,51.0434,48.6799,51.0434,91222.0
2024-01-26,51.1427,51.808,50.3482,50.7753,58100.0
2024-01-27,51.1427,51.808,50.3482,50.7753,58100.0
2024-01-28,51.1427,51.808,50.3482,50.7753,58100.0
2024-01-29,50.9242,52.2847,50.9242,52.245,58085.0
2024-01-30,52.0166,52.6323,51.9818,52.3741,52846.0
2024-01-31,51.7882,52.0364,49.375,49.375,83219.0
2024-02-01,49.5041,49.6829,47.0513,48.6104,73533.0
2024-02-02,47.7067,49.1665,47.5776,48.4416,87510.0
2024-02-03,47.7067,49.1665,47.5776,48.4416,87510.0
2024-02-04,47.7067,49.1665,47.5776,48.4416,87510.0
2024-02-05,47.7961,48.0741,46.8427,47.3095,55554.0
2024-02-06,47.3095,50.4079,45.8596,46.2171,96423.0
2024-02-07,46.3561,50.9937,44.7275,45.8,70539.0
2024-02-08,45.4227,45.9341,44.5984,45.4425,59896.0
2024-02-09,45.661,46.5349,44.7275,46.525,45771.0
2024-02-10,45.661,46.5349,44.7275,46.525,45771.0
2024-02-11,45.661,46.5349,44.7275,46.525,45771.0
2024-02-12,46.5448,48.233,46.5448,47.6173,74355.0
2024-02-13,45.2737,45.6809,44.7672,45.0652,122826.0
2024-02-14,44.8665,45.9688,44.6779,45.8199,82230.0
2024-02-15,46.3462,48.4813,46.3462,48.233,100288.0
2024-02-16,47.8358,48.3721,46.9371,47.5677,91227.0
2024-02-17,47.8358,48.3721,46.9371,47.5677,91227.0
2024-02-18,47.8358,48.3721,46.9371,47.5677,91227.0
2024-02-19,47.8358,48.3721,46.9371,47.5677,91227.0
2024-02-20,46.8328,47.8408,46.3959,46.9321,57026.0
2024-02-21,46.7434,46.8775,45.8,45.9192,52162.0
2024-02-22,45.6511,45.8397,44.8268,45.5915,70027.0
2024-02-23,45.7007,45.9589,45.2936,45.6809,37449.0
2024-02-24,45.7007,45.9589,45.2936,45.6809,37449.0
2024-02-25,45.7007,45.9589,45.2936,45.6809,37449.0
2024-02-26,45.3333,45.8596,45.1545,45.2638,37363.0
2024-02-27,45.6511,45.6809,44.9758,45.1347,42569.0
2024-02-28,44.8169,45.2638,44.5393,44.8367,43956.0
2024-02-29,45.7106,46.2519,45.0354,45.4922,62588.0
2024-03-01,45.4723,45.4723,44.0274,44.807,54395.0
2024-03-02,45.4723,45.4723,44.0274,44.807,54395.0
2024-03-03,45.4723,45.4723,44.0274,44.807,54395.0
2024-03-04,45.1247,45.6809,44.6318,44.9857,61579.0
2024-03-05,44.7474,46.4654,44.7474,45.9589,84229.0
2024-03-06,45.7504,46.8626,45.2538,45.9887,91952.0
2024-03-07,46.6441,47.0711,45.9887,46.4256,53983.0
2024-03-08,46.8725,47.5081,45.9788,46.0185,60472.0
2024-03-09,46.8725,47.5081,45.9788,46.0185,60472.0
2024-03-10,46.8725,47.5081,45.9788,46.0185,60472.0
2024-03-11,45.9986,46.3065,45.2439,45.2538,67709.0
2024-03-12,45.2538,45.3343,43.948,44.37,90827.0
2024-03-13,44.5289,44.9361,43.7593,44.1317,83275.0
2024-03-14,43.8834,43.8933,42.6619,42.94,85991.0
2024-03-15,42.82,43.95,42.61,43.77,199275.0
2024-03-16,42.82,43.95,42.61,43.77,199275.0
2024-03-17,42.82,43.95,42.61,43.77,199275.0
2024-03-18,43.65,43.665,42.8984,42.95,77959.0
2024-03-19,43.02,44.02,42.97,43.85,97651.0
2024-03-20,43.62,46.55,43.31,45.93,133649.0
2024-03-21,45.93,47.09,45.7,46.63,146091.0
2024-03-22,46.77,46.77,45.261,45.33,82953.0
2024-03-23,46.77,46.77,45.261,45.33,82953.0
2024-03-24,46.77,46.77,45.261,45.33,82953.0
2024-03-25,45.58,46.375,44.86,44.89,49867.0
2024-03-26,45.02,45.46,44.78,45.12,57739.0
2024-03-27,45.07,47.17,45.07,47.17,77064.0
2024-03-28,47.33,49.06,46.72,48.91,190545.0
2024-03-29,47.33,49.06,46.72,48.91,190545.0
2024-03-30,47.33,49.06,46.72,48.91,190545.0
2024-03-31,47.33,49.06,46.72,48.91,190545.0
2024-04-01,48.74,48.74,47.41,47.73,108570.0
2024-04-02,47.09,47.73,46.21,46.57,107109.0
2024-04-03,46.17,46.83,45.98,46.51,62376.0
2024-04-04,47.23,47.74,46.48,46.82,87220.0
2024-04-05,46.59,47.15,45.98,46.16,75155.0
2024-04-06,46.59,47.15,45.98,46.16,75155.0
2024-04-07,46.59,47.15,45.98,46.16,75155.0
2024-04-08,46.25,46.805,46.02,46.72,53828.0
