,DISCB US Equity,DISCB US Equity,DISCB US Equity,DISCB US Equity,DISCB US Equity
2021-09-23,60.0,60.0,52.2,55.4554,25998.0
2021-09-24,55.51,60.95,55.5,56.11,17683.0
2021-09-25,55.51,60.95,55.5,56.11,17683.0
2021-09-26,55.51,60.95,55.5,56.11,17683.0
2021-09-27,56.06,61.67,56.06,57.04,9949.0
2021-09-28,56.33,57.66,51.96,55.01,15841.0
2021-09-29,53.05,53.8454,51.1923,52.575,8471.0
2021-09-30,54.6,54.6,47.9,50.15,9444.0
2021-10-01,50.31,53.0,50.31,52.3,2884.0
2021-10-02,50.31,53.0,50.31,52.3,2884.0
2021-10-03,50.31,53.0,50.31,52.3,2884.0
2021-10-04,48.58,51.48,48.58,50.98,1730.0
2021-10-05,51.77,51.77,51.18,51.18,1969.0
2021-10-06,49.5,50.4,49.05,50.2,1622.0
2021-10-07,48.5101,48.5101,41.8435,44.99,35961.0
2021-10-08,45.15,47.73,42.78,45.57,23911.0
2021-10-09,45.15,47.73,42.78,45.57,23911.0
2021-10-10,45.15,47.73,42.78,45.57,23911.0
2021-10-11,46.22,46.22,42.01,42.01,5036.0
2021-10-12,44.56,44.56,42.31,43.15,3647.0
2021-10-13,42.4715,46.75,42.4715,46.75,12634.0
2021-10-14,45.14,45.68,43.0,43.0,7556.0
2021-10-15,45.21,45.37,43.01,44.41,4096.0
2021-10-16,45.21,45.37,43.01,44.41,4096.0
2021-10-17,45.21,45.37,43.01,44.41,4096.0
2021-10-18,44.6,44.6,43.94,43.94,2204.0
2021-10-19,43.05,43.05,43.05,43.05,1134.0
2021-10-20,45.65,45.65,43.08,43.08,1911.0
2021-10-21,42.19,44.4743,42.19,44.0,2002.0
2021-10-22,43.65,44.1451,41.6827,43.3,4544.0
2021-10-23,43.65,44.1451,41.6827,43.3,4544.0
2021-10-24,43.65,44.1451,41.6827,43.3,4544.0
2021-10-25,44.72,44.8,43.6,43.9,7213.0
2021-10-26,43.5,43.75,43.0,43.0,2685.0
2021-10-27,41.84,41.84,41.84,41.84,830.0
2021-10-28,43.833,47.637,41.11,42.06,62945.0
2021-10-29,41.26,43.19,38.0,41.44,16607.0
2021-10-30,41.26,43.19,38.0,41.44,16607.0
2021-10-31,41.26,43.19,38.0,41.44,16607.0
2021-11-01,42.37,42.37,40.1,41.94,5051.0
2021-11-02,41.255,41.255,40.75,40.75,1236.0
2021-11-03,40.0,42.28,40.0,41.0,2259.0
2021-11-04,41.125,42.028,41.0928,41.6867,1180.0
2021-11-05,40.25,41.7,40.25,41.5,1395.0
2021-11-06,40.25,41.7,40.25,41.5,1395.0
2021-11-07,40.25,41.7,40.25,41.5,1395.0
2021-11-08,41.56,41.56,40.38,40.38,1214.0
2021-11-09,43.9675,43.9675,40.47,40.47,4386.0
2021-11-10,44.52,44.52,40.5,40.61,3202.0
2021-11-11,42.0,44.3,40.9505,41.65,8042.0
2021-11-12,42.9,43.14,42.67,42.67,1798.0
2021-11-13,42.9,43.14,42.67,42.67,1798.0
2021-11-14,42.9,43.14,42.67,42.67,1798.0
2021-11-15,42.69,44.025,42.69,42.924,2618.0
2021-11-16,43.84,43.84,41.9,43.49,1730.0
2021-11-17,43.84,43.84,41.9,43.49,713.0
2021-11-18,42.0,42.5,41.0,42.5,2553.0
2021-11-19,41.5,41.5,39.8,39.8,2278.0
2021-11-20,41.5,41.5,39.8,39.8,2278.0
2021-11-21,41.5,41.5,39.8,39.8,2278.0
2021-11-22,39.04,42.94,38.12,38.12,5237.0
2021-11-23,39.04,42.94,38.12,38.12,648.0
2021-11-24,40.49,40.49,40.0,40.0,2114.0
2021-11-25,40.49,40.49,40.0,40.0,2114.0
2021-11-26,40.49,40.49,40.0,40.0,447.0
2021-11-27,40.49,40.49,40.0,40.0,447.0
2021-11-28,40.49,40.49,40.0,40.0,447.0
2021-11-29,40.49,40.49,40.0,40.0,697.0
2021-11-30,38.31,38.31,34.48,35.02,5288.0
2021-12-01,37.0,37.0,35.0,35.0,2474.0
2021-12-02,33.0,38.21,33.0,38.21,2854.0
2021-12-03,34.4,35.0,33.79,33.79,2675.0
2021-12-04,34.4,35.0,33.79,33.79,2675.0
2021-12-05,34.4,35.0,33.79,33.79,2675.0
2021-12-06,35.0,36.1567,34.17,36.1567,1810.0
2021-12-07,37.0,37.0,35.85,35.85,1275.0
2021-12-08,35.4,35.4,35.4,35.4,431.0
2021-12-09,35.4,35.4,35.4,35.4,904.0
2021-12-10,35.83,36.9671,34.4,34.53,1664.0
2021-12-11,35.83,36.9671,34.4,34.53,1664.0
2021-12-12,35.83,36.9671,34.4,34.53,1664.0
2021-12-13,32.32,34.7,32.32,34.7,1812.0
2021-12-14,33.19,33.75,32.0,32.0,3853.0
2021-12-15,32.0,32.75,32.0,32.03,2926.0
2021-12-16,32.03,32.925,30.03,32.91,4998.0
2021-12-17,29.7234,31.9999,29.7234,31.3851,1940.0
2021-12-18,29.7234,31.9999,29.7234,31.3851,1940.0
2021-12-19,29.7234,31.9999,29.7234,31.3851,1940.0
2021-12-20,29.5,30.06,27.19,30.06,2122.0
2021-12-21,28.32,28.32,28.32,28.32,800.0
2021-12-22,28.51,30.99,28.33,30.94,2417.0
2021-12-23,30.94,30.94,30.5,30.5,2067.0
2021-12-24,30.94,30.94,30.5,30.5,2067.0
2021-12-25,30.94,30.94,30.5,30.5,2067.0
2021-12-26,30.94,30.94,30.5,30.5,2067.0
2021-12-27,30.05,30.51,30.05,30.17,1666.0
2021-12-28,30.01,30.1,28.0,29.8,3047.0
2021-12-29,28.03,29.5,28.0,29.5,3219.0
2021-12-30,30.0,30.13,28.7957,28.7957,2309.0
2021-12-31,28.8,29.75,28.2004,29.75,3452.0
2022-01-01,28.8,29.75,28.2004,29.75,3452.0
2022-01-02,28.8,29.75,28.2004,29.75,3452.0
2022-01-03,30.0,32.9999,30.0,31.0,1831.0
2022-01-04,31.51,32.5,31.05,32.4,3807.0
2022-01-05,32.11,32.11,30.02,31.52,1343.0
2022-01-06,31.0,31.03,31.0,31.03,562.0
2022-01-07,33.01,37.3457,32.67,36.71,11422.0
2022-01-08,33.01,37.3457,32.67,36.71,11422.0
2022-01-09,33.01,37.3457,32.67,36.71,11422.0
2022-01-10,39.91,49.0,36.32,44.5,95618.0
2022-01-11,44.5,44.5,41.49,41.6,14619.0
2022-01-12,42.3,44.41,40.1,40.87,7144.0
2022-01-13,38.2,39.79,38.2,39.79,5593.0
2022-01-14,36.0001,40.0,36.0001,39.82,7945.0
2022-01-15,36.0001,40.0,36.0001,39.82,7945.0
2022-01-16,36.0001,40.0,36.0001,39.82,7945.0
2022-01-17,36.0001,40.0,36.0001,39.82,7945.0
2022-01-18,37.06,40.87,37.06,37.81,2134.0
2022-01-19,36.0538,39.66,36.0,36.0,4139.0
2022-01-20,35.05,38.13,34.55,35.75,7012.0
2022-01-21,35.725,35.725,33.4,33.4,2692.0
2022-01-22,35.725,35.725,33.4,33.4,2692.0
2022-01-23,35.725,35.725,33.4,33.4,2692.0
2022-01-24,31.73,31.73,29.62,29.62,7661.0
2022-01-25,29.9,34.3499,29.9,32.98,14379.0
2022-01-26,32.9999,33.0,30.55,30.55,5394.0
2022-01-27,31.0,33.0699,30.05,31.3,6403.0
2022-01-28,31.3,32.7988,30.685,32.7988,1068.0
2022-01-29,31.3,32.7988,30.685,32.7988,1068.0
2022-01-30,31.3,32.7988,30.685,32.7988,1068.0
2022-01-31,32.81,33.32,31.5,31.66,2217.0
2022-02-01,32.7,32.7,31.055,31.055,10128.0
2022-02-02,33.0,33.0,30.27,31.5033,5109.0
2022-02-03,31.6684,31.6684,30.8803,31.2,1191.0
2022-02-04,31.46,31.46,30.5,30.5,3400.0
2022-02-05,31.46,31.46,30.5,30.5,3400.0
2022-02-06,31.46,31.46,30.5,30.5,3400.0
2022-02-07,31.46,31.46,30.5,30.5,746.0
2022-02-08,30.0001,32.0,30.0001,31.0352,2155.0
2022-02-09,30.5,32.6,30.45,32.06,6355.0
2022-02-10,31.98,33.75,31.02,32.4,3267.0
2022-02-11,32.865,33.0,31.35,31.35,1766.0
2022-02-12,32.865,33.0,31.35,31.35,1766.0
2022-02-13,32.865,33.0,31.35,31.35,1766.0
2022-02-14,32.28,32.28,32.28,32.28,586.0
2022-02-15,32.4,32.4,32.0,32.0,1173.0
2022-02-16,31.51,31.51,31.51,31.51,1152.0
2022-02-17,30.93,32.3167,30.9,31.27,3488.0
2022-02-18,31.9,32.13,31.1,31.5,4375.0
2022-02-19,31.9,32.13,31.1,31.5,4375.0
2022-02-20,31.9,32.13,31.1,31.5,4375.0
2022-02-21,31.9,32.13,31.1,31.5,4375.0
2022-02-22,32.3,32.3,30.4,30.93,2650.0
2022-02-23,30.98,31.5,30.8,31.1567,1511.0
2022-02-24,29.8,30.0,28.5,28.5,2066.0
2022-02-25,29.29,30.0,28.61,28.61,4381.0
2022-02-26,29.29,30.0,28.61,28.61,4381.0
2022-02-27,29.29,30.0,28.61,28.61,4381.0
2022-02-28,28.0,28.0,28.0,28.0,2206.0
2022-03-01,29.0,29.0,28.3,28.3,2062.0
2022-03-02,29.9862,30.0,29.95,29.95,3133.0
2022-03-03,29.95,29.95,29.47,29.52,1736.0
2022-03-04,28.51,28.51,28.1,28.1,942.0
2022-03-05,28.51,28.51,28.1,28.1,942.0
2022-03-06,28.51,28.51,28.1,28.1,942.0
2022-03-07,28.1,28.1,27.5001,27.5001,2637.0
2022-03-08,27.54,27.54,27.0001,27.0001,1070.0
2022-03-09,27.08,27.08,27.0,27.0,2664.0
2022-03-10,27.45,27.4991,27.45,27.4991,974.0
2022-03-11,26.71,29.8,26.71,27.5,4744.0
2022-03-12,26.71,29.8,26.71,27.5,4744.0
2022-03-13,26.71,29.8,26.71,27.5,4744.0
2022-03-14,27.36,27.36,26.51,26.51,1759.0
2022-03-15,26.8,26.98,25.0101,26.98,6920.0
2022-03-16,26.9,26.9,26.9,26.9,2538.0
2022-03-17,26.4,27.25,26.3,27.0,891.0
2022-03-18,26.9003,27.325,26.9003,27.25,1145.0
2022-03-19,26.9003,27.325,26.9003,27.25,1145.0
2022-03-20,26.9003,27.325,26.9003,27.25,1145.0
2022-03-21,27.8099,27.8099,27.2216,27.2216,741.0
2022-03-22,27.7899,29.3,27.49,28.23,10075.0
2022-03-23,28.36,29.47,27.53,27.84,7955.0
2022-03-24,27.76,29.2,27.76,28.0,7479.0
2022-03-25,28.39,28.94,28.01,28.3,9387.0
2022-03-26,28.39,28.94,28.01,28.3,9387.0
2022-03-27,28.39,28.94,28.01,28.3,9387.0
2022-03-28,28.15,29.0,27.87,27.87,4177.0
2022-03-29,27.71,28.9,26.54,28.2,10628.0
2022-03-30,28.2,28.85,27.3,28.42,7063.0
2022-03-31,28.99,28.99,27.4,27.9,7542.0
2022-04-01,27.39,28.5,27.39,27.99,5143.0
2022-04-02,27.39,28.5,27.39,27.99,5143.0
2022-04-03,27.39,28.5,27.39,27.99,5143.0
2022-04-04,27.75,28.4806,26.28,26.7125,9579.0
2022-04-05,26.8,26.8,25.205,25.205,8491.0
2022-04-06,24.86,25.0,24.4525,24.4525,7171.0
2022-04-07,23.64,23.8897,22.56,23.165,31573.0
2022-04-08,25.1,25.1,22.83,24.45,15822.0
2022-04-09,25.1,25.1,22.83,24.45,15822.0
2022-04-10,25.1,25.1,22.83,24.45,15822.0
2022-04-11,25.1,25.1,22.83,24.45,15822.0
2022-04-12,25.1,25.1,22.83,24.45,15822.0
2022-04-13,25.1,25.1,22.83,24.45,15822.0
2022-04-14,25.1,25.1,22.83,24.45,15822.0
2022-04-15,25.1,25.1,22.83,24.45,15822.0
2022-04-16,25.1,25.1,22.83,24.45,15822.0
2022-04-17,25.1,25.1,22.83,24.45,15822.0
2022-04-18,25.1,25.1,22.83,24.45,15822.0
2022-04-19,25.1,25.1,22.83,24.45,15822.0
2022-04-20,25.1,25.1,22.83,24.45,15822.0
2022-04-21,25.1,25.1,22.83,24.45,15822.0
2022-04-22,25.1,25.1,22.83,24.45,15822.0
2022-04-23,25.1,25.1,22.83,24.45,15822.0
2022-04-24,25.1,25.1,22.83,24.45,15822.0
2022-04-25,25.1,25.1,22.83,24.45,15822.0
2022-04-26,25.1,25.1,22.83,24.45,15822.0
2022-04-27,25.1,25.1,22.83,24.45,15822.0
2022-04-28,25.1,25.1,22.83,24.45,15822.0
2022-04-29,25.1,25.1,22.83,24.45,15822.0
2022-04-30,25.1,25.1,22.83,24.45,15822.0
2022-05-01,25.1,25.1,22.83,24.45,15822.0
2022-05-02,25.1,25.1,22.83,24.45,15822.0
2022-05-03,25.1,25.1,22.83,24.45,15822.0
2022-05-04,25.1,25.1,22.83,24.45,15822.0
2022-05-05,25.1,25.1,22.83,24.45,15822.0
2022-05-06,25.1,25.1,22.83,24.45,15822.0
2022-05-07,25.1,25.1,22.83,24.45,15822.0
2022-05-08,25.1,25.1,22.83,24.45,15822.0
2022-05-09,25.1,25.1,22.83,24.45,15822.0
2022-05-10,25.1,25.1,22.83,24.45,15822.0
2022-05-11,25.1,25.1,22.83,24.45,15822.0
2022-05-12,25.1,25.1,22.83,24.45,15822.0
2022-05-13,25.1,25.1,22.83,24.45,15822.0
2022-05-14,25.1,25.1,22.83,24.45,15822.0
2022-05-15,25.1,25.1,22.83,24.45,15822.0
2022-05-16,25.1,25.1,22.83,24.45,15822.0
2022-05-17,25.1,25.1,22.83,24.45,15822.0
2022-05-18,25.1,25.1,22.83,24.45,15822.0
2022-05-19,25.1,25.1,22.83,24.45,15822.0
2022-05-20,25.1,25.1,22.83,24.45,15822.0
2022-05-21,25.1,25.1,22.83,24.45,15822.0
2022-05-22,25.1,25.1,22.83,24.45,15822.0
2022-05-23,25.1,25.1,22.83,24.45,15822.0
2022-05-24,25.1,25.1,22.83,24.45,15822.0
2022-05-25,25.1,25.1,22.83,24.45,15822.0
2022-05-26,25.1,25.1,22.83,24.45,15822.0
2022-05-27,25.1,25.1,22.83,24.45,15822.0
2022-05-28,25.1,25.1,22.83,24.45,15822.0
2022-05-29,25.1,25.1,22.83,24.45,15822.0
2022-05-30,25.1,25.1,22.83,24.45,15822.0
2022-05-31,25.1,25.1,22.83,24.45,15822.0
2022-06-01,25.1,25.1,22.83,24.45,15822.0
2022-06-02,25.1,25.1,22.83,24.45,15822.0
2022-06-03,25.1,25.1,22.83,24.45,15822.0
2022-06-04,25.1,25.1,22.83,24.45,15822.0
2022-06-05,25.1,25.1,22.83,24.45,15822.0
2022-06-06,25.1,25.1,22.83,24.45,15822.0
2022-06-07,25.1,25.1,22.83,24.45,15822.0
2022-06-08,25.1,25.1,22.83,24.45,15822.0
2022-06-09,25.1,25.1,22.83,24.45,15822.0
2022-06-10,25.1,25.1,22.83,24.45,15822.0
2022-06-11,25.1,25.1,22.83,24.45,15822.0
2022-06-12,25.1,25.1,22.83,24.45,15822.0
2022-06-13,25.1,25.1,22.83,24.45,15822.0
2022-06-14,25.1,25.1,22.83,24.45,15822.0
2022-06-15,25.1,25.1,22.83,24.45,15822.0
2022-06-16,25.1,25.1,22.83,24.45,15822.0
2022-06-17,25.1,25.1,22.83,24.45,15822.0
2022-06-18,25.1,25.1,22.83,24.45,15822.0
2022-06-19,25.1,25.1,22.83,24.45,15822.0
2022-06-20,25.1,25.1,22.83,24.45,15822.0
2022-06-21,25.1,25.1,22.83,24.45,15822.0
2022-06-22,25.1,25.1,22.83,24.45,15822.0
2022-06-23,25.1,25.1,22.83,24.45,15822.0
2022-06-24,25.1,25.1,22.83,24.45,15822.0
2022-06-25,25.1,25.1,22.83,24.45,15822.0
2022-06-26,25.1,25.1,22.83,24.45,15822.0
2022-06-27,25.1,25.1,22.83,24.45,15822.0
2022-06-28,25.1,25.1,22.83,24.45,15822.0
2022-06-29,25.1,25.1,22.83,24.45,15822.0
2022-06-30,25.1,25.1,22.83,24.45,15822.0
2022-07-01,25.1,25.1,22.83,24.45,15822.0
2022-07-02,25.1,25.1,22.83,24.45,15822.0
2022-07-03,25.1,25.1,22.83,24.45,15822.0
2022-07-04,25.1,25.1,22.83,24.45,15822.0
2022-07-05,25.1,25.1,22.83,24.45,15822.0
2022-07-06,25.1,25.1,22.83,24.45,15822.0
2022-07-07,25.1,25.1,22.83,24.45,15822.0
2022-07-08,25.1,25.1,22.83,24.45,15822.0
2022-07-09,25.1,25.1,22.83,24.45,15822.0
2022-07-10,25.1,25.1,22.83,24.45,15822.0
2022-07-11,25.1,25.1,22.83,24.45,15822.0
2022-07-12,25.1,25.1,22.83,24.45,15822.0
2022-07-13,25.1,25.1,22.83,24.45,15822.0
2022-07-14,25.1,25.1,22.83,24.45,15822.0
2022-07-15,25.1,25.1,22.83,24.45,15822.0
2022-07-16,25.1,25.1,22.83,24.45,15822.0
2022-07-17,25.1,25.1,22.83,24.45,15822.0
2022-07-18,25.1,25.1,22.83,24.45,15822.0
2022-07-19,25.1,25.1,22.83,24.45,15822.0
2022-07-20,25.1,25.1,22.83,24.45,15822.0
2022-07-21,25.1,25.1,22.83,24.45,15822.0
2022-07-22,25.1,25.1,22.83,24.45,15822.0
2022-07-23,25.1,25.1,22.83,24.45,15822.0
2022-07-24,25.1,25.1,22.83,24.45,15822.0
2022-07-25,25.1,25.1,22.83,24.45,15822.0
2022-07-26,25.1,25.1,22.83,24.45,15822.0
2022-07-27,25.1,25.1,22.83,24.45,15822.0
2022-07-28,25.1,25.1,22.83,24.45,15822.0
2022-07-29,25.1,25.1,22.83,24.45,15822.0
2022-07-30,25.1,25.1,22.83,24.45,15822.0
2022-07-31,25.1,25.1,22.83,24.45,15822.0
2022-08-01,25.1,25.1,22.83,24.45,15822.0
2022-08-02,25.1,25.1,22.83,24.45,15822.0
2022-08-03,25.1,25.1,22.83,24.45,15822.0
2022-08-04,25.1,25.1,22.83,24.45,15822.0
2022-08-05,25.1,25.1,22.83,24.45,15822.0
2022-08-06,25.1,25.1,22.83,24.45,15822.0
2022-08-07,25.1,25.1,22.83,24.45,15822.0
2022-08-08,25.1,25.1,22.83,24.45,15822.0
2022-08-09,25.1,25.1,22.83,24.45,15822.0
2022-08-10,25.1,25.1,22.83,24.45,15822.0
2022-08-11,25.1,25.1,22.83,24.45,15822.0
2022-08-12,25.1,25.1,22.83,24.45,15822.0
2022-08-13,25.1,25.1,22.83,24.45,15822.0
2022-08-14,25.1,25.1,22.83,24.45,15822.0
2022-08-15,25.1,25.1,22.83,24.45,15822.0
2022-08-16,25.1,25.1,22.83,24.45,15822.0
2022-08-17,25.1,25.1,22.83,24.45,15822.0
2022-08-18,25.1,25.1,22.83,24.45,15822.0
2022-08-19,25.1,25.1,22.83,24.45,15822.0
2022-08-20,25.1,25.1,22.83,24.45,15822.0
2022-08-21,25.1,25.1,22.83,24.45,15822.0
2022-08-22,25.1,25.1,22.83,24.45,15822.0
2022-08-23,25.1,25.1,22.83,24.45,15822.0
2022-08-24,25.1,25.1,22.83,24.45,15822.0
2022-08-25,25.1,25.1,22.83,24.45,15822.0
2022-08-26,25.1,25.1,22.83,24.45,15822.0
2022-08-27,25.1,25.1,22.83,24.45,15822.0
2022-08-28,25.1,25.1,22.83,24.45,15822.0
2022-08-29,25.1,25.1,22.83,24.45,15822.0
2022-08-30,25.1,25.1,22.83,24.45,15822.0
2022-08-31,25.1,25.1,22.83,24.45,15822.0
2022-09-01,25.1,25.1,22.83,24.45,15822.0
2022-09-02,25.1,25.1,22.83,24.45,15822.0
2022-09-03,25.1,25.1,22.83,24.45,15822.0
2022-09-04,25.1,25.1,22.83,24.45,15822.0
2022-09-05,25.1,25.1,22.83,24.45,15822.0
2022-09-06,25.1,25.1,22.83,24.45,15822.0
2022-09-07,25.1,25.1,22.83,24.45,15822.0
2022-09-08,25.1,25.1,22.83,24.45,15822.0
2022-09-09,25.1,25.1,22.83,24.45,15822.0
2022-09-10,25.1,25.1,22.83,24.45,15822.0
2022-09-11,25.1,25.1,22.83,24.45,15822.0
2022-09-12,25.1,25.1,22.83,24.45,15822.0
2022-09-13,25.1,25.1,22.83,24.45,15822.0
2022-09-14,25.1,25.1,22.83,24.45,15822.0
2022-09-15,25.1,25.1,22.83,24.45,15822.0
2022-09-16,25.1,25.1,22.83,24.45,15822.0
2022-09-17,25.1,25.1,22.83,24.45,15822.0
2022-09-18,25.1,25.1,22.83,24.45,15822.0
2022-09-19,25.1,25.1,22.83,24.45,15822.0
2022-09-20,25.1,25.1,22.83,24.45,15822.0
2022-09-21,25.1,25.1,22.83,24.45,15822.0
2022-09-22,25.1,25.1,22.83,24.45,15822.0
2022-09-23,25.1,25.1,22.83,24.45,15822.0
2022-09-24,25.1,25.1,22.83,24.45,15822.0
2022-09-25,25.1,25.1,22.83,24.45,15822.0
2022-09-26,25.1,25.1,22.83,24.45,15822.0
2022-09-27,25.1,25.1,22.83,24.45,15822.0
2022-09-28,25.1,25.1,22.83,24.45,15822.0
2022-09-29,25.1,25.1,22.83,24.45,15822.0
2022-09-30,25.1,25.1,22.83,24.45,15822.0
2022-10-01,25.1,25.1,22.83,24.45,15822.0
2022-10-02,25.1,25.1,22.83,24.45,15822.0
2022-10-03,25.1,25.1,22.83,24.45,15822.0
2022-10-04,25.1,25.1,22.83,24.45,15822.0
2022-10-05,25.1,25.1,22.83,24.45,15822.0
2022-10-06,25.1,25.1,22.83,24.45,15822.0
2022-10-07,25.1,25.1,22.83,24.45,15822.0
2022-10-08,25.1,25.1,22.83,24.45,15822.0
2022-10-09,25.1,25.1,22.83,24.45,15822.0
2022-10-10,25.1,25.1,22.83,24.45,15822.0
2022-10-11,25.1,25.1,22.83,24.45,15822.0
2022-10-12,25.1,25.1,22.83,24.45,15822.0
2022-10-13,25.1,25.1,22.83,24.45,15822.0
2022-10-14,25.1,25.1,22.83,24.45,15822.0
2022-10-15,25.1,25.1,22.83,24.45,15822.0
2022-10-16,25.1,25.1,22.83,24.45,15822.0
2022-10-17,25.1,25.1,22.83,24.45,15822.0
2022-10-18,25.1,25.1,22.83,24.45,15822.0
2022-10-19,25.1,25.1,22.83,24.45,15822.0
2022-10-20,25.1,25.1,22.83,24.45,15822.0
2022-10-21,25.1,25.1,22.83,24.45,15822.0
2022-10-22,25.1,25.1,22.83,24.45,15822.0
2022-10-23,25.1,25.1,22.83,24.45,15822.0
2022-10-24,25.1,25.1,22.83,24.45,15822.0
2022-10-25,25.1,25.1,22.83,24.45,15822.0
2022-10-26,25.1,25.1,22.83,24.45,15822.0
2022-10-27,25.1,25.1,22.83,24.45,15822.0
2022-10-28,25.1,25.1,22.83,24.45,15822.0
2022-10-29,25.1,25.1,22.83,24.45,15822.0
2022-10-30,25.1,25.1,22.83,24.45,15822.0
2022-10-31,25.1,25.1,22.83,24.45,15822.0
2022-11-01,25.1,25.1,22.83,24.45,15822.0
2022-11-02,25.1,25.1,22.83,24.45,15822.0
2022-11-03,25.1,25.1,22.83,24.45,15822.0
2022-11-04,25.1,25.1,22.83,24.45,15822.0
2022-11-05,25.1,25.1,22.83,24.45,15822.0
2022-11-06,25.1,25.1,22.83,24.45,15822.0
2022-11-07,25.1,25.1,22.83,24.45,15822.0
2022-11-08,25.1,25.1,22.83,24.45,15822.0
2022-11-09,25.1,25.1,22.83,24.45,15822.0
2022-11-10,25.1,25.1,22.83,24.45,15822.0
2022-11-11,25.1,25.1,22.83,24.45,15822.0
2022-11-12,25.1,25.1,22.83,24.45,15822.0
2022-11-13,25.1,25.1,22.83,24.45,15822.0
2022-11-14,25.1,25.1,22.83,24.45,15822.0
2022-11-15,25.1,25.1,22.83,24.45,15822.0
2022-11-16,25.1,25.1,22.83,24.45,15822.0
2022-11-17,25.1,25.1,22.83,24.45,15822.0
2022-11-18,25.1,25.1,22.83,24.45,15822.0
2022-11-19,25.1,25.1,22.83,24.45,15822.0
2022-11-20,25.1,25.1,22.83,24.45,15822.0
2022-11-21,25.1,25.1,22.83,24.45,15822.0
2022-11-22,25.1,25.1,22.83,24.45,15822.0
2022-11-23,25.1,25.1,22.83,24.45,15822.0
2022-11-24,25.1,25.1,22.83,24.45,15822.0
2022-11-25,25.1,25.1,22.83,24.45,15822.0
2022-11-26,25.1,25.1,22.83,24.45,15822.0
2022-11-27,25.1,25.1,22.83,24.45,15822.0
2022-11-28,25.1,25.1,22.83,24.45,15822.0
2022-11-29,25.1,25.1,22.83,24.45,15822.0
2022-11-30,25.1,25.1,22.83,24.45,15822.0
2022-12-01,25.1,25.1,22.83,24.45,15822.0
2022-12-02,25.1,25.1,22.83,24.45,15822.0
2022-12-03,25.1,25.1,22.83,24.45,15822.0
2022-12-04,25.1,25.1,22.83,24.45,15822.0
2022-12-05,25.1,25.1,22.83,24.45,15822.0
2022-12-06,25.1,25.1,22.83,24.45,15822.0
2022-12-07,25.1,25.1,22.83,24.45,15822.0
2022-12-08,25.1,25.1,22.83,24.45,15822.0
2022-12-09,25.1,25.1,22.83,24.45,15822.0
2022-12-10,25.1,25.1,22.83,24.45,15822.0
2022-12-11,25.1,25.1,22.83,24.45,15822.0
2022-12-12,25.1,25.1,22.83,24.45,15822.0
2022-12-13,25.1,25.1,22.83,24.45,15822.0
2022-12-14,25.1,25.1,22.83,24.45,15822.0
2022-12-15,25.1,25.1,22.83,24.45,15822.0
2022-12-16,25.1,25.1,22.83,24.45,15822.0
2022-12-17,25.1,25.1,22.83,24.45,15822.0
2022-12-18,25.1,25.1,22.83,24.45,15822.0
2022-12-19,25.1,25.1,22.83,24.45,15822.0
2022-12-20,25.1,25.1,22.83,24.45,15822.0
2022-12-21,25.1,25.1,22.83,24.45,15822.0
2022-12-22,25.1,25.1,22.83,24.45,15822.0
2022-12-23,25.1,25.1,22.83,24.45,15822.0
2022-12-24,25.1,25.1,22.83,24.45,15822.0
2022-12-25,25.1,25.1,22.83,24.45,15822.0
2022-12-26,25.1,25.1,22.83,24.45,15822.0
2022-12-27,25.1,25.1,22.83,24.45,15822.0
2022-12-28,25.1,25.1,22.83,24.45,15822.0
2022-12-29,25.1,25.1,22.83,24.45,15822.0
2022-12-30,25.1,25.1,22.83,24.45,15822.0
2022-12-31,25.1,25.1,22.83,24.45,15822.0
2023-01-01,25.1,25.1,22.83,24.45,15822.0
2023-01-02,25.1,25.1,22.83,24.45,15822.0
2023-01-03,25.1,25.1,22.83,24.45,15822.0
2023-01-04,25.1,25.1,22.83,24.45,15822.0
2023-01-05,25.1,25.1,22.83,24.45,15822.0
2023-01-06,25.1,25.1,22.83,24.45,15822.0
2023-01-07,25.1,25.1,22.83,24.45,15822.0
2023-01-08,25.1,25.1,22.83,24.45,15822.0
2023-01-09,25.1,25.1,22.83,24.45,15822.0
2023-01-10,25.1,25.1,22.83,24.45,15822.0
2023-01-11,25.1,25.1,22.83,24.45,15822.0
2023-01-12,25.1,25.1,22.83,24.45,15822.0
2023-01-13,25.1,25.1,22.83,24.45,15822.0
2023-01-14,25.1,25.1,22.83,24.45,15822.0
2023-01-15,25.1,25.1,22.83,24.45,15822.0
2023-01-16,25.1,25.1,22.83,24.45,15822.0
2023-01-17,25.1,25.1,22.83,24.45,15822.0
2023-01-18,25.1,25.1,22.83,24.45,15822.0
2023-01-19,25.1,25.1,22.83,24.45,15822.0
2023-01-20,25.1,25.1,22.83,24.45,15822.0
2023-01-21,25.1,25.1,22.83,24.45,15822.0
2023-01-22,25.1,25.1,22.83,24.45,15822.0
2023-01-23,25.1,25.1,22.83,24.45,15822.0
2023-01-24,25.1,25.1,22.83,24.45,15822.0
2023-01-25,25.1,25.1,22.83,24.45,15822.0
2023-01-26,25.1,25.1,22.83,24.45,15822.0
2023-01-27,25.1,25.1,22.83,24.45,15822.0
2023-01-28,25.1,25.1,22.83,24.45,15822.0
2023-01-29,25.1,25.1,22.83,24.45,15822.0
2023-01-30,25.1,25.1,22.83,24.45,15822.0
