,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity,CHX US Equity
2021-03-04,21.5281,22.2875,20.457,21.1094,1705834.0
2021-03-05,21.8494,22.8718,21.0412,22.7549,2759899.0
2021-03-06,21.8494,22.8718,21.0412,22.7549,2759899.0
2021-03-07,21.8494,22.8718,21.0412,22.7549,2759899.0
2021-03-08,23.5241,23.6604,22.3265,23.3391,1730555.0
2021-03-09,23.7167,23.7578,21.7618,22.0149,1572212.0
2021-03-10,21.9078,23.8746,21.8397,23.787,3734738.0
2021-03-11,23.0373,24.4783,23.0373,24.3225,1805340.0
2021-03-12,24.9165,24.9165,23.8844,24.4053,1401100.0
2021-03-13,24.9165,24.9165,23.8844,24.4053,1401100.0
2021-03-14,24.9165,24.9165,23.8844,24.4053,1401100.0
2021-03-15,24.342,24.8191,23.7967,24.5562,1806448.0
2021-03-16,24.0889,24.0889,22.9886,23.8941,1797311.0
2021-03-17,23.602,24.1375,22.974,23.3781,1316890.0
2021-03-18,23.3196,23.4949,21.5865,21.8883,1798509.0
2021-03-19,21.9565,22.6575,21.3139,21.8007,5016144.0
2021-03-20,21.9565,22.6575,21.3139,21.8007,5016144.0
2021-03-21,21.9565,22.6575,21.3139,21.8007,5016144.0
2021-03-22,21.7423,21.7618,20.8757,21.5475,1626177.0
2021-03-23,20.4473,21.0607,19.6878,19.7949,1938240.0
2021-03-24,20.6469,21.2457,20.2915,20.4473,1556129.0
2021-03-25,19.8339,21.0607,19.2351,21.0023,1257051.0
2021-03-26,21.6741,22.4725,21.0315,21.6254,1359380.0
2021-03-27,21.6741,22.4725,21.0315,21.6254,1359380.0
2021-03-28,21.6741,22.4725,21.0315,21.6254,1359380.0
2021-03-29,21.0607,21.7618,20.5836,20.827,1119082.0
2021-03-30,20.5544,21.1581,20.5252,20.7004,1080092.0
2021-03-31,20.5154,21.3333,20.3207,21.1581,1069272.0
2021-04-01,21.1094,21.4112,20.1357,21.0023,1697102.0
2021-04-02,21.1094,21.4112,20.1357,21.0023,1697102.0
2021-04-03,21.1094,21.4112,20.1357,21.0023,1697102.0
2021-04-04,21.1094,21.4112,20.1357,21.0023,1697102.0
2021-04-05,21.0802,21.1483,20.2623,21.0218,1183422.0
2021-04-06,21.012,21.6741,20.7297,20.7686,1017013.0
2021-04-07,20.6518,21.0607,20.4668,20.5836,754230.0
2021-04-08,20.457,21.0266,19.7852,20.2623,1360203.0
2021-04-09,20.3694,20.4083,19.5223,19.941,1084509.0
2021-04-10,20.3694,20.4083,19.5223,19.941,1084509.0
2021-04-11,20.3694,20.4083,19.5223,19.941,1084509.0
2021-04-12,20.272,20.5739,19.8387,20.4376,1158170.0
2021-04-13,20.0773,20.2818,19.6002,19.9215,1061753.0
2021-04-14,20.1649,21.4891,20.0773,20.8562,1104295.0
2021-04-15,20.9049,20.9341,20.2039,20.3889,787067.0
2021-04-16,20.681,20.9243,19.9215,20.3597,778918.0
2021-04-17,20.681,20.9243,19.9215,20.3597,778918.0
2021-04-18,20.681,20.9243,19.9215,20.3597,778918.0
2021-04-19,20.2428,20.5447,19.8144,20.087,829891.0
2021-04-20,19.8241,20.3207,18.3247,18.4415,2177963.0
2021-04-21,18.237,19.1815,17.7794,19.1718,1435351.0
2021-04-22,19.162,19.6683,18.8699,19.347,994770.0
2021-04-23,19.4249,20.1357,19.1669,19.8777,1185167.0
2021-04-24,19.4249,20.1357,19.1669,19.8777,1185167.0
2021-04-25,19.4249,20.1357,19.1669,19.8777,1185167.0
2021-04-26,20.0676,20.5787,19.8923,20.1747,988954.0
2021-04-27,20.1357,20.4376,19.2594,19.8241,1163887.0
2021-04-28,19.902,21.2652,19.902,21.1289,1358788.0
2021-04-29,20.457,21.3431,19.9994,20.7686,2491362.0
2021-04-30,20.5544,21.421,20.311,20.457,1498138.0
2021-05-01,20.5544,21.421,20.311,20.457,1498138.0
2021-05-02,20.5544,21.421,20.311,20.457,1498138.0
2021-05-03,20.9925,21.8786,20.9049,21.5281,1415276.0
2021-05-04,21.8397,22.122,20.9737,21.8786,989773.0
2021-05-05,22.1415,23.417,21.8883,22.8815,1423800.0
2021-05-06,23.0081,23.3975,22.0539,23.3489,1176079.0
2021-05-07,22.4823,24.6244,22.0636,24.527,1228257.0
2021-05-08,22.4823,24.6244,22.0636,24.527,1228257.0
2021-05-09,22.4823,24.6244,22.0636,24.527,1228257.0
2021-05-10,24.5173,25.1015,23.3878,23.4073,1335679.0
2021-05-11,22.0539,24.0694,21.7618,23.4852,1018883.0
2021-05-12,23.602,24.7607,23.5144,24.0499,1704891.0
2021-05-13,23.5436,24.5173,23.271,24.0694,1891399.0
2021-05-14,24.6049,25.6078,24.6049,25.0917,971090.0
2021-05-15,24.6049,25.6078,24.6049,25.0917,971090.0
2021-05-16,24.6049,25.6078,24.6049,25.0917,971090.0
2021-05-17,24.3552,26.2017,24.3552,26.1336,859921.0
2021-05-18,26.1628,26.3867,24.6925,24.9165,1289259.0
2021-05-19,24.2446,24.8191,23.641,24.5465,1171290.0
2021-05-20,24.566,25.155,23.9915,24.8094,994439.0
2021-05-21,25.306,25.5835,24.6049,24.6146,993299.0
2021-05-22,25.306,25.5835,24.6049,24.6146,993299.0
2021-05-23,25.306,25.5835,24.6049,24.6146,993299.0
2021-05-24,24.7996,25.3741,24.2154,24.6536,659544.0
2021-05-25,24.5562,24.7704,24.011,24.2641,1078173.0
2021-05-26,24.6828,25.5688,23.8649,25.4423,1544536.0
2021-05-27,25.9875,26.1044,25.5104,25.8707,886999.0
2021-05-28,25.6857,25.8902,25.1794,25.8025,1587097.0
2021-05-29,25.6857,25.8902,25.1794,25.8025,1587097.0
2021-05-30,25.6857,25.8902,25.1794,25.8025,1587097.0
2021-05-31,25.6857,25.8902,25.1794,25.8025,1587097.0
2021-06-01,26.2407,27.1462,26.2407,26.7178,1622543.0
2021-06-02,27.3799,29.6778,26.6983,28.6846,2294804.0
2021-06-03,28.1394,29.3954,27.9349,28.5386,2262951.0
2021-06-04,28.8307,29.113,27.9057,28.8988,1586017.0
2021-06-05,28.8307,29.113,27.9057,28.8988,1586017.0
2021-06-06,28.8307,29.113,27.9057,28.8988,1586017.0
2021-06-07,28.967,29.0838,27.0002,27.2338,1635798.0
2021-06-08,26.932,27.2923,26.1628,26.8931,1435804.0
2021-06-09,27.1073,27.2338,26.0557,26.1238,1147457.0
2021-06-10,26.4257,27.1073,25.5007,25.5494,1468667.0
2021-06-11,26.0167,26.2894,25.637,26.2309,1101263.0
2021-06-12,26.0167,26.2894,25.637,26.2309,1101263.0
2021-06-13,26.0167,26.2894,25.637,26.2309,1101263.0
2021-06-14,26.1823,27.2046,25.8902,26.0849,1220513.0
2021-06-15,26.3186,27.3994,26.1336,27.3702,1371732.0
2021-06-16,27.0196,28.1199,26.8931,27.4675,1467861.0
2021-06-17,27.4773,27.6136,24.936,26.0752,2131723.0
2021-06-18,24.8775,26.3283,24.8678,25.6565,2890246.0
2021-06-19,24.8775,26.3283,24.8678,25.6565,2890246.0
2021-06-20,24.8775,26.3283,24.8678,25.6565,2890246.0
2021-06-21,25.7928,26.5815,25.5104,25.9681,2068782.0
2021-06-22,25.7538,26.2017,25.2378,26.1725,1485108.0
2021-06-23,26.5036,27.1462,25.7344,25.861,944895.0
2021-06-24,25.9973,26.8541,25.7246,26.7275,1155085.0
2021-06-25,26.7275,27.0079,26.1238,26.2115,4025541.0
2021-06-26,26.7275,27.0079,26.1238,26.2115,4025541.0
2021-06-27,26.7275,27.0079,26.1238,26.2115,4025541.0
2021-06-28,26.2115,26.2115,24.6049,24.7899,1073221.0
2021-06-29,25.0528,25.4228,24.4783,24.527,1108520.0
2021-06-30,24.6828,25.3741,24.5854,24.9749,897210.0
2021-07-01,25.7052,26.2115,25.3741,25.4812,1440224.0
2021-07-02,25.5591,25.5591,24.6633,24.7023,958753.0
2021-07-03,25.5591,25.5591,24.6633,24.7023,958753.0
2021-07-04,25.5591,25.5591,24.6633,24.7023,958753.0
2021-07-05,25.5591,25.5591,24.6633,24.7023,958753.0
2021-07-06,24.6341,24.6341,22.9789,23.3586,1317389.0
2021-07-07,22.8766,23.6312,22.4336,22.8523,1150175.0
2021-07-08,22.2389,23.4754,21.9565,23.0957,922646.0
2021-07-09,23.4024,24.3323,23.2808,24.2057,871269.0
2021-07-10,23.4024,24.3323,23.2808,24.2057,871269.0
2021-07-11,23.4024,24.3323,23.2808,24.2057,871269.0
2021-07-12,23.7189,24.4004,23.6117,24.0986,671914.0
2021-07-13,23.9039,24.0012,23.1249,23.8746,1206441.0
2021-07-14,24.0304,24.6438,23.0674,23.2515,1220666.0
2021-07-15,22.9107,23.4754,22.4239,22.5699,1039581.0
2021-07-16,22.862,22.862,21.6741,21.752,1229338.0
2021-07-17,22.862,22.862,21.6741,21.752,1229338.0
2021-07-18,22.862,22.862,21.6741,21.752,1229338.0
2021-07-19,20.6712,21.3528,20.3499,20.8075,1681410.0
2021-07-20,20.8757,21.382,20.5641,20.866,1388980.0
2021-07-21,21.4404,22.531,21.4404,22.0344,1122887.0
2021-07-22,22.3464,22.5212,21.0315,21.3918,736987.0
2021-07-23,21.8397,22.3168,21.0023,21.4599,790024.0
2021-07-24,21.8397,22.3168,21.0023,21.4599,790024.0
2021-07-25,21.8397,22.3168,21.0023,21.4599,790024.0
2021-07-26,21.606,22.5115,21.606,22.0539,869136.0
2021-07-27,21.6741,21.9078,21.2262,21.6449,527714.0
2021-07-28,21.791,22.1999,21.1289,21.8689,706033.0
2021-07-29,22.0928,23.5825,21.8981,23.1152,1782229.0
2021-07-30,23.232,23.2515,22.2784,22.6283,1318379.0
2021-07-31,23.232,23.2515,22.2784,22.6283,1318379.0
2021-08-01,23.232,23.2515,22.2784,22.6283,1318379.0
2021-08-02,22.677,23.4267,22.346,22.4239,1325977.0
2021-08-03,22.2486,23.1687,21.791,23.1444,1150329.0
2021-08-04,22.6381,22.6965,21.2165,21.2652,1002968.0
2021-08-05,21.3723,22.2291,21.197,21.8007,1391505.0
2021-08-06,22.1756,22.9983,22.0441,22.8425,963370.0
2021-08-07,22.1756,22.9983,22.0441,22.8425,963370.0
2021-08-08,22.1756,22.9983,22.0441,22.8425,963370.0
2021-08-09,22.3362,22.6527,21.5378,22.2778,917111.0
2021-08-10,22.5699,23.5046,22.4969,22.9886,1054097.0
2021-08-11,22.8133,23.3878,22.2389,23.3489,695927.0
2021-08-12,23.5046,23.5923,22.6186,22.8231,1119218.0
2021-08-13,22.9204,22.9886,22.2681,22.3849,747796.0
2021-08-14,22.9204,22.9886,22.2681,22.3849,747796.0
2021-08-15,22.9204,22.9886,22.2681,22.3849,747796.0
2021-08-16,21.8299,22.0344,21.421,21.8397,533950.0
2021-08-17,21.5768,21.9127,21.0315,21.4112,626900.0
2021-08-18,21.5573,22.0928,21.1483,21.1775,598473.0
2021-08-19,20.5447,20.827,20.0383,20.496,773707.0
2021-08-20,20.2136,20.9341,20.1162,20.8757,817124.0
2021-08-21,20.2136,20.9341,20.1162,20.8757,817124.0
2021-08-22,20.2136,20.9341,20.1162,20.8757,817124.0
2021-08-23,21.5378,22.2194,21.4794,21.8689,626988.0
2021-08-24,22.1123,22.8133,22.1123,22.307,556954.0
2021-08-25,22.307,22.6283,21.9565,22.3752,589215.0
2021-08-26,22.2389,22.4433,21.9127,22.1123,527542.0
2021-08-27,22.4336,23.5825,22.3946,23.5046,941642.0
2021-08-28,22.4336,23.5825,22.3946,23.5046,941642.0
2021-08-29,22.4336,23.5825,22.3946,23.5046,941642.0
2021-08-30,23.8844,24.0573,22.9302,22.9594,1010566.0
2021-08-31,22.6575,23.2174,22.6478,22.716,981207.0
2021-09-01,22.4531,22.8718,20.9877,22.6089,583530.0
2021-09-02,22.9789,23.3975,22.5212,22.7841,887007.0
2021-09-03,22.716,22.9789,22.2515,22.4823,647005.0
2021-09-04,22.716,22.9789,22.2515,22.4823,647005.0
2021-09-05,22.716,22.9789,22.2515,22.4823,647005.0
2021-09-06,22.716,22.9789,22.2515,22.4823,647005.0
2021-09-07,21.8056,22.9204,21.8056,21.9078,774067.0
2021-09-08,21.9175,22.346,21.3723,21.4112,1558194.0
2021-09-09,21.2944,21.8981,21.085,21.5962,1625424.0
2021-09-10,21.9175,22.2681,21.5962,21.6254,934389.0
2021-09-11,21.9175,22.2681,21.5962,21.6254,934389.0
2021-09-12,21.9175,22.2681,21.5962,21.6254,934389.0
2021-09-13,22.0733,23.1054,21.8883,22.6381,1242948.0
2021-09-14,23.0081,23.1054,21.7812,21.9565,921482.0
2021-09-15,22.3168,23.1346,21.9954,22.8523,1410476.0
2021-09-16,22.7744,22.8036,22.0831,22.6478,1112813.0
2021-09-17,22.2096,22.4044,20.7491,20.8854,4818838.0
2021-09-18,22.2096,22.4044,20.7491,20.8854,4818838.0
2021-09-19,22.2096,22.4044,20.7491,20.8854,4818838.0
2021-09-20,19.9118,20.496,19.4931,20.457,1561808.0
2021-09-21,20.7978,20.8757,19.9118,20.2331,1166710.0
2021-09-22,20.7686,21.3333,20.3986,20.4278,1129161.0
2021-09-23,20.5447,21.5865,20.2574,21.4307,1224148.0
2021-09-24,21.2457,21.6011,20.9731,21.2652,1105692.0
2021-09-25,21.2457,21.6011,20.9731,21.2652,1105692.0
2021-09-26,21.2457,21.6011,20.9731,21.2652,1105692.0
2021-09-27,21.8202,23.1736,21.6741,22.5991,1860229.0
2021-09-28,22.8328,23.4657,22.0733,22.2583,1557610.0
2021-09-29,22.2291,22.3873,21.6741,22.2194,965813.0
2021-09-30,22.1902,22.6283,21.5183,21.7715,1215963.0
2021-10-01,21.9273,23.0519,21.8202,23.0178,1700811.0
2021-10-02,21.9273,23.0519,21.8202,23.0178,1700811.0
2021-10-03,21.9273,23.0519,21.8202,23.0178,1700811.0
2021-10-04,23.2418,24.0791,22.5456,23.6994,2841654.0
2021-10-05,24.3128,24.5075,23.4267,24.0499,2265991.0
2021-10-06,23.4462,23.6215,22.1804,22.5018,1258697.0
2021-10-07,22.5018,23.7432,22.4433,23.6702,1259575.0
2021-10-08,24.0986,24.5854,23.8649,24.5173,1270023.0
2021-10-09,24.0986,24.5854,23.8649,24.5173,1270023.0
2021-10-10,24.0986,24.5854,23.8649,24.5173,1270023.0
2021-10-11,25.1307,25.4471,24.3566,24.4004,1274856.0
2021-10-12,24.2252,24.7899,24.0012,24.6244,1053072.0
2021-10-13,24.4199,24.6438,23.6994,24.5562,754987.0
2021-10-14,25.34,25.34,24.5367,25.0625,1025550.0
2021-10-15,25.822,26.1628,25.452,25.6857,1107486.0
2021-10-16,25.822,26.1628,25.452,25.6857,1107486.0
2021-10-17,25.822,26.1628,25.452,25.6857,1107486.0
2021-10-18,25.7149,26.1531,25.3011,25.8025,1148561.0
2021-10-19,25.8902,26.007,24.9262,25.6662,1076980.0
2021-10-20,25.5494,25.6078,24.5465,25.5494,1580580.0
2021-10-21,25.4131,25.4325,24.4881,24.7996,1124481.0
2021-10-22,24.9262,25.0917,24.381,24.527,1018295.0
2021-10-23,24.9262,25.0917,24.381,24.527,1018295.0
2021-10-24,24.9262,25.0917,24.381,24.527,1018295.0
2021-10-25,25.121,25.1258,24.5075,24.6633,1245992.0
2021-10-26,24.8873,24.9846,24.4102,24.6925,1010020.0
2021-10-27,24.2154,24.9607,23.6799,23.7578,1026190.0
2021-10-28,25.4617,25.5835,24.2252,25.3741,1558224.0
2021-10-29,25.5786,25.9875,25.2281,25.5396,1773426.0
2021-10-30,25.5786,25.9875,25.2281,25.5396,1773426.0
2021-10-31,25.5786,25.9875,25.2281,25.5396,1773426.0
2021-11-01,25.7149,27.0294,25.7149,26.2796,1633655.0
2021-11-02,25.8999,26.4792,25.6662,26.2991,822786.0
2021-11-03,25.7831,26.9515,25.7831,26.2796,1130115.0
2021-11-04,26.8228,27.3409,25.4033,25.8707,968118.0
2021-11-05,26.4549,26.932,26.1238,26.1531,996595.0
2021-11-06,26.4549,26.932,26.1238,26.1531,996595.0
2021-11-07,26.4549,26.932,26.1238,26.1531,996595.0
2021-11-08,26.2017,27.2338,26.1433,26.4452,716027.0
2021-11-09,26.6107,26.7032,25.7392,26.562,776380.0
2021-11-10,26.3867,26.4549,24.9554,25.1696,829009.0
2021-11-11,25.2573,25.4228,24.751,24.9262,931820.0
2021-11-12,24.6341,24.897,23.9039,23.9817,1384826.0
2021-11-13,24.6341,24.897,23.9039,23.9817,1384826.0
2021-11-14,24.6341,24.897,23.9039,23.9817,1384826.0
2021-11-15,23.9233,24.0256,23.4462,23.6604,1402479.0
2021-11-16,23.7967,24.0986,23.3975,23.6507,2113262.0
2021-11-17,23.2028,23.7967,22.716,23.047,1332191.0
2021-11-18,23.1152,23.2515,22.2096,22.5796,1158715.0
2021-11-19,21.8786,22.1046,20.4668,21.2554,2558804.0
2021-11-20,21.8786,22.1046,20.4668,21.2554,2558804.0
2021-11-21,21.8786,22.1046,20.4668,21.2554,2558804.0
2021-11-22,21.1873,21.8981,21.0704,21.1483,1668940.0
2021-11-23,21.5573,22.0052,21.1435,21.6449,1701223.0
2021-11-24,21.4015,21.9662,21.0802,21.5281,554599.0
2021-11-25,21.4015,21.9662,21.0802,21.5281,554599.0
2021-11-26,19.8533,19.941,19.1718,19.7414,1483765.0
2021-11-27,19.8533,19.941,19.1718,19.7414,1483765.0
2021-11-28,19.8533,19.941,19.1718,19.7414,1483765.0
2021-11-29,20.5836,20.9341,19.9897,20.3402,1708409.0
2021-11-30,19.7073,20.2039,19.3665,19.8728,1719317.0
2021-12-01,20.5836,20.6226,19.2886,19.2983,1293288.0
2021-12-02,19.3373,20.4035,18.8212,20.3986,1574024.0
2021-12-03,20.6031,21.0802,19.9312,20.1454,1218536.0
2021-12-04,20.6031,21.0802,19.9312,20.1454,1218536.0
2021-12-05,20.6031,21.0802,19.9312,20.1454,1218536.0
2021-12-06,20.5739,21.4307,20.1357,21.2068,1240310.0
2021-12-07,21.5768,22.4433,21.4599,22.2389,1708765.0
2021-12-08,22.2389,22.7744,22.1025,22.4823,1155112.0
2021-12-09,22.0733,22.307,21.4989,22.1999,724579.0
2021-12-10,22.5018,22.6673,21.9175,22.4141,1163941.0
2021-12-11,22.5018,22.6673,21.9175,22.4141,1163941.0
2021-12-12,22.5018,22.6673,21.9175,22.4141,1163941.0
2021-12-13,22.0149,22.3654,21.1873,21.2652,1087405.0
2021-12-14,20.9049,21.8591,20.6323,20.7102,1138190.0
2021-12-15,20.5447,20.5836,19.4541,20.3694,1432760.0
2021-12-16,20.9341,20.9828,20.2818,20.3889,937876.0
2021-12-17,20.2818,20.6712,19.6197,20.1747,2463613.0
2021-12-18,20.2818,20.6712,19.6197,20.1747,2463613.0
2021-12-19,20.2818,20.6712,19.6197,20.1747,2463613.0
2021-12-20,19.4347,19.7657,18.8943,19.6002,1278689.0
2021-12-21,20.8368,20.8368,19.7949,20.272,2062687.0
2021-12-22,20.0676,20.3597,18.4999,20.126,1092014.0
2021-12-23,20.2233,20.7589,19.9604,20.087,980540.0
2021-12-24,20.2233,20.7589,19.9604,20.087,980540.0
2021-12-25,20.2233,20.7589,19.9604,20.087,980540.0
2021-12-26,20.2233,20.7589,19.9604,20.087,980540.0
2021-12-27,20.0189,20.3986,19.5515,20.3889,733306.0
2021-12-28,20.4376,21.0218,20.0481,20.1941,550887.0
2021-12-29,20.0481,20.0578,19.571,19.7949,855992.0
2021-12-30,19.128,20.0481,19.128,19.4833,874527.0
2021-12-31,19.2205,19.7754,19.2205,19.6781,616917.0
2022-01-01,19.2205,19.7754,19.2205,19.6781,616917.0
2022-01-02,19.2205,19.7754,19.2205,19.6781,616917.0
2022-01-03,19.9897,21.2068,19.7754,21.1094,1036345.0
2022-01-04,21.3236,22.0928,21.197,21.8104,1206737.0
2022-01-05,22.2194,22.2875,21.1289,21.2457,1557374.0
2022-01-06,21.8883,22.2486,21.3431,22.122,1396443.0
2022-01-07,22.1025,22.531,21.9906,22.2875,1582923.0
2022-01-08,22.1025,22.531,21.9906,22.2875,1582923.0
2022-01-09,22.1025,22.531,21.9906,22.2875,1582923.0
2022-01-10,22.2096,22.5407,21.6449,22.1025,1208990.0
2022-01-11,22.1415,23.0616,21.6936,22.6868,2448128.0
2022-01-12,23.1444,23.1444,22.4823,22.9204,1241349.0
2022-01-13,22.9886,23.4852,22.5796,22.7646,1052432.0
2022-01-14,22.6965,24.0694,22.6965,23.9233,1348600.0
2022-01-15,22.6965,24.0694,22.6965,23.9233,1348600.0
2022-01-16,22.6965,24.0694,22.6965,23.9233,1348600.0
2022-01-17,22.6965,24.0694,22.6965,23.9233,1348600.0
2022-01-18,24.2836,24.5757,23.5046,23.6896,1295733.0
2022-01-19,24.3225,24.3225,22.8036,23.1249,1085394.0
2022-01-20,22.9107,23.7675,22.5796,22.6089,1304155.0
2022-01-21,22.2875,24.5173,21.4891,21.8007,1688235.0
2022-01-22,22.2875,24.5173,21.4891,21.8007,1688235.0
2022-01-23,22.2875,24.5173,21.4891,21.8007,1688235.0
2022-01-24,20.8075,22.1804,20.3304,22.0831,2042591.0
2022-01-25,21.9273,23.2125,21.0315,23.1346,1693073.0
2022-01-26,23.5436,23.9331,22.6381,23.1346,1249976.0
2022-01-27,24.1375,24.1375,22.0441,22.7646,1859626.0
2022-01-28,22.4482,22.8815,21.5183,22.2194,1488570.0
2022-01-29,22.4482,22.8815,21.5183,22.2194,1488570.0
2022-01-30,22.4482,22.8815,21.5183,22.2194,1488570.0
2022-01-31,20.7279,22.6283,20.7279,21.8104,2728786.0
2022-02-01,21.8202,23.271,21.6741,23.2028,2005688.0
2022-02-02,22.9691,23.2271,22.2486,22.9204,1426408.0
2022-02-03,22.6478,23.0762,22.3265,22.531,991316.0
2022-02-04,22.7257,23.4267,22.4433,23.1833,1586944.0
2022-02-05,22.7257,23.4267,22.4433,23.1833,1586944.0
2022-02-06,22.7257,23.4267,22.4433,23.1833,1586944.0
2022-02-07,22.9107,23.6312,21.9175,23.232,1126193.0
2022-02-08,23.2125,23.5533,22.7306,23.1639,1714486.0
2022-02-09,23.232,24.0889,23.047,23.8162,1361804.0
2022-02-10,23.2125,24.2154,21.6449,22.122,4184061.0
2022-02-11,21.8202,22.4287,21.2068,22.1707,3667364.0
2022-02-12,21.8202,22.4287,21.2068,22.1707,3667364.0
2022-02-13,21.8202,22.4287,21.2068,22.1707,3667364.0
2022-02-14,22.1415,22.1902,20.9877,21.051,2832426.0
2022-02-15,20.5447,21.3236,20.3791,21.0704,2910329.0
2022-02-16,21.2847,21.7409,20.8952,21.1678,2910941.0
2022-02-17,20.9244,21.1143,19.717,20.0091,2639571.0
2022-02-18,19.717,20.2915,19.3568,20.2428,3480771.0
2022-02-19,19.717,20.2915,19.3568,20.2428,3480771.0
2022-02-20,19.717,20.2915,19.3568,20.2428,3480771.0
2022-02-21,19.717,20.2915,19.3568,20.2428,3480771.0
2022-02-22,20.8757,20.9925,19.8679,20.2915,2578805.0
2022-02-23,20.3402,20.5739,19.756,19.9507,1783406.0
2022-02-24,20.6226,20.9244,19.3568,20.5641,2615117.0
2022-02-25,20.8075,20.8075,19.8777,20.5933,2051986.0
2022-02-26,20.8075,20.8075,19.8777,20.5933,2051986.0
2022-02-27,20.8075,20.8075,19.8777,20.5933,2051986.0
2022-02-28,20.4181,20.9633,20.3353,20.8465,2045687.0
2022-03-01,21.1483,21.3041,19.7852,20.2526,1993239.0
2022-03-02,20.8465,21.3918,20.7102,21.1289,1704015.0
2022-03-03,20.8368,21.2262,20.4705,21.1483,1330424.0
2022-03-04,20.8854,21.2457,20.4765,20.8075,1549436.0
2022-03-05,20.8854,21.2457,20.4765,20.8075,1549436.0
2022-03-06,20.8854,21.2457,20.4765,20.8075,1549436.0
2022-03-07,21.3041,23.6312,21.1873,22.7939,3547415.0
2022-03-08,23.972,26.2699,23.4657,23.9331,4129907.0
2022-03-09,22.8718,24.0256,22.6478,23.9817,2624781.0
2022-03-10,24.3031,25.2475,24.0207,24.9944,1897538.0
2022-03-11,24.3712,25.267,24.3712,24.6731,1798747.0
2022-03-12,24.3712,25.267,24.3712,24.6731,1798747.0
2022-03-13,24.3712,25.267,24.3712,24.6731,1798747.0
2022-03-14,24.5367,24.5367,23.4852,24.0694,1940729.0
2022-03-15,23.1833,24.0499,22.8036,22.8815,1392551.0
2022-03-16,23.0568,23.9915,22.6186,23.5144,2285450.0
2022-03-17,23.9428,24.4491,23.6799,24.0694,2547597.0
2022-03-18,23.9525,24.011,23.3781,23.8746,3660133.0
2022-03-19,23.9525,24.011,23.3781,23.8746,3660133.0
2022-03-20,23.9525,24.011,23.3781,23.8746,3660133.0
2022-03-21,24.342,25.0431,23.9817,24.1473,1141915.0
2022-03-22,24.1181,24.5173,23.3683,23.5631,1395428.0
2022-03-23,23.8941,24.0986,23.0178,23.0665,2085908.0
2022-03-24,23.1736,23.787,23.0081,23.7578,2821426.0
2022-03-25,23.6994,24.3031,23.6312,24.2349,1536626.0
2022-03-26,23.6994,24.3031,23.6312,24.2349,1536626.0
2022-03-27,23.6994,24.3031,23.6312,24.2349,1536626.0
2022-03-28,23.7189,23.7189,22.9594,23.3586,1008661.0
2022-03-29,22.862,24.0694,22.4725,23.9623,1238816.0
2022-03-30,24.0986,24.566,23.9379,24.0304,1322254.0
2022-03-31,23.7578,24.4394,23.6736,23.8357,1470371.0
2022-04-01,23.9233,24.7899,23.7675,24.2544,1275373.0
2022-04-02,23.9233,24.7899,23.7675,24.2544,1275373.0
2022-04-03,23.9233,24.7899,23.7675,24.2544,1275373.0
2022-04-04,24.7412,24.897,23.972,24.2057,1094916.0
2022-04-05,24.0207,24.6146,23.0275,23.0957,1236980.0
2022-04-06,23.0568,23.417,22.3752,22.5991,1122848.0
2022-04-07,22.5649,22.9459,21.9739,22.7603,1084114.0
2022-04-08,22.7114,23.3366,22.7017,23.2682,744959.0
2022-04-09,22.7114,23.3366,22.7017,23.2682,744959.0
2022-04-10,22.7114,23.3366,22.7017,23.2682,744959.0
2022-04-11,23.3269,23.4441,22.8775,23.3269,1933177.0
2022-04-12,23.8153,24.7823,23.7762,24.079,1456320.0
2022-04-13,24.1767,24.626,23.7772,24.5088,1122596.0
2022-04-14,24.4209,24.7433,24.0986,24.5967,960667.0
2022-04-15,24.4209,24.7433,24.0986,24.5967,960667.0
2022-04-16,24.4209,24.7433,24.0986,24.5967,960667.0
2022-04-17,24.4209,24.7433,24.0986,24.5967,960667.0
2022-04-18,24.6847,25.3489,24.4209,24.9093,1115621.0
2022-04-19,24.6749,25.3391,24.6241,25.2024,1158519.0
2022-04-20,25.3587,25.4173,24.0888,24.3623,2536814.0
2022-04-21,24.9679,25.1633,22.9644,23.2976,1601837.0
2022-04-22,22.9654,23.3952,22.1156,22.184,1913786.0
2022-04-23,22.9654,23.3952,22.1156,22.184,1913786.0
2022-04-24,22.9654,23.3952,22.1156,22.184,1913786.0
2022-04-25,21.6272,21.6955,20.1424,21.1387,2971935.0
2022-04-26,21.1485,21.6858,20.5917,20.6015,2536024.0
2022-04-27,21.1387,21.9397,20.4354,20.7968,3028019.0
2022-04-28,21.2169,22.2035,20.367,21.7835,1777517.0
2022-04-29,21.8518,21.93,20.4452,20.6113,1847062.0
2022-04-30,21.8518,21.93,20.4452,20.6113,1847062.0
2022-05-01,21.8518,21.93,20.4452,20.6113,1847062.0
2022-05-02,20.6308,21.3634,20.2205,20.9043,1472534.0
2022-05-03,20.5526,21.7981,20.5526,21.7053,1348494.0
2022-05-04,22.3305,23.0924,21.5344,22.9459,1383232.0
2022-05-05,23.0143,23.0631,21.3341,22.0179,1355595.0
2022-05-06,22.1937,22.9264,21.3439,21.7737,1465887.0
2022-05-07,22.1937,22.9264,21.3439,21.7737,1465887.0
2022-05-08,22.1937,22.9264,21.3439,21.7737,1465887.0
