,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity
2020-04-27,23.76,25.53,23.76,25.3,1598778.0
2020-04-28,26.71,27.56,25.83,26.27,1519745.0
2020-04-29,27.75,28.925,27.59,28.56,1640615.0
2020-04-30,27.69,28.09,26.865,27.0,1879430.0
2020-05-01,25.92,26.69,24.62,25.0,1543767.0
2020-05-02,25.92,26.69,24.62,25.0,1543767.0
2020-05-03,25.92,26.69,24.62,25.0,1543767.0
2020-05-04,24.25,25.12,23.719,24.97,1200484.0
2020-05-05,25.43,25.86,24.28,24.29,1028143.0
2020-05-06,24.63,24.94,22.89,23.01,1064195.0
2020-05-07,23.73,25.34,23.73,24.86,1819541.0
2020-05-08,25.58,27.43,25.0,27.3,2696357.0
2020-05-09,25.58,27.43,25.0,27.3,2696357.0
2020-05-10,25.58,27.43,25.0,27.3,2696357.0
2020-05-11,26.71,27.33,25.86,27.01,2980814.0
2020-05-12,26.6,27.005,24.825,25.04,2864678.0
2020-05-13,24.56,24.6,22.775,23.37,3618910.0
2020-05-14,22.71,24.6,21.51,24.49,2586085.0
2020-05-15,23.97,24.96,23.705,24.67,1372786.0
2020-05-16,23.97,24.96,23.705,24.67,1372786.0
2020-05-17,23.97,24.96,23.705,24.67,1372786.0
2020-05-18,26.12,28.0,25.76,27.61,2152207.0
2020-05-19,27.34,27.59,26.24,26.31,1187812.0
2020-05-20,26.87,27.55,26.48,26.69,1305410.0
2020-05-21,26.49,27.0879,26.32,26.71,1692287.0
2020-05-22,26.69,26.76,25.5644,26.0,1903457.0
2020-05-23,26.69,26.76,25.5644,26.0,1903457.0
2020-05-24,26.69,26.76,25.5644,26.0,1903457.0
2020-05-25,26.69,26.76,25.5644,26.0,1903457.0
2020-05-26,27.84,29.25,27.47,28.85,2981291.0
2020-05-27,30.39,31.18,29.56,30.11,2047038.0
2020-05-28,30.68,30.87,29.24,29.36,2938578.0
2020-05-29,28.73,29.37,28.35,28.89,3170932.0
2020-05-30,28.73,29.37,28.35,28.89,3170932.0
2020-05-31,28.73,29.37,28.35,28.89,3170932.0
2020-06-01,28.96,30.07,28.38,29.76,1853433.0
2020-06-02,30.11,30.37,29.2,29.53,1953808.0
2020-06-03,30.61,32.49,30.27,32.08,2362050.0
2020-06-04,31.89,33.68,31.12,33.68,2654130.0
2020-06-05,37.0,38.17,35.24,35.57,3089593.0
2020-06-06,37.0,38.17,35.24,35.57,3089593.0
2020-06-07,37.0,38.17,35.24,35.57,3089593.0
2020-06-08,37.19,37.78,36.09,37.25,2728445.0
2020-06-09,35.49,36.08,34.65,35.57,1583930.0
2020-06-10,34.92,35.0,33.53,33.68,2091412.0
2020-06-11,30.86,32.36,29.87,29.87,2592188.0
2020-06-12,31.97,32.52,30.25,31.0,2675935.0
2020-06-13,31.97,32.52,30.25,31.0,2675935.0
2020-06-14,31.97,32.52,30.25,31.0,2675935.0
2020-06-15,29.14,32.575,29.0,32.06,3335021.0
2020-06-16,33.95,34.08,31.92,33.21,4328790.0
2020-06-17,33.38,33.41,32.09,32.12,2403023.0
2020-06-18,33.5,34.64,33.0,34.47,3291965.0
2020-06-19,35.53,35.53,32.97,33.32,3580784.0
2020-06-20,35.53,35.53,32.97,33.32,3580784.0
2020-06-21,35.53,35.53,32.97,33.32,3580784.0
2020-06-22,33.01,33.57,32.35,33.28,1862120.0
2020-06-23,33.8,34.005,32.75,32.88,2387687.0
2020-06-24,32.05,32.05,30.67,31.01,1602107.0
2020-06-25,30.61,31.97,30.07,31.89,1994893.0
2020-06-26,31.12,31.33,29.72,30.06,3725871.0
2020-06-27,31.12,31.33,29.72,30.06,3725871.0
2020-06-28,31.12,31.33,29.72,30.06,3725871.0
2020-06-29,30.76,31.0,29.79,30.67,1831315.0
2020-06-30,30.38,31.46,30.11,31.19,1405233.0
2020-07-01,31.22,31.775,30.01,30.25,2545310.0
2020-07-02,31.49,31.64,30.26,30.36,1645071.0
2020-07-03,31.49,31.64,30.26,30.36,1645071.0
2020-07-04,31.49,31.64,30.26,30.36,1645071.0
2020-07-05,31.49,31.64,30.26,30.36,1645071.0
2020-07-06,31.73,32.07,30.855,31.37,2240090.0
2020-07-07,30.8,31.14,29.96,30.0,1365612.0
2020-07-08,29.97,31.095,29.75,31.02,2203883.0
2020-07-09,30.88,30.97,29.17,29.51,3144775.0
2020-07-10,29.67,30.96,29.54,30.94,1888496.0
2020-07-11,29.67,30.96,29.54,30.94,1888496.0
2020-07-12,29.67,30.96,29.54,30.94,1888496.0
2020-07-13,31.38,32.34,31.13,31.48,2112549.0
2020-07-14,31.28,32.045,30.7,31.83,2194663.0
2020-07-15,32.25,33.65,32.2,33.45,1984834.0
2020-07-16,32.93,34.525,32.69,34.05,2212071.0
2020-07-17,34.19,34.47,33.46,33.5,1360527.0
2020-07-18,34.19,34.47,33.46,33.5,1360527.0
2020-07-19,34.19,34.47,33.46,33.5,1360527.0
2020-07-20,33.16,33.44,32.65,32.83,828258.0
2020-07-21,33.16,34.25,33.16,33.83,3115847.0
2020-07-22,33.5,34.2574,33.39,33.92,907370.0
2020-07-23,33.64,34.41,33.51,33.81,877759.0
2020-07-24,33.83,33.91,33.2,33.39,667351.0
2020-07-25,33.83,33.91,33.2,33.39,667351.0
2020-07-26,33.83,33.91,33.2,33.39,667351.0
2020-07-27,33.19,33.19,31.94,33.02,1542067.0
2020-07-28,32.72,33.29,32.44,32.49,621003.0
2020-07-29,32.65,33.71,32.34,33.54,705974.0
2020-07-30,32.34,32.67,31.67,32.42,1360155.0
2020-07-31,32.54,32.55,31.72,32.25,1000218.0
2020-08-01,32.54,32.55,31.72,32.25,1000218.0
2020-08-02,32.54,32.55,31.72,32.25,1000218.0
2020-08-03,32.35,33.8,32.08,32.9,1866728.0
2020-08-04,32.75,33.1783,32.5,32.61,1490839.0
2020-08-05,33.3,36.15,33.3,35.22,2817140.0
2020-08-06,35.0,35.07,33.76,34.01,1710852.0
2020-08-07,33.62,35.45,33.62,35.41,1930147.0
2020-08-08,33.62,35.45,33.62,35.41,1930147.0
2020-08-09,33.62,35.45,33.62,35.41,1930147.0
2020-08-10,35.71,36.58,35.53,36.35,1878779.0
2020-08-11,37.59,38.0,36.59,36.62,2160379.0
2020-08-12,37.68,37.7,35.96,36.44,1851457.0
2020-08-13,35.78,36.53,35.6102,36.32,1273385.0
2020-08-14,35.85,37.13,35.79,36.93,1267485.0
2020-08-15,35.85,37.13,35.79,36.93,1267485.0
2020-08-16,35.85,37.13,35.79,36.93,1267485.0
2020-08-17,36.79,36.98,36.48,36.82,1603051.0
2020-08-18,36.8,37.25,36.12,36.24,1608954.0
2020-08-19,36.16,36.75,36.1,36.52,1776866.0
2020-08-20,35.94,36.5,35.66,35.9,770895.0
2020-08-21,35.74,36.03,35.11,35.37,1441318.0
2020-08-22,35.74,36.03,35.11,35.37,1441318.0
2020-08-23,35.74,36.03,35.11,35.37,1441318.0
2020-08-24,35.68,37.1,35.425,37.1,1200140.0
2020-08-25,37.69,38.0,36.845,37.38,1108536.0
2020-08-26,37.33,37.44,36.51,36.93,771160.0
2020-08-27,37.02,37.85,36.88,37.22,1126691.0
2020-08-28,37.61,37.61,36.8,37.38,980541.0
2020-08-29,37.61,37.61,36.8,37.38,980541.0
2020-08-30,37.61,37.61,36.8,37.38,980541.0
2020-08-31,37.36,37.56,36.15,36.56,2055098.0
2020-09-01,36.27,37.05,35.9,36.26,1357952.0
2020-09-02,36.31,36.535,35.72,36.14,1321852.0
2020-09-03,36.39,37.48,35.22,35.5,1525626.0
2020-09-04,36.53,37.64,35.85,37.29,1464460.0
2020-09-05,36.53,37.64,35.85,37.29,1464460.0
2020-09-06,36.53,37.64,35.85,37.29,1464460.0
2020-09-07,36.53,37.64,35.85,37.29,1464460.0
2020-09-08,36.69,36.805,35.62,35.99,1454016.0
2020-09-09,36.46,36.845,35.56,36.4,1078815.0
2020-09-10,36.72,37.4368,35.54,35.7,1254060.0
2020-09-11,35.71,36.0,35.38,35.76,821381.0
2020-09-12,35.71,36.0,35.38,35.76,821381.0
2020-09-13,35.71,36.0,35.38,35.76,821381.0
2020-09-14,36.27,36.725,35.8495,36.43,742044.0
2020-09-15,36.52,36.605,35.68,35.87,1419892.0
2020-09-16,36.04,37.26,35.77,36.34,905456.0
2020-09-17,35.63,36.22,35.18,35.77,1545162.0
2020-09-18,35.61,35.76,35.0,35.0,1367806.0
2020-09-19,35.61,35.76,35.0,35.0,1367806.0
2020-09-20,35.61,35.76,35.0,35.0,1367806.0
2020-09-21,33.77,34.53,33.09,33.73,1955577.0
2020-09-22,33.91,34.54,33.535,33.84,939166.0
2020-09-23,33.96,34.79,33.0,33.0,800369.0
2020-09-24,33.02,33.57,32.195,33.0,2304058.0
2020-09-25,32.57,33.54,32.43,33.3,1085854.0
2020-09-26,32.57,33.54,32.43,33.3,1085854.0
2020-09-27,32.57,33.54,32.43,33.3,1085854.0
2020-09-28,34.39,35.18,34.22,34.87,1268904.0
2020-09-29,34.6,34.82,33.66,34.0,979613.0
2020-09-30,34.15,34.53,33.56,34.08,1304320.0
2020-10-01,35.11,35.8,34.55,35.64,1922508.0
2020-10-02,34.86,36.45,34.65,36.22,3546821.0
2020-10-03,34.86,36.45,34.65,36.22,3546821.0
2020-10-04,34.86,36.45,34.65,36.22,3546821.0
2020-10-05,36.78,37.59,36.71,37.0,1455719.0
2020-10-06,37.38,37.38,35.97,36.29,1384677.0
2020-10-07,36.88,37.28,36.43,36.86,1335108.0
2020-10-08,37.08,37.6,36.735,37.39,897706.0
2020-10-09,37.77,38.0,36.82,37.01,647545.0
2020-10-10,37.77,38.0,36.82,37.01,647545.0
2020-10-11,37.77,38.0,36.82,37.01,647545.0
2020-10-12,37.01,37.37,36.82,37.02,764142.0
2020-10-13,36.61,36.635,35.76,35.92,1582943.0
2020-10-14,35.87,36.66,35.645,35.7,1103327.0
2020-10-15,35.11,35.87,35.03,35.72,1011968.0
2020-10-16,35.96,36.24,35.12,35.29,1290044.0
2020-10-17,35.96,36.24,35.12,35.29,1290044.0
2020-10-18,35.96,36.24,35.12,35.29,1290044.0
2020-10-19,35.29,35.87,34.27,34.46,1366335.0
2020-10-20,34.92,35.35,34.38,34.48,1217290.0
2020-10-21,34.52,34.55,33.81,34.01,1713315.0
2020-10-22,34.0,34.0,33.39,33.77,1719219.0
2020-10-23,34.0,34.51,33.65,34.24,1180544.0
2020-10-24,34.0,34.51,33.65,34.24,1180544.0
2020-10-25,34.0,34.51,33.65,34.24,1180544.0
2020-10-26,33.59,33.75,32.795,33.31,1399266.0
2020-10-27,33.13,33.2,31.95,31.97,1022801.0
2020-10-28,31.12,31.905,30.78,30.8,933849.0
2020-10-29,30.5,31.91,30.05,31.67,1102687.0
2020-10-30,31.52,32.09,31.11,32.08,1426873.0
2020-10-31,31.52,32.09,31.11,32.08,1426873.0
2020-11-01,31.52,32.09,31.11,32.08,1426873.0
2020-11-02,32.44,32.74,32.11,32.42,1435974.0
2020-11-03,34.23,36.0,34.15,34.99,2784942.0
2020-11-04,34.84,35.03,33.53,33.82,1632888.0
2020-11-05,34.0,35.63,34.0,35.18,1261769.0
2020-11-06,35.59,35.68,34.49,34.91,1059946.0
2020-11-07,35.59,35.68,34.49,34.91,1059946.0
2020-11-08,35.59,35.68,34.49,34.91,1059946.0
2020-11-09,38.39,41.48,38.05,40.58,2621283.0
2020-11-10,40.83,41.33,40.28,40.91,1857412.0
2020-11-11,41.14,41.735,40.18,41.71,1980113.0
2020-11-12,40.78,41.38,39.62,40.38,1140323.0
2020-11-13,40.79,42.1925,40.68,41.87,1148310.0
2020-11-14,40.79,42.1925,40.68,41.87,1148310.0
2020-11-15,40.79,42.1925,40.68,41.87,1148310.0
2020-11-16,43.29,43.4,42.26,42.96,957830.0
2020-11-17,42.22,43.54,41.84,43.22,901181.0
2020-11-18,43.53,43.81,43.12,43.2,1200314.0
2020-11-19,42.59,43.13,41.96,43.02,1350865.0
2020-11-20,42.93,43.2,42.37,42.97,451260.0
2020-11-21,42.93,43.2,42.37,42.97,451260.0
2020-11-22,42.93,43.2,42.37,42.97,451260.0
2020-11-23,43.65,44.85,43.5776,44.72,952881.0
2020-11-24,45.68,47.105,45.47,46.84,1470960.0
2020-11-25,46.3,46.43,45.15,46.18,749947.0
2020-11-26,46.3,46.43,45.15,46.18,749947.0
2020-11-27,46.15,46.56,45.4,45.92,405070.0
2020-11-28,46.15,46.56,45.4,45.92,405070.0
2020-11-29,46.15,46.56,45.4,45.92,405070.0
2020-11-30,45.52,45.73,44.34,44.35,1611698.0
2020-12-01,45.56,45.97,44.46,45.05,1263561.0
2020-12-02,45.14,45.97,44.72,45.8,1034135.0
2020-12-03,45.67,46.41,45.2,45.75,606104.0
2020-12-04,46.29,46.64,45.78,45.88,1012389.0
2020-12-05,46.29,46.64,45.78,45.88,1012389.0
2020-12-06,46.29,46.64,45.78,45.88,1012389.0
2020-12-07,45.49,45.51,43.53,43.74,1650008.0
2020-12-08,43.08,43.915,43.0421,43.66,1011896.0
2020-12-09,44.22,44.32,42.95,43.28,1425523.0
2020-12-10,42.46,43.66,42.37,43.34,1180026.0
2020-12-11,42.53,43.06,42.11,42.42,868399.0
2020-12-12,42.53,43.06,42.11,42.42,868399.0
2020-12-13,42.53,43.06,42.11,42.42,868399.0
2020-12-14,43.31,43.41,41.65,41.75,634325.0
2020-12-15,42.15,42.66,41.35,42.39,999000.0
2020-12-16,42.65,42.97,42.03,42.4,1579469.0
2020-12-17,42.77,42.92,41.76,42.51,1628482.0
2020-12-18,42.61,43.21,41.33,42.03,2221664.0
2020-12-19,42.61,43.21,41.33,42.03,2221664.0
2020-12-20,42.61,43.21,41.33,42.03,2221664.0
2020-12-21,42.39,42.39,40.9,41.63,2393363.0
2020-12-22,42.04,42.17,41.04,41.08,1399024.0
2020-12-23,41.6,42.65,41.55,42.29,749592.0
2020-12-24,42.28,42.425,41.63,42.38,193744.0
2020-12-25,42.28,42.425,41.63,42.38,193744.0
2020-12-26,42.28,42.425,41.63,42.38,193744.0
2020-12-27,42.28,42.425,41.63,42.38,193744.0
2020-12-28,42.74,43.02,42.21,42.28,640781.0
2020-12-29,42.51,42.65,41.67,41.86,809961.0
2020-12-30,41.89,42.75,41.68,42.51,709636.0
2020-12-31,42.57,43.35,42.18,43.14,549268.0
2021-01-01,42.57,43.35,42.18,43.14,549268.0
2021-01-02,42.57,43.35,42.18,43.14,549268.0
2021-01-03,42.57,43.35,42.18,43.14,549268.0
2021-01-04,43.57,43.77,41.895,41.99,610876.0
2021-01-05,41.76,43.63,41.61,42.87,926375.0
2021-01-06,44.13,46.46,43.96,46.01,1852413.0
2021-01-07,46.76,46.85,45.94,46.21,2044366.0
2021-01-08,45.38,45.885,44.51,45.16,899335.0
2021-01-09,45.38,45.885,44.51,45.16,899335.0
2021-01-10,45.38,45.885,44.51,45.16,899335.0
2021-01-11,44.47,45.31,44.29,44.45,682793.0
2021-01-12,44.99,45.55,44.485,44.72,1019595.0
2021-01-13,44.66,45.19,44.0,44.78,1201452.0
2021-01-14,44.98,46.13,44.68,45.52,671187.0
2021-01-15,44.74,44.94,43.945,44.37,777287.0
2021-01-16,44.74,44.94,43.945,44.37,777287.0
2021-01-17,44.74,44.94,43.945,44.37,777287.0
2021-01-18,44.74,44.94,43.945,44.37,777287.0
2021-01-19,44.83,45.355,44.19,44.66,510001.0
2021-01-20,45.89,45.89,44.57,44.67,763662.0
2021-01-21,44.74,45.0,43.66,43.69,834987.0
2021-01-22,43.0,43.6753,42.705,43.29,732102.0
2021-01-23,43.0,43.6753,42.705,43.29,732102.0
2021-01-24,43.0,43.6753,42.705,43.29,732102.0
2021-01-25,42.93,43.21,42.0,42.71,728027.0
2021-01-26,43.08,43.44,42.21,42.69,1986994.0
2021-01-27,41.98,42.32,41.33,41.51,1851508.0
2021-01-28,41.88,43.33,41.5,42.49,1662187.0
2021-01-29,42.25,42.34,40.21,40.89,1047725.0
2021-01-30,42.25,42.34,40.21,40.89,1047725.0
2021-01-31,42.25,42.34,40.21,40.89,1047725.0
2021-02-01,41.23,41.52,40.23,41.16,831770.0
2021-02-02,41.99,42.99,41.76,42.37,1161938.0
2021-02-03,42.23,42.9,42.1759,42.9,619121.0
2021-02-04,43.16,44.68,43.12,44.61,1029295.0
2021-02-05,45.0,45.03,44.03,44.45,730148.0
2021-02-06,45.0,45.03,44.03,44.45,730148.0
2021-02-07,45.0,45.03,44.03,44.45,730148.0
2021-02-08,44.6,45.37,44.44,45.27,593749.0
2021-02-09,45.24,45.28,44.58,44.74,616220.0
2021-02-10,44.86,44.87,44.01,44.3,557820.0
2021-02-11,44.39,44.78,43.82,44.73,893142.0
2021-02-12,44.6,45.805,44.525,45.17,706333.0
2021-02-13,44.6,45.805,44.525,45.17,706333.0
2021-02-14,44.6,45.805,44.525,45.17,706333.0
2021-02-15,44.6,45.805,44.525,45.17,706333.0
2021-02-16,45.87,46.34,45.32,45.87,1571006.0
2021-02-17,48.0,48.07,44.93,45.3,2307626.0
2021-02-18,44.63,45.47,43.94,45.15,1073928.0
2021-02-19,45.55,46.43,45.22,45.39,1323164.0
2021-02-20,45.55,46.43,45.22,45.39,1323164.0
2021-02-21,45.55,46.43,45.22,45.39,1323164.0
2021-02-22,45.23,47.2,45.14,46.64,1420237.0
2021-02-23,46.97,46.97,45.09,45.59,1242632.0
2021-02-24,45.81,48.3,45.81,47.78,1148998.0
2021-02-25,48.3,48.59,45.9338,46.05,1282620.0
2021-02-26,45.71,46.435,44.37,45.59,1243619.0
2021-02-27,45.71,46.435,44.37,45.59,1243619.0
2021-02-28,45.71,46.435,44.37,45.59,1243619.0
2021-03-01,46.61,47.3,46.51,46.74,1096704.0
2021-03-02,46.64,47.55,46.29,46.79,852879.0
2021-03-03,47.6,49.04,47.05,48.3,1344009.0
2021-03-04,48.03,49.18,46.59,47.78,1364078.0
2021-03-05,48.71,49.09,46.885,48.88,992520.0
2021-03-06,48.71,49.09,46.885,48.88,992520.0
2021-03-07,48.71,49.09,46.885,48.88,992520.0
2021-03-08,54.26,55.3894,51.64,51.8,8966350.0
2021-03-09,51.01,52.25,49.86,49.93,4025877.0
2021-03-10,50.15,51.09,49.51,49.8,3523251.0
2021-03-11,49.6,51.29,49.42,50.8,4278512.0
2021-03-12,51.0,51.38,50.06,50.14,3672613.0
2021-03-13,51.0,51.38,50.06,50.14,3672613.0
2021-03-14,51.0,51.38,50.06,50.14,3672613.0
2021-03-15,50.0,51.06,49.8,51.05,4379385.0
2021-03-16,50.68,51.62,50.24,50.24,2580866.0
2021-03-17,50.58,50.97,50.25,50.7,3687317.0
2021-03-18,51.01,51.63,49.91,50.19,3416016.0
2021-03-19,50.03,50.285,49.35,49.64,3721945.0
2021-03-20,50.03,50.285,49.35,49.64,3721945.0
2021-03-21,50.03,50.285,49.35,49.64,3721945.0
2021-03-22,49.41,52.35,49.28,52.05,3959761.0
2021-03-23,51.59,52.17,51.33,52.06,2530566.0
2021-03-24,52.53,53.37,50.19,50.19,2159298.0
2021-03-25,49.94,50.57,49.02,49.89,2379064.0
2021-03-26,50.3,50.41,48.52,49.56,2166877.0
2021-03-27,50.3,50.41,48.52,49.56,2166877.0
2021-03-28,50.3,50.41,48.52,49.56,2166877.0
2021-03-29,48.9,49.91,48.65,49.47,1492180.0
2021-03-30,49.5,51.23,49.46,50.29,1500015.0
2021-03-31,50.3,51.23,50.3,50.4,1900603.0
2021-04-01,50.5,51.31,50.5,51.13,1177133.0
2021-04-02,50.5,51.31,50.5,51.13,1177133.0
2021-04-03,50.5,51.31,50.5,51.13,1177133.0
2021-04-04,50.5,51.31,50.5,51.13,1177133.0
2021-04-05,50.79,51.64,50.79,51.06,1647775.0
2021-04-06,51.07,51.47,50.82,51.1,845965.0
2021-04-07,51.03,51.29,50.3,50.47,1236586.0
2021-04-08,50.34,50.83,49.31,49.87,1208957.0
2021-04-09,50.15,50.51,49.7,50.45,1275265.0
2021-04-10,50.15,50.51,49.7,50.45,1275265.0
2021-04-11,50.15,50.51,49.7,50.45,1275265.0
2021-04-12,50.6,51.11,50.19,50.8,4102758.0
2021-04-13,50.51,50.94,49.95,50.88,1734432.0
2021-04-14,50.96,53.74,50.88,53.35,3004512.0
2021-04-15,53.5,54.21,53.39,54.14,1702126.0
2021-04-16,54.59,55.5,54.485,55.45,1676853.0
2021-04-17,54.59,55.5,54.485,55.45,1676853.0
2021-04-18,54.59,55.5,54.485,55.45,1676853.0
2021-04-19,55.52,56.0,55.24,55.53,1091066.0
2021-04-20,55.01,55.55,54.145,55.35,1303701.0
2021-04-21,54.92,56.68,54.72,56.62,1438613.0
2021-04-22,56.45,57.29,56.29,56.94,1253698.0
2021-04-23,57.22,58.0,56.93,57.79,1330608.0
2021-04-24,57.22,58.0,56.93,57.79,1330608.0
2021-04-25,57.22,58.0,56.93,57.79,1330608.0
2021-04-26,58.02,58.98,58.02,58.85,1246887.0
2021-04-27,58.96,59.65,58.825,59.54,2455279.0
2021-04-28,59.96,60.25,59.31,59.89,1156171.0
2021-04-29,60.34,60.83,59.35,59.96,1301372.0
2021-04-30,59.59,59.96,58.85,59.67,1317575.0
2021-05-01,59.59,59.96,58.85,59.67,1317575.0
2021-05-02,59.59,59.96,58.85,59.67,1317575.0
2021-05-03,60.0,60.63,59.34,59.37,1439361.0
2021-05-04,59.34,60.17,58.62,59.27,1263581.0
2021-05-05,59.7,61.38,59.4,61.07,1255314.0
2021-05-06,61.2,61.96,60.47,61.9,1266829.0
2021-05-07,61.75,63.27,61.2,63.05,1193126.0
2021-05-08,61.75,63.27,61.2,63.05,1193126.0
2021-05-09,61.75,63.27,61.2,63.05,1193126.0
2021-05-10,63.28,63.36,62.26,62.29,1212175.0
2021-05-11,61.45,62.66,60.42,62.43,1109235.0
2021-05-12,62.29,62.45,59.975,60.48,2094712.0
2021-05-13,60.23,61.69,60.12,60.88,1008796.0
2021-05-14,61.09,62.65,61.09,62.23,1334009.0
2021-05-15,61.09,62.65,61.09,62.23,1334009.0
2021-05-16,61.09,62.65,61.09,62.23,1334009.0
2021-05-17,62.03,62.48,61.1833,62.2,720139.0
2021-05-18,62.28,62.66,61.73,61.73,828550.0
2021-05-19,60.85,62.4,60.06,62.4,1213199.0
2021-05-20,62.58,63.0,61.385,62.19,627256.0
2021-05-21,62.66,63.54,62.57,62.84,1038701.0
2021-05-22,62.66,63.54,62.57,62.84,1038701.0
2021-05-23,62.66,63.54,62.57,62.84,1038701.0
2021-05-24,63.01,63.5,62.65,62.7,755530.0
2021-05-25,62.77,63.15,61.51,61.7,772397.0
2021-05-26,61.84,63.04,61.6,62.49,1376457.0
2021-05-27,62.8,63.43,62.17,62.94,2637385.0
2021-05-28,63.26,63.34,62.07,62.63,1280891.0
2021-05-29,63.26,63.34,62.07,62.63,1280891.0
2021-05-30,63.26,63.34,62.07,62.63,1280891.0
2021-05-31,63.26,63.34,62.07,62.63,1280891.0
2021-06-01,63.08,63.64,62.03,62.3,1212896.0
2021-06-02,62.31,62.965,61.35,62.45,2058149.0
2021-06-03,62.13,63.45,61.74,62.85,1165688.0
2021-06-04,62.96,63.24,62.64,62.85,823658.0
2021-06-05,62.96,63.24,62.64,62.85,823658.0
2021-06-06,62.96,63.24,62.64,62.85,823658.0
2021-06-07,63.08,63.22,62.47,63.09,1145713.0
2021-06-08,62.97,63.21,62.23,62.81,1210849.0
2021-06-09,62.71,62.755,62.325,62.53,832493.0
2021-06-10,62.92,63.18,62.37,62.56,989650.0
2021-06-11,62.58,63.01,62.31,63.01,953342.0
2021-06-12,62.58,63.01,62.31,63.01,953342.0
2021-06-13,62.58,63.01,62.31,63.01,953342.0
2021-06-14,63.15,63.45,62.7,62.81,618682.0
2021-06-15,62.88,63.82,62.64,63.34,1234980.0
2021-06-16,63.32,64.38,63.18,63.9,1015062.0
2021-06-17,64.45,64.51,62.2,63.44,2068818.0
2021-06-18,62.48,63.07,61.79,62.24,2191977.0
2021-06-19,62.48,63.07,61.79,62.24,2191977.0
2021-06-20,62.48,63.07,61.79,62.24,2191977.0
2021-06-21,62.54,63.76,62.24,63.66,682134.0
2021-06-22,63.7,63.72,62.8,63.37,755583.0
2021-06-23,63.23,63.845,63.12,63.51,854491.0
2021-06-24,63.87,64.72,63.31,64.38,975317.0
2021-06-25,65.0,67.19,64.65,66.91,1292621.0
2021-06-26,65.0,67.19,64.65,66.91,1292621.0
2021-06-27,65.0,67.19,64.65,66.91,1292621.0
2021-06-28,66.87,67.29,66.03,66.71,1694388.0
2021-06-29,67.0,68.0,66.8,67.75,1390378.0
2021-06-30,67.52,67.97,66.63,67.5,2252273.0
2021-07-01,67.6,68.53,66.01,68.4,1495865.0
2021-07-02,68.5,70.3,67.83,70.11,899368.0
2021-07-03,68.5,70.3,67.83,70.11,899368.0
2021-07-04,68.5,70.3,67.83,70.11,899368.0
2021-07-05,68.5,70.3,67.83,70.11,899368.0
2021-07-06,70.09,70.37,68.755,69.3,1688363.0
2021-07-07,68.98,69.27,67.22,68.78,916291.0
2021-07-08,67.33,67.3811,65.31,65.71,1319834.0
2021-07-09,66.81,66.9991,66.11,66.92,525634.0
2021-07-10,66.81,66.9991,66.11,66.92,525634.0
2021-07-11,66.81,66.9991,66.11,66.92,525634.0
2021-07-12,66.93,67.69,66.5,67.12,639510.0
2021-07-13,66.74,66.74,64.2,65.26,1262977.0
2021-07-14,65.65,66.07,65.11,65.56,567268.0
2021-07-15,64.49,65.72,64.49,65.16,881418.0
2021-07-16,65.51,65.51,62.225,62.44,1138174.0
2021-07-17,65.51,65.51,62.225,62.44,1138174.0
2021-07-18,65.51,65.51,62.225,62.44,1138174.0
2021-07-19,61.18,61.96,60.36,61.8,1006267.0
2021-07-20,61.74,63.94,61.71,63.23,1088567.0
2021-07-21,63.83,65.43,63.755,63.97,616536.0
2021-07-22,63.67,64.65,63.26,64.3,571894.0
2021-07-23,64.81,65.59,64.71,65.22,637056.0
2021-07-24,64.81,65.59,64.71,65.22,637056.0
2021-07-25,64.81,65.59,64.71,65.22,637056.0
2021-07-26,65.12,65.75,64.78,64.93,760888.0
2021-07-27,64.1,65.0,63.79,64.75,889029.0
2021-07-28,65.16,65.16,63.5,64.36,839007.0
2021-07-29,64.91,66.42,64.91,65.26,800406.0
2021-07-30,64.95,65.62,64.5,64.62,686854.0
2021-07-31,64.95,65.62,64.5,64.62,686854.0
2021-08-01,64.95,65.62,64.5,64.62,686854.0
2021-08-02,65.03,65.93,64.22,65.31,823246.0
2021-08-03,65.7,67.08,65.22,66.42,1045755.0
2021-08-04,65.72,66.84,64.29,66.47,1158322.0
2021-08-05,67.26,67.94,66.06,67.1,633934.0
2021-08-06,67.8,68.15,67.26,67.75,759702.0
2021-08-07,67.8,68.15,67.26,67.75,759702.0
2021-08-08,67.8,68.15,67.26,67.75,759702.0
2021-08-09,67.44,67.9,66.65,67.06,1297846.0
2021-08-10,66.65,67.14,65.81,65.89,886596.0
2021-08-11,66.39,66.39,65.03,65.29,737000.0
2021-08-12,65.22,65.4138,64.34,65.06,683341.0
2021-08-13,65.36,65.67,64.85,65.48,704451.0
2021-08-14,65.36,65.67,64.85,65.48,704451.0
2021-08-15,65.36,65.67,64.85,65.48,704451.0
2021-08-16,65.19,66.02,64.98,65.5,572137.0
2021-08-17,64.83,65.3,62.98,64.3,863503.0
2021-08-18,64.21,64.21,63.33,63.43,1250767.0
2021-08-19,62.68,63.72,61.62,62.24,1111597.0
2021-08-20,62.52,63.32,62.295,62.67,431226.0
2021-08-21,62.52,63.32,62.295,62.67,431226.0
2021-08-22,62.52,63.32,62.295,62.67,431226.0
2021-08-23,62.72,64.1,62.72,63.82,619648.0
2021-08-24,63.89,64.8995,63.89,64.2,501908.0
