,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity,ATH US Equity
2024-04-15,83.29,84.32,82.17,83.33,3498864.0
2024-04-16,83.29,84.32,82.17,83.33,3498864.0
2024-04-17,83.29,84.32,82.17,83.33,3498864.0
2024-04-18,83.29,84.32,82.17,83.33,3498864.0
2024-04-19,83.29,84.32,82.17,83.33,3498864.0
2024-04-20,83.29,84.32,82.17,83.33,3498864.0
2024-04-21,83.29,84.32,82.17,83.33,3498864.0
2024-04-22,83.29,84.32,82.17,83.33,3498864.0
2024-04-23,83.29,84.32,82.17,83.33,3498864.0
2024-04-24,83.29,84.32,82.17,83.33,3498864.0
2024-04-25,83.29,84.32,82.17,83.33,3498864.0
2024-04-26,83.29,84.32,82.17,83.33,3498864.0
2024-04-27,83.29,84.32,82.17,83.33,3498864.0
2024-04-28,83.29,84.32,82.17,83.33,3498864.0
2024-04-29,83.29,84.32,82.17,83.33,3498864.0
2024-04-30,83.29,84.32,82.17,83.33,3498864.0
2024-05-01,83.29,84.32,82.17,83.33,3498864.0
