,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity,PNC US Equity
2021-03-02,153.7639,157.8384,152.5434,153.6485,1806863.0
2021-03-03,154.9357,157.004,153.5686,153.8793,2099178.0
2021-03-04,153.6929,155.2286,150.0889,153.1958,2060853.0
2021-03-05,155.6991,157.0306,150.586,156.64,2086529.0
2021-03-06,155.6991,157.0306,150.586,156.64,2086529.0
2021-03-07,155.6991,157.0306,150.586,156.64,2086529.0
2021-03-08,157.7762,160.9808,157.1904,158.7349,2029322.0
2021-03-09,155.5748,157.1016,152.7165,154.1279,2345763.0
2021-03-10,154.048,158.3444,153.7018,157.8117,1549343.0
2021-03-11,156.5601,158.2911,155.3813,157.0572,1298731.0
2021-03-12,159.738,161.1405,158.8326,161.034,1964880.0
2021-03-13,159.738,161.1405,158.8326,161.034,1964880.0
2021-03-14,159.738,161.1405,158.8326,161.034,1964880.0
2021-03-15,160.4837,160.7233,156.7643,158.4775,1851092.0
2021-03-16,156.7643,157.0306,154.2255,156.7465,1632368.0
2021-03-17,159.1166,160.6346,156.782,158.3887,1460312.0
2021-03-18,160.5547,163.6261,158.8858,159.6581,1995341.0
2021-03-19,156.7732,158.0603,154.6104,156.0453,6435647.0
2021-03-20,156.7732,158.0603,154.6104,156.0453,6435647.0
2021-03-21,156.7732,158.0603,154.6104,156.0453,6435647.0
2021-03-22,153.3112,154.0613,150.5417,151.9886,1971618.0
2021-03-23,150.6304,152.9455,149.5208,150.373,1341936.0
2021-03-24,152.1128,153.6929,151.1186,151.1275,1476013.0
2021-03-25,151.4737,157.3235,150.5594,157.1194,1999785.0
2021-03-26,159.0989,160.0576,157.2037,159.4983,2130157.0
2021-03-27,159.0989,160.0576,157.2037,159.4983,2130157.0
2021-03-28,159.0989,160.0576,157.2037,159.4983,2130157.0
2021-03-29,156.9596,157.7052,153.7462,154.8913,1935275.0
2021-03-30,156.2317,158.9524,156.0364,157.6697,1556562.0
2021-03-31,157.5543,157.8694,155.0244,155.7079,1970135.0
2021-04-01,154.8558,157.5543,154.7936,157.4833,1501824.0
2021-04-02,154.8558,157.5543,154.7936,157.4833,1501824.0
2021-04-03,154.8558,157.5543,154.7936,157.4833,1501824.0
2021-04-04,154.8558,157.5543,154.7936,157.4833,1501824.0
2021-04-05,159.3652,160.1053,157.865,158.6817,1867096.0
2021-04-06,157.7052,158.7438,156.194,157.4744,1833750.0
2021-04-07,158.2733,159.4717,156.7736,158.229,1951375.0
2021-04-08,157.4123,158.4686,154.9002,158.1047,1195617.0
2021-04-09,159.5694,160.102,158.2733,159.9688,1302260.0
2021-04-10,159.5694,160.102,158.2733,159.9688,1302260.0
2021-04-11,159.5694,160.102,158.2733,159.9688,1302260.0
2021-04-12,160.3416,161.0252,159.5782,160.5014,1326127.0
2021-04-13,159.525,159.6049,157.217,157.6697,1427747.0
2021-04-14,157.1282,160.4393,156.8619,159.1965,1936333.0
2021-04-15,159.3662,159.5092,153.7735,156.1589,3215452.0
2021-04-16,158.5889,161.0369,157.7938,159.795,2503424.0
2021-04-17,158.5889,161.0369,157.7938,159.795,2503424.0
2021-04-18,158.5889,161.0369,157.7938,159.795,2503424.0
2021-04-19,160.2328,161.5104,158.0797,158.7766,1515019.0
2021-04-20,156.9004,157.4141,152.7334,153.425,2267985.0
2021-04-21,152.7997,156.5609,152.0043,156.4626,1590376.0
2021-04-22,156.3733,156.8825,154.6401,155.3101,2151438.0
2021-04-23,155.73,160.0452,155.0332,159.0625,2031277.0
2021-04-24,155.73,160.0452,155.0332,159.0625,2031277.0
2021-04-25,155.73,160.0452,155.0332,159.0625,2031277.0
2021-04-26,160.1613,162.3681,159.9201,161.028,1620614.0
2021-04-27,160.3668,164.2353,160.3668,164.0119,1831513.0
2021-04-28,164.405,166.2901,164.3425,165.5129,1612683.0
2021-04-29,167.5052,169.2339,167.1478,169.0061,1322947.0
2021-04-30,167.9072,168.9614,166.844,167.0227,1347126.0
2021-05-01,167.9072,168.9614,166.844,167.0227,1347126.0
2021-05-02,167.9072,168.9614,166.844,167.0227,1347126.0
2021-05-03,168.5594,169.0865,166.8172,168.068,1248743.0
2021-05-04,167.0317,173.0175,166.2455,172.7137,2734464.0
2021-05-05,173.0175,175.5548,171.0341,173.8662,1861388.0
2021-05-06,175.4386,177.145,172.5464,177.0557,1642733.0
2021-05-07,173.5625,177.958,173.2677,177.7079,1193991.0
2021-05-08,173.5625,177.958,173.2677,177.7079,1193991.0
2021-05-09,173.5625,177.958,173.2677,177.7079,1193991.0
2021-05-10,181.3709,182.1465,177.2791,177.3952,2007787.0
2021-05-11,176.6983,179.1016,172.6244,173.357,2822325.0
2021-05-12,175.8317,176.274,169.426,170.1139,2321022.0
2021-05-13,169.5689,176.4571,169.4841,175.117,1302395.0
2021-05-14,175.4922,178.6013,175.3314,178.1278,1070994.0
2021-05-15,175.4922,178.6013,175.3314,178.1278,1070994.0
2021-05-16,175.4922,178.6013,175.3314,178.1278,1070994.0
2021-05-17,177.1093,178.6281,176.3671,177.8151,1240461.0
2021-05-18,178.3958,178.8122,173.1158,173.2408,2022241.0
2021-05-19,171.5076,172.4278,168.5683,172.3296,2594298.0
2021-05-20,172.4189,172.6959,169.6315,170.6857,1325714.0
2021-05-21,172.0526,173.5893,170.918,172.8567,1356489.0
2021-05-22,172.0526,173.5893,170.918,172.8567,1356489.0
2021-05-23,172.0526,173.5893,170.918,172.8567,1356489.0
2021-05-24,173.7144,174.0896,172.3296,173.3123,901291.0
2021-05-25,173.9824,175.1974,171.0431,171.2664,1741518.0
2021-05-26,172.6423,173.3213,170.1497,171.4451,1687633.0
2021-05-27,173.9377,174.6614,172.0169,173.4285,2515395.0
2021-05-28,173.6071,174.3933,171.6327,173.9288,857053.0
2021-05-29,173.6071,174.3933,171.6327,173.9288,857053.0
2021-05-30,173.6071,174.3933,171.6327,173.9288,857053.0
2021-05-31,173.6071,174.3933,171.6327,173.9288,857053.0
2021-06-01,176.6894,176.7341,173.8662,174.9473,1494363.0
2021-06-02,175.7245,175.8853,173.223,174.5899,1102596.0
2021-06-03,174.3933,177.2344,173.357,175.0009,1329470.0
2021-06-04,174.9383,175.3136,172.7059,173.3213,1403905.0
2021-06-05,174.9383,175.3136,172.7059,173.3213,1403905.0
2021-06-06,174.9383,175.3136,172.7059,173.3213,1403905.0
2021-06-07,174.0092,174.0092,172.1598,172.5261,907893.0
2021-06-08,170.9091,173.5893,169.3456,173.4106,1524109.0
2021-06-09,172.0615,172.4815,170.2926,170.4534,1309519.0
2021-06-10,172.8567,172.9639,168.5594,168.6309,1236117.0
2021-06-11,169.1044,170.1943,167.7732,169.0329,1317263.0
2021-06-12,169.1044,170.1943,167.7732,169.0329,1317263.0
2021-06-13,169.1044,170.1943,167.7732,169.0329,1317263.0
2021-06-14,168.7827,168.9168,166.0757,167.1657,1718582.0
2021-06-15,167.2461,169.8057,166.853,169.0954,1594461.0
2021-06-16,168.2824,171.1235,166.2901,169.8459,1715556.0
2021-06-17,171.5702,171.5702,162.3591,163.0024,2544206.0
2021-06-18,161.3853,161.3853,158.7453,159.3215,3944199.0
2021-06-19,161.3853,161.3853,158.7453,159.3215,3944199.0
2021-06-20,161.3853,161.3853,158.7453,159.3215,3944199.0
2021-06-21,161.2066,164.6999,160.5817,164.5212,1386325.0
2021-06-22,164.0566,165.4057,162.3055,164.3068,1415321.0
2021-06-23,164.8339,166.5224,164.4765,165.3967,1017251.0
2021-06-24,166.6207,169.4528,165.3119,169.015,1690892.0
2021-06-25,169.7744,173.013,168.765,172.7495,1814705.0
2021-06-26,169.7744,173.013,168.765,172.7495,1814705.0
2021-06-27,169.7744,173.013,168.765,172.7495,1814705.0
2021-06-28,171.9007,171.9007,169.6672,171.1771,1682006.0
2021-06-29,172.41,173.759,169.2741,170.1675,1689701.0
2021-06-30,169.3724,171.0073,169.3545,170.4266,1291410.0
2021-07-01,171.0609,171.9275,170.096,171.3022,1045442.0
2021-07-02,172.8477,172.9162,170.6946,172.2402,1599243.0
2021-07-03,172.8477,172.9162,170.6946,172.2402,1599243.0
2021-07-04,172.8477,172.9162,170.6946,172.2402,1599243.0
2021-07-05,172.8477,172.9162,170.6946,172.2402,1599243.0
2021-07-06,170.4802,171.9275,165.8792,167.9251,2147071.0
2021-07-07,166.174,168.336,165.763,166.6922,1108865.0
2021-07-08,164.0387,165.1734,162.3145,163.6992,2886984.0
2021-07-09,166.844,169.7655,166.1472,169.4528,1743984.0
2021-07-10,166.844,169.7655,166.1472,169.4528,1743984.0
2021-07-11,166.844,169.7655,166.1472,169.4528,1743984.0
2021-07-12,167.6749,171.8471,166.0578,171.454,1778880.0
2021-07-13,170.3462,170.8778,167.9429,169.1044,1551494.0
2021-07-14,166.5313,171.0431,165.7183,168.2646,2564862.0
2021-07-15,167.698,172.4827,167.0683,170.4321,2042938.0
2021-07-16,170.9987,171.2145,164.4107,164.9729,1445273.0
2021-07-17,170.9987,171.2145,164.4107,164.9729,1445273.0
2021-07-18,170.9987,171.2145,164.4107,164.9729,1445273.0
2021-07-19,161.1685,162.7334,158.6772,159.9094,1653320.0
2021-07-20,159.9633,165.0088,159.3787,163.327,1722566.0
2021-07-21,165.1887,167.5091,165.0718,166.268,1440729.0
2021-07-22,165.9352,166.3489,162.4861,163.4349,1931291.0
2021-07-23,164.6761,166.5558,163.6688,164.6041,1019493.0
2021-07-24,164.6761,166.5558,163.6688,164.6041,1019493.0
2021-07-25,164.6761,166.5558,163.6688,164.6041,1019493.0
2021-07-26,165.1707,166.8436,164.5861,165.9532,873806.0
2021-07-27,163.7677,166.3849,162.6704,165.7283,893169.0
2021-07-28,166.3849,166.8885,163.9476,165.2696,814541.0
2021-07-29,166.9875,167.4057,165.0178,166.5288,825276.0
2021-07-30,165.9262,167.644,163.4259,164.0555,1020421.0
2021-07-31,165.9262,167.644,163.4259,164.0555,1020421.0
2021-08-01,165.9262,167.644,163.4259,164.0555,1020421.0
2021-08-02,165.0628,167.9138,163.0662,163.4889,1025864.0
2021-08-03,165.0448,168.4669,162.2747,167.59,1552782.0
2021-08-04,165.5215,168.3725,165.0358,166.4029,1008620.0
2021-08-05,168.1387,169.2539,167.0594,167.8958,1082716.0
2021-08-06,170.2972,172.7075,169.9554,171.1246,1247958.0
2021-08-07,170.2972,172.7075,169.9554,171.1246,1247958.0
2021-08-08,170.2972,172.7075,169.9554,171.1246,1247958.0
2021-08-09,170.513,172.4827,169.2629,170.8908,986946.0
2021-08-10,169.8475,174.2544,169.8475,172.4107,1618853.0
2021-08-11,173.1302,174.4343,171.1156,174.3893,3874435.0
2021-08-12,174.4163,175.6754,173.5439,173.9396,1580897.0
2021-08-13,174.3174,174.7977,170.7379,171.2235,1560909.0
2021-08-14,174.3174,174.7977,170.7379,171.2235,1560909.0
2021-08-15,174.3174,174.7977,170.7379,171.2235,1560909.0
2021-08-16,169.9464,170.6929,167.6746,170.567,1484521.0
2021-08-17,169.2719,170.54,166.3309,168.8582,1096453.0
2021-08-18,167.608,170.1982,166.7536,166.8885,966993.0
2021-08-19,165.1707,167.3562,164.6221,165.7913,1412330.0
2021-08-20,165.6114,167.7429,165.1078,167.1224,1399966.0
2021-08-21,165.6114,167.7429,165.1078,167.1224,1399966.0
2021-08-22,165.6114,167.7429,165.1078,167.1224,1399966.0
2021-08-23,168.1836,169.6676,168.0262,168.4265,1148013.0
2021-08-24,168.3095,170.1533,168.2826,169.5147,1401484.0
2021-08-25,170.3691,173.9666,169.4877,172.7974,1637189.0
2021-08-26,173.6878,174.3893,171.4484,171.7811,1002003.0
2021-08-27,172.2308,175.1448,171.8891,174.938,1337160.0
2021-08-28,172.2308,175.1448,171.8891,174.938,1337160.0
2021-08-29,172.2308,175.1448,171.8891,174.938,1337160.0
2021-08-30,175.3787,175.3787,170.9717,171.4304,1714833.0
2021-08-31,171.7811,172.9863,170.5782,171.8711,2229889.0
2021-09-01,172.4557,172.4557,169.2449,170.4141,1792470.0
2021-09-02,170.3781,173.1212,170.1802,172.4197,1719815.0
2021-09-03,172.4737,173.445,171.4484,172.2488,1529201.0
2021-09-04,172.4737,173.445,171.4484,172.2488,1529201.0
2021-09-05,172.4737,173.445,171.4484,172.2488,1529201.0
2021-09-06,172.4737,173.445,171.4484,172.2488,1529201.0
2021-09-07,173.0403,175.1358,172.6086,172.8694,2196797.0
2021-09-08,172.2578,172.8964,171.2595,172.4287,1822620.0
2021-09-09,172.2038,174.9649,171.943,172.9323,1577790.0
2021-09-10,174.3444,174.3444,172.0779,172.3747,1358328.0
2021-09-11,174.3444,174.3444,172.0779,172.3747,1358328.0
2021-09-12,174.3444,174.3444,172.0779,172.3747,1358328.0
2021-09-13,174.3354,176.0262,173.2741,174.893,1295033.0
2021-09-14,175.3966,176.332,167.3022,169.3978,3781979.0
2021-09-15,168.5704,172.0705,168.5704,171.0437,1613376.0
2021-09-16,172.3298,173.454,170.1083,170.7918,985354.0
2021-09-17,170.7918,172.1094,169.3618,169.9104,2850365.0
2021-09-18,170.7918,172.1094,169.3618,169.9104,2850365.0
2021-09-19,170.7918,172.1094,169.3618,169.9104,2850365.0
2021-09-20,165.2427,166.4208,163.3989,166.0881,2406405.0
2021-09-21,166.9245,168.0307,165.4405,165.4585,1242657.0
2021-09-22,167.2393,169.9644,167.1898,168.7862,1309212.0
2021-09-23,170.3781,175.3787,170.3781,174.1285,1312156.0
2021-09-24,174.1285,176.5029,174.0386,174.929,1195424.0
2021-09-25,174.1285,176.5029,174.0386,174.929,1195424.0
2021-09-26,174.1285,176.5029,174.0386,174.929,1195424.0
2021-09-27,177.744,180.2893,177.4023,180.0554,1696895.0
2021-09-28,180.4691,181.8362,177.2314,177.825,1973859.0
2021-09-29,178.5535,179.0211,177.0875,177.5731,1955411.0
2021-09-30,178.8772,178.8907,175.7834,175.9543,1455308.0
2021-10-01,174.9559,179.8396,174.4253,178.3556,1501441.0
2021-10-02,174.9559,179.8396,174.4253,178.3556,1501441.0
2021-10-03,174.9559,179.8396,174.4253,178.3556,1501441.0
2021-10-04,177.9059,180.7569,176.6648,178.1577,1334928.0
2021-10-05,179.3989,181.8182,178.2207,180.3162,1924948.0
2021-10-06,179.4438,180.7749,176.9975,180.613,1428491.0
2021-10-07,182.3758,183.1403,180.9368,181.4944,1570601.0
2021-10-08,181.2696,183.3561,180.5141,182.3578,1021451.0
2021-10-09,181.2696,183.3561,180.5141,182.3578,1021451.0
2021-10-10,181.2696,183.3561,180.5141,182.3578,1021451.0
2021-10-11,183.1942,184.3095,180.712,180.8199,1420108.0
2021-10-12,180.2263,183.3831,179.8935,182.8435,1864681.0
2021-10-13,182.2499,182.4752,178.2971,181.4584,1353812.0
2021-10-14,183.6937,183.9109,181.2322,183.2593,1875935.0
2021-10-15,177.033,182.9878,176.8158,180.2095,3557643.0
2021-10-16,177.033,182.9878,176.8158,180.2095,3557643.0
2021-10-17,177.033,182.9878,176.8158,180.2095,3557643.0
2021-10-18,178.8973,181.8023,178.843,181.757,2134418.0
2021-10-19,182.7163,187.2141,182.1371,187.1779,1955402.0
2021-10-20,187.1688,192.7707,186.0195,192.5806,2352366.0
2021-10-21,192.5082,193.2141,190.5806,192.5173,1490390.0
2021-10-22,193.5399,196.9245,193.5399,195.549,1890852.0
2021-10-23,193.5399,196.9245,193.5399,195.549,1890852.0
2021-10-24,193.5399,196.9245,193.5399,195.549,1890852.0
2021-10-25,196.3091,196.3815,195.0331,195.9834,2124065.0
2021-10-26,196.1191,196.5806,194.9064,195.5399,1281397.0
2021-10-27,194.6078,195.92,192.5535,192.6802,1512568.0
2021-10-28,193.6485,194.5625,192.1553,192.8069,1440263.0
2021-10-29,193.6304,194.1191,190.4177,190.9788,1776654.0
2021-10-30,193.6304,194.1191,190.4177,190.9788,1776654.0
2021-10-31,193.6304,194.1191,190.4177,190.9788,1776654.0
2021-11-01,192.7345,193.2232,189.8159,190.6258,1247353.0
2021-11-02,189.9471,190.5444,189.0512,190.1372,1626975.0
2021-11-03,189.3046,193.2865,188.8973,192.4901,1439342.0
2021-11-04,191.7299,191.7299,186.4267,187.9742,1440798.0
2021-11-05,189.6123,191.0874,186.1711,187.4222,1157741.0
2021-11-06,189.6123,191.0874,186.1711,187.4222,1157741.0
2021-11-07,189.6123,191.0874,186.1711,187.4222,1157741.0
2021-11-08,188.4448,189.2774,186.9969,188.3905,943083.0
2021-11-09,186.5444,188.2095,185.7073,187.3679,1129467.0
2021-11-10,187.8385,188.4698,185.6575,185.8928,1513592.0
2021-11-11,186.0195,187.1688,185.5489,186.0647,1063634.0
2021-11-12,185.9109,186.0919,182.9878,184.2638,1490901.0
2021-11-13,185.9109,186.0919,182.9878,184.2638,1490901.0
2021-11-14,185.9109,186.0919,182.9878,184.2638,1490901.0
2021-11-15,185.1507,185.7163,183.9199,185.3588,1433723.0
2021-11-16,185.5127,186.8973,184.4177,186.0014,1209968.0
2021-11-17,185.6032,185.8747,182.3,183.2231,1213832.0
2021-11-18,183.0783,184.6892,181.5217,181.8204,1283134.0
2021-11-19,180.0013,180.8068,177.1778,180.4176,1858149.0
2021-11-20,180.0013,180.8068,177.1778,180.4176,1858149.0
2021-11-21,180.0013,180.8068,177.1778,180.4176,1858149.0
2021-11-22,183.4946,186.8792,181.7139,184.7525,1747184.0
2021-11-23,186.3181,189.3408,185.5217,189.2231,1658088.0
2021-11-24,188.5082,190.2639,187.5579,188.8068,1433739.0
2021-11-25,188.5082,190.2639,187.5579,188.8068,1433739.0
2021-11-26,182.2638,182.6846,178.1733,181.0873,1458995.0
2021-11-27,182.2638,182.6846,178.1733,181.0873,1458995.0
2021-11-28,182.2638,182.6846,178.1733,181.0873,1458995.0
2021-11-29,184.4674,184.7615,180.6077,181.7932,2668725.0
2021-11-30,179.8294,181.2321,177.4312,178.2819,3748221.0
2021-12-01,182.8249,183.1507,176.7615,176.8791,1653985.0
2021-12-02,178.9606,183.9923,178.2909,182.671,1578159.0
2021-12-03,182.6801,182.938,177.4402,178.9425,1642416.0
2021-12-04,182.6801,182.938,177.4402,178.9425,1642416.0
2021-12-05,182.6801,182.938,177.4402,178.9425,1642416.0
2021-12-06,180.7706,183.4855,179.214,180.9606,1412340.0
2021-12-07,182.481,185.0149,181.938,183.9833,1339226.0
2021-12-08,184.1643,184.9516,181.4403,182.8882,1355851.0
2021-12-09,181.8023,183.4131,180.7706,181.6575,1231038.0
2021-12-10,184.5896,185.3769,180.6343,182.4086,1237720.0
2021-12-11,184.5896,185.3769,180.6343,182.4086,1237720.0
2021-12-12,184.5896,185.3769,180.6343,182.4086,1237720.0
2021-12-13,181.1326,181.1688,177.3226,177.5669,1901873.0
2021-12-14,178.1461,182.1416,177.9742,179.9199,1601025.0
2021-12-15,180.9787,181.3498,177.4493,179.2592,1397732.0
2021-12-16,181.9561,185.4222,180.9154,182.6167,1244357.0
2021-12-17,182.3633,182.4267,176.5081,178.4991,3516348.0
2021-12-18,182.3633,182.4267,176.5081,178.4991,3516348.0
2021-12-19,182.3633,182.4267,176.5081,178.4991,3516348.0
2021-12-20,175.9018,175.9199,171.2773,174.2547,2411696.0
2021-12-21,175.938,179.8203,175.8022,178.1642,2352084.0
2021-12-22,177.9199,179.0459,177.1914,178.3905,922838.0
2021-12-23,179.9199,181.6937,179.0692,179.1235,707829.0
2021-12-24,179.9199,181.6937,179.0692,179.1235,707829.0
2021-12-25,179.9199,181.6937,179.0692,179.1235,707829.0
2021-12-26,179.9199,181.6937,179.0692,179.1235,707829.0
2021-12-27,179.9199,182.1914,179.0963,181.9651,978003.0
2021-12-28,181.2683,183.4222,181.1688,182.0556,669656.0
2021-12-29,182.5715,183.1869,181.3679,182.119,684097.0
2021-12-30,182.7072,183.8656,181.748,181.9018,689518.0
2021-12-31,181.386,182.7163,181.3045,181.4674,925269.0
2022-01-01,181.386,182.7163,181.3045,181.4674,925269.0
2022-01-02,181.386,182.7163,181.3045,181.4674,925269.0
2022-01-03,185.1597,188.7073,183.7208,188.4358,2199485.0
2022-01-04,190.2096,198.0467,190.2096,195.377,2491285.0
2022-01-05,196.1462,197.6123,192.0648,192.2096,2772128.0
2022-01-06,197.5942,199.7209,194.3453,199.6123,2970760.0
2022-01-07,199.5671,203.187,199.1598,202.4721,2173573.0
2022-01-08,199.5671,203.187,199.1598,202.4721,2173573.0
2022-01-09,199.5671,203.187,199.1598,202.4721,2173573.0
2022-01-10,204.8703,204.8793,199.8838,201.3137,2420160.0
2022-01-11,202.2096,203.1961,199.6033,202.5716,2402995.0
2022-01-12,203.6214,204.997,201.0784,203.5581,1464501.0
2022-01-13,204.2549,206.4653,204.2549,204.9336,1925556.0
2022-01-14,201.4483,204.3603,200.2653,202.2036,3764446.0
2022-01-15,201.4483,204.3603,200.2653,202.2036,3764446.0
2022-01-16,201.4483,204.3603,200.2653,202.2036,3764446.0
2022-01-17,201.4483,204.3603,200.2653,202.2036,3764446.0
2022-01-18,202.9498,203.9144,196.1384,197.3624,3205391.0
2022-01-19,199.2916,199.2916,189.6455,189.7547,2336779.0
2022-01-20,189.2815,192.6667,187.8164,188.2805,2401267.0
2022-01-21,187.6344,187.8346,181.46,182.8751,3015449.0
2022-01-22,187.6344,187.8346,181.46,182.8751,3015449.0
2022-01-23,187.6344,187.8346,181.46,182.8751,3015449.0
2022-01-24,178.8619,186.4241,176.9678,185.7416,3535634.0
2022-01-25,184.14,187.7159,181.1643,185.8235,1697139.0
2022-01-26,188.2077,190.1187,184.504,187.4706,1641009.0
2022-01-27,189.8912,191.4837,184.4403,186.5151,1875175.0
2022-01-28,185.7416,189.6546,184.4767,189.4817,1798392.0
2022-01-29,185.7416,189.6546,184.4767,189.4817,1798392.0
2022-01-30,185.7416,189.6546,184.4767,189.4817,1798392.0
2022-01-31,187.3887,188.8993,185.1046,187.4524,2235250.0
2022-02-01,187.3068,191.0833,186.0419,190.8649,2392655.0
2022-02-02,190.4099,192.3937,188.6081,191.8932,1568681.0
2022-02-03,192.7031,193.4403,189.0586,189.2906,1544289.0
2022-02-04,190.4554,193.0581,190.1278,191.42,2020677.0
2022-02-05,190.4554,193.0581,190.1278,191.42,2020677.0
2022-02-06,190.4554,193.0581,190.1278,191.42,2020677.0
2022-02-07,192.1571,192.8579,190.6556,190.8285,2383236.0
2022-02-08,193.049,193.9954,191.5565,192.3391,3086121.0
2022-02-09,193.1309,193.5404,191.0833,191.7931,2129495.0
2022-02-10,191.6839,195.1966,190.9104,191.6748,1894164.0
2022-02-11,190.2097,193.6041,187.6071,188.6991,2302083.0
2022-02-12,190.2097,193.6041,187.6071,188.6991,2302083.0
2022-02-13,190.2097,193.6041,187.6071,188.6991,2302083.0
2022-02-14,189.6091,190.1369,183.8124,186.1602,3427013.0
2022-02-15,188.3897,189.4817,187.1113,188.5444,3863899.0
2022-02-16,187.3159,191.0196,187.3159,189.8184,1569978.0
2022-02-17,187.8801,188.3624,183.0207,183.1845,1884536.0
2022-02-18,182.4474,185.5687,182.4292,183.0662,1636263.0
2022-02-19,182.4474,185.5687,182.4292,183.0662,1636263.0
2022-02-20,182.4474,185.5687,182.4292,183.0662,1636263.0
2022-02-21,182.4474,185.5687,182.4292,183.0662,1636263.0
2022-02-22,183.7669,187.2249,182.5202,184.8043,2659450.0
2022-02-23,185.1865,187.184,180.2178,181.1006,2035411.0
2022-02-24,174.7214,178.4433,172.5738,178.0065,2833151.0
2022-02-25,179.7992,185.3321,179.3897,184.4312,2031437.0
2022-02-26,179.7992,185.3321,179.3897,184.4312,2031437.0
2022-02-27,179.7992,185.3321,179.3897,184.4312,2031437.0
2022-02-28,178.8437,181.6193,178.6253,181.319,2555921.0
2022-03-01,179.8083,180.5455,169.771,170.3443,3781475.0
2022-03-02,172.9014,177.5515,172.41,176.2684,2303806.0
2022-03-03,176.0864,177.7426,173.4565,174.3483,2762394.0
2022-03-04,169.7801,170.6628,165.7214,168.2331,2823970.0
2022-03-05,169.7801,170.6628,165.7214,168.2331,2823970.0
2022-03-06,169.7801,170.6628,165.7214,168.2331,2823970.0
2022-03-07,167.1501,167.9965,162.591,162.6183,3215812.0
2022-03-08,165.9216,170.1714,163.8013,165.2573,3016473.0
2022-03-09,171.6274,173.0379,169.1249,169.9439,1699769.0
2022-03-10,167.5141,168.8519,165.7123,168.315,2314855.0
2022-03-11,169.3797,171.318,165.5212,165.7578,2342912.0
2022-03-12,169.3797,171.318,165.5212,165.7578,2342912.0
2022-03-13,169.3797,171.318,165.5212,165.7578,2342912.0
2022-03-14,167.2502,169.7346,165.7942,166.8589,2421360.0
2022-03-15,168.6881,169.5071,166.0581,168.5698,2114832.0
2022-03-16,171.4454,175.4858,170.5445,175.0763,2057843.0
2022-03-17,172.2189,175.7133,170.4626,175.6951,2195404.0
2022-03-18,177.3786,177.4514,171.9641,175.6041,5385963.0
2022-03-19,177.3786,177.4514,171.9641,175.6041,5385963.0
2022-03-20,177.3786,177.4514,171.9641,175.6041,5385963.0
2022-03-21,177.3877,177.8427,173.5657,175.6405,1859592.0
2022-03-22,178.6071,181.4828,177.7972,179.6081,1958145.0
2022-03-23,177.3513,179.4534,175.2765,175.3311,1535795.0
2022-03-24,176.4777,177.142,174.776,175.8589,1585741.0
2022-03-25,176.2229,179.6364,175.868,178.7891,1607803.0
2022-03-26,176.2229,179.6364,175.868,178.7891,1607803.0
2022-03-27,176.2229,179.6364,175.868,178.7891,1607803.0
2022-03-28,177.2148,177.5424,174.3238,177.1875,1789876.0
2022-03-29,180.0904,181.0733,175.9863,176.596,1440715.0
2022-03-30,176.5778,176.896,172.1825,173.5657,1980765.0
2022-03-31,173.047,174.5212,167.7507,167.8508,3301368.0
2022-04-01,167.6597,169.1613,163.9924,164.8387,2485335.0
2022-04-02,167.6597,169.1613,163.9924,164.8387,2485335.0
2022-04-03,167.6597,169.1613,163.9924,164.8387,2485335.0
2022-04-04,164.0106,168.042,161.5536,166.3584,2663697.0
2022-04-05,165.2664,168.5607,164.9024,165.9762,1710676.0
2022-04-06,164.5566,166.049,163.9378,164.6749,1904030.0
2022-04-07,164.7568,166.1173,161.3625,165.0571,2303272.0
2022-04-08,166.7133,168.497,165.5667,168.0784,2694747.0
2022-04-09,166.7133,168.497,165.5667,168.0784,2694747.0
2022-04-10,166.7133,168.497,165.5667,168.0784,2694747.0
2022-04-11,167.9601,171.6183,167.1365,167.4231,2588576.0
2022-04-12,167.2121,168.8452,163.8266,164.9184,1825822.0
2022-04-13,163.0834,165.2854,162.3678,163.7165,2422876.0
2022-04-14,164.111,165.8084,159.8814,160.5603,3474968.0
2022-04-15,164.111,165.8084,159.8814,160.5603,3474968.0
2022-04-16,164.111,165.8084,159.8814,160.5603,3474968.0
2022-04-17,164.111,165.8084,159.8814,160.5603,3474968.0
2022-04-18,159.597,162.6772,159.597,161.2484,2962437.0
2022-04-19,162.221,163.8816,161.4595,163.3587,3328185.0
2022-04-20,165.5056,168.0746,164.6982,164.8175,2149685.0
2022-04-21,166.0194,168.0012,162.3173,162.9274,2367598.0
2022-04-22,163.2302,163.6156,158.7896,158.9547,3203332.0
2022-04-23,163.2302,163.6156,158.7896,158.9547,3203332.0
2022-04-24,163.2302,163.6156,158.7896,158.9547,3203332.0
2022-04-25,157.6611,158.5143,154.1654,158.2666,3113718.0
2022-04-26,156.1013,158.3033,155.0187,155.4774,2489511.0
2022-04-27,154.8903,157.5693,154.1838,156.3674,2405461.0
2022-04-28,157.6244,157.762,154.4407,156.9638,2930451.0
2022-04-29,156.6151,157.9455,151.9268,152.3947,3452843.0
2022-04-30,156.6151,157.9455,151.9268,152.3947,3452843.0
2022-05-01,156.6151,157.9455,151.9268,152.3947,3452843.0
2022-05-02,154.5049,155.1472,150.5554,153.7159,2395010.0
2022-05-03,155.1655,157.4394,154.1654,155.6609,2250136.0
