,LH US Equity,LH US Equity,LH US Equity,LH US Equity,LH US Equity
2021-05-06,230.912,233.016,229.17,233.007,624649.0
2021-05-07,233.032,235.136,232.052,233.057,483890.0
2021-05-08,233.032,235.136,232.052,233.057,483890.0
2021-05-09,233.032,235.136,232.052,233.057,483890.0
2021-05-10,234.432,235.194,232.119,232.169,724721.0
2021-05-11,231.021,233.468,230.284,231.348,613647.0
2021-05-12,232.379,234.758,227.242,227.837,788314.0
2021-05-13,227.913,232.826,227.557,231.742,640870.0
2021-05-14,232.27,234.772,229.689,230.007,522433.0
2021-05-15,232.27,234.772,229.689,230.007,522433.0
2021-05-16,232.27,234.772,229.689,230.007,522433.0
2021-05-17,229.53,230.426,223.53,224.0,968949.0
2021-05-18,224.41,226.912,222.047,223.748,857769.0
2021-05-19,222.114,223.979,219.601,223.757,555354.0
2021-05-20,224.93,227.607,224.008,225.91,687293.0
2021-05-21,226.698,228.441,224.528,225.407,583705.0
2021-05-22,226.698,228.441,224.528,225.407,583705.0
2021-05-23,226.698,228.441,224.528,225.407,583705.0
2021-05-24,227.041,229.094,226.882,227.301,584267.0
2021-05-25,228.307,231.717,228.193,229.966,850240.0
2021-05-26,230.007,232.446,229.387,230.552,759478.0
2021-05-27,230.51,231.583,229.589,230.778,1002666.0
2021-05-28,232.102,232.521,229.195,229.991,487549.0
2021-05-29,232.102,232.521,229.195,229.991,487549.0
2021-05-30,232.102,232.521,229.195,229.991,487549.0
2021-05-31,232.102,232.521,229.195,229.991,487549.0
2021-06-01,228.876,229.991,220.371,220.992,1800400.0
2021-06-02,221.578,222.873,218.344,220.807,813029.0
2021-06-03,220.455,223.287,220.455,222.198,435366.0
2021-06-04,222.416,224.117,222.165,223.178,535670.0
2021-06-05,222.416,224.117,222.165,223.178,535670.0
2021-06-06,222.416,224.117,222.165,223.178,535670.0
2021-06-07,223.354,224.59,218.888,221.26,898984.0
2021-06-08,221.737,222.005,216.057,218.201,1073663.0
2021-06-09,218.696,219.215,217.037,217.179,778645.0
2021-06-10,217.715,220.024,217.531,218.704,718589.0
2021-06-11,218.981,219.781,215.562,216.643,727618.0
2021-06-12,218.981,219.781,215.562,216.643,727618.0
2021-06-13,218.981,219.781,215.562,216.643,727618.0
2021-06-14,216.123,218.042,215.545,217.715,620467.0
2021-06-15,218.662,219.634,217.204,218.218,519793.0
2021-06-16,217.858,218.536,216.182,217.095,552083.0
2021-06-17,217.204,218.587,215.185,218.009,518115.0
2021-06-18,217.213,219.19,217.07,218.017,889502.0
2021-06-19,217.213,219.19,217.07,218.017,889502.0
2021-06-20,217.213,219.19,217.07,218.017,889502.0
2021-06-21,218.369,223.074,218.176,222.324,732744.0
2021-06-22,222.885,224.435,221.846,223.991,548269.0
2021-06-23,223.899,224.285,220.908,221.084,526158.0
2021-06-24,222.031,223.124,220.388,222.039,563258.0
2021-06-25,222.885,226.103,222.391,223.924,738249.0
2021-06-26,222.885,226.103,222.391,223.924,738249.0
2021-06-27,222.885,226.103,222.391,223.924,738249.0
2021-06-28,224.662,226.589,223.22,226.287,621938.0
2021-06-29,227.527,231.985,226.849,231.264,718047.0
2021-06-30,231.088,231.993,228.022,231.139,561805.0
2021-07-01,231.96,233.368,231.155,232.932,525087.0
2021-07-02,233.317,233.703,231.734,232.898,372142.0
2021-07-03,233.317,233.703,231.734,232.898,372142.0
2021-07-04,233.317,233.703,231.734,232.898,372142.0
2021-07-05,233.317,233.703,231.734,232.898,372142.0
2021-07-06,232.84,233.786,230.577,233.418,560444.0
2021-07-07,233.409,235.689,232.605,235.68,587241.0
2021-07-08,234.013,234.817,231.063,232.211,437169.0
2021-07-09,233.418,235.663,232.504,235.479,400474.0
2021-07-10,233.418,235.663,232.504,235.479,400474.0
2021-07-11,233.418,235.663,232.504,235.479,400474.0
2021-07-12,235.898,238.11,235.115,235.848,644287.0
2021-07-13,235.286,236.233,233.77,234.373,396100.0
2021-07-14,234.633,235.601,230.183,232.303,597657.0
2021-07-15,231.708,232.739,230.225,232.06,622165.0
2021-07-16,232.412,233.623,230.452,231.641,1493805.0
2021-07-17,232.412,233.623,230.452,231.641,1493805.0
2021-07-18,232.412,233.623,230.452,231.641,1493805.0
2021-07-19,230.1,232.429,227.46,230.276,795167.0
2021-07-20,230.426,234.432,229.991,231.918,610101.0
2021-07-21,232.211,232.731,229.446,232.513,499419.0
2021-07-22,233.032,235.68,230.636,235.538,501841.0
2021-07-23,236.275,239.493,236.275,237.775,627870.0
2021-07-24,236.275,239.493,236.275,237.775,627870.0
2021-07-25,236.275,239.493,236.275,237.775,627870.0
2021-07-26,236.996,239.3,235.11,235.538,428226.0
2021-07-27,235.027,237.423,234.314,237.239,419420.0
2021-07-28,237.264,238.202,234.507,237.289,540127.0
2021-07-29,239.325,248.106,238.198,246.9,1181248.0
2021-07-30,248.173,250.444,247.227,248.148,645845.0
2021-07-31,248.173,250.444,247.227,248.148,645845.0
2021-08-01,248.173,250.444,247.227,248.148,645845.0
2021-08-02,248.718,251.098,246.9,249.372,1063421.0
2021-08-03,250.595,251.533,247.093,251.441,1580998.0
2021-08-04,251.282,255.342,250.721,251.441,1785820.0
2021-08-05,252.397,254.29,247.185,250.461,1011719.0
2021-08-06,250.511,251.936,247.52,249.908,684809.0
2021-08-07,250.511,251.936,247.52,249.908,684809.0
2021-08-08,250.511,251.936,247.52,249.908,684809.0
2021-08-09,250.369,252.678,249.489,252.338,672360.0
2021-08-10,252.447,254.759,251.228,252.757,480935.0
2021-08-11,253.553,253.553,251.173,251.366,357693.0
2021-08-12,251.416,252.472,249.799,251.81,719396.0
2021-08-13,252.573,253.922,250.26,253.084,604786.0
2021-08-14,252.573,253.922,250.26,253.084,604786.0
2021-08-15,252.573,253.922,250.26,253.084,604786.0
2021-08-16,253.511,257.684,253.1,256.67,686066.0
2021-08-17,256.402,257.449,254.961,255.949,309000.0
2021-08-18,256.134,257.441,251.588,251.743,358223.0
2021-08-19,250.536,254.357,249.196,253.695,402733.0
2021-08-20,254.19,257.478,254.19,256.62,599747.0
2021-08-21,254.19,257.478,254.19,256.62,599747.0
2021-08-22,254.19,257.478,254.19,256.62,599747.0
2021-08-23,257.106,257.106,254.382,254.483,396498.0
2021-08-24,254.139,254.315,250.109,253.142,477169.0
2021-08-25,253.343,255.17,251.885,254.944,254177.0
2021-08-26,254.944,255.128,252.187,252.74,324293.0
2021-08-27,253.176,253.712,251.324,251.81,347325.0
2021-08-28,253.176,253.712,251.324,251.81,347325.0
2021-08-29,253.176,253.712,251.324,251.81,347325.0
2021-08-30,251.927,254.81,251.031,254.039,305702.0
2021-08-31,254.5,257.449,253.561,254.206,669633.0
2021-09-01,253.888,255.723,250.67,255.539,382311.0
2021-09-02,256.502,259.15,256.058,258.362,564354.0
2021-09-03,257.801,257.809,253.98,256.946,605213.0
2021-09-04,257.801,257.809,253.98,256.946,605213.0
2021-09-05,257.801,257.809,253.98,256.946,605213.0
2021-09-06,257.801,257.809,253.98,256.946,605213.0
2021-09-07,255.731,255.731,249.563,254.273,754410.0
2021-09-08,254.55,257.575,252.832,257.298,693774.0
2021-09-09,257.625,259.42,253.57,254.022,537408.0
2021-09-10,255.271,255.564,251.902,252.17,548119.0
2021-09-11,255.271,255.564,251.902,252.17,548119.0
2021-09-12,255.271,255.564,251.902,252.17,548119.0
2021-09-13,252.355,252.857,247.788,249.246,470101.0
2021-09-14,250.243,251.76,248.376,248.693,528826.0
2021-09-15,248.676,251.986,248.014,251.123,803846.0
2021-09-16,251.408,252.715,248.534,248.718,473189.0
2021-09-17,247.017,249.648,245.995,247.964,1145283.0
2021-09-18,247.017,249.648,245.995,247.964,1145283.0
2021-09-19,247.017,249.648,245.995,247.964,1145283.0
2021-09-20,245.928,249.288,244.319,246.271,703162.0
2021-09-21,248.098,248.81,245.995,246.481,575066.0
2021-09-22,248.182,248.199,243.531,244.219,759823.0
2021-09-23,245.819,250.637,244.604,248.643,643058.0
2021-09-24,248.777,250.285,246.674,248.333,391734.0
2021-09-25,248.777,250.285,246.674,248.333,391734.0
2021-09-26,248.777,250.285,246.674,248.333,391734.0
2021-09-27,247.269,247.692,242.635,243.607,449690.0
2021-09-28,242.275,242.275,235.613,237.138,570372.0
2021-09-29,238.16,242.149,238.16,240.406,495593.0
2021-09-30,240.926,242.987,235.823,235.823,578520.0
2021-10-01,235.412,235.496,229.061,234.18,661402.0
2021-10-02,235.412,235.496,229.061,234.18,661402.0
2021-10-03,235.412,235.496,229.061,234.18,661402.0
2021-10-04,232.521,234.679,229.63,230.46,693089.0
2021-10-05,231.503,233.217,230.108,231.348,442390.0
2021-10-06,230.586,231.222,227.117,230.77,457055.0
2021-10-07,232.052,235.864,231.239,234.029,554946.0
2021-10-08,234.331,234.637,231.884,233.225,510697.0
2021-10-09,234.331,234.637,231.884,233.225,510697.0
2021-10-10,234.331,234.637,231.884,233.225,510697.0
2021-10-11,232.53,232.982,229.161,229.773,409407.0
2021-10-12,230.921,231.331,228.457,229.572,372710.0
2021-10-13,230.435,230.435,226.572,229.144,380368.0
2021-10-14,231.013,232.936,230.426,231.021,697605.0
2021-10-15,232.245,232.245,227.004,227.578,801249.0
2021-10-16,232.245,232.245,227.004,227.578,801249.0
2021-10-17,232.245,232.245,227.004,227.578,801249.0
2021-10-18,226.991,230.326,225.625,229.832,482281.0
2021-10-19,232.622,233.77,230.552,231.306,412203.0
2021-10-20,232.639,235.203,231.926,233.476,472904.0
2021-10-21,234.541,236.124,229.329,234.457,596155.0
2021-10-22,234.147,237.012,234.08,236.418,410916.0
2021-10-23,234.147,237.012,234.08,236.418,410916.0
2021-10-24,234.147,237.012,234.08,236.418,410916.0
2021-10-25,236.451,236.677,233.736,235.513,581821.0
2021-10-26,235.412,238.705,234.205,237.599,467543.0
2021-10-27,237.666,238.181,234.624,235.027,517455.0
2021-10-28,239.761,240.465,232.672,238.998,1010767.0
2021-10-29,238.998,240.808,236.057,240.498,670496.0
2021-10-30,238.998,240.808,236.057,240.498,670496.0
2021-10-31,238.998,240.808,236.057,240.498,670496.0
2021-11-01,240.607,243.515,237.716,241.973,773662.0
2021-11-02,242.191,242.795,239.169,239.845,613678.0
2021-11-03,239.342,240.892,236.275,240.892,542817.0
2021-11-04,240.733,241.479,237.565,238.169,432414.0
2021-11-05,234.616,236.438,229.597,230.292,869984.0
2021-11-06,234.616,236.438,229.597,230.292,869984.0
2021-11-07,234.616,236.438,229.597,230.292,869984.0
2021-11-08,231.985,235.395,230.426,235.127,405471.0
2021-11-09,234.582,235.554,228.88,231.725,1018489.0
2021-11-10,231.784,238.613,231.784,237.834,686292.0
2021-11-11,237.792,241.236,235.412,240.381,456989.0
2021-11-12,248.031,250.662,243.414,249.053,1312909.0
2021-11-13,248.031,250.662,243.414,249.053,1312909.0
2021-11-14,248.031,250.662,243.414,249.053,1312909.0
2021-11-15,246.288,246.481,238.278,239.065,685084.0
2021-11-16,239.828,244.353,239.509,241.629,447919.0
2021-11-17,242.4,245.576,241.052,242.769,361412.0
2021-11-18,241.026,243.071,238.152,240.892,398773.0
2021-11-19,242.392,242.392,236.233,237.398,622861.0
2021-11-20,242.392,242.392,236.233,237.398,622861.0
2021-11-21,242.392,242.392,236.233,237.398,622861.0
2021-11-22,236.443,240.398,236.024,237.767,491226.0
2021-11-23,236.878,240.088,234.918,239.568,329969.0
2021-11-24,238.604,240.029,236.133,237.741,271502.0
2021-11-25,238.604,240.029,236.133,237.741,271502.0
2021-11-26,239.928,248.023,237.968,242.409,622083.0
2021-11-27,239.928,248.023,237.968,242.409,622083.0
2021-11-28,239.928,248.023,237.968,242.409,622083.0
2021-11-29,242.409,247.176,240.976,244.604,494189.0
2021-11-30,243.188,244.378,238.361,239.082,1062976.0
2021-12-01,239.174,244.336,238.118,239.183,454360.0
2021-12-02,239.803,246.565,239.803,244.059,630268.0
2021-12-03,244.696,247.21,241.118,243.263,501188.0
2021-12-04,244.696,247.21,241.118,243.263,501188.0
2021-12-05,244.696,247.21,241.118,243.263,501188.0
2021-12-06,244.294,245.894,240.599,242.375,427190.0
2021-12-07,245.266,248.693,244.118,248.115,456405.0
2021-12-08,248.643,249.506,243.397,248.718,430064.0
2021-12-09,239.484,243.766,235.923,236.267,2457067.0
2021-12-10,238.47,245.18,236.426,241.646,1455836.0
2021-12-11,238.47,245.18,236.426,241.646,1455836.0
2021-12-12,238.47,245.18,236.426,241.646,1455836.0
2021-12-13,241.646,249.556,241.613,245.04,1140097.0
2021-12-14,245.584,247.75,243.791,246.9,1023236.0
2021-12-15,248.425,258.446,247.034,257.374,1070787.0
2021-12-16,256.754,262.301,256.703,259.862,1039664.0
2021-12-17,258.513,261.387,257.625,258.011,1360370.0
2021-12-18,258.513,261.387,257.625,258.011,1360370.0
2021-12-19,258.513,261.387,257.625,258.011,1360370.0
2021-12-20,258.916,261.22,254.299,259.259,862867.0
2021-12-21,259.787,260.818,251.06,253.544,792144.0
2021-12-22,254.55,258.346,253.75,254.91,656502.0
2021-12-23,256.595,256.946,250.117,252.975,1201745.0
2021-12-24,256.595,256.946,250.117,252.975,1201745.0
2021-12-25,256.595,256.946,250.117,252.975,1201745.0
2021-12-26,256.595,256.946,250.117,252.975,1201745.0
2021-12-27,255.656,257.86,254.077,257.08,1069609.0
2021-12-28,257.575,259.645,257.064,257.24,429333.0
2021-12-29,259.133,260.461,256.067,258.639,1012078.0
2021-12-30,260.34,263.951,260.315,262.552,534328.0
2021-12-31,262.468,265.761,262.393,263.281,477609.0
2022-01-01,262.468,265.761,262.393,263.281,477609.0
2022-01-02,262.468,265.761,262.393,263.281,477609.0
2022-01-03,262.351,263.097,248.429,249.849,971403.0
2022-01-04,249.28,249.74,240.657,243.171,1276743.0
2022-01-05,243.305,245.806,240.012,240.121,802852.0
2022-01-06,240.49,246.288,238.079,241.78,857601.0
2022-01-07,241.78,244.403,238.118,239.032,642827.0
2022-01-08,241.78,244.403,238.118,239.032,642827.0
2022-01-09,241.78,244.403,238.118,239.032,642827.0
2022-01-10,238.554,244.939,238.512,244.353,706565.0
2022-01-11,243.297,245.149,239.933,244.621,691400.0
2022-01-12,240.967,240.967,232.861,236.954,1138344.0
2022-01-13,236.275,236.459,230.736,232.781,878283.0
2022-01-14,232.345,235.45,227.821,231.331,916146.0
2022-01-15,232.345,235.45,227.821,231.331,916146.0
2022-01-16,232.345,235.45,227.821,231.331,916146.0
2022-01-17,232.345,235.45,227.821,231.331,916146.0
2022-01-18,228.558,230.443,226.589,227.728,860670.0
2022-01-19,228.189,231.055,227.15,227.929,980779.0
2022-01-20,229.706,233.393,226.606,226.966,710369.0
2022-01-21,228.575,230.636,226.974,227.552,1989346.0
2022-01-22,228.575,230.636,226.974,227.552,1989346.0
2022-01-23,228.575,230.636,226.974,227.552,1989346.0
2022-01-24,228.181,228.851,221.392,228.038,1053916.0
2022-01-25,225.357,227.955,222.324,224.603,924200.0
2022-01-26,223.304,227.896,222.005,223.556,779950.0
2022-01-27,224.117,226.421,221.452,222.659,789191.0
2022-01-28,221.075,226.522,218.31,226.304,904612.0
2022-01-29,221.075,226.522,218.31,226.304,904612.0
2022-01-30,221.075,226.522,218.31,226.304,904612.0
2022-01-31,225.055,227.946,222.5,227.376,944613.0
2022-02-01,228.751,229.262,224.067,228.717,872098.0
2022-02-02,227.963,231.063,226.019,228.901,697234.0
2022-02-03,227.753,234.968,227.753,232.965,955227.0
2022-02-04,231.775,234.918,231.197,232.504,496527.0
2022-02-05,231.775,234.918,231.197,232.504,496527.0
2022-02-06,231.775,234.918,231.197,232.504,496527.0
2022-02-07,232.421,233.368,229.119,230.058,536858.0
2022-02-08,229.144,234.532,228.65,233.099,1138620.0
2022-02-09,234.616,237.043,234.574,235.999,835406.0
2022-02-10,240.548,243.163,231.365,236.451,2015335.0
2022-02-11,237.515,239.937,227.561,231.482,1709152.0
2022-02-12,237.515,239.937,227.561,231.482,1709152.0
2022-02-13,237.515,239.937,227.561,231.482,1709152.0
2022-02-14,230.577,233.451,227.351,228.482,849510.0
2022-02-15,229.572,231.289,219.751,221.729,1703648.0
2022-02-16,221.209,226.832,219.081,225.918,1154150.0
2022-02-17,225.307,225.776,218.947,219.467,916813.0
2022-02-18,219.324,223.723,218.922,221.603,774607.0
2022-02-19,219.324,223.723,218.922,221.603,774607.0
2022-02-20,219.324,223.723,218.922,221.603,774607.0
2022-02-21,219.324,223.723,218.922,221.603,774607.0
2022-02-22,221.628,224.368,220.824,223.321,923007.0
2022-02-23,223.698,228.084,223.229,224.963,1650674.0
2022-02-24,222.039,227.812,221.092,227.67,969039.0
2022-02-25,227.913,233.208,227.234,231.792,580483.0
2022-02-26,227.913,233.208,227.234,231.792,580483.0
2022-02-27,227.913,233.208,227.234,231.792,580483.0
2022-02-28,228.365,230.158,225.131,227.293,1099759.0
2022-03-01,226.58,228.918,224.025,225.441,970734.0
2022-03-02,224.946,229.668,222.512,226.606,1974324.0
2022-03-03,229.404,229.404,223.991,226.614,988291.0
2022-03-04,225.114,226.12,222.517,225.516,1023235.0
2022-03-05,225.114,226.12,222.517,225.516,1023235.0
2022-03-06,225.114,226.12,222.517,225.516,1023235.0
2022-03-07,225.34,225.96,220.221,223.514,1088715.0
2022-03-08,222.215,222.885,216.777,217.707,974451.0
2022-03-09,222.408,224.016,218.645,222.575,804554.0
2022-03-10,219.71,223.56,218.893,223.07,552527.0
2022-03-11,223.681,226.115,222.299,222.458,620443.0
2022-03-12,223.681,226.115,222.299,222.458,620443.0
2022-03-13,223.681,226.115,222.299,222.458,620443.0
2022-03-14,223.681,225.684,221.276,222.6,762619.0
2022-03-15,223.807,227.967,223.644,227.519,571636.0
2022-03-16,228.08,230.602,226.765,229.605,604689.0
2022-03-17,229.128,231.105,227.494,229.865,598340.0
2022-03-18,229.035,230.803,226.111,230.619,1354050.0
2022-03-19,229.035,230.803,226.111,230.619,1354050.0
2022-03-20,229.035,230.803,226.111,230.619,1354050.0
2022-03-21,230.435,233.502,230.059,231.817,564285.0
2022-03-22,232.236,235.638,230.816,232.471,540560.0
2022-03-23,231.457,231.859,226.312,227.653,1014458.0
2022-03-24,228.684,229.002,226.463,227.443,594074.0
2022-03-25,228.734,229.869,227.117,229.555,863361.0
2022-03-26,228.734,229.869,227.117,229.555,863361.0
2022-03-27,228.734,229.869,227.117,229.555,863361.0
2022-03-28,229.371,231.616,227.536,231.616,482093.0
2022-03-29,232.194,234.113,230.887,231.893,533662.0
2022-03-30,231.541,231.574,223.711,225.399,1007997.0
2022-03-31,225.089,226.668,220.916,220.924,907193.0
2022-04-01,221.528,221.754,218.763,220.514,623401.0
2022-04-02,221.528,221.754,218.763,220.514,623401.0
2022-04-03,221.528,221.754,218.763,220.514,623401.0
2022-04-04,220.539,221.674,218.18,220.648,1057197.0
2022-04-05,220.313,224.871,220.116,221.419,721733.0
2022-04-06,220.363,222.399,218.913,221.947,662250.0
2022-04-07,221.042,227.988,221.042,227.821,707022.0
2022-04-08,228.105,233.057,227.402,231.893,763294.0
2022-04-09,228.105,233.057,227.402,231.893,763294.0
2022-04-10,228.105,233.057,227.402,231.893,763294.0
2022-04-11,231.222,233.611,227.963,228.265,672550.0
2022-04-12,227.159,230.72,224.569,225.114,470816.0
2022-04-13,224.385,226.321,223.539,225.34,470137.0
2022-04-14,226.312,227.146,223.815,225.432,1439629.0
2022-04-15,226.312,227.146,223.815,225.432,1439629.0
2022-04-16,226.312,227.146,223.815,225.432,1439629.0
2022-04-17,226.312,227.146,223.815,225.432,1439629.0
2022-04-18,225.206,226.966,222.969,223.824,603619.0
2022-04-19,224.41,227.712,224.377,227.192,504792.0
2022-04-20,228.072,233.275,227.033,232.831,662549.0
2022-04-21,233.778,235.218,231.097,231.516,493490.0
2022-04-22,229.103,229.89,224.645,224.997,627143.0
2022-04-23,229.103,229.89,224.645,224.997,627143.0
2022-04-24,229.103,229.89,224.645,224.997,627143.0
2022-04-25,223.48,224.909,216.701,221.293,674526.0
2022-04-26,218.796,219.031,209.445,209.571,1784892.0
2022-04-27,209.579,214.301,206.11,212.026,1660496.0
2022-04-28,200.588,203.73,194.404,201.652,1828322.0
2022-04-29,201.259,209.202,201.024,201.334,1136443.0
2022-04-30,201.259,209.202,201.024,201.334,1136443.0
2022-05-01,201.259,209.202,201.024,201.334,1136443.0
2022-05-02,200.856,203.806,199.738,203.622,1236369.0
2022-05-03,202.365,210.182,202.021,205.549,851972.0
2022-05-04,203.865,213.66,203.446,212.579,830411.0
2022-05-05,210.937,213.124,206.973,211.113,767639.0
2022-05-06,209.831,211.808,207.987,210.727,562716.0
2022-05-07,209.831,211.808,207.987,210.727,562716.0
2022-05-08,209.831,211.808,207.987,210.727,562716.0
2022-05-09,208.666,208.859,201.694,202.155,680318.0
2022-05-10,203.462,204.392,199.432,201.636,654743.0
2022-05-11,200.605,203.647,199.097,199.918,692155.0
2022-05-12,198.024,205.272,198.024,204.987,906314.0
2022-05-13,205.323,207.807,203.655,204.971,495624.0
2022-05-14,205.323,207.807,203.655,204.971,495624.0
2022-05-15,205.323,207.807,203.655,204.971,495624.0
2022-05-16,203.756,204.929,199.633,203.094,626954.0
2022-05-17,204.552,209.043,204.531,207.593,892351.0
2022-05-18,206.081,208.484,202.921,203.744,506534.0
2022-05-19,202.072,209.097,201.812,207.089,598937.0
2022-05-20,208.299,210.089,204.064,208.871,814971.0
2022-05-21,208.299,210.089,204.064,208.871,814971.0
2022-05-22,208.299,210.089,204.064,208.871,814971.0
2022-05-23,210.534,210.854,207.997,209.669,602065.0
2022-05-24,209.904,211.866,208.078,209.375,1464013.0
2022-05-25,209.719,210.438,206.165,207.904,674829.0
2022-05-26,208.509,211.724,208.509,210.215,570228.0
2022-05-27,211.341,217.375,210.089,216.703,649754.0
2022-05-28,211.341,217.375,210.089,216.703,649754.0
2022-05-29,211.341,217.375,210.089,216.703,649754.0
2022-05-30,211.341,217.375,210.089,216.703,649754.0
2022-05-31,212.047,214.535,206.829,207.333,2637904.0
2022-06-01,205.997,208.803,203.761,206.543,785300.0
2022-06-02,207.4,209.375,204.833,209.072,549853.0
2022-06-03,207.207,207.639,202.635,204.753,674082.0
2022-06-04,207.207,207.639,202.635,204.753,674082.0
2022-06-05,207.207,207.639,202.635,204.753,674082.0
2022-06-06,205.366,206.77,203.043,203.349,693869.0
2022-06-07,201.383,206.61,201.383,206.299,760337.0
2022-06-08,205.047,205.383,198.954,199.467,1003981.0
2022-06-09,198.517,200.845,192.66,193.105,1719833.0
2022-06-10,190.668,191.832,187.017,188.719,910111.0
2022-06-11,190.668,191.832,187.017,188.719,910111.0
2022-06-12,190.668,191.832,187.017,188.719,910111.0
2022-06-13,184.215,186.139,181.038,181.912,896601.0
2022-06-14,181.467,181.82,178.492,179.719,921217.0
2022-06-15,180.828,185.593,180.467,184.004,885402.0
2022-06-16,179.786,183.937,178.693,183.315,1014168.0
2022-06-17,184.483,191.366,184.118,190.105,2186003.0
2022-06-18,184.483,191.366,184.118,190.105,2186003.0
2022-06-19,184.483,191.366,184.118,190.105,2186003.0
2022-06-20,184.483,191.366,184.118,190.105,2186003.0
2022-06-21,192.5,194.391,191.408,192.895,1258796.0
2022-06-22,192.551,197.173,192.147,196.022,971636.0
2022-06-23,197.022,202.82,196.45,201.366,860914.0
2022-06-24,202.803,203.845,200.585,203.837,782604.0
2022-06-25,202.803,203.845,200.585,203.837,782604.0
2022-06-26,202.803,203.845,200.585,203.837,782604.0
2022-06-27,202.82,203.988,200.77,202.786,613054.0
2022-06-28,204.744,204.87,198.097,198.29,608347.0
2022-06-29,198.509,202.61,197.837,201.686,744290.0
2022-06-30,199.585,199.883,196.181,196.946,867103.0
2022-07-01,197.753,202.921,197.517,202.475,436032.0
2022-07-02,197.753,202.921,197.517,202.475,436032.0
2022-07-03,197.753,202.921,197.517,202.475,436032.0
2022-07-04,197.753,202.921,197.517,202.475,436032.0
2022-07-05,199.728,202.022,197.828,201.677,546374.0
2022-07-06,201.274,205.782,201.274,204.946,659747.0
2022-07-07,204.089,206.518,203.669,205.375,633032.0
2022-07-08,204.61,207.308,203.795,204.997,366721.0
2022-07-09,204.61,207.308,203.795,204.997,366721.0
2022-07-10,204.61,207.308,203.795,204.997,366721.0
2022-07-11,204.097,205.509,203.333,203.896,389424.0
2022-07-12,203.803,205.618,200.765,201.61,441106.0
2022-07-13,199.417,202.572,198.669,201.929,547966.0
2022-07-14,199.45,202.391,197.82,201.996,587181.0
2022-07-15,205.333,206.064,201.921,205.476,579093.0
2022-07-16,205.333,206.064,201.921,205.476,579093.0
2022-07-17,205.333,206.064,201.921,205.476,579093.0
2022-07-18,205.82,206.551,201.711,202.425,662103.0
2022-07-19,204.686,206.938,203.169,206.677,505012.0
2022-07-20,206.82,208.173,205.618,206.123,559794.0
2022-07-21,207.013,209.442,205.879,209.324,722936.0
2022-07-22,210.156,211.4,205.753,207.013,518528.0
2022-07-23,210.156,211.4,205.753,207.013,518528.0
2022-07-24,210.156,211.4,205.753,207.013,518528.0
2022-07-25,207.215,208.387,206.333,207.476,406493.0
2022-07-26,207.45,207.753,205.307,207.501,532228.0
2022-07-27,206.938,210.803,205.438,209.644,728307.0
2022-07-28,208.745,213.644,202.803,212.089,971031.0
2022-07-29,212.82,221.119,211.652,220.333,1070204.0
2022-07-30,212.82,221.119,211.652,220.333,1070204.0
2022-07-31,212.82,221.119,211.652,220.333,1070204.0
2022-08-01,219.224,220.619,215.77,216.762,760773.0
2022-08-02,216.19,216.442,211.871,212.182,647789.0
2022-08-03,213.568,215.812,212.316,212.425,643487.0
2022-08-04,213.198,215.535,211.711,212.098,403039.0
2022-08-05,210.736,214.602,210.182,214.014,588509.0
2022-08-06,210.736,214.602,210.182,214.014,588509.0
2022-08-07,210.736,214.602,210.182,214.014,588509.0
2022-08-08,215.014,216.72,214.509,214.972,392028.0
2022-08-09,214.291,216.577,212.173,212.484,471808.0
2022-08-10,214.324,217.888,214.291,217.745,418586.0
2022-08-11,218.409,220.745,216.22,217.434,428129.0
2022-08-12,217.585,218.442,215.93,218.005,434478.0
2022-08-13,217.585,218.442,215.93,218.005,434478.0
2022-08-14,217.585,218.442,215.93,218.005,434478.0
2022-08-15,217.837,220.762,217.114,218.619,304335.0
2022-08-16,217.367,219.081,216.762,217.778,268420.0
2022-08-17,216.422,217.037,211.77,213.455,427556.0
2022-08-18,213.371,213.818,209.722,211.028,473316.0
2022-08-19,211.627,212.461,209.099,210.093,443605.0
2022-08-20,211.627,212.461,209.099,210.093,443605.0
2022-08-21,211.627,212.461,209.099,210.093,443605.0
2022-08-22,208.989,210.754,205.079,205.188,413633.0
2022-08-23,204.641,204.733,200.865,201.278,712605.0
2022-08-24,201.481,201.481,194.983,196.18,1000696.0
2022-08-25,197.351,199.812,194.798,199.77,816067.0
2022-08-26,198.489,199.399,192.763,193.113,466420.0
2022-08-27,198.489,199.399,192.763,193.113,466420.0
2022-08-28,198.489,199.399,192.763,193.113,466420.0
2022-08-29,192.093,195.169,191.157,193.542,406893.0
2022-08-30,194.284,194.309,191.941,192.143,504108.0
2022-08-31,192.792,193.26,187.955,189.834,744558.0
2022-09-01,189.489,191.419,188.347,191.368,401039.0
2022-09-02,191.975,192.995,189.405,190.231,384369.0
2022-09-03,191.975,192.995,189.405,190.231,384369.0
2022-09-04,191.975,192.995,189.405,190.231,384369.0
2022-09-05,191.975,192.995,189.405,190.231,384369.0
2022-09-06,189.607,193.551,189.371,190.534,583668.0
2022-09-07,191.082,195.961,190.728,195.455,634188.0
2022-09-08,194.958,200.848,194.886,200.79,794712.0
2022-09-09,200.798,202.568,200.444,200.832,448537.0
2022-09-10,200.798,202.568,200.444,200.832,448537.0
2022-09-11,200.798,202.568,200.444,200.832,448537.0
2022-09-12,201.101,203.68,200.844,203.318,414621.0
