,PH US Equity,PH US Equity,PH US Equity,PH US Equity,PH US Equity
2020-03-11,144.4392,145.2787,135.18,138.2414,1911841.0
2020-03-12,127.4937,129.0665,118.1409,122.0824,2611737.0
2020-03-13,130.4053,133.4105,120.4299,131.3696,2826628.0
2020-03-14,130.4053,133.4105,120.4299,131.3696,2826628.0
2020-03-15,130.4053,133.4105,120.4299,131.3696,2826628.0
2020-03-16,118.8992,120.1303,109.6962,110.2486,2363058.0
2020-03-17,112.0555,116.231,103.0117,115.1731,2153373.0
2020-03-18,106.3259,109.8694,87.0679,95.9526,2315679.0
2020-03-19,94.567,99.7068,88.1727,97.5816,1874636.0
2020-03-20,100.9052,110.3141,95.213,95.8964,2388944.0
2020-03-21,100.9052,110.3141,95.213,95.8964,2388944.0
2020-03-22,100.9052,110.3141,95.213,95.8964,2388944.0
2020-03-23,94.3236,96.065,87.5454,91.3371,1676660.0
2020-03-24,98.7238,108.863,97.7689,108.1608,1928359.0
2020-03-25,111.0818,126.3796,106.0263,118.4592,2843010.0
2020-03-26,120.6874,124.2918,115.2012,122.2228,2232627.0
2020-03-27,117.3826,118.1034,110.5763,113.5441,2398516.0
2020-03-28,117.3826,118.1034,110.5763,113.5441,2398516.0
2020-03-29,117.3826,118.1034,110.5763,113.5441,2398516.0
2020-03-30,115.3791,123.0747,112.1126,122.0355,1767690.0
2020-03-31,120.9027,126.5855,119.035,121.4551,2520468.0
2020-04-01,113.1134,114.6769,106.5412,108.6851,2335218.0
2020-04-02,108.4043,117.3872,107.7676,111.2597,1460353.0
2020-04-03,110.8571,112.4815,106.7472,108.423,1212634.0
2020-04-04,110.8571,112.4815,106.7472,108.423,1212634.0
2020-04-05,110.8571,112.4815,106.7472,108.423,1212634.0
2020-04-06,118.4592,123.2152,115.5429,122.4288,1373499.0
2020-04-07,129.4972,134.3374,123.8424,123.9173,1790307.0
2020-04-08,125.5463,133.5089,125.2936,132.3713,1218377.0
2020-04-09,136.0039,139.3368,132.4182,135.9102,1448127.0
2020-04-10,136.0039,139.3368,132.4182,135.9102,1448127.0
2020-04-11,136.0039,139.3368,132.4182,135.9102,1448127.0
2020-04-12,136.0039,139.3368,132.4182,135.9102,1448127.0
2020-04-13,133.3544,134.7492,127.3345,130.0495,1094332.0
2020-04-14,133.6352,135.4983,130.7049,133.0454,922190.0
2020-04-15,124.7693,127.3575,121.9419,122.6441,2333028.0
2020-04-16,123.0935,123.7582,115.454,117.963,3105058.0
2020-04-17,123.5335,130.7423,122.9109,129.7593,1716716.0
2020-04-18,123.5335,130.7423,122.9109,129.7593,1716716.0
2020-04-19,123.5335,130.7423,122.9109,129.7593,1716716.0
2020-04-20,125.5183,128.561,122.9156,125.7991,1544494.0
2020-04-21,121.5768,123.8518,120.6499,122.1011,1142815.0
2020-04-22,126.4451,126.7353,123.0373,124.142,997619.0
2020-04-23,126.0145,128.6546,123.5266,124.0016,970553.0
2020-04-24,125.5744,127.3626,122.3445,126.3421,1052606.0
2020-04-25,125.5744,127.3626,122.3445,126.3421,1052606.0
2020-04-26,125.5744,127.3626,122.3445,126.3421,1052606.0
2020-04-27,127.5311,133.7757,126.6797,132.6616,1092762.0
2020-04-28,137.3988,139.8236,135.5638,137.1086,1688475.0
2020-04-29,146.8827,150.5152,144.1864,146.8546,2449054.0
2020-04-30,147.9312,149.8037,143.2736,148.0342,2425384.0
2020-05-01,147.3695,149.7943,139.2338,143.3157,1692518.0
2020-05-02,147.3695,149.7943,139.2338,143.3157,1692518.0
2020-05-03,147.3695,149.7943,139.2338,143.3157,1692518.0
2020-05-04,140.0483,147.6316,138.5785,146.6393,1820560.0
2020-05-05,148.5023,150.0284,143.091,143.7557,1405190.0
2020-05-06,144.2425,145.9511,140.7598,143.5778,996804.0
2020-05-07,145.9413,149.4111,145.6117,146.8829,831349.0
2020-05-08,149.5194,153.1352,148.4366,151.6004,1488958.0
2020-05-09,149.5194,153.1352,148.4366,151.6004,1488958.0
2020-05-10,149.5194,153.1352,148.4366,151.6004,1488958.0
2020-05-11,149.8678,150.7718,145.574,149.1334,2037378.0
2020-05-12,149.6042,150.5128,143.785,143.7944,1667878.0
2020-05-13,142.316,143.5213,136.0731,138.22,1892342.0
2020-05-14,134.9149,142.2784,131.8358,142.2501,1462690.0
2020-05-15,140.3763,147.382,139.5665,144.3405,1380207.0
2020-05-16,140.3763,147.382,139.5665,144.3405,1380207.0
2020-05-17,140.3763,147.382,139.5665,144.3405,1380207.0
2020-05-18,151.817,156.9959,151.5674,155.4987,1432456.0
2020-05-19,154.6512,159.3593,151.6004,154.5477,1432197.0
2020-05-20,157.3725,160.9883,157.316,158.5307,875363.0
2020-05-21,158.6814,161.0637,156.1955,156.9959,770281.0
2020-05-22,157.7962,158.267,154.2934,157.1371,705818.0
2020-05-23,157.7962,158.267,154.2934,157.1371,705818.0
2020-05-24,157.7962,158.267,154.2934,157.1371,705818.0
2020-05-25,157.7962,158.267,154.2934,157.1371,705818.0
2020-05-26,163.6625,170.4233,163.38,169.1427,1908899.0
2020-05-27,172.7962,174.6418,169.5547,172.9657,2149790.0
2020-05-28,174.3875,174.7359,168.0599,168.38,1961790.0
2020-05-29,166.9299,171.4497,166.139,169.4629,1779032.0
2020-05-30,166.9299,171.4497,166.139,169.4629,1779032.0
2020-05-31,166.9299,171.4497,166.139,169.4629,1779032.0
2020-06-01,170.0749,173.945,169.0392,172.2783,1110156.0
2020-06-02,174.1427,174.7689,172.1842,174.3405,1379387.0
2020-06-03,177.9563,185.1408,177.9563,184.8395,1676845.0
2020-06-04,183.041,186.7416,181.7698,185.3668,1766552.0
2020-06-05,193.1257,197.1747,183.5306,184.0391,2669437.0
2020-06-06,193.1257,197.1747,183.5306,184.0391,2669437.0
2020-06-07,193.1257,197.1747,183.5306,184.0391,2669437.0
2020-06-08,184.2651,191.6756,184.2651,190.3385,1302787.0
2020-06-09,186.0071,187.6455,183.7095,183.7849,1062194.0
2020-06-10,183.0222,183.2952,176.1295,176.2614,1800641.0
2020-06-11,168.2953,169.6041,163.0222,163.2953,1424790.0
2020-06-12,170.8376,171.7039,163.5778,169.6418,1464011.0
2020-06-13,170.8376,171.7039,163.5778,169.6418,1464011.0
2020-06-14,170.8376,171.7039,163.5778,169.6418,1464011.0
2020-06-15,162.2218,173.4271,162.0147,172.9186,1179485.0
2020-06-16,182.6738,184.4723,173.9167,178.493,1151757.0
2020-06-17,179.5476,179.7077,173.257,173.7096,988588.0
2020-06-18,172.6455,176.5721,172.1465,174.5005,713857.0
2020-06-19,178.3706,178.5966,170.8459,172.2595,1561888.0
2020-06-20,178.3706,178.5966,170.8459,172.2595,1561888.0
2020-06-21,178.3706,178.5966,170.8459,172.2595,1561888.0
2020-06-22,171.6192,172.9092,169.3028,171.9111,1008208.0
2020-06-23,175.0843,175.3386,170.7623,170.9695,972209.0
2020-06-24,169.0203,169.2086,162.2313,163.5778,1764367.0
2020-06-25,163.1729,166.4968,160.3574,166.3085,948225.0
2020-06-26,165.7152,166.2802,161.5627,162.4667,1482532.0
2020-06-27,165.7152,166.2802,161.5627,162.4667,1482532.0
2020-06-28,165.7152,166.2802,161.5627,162.4667,1482532.0
2020-06-29,164.5759,169.6983,163.4648,169.0862,841852.0
2020-06-30,168.0787,174.1239,167.7115,172.5702,1589916.0
2020-07-01,172.5608,175.7246,169.2891,170.0467,1025599.0
2020-07-02,173.0787,177.0146,170.6826,172.2971,809084.0
2020-07-03,173.0787,177.0146,170.6826,172.2971,809084.0
2020-07-04,173.0787,177.0146,170.6826,172.2971,809084.0
2020-07-05,173.0787,177.0146,170.6826,172.2971,809084.0
2020-07-06,175.8094,177.8339,173.8132,175.6116,685633.0
2020-07-07,174.0109,174.9369,171.3273,171.6945,745671.0
2020-07-08,172.2124,173.2952,167.5137,168.6719,1432974.0
2020-07-09,168.4836,169.2369,163.9073,166.026,1095783.0
2020-07-10,166.4309,166.5768,164.3122,165.1597,1199999.0
2020-07-11,166.4309,166.5768,164.3122,165.1597,1199999.0
2020-07-12,166.4309,166.5768,164.3122,165.1597,1199999.0
2020-07-13,167.316,169.9996,165.1597,165.7247,1464610.0
2020-07-14,166.1955,173.0504,164.67,172.9374,1119460.0
2020-07-15,177.203,177.9657,173.2293,175.913,1614511.0
2020-07-16,175.348,175.4045,171.7228,173.6907,1027634.0
2020-07-17,174.557,175.4516,173.0175,174.1615,628140.0
2020-07-18,174.557,175.4516,173.0175,174.1615,628140.0
2020-07-19,174.557,175.4516,173.0175,174.1615,628140.0
2020-07-20,172.9469,173.5495,169.6371,170.7246,562730.0
2020-07-21,171.9393,174.9243,171.6098,172.5137,954715.0
2020-07-22,172.2406,174.7171,171.6568,174.0109,621990.0
2020-07-23,173.4742,174.9384,172.2406,173.3141,448432.0
2020-07-24,173.267,174.1051,171.4026,172.1842,423246.0
2020-07-25,173.267,174.1051,171.4026,172.1842,423246.0
2020-07-26,173.267,174.1051,171.4026,172.1842,423246.0
2020-07-27,172.1936,175.2538,170.1126,174.8113,645245.0
2020-07-28,174.1615,174.9635,169.8207,169.8395,470498.0
2020-07-29,171.7887,172.8621,170.3339,172.8245,1476240.0
2020-07-30,169.9619,170.268,164.8019,169.9808,807116.0
2020-07-31,169.397,169.397,165.3951,168.4742,876263.0
2020-08-01,169.397,169.397,165.3951,168.4742,876263.0
2020-08-02,169.397,169.397,165.3951,168.4742,876263.0
2020-08-03,169.1616,172.7209,168.2482,171.2708,656103.0
2020-08-04,170.6305,172.0335,169.623,170.6776,693110.0
2020-08-05,172.7585,175.8988,172.3348,174.7736,1033123.0
2020-08-06,175.1408,183.3517,174.8489,181.7604,2048750.0
2020-08-07,183.606,186.4779,181.3838,186.0636,1130850.0
2020-08-08,183.606,186.4779,181.3838,186.0636,1130850.0
2020-08-09,183.606,186.4779,181.3838,186.0636,1130850.0
2020-08-10,186.0259,192.6832,185.847,192.5325,1093682.0
2020-08-11,195.1879,201.3743,194.6982,196.3555,1966396.0
2020-08-12,198.2858,198.9261,194.783,197.3253,907092.0
2020-08-13,195.3856,197.0711,194.5193,195.7623,603574.0
2020-08-14,194.0297,198.6154,193.8508,197.3818,552482.0
2020-08-15,194.0297,198.6154,193.8508,197.3818,552482.0
2020-08-16,194.0297,198.6154,193.8508,197.3818,552482.0
2020-08-17,197.2029,198.9873,196.2896,196.5438,614756.0
2020-08-18,196.0918,196.9487,194.3216,194.6511,570728.0
2020-08-19,194.3969,195.9223,193.2293,194.0768,512665.0
2020-08-20,191.8451,194.1709,191.1201,192.9092,626185.0
2020-08-21,192.8056,195.6963,192.6832,194.2745,893595.0
2020-08-22,192.8056,195.6963,192.6832,194.2745,893595.0
2020-08-23,192.8056,195.6963,192.6832,194.2745,893595.0
2020-08-24,195.2632,198.0127,194.105,197.5231,785733.0
2020-08-25,198.5589,198.9038,195.7528,197.2971,769431.0
2020-08-26,196.1201,198.2952,195.2962,197.5325,969840.0
2020-08-27,199.2818,200.1707,196.4167,196.4829,616576.0
2020-08-28,197.7311,199.7263,197.0503,199.0171,854043.0
2020-08-29,197.7311,199.7263,197.0503,199.0171,854043.0
2020-08-30,197.7311,199.7263,197.0503,199.0171,854043.0
2020-08-31,197.9675,198.5348,194.743,194.7998,1027514.0
2020-09-01,193.8447,200.448,192.4926,200.2463,996789.0
2020-09-02,201.2865,203.4992,199.1967,202.667,1011060.0
2020-09-03,202.355,202.8656,193.2868,195.0835,998663.0
2020-09-04,197.6933,199.1116,193.6651,196.0196,1399115.0
2020-09-05,197.6933,199.1116,193.6651,196.0196,1399115.0
2020-09-06,197.6933,199.1116,193.6651,196.0196,1399115.0
2020-09-07,197.6933,199.1116,193.6651,196.0196,1399115.0
2020-09-08,194.0622,196.0621,191.8212,192.0576,650205.0
2020-09-09,193.8447,197.438,193.6556,195.821,702093.0
2020-09-10,196.6531,198.1377,192.4453,193.1923,624266.0
2020-09-11,194.4499,198.5348,193.9488,197.75,865812.0
2020-09-12,194.4499,198.5348,193.9488,197.75,865812.0
2020-09-13,194.4499,198.5348,193.9488,197.75,865812.0
2020-09-14,199.6695,200.8799,198.0242,199.9343,988007.0
2020-09-15,200.757,202.5914,198.3552,198.5065,524141.0
2020-09-16,200.6813,205.7496,199.6128,202.667,710094.0
2020-09-17,200.1896,204.1422,197.1165,202.4212,685791.0
2020-09-18,201.9768,203.7261,196.4829,197.0692,951020.0
2020-09-19,201.9768,203.7261,196.4829,197.0692,951020.0
2020-09-20,201.9768,203.7261,196.4829,197.0692,951020.0
2020-09-21,191.8117,193.2774,183.8405,188.1618,1109963.0
2020-09-22,188.0767,190.1475,186.611,189.7125,556960.0
2020-09-23,189.1168,192.9086,184.5024,184.8333,902891.0
2020-09-24,184.8333,188.1429,181.7885,185.2588,593675.0
2020-09-25,183.0745,190.3981,182.876,189.0979,575011.0
2020-09-26,183.0745,190.3981,182.876,189.0979,575011.0
2020-09-27,183.0745,190.3981,182.876,189.0979,575011.0
2020-09-28,192.086,195.4617,191.4336,191.8968,529019.0
2020-09-29,192.0765,193.5043,189.5234,191.1782,403205.0
2020-09-30,192.3413,195.5184,189.0128,191.3295,961200.0
2020-10-01,192.3602,193.9346,187.9916,189.8071,744548.0
2020-10-02,187.3486,199.4993,186.2612,196.0196,941982.0
2020-10-03,187.3486,199.4993,186.2612,196.0196,941982.0
2020-10-04,187.3486,199.4993,186.2612,196.0196,941982.0
2020-10-05,199.3575,202.3928,198.6956,201.5418,829902.0
2020-10-06,201.7687,205.1917,198.0337,198.4214,568903.0
2020-10-07,201.3905,205.986,201.2203,205.7118,636457.0
2020-10-08,206.7898,206.8607,203.5937,206.0522,419750.0
2020-10-09,208.2082,209.1254,205.882,206.2413,579717.0
2020-10-10,208.2082,209.1254,205.882,206.2413,579717.0
2020-10-11,208.2082,209.1254,205.882,206.2413,579717.0
2020-10-12,207.2626,207.551,204.8419,206.2035,656536.0
2020-10-13,204.6717,206.005,202.7332,203.7923,458336.0
2020-10-14,204.4826,207.1302,203.8774,204.2651,475595.0
2020-10-15,201.0501,210.6099,200.2889,210.5438,831326.0
2020-10-16,211.3097,214.2599,210.2128,210.7329,1465836.0
2020-10-17,211.3097,214.2599,210.2128,210.7329,1465836.0
2020-10-18,211.3097,214.2599,210.2128,210.7329,1465836.0
2020-10-19,210.6383,213.5838,208.7471,209.5131,813920.0
2020-10-20,210.2695,214.4301,210.2695,211.4042,693148.0
2020-10-21,211.4042,212.8841,209.7164,210.2884,620468.0
2020-10-22,211.1206,213.9148,210.6194,213.0874,522552.0
2020-10-23,215.092,216.2267,212.0567,213.8533,587786.0
2020-10-24,215.092,216.2267,212.0567,213.8533,587786.0
2020-10-25,215.092,216.2267,212.0567,213.8533,587786.0
2020-10-26,210.8463,210.8657,204.8986,206.8276,601632.0
2020-10-27,205.8631,206.7614,200.0809,200.2369,797702.0
2020-10-28,195.2158,197.8918,191.9819,192.1711,759869.0
2020-10-29,191.7645,198.9414,189.1452,196.5302,665057.0
2020-10-30,196.048,198.2417,193.5232,197.0219,944723.0
2020-10-31,196.048,198.2417,193.5232,197.0219,944723.0
2020-11-01,196.048,198.2417,193.5232,197.0219,944723.0
2020-11-02,200.8893,207.2153,199.5466,206.1562,798607.0
2020-11-03,210.1372,215.2906,208.9268,213.8911,1007400.0
2020-11-04,211.3002,212.208,205.1161,206.0806,1062973.0
2020-11-05,217.1034,227.4424,215.5084,225.9425,2165444.0
2020-11-06,224.7937,226.4267,224.167,225.5437,1021026.0
2020-11-07,224.7937,226.4267,224.167,225.5437,1021026.0
2020-11-08,224.7937,226.4267,224.167,225.5437,1021026.0
2020-11-09,246.8486,255.5073,239.0349,240.0033,2094322.0
2020-11-10,239.8609,249.4406,239.8609,247.95,1669619.0
2020-11-11,249.6114,250.1716,244.5605,247.5797,1542845.0
2020-11-12,247.3993,247.7696,242.168,243.877,2005814.0
2020-11-13,246.4404,248.5196,243.4023,245.8897,827625.0
2020-11-14,246.4404,248.5196,243.4023,245.8897,827625.0
2020-11-15,246.4404,248.5196,243.4023,245.8897,827625.0
2020-11-16,251.8521,256.1529,247.8076,254.3395,917896.0
2020-11-17,251.9375,252.0609,246.2505,249.8108,868641.0
2020-11-18,250.7792,254.6054,249.8535,251.6337,854178.0
2020-11-19,250.1146,255.3839,247.6357,255.2415,974765.0
2020-11-20,255.0041,255.1171,252.6781,253.6085,814706.0
2020-11-21,255.0041,255.1171,252.6781,253.6085,814706.0
2020-11-22,255.0041,255.1171,252.6781,253.6085,814706.0
2020-11-23,255.9441,259.6088,254.6054,258.1562,621825.0
2020-11-24,262.533,266.1123,260.0693,265.7041,800812.0
2020-11-25,264.185,264.1945,258.517,260.2354,961707.0
2020-11-26,264.185,264.1945,258.517,260.2354,961707.0
2020-11-27,261.9444,263.3305,257.4252,259.0487,340159.0
2020-11-28,261.9444,263.3305,257.4252,259.0487,340159.0
2020-11-29,261.9444,263.3305,257.4252,259.0487,340159.0
2020-11-30,257.0454,257.5296,251.8806,253.7414,924908.0
2020-12-01,257.8714,259.248,255.5687,256.6846,890586.0
2020-12-02,255.1655,257.3967,252.2603,256.4473,825604.0
2020-12-03,255.7637,258.8113,254.8427,255.5073,1067690.0
2020-12-04,257.4536,263.0362,257.2068,261.7925,822773.0
2020-12-05,257.4536,263.0362,257.2068,261.7925,822773.0
2020-12-06,257.4536,263.0362,257.2068,261.7925,822773.0
2020-12-07,260.2354,260.6912,255.251,257.8049,1193383.0
2020-12-08,255.4504,260.938,255.4504,260.3683,701251.0
2020-12-09,261.2608,262.9223,258.6024,262.3431,587795.0
2020-12-10,261.1469,262.5283,258.6974,260.5582,651829.0
2020-12-11,257.1308,262.495,257.1308,260.7861,561065.0
2020-12-12,257.1308,262.495,257.1308,260.7861,561065.0
2020-12-13,257.1308,262.495,257.1308,260.7861,561065.0
2020-12-14,264.0426,264.5227,256.3428,256.4283,562288.0
2020-12-15,260.1785,263.0742,256.8555,261.8399,552829.0
2020-12-16,261.7355,262.2434,257.6815,259.0107,465310.0
2020-12-17,260.6247,260.7196,257.5676,259.4759,664086.0
2020-12-18,259.229,261.6596,256.7795,258.2417,1283484.0
2020-12-19,259.229,261.6596,256.7795,258.2417,1283484.0
2020-12-20,259.229,261.6596,256.7795,258.2417,1283484.0
2020-12-21,252.754,259.324,250.8837,258.9917,609179.0
2020-12-22,258.6784,258.6784,253.58,254.0452,891846.0
2020-12-23,255.9441,257.3492,254.1402,255.7732,1062127.0
2020-12-24,255.4883,257.3682,253.8079,255.8206,139815.0
2020-12-25,255.4883,257.3682,253.8079,255.8206,139815.0
2020-12-26,255.4883,257.3682,253.8079,255.8206,139815.0
2020-12-27,255.4883,257.3682,253.8079,255.8206,139815.0
2020-12-28,257.2827,258.3746,254.1117,254.1592,543867.0
2020-12-29,255.6877,257.0406,249.6969,252.6686,551610.0
2020-12-30,253.9313,257.4916,253.9313,256.5517,330584.0
2020-12-31,255.8681,258.9537,254.4155,258.6309,458684.0
2021-01-01,255.8681,258.9537,254.4155,258.6309,458684.0
2021-01-02,255.8681,258.9537,254.4155,258.6309,458684.0
2021-01-03,255.8681,258.9537,254.4155,258.6309,458684.0
2021-01-04,259.6753,261.1184,250.8362,252.5641,615308.0
2021-01-05,251.8995,259.8652,251.8995,258.2606,621354.0
2021-01-06,260.4918,271.8848,260.3209,266.644,861222.0
2021-01-07,270.1948,271.1158,265.5617,267.1282,856090.0
2021-01-08,267.1662,268.3719,262.0203,266.4636,1279655.0
2021-01-09,267.1662,268.3719,262.0203,266.4636,1279655.0
2021-01-10,267.1662,268.3719,262.0203,266.4636,1279655.0
2021-01-11,263.1501,271.0018,262.7419,269.6537,753587.0
2021-01-12,270.4607,275.5353,269.3404,273.2045,741581.0
2021-01-13,272.6918,274.4862,270.9544,271.7424,872717.0
2021-01-14,274.2583,278.939,273.214,276.3945,557928.0
2021-01-15,273.4134,273.907,268.0491,270.7455,870264.0
2021-01-16,273.4134,273.907,268.0491,270.7455,870264.0
2021-01-17,273.4134,273.907,268.0491,270.7455,870264.0
2021-01-18,273.4134,273.907,268.0491,270.7455,870264.0
2021-01-19,274.021,276.4515,272.8769,274.1919,982417.0
2021-01-20,275.8534,276.0053,271.7139,272.3595,851041.0
2021-01-21,272.7488,273.3754,264.5838,265.0775,821508.0
2021-01-22,261.9634,262.4001,257.9378,261.2513,1114130.0
2021-01-23,261.9634,262.4001,257.9378,261.2513,1114130.0
2021-01-24,261.9634,262.4001,257.9378,261.2513,1114130.0
2021-01-25,260.1405,261.0614,251.8995,256.1245,1075421.0
2021-01-26,258.2132,258.6869,252.849,253.5325,832667.0
2021-01-27,247.6651,249.1462,234.8955,237.2785,1454444.0
2021-01-28,243.6966,254.4915,242.8516,252.1084,1307097.0
2021-01-29,249.7444,254.0737,247.2569,251.2255,1265119.0
2021-01-30,249.7444,254.0737,247.2569,251.2255,1265119.0
2021-01-31,249.7444,254.0737,247.2569,251.2255,1265119.0
2021-02-01,254.2256,255.5928,250.257,254.6244,689112.0
2021-02-02,257.7764,259.8841,253.9503,254.8048,995422.0
2021-02-03,254.9282,258.7259,253.8549,257.5011,665612.0
2021-02-04,273.2899,273.2899,255.3744,255.3744,2073815.0
2021-02-05,260.6627,267.4415,260.6627,265.3338,1529052.0
2021-02-06,260.6627,267.4415,260.6627,265.3338,1529052.0
2021-02-07,260.6627,267.4415,260.6627,265.3338,1529052.0
2021-02-08,267.2231,267.4937,261.6406,264.5458,858030.0
2021-02-09,263.679,264.9648,257.0501,262.5456,942624.0
2021-02-10,262.5361,263.6123,257.0787,259.9455,860933.0
2021-02-11,262.4694,263.26,254.031,260.0312,1262328.0
2021-02-12,259.3455,263.1838,258.8407,263.098,925719.0
2021-02-13,259.3455,263.1838,258.8407,263.098,925719.0
2021-02-14,259.3455,263.1838,258.8407,263.098,925719.0
2021-02-15,259.3455,263.1838,258.8407,263.098,925719.0
2021-02-16,265.5839,266.3839,261.1646,263.079,908916.0
2021-02-17,261.8123,262.7123,258.7264,259.0693,633929.0
2021-02-18,257.2216,259.2122,253.5928,255.5739,866815.0
2021-02-19,258.1454,267.384,256.5596,266.422,1621226.0
2021-02-20,258.1454,267.384,256.5596,266.422,1621226.0
2021-02-21,258.1454,267.384,256.5596,266.422,1621226.0
2021-02-22,266.422,272.0032,264.8905,268.8793,1300884.0
2021-02-23,270.0698,273.0414,263.5743,272.4032,1133229.0
2021-02-24,272.3175,283.5562,271.7188,282.9371,1535551.0
2021-02-25,282.0132,283.6895,274.0986,275.6224,1216895.0
2021-02-26,275.4129,278.2702,270.5936,273.3081,828964.0
2021-02-27,275.4129,278.2702,270.5936,273.3081,828964.0
2021-02-28,275.4129,278.2702,270.5936,273.3081,828964.0
2021-03-01,278.2511,286.4801,277.7368,283.4228,640213.0
2021-03-02,282.4228,284.3371,281.0513,281.8894,645744.0
2021-03-03,282.7847,288.4897,281.5561,282.4323,751327.0
2021-03-04,281.0798,284.3256,274.4129,279.194,1436093.0
2021-03-05,282.1656,286.5277,275.07,285.7182,1147620.0
2021-03-06,282.1656,286.5277,275.07,285.7182,1147620.0
2021-03-07,282.1656,286.5277,275.07,285.7182,1147620.0
2021-03-08,287.5373,287.9421,283.4895,284.5943,1301716.0
2021-03-09,285.6801,287.5182,281.4037,281.8132,1339683.0
2021-03-10,284.1562,293.6519,282.4371,291.728,1346686.0
2021-03-11,293.5566,298.8616,291.0041,293.6042,1506253.0
2021-03-12,295.1091,298.4521,293.6042,297.6901,713584.0
2021-03-13,295.1091,298.4521,293.6042,297.6901,713584.0
2021-03-14,295.1091,298.4521,293.6042,297.6901,713584.0
2021-03-15,297.0139,300.4808,295.2519,299.9283,737082.0
2021-03-16,298.4997,300.6141,294.871,295.1757,795021.0
2021-03-17,295.7377,301.0141,294.9376,299.6998,705673.0
2021-03-18,299.1188,306.4334,299.1188,300.0617,870099.0
2021-03-19,298.7569,299.4998,292.4613,296.252,1114961.0
2021-03-20,298.7569,299.4998,292.4613,296.252,1114961.0
2021-03-21,298.7569,299.4998,292.4613,296.252,1114961.0
2021-03-22,296.252,298.7188,291.9851,296.1853,841259.0
2021-03-23,295.3472,297.152,289.2612,291.1565,1253522.0
2021-03-24,293.1852,298.6711,293.1852,293.6614,575981.0
2021-03-25,292.0613,300.2522,288.3278,299.2997,579866.0
2021-03-26,302.4237,303.7476,298.4234,302.4808,1068161.0
2021-03-27,302.4237,303.7476,298.4234,302.4808,1068161.0
2021-03-28,302.4237,303.7476,298.4234,302.4808,1068161.0
2021-03-29,303.3476,305.4619,301.2522,302.0904,548467.0
2021-03-30,301.9951,305.2619,301.1475,302.2332,694803.0
2021-03-31,301.9189,304.0047,299.3855,300.4236,688299.0
2021-04-01,302.5094,303.0714,298.7569,301.1665,963549.0
2021-04-02,302.5094,303.0714,298.7569,301.1665,963549.0
2021-04-03,302.5094,303.0714,298.7569,301.1665,963549.0
2021-04-04,302.5094,303.0714,298.7569,301.1665,963549.0
2021-04-05,304.3286,305.5477,301.757,303.9952,926588.0
2021-04-06,304.6429,308.3992,301.0332,302.0808,798923.0
2021-04-07,301.8046,304.7286,298.9188,301.7665,609980.0
2021-04-08,300.7284,303.3476,298.8712,303.3095,584314.0
2021-04-09,304.519,305.8143,300.4046,305.8143,658328.0
2021-04-10,304.519,305.8143,300.4046,305.8143,658328.0
2021-04-11,304.519,305.8143,300.4046,305.8143,658328.0
2021-04-12,307.1001,307.462,304.6571,305.9001,739411.0
2021-04-13,304.5,305.0095,299.4426,300.595,681698.0
2021-04-14,301.9284,306.1382,301.4475,302.557,509032.0
2021-04-15,304.4714,305.0143,300.2474,303.1952,458605.0
2021-04-16,306.3286,308.0906,302.4904,305.8334,565242.0
2021-04-17,306.3286,308.0906,302.4904,305.8334,565242.0
2021-04-18,306.3286,308.0906,302.4904,305.8334,565242.0
2021-04-19,304.7762,304.7762,300.5097,302.4142,765685.0
2021-04-20,300.4998,302.2427,293.7757,297.3092,774729.0
2021-04-21,296.633,303.319,294.8995,302.4904,476930.0
2021-04-22,302.6523,303.6476,298.7473,298.8426,511953.0
2021-04-23,301.576,304.7762,300.0903,302.9856,759452.0
2021-04-24,301.576,304.7762,300.0903,302.9856,759452.0
2021-04-25,301.576,304.7762,300.0903,302.9856,759452.0
2021-04-26,303.8238,306.1953,302.338,303.9476,736260.0
2021-04-27,304.2905,305.7286,302.2285,304.3381,760843.0
2021-04-28,304.0714,306.7763,302.8713,303.7666,859639.0
2021-04-29,302.6523,304.5286,294.5471,298.995,1027952.0
2021-04-30,296.7758,299.6556,295.0329,298.8807,1063666.0
2021-05-01,296.7758,299.6556,295.0329,298.8807,1063666.0
2021-05-02,296.7758,299.6556,295.0329,298.8807,1063666.0
2021-05-03,301.9189,302.938,294.8233,296.5663,845298.0
2021-05-04,296.9377,299.6712,290.947,298.8331,1441292.0
2021-05-05,299.5093,301.7856,295.3948,300.6808,752575.0
2021-05-06,301.0631,302.3913,297.5754,302.0186,1136415.0
2021-05-07,300.786,307.0161,296.2185,305.0668,775527.0
2021-05-08,300.786,307.0161,296.2185,305.0668,775527.0
2021-05-09,300.786,307.0161,296.2185,305.0668,775527.0
2021-05-10,306.7677,310.2459,301.8275,302.2575,1024524.0
2021-05-11,298.0245,300.9007,293.9252,298.7889,834479.0
2021-05-12,298.3971,299.9499,290.4852,290.5521,683548.0
2021-05-13,291.2974,303.2035,291.1063,302.1524,1000349.0
2021-05-14,302.6875,309.7968,302.6875,307.5321,807991.0
2021-05-15,302.6875,309.7968,302.6875,307.5321,807991.0
2021-05-16,302.6875,309.7968,302.6875,307.5321,807991.0
2021-05-17,306.6817,307.2359,300.1076,302.6589,808066.0
2021-05-18,303.624,303.9966,297.2218,297.2792,906518.0
2021-05-19,291.4408,293.5716,287.6186,291.4121,1111335.0
