,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity,VNOM US Equity
2023-08-07,27.694,28.0089,27.5604,27.8563,535254.0
2023-08-08,27.6463,28.0376,27.2074,27.9421,263610.0
2023-08-09,28.1644,28.5895,27.9808,28.174,380648.0
2023-08-10,28.174,28.29,27.4784,27.546,284775.0
2023-08-11,27.4784,28.1063,27.4784,27.6136,233136.0
2023-08-12,27.4784,28.1063,27.4784,27.6136,233136.0
2023-08-13,27.4784,28.1063,27.4784,27.6136,233136.0
2023-08-14,27.6523,27.7779,27.4687,27.517,200533.0
2023-08-15,27.3334,27.4687,26.86,27.1499,283527.0
2023-08-16,27.1305,27.4687,26.8697,26.976,209686.0
2023-08-17,27.2078,27.5731,27.0243,27.0436,281985.0
2023-08-18,26.7924,27.3721,26.7924,27.1885,356947.0
2023-08-19,26.7924,27.3721,26.7924,27.1885,356947.0
2023-08-20,26.7924,27.3721,26.7924,27.1885,356947.0
2023-08-21,27.2851,27.4011,26.802,26.8117,281694.0
2023-08-22,26.6958,26.9373,26.3769,26.5218,305658.0
2023-08-23,26.3962,26.5122,26.2127,26.4252,201212.0
2023-08-24,26.2706,26.4059,26.0871,26.0871,256546.0
2023-08-25,26.1161,26.3383,25.8069,26.2513,204386.0
2023-08-26,26.1161,26.3383,25.8069,26.2513,204386.0
2023-08-27,26.1161,26.3383,25.8069,26.2513,204386.0
2023-08-28,26.3286,27.0339,26.2803,26.918,282276.0
2023-08-29,27.0533,27.1016,26.831,27.0726,157353.0
2023-08-30,27.1692,27.3818,27.0146,27.2562,300282.0
2023-08-31,27.3238,27.3623,26.7924,26.8793,374954.0
2023-09-01,27.2175,27.6136,27.0436,27.3914,281483.0
2023-09-02,27.2175,27.6136,27.0436,27.3914,281483.0
2023-09-03,27.2175,27.6136,27.0436,27.3914,281483.0
2023-09-04,27.2175,27.6136,27.0436,27.3914,281483.0
2023-09-05,27.3914,27.9236,27.3914,27.546,386681.0
2023-09-06,27.8552,28.3335,27.7972,27.8745,477761.0
2023-09-07,27.9518,28.1803,27.517,27.6716,269348.0
2023-09-08,27.7296,28.3093,27.7296,27.8842,463651.0
2023-09-09,27.7296,28.3093,27.7296,27.8842,463651.0
2023-09-10,27.7296,28.3093,27.7296,27.8842,463651.0
2023-09-11,28.1257,28.1969,27.4204,27.5943,279937.0
2023-09-12,27.8649,28.0194,27.6233,27.662,257818.0
2023-09-13,27.6426,27.8069,27.4205,27.6909,254768.0
2023-09-14,27.9711,28.1547,27.546,27.5653,199764.0
2023-09-15,27.4397,27.6909,27.1789,27.5557,475720.0
2023-09-16,27.4397,27.6909,27.1789,27.5557,475720.0
2023-09-17,27.4397,27.6909,27.1789,27.5557,475720.0
2023-09-18,27.8165,27.8165,27.1113,27.4011,270355.0
2023-09-19,27.5267,27.633,26.918,26.9373,497620.0
2023-09-20,26.8987,27.6813,26.8987,27.3914,525661.0
2023-09-21,27.4011,27.5074,27.0243,27.0533,308426.0
2023-09-22,27.0533,27.2658,26.6088,26.6958,273562.0
2023-09-23,27.0533,27.2658,26.6088,26.6958,273562.0
2023-09-24,27.0533,27.2658,26.6088,26.6958,273562.0
2023-09-25,26.7054,27.0919,26.5702,27.0629,257000.0
2023-09-26,26.8793,27.124,26.5991,26.6668,155747.0
2023-09-27,26.8504,27.5557,26.8321,27.3238,299467.0
2023-09-28,27.3818,27.6716,27.3624,27.4397,301099.0
2023-09-29,27.4591,27.4591,26.6764,26.9373,409917.0
2023-09-30,27.4591,27.4591,26.6764,26.9373,409917.0
2023-10-01,27.4591,27.4591,26.6764,26.9373,409917.0
2023-10-02,26.9856,26.9856,26.3383,26.6475,361441.0
2023-10-03,26.6088,26.7827,26.261,26.5508,199282.0
2023-10-04,26.5315,26.5895,25.8232,26.2996,519167.0
2023-10-05,26.0098,26.3653,25.9615,26.1064,205830.0
2023-10-06,26.1161,26.6475,25.9711,26.4929,142818.0
2023-10-07,26.1161,26.6475,25.9711,26.4929,142818.0
2023-10-08,26.1161,26.6475,25.9711,26.4929,142818.0
2023-10-09,26.9373,27.4204,26.918,27.1885,300755.0
2023-10-10,27.3624,27.4301,27.0243,27.0533,254667.0
2023-10-11,26.8793,27.1982,26.5412,27.1885,518925.0
2023-10-12,27.3238,27.6327,27.1547,27.546,364256.0
2023-10-13,27.8842,28.4735,27.7438,28.2223,539559.0
2023-10-14,27.8842,28.4735,27.7438,28.2223,539559.0
2023-10-15,27.8842,28.4735,27.7438,28.2223,539559.0
2023-10-16,28.4542,28.7779,28.1354,28.3673,269104.0
2023-10-17,28.3093,28.6571,28.3093,28.4446,199475.0
2023-10-18,28.5315,28.6764,28.4349,28.4494,315366.0
2023-10-19,28.3093,28.7924,28.3093,28.5219,293717.0
2023-10-20,28.6378,28.6958,28.2417,28.5025,240476.0
2023-10-21,28.6378,28.6958,28.2417,28.5025,240476.0
2023-10-22,28.6378,28.6958,28.2417,28.5025,240476.0
2023-10-23,28.319,28.698,28.0194,28.0871,433548.0
2023-10-24,28.2127,28.2127,27.9228,28.0581,226408.0
2023-10-25,28.0098,28.5702,28.0098,28.3479,406883.0
2023-10-26,28.1354,28.2494,27.6233,27.9325,234275.0
2023-10-27,28.0194,28.0194,27.488,27.662,174252.0
2023-10-28,28.0194,28.0194,27.488,27.662,174252.0
2023-10-29,28.0194,28.0194,27.488,27.662,174252.0
2023-10-30,27.7392,28.0388,27.517,27.7586,175279.0
2023-10-31,27.8359,28.0388,27.4107,27.517,280300.0
2023-11-01,27.517,27.942,27.1692,27.2755,313504.0
2023-11-02,27.4591,27.8947,27.2755,27.6426,243304.0
2023-11-03,27.6426,27.9615,27.1682,27.3624,575952.0
2023-11-04,27.6426,27.9615,27.1682,27.3624,575952.0
2023-11-05,27.6426,27.9615,27.1682,27.3624,575952.0
2023-11-06,27.3721,27.4639,27.0194,27.2175,371069.0
2023-11-07,28.1837,28.6861,26.6764,28.1934,888141.0
2023-11-08,27.9325,28.5798,27.7296,28.0194,744780.0
2023-11-09,28.0774,28.3286,27.8455,28.2127,661527.0
2023-11-10,28.4929,29.3528,28.4039,29.1306,994118.0
2023-11-11,28.4929,29.3528,28.4039,29.1306,994118.0
2023-11-12,28.4929,29.3528,28.4039,29.1306,994118.0
2023-11-13,29.1402,30.4639,29.1402,30.2223,991037.0
2023-11-14,29.2272,29.9035,28.9161,29.2755,4555886.0
2023-11-15,29.5315,29.7481,29.2164,29.4429,1150337.0
2023-11-16,29.2164,29.2312,28.1086,28.7831,1413332.0
2023-11-17,29.0982,30.0633,28.793,29.9451,1775877.0
2023-11-18,29.0982,30.0633,28.793,29.9451,1775877.0
2023-11-19,29.0982,30.0633,28.793,29.9451,1775877.0
2023-11-20,30.0239,30.2504,29.8171,30.0633,1407075.0
2023-11-21,29.8663,29.9549,29.3444,29.6694,548121.0
2023-11-22,29.1967,30.1026,29.0785,29.8762,686595.0
2023-11-23,29.1967,30.1026,29.0785,29.8762,686595.0
2023-11-24,30.0239,30.6147,30.0239,30.5359,572164.0
2023-11-25,30.0239,30.6147,30.0239,30.5359,572164.0
2023-11-26,30.0239,30.6147,30.0239,30.5359,572164.0
2023-11-27,30.1519,30.6147,30.1174,30.3291,605237.0
2023-11-28,30.3685,30.5408,29.6891,30.083,915698.0
2023-11-29,30.3882,30.5064,30.0337,30.1322,586535.0
2023-11-30,30.3291,30.851,29.95,30.3488,1225831.0
2023-12-01,30.2799,30.7919,30.0436,30.1913,494776.0
2023-12-02,30.2799,30.7919,30.0436,30.1913,494776.0
2023-12-03,30.2799,30.7919,30.0436,30.1913,494776.0
2023-12-04,30.2208,30.5162,29.7393,30.2405,1026950.0
2023-12-05,30.3291,30.5261,29.6103,29.7088,982568.0
2023-12-06,29.5118,29.6152,28.5862,28.8816,1117485.0
2023-12-07,28.9702,29.3444,28.8915,29.049,803299.0
2023-12-08,29.1869,29.6989,29.1475,29.6792,1070974.0
2023-12-09,29.1869,29.6989,29.1475,29.6792,1070974.0
2023-12-10,29.1869,29.6989,29.1475,29.6792,1070974.0
2023-12-11,29.6792,29.8959,29.0982,29.3641,805058.0
2023-12-12,29.1475,29.5217,28.7093,29.4823,974772.0
2023-12-13,29.4823,30.211,29.4823,29.5906,3772469.0
2023-12-14,30.1814,30.5359,29.9303,30.1814,2592910.0
2023-12-15,30.2208,30.3981,29.694,30.0731,2702441.0
2023-12-16,30.2208,30.3981,29.694,30.0731,2702441.0
2023-12-17,30.2208,30.3981,29.694,30.0731,2702441.0
2023-12-18,30.4374,31.0972,30.27,30.8707,2463176.0
2023-12-19,30.8018,31.7964,30.8018,31.5896,2669039.0
2023-12-20,31.5108,31.8554,31.1464,31.1661,970262.0
2023-12-21,31.1563,31.4291,30.8215,31.3237,604377.0
2023-12-22,31.4517,31.5589,30.9003,30.9692,519882.0
2023-12-23,31.4517,31.5589,30.9003,30.9692,519882.0
2023-12-24,31.4517,31.5589,30.9003,30.9692,519882.0
2023-12-25,31.4517,31.5589,30.9003,30.9692,519882.0
2023-12-26,31.1563,31.3335,30.984,31.2154,823978.0
2023-12-27,31.1957,31.4665,30.9987,31.1169,371401.0
2023-12-28,31.048,31.2843,30.8609,30.9101,536497.0
2023-12-29,30.9298,31.2055,30.7307,30.9003,683023.0
2023-12-30,30.9298,31.2055,30.7307,30.9003,683023.0
2023-12-31,30.9298,31.2055,30.7307,30.9003,683023.0
2024-01-01,30.9298,31.2055,30.7307,30.9003,683023.0
2024-01-02,31.3532,31.3828,30.3685,30.4473,869857.0
2024-01-03,30.4768,31.3138,30.0928,31.304,780462.0
2024-01-04,31.5206,31.5994,30.9347,31.1267,1092879.0
2024-01-05,31.4025,31.5206,30.5852,30.9495,465822.0
2024-01-06,31.4025,31.5206,30.5852,30.9495,465822.0
2024-01-07,31.4025,31.5206,30.5852,30.9495,465822.0
2024-01-08,30.4473,30.7821,29.9943,30.7427,541739.0
2024-01-09,30.8215,30.8215,30.27,30.6738,335497.0
2024-01-10,30.6738,30.8412,30.4178,30.8313,428413.0
2024-01-11,31.1169,31.2055,30.6935,30.7723,452234.0
2024-01-12,31.1366,31.3335,30.7526,30.851,650550.0
2024-01-13,31.1366,31.3335,30.7526,30.851,650550.0
2024-01-14,31.1366,31.3335,30.7526,30.851,650550.0
2024-01-15,31.1366,31.3335,30.7526,30.851,650550.0
2024-01-16,30.7526,30.7526,30.1125,30.2208,404658.0
2024-01-17,29.9451,30.3291,29.7777,30.2208,386591.0
2024-01-18,30.3685,30.5162,29.7481,30.0436,443597.0
2024-01-19,30.083,30.2897,29.8368,30.27,649952.0
2024-01-20,30.083,30.2897,29.8368,30.27,649952.0
2024-01-21,30.083,30.2897,29.8368,30.27,649952.0
2024-01-22,30.2405,30.5852,30.1125,30.27,548261.0
2024-01-23,30.142,30.3567,29.8663,30.0633,598049.0
2024-01-24,30.1125,30.339,29.9057,30.2307,605893.0
2024-01-25,30.4768,30.8018,30.2208,30.8018,426625.0
2024-01-26,30.851,31.1071,30.6048,30.8412,627893.0
2024-01-27,30.851,31.1071,30.6048,30.8412,627893.0
2024-01-28,30.851,31.1071,30.6048,30.8412,627893.0
2024-01-29,30.8806,31.0283,30.5064,30.8313,315470.0
2024-01-30,30.723,31.175,30.5852,31.048,399782.0
2024-01-31,31.0283,31.0972,30.5655,30.7427,503143.0
2024-02-01,30.7624,31.0874,30.2307,30.7329,706762.0
2024-02-02,30.6344,30.9003,30.2651,30.7723,639636.0
2024-02-03,30.6344,30.9003,30.2651,30.7723,639636.0
2024-02-04,30.6344,30.9003,30.2651,30.7723,639636.0
2024-02-05,30.5852,30.7427,30.0928,30.6836,356575.0
2024-02-06,30.8116,31.0775,30.7034,31.0184,601352.0
2024-02-07,31.0381,31.2251,30.9101,31.1661,801693.0
2024-02-08,31.2252,31.3335,31.0283,31.2351,383668.0
2024-02-09,31.2055,31.4172,31.0775,31.2252,456917.0
2024-02-10,31.2055,31.4172,31.0775,31.2252,456917.0
2024-02-11,31.2055,31.4172,31.0775,31.2252,456917.0
2024-02-12,31.7471,32.3379,31.7471,32.1952,1047733.0
2024-02-13,32.0622,32.594,31.9047,32.269,886160.0
2024-02-14,32.5152,33.0469,32.2789,32.7614,1219491.0
2024-02-15,32.6235,34.2581,32.525,33.9726,1372214.0
2024-02-16,33.9726,35.0164,33.9036,34.8588,819255.0
2024-02-17,33.9726,35.0164,33.9036,34.8588,819255.0
2024-02-18,33.9726,35.0164,33.9036,34.8588,819255.0
2024-02-19,33.9726,35.0164,33.9036,34.8588,819255.0
2024-02-20,34.8588,35.2625,34.4945,34.6422,1244522.0
2024-02-21,34.4748,36.7002,34.2532,35.1739,2197381.0
2024-02-22,35.2428,35.9715,34.5043,35.942,1046679.0
2024-02-23,35.6564,35.6613,35.1641,35.4693,650023.0
2024-02-24,35.6564,35.6613,35.1641,35.4693,650023.0
2024-02-25,35.6564,35.6613,35.1641,35.4693,650023.0
2024-02-26,35.2428,35.4807,34.9327,35.1739,396168.0
2024-02-27,35.3019,35.7254,35.1838,35.233,507576.0
2024-02-28,35.2035,35.5648,35.0557,35.1148,389248.0
2024-02-29,35.1936,35.745,35.1345,35.5875,407996.0
2024-03-01,35.8435,36.3063,35.7057,36.07,517945.0
2024-03-02,35.8435,36.3063,35.7057,36.07,517945.0
2024-03-03,35.8435,36.3063,35.7057,36.07,517945.0
2024-03-04,36.46,37.22,36.1,37.22,1438227.0
2024-03-05,37.2,38.76,37.0,38.34,1019987.0
2024-03-06,35.3,35.75,34.94,35.2,7597618.0
2024-03-07,35.18,35.59,34.865,35.0,1828749.0
2024-03-08,35.11,35.59,34.835,35.18,1626048.0
2024-03-09,35.11,35.59,34.835,35.18,1626048.0
2024-03-10,35.11,35.59,34.835,35.18,1626048.0
2024-03-11,35.03,35.51,34.45,35.48,1348353.0
2024-03-12,35.47,35.84,35.29,35.58,1226294.0
2024-03-13,35.9,36.45,35.81,35.91,1331586.0
2024-03-14,36.16,36.305,35.75,36.1,1327144.0
2024-03-15,36.08,36.605,35.81,35.83,6948539.0
2024-03-16,36.08,36.605,35.81,35.83,6948539.0
2024-03-17,36.08,36.605,35.81,35.83,6948539.0
2024-03-18,36.03,36.75,36.03,36.61,1241924.0
2024-03-19,36.65,37.52,36.61,37.33,1119410.0
2024-03-20,37.34,37.42,36.88,37.27,763861.0
2024-03-21,37.14,37.7,37.07,37.69,517795.0
2024-03-22,37.79,37.91,37.22,37.59,672195.0
2024-03-23,37.79,37.91,37.22,37.59,672195.0
2024-03-24,37.79,37.91,37.22,37.59,672195.0
2024-03-25,37.8,38.25,37.6975,38.0,853590.0
2024-03-26,38.02,38.13,37.3,37.47,838060.0
2024-03-27,37.51,37.93,37.06,37.86,1089649.0
2024-03-28,38.1,38.5,37.8,38.46,1294279.0
2024-03-29,38.1,38.5,37.8,38.46,1294279.0
2024-03-30,38.1,38.5,37.8,38.46,1294279.0
2024-03-31,38.1,38.5,37.8,38.46,1294279.0
2024-04-01,38.52,38.58,37.93,38.1,651288.0
2024-04-02,38.19,38.45,37.89,38.37,945316.0
2024-04-03,38.58,38.61,38.14,38.23,1019687.0
2024-04-04,38.25,38.86,38.175,38.34,555380.0
2024-04-05,38.73,39.39,38.51,39.24,867127.0
2024-04-06,38.73,39.39,38.51,39.24,867127.0
2024-04-07,38.73,39.39,38.51,39.24,867127.0
2024-04-08,39.25,39.7,38.98,39.51,460381.0
