,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity,POOL US Equity
2023-10-27,315.3819,315.808,305.6176,306.653,435531.0
2023-10-28,315.3819,315.808,305.6176,306.653,435531.0
2023-10-29,315.3819,315.808,305.6176,306.653,435531.0
2023-10-30,310.21,316.3926,307.624,313.7273,298456.0
2023-10-31,312.9148,315.1689,310.7995,312.8653,436547.0
2023-11-01,312.8653,316.6105,308.9616,316.343,422863.0
2023-11-02,323.8137,328.629,322.6643,323.2291,341428.0
2023-11-03,328.0642,335.1732,326.0876,333.5631,440442.0
2023-11-04,328.0642,335.1732,326.0876,333.5631,440442.0
2023-11-05,328.0642,335.1732,326.0876,333.5631,440442.0
2023-11-06,333.1866,333.1866,324.2595,326.9743,341800.0
2023-11-07,327.4912,334.2114,324.5486,332.2729,238442.0
2023-11-08,330.9905,335.3944,329.6782,333.5155,303121.0
2023-11-09,336.2891,336.2891,326.2187,327.0935,273750.0
2023-11-10,329.3601,329.3601,323.306,328.5947,295794.0
2023-11-11,329.3601,329.3601,323.306,328.5947,295794.0
2023-11-12,329.3601,329.3601,323.306,328.5947,295794.0
2023-11-13,326.0199,328.4704,322.7095,326.4076,198017.0
2023-11-14,337.999,353.696,336.5078,347.2542,485333.0
2023-11-15,349.2424,358.4777,348.1986,348.5266,466811.0
2023-11-16,346.8864,348.7901,344.7192,345.3256,318886.0
2023-11-17,350.9921,351.9862,345.7034,348.1588,240403.0
2023-11-18,350.9921,351.9862,345.7034,348.1588,240403.0
2023-11-19,350.9921,351.9862,345.7034,348.1588,240403.0
2023-11-20,348.129,348.9171,343.8344,347.0255,275433.0
2023-11-21,345.594,351.3599,341.876,350.326,249973.0
2023-11-22,352.7815,355.7539,350.9324,354.1633,248628.0
2023-11-23,352.7815,355.7539,350.9324,354.1633,248628.0
2023-11-24,352.2248,354.044,351.1014,352.6622,62569.0
2023-11-25,352.2248,354.044,351.1014,352.6622,62569.0
2023-11-26,352.2248,354.044,351.1014,352.6622,62569.0
2023-11-27,351.0219,351.7873,346.8963,349.5307,249045.0
2023-11-28,348.8249,352.0122,346.8367,348.2483,205459.0
2023-11-29,345.7332,349.312,340.9813,343.2877,431401.0
2023-11-30,344.4508,346.777,336.9204,345.2759,593656.0
2023-12-01,344.6993,355.8682,342.9845,355.5352,345373.0
2023-12-02,344.6993,355.8682,342.9845,355.5352,345373.0
2023-12-03,344.6993,355.8682,342.9845,355.5352,345373.0
2023-12-04,354.7399,360.3417,349.2424,351.5587,317895.0
2023-12-05,348.7454,351.6681,346.6677,351.5189,298313.0
2023-12-06,354.71,363.9205,354.4466,360.3765,351874.0
2023-12-07,360.1677,361.977,355.4953,361.5993,287778.0
2023-12-08,358.1298,359.7403,351.4295,352.0359,331417.0
2023-12-09,358.1298,359.7403,351.4295,352.0359,331417.0
2023-12-10,358.1298,359.7403,351.4295,352.0359,331417.0
2023-12-11,353.2288,359.1339,350.9125,353.7805,279661.0
2023-12-12,353.7756,358.8754,347.9302,349.7196,355409.0
2023-12-13,349.8289,363.498,347.6916,362.8916,383422.0
2023-12-14,369.2142,396.5722,369.2142,393.9676,1130449.0
2023-12-15,391.8999,395.1904,386.3428,390.0906,726987.0
2023-12-16,391.8999,395.1904,386.3428,390.0906,726987.0
2023-12-17,391.8999,395.1904,386.3428,390.0906,726987.0
2023-12-18,390.359,390.7318,384.0089,387.5158,378897.0
2023-12-19,390.1403,395.8465,387.8836,389.2257,270830.0
2023-12-20,389.1064,397.6459,386.9888,388.331,362755.0
2023-12-21,392.715,396.2939,390.2298,393.3016,222197.0
2023-12-22,393.5004,395.419,390.7865,393.7787,177982.0
2023-12-23,393.5004,395.419,390.7865,393.7787,177982.0
2023-12-24,393.5004,395.419,390.7865,393.7787,177982.0
2023-12-25,393.5004,395.419,390.7865,393.7787,177982.0
2023-12-26,394.3255,399.8379,393.1723,398.5306,199764.0
2023-12-27,399.992,402.6264,397.1239,401.3638,193411.0
2023-12-28,400.6381,402.4077,398.6797,400.0218,131710.0
2023-12-29,398.9183,401.6024,395.7073,396.3634,201470.0
2023-12-30,398.9183,401.6024,395.7073,396.3634,201470.0
2023-12-31,398.9183,401.6024,395.7073,396.3634,201470.0
2024-01-01,398.9183,401.6024,395.7073,396.3634,201470.0
2024-01-02,391.9396,395.5682,383.1616,385.8656,346115.0
2024-01-03,380.6167,380.7658,371.1428,371.5802,309467.0
2024-01-04,368.1505,375.1192,368.1505,370.6755,257866.0
2024-01-05,369.413,377.5001,369.413,375.5069,266076.0
2024-01-06,369.413,377.5001,369.413,375.5069,266076.0
2024-01-07,369.413,377.5001,369.413,375.5069,266076.0
2024-01-08,372.4252,380.5719,372.4252,379.1951,214406.0
2024-01-09,374.8409,380.8801,374.8409,379.2846,129380.0
2024-01-10,380.7459,387.7544,373.8915,387.5556,290169.0
2024-01-11,384.9411,387.5258,377.2069,382.6148,266813.0
2024-01-12,385.2194,386.9392,375.2783,379.5728,149952.0
2024-01-13,385.2194,386.9392,375.2783,379.5728,149952.0
2024-01-14,385.2194,386.9392,375.2783,379.5728,149952.0
2024-01-15,385.2194,386.9392,375.2783,379.5728,149952.0
2024-01-16,375.6759,380.7161,372.5047,379.3641,287629.0
2024-01-17,375.3876,379.2846,372.0971,374.8409,223741.0
2024-01-18,377.4057,385.0206,377.0428,384.7224,235435.0
2024-01-19,384.7323,386.6907,379.4138,384.5633,272228.0
2024-01-20,384.7323,386.6907,379.4138,384.5633,272228.0
2024-01-21,384.7323,386.6907,379.4138,384.5633,272228.0
2024-01-22,387.6948,398.1429,385.7463,397.4371,254014.0
2024-01-23,400.0019,400.0019,385.3934,388.3608,198730.0
2024-01-24,391.87,393.4706,374.7067,378.6583,278404.0
2024-01-25,380.6664,382.8833,375.656,376.332,306659.0
2024-01-26,376.511,378.1314,371.4509,375.1689,300234.0
2024-01-27,376.511,378.1314,371.4509,375.1689,300234.0
2024-01-28,376.511,378.1314,371.4509,375.1689,300234.0
2024-01-29,376.2426,381.7599,373.459,381.1734,262715.0
2024-01-30,380.5968,381.8394,377.177,377.4156,240836.0
2024-01-31,377.6045,379.553,367.9119,369.0651,315638.0
2024-02-01,370.9738,374.99,365.1383,374.8607,330756.0
2024-02-02,370.6059,375.2733,359.0344,371.6498,343689.0
2024-02-03,370.6059,375.2733,359.0344,371.6498,343689.0
2024-02-04,370.6059,375.2733,359.0344,371.6498,343689.0
2024-02-05,366.6991,367.5341,360.2274,364.522,316862.0
2024-02-06,364.4623,371.5802,364.4623,371.3714,175808.0
2024-02-07,373.0316,381.6108,367.7528,378.6086,350659.0
2024-02-08,379.9606,385.4481,377.351,385.0604,242505.0
2024-02-09,384.9908,388.7088,382.1526,384.3744,216098.0
2024-02-10,384.9908,388.7088,382.1526,384.3744,216098.0
2024-02-11,384.9908,388.7088,382.1526,384.3744,216098.0
2024-02-12,385.1001,392.8771,383.1765,390.5876,200544.0
2024-02-13,377.177,381.4517,371.3018,373.6678,316702.0
2024-02-14,377.2764,380.6366,372.952,380.5272,309993.0
2024-02-15,382.6645,387.0784,382.4061,386.8398,227291.0
2024-02-16,382.8037,388.3123,380.6664,385.0206,293730.0
2024-02-17,382.8037,388.3123,380.6664,385.0206,293730.0
2024-02-18,382.8037,388.3123,380.6664,385.0206,293730.0
2024-02-19,382.8037,388.3123,380.6664,385.0206,293730.0
2024-02-20,378.6483,383.768,376.7197,382.5055,236092.0
2024-02-21,382.6546,388.4901,379.1625,386.81,549985.0
2024-02-22,365.0985,404.3462,365.0985,376.849,1049668.0
2024-02-23,376.6104,386.298,373.1409,385.3288,449763.0
2024-02-24,376.6104,386.298,373.1409,385.3288,449763.0
2024-02-25,376.6104,386.298,373.1409,385.3288,449763.0
2024-02-26,382.8733,388.9473,382.7689,384.1259,369176.0
2024-02-27,386.7504,389.1462,383.7531,388.7585,231240.0
2024-02-28,385.4083,391.0151,383.9668,390.7765,220450.0
2024-02-29,392.6753,399.1271,391.7806,395.7769,465078.0
2024-03-01,393.4805,403.2228,388.3708,401.0358,275072.0
2024-03-02,393.4805,403.2228,388.3708,401.0358,275072.0
2024-03-03,393.4805,403.2228,388.3708,401.0358,275072.0
2024-03-04,398.7394,406.1555,397.785,399.7733,252832.0
2024-03-05,398.9581,406.9309,398.9581,406.5929,383635.0
2024-03-06,407.6069,408.3525,402.8451,404.1175,314804.0
2024-03-07,405.2807,413.0546,402.5866,411.7126,370838.0
2024-03-08,414.1084,420.2421,411.3845,412.6172,267484.0
2024-03-09,414.1084,420.2421,411.3845,412.6172,267484.0
2024-03-10,414.1084,420.2421,411.3845,412.6172,267484.0
2024-03-11,412.478,415.023,399.5198,399.8329,295922.0
2024-03-12,399.8329,405.8473,397.5862,402.696,352500.0
2024-03-13,403.9617,407.7098,401.2504,404.2907,207619.0
2024-03-14,405.128,406.3441,387.1055,394.0832,534015.0
2024-03-15,392.4684,399.0324,392.0696,398.0406,389881.0
2024-03-16,392.4684,399.0324,392.0696,398.0406,389881.0
2024-03-17,392.4684,399.0324,392.0696,398.0406,389881.0
2024-03-18,398.1303,401.0759,392.8272,396.037,374369.0
2024-03-19,397.1135,404.3804,396.8444,403.8421,272626.0
2024-03-20,403.9717,409.9377,400.5227,408.1583,256651.0
2024-03-21,411.6073,419.6417,410.6005,417.6381,321273.0
2024-03-22,418.0368,418.6598,414.209,415.0563,230150.0
2024-03-23,418.0368,418.6598,414.209,415.0563,230150.0
2024-03-24,418.0368,418.6598,414.209,415.0563,230150.0
2024-03-25,412.9829,416.9902,405.7809,406.8724,413615.0
2024-03-26,410.0822,413.0228,400.8616,401.2803,252162.0
2024-03-27,405.2775,413.7306,401.9581,413.3019,262680.0
2024-03-28,404.7093,409.2947,399.8448,402.2173,711594.0
2024-03-29,404.7093,409.2947,399.8448,402.2173,711594.0
2024-03-30,404.7093,409.2947,399.8448,402.2173,711594.0
2024-03-31,404.7093,409.2947,399.8448,402.2173,711594.0
2024-04-01,401.7189,402.3269,396.8544,400.0243,341870.0
2024-04-02,395.6881,395.6881,386.4177,390.4348,397454.0
2024-04-03,389.2287,393.5399,387.564,390.7638,314105.0
2024-04-04,396.665,400.6822,392.4335,393.9237,374105.0
2024-04-05,392.2291,396.984,390.6342,394.9903,247629.0
2024-04-06,392.2291,396.984,390.6342,394.9903,247629.0
2024-04-07,392.2291,396.984,390.6342,394.9903,247629.0
2024-04-08,397.3428,399.486,394.8308,395.5685,221050.0
2024-04-09,396.6849,401.1706,395.5884,398.8081,280129.0
2024-04-10,387.7235,388.5808,379.8985,380.1377,479593.0
2024-04-11,378.7421,384.434,377.0575,377.9347,445063.0
2024-04-12,374.7848,379.3303,372.4522,378.9913,398938.0
2024-04-13,374.7848,379.3303,372.4522,378.9913,398938.0
2024-04-14,374.7848,379.3303,372.4522,378.9913,398938.0
2024-04-15,381.5532,383.8957,371.3059,372.4123,259530.0
2024-04-16,371.8441,373.5487,366.8301,368.8038,375089.0
2024-04-17,373.2198,374.7947,362.7531,362.9924,322693.0
2024-04-18,363.9992,368.1808,361.5171,361.7563,235511.0
2024-04-19,361.7563,364.4776,359.7926,359.982,329057.0
2024-04-20,361.7563,364.4776,359.7926,359.982,329057.0
2024-04-21,361.7563,364.4776,359.7926,359.982,329057.0
2024-04-22,362.6634,367.7173,360.4166,364.7169,299933.0
2024-04-23,366.9597,377.9547,365.2153,373.7979,503441.0
2024-04-24,370.648,377.516,370.648,376.1903,550354.0
2024-04-25,366.4513,379.0163,357.2906,368.8238,1065525.0
2024-04-26,364.9162,376.4096,363.2615,369.9901,437342.0
2024-04-27,364.9162,376.4096,363.2615,369.9901,437342.0
2024-04-28,364.9162,376.4096,363.2615,369.9901,437342.0
2024-04-29,370.648,371.3706,363.3712,368.435,379598.0
2024-04-30,367.1292,367.1491,359.7826,361.3775,453294.0
2024-05-01,361.3775,366.1224,353.383,358.3571,397536.0
