,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity
2013-12-21,23.192,23.467,23.192,23.336,14822976.0
2013-12-22,23.192,23.467,23.192,23.336,14822976.0
2013-12-23,22.864,22.864,22.027,22.526,5410559.0
2013-12-24,22.526,22.966,22.513,22.641,1383541.0
2013-12-25,22.526,22.966,22.513,22.641,1383541.0
2013-12-26,22.73,22.819,22.609,22.698,3113085.0
2013-12-27,22.743,22.954,22.685,22.749,3079747.0
2013-12-28,22.743,22.954,22.685,22.749,3079747.0
2013-12-29,22.743,22.954,22.685,22.749,3079747.0
2013-12-30,22.871,22.871,22.615,22.756,2831415.0
2013-12-31,22.756,22.756,22.57,22.679,1938920.0
2014-01-01,22.756,22.756,22.57,22.679,1938920.0
2014-01-02,22.615,22.615,22.136,22.225,2711338.0
2014-01-03,22.225,22.615,22.085,22.161,3174433.0
2014-01-04,22.225,22.615,22.085,22.161,3174433.0
2014-01-05,22.225,22.615,22.085,22.161,3174433.0
2014-01-06,22.296,22.391,21.81,21.861,2220286.0
2014-01-07,22.034,22.257,21.855,22.206,2440481.0
2014-01-08,22.296,22.34,21.944,22.149,2139463.0
2014-01-09,22.232,22.232,21.638,21.714,2495045.0
2014-01-10,21.753,21.81,21.446,21.529,4958956.0
2014-01-11,21.753,21.81,21.446,21.529,4958956.0
2014-01-12,21.753,21.81,21.446,21.529,4958956.0
2014-01-13,21.842,21.842,20.794,21.44,9087478.0
2014-01-14,21.337,21.472,21.197,21.337,2487814.0
2014-01-15,21.44,22.27,21.299,22.053,3677758.0
2014-01-16,22.04,22.11,21.708,21.868,3543647.0
2014-01-17,22.085,22.085,21.593,21.797,1783165.0
2014-01-18,22.085,22.085,21.593,21.797,1783165.0
2014-01-19,22.085,22.085,21.593,21.797,1783165.0
2014-01-20,21.842,21.842,21.535,21.708,275231.0
2014-01-21,21.785,21.995,21.465,21.548,2214066.0
2014-01-22,21.772,21.861,21.305,21.701,3501931.0
2014-01-23,21.976,21.976,21.305,21.503,4132606.0
2014-01-24,21.312,21.503,20.628,20.96,8253914.0
2014-01-25,21.312,21.503,20.628,20.96,8253914.0
2014-01-26,21.312,21.503,20.628,20.96,8253914.0
2014-01-27,21.063,21.063,20.264,20.571,10772963.0
2014-01-28,20.75,20.852,20.488,20.539,9638477.0
2014-01-29,20.456,21.031,20.347,20.603,7824197.0
2014-01-30,20.692,21.273,20.507,21.127,9953115.0
2014-01-31,20.948,20.948,18.641,19.14,24940614.0
2014-02-01,20.948,20.948,18.641,19.14,24940614.0
2014-02-02,20.948,20.948,18.641,19.14,24940614.0
2014-02-03,20.948,20.948,18.641,19.14,24940614.0
2014-02-04,18.91,18.91,17.747,17.856,15860030.0
2014-02-05,18.009,18.143,17.613,17.76,6212819.0
2014-02-06,17.683,17.868,17.447,17.811,7187931.0
2014-02-07,17.773,18.041,17.6,17.868,3865411.0
2014-02-08,17.773,18.041,17.6,17.868,3865411.0
2014-02-09,17.773,18.041,17.6,17.868,3865411.0
2014-02-10,17.881,17.881,17.345,17.466,3263546.0
2014-02-11,17.632,18.488,17.492,18.316,8848086.0
2014-02-12,18.335,18.526,17.67,18.354,7073313.0
2014-02-13,18.335,18.526,18.073,18.22,3933965.0
2014-02-14,18.111,18.526,18.047,18.411,4142015.0
2014-02-15,18.111,18.526,18.047,18.411,4142015.0
2014-02-16,18.111,18.526,18.047,18.411,4142015.0
2014-02-17,18.571,18.571,18.284,18.38,992486.0
2014-02-18,18.501,18.693,18.38,18.635,4119739.0
2014-02-19,18.622,18.903,18.622,18.871,3987337.0
2014-02-20,18.75,18.961,18.75,18.801,2571962.0
2014-02-21,18.705,19.006,18.705,18.974,1537349.0
2014-02-22,18.705,19.006,18.705,18.974,1537349.0
2014-02-23,18.705,19.006,18.705,18.974,1537349.0
2014-02-24,19.133,19.197,18.935,19.153,4482890.0
2014-02-25,19.293,19.293,18.769,18.839,5575597.0
2014-02-26,19.159,19.159,18.59,18.724,4750326.0
2014-02-27,18.648,18.782,18.488,18.533,3781804.0
2014-02-28,18.718,18.75,18.546,18.68,3481782.0
2014-03-01,18.718,18.75,18.546,18.68,3481782.0
2014-03-02,18.718,18.75,18.546,18.68,3481782.0
2014-03-03,18.654,18.654,18.258,18.405,2105199.0
2014-03-04,18.526,19.076,18.424,18.693,2536081.0
2014-03-05,18.846,18.846,18.392,18.475,2653266.0
2014-03-06,18.827,19.319,18.284,19.121,4012528.0
2014-03-07,19.165,19.6,18.993,19.14,3564539.0
2014-03-08,19.165,19.6,18.993,19.14,3564539.0
2014-03-09,19.165,19.6,18.993,19.14,3564539.0
2014-03-10,18.999,19.127,18.641,18.814,2142577.0
2014-03-11,18.808,19.095,18.763,18.999,1842092.0
2014-03-12,19.038,19.038,18.424,18.514,4673526.0
2014-03-13,18.495,18.661,17.447,17.645,5234678.0
2014-03-14,17.645,17.971,17.434,17.517,2926195.0
2014-03-15,17.645,17.971,17.434,17.517,2926195.0
2014-03-16,17.645,17.971,17.434,17.517,2926195.0
2014-03-17,17.645,17.971,17.434,17.517,2926195.0
2014-03-18,17.664,18.814,17.664,18.584,4231661.0
2014-03-19,18.75,19.006,18.533,18.597,3546166.0
2014-03-20,18.744,19.421,18.169,19.14,6708040.0
2014-03-21,19.325,19.542,19.044,19.376,6921451.0
2014-03-22,19.325,19.542,19.044,19.376,6921451.0
2014-03-23,19.325,19.542,19.044,19.376,6921451.0
2014-03-24,19.632,20.124,19.299,19.351,2139236.0
2014-03-25,19.6,19.772,18.923,19.268,4228606.0
2014-03-26,19.363,19.44,18.967,19.038,3137900.0
2014-03-27,19.018,20.041,18.878,19.887,4158859.0
2014-03-28,19.785,20.277,19.683,19.996,1994292.0
2014-03-29,19.785,20.277,19.683,19.996,1994292.0
2014-03-30,19.785,20.277,19.683,19.996,1994292.0
2014-03-31,20.034,20.507,20.009,20.437,6459646.0
2014-04-01,20.334,20.52,19.389,19.651,5380900.0
2014-04-02,19.804,19.989,19.593,19.855,4847939.0
2014-04-03,19.989,20.27,19.517,19.862,6118945.0
2014-04-04,19.811,20.226,19.772,19.791,4722575.0
2014-04-05,19.811,20.226,19.772,19.791,4722575.0
2014-04-06,19.811,20.226,19.772,19.791,4722575.0
2014-04-07,20.124,20.124,19.676,19.849,2303463.0
2014-04-08,20.053,20.283,19.811,20.187,7870710.0
2014-04-09,20.283,20.322,19.581,19.644,7610579.0
2014-04-10,19.868,19.868,19.069,19.197,4031165.0
2014-04-11,19.069,19.453,18.91,19.351,2899863.0
2014-04-12,19.069,19.453,18.91,19.351,2899863.0
2014-04-13,19.069,19.453,18.91,19.351,2899863.0
2014-04-14,19.612,19.612,19.274,19.395,943570.0
2014-04-15,19.293,20.245,19.063,20.002,2993334.0
2014-04-16,20.06,20.187,19.472,19.664,3785856.0
2014-04-17,20.06,20.187,19.472,19.664,3785856.0
2014-04-18,20.06,20.187,19.472,19.664,3785856.0
2014-04-19,20.06,20.187,19.472,19.664,3785856.0
2014-04-20,20.06,20.187,19.472,19.664,3785856.0
2014-04-21,19.804,19.951,19.549,19.727,2993407.0
2014-04-22,19.919,19.926,19.657,19.772,2950789.0
2014-04-23,19.842,19.842,19.536,19.721,1847043.0
2014-04-24,19.619,19.696,19.434,19.561,1618978.0
2014-04-25,19.44,19.529,18.782,18.859,4318797.0
2014-04-26,19.44,19.529,18.782,18.859,4318797.0
2014-04-27,19.44,19.529,18.782,18.859,4318797.0
2014-04-28,18.954,19.133,18.629,19.057,1768986.0
2014-04-29,18.91,19.421,18.75,19.363,1928218.0
2014-04-30,19.165,20.028,18.552,19.874,8330056.0
2014-05-01,19.165,20.028,18.552,19.874,8330056.0
2014-05-02,20.028,21.184,20.028,20.545,8032186.0
2014-05-03,20.028,21.184,20.028,20.545,8032186.0
2014-05-04,20.028,21.184,20.028,20.545,8032186.0
2014-05-05,20.513,20.705,20.2,20.27,1934987.0
2014-05-06,20.443,20.443,19.996,20.354,3569134.0
2014-05-07,20.379,21.095,20.347,20.948,6956426.0
2014-05-08,21.05,21.484,20.973,21.095,5779882.0
2014-05-09,21.05,21.401,21.05,21.216,2285238.0
2014-05-10,21.05,21.401,21.05,21.216,2285238.0
2014-05-11,21.05,21.401,21.05,21.216,2285238.0
2014-05-12,21.401,21.721,21.382,21.574,3508316.0
2014-05-13,21.529,22.743,21.503,22.225,8608863.0
2014-05-14,22.168,22.315,21.816,21.976,4762306.0
2014-05-15,22.098,22.225,21.599,21.816,9898229.0
2014-05-16,21.88,22.353,21.848,22.289,5187213.0
2014-05-17,21.88,22.353,21.848,22.289,5187213.0
2014-05-18,21.88,22.353,21.848,22.289,5187213.0
2014-05-19,22.232,22.717,22.232,22.653,16719313.0
2014-05-20,22.673,23.19,22.673,23.049,6652638.0
2014-05-21,22.947,23.382,22.947,23.343,20735517.0
2014-05-22,23.375,23.631,22.858,23.101,8458343.0
2014-05-23,22.998,23.209,22.526,22.762,2735653.0
2014-05-24,22.998,23.209,22.526,22.762,2735653.0
2014-05-25,22.998,23.209,22.526,22.762,2735653.0
2014-05-26,22.871,22.915,22.519,22.634,709145.0
2014-05-27,22.679,22.89,22.264,22.551,3200052.0
2014-05-28,22.551,22.57,22.085,22.257,5765873.0
2014-05-29,22.302,22.321,21.963,22.11,8063476.0
2014-05-30,22.193,22.308,21.727,21.842,15042411.0
2014-05-31,22.193,22.308,21.727,21.842,15042411.0
2014-06-01,22.193,22.308,21.727,21.842,15042411.0
2014-06-02,22.455,22.455,21.97,22.334,3304416.0
2014-06-03,22.155,22.5,22.136,22.417,2995723.0
2014-06-04,22.353,22.366,21.753,21.791,2704636.0
2014-06-05,22.104,22.13,21.823,21.887,2136614.0
2014-06-06,22.059,22.059,21.753,21.963,5933896.0
2014-06-07,22.059,22.059,21.753,21.963,5933896.0
2014-06-08,22.059,22.059,21.753,21.963,5933896.0
2014-06-09,22.027,22.232,21.88,22.181,2549978.0
2014-06-10,22.328,22.328,21.9,21.976,2598029.0
2014-06-11,21.976,22.072,21.727,21.823,4772682.0
2014-06-12,21.912,21.912,21.299,21.42,2339707.0
2014-06-13,21.606,21.829,21.401,21.58,8102541.0
2014-06-14,21.606,21.829,21.401,21.58,8102541.0
2014-06-15,21.606,21.829,21.401,21.58,8102541.0
2014-06-16,21.721,22.078,21.721,22.021,5733926.0
2014-06-17,21.976,22.225,21.9,22.104,2002547.0
2014-06-18,22.136,22.34,21.893,22.251,2038544.0
2014-06-19,22.321,22.34,22.021,22.085,913574.0
2014-06-20,22.015,22.015,21.657,21.778,11444675.0
2014-06-21,22.015,22.015,21.657,21.778,11444675.0
2014-06-22,22.015,22.015,21.657,21.778,11444675.0
2014-06-23,21.836,22.072,21.695,22.046,1914099.0
2014-06-24,22.078,22.206,21.944,22.034,1316733.0
2014-06-25,21.912,21.938,21.753,21.88,1358908.0
2014-06-26,22.008,22.008,21.727,21.829,4183417.0
2014-06-27,21.906,22.161,21.848,21.951,2765110.0
2014-06-28,21.906,22.161,21.848,21.951,2765110.0
2014-06-29,21.906,22.161,21.848,21.951,2765110.0
2014-06-30,21.995,22.066,21.9,22.002,3803123.0
2014-07-01,22.104,22.225,21.995,22.174,1924613.0
2014-07-02,22.334,22.334,21.931,22.098,2356069.0
2014-07-03,22.04,22.73,22.04,22.602,3737190.0
2014-07-04,22.711,22.717,22.526,22.666,383979.0
2014-07-05,22.711,22.717,22.526,22.666,383979.0
2014-07-06,22.711,22.717,22.526,22.666,383979.0
2014-07-07,22.698,22.711,22.423,22.538,3071097.0
2014-07-08,22.666,22.788,22.404,22.724,1901135.0
2014-07-09,22.788,22.864,22.232,22.417,4446389.0
2014-07-10,22.474,22.641,22.046,22.347,2429447.0
2014-07-11,22.219,22.264,21.874,22.059,1746277.0
2014-07-12,22.219,22.264,21.874,22.059,1746277.0
2014-07-13,22.219,22.264,21.874,22.059,1746277.0
2014-07-14,22.245,22.245,21.797,21.848,2110074.0
2014-07-15,22.053,22.053,21.657,21.9,3338690.0
2014-07-16,21.976,21.976,21.612,21.657,1459673.0
2014-07-17,21.612,21.714,21.42,21.618,2502070.0
2014-07-18,21.676,21.753,21.529,21.695,2403876.0
2014-07-19,21.676,21.753,21.529,21.695,2403876.0
2014-07-20,21.676,21.753,21.529,21.695,2403876.0
2014-07-21,21.848,22.008,21.587,21.938,1518977.0
2014-07-22,21.938,22.015,21.606,21.759,2143576.0
2014-07-23,21.906,22.015,21.644,21.983,1084537.0
2014-07-24,22.072,22.596,22.008,22.532,3161672.0
2014-07-25,22.615,22.845,22.519,22.794,2172603.0
2014-07-26,22.615,22.845,22.519,22.794,2172603.0
2014-07-27,22.615,22.845,22.519,22.794,2172603.0
2014-07-28,22.839,23.254,22.762,23.19,2668409.0
2014-07-29,23.196,23.254,23.107,23.216,1630491.0
2014-07-30,23.19,23.446,23.19,23.407,2937106.0
2014-07-31,23.509,23.509,22.36,22.417,4937419.0
2014-08-01,22.749,23.139,22.583,22.986,2200714.0
2014-08-02,22.749,23.139,22.583,22.986,2200714.0
2014-08-03,22.749,23.139,22.583,22.986,2200714.0
2014-08-04,23.056,23.107,22.813,23.005,3174104.0
2014-08-05,23.094,23.362,23.062,23.145,1209181.0
2014-08-06,22.276,23.158,22.276,23.075,2282803.0
2014-08-07,23.088,23.247,22.883,23.177,2561347.0
2014-08-08,23.062,23.209,22.564,22.839,1538184.0
2014-08-09,23.062,23.209,22.564,22.839,1538184.0
2014-08-10,23.062,23.209,22.564,22.839,1538184.0
2014-08-11,22.851,23.311,22.851,23.209,2977007.0
2014-08-12,23.318,23.644,23.107,23.541,2663106.0
2014-08-13,23.541,23.701,23.152,23.26,1982272.0
2014-08-14,23.477,23.477,22.973,23.107,1755145.0
2014-08-15,23.139,23.139,22.794,22.883,1040386.0
2014-08-16,23.139,23.139,22.794,22.883,1040386.0
2014-08-17,23.139,23.139,22.794,22.883,1040386.0
2014-08-18,22.998,23.331,22.979,23.267,921136.0
2014-08-19,23.299,23.446,23.024,23.222,1491463.0
2014-08-20,23.426,23.541,23.145,23.465,1567374.0
2014-08-21,23.548,23.548,23.222,23.267,1871590.0
2014-08-22,23.548,23.548,22.941,23.037,2103554.0
2014-08-23,23.548,23.548,22.941,23.037,2103554.0
2014-08-24,23.548,23.548,22.941,23.037,2103554.0
2014-08-25,23.062,23.433,23.03,23.382,3250359.0
2014-08-26,23.509,23.886,23.254,23.816,4383165.0
2014-08-27,23.829,24.659,23.752,24.576,3688073.0
2014-08-28,24.576,24.947,23.976,24.864,4644856.0
2014-08-29,24.915,25.151,24.8,25.017,10358338.0
2014-08-30,24.915,25.151,24.8,25.017,10358338.0
2014-08-31,24.915,25.151,24.8,25.017,10358338.0
2014-09-01,24.883,24.883,24.276,24.404,1599758.0
2014-09-02,24.845,25.043,24.276,24.442,3399384.0
2014-09-03,24.5,25.062,24.5,25.011,2372224.0
2014-09-04,25.081,25.107,24.48,24.564,1556656.0
2014-09-05,24.602,24.647,24.193,24.219,1508606.0
2014-09-06,24.602,24.647,24.193,24.219,1508606.0
2014-09-07,24.602,24.647,24.193,24.219,1508606.0
2014-09-08,24.845,24.845,23.963,24.123,598600.0
2014-09-09,24.123,24.365,23.701,23.746,2581022.0
2014-09-10,24.02,24.11,23.637,24.04,3118189.0
2014-09-11,24.18,24.18,23.471,23.65,2176262.0
2014-09-12,23.733,23.854,23.573,23.656,1544822.0
2014-09-13,23.733,23.854,23.573,23.656,1544822.0
2014-09-14,23.733,23.854,23.573,23.656,1544822.0
2014-09-15,23.982,23.982,23.088,23.164,1866407.0
2014-09-16,23.982,23.982,23.088,23.164,1866407.0
2014-09-17,23.484,23.484,22.941,23.158,2276705.0
2014-09-18,23.394,23.791,23.203,23.746,1447304.0
2014-09-19,23.848,23.848,23.35,23.695,3795149.0
2014-09-20,23.848,23.848,23.35,23.695,3795149.0
2014-09-21,23.848,23.848,23.35,23.695,3795149.0
2014-09-22,23.778,23.778,22.8,22.909,2153314.0
2014-09-23,23.062,23.113,22.634,23.062,2690680.0
2014-09-24,23.254,23.337,22.877,23.145,2322636.0
2014-09-25,22.998,23.356,22.954,23.26,2667297.0
2014-09-26,23.254,23.446,23.107,23.369,901464.0
2014-09-27,23.254,23.446,23.107,23.369,901464.0
2014-09-28,23.254,23.446,23.107,23.369,901464.0
2014-09-29,23.446,23.446,22.826,23.107,2302328.0
2014-09-30,23.107,23.267,22.915,23.209,3722734.0
2014-10-01,23.094,23.292,22.615,22.666,3093035.0
2014-10-02,22.807,23.126,22.187,22.283,7987241.0
2014-10-03,22.615,23.292,22.36,22.986,6241058.0
2014-10-04,22.615,23.292,22.36,22.986,6241058.0
2014-10-05,22.615,23.292,22.36,22.986,6241058.0
2014-10-06,23.318,23.318,22.641,22.922,3145975.0
2014-10-07,23.19,23.19,22.749,22.89,2698396.0
2014-10-08,23.184,23.184,22.57,22.998,4210861.0
2014-10-09,22.998,23.018,22.04,22.213,4304490.0
2014-10-10,22.104,22.149,21.535,21.58,2227606.0
2014-10-11,22.104,22.149,21.535,21.58,2227606.0
2014-10-12,22.104,22.149,21.535,21.58,2227606.0
2014-10-13,21.548,22.091,21.548,21.906,2350128.0
2014-10-14,21.97,22.2,21.765,21.842,1584268.0
2014-10-15,21.599,21.88,21.235,21.848,2171711.0
2014-10-16,21.657,21.721,21.408,21.465,1559993.0
2014-10-17,21.861,21.861,21.42,21.753,2934101.0
2014-10-18,21.861,21.861,21.42,21.753,2934101.0
2014-10-19,21.861,21.861,21.42,21.753,2934101.0
2014-10-20,21.58,22.219,21.58,22.066,2290310.0
2014-10-21,21.925,22.238,21.9,22.091,1840930.0
2014-10-22,22.136,22.558,22.072,22.181,1338184.0
2014-10-23,22.296,22.296,21.912,22.04,1540083.0
2014-10-24,22.098,22.896,22.04,22.634,1654929.0
2014-10-25,22.098,22.896,22.04,22.634,1654929.0
2014-10-26,22.098,22.896,22.04,22.634,1654929.0
2014-10-27,22.494,22.615,22.046,22.532,677362.0
2014-10-28,22.532,22.775,22.315,22.411,1849647.0
2014-10-29,22.302,23.228,22.302,23.107,3133834.0
2014-10-30,22.807,23.663,22.634,23.356,3641648.0
2014-10-31,23.599,23.599,22.883,22.922,3751855.0
2014-11-01,23.599,23.599,22.883,22.922,3751855.0
2014-11-02,23.599,23.599,22.883,22.922,3751855.0
2014-11-03,23.152,23.152,22.34,22.398,3430866.0
2014-11-04,22.577,22.577,21.759,21.848,4853857.0
2014-11-05,21.823,22.04,21.114,21.293,8896202.0
2014-11-06,21.21,21.369,20.98,21.024,4876663.0
2014-11-07,21.222,21.222,20.334,20.494,5388109.0
2014-11-08,21.222,21.222,20.334,20.494,5388109.0
2014-11-09,21.222,21.222,20.334,20.494,5388109.0
2014-11-10,20.82,20.82,20.373,20.532,3223443.0
2014-11-11,20.532,20.635,20.124,20.162,2163772.0
2014-11-12,20.226,20.641,20.226,20.366,3498174.0
2014-11-13,20.27,20.641,20.187,20.354,3121956.0
2014-11-14,20.443,20.564,19.811,20.079,2680735.0
2014-11-15,20.443,20.564,19.811,20.079,2680735.0
2014-11-16,20.443,20.564,19.811,20.079,2680735.0
2014-11-17,20.443,20.564,19.811,20.079,2680735.0
2014-11-18,19.938,19.938,19.44,19.676,2256243.0
2014-11-19,19.887,19.887,19.529,19.689,3820626.0
2014-11-20,19.689,20.187,19.555,20.06,3277581.0
2014-11-21,20.309,20.686,20.162,20.507,4478629.0
2014-11-22,20.309,20.686,20.162,20.507,4478629.0
2014-11-23,20.309,20.686,20.162,20.507,4478629.0
2014-11-24,20.59,20.852,20.577,20.628,2460168.0
2014-11-25,20.628,20.903,20.481,20.564,5858796.0
2014-11-26,20.622,20.826,20.322,20.667,4400371.0
2014-11-27,20.75,20.794,20.564,20.577,1103078.0
2014-11-28,20.718,20.788,19.9,20.085,6758649.0
2014-11-29,20.718,20.788,19.9,20.085,6758649.0
2014-11-30,20.718,20.788,19.9,20.085,6758649.0
2014-12-01,20.181,20.405,19.702,20.283,5358002.0
2014-12-02,20.283,20.43,19.868,19.951,2780163.0
2014-12-03,19.804,20.041,19.593,19.67,5705046.0
2014-12-04,19.549,19.702,19.05,19.408,5381275.0
2014-12-05,19.446,19.996,19.446,19.938,3562003.0
2014-12-06,19.446,19.996,19.446,19.938,3562003.0
2014-12-07,19.446,19.996,19.446,19.938,3562003.0
2014-12-08,20.06,20.06,19.485,19.779,4078216.0
2014-12-09,19.555,19.664,19.287,19.555,2629520.0
2014-12-10,19.421,19.529,18.616,18.667,2097519.0
2014-12-11,18.654,18.999,18.526,18.801,7645646.0
2014-12-12,18.654,18.999,18.526,18.801,7645646.0
2014-12-13,18.654,18.999,18.526,18.801,7645646.0
2014-12-14,18.654,18.999,18.526,18.801,7645646.0
2014-12-15,18.801,18.801,17.741,17.843,7676185.0
2014-12-16,17.856,18.188,17.485,17.856,4423635.0
2014-12-17,17.983,18.609,17.868,18.239,3678693.0
2014-12-18,18.36,19.236,18.36,19.025,4505940.0
2014-12-19,19.133,19.357,18.865,19.293,5330091.0
2014-12-20,19.133,19.357,18.865,19.293,5330091.0
2014-12-21,19.133,19.357,18.865,19.293,5330091.0
2014-12-22,19.344,19.6,19.165,19.549,4818514.0
2014-12-23,19.823,19.849,19.524,19.784,2826529.0
2014-12-24,19.55,19.686,19.426,19.537,2888196.0
2014-12-25,19.55,19.686,19.426,19.537,2888196.0
2014-12-26,19.524,19.602,19.394,19.439,555455.0
2014-12-27,19.524,19.602,19.394,19.439,555455.0
2014-12-28,19.524,19.602,19.394,19.439,555455.0
2014-12-29,19.459,19.907,19.387,19.842,2565914.0
2014-12-30,19.745,19.959,19.504,19.862,1672554.0
2014-12-31,19.862,20.128,19.719,20.037,1547266.0
2015-01-01,19.862,20.128,19.719,20.037,1547266.0
2015-01-02,19.881,19.881,18.9,19.01,2405838.0
2015-01-03,19.881,19.881,18.9,19.01,2405838.0
2015-01-04,19.881,19.881,18.9,19.01,2405838.0
2015-01-05,18.842,18.887,18.263,18.387,3071773.0
2015-01-06,18.536,18.848,18.153,18.809,3902905.0
2015-01-07,18.848,19.192,18.783,19.01,4277180.0
2015-01-08,18.848,19.595,18.692,18.881,2916991.0
2015-01-09,18.686,18.894,18.276,18.562,2719599.0
2015-01-10,18.686,18.894,18.276,18.562,2719599.0
2015-01-11,18.686,18.894,18.276,18.562,2719599.0
2015-01-12,18.575,18.77,18.231,18.692,2770370.0
2015-01-13,18.517,18.978,18.133,18.354,3313305.0
2015-01-14,18.127,18.562,17.997,18.406,4576952.0
2015-01-15,18.406,18.53,18.081,18.153,3477490.0
2015-01-16,18.068,18.575,18.068,18.4,1620964.0
2015-01-17,18.068,18.575,18.068,18.4,1620964.0
2015-01-18,18.068,18.575,18.068,18.4,1620964.0
2015-01-19,18.458,18.562,18.328,18.426,311294.0
2015-01-20,18.328,18.92,18.328,18.653,2606676.0
2015-01-21,18.9,19.719,18.809,19.641,3706577.0
2015-01-22,19.784,20.628,19.738,20.544,4428557.0
2015-01-23,20.648,20.693,20.29,20.427,2600444.0
2015-01-24,20.648,20.693,20.29,20.427,2600444.0
2015-01-25,20.648,20.693,20.29,20.427,2600444.0
2015-01-26,20.531,20.68,20.258,20.388,1523050.0
2015-01-27,20.303,20.654,20.238,20.55,2809174.0
2015-01-28,20.544,21.083,20.472,20.726,4454995.0
2015-01-29,20.316,20.999,20.316,20.609,4929029.0
2015-01-30,20.654,20.849,20.524,20.622,7207759.0
2015-01-31,20.654,20.849,20.524,20.622,7207759.0
2015-02-01,20.654,20.849,20.524,20.622,7207759.0
2015-02-02,20.654,20.849,20.524,20.622,7207759.0
2015-02-03,20.622,21.889,20.622,21.336,3968126.0
2015-02-04,21.343,22.733,21.343,21.889,5091732.0
2015-02-05,21.986,22.545,21.544,22.499,6385246.0
2015-02-06,22.35,22.597,21.538,21.694,5569991.0
2015-02-07,22.35,22.597,21.538,21.694,5569991.0
2015-02-08,22.35,22.597,21.538,21.694,5569991.0
2015-02-09,21.46,21.642,21.226,21.414,1965012.0
2015-02-10,21.564,21.57,20.921,21.012,3219919.0
2015-02-11,20.856,21.284,20.856,20.979,3052359.0
2015-02-12,20.797,21.356,20.706,20.895,3683249.0
2015-02-13,20.921,21.408,20.869,21.252,1787299.0
2015-02-14,20.921,21.408,20.869,21.252,1787299.0
2015-02-15,20.921,21.408,20.869,21.252,1787299.0
2015-02-16,21.252,21.427,20.921,21.181,274529.0
2015-02-17,21.343,21.674,20.531,21.531,1770368.0
2015-02-18,21.44,21.856,21.09,21.356,2708369.0
2015-02-19,21.116,21.59,21.116,21.362,1295267.0
2015-02-20,21.473,21.603,21.116,21.304,1101805.0
2015-02-21,21.473,21.603,21.116,21.304,1101805.0
2015-02-22,21.473,21.603,21.116,21.304,1101805.0
2015-02-23,21.317,21.388,21.168,21.2,1215287.0
2015-02-24,21.375,21.765,21.232,21.414,3450813.0
2015-02-25,21.284,21.765,21.077,21.213,3474001.0
2015-02-26,21.304,21.317,21.012,21.09,1554367.0
2015-02-27,21.187,21.694,21.057,21.427,3405738.0
2015-02-28,21.187,21.694,21.057,21.427,3405738.0
2015-03-01,21.187,21.694,21.057,21.427,3405738.0
2015-03-02,21.245,21.694,21.077,21.408,3271023.0
2015-03-03,21.245,21.616,21.116,21.317,2350541.0
2015-03-04,21.181,21.486,20.914,21.401,1724567.0
2015-03-05,21.187,21.642,21.187,21.265,2418064.0
2015-03-06,21.245,21.564,20.797,21.395,3278578.0
2015-03-07,21.245,21.564,20.797,21.395,3278578.0
2015-03-08,21.245,21.564,20.797,21.395,3278578.0
2015-03-09,21.336,21.603,21.181,21.388,3590786.0
2015-03-10,21.375,21.557,20.973,21.453,2943991.0
2015-03-11,21.375,22.35,21.375,22.22,4127764.0
2015-03-12,21.798,22.681,21.798,22.415,2370514.0
2015-03-13,22.356,22.356,21.674,21.915,3672672.0
2015-03-14,22.356,22.356,21.674,21.915,3672672.0
2015-03-15,22.356,22.356,21.674,21.915,3672672.0
2015-03-16,22.356,22.356,21.674,21.915,3672672.0
2015-03-17,22.123,22.772,22.123,22.369,3486927.0
2015-03-18,22.149,22.811,22.038,22.636,3328505.0
2015-03-19,22.636,22.707,22.071,22.155,3441649.0
2015-03-20,22.077,22.408,21.934,22.097,5244674.0
2015-03-21,22.077,22.408,21.934,22.097,5244674.0
2015-03-22,22.077,22.408,21.934,22.097,5244674.0
2015-03-23,22.025,22.298,21.928,22.038,1674845.0
2015-03-24,21.928,22.142,21.557,21.687,1779311.0
2015-03-25,21.492,21.798,21.297,21.323,3258248.0
2015-03-26,21.135,21.492,21.083,21.297,6003404.0
2015-03-27,21.181,21.356,21.044,21.291,5285508.0
2015-03-28,21.181,21.356,21.044,21.291,5285508.0
2015-03-29,21.181,21.356,21.044,21.291,5285508.0
2015-03-30,21.181,21.876,21.181,21.804,7902733.0
2015-03-31,21.7,21.791,21.343,21.668,3240330.0
2015-04-01,21.895,22.149,21.837,21.999,3076175.0
2015-04-02,21.895,22.149,21.837,21.999,3076175.0
2015-04-03,21.895,22.149,21.837,21.999,3076175.0
2015-04-04,21.895,22.149,21.837,21.999,3076175.0
2015-04-05,21.895,22.149,21.837,21.999,3076175.0
2015-04-06,21.999,22.408,21.889,22.35,2580803.0
2015-04-07,22.11,22.408,21.928,21.993,7196747.0
2015-04-08,21.993,22.356,21.934,22.246,5151416.0
2015-04-09,22.259,22.415,21.7,21.798,4801272.0
2015-04-10,21.72,22.266,21.479,22.201,3252608.0
2015-04-11,21.72,22.266,21.479,22.201,3252608.0
2015-04-12,21.72,22.266,21.479,22.201,3252608.0
2015-04-13,22.285,22.343,21.824,21.85,1662156.0
2015-04-14,21.739,21.999,21.655,21.824,1245745.0
2015-04-15,21.928,22.032,21.811,21.889,1070203.0
