,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity,BSMXB MM Equity
2020-05-27,12.029,12.321,11.788,12.243,1203391.0
2020-05-28,12.329,12.914,12.261,12.81,1935182.0
2020-05-29,12.458,12.656,12.114,12.389,1695485.0
2020-05-30,12.458,12.656,12.114,12.389,1695485.0
2020-05-31,12.458,12.656,12.114,12.389,1695485.0
2020-06-01,12.621,13.128,12.424,12.828,604410.0
2020-06-02,13.06,13.747,12.948,13.395,3451392.0
2020-06-03,13.558,14.512,13.292,14.245,1937237.0
2020-06-04,14.314,15.139,13.833,14.683,2690706.0
2020-06-05,15.19,15.629,14.993,15.517,1542224.0
2020-06-06,15.19,15.629,14.993,15.517,1542224.0
2020-06-07,15.19,15.629,14.993,15.517,1542224.0
2020-06-08,15.981,16.101,15.534,15.886,2150573.0
2020-06-09,15.861,15.861,14.89,15.001,6732534.0
2020-06-10,15.07,15.07,13.97,14.116,6286556.0
2020-06-11,13.618,13.893,12.587,13.171,6229094.0
2020-06-12,13.403,14.245,13.403,13.824,1402130.0
2020-06-13,13.403,14.245,13.403,13.824,1402130.0
2020-06-14,13.403,14.245,13.403,13.824,1402130.0
2020-06-15,13.584,13.919,12.939,13.403,2443883.0
2020-06-16,13.738,14.83,13.738,14.537,2556631.0
2020-06-17,14.537,15.251,13.97,14.924,2552459.0
2020-06-18,14.924,15.147,14.297,14.426,1308507.0
2020-06-19,14.477,15.027,14.03,14.744,17579586.0
2020-06-20,14.477,15.027,14.03,14.744,17579586.0
2020-06-21,14.477,15.027,14.03,14.744,17579586.0
2020-06-22,15.001,15.104,14.237,14.297,2892333.0
2020-06-23,14.615,14.915,14.288,14.434,2235297.0
2020-06-24,14.262,14.675,14.048,14.555,2322604.0
2020-06-25,14.546,15.01,14.477,14.744,1941168.0
2020-06-26,14.726,14.941,14.348,14.761,1700947.0
2020-06-27,14.726,14.941,14.348,14.761,1700947.0
2020-06-28,14.726,14.941,14.348,14.761,1700947.0
2020-06-29,14.95,15.087,14.374,14.477,1426205.0
2020-06-30,14.46,14.615,14.048,14.443,3420969.0
2020-07-01,14.271,14.606,13.996,14.254,1217520.0
2020-07-02,14.486,14.606,14.048,14.091,509931.0
2020-07-03,14.159,14.366,13.79,13.927,264495.0
2020-07-04,14.159,14.366,13.79,13.927,264495.0
2020-07-05,14.159,14.366,13.79,13.927,264495.0
2020-07-06,14.091,14.417,13.893,14.331,862639.0
2020-07-07,14.211,14.692,14.108,14.512,1114835.0
2020-07-08,14.391,14.769,13.988,14.159,1846124.0
2020-07-09,14.142,14.434,13.661,14.065,975887.0
2020-07-10,14.073,14.262,13.463,13.816,487385.0
2020-07-11,14.073,14.262,13.463,13.816,487385.0
2020-07-12,14.073,14.262,13.463,13.816,487385.0
2020-07-13,13.919,14.142,13.455,13.85,2249927.0
2020-07-14,14.005,14.022,13.231,13.309,898236.0
2020-07-15,13.489,13.704,13.274,13.403,3873753.0
2020-07-16,13.438,13.438,12.931,13.077,1590439.0
2020-07-17,13.128,13.3,12.742,12.828,969706.0
2020-07-18,13.128,13.3,12.742,12.828,969706.0
2020-07-19,13.128,13.3,12.742,12.828,969706.0
2020-07-20,12.716,12.888,12.664,12.845,860625.0
2020-07-21,12.733,13.188,12.69,12.81,2773451.0
2020-07-22,12.871,12.888,12.63,12.725,1388179.0
2020-07-23,12.716,12.888,12.261,12.372,2794067.0
2020-07-24,12.475,12.578,12.157,12.518,632887.0
2020-07-25,12.475,12.578,12.157,12.518,632887.0
2020-07-26,12.475,12.578,12.157,12.518,632887.0
2020-07-27,12.518,12.518,11.977,12.157,1499437.0
2020-07-28,12.157,12.243,12.037,12.089,1156458.0
2020-07-29,12.2,12.604,11.925,12.518,7956936.0
2020-07-30,12.286,12.845,11.702,12.656,2264150.0
2020-07-31,12.578,12.578,12.132,12.261,2511359.0
2020-08-01,12.578,12.578,12.132,12.261,2511359.0
2020-08-02,12.578,12.578,12.132,12.261,2511359.0
2020-08-03,12.346,12.974,12.175,12.699,1953447.0
2020-08-04,12.819,13.859,12.819,13.335,3250690.0
2020-08-05,13.231,14.056,13.025,13.343,2262414.0
2020-08-06,13.352,13.352,12.888,13.025,1358763.0
2020-08-07,12.922,12.922,12.553,12.716,991712.0
2020-08-08,12.922,12.922,12.553,12.716,991712.0
2020-08-09,12.922,12.922,12.553,12.716,991712.0
2020-08-10,12.819,13.051,12.639,12.905,825676.0
2020-08-11,13.094,13.945,13.085,13.781,1815467.0
2020-08-12,13.738,13.876,13.223,13.42,2218624.0
2020-08-13,13.506,13.67,13.214,13.592,2807395.0
2020-08-14,13.592,13.644,13.274,13.352,982260.0
2020-08-15,13.592,13.644,13.274,13.352,982260.0
2020-08-16,13.592,13.644,13.274,13.352,982260.0
2020-08-17,13.515,13.515,13.111,13.369,680486.0
2020-08-18,13.369,13.833,13.137,13.575,1542188.0
2020-08-19,13.644,13.738,13.36,13.644,1150983.0
2020-08-20,13.635,13.644,13.146,13.214,1437825.0
2020-08-21,13.171,13.18,12.716,12.767,722124.0
2020-08-22,13.171,13.18,12.716,12.767,722124.0
2020-08-23,13.171,13.18,12.716,12.767,722124.0
2020-08-24,12.733,13.025,12.329,12.381,1613154.0
2020-08-25,12.544,12.587,12.286,12.381,1773473.0
2020-08-26,12.407,12.57,12.218,12.278,1306342.0
2020-08-27,12.398,12.484,11.943,12.226,1520548.0
2020-08-28,12.157,12.45,12.063,12.149,1144826.0
2020-08-29,12.157,12.45,12.063,12.149,1144826.0
2020-08-30,12.157,12.45,12.063,12.149,1144826.0
2020-08-31,12.114,12.166,11.874,12.003,1772052.0
2020-09-01,11.891,12.175,11.788,12.011,1078083.0
2020-09-02,12.2,12.2,11.659,11.797,1217628.0
2020-09-03,11.754,11.925,11.462,11.496,1480149.0
2020-09-04,11.539,11.702,11.178,11.272,1246529.0
2020-09-05,11.539,11.702,11.178,11.272,1246529.0
2020-09-06,11.539,11.702,11.178,11.272,1246529.0
2020-09-07,11.255,11.255,10.817,10.886,500431.0
2020-09-08,10.955,11.255,10.929,11.083,2330033.0
2020-09-09,11.101,11.144,10.817,10.877,2196181.0
2020-09-10,10.929,11.118,10.396,10.697,2376481.0
2020-09-11,10.74,11.169,10.405,10.912,1564289.0
2020-09-12,10.74,11.169,10.405,10.912,1564289.0
2020-09-13,10.74,11.169,10.405,10.912,1564289.0
2020-09-14,10.886,11.247,10.826,11.126,763504.0
2020-09-15,11.169,11.436,11.066,11.272,832959.0
2020-09-16,11.169,11.436,11.066,11.272,832959.0
2020-09-17,11.23,11.9,11.075,11.633,3351679.0
2020-09-18,11.513,12.527,11.298,12.321,27356092.0
2020-09-19,11.513,12.527,11.298,12.321,27356092.0
2020-09-20,11.513,12.527,11.298,12.321,27356092.0
2020-09-21,12.295,12.321,11.771,11.96,2305683.0
2020-09-22,12.02,12.235,11.857,12.029,2113888.0
2020-09-23,12.157,12.544,11.883,12.175,2479608.0
2020-09-24,12.046,12.346,11.719,12.08,2012572.0
2020-09-25,12.072,12.08,11.728,11.865,1370215.0
2020-09-26,12.072,12.08,11.728,11.865,1370215.0
2020-09-27,12.072,12.08,11.728,11.865,1370215.0
2020-09-28,12.011,12.243,11.857,12.063,1485850.0
2020-09-29,12.097,12.123,11.874,11.943,1428664.0
2020-09-30,11.943,12.157,11.9,12.089,836942.0
2020-10-01,12.123,12.329,11.814,11.831,774384.0
2020-10-02,11.814,12.003,11.608,11.891,1353803.0
2020-10-03,11.814,12.003,11.608,11.891,1353803.0
2020-10-04,11.814,12.003,11.608,11.891,1353803.0
2020-10-05,11.797,12.02,11.668,11.84,3676785.0
2020-10-06,12.011,12.243,11.762,11.874,2737109.0
2020-10-07,11.831,11.96,11.608,11.797,1109963.0
2020-10-08,11.805,12.613,11.805,12.544,1760648.0
2020-10-09,12.587,13.541,12.415,13.446,1944943.0
2020-10-10,12.587,13.541,12.415,13.446,1944943.0
2020-10-11,12.587,13.541,12.415,13.446,1944943.0
2020-10-12,13.446,13.996,12.922,13.91,1368013.0
2020-10-13,13.936,14.159,13.79,13.902,1617517.0
2020-10-14,13.953,13.953,13.42,13.704,666302.0
2020-10-15,13.506,13.652,13.034,13.128,789090.0
2020-10-16,13.188,13.206,12.871,13.154,393442.0
2020-10-17,13.188,13.206,12.871,13.154,393442.0
2020-10-18,13.188,13.206,12.871,13.154,393442.0
2020-10-19,13.214,13.609,13.051,13.326,1255365.0
2020-10-20,13.549,13.927,13.524,13.867,655175.0
2020-10-21,13.876,14.108,13.455,14.005,770157.0
2020-10-22,14.065,14.073,13.584,13.738,987798.0
2020-10-23,13.91,14.091,13.73,14.022,743782.0
2020-10-24,13.91,14.091,13.73,14.022,743782.0
2020-10-25,13.91,14.091,13.73,14.022,743782.0
2020-10-26,14.082,14.082,13.609,13.798,338111.0
2020-10-27,13.841,13.988,13.085,13.249,887973.0
2020-10-28,13.128,13.163,12.733,13.034,509080.0
2020-10-29,12.802,12.845,12.252,12.733,1483050.0
2020-10-30,12.673,13.575,12.535,13.455,2680084.0
2020-10-31,12.673,13.575,12.535,13.455,2680084.0
2020-11-01,12.673,13.575,12.535,13.455,2680084.0
2020-11-02,12.673,13.575,12.535,13.455,2680084.0
2020-11-03,13.446,14.116,13.412,13.833,1982739.0
2020-11-04,13.687,13.773,13.36,13.592,609254.0
2020-11-05,13.584,13.979,13.584,13.738,1621970.0
2020-11-06,13.73,14.228,13.704,14.159,5252943.0
2020-11-07,13.73,14.228,13.704,14.159,5252943.0
2020-11-08,13.73,14.228,13.704,14.159,5252943.0
2020-11-09,14.443,15.775,14.443,15.474,2762410.0
2020-11-10,15.611,16.282,15.508,16.178,1676667.0
2020-11-11,16.282,16.823,16.247,16.419,5233502.0
2020-11-12,16.393,16.745,16.178,16.221,1387267.0
2020-11-13,16.187,16.496,16.11,16.178,950953.0
2020-11-14,16.187,16.496,16.11,16.178,950953.0
2020-11-15,16.187,16.496,16.11,16.178,950953.0
2020-11-16,16.187,16.496,16.11,16.178,950953.0
2020-11-17,16.41,16.788,16.324,16.41,1988878.0
2020-11-18,16.496,17.356,16.385,17.132,2050561.0
2020-11-19,17.192,17.398,17.038,17.295,1287717.0
2020-11-20,17.356,17.871,17.356,17.459,639872.0
2020-11-21,17.356,17.871,17.356,17.459,639872.0
2020-11-22,17.356,17.871,17.356,17.459,639872.0
2020-11-23,17.467,17.94,17.055,17.862,1603333.0
2020-11-24,18.017,19.203,18.017,19.04,1177420.0
2020-11-25,19.117,19.117,17.888,18.318,992618.0
2020-11-26,18.412,19.16,18.06,18.67,135745.0
2020-11-27,18.756,19.4,18.232,18.911,1019348.0
2020-11-28,18.756,19.4,18.232,18.911,1019348.0
2020-11-29,18.756,19.4,18.232,18.911,1019348.0
2020-11-30,18.876,18.911,17.983,18.112,1429560.0
2020-12-01,18.275,18.833,18.12,18.404,1427900.0
2020-12-02,18.661,18.799,18.404,18.739,586770.0
2020-12-03,18.644,19.168,18.644,19.065,841334.0
2020-12-04,19.117,19.486,18.73,18.885,3803050.0
2020-12-05,19.117,19.486,18.73,18.885,3803050.0
2020-12-06,19.117,19.486,18.73,18.885,3803050.0
2020-12-07,18.713,18.808,18.146,18.24,986023.0
2020-12-08,18.189,18.421,18.0,18.326,1233149.0
2020-12-09,18.412,18.412,17.88,18.069,299822.0
2020-12-10,18.155,18.782,17.966,18.593,624766.0
2020-12-11,18.679,18.868,18.069,18.773,1043447.0
2020-12-12,18.679,18.868,18.069,18.773,1043447.0
2020-12-13,18.679,18.868,18.069,18.773,1043447.0
2020-12-14,18.67,18.928,18.404,18.67,1027237.0
2020-12-15,18.67,18.782,18.18,18.232,562548.0
2020-12-16,18.137,18.481,17.905,18.189,1056251.0
2020-12-17,18.215,18.318,17.88,18.189,1092210.0
2020-12-18,18.292,18.301,17.545,17.794,3308387.0
2020-12-19,18.292,18.301,17.545,17.794,3308387.0
2020-12-20,18.292,18.301,17.545,17.794,3308387.0
2020-12-21,17.699,17.914,17.364,17.51,276473.0
2020-12-22,17.441,17.613,16.582,16.917,850313.0
2020-12-23,17.029,17.596,17.029,17.407,1023074.0
2020-12-24,17.261,17.347,17.098,17.218,131779.0
2020-12-25,17.261,17.347,17.098,17.218,131779.0
2020-12-26,17.261,17.347,17.098,17.218,131779.0
2020-12-27,17.261,17.347,17.098,17.218,131779.0
2020-12-28,17.356,17.957,17.356,17.888,599721.0
2020-12-29,17.957,18.129,17.648,18.026,676310.0
2020-12-30,18.034,18.258,17.536,17.854,668685.0
2020-12-31,17.691,17.768,17.304,17.45,305691.0
2021-01-01,17.691,17.768,17.304,17.45,305691.0
2021-01-02,17.691,17.768,17.304,17.45,305691.0
2021-01-03,17.691,17.768,17.304,17.45,305691.0
2021-01-04,17.587,17.656,17.347,17.441,556027.0
2021-01-05,17.39,17.51,17.158,17.192,852971.0
2021-01-06,17.192,17.966,17.184,17.828,653329.0
2021-01-07,18.0,18.902,18.0,18.842,853763.0
2021-01-08,18.902,19.332,18.619,19.22,3293220.0
2021-01-09,18.902,19.332,18.619,19.22,3293220.0
2021-01-10,18.902,19.332,18.619,19.22,3293220.0
2021-01-11,19.4,19.4,18.378,18.507,264310.0
2021-01-12,18.507,18.619,17.734,18.043,1040595.0
2021-01-13,18.043,18.215,17.819,18.137,505595.0
2021-01-14,18.172,18.859,17.948,18.361,1207165.0
2021-01-15,18.301,18.842,17.983,18.232,432519.0
2021-01-16,18.301,18.842,17.983,18.232,432519.0
2021-01-17,18.301,18.842,17.983,18.232,432519.0
2021-01-18,18.404,18.515,17.742,17.768,223388.0
2021-01-19,17.94,18.627,17.94,18.472,1328058.0
2021-01-20,18.429,18.429,17.88,18.215,1056514.0
2021-01-21,18.318,18.318,17.622,17.742,870032.0
2021-01-22,17.648,18.026,17.441,17.966,982175.0
2021-01-23,17.648,18.026,17.441,17.966,982175.0
2021-01-24,17.648,18.026,17.441,17.966,982175.0
2021-01-25,17.828,18.034,17.682,17.777,402767.0
2021-01-26,18.017,18.301,17.665,18.206,624217.0
2021-01-27,17.914,18.0,17.441,17.725,1809794.0
2021-01-28,17.63,17.974,17.545,17.691,629465.0
2021-01-29,17.622,17.725,17.227,17.484,673410.0
2021-01-30,17.622,17.725,17.227,17.484,673410.0
2021-01-31,17.622,17.725,17.227,17.484,673410.0
2021-02-01,17.622,17.725,17.227,17.484,673410.0
2021-02-02,17.347,17.854,17.201,17.347,1065492.0
2021-02-03,17.553,17.751,17.424,17.708,480391.0
2021-02-04,17.347,18.086,17.347,17.837,2411583.0
2021-02-05,17.802,18.008,17.63,17.734,3891806.0
2021-02-06,17.802,18.008,17.63,17.734,3891806.0
2021-02-07,17.802,18.008,17.63,17.734,3891806.0
2021-02-08,17.88,18.232,17.716,17.819,1482952.0
2021-02-09,17.682,17.905,17.57,17.639,1006438.0
2021-02-10,17.648,17.699,17.304,17.356,470085.0
2021-02-11,17.287,17.545,17.192,17.467,362500.0
2021-02-12,17.493,17.691,17.192,17.227,1464323.0
2021-02-13,17.493,17.691,17.192,17.227,1464323.0
2021-02-14,17.493,17.691,17.192,17.227,1464323.0
2021-02-15,17.235,17.27,16.797,16.9,461855.0
2021-02-16,17.433,17.665,17.106,17.175,1718907.0
2021-02-17,17.184,17.536,17.063,17.467,945286.0
2021-02-18,17.527,17.648,17.012,17.261,1095712.0
2021-02-19,17.381,17.587,17.209,17.252,1016932.0
2021-02-20,17.381,17.587,17.209,17.252,1016932.0
2021-02-21,17.381,17.587,17.209,17.252,1016932.0
2021-02-22,17.287,17.794,17.287,17.441,470406.0
2021-02-23,17.639,17.639,17.012,17.287,1182673.0
2021-02-24,17.373,17.373,17.046,17.098,1230195.0
2021-02-25,17.416,17.441,16.9,16.977,680064.0
2021-02-26,16.986,17.141,16.78,17.02,358754.0
2021-02-27,16.986,17.141,16.78,17.02,358754.0
2021-02-28,16.986,17.141,16.78,17.02,358754.0
2021-03-01,16.935,17.046,16.763,16.771,239482.0
2021-03-02,16.754,16.892,16.556,16.599,1591199.0
2021-03-03,16.531,16.926,16.531,16.831,2413551.0
2021-03-04,16.892,17.166,16.694,16.952,1381442.0
2021-03-05,17.141,17.166,16.917,17.003,1262811.0
2021-03-06,17.141,17.166,16.917,17.003,1262811.0
2021-03-07,17.141,17.166,16.917,17.003,1262811.0
2021-03-08,16.986,17.536,16.986,17.476,1285610.0
2021-03-09,17.244,17.828,17.038,17.751,401366.0
2021-03-10,17.742,18.129,17.235,17.777,856156.0
2021-03-11,17.553,17.923,17.519,17.811,446268.0
2021-03-12,17.819,18.043,17.596,17.966,558331.0
2021-03-13,17.819,18.043,17.596,17.966,558331.0
2021-03-14,17.819,18.043,17.596,17.966,558331.0
2021-03-15,17.819,18.043,17.596,17.966,558331.0
2021-03-16,18.026,18.026,16.977,17.149,4904007.0
2021-03-17,17.295,17.484,16.324,16.445,5669749.0
2021-03-18,16.694,16.694,16.067,16.342,2684735.0
2021-03-19,16.204,16.771,15.629,16.642,52383638.0
2021-03-20,16.204,16.771,15.629,16.642,52383638.0
2021-03-21,16.204,16.771,15.629,16.642,52383638.0
2021-03-22,16.599,17.012,16.479,16.892,698271.0
2021-03-23,16.909,16.926,16.522,16.857,540609.0
2021-03-24,16.857,16.917,16.428,16.556,373207.0
2021-03-25,16.514,16.771,16.333,16.591,312134.0
2021-03-26,17.166,19.89,17.166,19.521,7256108.0
2021-03-27,17.166,19.89,17.166,19.521,7256108.0
2021-03-28,17.166,19.89,17.166,19.521,7256108.0
2021-03-29,19.761,19.761,19.082,19.237,3478719.0
2021-03-30,19.297,19.323,18.945,19.237,4927875.0
2021-03-31,19.211,19.486,19.031,19.349,1427246.0
2021-04-01,19.211,19.486,19.031,19.349,1427246.0
2021-04-02,19.211,19.486,19.031,19.349,1427246.0
2021-04-03,19.211,19.486,19.031,19.349,1427246.0
2021-04-04,19.211,19.486,19.031,19.349,1427246.0
2021-04-05,19.16,19.375,18.945,19.297,607812.0
2021-04-06,19.237,19.503,19.229,19.469,394263.0
2021-04-07,19.366,19.572,19.28,19.538,812729.0
2021-04-08,19.426,19.538,19.323,19.495,1426847.0
2021-04-09,19.469,19.589,19.461,19.546,160517.0
2021-04-10,19.469,19.589,19.461,19.546,160517.0
2021-04-11,19.469,19.589,19.461,19.546,160517.0
2021-04-12,19.461,19.598,19.383,19.512,196493.0
2021-04-13,19.375,19.495,19.375,19.478,850381.0
2021-04-14,19.667,19.667,19.435,19.452,1261858.0
2021-04-15,19.538,19.538,19.418,19.486,936381.0
2021-04-16,19.452,19.521,19.375,19.478,3037669.0
2021-04-17,19.452,19.521,19.375,19.478,3037669.0
2021-04-18,19.452,19.521,19.375,19.478,3037669.0
2021-04-19,19.461,19.615,19.237,19.34,4245052.0
2021-04-20,19.383,19.443,19.246,19.375,4914863.0
2021-04-21,19.4,19.503,19.297,19.332,2704989.0
2021-04-22,19.168,19.469,19.168,19.418,1392954.0
2021-04-23,19.418,19.469,19.289,19.435,1232778.0
2021-04-24,19.418,19.469,19.289,19.435,1232778.0
2021-04-25,19.418,19.469,19.289,19.435,1232778.0
2021-04-26,19.503,19.589,19.332,19.521,169193.0
2021-04-27,19.564,19.624,19.375,19.469,221589.0
2021-04-28,19.4,19.607,19.383,19.486,886710.0
2021-04-29,19.546,19.624,19.349,19.512,8582647.0
2021-04-30,19.478,19.753,19.461,19.641,930512.0
2021-05-01,19.478,19.753,19.461,19.641,930512.0
2021-05-02,19.478,19.753,19.461,19.641,930512.0
2021-05-03,19.718,19.718,19.426,19.461,4506529.0
2021-05-04,19.461,19.589,19.426,19.486,1400797.0
2021-05-05,19.469,19.546,19.426,19.469,637675.0
2021-05-06,19.469,19.692,19.443,19.624,1318931.0
2021-05-07,19.521,19.675,19.469,19.624,189024.0
2021-05-08,19.521,19.675,19.469,19.624,189024.0
2021-05-09,19.521,19.675,19.469,19.624,189024.0
2021-05-10,19.615,19.701,19.503,19.538,2505713.0
2021-05-11,19.581,19.821,19.435,19.607,541425.0
2021-05-12,19.778,19.787,19.589,19.675,2625987.0
2021-05-13,19.65,19.89,19.65,19.778,63586.0
2021-05-14,19.804,19.942,19.744,19.839,1286063.0
2021-05-15,19.804,19.942,19.744,19.839,1286063.0
2021-05-16,19.804,19.942,19.744,19.839,1286063.0
2021-05-17,19.899,19.924,19.71,19.77,253753.0
2021-05-18,19.933,20.191,19.882,20.045,225365.0
2021-05-19,20.053,20.105,19.882,20.062,113501.0
2021-05-20,19.993,20.148,19.744,19.899,711005.0
2021-05-21,20.088,20.174,20.019,20.062,617015.0
2021-05-22,20.088,20.174,20.019,20.062,617015.0
2021-05-23,20.088,20.174,20.019,20.062,617015.0
2021-05-24,20.053,20.165,19.976,19.993,2740473.0
2021-05-25,20.191,20.449,20.148,20.44,329263.0
2021-05-26,20.449,20.449,20.268,20.388,520452.0
2021-05-27,20.303,20.388,20.182,20.234,1961711.0
2021-05-28,20.148,20.26,20.148,20.208,631770.0
2021-05-29,20.148,20.26,20.148,20.208,631770.0
2021-05-30,20.148,20.26,20.148,20.208,631770.0
2021-05-31,20.234,20.328,20.148,20.208,15644.0
2021-06-01,20.277,20.277,20.139,20.191,620860.0
2021-06-02,20.199,20.337,20.113,20.26,868804.0
2021-06-03,20.217,20.234,20.062,20.105,33275.0
2021-06-04,20.053,20.449,19.976,20.285,3086388.0
2021-06-05,20.053,20.449,19.976,20.285,3086388.0
2021-06-06,20.053,20.449,19.976,20.285,3086388.0
2021-06-07,20.371,20.895,20.251,20.835,7241220.0
2021-06-08,20.724,20.981,20.724,20.921,3549732.0
2021-06-09,20.878,21.608,20.758,21.523,9418035.0
2021-06-10,21.617,22.253,21.617,22.201,4723996.0
2021-06-11,22.261,23.0,22.244,22.287,5890914.0
2021-06-12,22.261,23.0,22.244,22.287,5890914.0
2021-06-13,22.261,23.0,22.244,22.287,5890914.0
2021-06-14,22.253,22.519,21.608,22.15,1705894.0
2021-06-15,22.133,22.416,22.012,22.115,2011401.0
2021-06-16,22.08,22.518,22.028,22.316,2078600.0
2021-06-17,22.553,22.588,22.142,22.343,792990.0
2021-06-18,22.238,22.518,22.142,22.229,549984.0
2021-06-19,22.238,22.518,22.142,22.229,549984.0
2021-06-20,22.238,22.518,22.142,22.229,549984.0
2021-06-21,22.238,22.273,22.002,22.089,331738.0
2021-06-22,22.159,22.474,21.836,21.905,188232.0
2021-06-23,21.871,21.975,21.687,21.722,240272.0
2021-06-24,21.617,22.177,21.468,22.098,497260.0
2021-06-25,21.958,22.133,21.888,22.089,228053.0
2021-06-26,21.958,22.133,21.888,22.089,228053.0
2021-06-27,21.958,22.133,21.888,22.089,228053.0
2021-06-28,22.212,22.212,21.608,21.766,334317.0
2021-06-29,21.827,22.063,21.731,22.028,391733.0
2021-06-30,22.203,22.203,21.809,21.923,318278.0
2021-07-01,22.045,22.212,21.713,22.159,427868.0
2021-07-02,21.905,21.932,21.748,21.897,569283.0
2021-07-03,21.905,21.932,21.748,21.897,569283.0
2021-07-04,21.905,21.932,21.748,21.897,569283.0
2021-07-05,21.862,21.897,21.862,21.871,5167.0
2021-07-06,21.888,21.888,21.083,21.276,1395589.0
2021-07-07,21.276,21.573,21.136,21.258,1101690.0
2021-07-08,21.022,21.188,20.987,21.083,1758664.0
2021-07-09,21.127,21.127,20.979,21.057,631840.0
2021-07-10,21.127,21.127,20.979,21.057,631840.0
2021-07-11,21.127,21.127,20.979,21.057,631840.0
2021-07-12,20.891,21.049,20.856,20.987,200287.0
2021-07-13,21.04,21.066,20.734,20.777,345670.0
2021-07-14,20.725,21.425,20.655,21.337,2973717.0
2021-07-15,21.145,21.223,20.603,20.795,576057.0
2021-07-16,20.76,21.101,20.716,21.014,135074.0
2021-07-17,20.76,21.101,20.716,21.014,135074.0
2021-07-18,20.76,21.101,20.716,21.014,135074.0
2021-07-19,20.725,20.742,20.384,20.541,369887.0
2021-07-20,20.725,20.83,20.375,20.681,480479.0
2021-07-21,20.769,21.014,20.664,20.76,49252.0
2021-07-22,20.594,20.716,20.489,20.576,306104.0
2021-07-23,20.594,20.594,20.261,20.463,749671.0
2021-07-24,20.594,20.594,20.261,20.463,749671.0
2021-07-25,20.594,20.594,20.261,20.463,749671.0
2021-07-26,20.603,20.926,20.48,20.769,78478.0
2021-07-27,20.725,21.005,20.664,20.742,137195.0
2021-07-28,20.699,20.83,20.471,20.585,154387.0
2021-07-29,20.874,20.874,20.087,20.55,281476.0
2021-07-30,20.445,20.672,20.288,20.62,288694.0
2021-07-31,20.445,20.672,20.288,20.62,288694.0
2021-08-01,20.445,20.672,20.288,20.62,288694.0
2021-08-02,20.436,20.987,20.358,20.401,188501.0
2021-08-03,20.41,20.629,20.34,20.559,475422.0
2021-08-04,20.428,20.515,20.253,20.454,139637.0
2021-08-05,20.358,20.498,19.824,19.99,3374874.0
2021-08-06,20.157,20.603,20.157,20.576,54265.0
2021-08-07,20.157,20.603,20.157,20.576,54265.0
2021-08-08,20.157,20.603,20.157,20.576,54265.0
2021-08-09,20.34,20.655,20.34,20.471,112452.0
2021-08-10,20.48,20.568,20.34,20.454,155834.0
2021-08-11,20.55,20.725,20.55,20.629,452600.0
2021-08-12,20.524,20.839,20.515,20.769,282278.0
2021-08-13,20.699,20.865,20.699,20.786,35393.0
2021-08-14,20.699,20.865,20.699,20.786,35393.0
2021-08-15,20.699,20.865,20.699,20.786,35393.0
2021-08-16,20.454,20.795,20.358,20.506,183117.0
2021-08-17,20.611,20.882,20.506,20.646,720285.0
2021-08-18,20.76,20.821,20.585,20.742,394759.0
2021-08-19,20.664,20.664,20.227,20.41,157934.0
2021-08-20,20.533,20.638,20.436,20.436,57310.0
2021-08-21,20.533,20.638,20.436,20.436,57310.0
2021-08-22,20.533,20.638,20.436,20.436,57310.0
2021-08-23,20.69,20.795,20.13,20.515,211455.0
2021-08-24,20.314,20.812,20.314,20.777,425128.0
2021-08-25,20.944,20.987,20.69,20.76,74534.0
2021-08-26,20.646,20.865,20.646,20.847,89931.0
2021-08-27,20.944,20.987,20.428,20.489,268174.0
2021-08-28,20.944,20.987,20.428,20.489,268174.0
2021-08-29,20.944,20.987,20.428,20.489,268174.0
2021-08-30,20.541,20.62,20.349,20.498,299140.0
2021-08-31,20.69,20.69,20.331,20.48,518332.0
2021-09-01,20.471,20.681,20.471,20.55,97187.0
2021-09-02,20.524,20.777,20.358,20.515,198678.0
2021-09-03,20.498,20.533,20.454,20.515,1009814.0
2021-09-04,20.498,20.533,20.454,20.515,1009814.0
2021-09-05,20.498,20.533,20.454,20.515,1009814.0
2021-09-06,20.393,20.777,20.393,20.742,13485.0
2021-09-07,20.506,20.629,20.463,20.524,446131.0
2021-09-08,20.533,20.672,20.349,20.41,976561.0
2021-09-09,20.41,20.55,20.253,20.323,258298.0
2021-09-10,20.288,20.296,20.218,20.244,67021.0
2021-09-11,20.288,20.296,20.218,20.244,67021.0
2021-09-12,20.288,20.296,20.218,20.244,67021.0
2021-09-13,20.253,20.288,20.113,20.122,209109.0
2021-09-14,20.008,20.235,19.912,19.973,400797.0
2021-09-15,20.008,20.034,19.92,19.982,417068.0
2021-09-16,20.008,20.034,19.92,19.982,417068.0
2021-09-17,19.982,20.638,19.894,20.471,1260152.0
2021-09-18,19.982,20.638,19.894,20.471,1260152.0
2021-09-19,19.982,20.638,19.894,20.471,1260152.0
2021-09-20,20.218,20.314,20.06,20.069,350952.0
2021-09-21,20.069,20.174,20.025,20.122,248380.0
2021-09-22,20.174,20.288,19.929,20.017,1057288.0
2021-09-23,20.017,20.366,19.955,20.323,260687.0
2021-09-24,20.331,20.401,20.043,20.209,2404800.0
2021-09-25,20.331,20.401,20.043,20.209,2404800.0
2021-09-26,20.331,20.401,20.043,20.209,2404800.0
2021-09-27,20.384,20.428,20.017,20.253,499615.0
