,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2013-09-02,145.21,145.21,141.69,144.7,8830.0
2013-09-03,144.04,145.21,142.12,144.82,10228.0
2013-09-04,145.21,146.39,140.91,146.11,23441.0
2013-09-05,145.6,150.07,143.26,147.48,10738.0
2013-09-06,147.91,147.91,144.82,146.54,6137.0
2013-09-07,147.91,147.91,144.82,146.54,6137.0
2013-09-08,147.91,147.91,144.82,146.54,6137.0
2013-09-09,147.91,147.91,144.82,146.54,6137.0
2013-09-10,142.75,147.56,142.75,147.4,12017.0
2013-09-11,148.5,148.5,140.91,147.6,19463.0
2013-09-12,148.74,148.74,143.26,144.82,22486.0
2013-09-13,144.04,144.94,142.79,144.35,3542.0
2013-09-14,144.04,144.94,142.79,144.35,3542.0
2013-09-15,144.04,144.94,142.79,144.35,3542.0
2013-09-16,144.74,147.87,139.34,142.71,12096.0
2013-09-17,142.71,144.82,140.12,141.89,1872.0
2013-09-18,143.06,143.49,141.1,142.32,2903.0
2013-09-19,143.45,143.45,139.62,141.89,3863.0
2013-09-20,141.69,146.39,137.81,145.09,18643.0
2013-09-21,141.69,146.39,137.81,145.09,18643.0
2013-09-22,141.69,146.39,137.81,145.09,18643.0
2013-09-23,146.74,147.13,141.73,144.47,2157.0
2013-09-24,147.01,147.17,142.55,145.68,5396.0
2013-09-25,144.27,149.52,143.96,148.66,52499.0
2013-09-26,149.52,151.83,147.95,149.44,118540.0
2013-09-27,148.54,160.48,148.54,157.78,139366.0
2013-09-28,148.54,160.48,148.54,157.78,139366.0
2013-09-29,148.54,160.48,148.54,157.78,139366.0
2013-09-30,157.35,172.61,157.35,166.58,283557.0
2013-10-01,167.56,174.02,165.64,170.54,182755.0
2013-10-02,167.56,174.02,165.64,170.54,182755.0
2013-10-03,173.0,173.0,164.39,166.58,44600.0
2013-10-04,166.58,166.78,160.56,162.67,15816.0
2013-10-05,166.58,166.78,160.56,162.67,15816.0
2013-10-06,166.58,166.78,160.56,162.67,15816.0
2013-10-07,162.83,169.68,159.81,166.43,25325.0
2013-10-08,167.52,171.28,166.35,169.44,23714.0
2013-10-09,166.04,170.22,166.04,167.56,7518.0
2013-10-10,165.96,172.22,158.4,170.26,108955.0
2013-10-11,167.01,174.53,167.01,170.38,43827.0
2013-10-12,167.01,174.53,167.01,170.38,43827.0
2013-10-13,167.01,174.53,167.01,170.38,43827.0
2013-10-14,174.37,176.92,168.11,175.23,86437.0
2013-10-15,175.43,179.15,173.12,176.21,179833.0
2013-10-16,175.43,179.15,173.12,176.21,179833.0
2013-10-17,175.35,192.42,175.35,188.62,508818.0
2013-10-18,190.58,193.2,178.48,182.83,4528457.0
2013-10-19,190.58,193.2,178.48,182.83,4528457.0
2013-10-20,190.58,193.2,178.48,182.83,4528457.0
2013-10-21,180.05,183.96,170.89,174.33,57820.0
2013-10-22,175.9,183.49,173.79,177.43,52612.0
2013-10-23,175.35,178.29,170.65,173.82,55570.0
2013-10-24,176.06,180.83,173.98,179.77,29090.0
2013-10-25,178.52,193.36,175.23,179.58,192707.0
2013-10-26,178.52,193.36,175.23,179.58,192707.0
2013-10-27,178.52,193.36,175.23,179.58,192707.0
2013-10-28,179.26,188.42,177.11,183.1,38374.0
2013-10-29,184.68,191.08,184.68,189.54,53205.0
2013-10-30,186.34,201.66,186.34,199.92,120895.0
2013-10-31,200.08,201.54,193.52,199.21,28557.0
2013-11-01,200.55,201.34,191.86,196.13,14947.0
2013-11-02,200.55,201.34,191.86,196.13,14947.0
2013-11-03,197.39,201.34,194.23,197.51,8939.0
2013-11-04,197.39,201.34,194.23,197.51,8939.0
2013-11-05,197.39,201.34,191.94,198.89,26803.0
2013-11-06,198.97,201.34,194.23,196.29,31107.0
2013-11-07,194.94,199.6,192.69,198.3,15153.0
2013-11-08,195.18,199.21,192.65,194.12,13430.0
2013-11-09,195.18,199.21,192.65,194.12,13430.0
2013-11-10,195.18,199.21,192.65,194.12,13430.0
2013-11-11,194.43,200.55,194.27,197.39,89832.0
2013-11-12,198.81,198.81,192.85,193.37,16677.0
2013-11-13,193.72,198.81,193.25,197.39,17695.0
2013-11-14,197.39,218.55,197.0,212.71,118942.0
2013-11-15,197.39,218.55,197.0,212.71,118942.0
2013-11-16,197.39,218.55,197.0,212.71,118942.0
2013-11-17,197.39,218.55,197.0,212.71,118942.0
2013-11-18,210.14,228.15,210.14,216.89,132933.0
2013-11-19,217.13,222.46,212.39,213.38,40306.0
2013-11-20,207.3,216.74,207.3,211.45,16565.0
2013-11-21,212.55,224.55,210.02,220.41,69129.0
2013-11-22,218.04,227.36,218.04,224.43,70083.0
2013-11-23,218.04,227.36,218.04,224.43,70083.0
2013-11-24,218.04,227.36,218.04,224.43,70083.0
2013-11-25,228.97,229.25,218.99,221.87,39557.0
2013-11-26,226.96,226.96,219.97,222.78,23877.0
2013-11-27,226.61,226.61,213.18,216.74,16558.0
2013-11-28,215.55,219.46,213.18,214.49,5704.0
2013-11-29,214.68,217.13,211.25,214.84,43785.0
2013-11-30,214.68,217.13,211.25,214.84,43785.0
2013-12-01,214.68,217.13,211.25,214.84,43785.0
2013-12-02,216.1,218.0,206.08,208.96,18721.0
2013-12-03,209.24,219.5,208.68,217.17,25070.0
2013-12-04,217.53,236.51,214.05,228.22,1000043.0
2013-12-05,228.22,233.71,217.13,218.51,62891.0
2013-12-06,218.71,229.17,218.39,225.34,45982.0
2013-12-07,218.71,229.17,218.39,225.34,45982.0
2013-12-08,218.71,229.17,218.39,225.34,45982.0
2013-12-09,217.13,232.92,217.13,229.8,130004.0
2013-12-10,230.55,237.66,227.99,235.57,97356.0
2013-12-11,235.29,245.91,234.58,243.27,169208.0
2013-12-12,241.21,253.45,234.5,242.12,1433201.0
2013-12-13,236.95,240.74,231.97,234.46,93954.0
2013-12-14,236.95,240.74,231.97,234.46,93954.0
2013-12-15,236.95,240.74,231.97,234.46,93954.0
2013-12-16,237.62,242.24,232.45,238.45,53424.0
2013-12-17,242.32,251.08,240.03,247.57,176889.0
2013-12-18,251.04,251.44,245.24,249.11,37568.0
2013-12-19,251.04,251.08,245.24,247.41,48788.0
2013-12-20,247.92,258.19,245.16,256.29,242051.0
2013-12-21,247.92,258.19,245.16,256.29,242051.0
2013-12-22,247.92,258.19,245.16,256.29,242051.0
2013-12-23,254.71,265.73,250.29,264.23,119340.0
2013-12-24,258.19,275.95,256.61,260.44,1128283.0
2013-12-25,258.19,275.95,256.61,260.44,1128283.0
2013-12-26,259.77,272.4,257.4,269.44,60520.0
2013-12-27,270.03,273.82,261.35,268.14,49615.0
2013-12-28,270.03,273.82,261.35,268.14,49615.0
2013-12-29,270.03,273.82,261.35,268.14,49615.0
2013-12-30,267.66,276.74,264.51,266.04,39716.0
2013-12-31,268.45,272.68,264.51,269.52,52907.0
2014-01-01,270.07,275.56,266.91,268.26,29947.0
2014-01-02,271.02,271.02,262.93,267.39,57513.0
2014-01-03,268.45,270.23,262.93,269.72,24191.0
2014-01-04,268.45,270.23,262.93,269.72,24191.0
2014-01-05,268.45,270.23,262.93,269.72,24191.0
2014-01-06,270.03,270.74,265.65,269.68,62572.0
2014-01-07,275.01,275.01,267.27,269.95,29083.0
2014-01-08,272.95,299.01,266.91,275.76,146424.0
2014-01-09,278.2,282.67,270.62,275.72,38531.0
2014-01-10,277.14,280.45,273.19,275.87,71585.0
2014-01-11,277.14,280.45,273.19,275.87,71585.0
2014-01-12,277.14,280.45,273.19,275.87,71585.0
2014-01-13,277.93,285.78,277.18,280.93,98964.0
2014-01-14,281.68,285.82,275.56,283.89,32087.0
2014-01-15,285.03,285.82,257.48,260.64,1420341.0
2014-01-16,263.72,283.45,263.2,273.78,762342.0
2014-01-17,275.52,278.95,270.03,274.49,139216.0
2014-01-18,275.52,278.95,270.03,274.49,139216.0
2014-01-19,275.52,278.95,270.03,274.49,139216.0
2014-01-20,276.27,284.24,272.4,281.8,45172.0
2014-01-21,283.42,303.98,281.8,301.69,219645.0
2014-01-22,300.83,305.56,295.38,298.85,69217.0
2014-01-23,300.83,300.83,281.92,285.67,31360.0
2014-01-24,295.3,295.3,284.24,286.69,22094.0
2014-01-25,295.3,295.3,284.24,286.69,22094.0
2014-01-26,295.3,295.3,284.24,286.69,22094.0
2014-01-27,284.24,288.19,277.14,280.61,25454.0
2014-01-28,280.3,288.94,276.63,285.31,40208.0
2014-01-29,286.61,287.24,278.4,280.06,33779.0
2014-01-30,276.35,278.68,270.07,274.26,10999.0
2014-01-31,273.35,284.24,273.35,281.44,17278.0
2014-02-01,273.35,284.24,273.35,281.44,17278.0
2014-02-02,273.35,284.24,273.35,281.44,17278.0
2014-02-03,278.32,282.63,274.41,278.09,13972.0
2014-02-04,276.35,284.24,270.03,280.57,24123.0
2014-02-05,283.93,284.13,270.07,274.53,83336.0
2014-02-06,277.93,277.93,263.72,266.6,40180.0
2014-02-07,269.64,271.61,264.94,267.11,10131.0
2014-02-08,269.64,271.61,264.94,267.11,10131.0
2014-02-09,269.64,271.61,264.94,267.11,10131.0
2014-02-10,271.18,276.35,246.46,256.65,53397.0
2014-02-11,257.87,264.19,257.87,260.75,25035.0
2014-02-12,266.87,281.01,265.22,277.34,99155.0
2014-02-13,277.93,281.84,268.77,279.03,47287.0
2014-02-14,270.03,282.27,270.03,275.09,211957.0
2014-02-15,270.03,282.27,270.03,275.09,211957.0
2014-02-16,270.03,282.27,270.03,275.09,211957.0
2014-02-17,277.89,277.89,265.97,271.53,10272.0
2014-02-18,273.51,278.72,269.56,275.84,13927.0
2014-02-19,277.93,284.24,273.47,275.76,25583.0
2014-02-20,275.56,296.09,274.77,290.4,98317.0
2014-02-21,292.89,299.25,286.89,295.14,72953.0
2014-02-22,292.89,299.25,286.89,295.14,72953.0
2014-02-23,292.89,299.25,286.89,295.14,72953.0
2014-02-24,296.09,300.75,289.89,296.13,40217.0
2014-02-25,298.85,307.46,293.21,303.15,50430.0
2014-02-26,304.38,305.56,290.56,294.31,22275.0
2014-02-27,304.38,305.56,290.56,294.31,22275.0
2014-02-28,295.06,295.06,288.19,289.89,12574.0
2014-03-01,295.06,295.06,288.19,289.89,12574.0
2014-03-02,295.06,295.06,288.19,289.89,12574.0
2014-03-03,296.05,300.04,288.27,290.8,41634.0
2014-03-04,292.18,298.85,290.96,293.36,27517.0
2014-03-05,295.3,297.75,291.39,293.28,21794.0
2014-03-06,291.19,298.46,291.19,295.65,27639.0
2014-03-07,298.46,298.46,264.82,269.64,770627.0
2014-03-08,298.46,298.46,264.82,269.64,770627.0
2014-03-09,298.46,298.46,264.82,269.64,770627.0
2014-03-10,276.35,283.45,260.56,261.98,143663.0
2014-03-11,262.85,267.19,261.35,264.19,51178.0
2014-03-12,261.74,266.91,258.5,264.39,46436.0
2014-03-13,266.79,266.79,248.71,252.19,34035.0
2014-03-14,255.82,262.61,251.87,255.62,23750.0
2014-03-15,255.82,262.61,251.87,255.62,23750.0
2014-03-16,255.82,262.61,251.87,255.62,23750.0
2014-03-17,255.82,262.61,251.87,255.62,23750.0
2014-03-18,262.1,265.22,253.29,261.86,34207.0
2014-03-19,264.51,265.29,252.23,261.27,38694.0
2014-03-20,261.27,270.43,256.81,263.83,107556.0
2014-03-21,266.87,266.87,254.75,256.61,19884.0
2014-03-22,256.61,260.52,255.15,258.19,2752.0
2014-03-23,256.61,260.52,255.15,258.19,2752.0
2014-03-24,256.89,266.87,247.92,252.42,23331.0
2014-03-25,253.45,256.53,247.21,254.08,56519.0
2014-03-26,257.0,258.19,251.08,252.62,22134.0
2014-03-27,252.66,256.61,248.95,253.02,13691.0
2014-03-28,255.03,257.87,251.36,253.41,23510.0
2014-03-29,255.03,257.87,251.36,253.41,23510.0
2014-03-30,255.03,257.87,251.36,253.41,23510.0
2014-03-31,254.04,264.62,249.5,257.24,469936.0
2014-04-01,254.24,269.6,254.24,266.28,53322.0
2014-04-02,267.74,273.03,266.08,271.53,51504.0
2014-04-03,274.61,275.52,260.16,263.44,39906.0
2014-04-04,268.57,271.57,264.58,266.79,10996.0
2014-04-05,268.57,271.57,264.58,266.79,10996.0
2014-04-06,268.57,271.57,264.58,266.79,10996.0
2014-04-07,266.79,272.4,256.61,262.02,5301.0
2014-04-08,266.79,272.4,256.61,262.02,5301.0
2014-04-09,264.51,265.53,256.61,257.64,9871.0
2014-04-10,259.77,263.72,256.61,258.94,45814.0
2014-04-11,260.4,260.4,250.77,253.33,12194.0
2014-04-12,260.4,260.4,250.77,253.33,12194.0
2014-04-13,260.4,260.4,250.77,253.33,12194.0
2014-04-14,260.4,260.4,250.77,253.33,12194.0
2014-04-15,257.71,259.77,248.71,253.17,31397.0
2014-04-16,255.03,260.56,251.32,254.68,27690.0
2014-04-17,256.85,266.08,252.42,263.83,59178.0
2014-04-18,256.85,266.08,252.42,263.83,59178.0
2014-04-19,256.85,266.08,252.42,263.83,59178.0
2014-04-20,256.85,266.08,252.42,263.83,59178.0
2014-04-21,266.24,269.01,260.56,265.06,19717.0
2014-04-22,267.23,268.49,257.48,259.77,18379.0
2014-04-23,262.14,266.44,255.82,257.0,34621.0
2014-04-24,262.14,266.44,255.82,257.0,34621.0
2014-04-25,260.56,264.03,251.08,251.91,31789.0
2014-04-26,260.56,264.03,251.08,251.91,31789.0
2014-04-27,260.56,264.03,251.08,251.91,31789.0
2014-04-28,253.45,257.75,249.98,253.73,76862.0
2014-04-29,256.61,260.56,251.64,253.57,25501.0
2014-04-30,257.4,257.4,239.28,247.85,52838.0
2014-05-01,257.4,257.4,239.28,247.85,52838.0
2014-05-02,248.67,254.24,234.03,238.53,105080.0
2014-05-03,248.67,254.24,234.03,238.53,105080.0
2014-05-04,248.67,254.24,234.03,238.53,105080.0
2014-05-05,240.03,246.35,239.24,245.04,24812.0
2014-05-06,248.71,248.71,243.31,245.32,24163.0
2014-05-07,246.35,248.67,241.65,247.06,441532.0
2014-05-08,245.0,262.93,244.13,252.66,119794.0
2014-05-09,255.03,257.32,251.08,251.52,148962.0
2014-05-10,255.03,257.32,251.08,251.52,148962.0
2014-05-11,255.03,257.32,251.08,251.52,148962.0
2014-05-12,256.53,256.53,242.52,245.87,61568.0
2014-05-13,246.74,246.78,239.67,245.12,114043.0
2014-05-14,247.61,251.08,243.98,248.79,144529.0
2014-05-15,251.08,251.08,244.81,246.7,37076.0
2014-05-16,244.25,250.25,237.7,248.08,220902.0
2014-05-17,244.25,250.25,237.7,248.08,220902.0
2014-05-18,244.25,250.25,237.7,248.08,220902.0
2014-05-19,247.13,247.13,225.26,236.63,117361.0
2014-05-20,236.87,238.45,229.17,233.83,118789.0
2014-05-21,231.62,236.87,227.4,228.46,37782.0
2014-05-22,228.19,237.66,224.24,225.86,15468.0
2014-05-23,225.03,227.36,212.55,220.57,49787.0
2014-05-24,225.03,227.36,212.55,220.57,49787.0
2014-05-25,225.03,227.36,212.55,220.57,49787.0
2014-05-26,227.91,227.91,206.08,211.6,103976.0
2014-05-27,211.6,221.87,209.24,219.07,44606.0
2014-05-28,224.91,233.59,218.08,232.05,47270.0
2014-05-29,235.29,236.87,232.13,235.41,23472.0
2014-05-30,232.53,251.79,232.53,242.63,515668.0
2014-05-31,232.53,251.79,232.53,242.63,515668.0
2014-06-01,232.53,251.79,232.53,242.63,515668.0
2014-06-02,248.67,248.67,237.07,237.86,14838.0
2014-06-03,242.4,242.4,232.13,236.87,15301.0
2014-06-04,236.87,244.77,236.87,242.16,10826.0
2014-06-05,244.77,245.16,238.45,244.57,14805.0
2014-06-06,246.19,249.46,243.42,247.85,28039.0
2014-06-07,246.19,249.46,243.42,247.85,28039.0
2014-06-08,246.19,249.46,243.42,247.85,28039.0
2014-06-09,243.19,257.4,243.19,255.19,65231.0
2014-06-10,253.45,259.77,249.5,252.94,16947.0
2014-06-11,251.95,261.19,250.1,258.31,28937.0
2014-06-12,254.36,262.89,250.29,256.65,66638.0
2014-06-13,256.65,260.56,252.62,256.69,25396.0
2014-06-14,256.65,260.56,252.62,256.69,25396.0
2014-06-15,256.65,260.56,252.62,256.69,25396.0
2014-06-16,259.77,259.77,252.82,256.73,32908.0
2014-06-17,254.24,267.78,254.24,260.48,2023838.0
2014-06-18,264.51,269.4,258.19,260.87,1428753.0
2014-06-19,263.91,282.19,263.87,278.13,1196686.0
2014-06-20,279.15,284.24,272.4,275.4,51496.0
2014-06-21,279.15,284.24,272.4,275.4,51496.0
2014-06-22,279.15,284.24,272.4,275.4,51496.0
2014-06-23,272.4,276.35,266.08,268.37,71031.0
2014-06-24,266.87,273.98,265.69,269.01,85392.0
2014-06-25,275.52,277.93,268.49,274.85,25560.0
2014-06-26,276.35,277.93,271.33,273.39,398548.0
2014-06-27,276.23,283.53,271.81,280.93,73385.0
2014-06-28,276.23,283.53,271.81,280.93,73385.0
2014-06-29,276.23,283.53,271.81,280.93,73385.0
2014-06-30,280.3,284.99,272.4,278.84,253199.0
2014-07-01,281.09,291.35,276.35,283.89,97403.0
2014-07-02,284.32,287.36,274.89,280.18,30642.0
2014-07-03,281.13,284.17,276.39,278.44,6526.0
2014-07-04,281.2,282.67,276.43,277.34,13197.0
2014-07-05,281.2,282.67,276.43,277.34,13197.0
2014-07-06,281.2,282.67,276.43,277.34,13197.0
2014-07-07,281.88,282.67,271.61,274.69,17032.0
2014-07-08,273.19,278.72,258.98,263.64,44651.0
2014-07-09,260.75,270.82,256.61,260.6,8515.0
2014-07-10,261.59,267.73,258.96,266.09,14122.0
2014-07-11,260.16,270.12,258.96,262.43,20270.0
2014-07-12,260.16,270.12,258.96,262.43,20270.0
2014-07-13,260.16,270.12,258.96,262.43,20270.0
2014-07-14,266.09,266.09,258.96,259.52,3741.0
2014-07-15,256.97,270.12,256.97,267.93,9312.0
2014-07-16,264.14,276.09,264.14,271.35,30934.0
2014-07-17,268.6,277.01,260.16,267.53,59130.0
2014-07-18,280.32,290.68,268.6,283.31,114844.0
2014-07-19,280.32,290.68,268.6,283.31,114844.0
2014-07-20,280.32,290.68,268.6,283.31,114844.0
2014-07-21,288.45,288.45,279.68,283.11,97092.0
2014-07-22,285.26,296.17,281.27,288.33,250271.0
2014-07-23,284.46,294.02,281.31,282.39,15364.0
2014-07-24,280.56,292.03,280.56,287.45,118829.0
2014-07-25,289.68,297.21,286.05,293.62,72250.0
2014-07-26,289.68,297.21,286.05,293.62,72250.0
2014-07-27,289.68,297.21,286.05,293.62,72250.0
2014-07-28,294.82,302.79,294.82,295.9,40613.0
2014-07-29,294.82,302.79,294.82,295.9,40613.0
2014-07-30,296.01,304.38,286.81,302.15,45411.0
2014-07-31,305.97,306.77,299.6,304.9,300666.0
2014-08-01,304.38,326.69,299.0,313.27,557104.0
2014-08-02,304.38,326.69,299.0,313.27,557104.0
2014-08-03,304.38,326.69,299.0,313.27,557104.0
2014-08-04,292.43,326.65,292.43,312.47,38688.0
2014-08-05,310.88,316.93,303.86,312.11,36228.0
2014-08-06,312.35,324.26,304.78,314.42,37900.0
2014-08-07,311.55,322.71,311.15,312.63,67958.0
2014-08-08,314.58,316.53,298.8,314.02,233310.0
2014-08-09,314.58,316.53,298.8,314.02,233310.0
2014-08-10,314.58,316.53,298.8,314.02,233310.0
2014-08-11,318.72,318.72,306.37,315.02,21907.0
2014-08-12,313.94,318.96,311.87,318.29,18753.0
2014-08-13,318.72,318.96,312.47,316.33,218001.0
2014-08-14,314.74,322.71,313.15,315.86,28540.0
2014-08-15,314.74,322.71,313.15,315.86,28540.0
2014-08-16,314.74,322.71,313.15,315.86,28540.0
2014-08-17,314.74,322.71,313.15,315.86,28540.0
2014-08-18,314.74,330.68,314.74,327.85,48071.0
2014-08-19,328.96,342.63,328.92,333.66,49105.0
2014-08-20,334.66,349.8,334.66,348.01,76366.0
2014-08-21,348.72,358.56,335.86,338.09,93634.0
2014-08-22,338.64,346.61,311.95,320.8,124939.0
2014-08-23,338.64,346.61,311.95,320.8,124939.0
2014-08-24,338.64,346.61,311.95,320.8,124939.0
2014-08-25,326.45,336.25,323.11,326.81,34575.0
2014-08-26,322.99,332.91,321.91,328.92,24247.0
2014-08-27,330.68,336.25,326.69,334.74,57322.0
2014-08-28,338.64,341.03,333.07,336.73,40097.0
2014-08-29,338.64,341.03,333.07,336.73,40097.0
2014-08-30,338.64,341.03,333.07,336.73,40097.0
2014-08-31,338.64,341.03,333.07,336.73,40097.0
2014-09-01,336.37,346.61,336.25,344.38,386125.0
2014-09-02,342.31,360.16,342.19,355.54,114493.0
2014-09-03,358.56,364.06,351.11,356.05,57383.0
2014-09-04,356.05,357.77,347.13,352.03,19420.0
2014-09-05,350.6,370.52,349.0,368.33,121207.0
2014-09-06,350.6,370.52,349.0,368.33,121207.0
2014-09-07,350.6,370.52,349.0,368.33,121207.0
2014-09-08,370.52,376.09,358.56,367.21,75979.0
2014-09-09,368.13,371.15,362.55,366.61,26369.0
2014-09-10,363.46,368.92,358.56,361.39,195584.0
2014-09-11,365.74,366.49,359.36,361.83,57190.0
2014-09-12,365.74,365.74,357.77,359.44,31286.0
2014-09-13,365.74,365.74,357.77,359.44,31286.0
2014-09-14,365.74,365.74,357.77,359.44,31286.0
2014-09-15,358.56,366.53,356.97,358.56,64339.0
2014-09-16,358.56,362.51,350.6,355.22,41831.0
2014-09-17,355.38,375.93,350.6,370.44,64653.0
2014-09-18,378.17,384.22,374.5,380.32,116956.0
2014-09-19,386.45,386.45,374.58,378.48,446871.0
2014-09-20,386.45,386.45,374.58,378.48,446871.0
2014-09-21,386.45,386.45,374.58,378.48,446871.0
2014-09-22,384.1,385.42,377.76,380.41,70250.0
2014-09-23,381.69,381.69,360.92,364.13,18764.0
2014-09-24,365.65,374.11,355.51,359.16,27657.0
2014-09-25,359.16,375.28,357.48,359.8,31012.0
2014-09-26,362.85,369.66,356.03,357.56,24233.0
2014-09-27,362.85,369.66,356.03,357.56,24233.0
2014-09-28,362.85,369.66,356.03,357.56,24233.0
2014-09-29,354.43,364.85,339.99,347.41,59668.0
2014-09-30,356.03,364.85,346.01,360.12,528667.0
2014-10-01,354.71,384.9,354.11,377.44,62352.0
2014-10-02,354.71,384.9,354.11,377.44,62352.0
2014-10-03,354.71,384.9,354.11,377.44,62352.0
2014-10-04,354.71,384.9,354.11,377.44,62352.0
2014-10-05,354.71,384.9,354.11,377.44,62352.0
2014-10-06,354.71,384.9,354.11,377.44,62352.0
2014-10-07,378.48,384.86,344.77,353.31,225742.0
2014-10-08,353.23,353.23,341.68,347.37,718768.0
2014-10-09,351.22,363.29,347.21,358.8,126570.0
2014-10-10,360.8,364.05,352.06,358.4,28089.0
2014-10-11,360.8,364.05,352.06,358.4,28089.0
2014-10-12,360.8,364.05,352.06,358.4,28089.0
2014-10-13,362.45,364.05,356.95,360.64,10161.0
2014-10-14,364.85,364.85,353.83,358.28,11370.0
2014-10-15,364.85,364.85,353.83,358.28,11370.0
2014-10-16,385.7,410.72,363.45,368.98,454907.0
2014-10-17,371.47,383.26,353.39,369.42,215766.0
2014-10-18,371.47,383.26,353.39,369.42,215766.0
2014-10-19,371.47,383.26,353.39,369.42,215766.0
2014-10-20,376.08,380.89,366.58,369.82,59435.0
2014-10-21,372.75,372.75,357.64,360.12,60109.0
2014-10-22,363.25,366.38,355.27,360.72,49282.0
2014-10-23,360.84,365.61,356.91,362.29,16994.0
2014-10-24,360.84,365.61,356.91,362.29,16994.0
2014-10-25,360.84,365.61,356.91,362.29,16994.0
2014-10-26,360.84,365.61,356.91,362.29,16994.0
2014-10-27,370.47,370.47,355.27,361.2,45321.0
2014-10-28,358.44,365.65,358.44,363.01,15334.0
2014-10-29,364.85,376.72,362.73,369.22,46895.0
2014-10-30,370.47,389.59,367.5,386.1,88990.0
2014-10-31,381.01,394.52,380.97,385.02,83889.0
2014-11-01,381.01,394.52,380.97,385.02,83889.0
2014-11-02,381.01,394.52,380.97,385.02,83889.0
2014-11-03,387.31,388.03,372.51,380.93,296081.0
2014-11-04,387.31,388.03,372.51,380.93,296081.0
2014-11-05,384.9,392.92,380.89,385.1,1121430.0
2014-11-06,384.9,392.92,380.89,385.1,1121430.0
2014-11-07,391.23,398.01,387.75,394.28,243886.0
2014-11-08,391.23,398.01,387.75,394.28,243886.0
2014-11-09,391.23,398.01,387.75,394.28,243886.0
2014-11-10,394.52,412.72,392.84,396.97,74901.0
2014-11-11,396.77,405.35,396.77,399.25,35022.0
2014-11-12,400.14,406.95,390.79,404.27,57490.0
2014-11-13,408.88,414.41,394.8,413.09,53226.0
2014-11-14,410.08,428.12,410.08,417.18,97756.0
2014-11-15,410.08,428.12,410.08,417.18,97756.0
2014-11-16,410.08,428.12,410.08,417.18,97756.0
2014-11-17,424.95,424.95,409.44,415.85,45365.0
2014-11-18,416.97,420.62,399.33,401.58,57647.0
2014-11-19,404.95,424.91,394.16,416.25,78096.0
2014-11-20,431.25,436.78,413.05,417.14,179751.0
2014-11-21,420.98,421.71,414.09,416.33,46845.0
2014-11-22,420.98,421.71,414.09,416.33,46845.0
2014-11-23,420.98,421.71,414.09,416.33,46845.0
2014-11-24,424.99,428.2,412.97,416.77,47354.0
2014-11-25,420.14,420.14,402.54,409.92,550570.0
2014-11-26,414.41,416.89,409.76,412.89,107364.0
2014-11-27,416.17,416.57,401.42,411.4,152799.0
2014-11-28,416.93,420.98,410.96,413.37,235033.0
2014-11-29,416.93,420.98,410.96,413.37,235033.0
2014-11-30,416.93,420.98,410.96,413.37,235033.0
2014-12-01,416.81,434.86,414.57,430.33,89982.0
2014-12-02,433.01,442.63,424.99,438.75,58282.0
2014-12-03,437.02,449.05,437.02,445.28,49983.0
2014-12-04,449.05,460.28,445.04,454.14,55240.0
2014-12-05,455.46,464.21,437.1,442.23,51788.0
2014-12-06,455.46,464.21,437.1,442.23,51788.0
2014-12-07,455.46,464.21,437.1,442.23,51788.0
2014-12-08,444.24,449.05,430.61,438.99,37594.0
2014-12-09,442.71,445.04,429.04,433.29,20081.0
2014-12-10,435.82,449.41,425.8,447.77,59373.0
2014-12-11,447.77,457.75,433.01,453.82,48592.0
2014-12-12,451.29,454.42,433.41,437.54,23213.0
2014-12-13,451.29,454.42,433.41,437.54,23213.0
2014-12-14,451.29,454.42,433.41,437.54,23213.0
2014-12-15,436.22,440.87,425.8,429.08,14291.0
2014-12-16,428.92,428.92,416.17,421.83,72404.0
2014-12-17,419.58,424.27,396.89,411.68,74480.0
2014-12-18,421.06,433.41,418.18,424.51,36893.0
2014-12-19,429.0,434.58,421.79,427.24,33803.0
2014-12-20,429.0,434.58,421.79,427.24,33803.0
2014-12-21,429.0,434.58,421.79,427.24,33803.0
2014-12-22,429.0,437.3,422.63,426.08,20808.0
2014-12-23,427.4,428.88,408.31,410.6,32671.0
2014-12-24,413.77,424.31,411.0,414.85,25874.0
2014-12-25,413.77,424.31,411.0,414.85,25874.0
2014-12-26,413.73,422.55,411.64,414.61,130654.0
2014-12-27,413.73,422.55,411.64,414.61,130654.0
2014-12-28,413.73,422.55,411.64,414.61,130654.0
2014-12-29,414.57,425.8,412.56,414.85,36334.0
2014-12-30,413.77,417.78,411.36,414.21,49909.0
2014-12-31,410.56,416.97,410.56,414.49,43823.0
2015-01-01,412.97,416.97,408.96,410.92,17606.0
2015-01-02,409.88,423.27,406.31,410.64,475565.0
2015-01-03,409.88,423.27,406.31,410.64,475565.0
2015-01-04,409.88,423.27,406.31,410.64,475565.0
2015-01-05,414.97,420.18,411.36,416.61,55359.0
2015-01-06,416.97,418.5,408.15,416.45,68080.0
2015-01-07,416.17,418.22,411.28,415.37,230783.0
2015-01-08,416.97,424.19,412.97,416.41,42652.0
2015-01-09,424.15,424.99,418.82,423.07,54120.0
2015-01-10,424.15,424.99,418.82,423.07,54120.0
2015-01-11,424.15,424.99,418.82,423.07,54120.0
