,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity,CYL IN Equity
2015-01-12,426.6,434.38,425.39,428.64,68209.0
2015-01-13,428.64,434.62,428.64,432.61,94336.0
2015-01-14,435.1,439.99,429.48,432.89,46315.0
2015-01-15,435.46,475.35,433.81,461.0,892974.0
2015-01-16,469.9,474.71,458.07,461.52,209597.0
2015-01-17,469.9,474.71,458.07,461.52,209597.0
2015-01-18,469.9,474.71,458.07,461.52,209597.0
2015-01-19,462.68,470.7,445.84,452.66,75644.0
2015-01-20,458.51,458.75,434.86,437.66,74544.0
2015-01-21,440.99,445.84,433.01,438.99,59637.0
2015-01-22,449.05,455.38,439.43,450.21,54430.0
2015-01-23,453.06,457.07,436.98,441.99,92339.0
2015-01-24,453.06,457.07,436.98,441.99,92339.0
2015-01-25,453.06,457.07,436.98,441.99,92339.0
2015-01-26,453.06,457.07,436.98,441.99,92339.0
2015-01-27,449.01,449.05,431.97,443.0,42985.0
2015-01-28,444.84,444.84,433.01,439.11,30375.0
2015-01-29,439.11,439.11,428.36,430.81,77120.0
2015-01-30,431.41,433.01,422.59,427.0,160033.0
2015-01-31,431.41,433.01,422.59,427.0,160033.0
2015-02-01,431.41,433.01,422.59,427.0,160033.0
2015-02-02,427.0,433.01,422.63,431.21,47007.0
2015-02-03,441.03,441.03,429.56,433.65,51446.0
2015-02-04,434.86,436.98,423.63,427.56,46273.0
2015-02-05,429.28,432.85,421.47,426.56,56056.0
2015-02-06,428.2,432.21,420.98,427.96,94087.0
2015-02-07,428.2,432.21,420.98,427.96,94087.0
2015-02-08,428.2,432.21,420.98,427.96,94087.0
2015-02-09,423.63,425.8,412.97,424.83,51466.0
2015-02-10,424.83,428.56,419.38,426.08,145152.0
2015-02-11,428.96,429.0,419.46,427.44,18491.0
2015-02-12,427.96,432.97,422.35,428.88,35783.0
2015-02-13,426.6,436.62,425.31,432.37,22230.0
2015-02-14,426.6,436.62,425.31,432.37,22230.0
2015-02-15,426.6,436.62,425.31,432.37,22230.0
2015-02-16,437.02,440.23,431.49,434.05,18692.0
2015-02-17,437.02,440.23,431.49,434.05,18692.0
2015-02-18,436.9,441.03,431.57,439.71,34682.0
2015-02-19,441.03,445.4,429.0,435.1,40962.0
2015-02-20,441.03,445.04,436.3,439.91,34637.0
2015-02-21,441.03,445.04,436.3,439.91,34637.0
2015-02-22,441.03,445.04,436.3,439.91,34637.0
2015-02-23,445.04,447.45,439.83,442.07,33387.0
2015-02-24,441.03,447.05,441.03,444.88,175899.0
2015-02-25,442.67,449.09,433.81,437.9,22906.0
2015-02-26,439.35,442.63,424.99,438.38,89444.0
2015-02-27,438.38,443.88,433.81,440.99,62713.0
2015-02-28,445.04,445.04,438.22,441.47,8099.0
2015-03-01,445.04,445.04,438.22,441.47,8099.0
2015-03-02,441.83,444.04,429.0,440.31,21823.0
2015-03-03,442.63,457.71,441.07,451.82,453690.0
2015-03-04,456.03,457.07,447.85,450.65,143640.0
2015-03-05,450.77,453.66,439.39,443.16,123388.0
2015-03-06,450.77,453.66,439.39,443.16,123388.0
2015-03-07,450.77,453.66,439.39,443.16,123388.0
2015-03-08,450.77,453.66,439.39,443.16,123388.0
2015-03-09,443.16,451.46,439.55,441.23,401079.0
2015-03-10,443.44,446.6,437.02,437.38,53366.0
2015-03-11,442.59,442.59,433.25,437.98,11872.0
2015-03-12,440.63,440.63,433.29,435.58,9971.0
2015-03-13,433.17,461.24,433.01,437.02,172409.0
2015-03-14,433.17,461.24,433.01,437.02,172409.0
2015-03-15,433.17,461.24,433.01,437.02,172409.0
2015-03-16,443.32,443.32,424.19,426.8,88517.0
2015-03-17,426.8,442.23,426.8,439.87,26579.0
2015-03-18,440.23,447.45,427.68,438.75,39195.0
2015-03-19,439.47,446.48,429.0,436.9,41556.0
2015-03-20,436.7,437.82,418.1,430.09,110139.0
2015-03-21,436.7,437.82,418.1,430.09,110139.0
2015-03-22,436.7,437.82,418.1,430.09,110139.0
2015-03-23,440.99,441.03,424.19,427.36,50172.0
2015-03-24,431.81,432.21,424.99,427.64,12512.0
2015-03-25,429.0,431.09,424.43,425.8,21524.0
2015-03-26,425.03,426.16,409.0,415.85,18277.0
2015-03-27,415.85,419.34,393.72,396.45,50414.0
2015-03-28,415.85,419.34,393.72,396.45,50414.0
2015-03-29,415.85,419.34,393.72,396.45,50414.0
2015-03-30,396.17,416.93,390.19,403.9,43579.0
2015-03-31,406.55,424.19,396.93,402.46,130435.0
2015-04-01,408.92,412.97,397.01,412.24,33304.0
2015-04-02,408.92,412.97,397.01,412.24,33304.0
2015-04-03,408.92,412.97,397.01,412.24,33304.0
2015-04-04,408.92,412.97,397.01,412.24,33304.0
2015-04-05,408.92,412.97,397.01,412.24,33304.0
2015-04-06,412.24,416.65,403.66,409.56,27392.0
2015-04-07,412.97,416.13,395.36,405.95,138121.0
2015-04-08,409.24,416.97,409.24,413.05,38039.0
2015-04-09,416.97,418.58,407.35,408.56,74799.0
2015-04-10,423.39,423.39,408.56,412.52,97361.0
2015-04-11,423.39,423.39,408.56,412.52,97361.0
2015-04-12,423.39,423.39,408.56,412.52,97361.0
2015-04-13,412.97,416.97,406.55,408.07,27386.0
2015-04-14,412.97,416.97,406.55,408.07,27386.0
2015-04-15,408.96,416.93,403.46,405.43,24790.0
2015-04-16,412.72,412.93,404.83,409.04,207710.0
2015-04-17,405.59,411.32,396.17,398.49,26369.0
2015-04-18,405.59,411.32,396.17,398.49,26369.0
2015-04-19,405.59,411.32,396.17,398.49,26369.0
2015-04-20,402.54,404.06,386.5,388.71,26987.0
2015-04-21,400.1,400.9,386.5,398.45,28508.0
2015-04-22,398.61,402.42,367.26,383.62,100554.0
2015-04-23,383.3,417.42,376.84,394.16,471882.0
2015-04-24,397.73,435.86,390.47,399.09,652935.0
2015-04-25,397.73,435.86,390.47,399.09,652935.0
2015-04-26,397.73,435.86,390.47,399.09,652935.0
2015-04-27,401.34,401.34,376.92,391.23,44053.0
2015-04-28,384.9,392.92,380.97,389.15,24218.0
2015-04-29,390.23,399.33,387.39,396.29,20737.0
2015-04-30,396.93,400.78,378.48,385.86,73113.0
2015-05-01,396.93,400.78,378.48,385.86,73113.0
2015-05-02,396.93,400.78,378.48,385.86,73113.0
2015-05-03,396.93,400.78,378.48,385.86,73113.0
2015-05-04,398.13,398.13,380.89,385.22,16014.0
2015-05-05,386.5,391.11,381.09,382.85,25176.0
2015-05-06,379.29,384.1,368.86,371.79,32217.0
2015-05-07,368.86,383.3,368.86,381.05,54642.0
2015-05-08,384.9,394.92,384.06,393.2,28481.0
2015-05-09,384.9,394.92,384.06,393.2,28481.0
2015-05-10,384.9,394.92,384.06,393.2,28481.0
2015-05-11,400.9,410.56,392.92,407.39,560900.0
2015-05-12,412.97,415.37,401.38,409.92,123081.0
2015-05-13,405.75,416.25,396.53,403.94,1412794.0
2015-05-14,403.34,415.37,396.45,412.24,55019.0
2015-05-15,408.92,414.57,407.79,410.2,5468.0
2015-05-16,408.92,414.57,407.79,410.2,5468.0
2015-05-17,408.92,414.57,407.79,410.2,5468.0
2015-05-18,413.01,420.9,409.96,418.38,104843.0
2015-05-19,416.97,422.59,413.57,416.69,11976.0
2015-05-20,412.97,430.61,412.97,429.44,26697.0
2015-05-21,436.22,448.81,428.2,441.11,66444.0
2015-05-22,441.03,441.83,429.0,440.47,26124.0
2015-05-23,441.03,441.83,429.0,440.47,26124.0
2015-05-24,441.03,441.83,429.0,440.47,26124.0
2015-05-25,440.47,441.83,427.04,440.59,85348.0
2015-05-26,437.86,441.83,435.1,441.15,94246.0
2015-05-27,436.9,456.95,434.94,446.0,53922.0
2015-05-28,442.63,453.06,437.02,440.71,123372.0
2015-05-29,438.55,452.26,434.62,447.81,38869.0
2015-05-30,438.55,452.26,434.62,447.81,38869.0
2015-05-31,438.55,452.26,434.62,447.81,38869.0
2015-06-01,438.3,454.38,431.77,443.28,56794.0
2015-06-02,441.03,441.03,424.99,428.16,54818.0
2015-06-03,428.2,433.77,401.82,430.13,40857.0
2015-06-04,432.97,436.94,420.18,426.12,15616.0
2015-06-05,429.0,435.62,424.99,426.2,26109.0
2015-06-06,429.0,435.62,424.99,426.2,26109.0
2015-06-07,429.0,435.62,424.99,426.2,26109.0
2015-06-08,426.32,428.2,418.58,422.23,14615.0
2015-06-09,417.22,424.99,414.81,421.95,24605.0
2015-06-10,413.01,432.21,413.01,423.15,23281.0
2015-06-11,424.59,430.29,421.1,424.19,9121.0
2015-06-12,421.47,434.17,421.1,430.61,7571.0
2015-06-13,421.47,434.17,421.1,430.61,7571.0
2015-06-14,421.47,434.17,421.1,430.61,7571.0
2015-06-15,430.61,440.95,428.28,430.49,17027.0
2015-06-16,431.61,433.73,424.99,429.97,11156.0
2015-06-17,432.61,444.96,429.0,440.83,28003.0
2015-06-18,438.63,477.92,435.46,461.96,209337.0
2015-06-19,466.29,481.12,459.47,462.88,230179.0
2015-06-20,466.29,481.12,459.47,462.88,230179.0
2015-06-21,466.29,481.12,459.47,462.88,230179.0
2015-06-22,467.01,477.16,459.39,473.63,86324.0
2015-06-23,475.47,490.39,469.9,485.01,98904.0
2015-06-24,489.1,493.15,473.11,481.04,589354.0
2015-06-25,483.53,485.94,460.32,465.05,67947.0
2015-06-26,468.98,480.32,468.98,477.32,71879.0
2015-06-27,468.98,480.32,468.98,477.32,71879.0
2015-06-28,468.98,480.32,468.98,477.32,71879.0
2015-06-29,464.29,475.47,460.28,464.97,26364.0
2015-06-30,468.7,469.1,451.98,463.56,54241.0
2015-07-01,455.54,461.44,445.04,447.41,46945.0
2015-07-02,453.06,458.67,443.4,446.2,16824.0
2015-07-03,458.67,458.67,442.35,444.2,18851.0
2015-07-04,458.67,458.67,442.35,444.2,18851.0
2015-07-05,458.67,458.67,442.35,444.2,18851.0
2015-07-06,448.97,451.54,435.9,448.37,374405.0
2015-07-07,453.06,453.9,441.19,443.32,26799.0
2015-07-08,442.39,448.65,433.01,439.63,19750.0
2015-07-09,444.12,453.18,439.38,448.89,18089.0
2015-07-10,453.14,460.87,450.03,454.07,23912.0
2015-07-11,453.14,460.87,450.03,454.07,23912.0
2015-07-12,453.14,460.87,450.03,454.07,23912.0
2015-07-13,456.42,460.14,453.91,456.54,30636.0
2015-07-14,457.23,459.33,451.56,455.04,15582.0
2015-07-15,458.69,460.47,447.56,451.89,65541.0
2015-07-16,449.14,459.7,427.29,430.48,664212.0
2015-07-17,432.95,441.04,428.91,431.45,102765.0
2015-07-18,432.95,441.04,428.91,431.45,102765.0
2015-07-19,432.95,441.04,428.91,431.45,102765.0
2015-07-20,434.57,435.38,427.41,432.83,32634.0
2015-07-21,432.83,444.69,429.31,437.32,59535.0
2015-07-22,437.4,445.09,428.91,430.28,92791.0
2015-07-23,431.58,437.0,420.61,423.44,53705.0
2015-07-24,423.24,434.04,423.16,426.76,263817.0
2015-07-25,423.24,434.04,423.16,426.76,263817.0
2015-07-26,423.24,434.04,423.16,426.76,263817.0
2015-07-27,428.91,428.91,421.78,424.74,12913.0
2015-07-28,424.09,426.8,401.55,416.85,172930.0
2015-07-29,412.76,440.23,412.76,438.29,51707.0
2015-07-30,437.0,441.53,427.69,433.11,19845.0
2015-07-31,440.96,443.35,432.14,441.12,31123.0
2015-08-01,440.96,443.35,432.14,441.12,31123.0
2015-08-02,440.96,443.35,432.14,441.12,31123.0
2015-08-03,441.12,446.71,433.36,441.45,21481.0
2015-08-04,444.28,447.48,434.17,438.45,11415.0
2015-08-05,444.28,444.28,432.95,441.08,118601.0
2015-08-06,444.24,445.09,437.0,438.94,142326.0
2015-08-07,434.57,441.85,434.57,438.05,7436.0
2015-08-08,434.57,441.85,434.57,438.05,7436.0
2015-08-09,434.57,441.85,434.57,438.05,7436.0
2015-08-10,453.1,453.1,437.0,442.7,13586.0
2015-08-11,448.33,461.28,441.04,444.97,49390.0
2015-08-12,449.14,449.14,425.67,428.06,24347.0
2015-08-13,433.6,441.29,432.14,436.23,91452.0
2015-08-14,434.12,441.69,427.29,430.69,15802.0
2015-08-15,434.12,441.69,427.29,430.69,15802.0
2015-08-16,434.12,441.69,427.29,430.69,15802.0
2015-08-17,430.52,437.56,430.52,434.21,33477.0
2015-08-18,437.81,444.12,433.11,435.91,12887.0
2015-08-19,436.19,457.96,434.12,454.15,60133.0
2015-08-20,456.42,466.41,447.11,459.54,82157.0
2015-08-21,445.09,458.93,443.8,455.73,27856.0
2015-08-22,445.09,458.93,443.8,455.73,27856.0
2015-08-23,445.09,458.93,443.8,455.73,27856.0
2015-08-24,429.39,457.23,429.39,452.74,56072.0
2015-08-25,450.96,457.23,430.52,450.03,53119.0
2015-08-26,457.19,469.25,450.63,457.39,30275.0
2015-08-27,461.28,466.05,446.51,453.75,67557.0
2015-08-28,462.89,462.89,441.04,447.6,15726.0
2015-08-29,462.89,462.89,441.04,447.6,15726.0
2015-08-30,462.89,462.89,441.04,447.6,15726.0
2015-08-31,453.18,489.4,441.04,470.95,71025.0
2015-09-01,469.85,486.36,465.32,470.74,42764.0
2015-09-02,469.37,497.65,469.37,481.39,198726.0
2015-09-03,471.96,486.32,471.96,484.7,73276.0
2015-09-04,491.22,491.22,474.87,476.29,76083.0
2015-09-05,491.22,491.22,474.87,476.29,76083.0
2015-09-06,491.22,491.22,474.87,476.29,76083.0
2015-09-07,476.29,483.08,476.29,480.74,141798.0
2015-09-08,485.39,485.39,468.88,479.89,93970.0
2015-09-09,487.98,487.98,474.63,478.31,83983.0
2015-09-10,485.15,485.15,475.03,481.18,127982.0
2015-09-11,485.31,485.31,470.5,475.96,28544.0
2015-09-12,485.31,485.31,470.5,475.96,28544.0
2015-09-13,485.31,485.31,470.5,475.96,28544.0
2015-09-14,477.46,485.15,474.14,480.66,60529.0
2015-09-15,478.55,482.28,469.77,472.08,8411.0
2015-09-16,469.49,475.03,469.49,472.73,10313.0
2015-09-17,469.49,475.03,469.49,472.73,10313.0
2015-09-18,472.65,484.74,449.62,476.61,1182667.0
2015-09-19,472.65,484.74,449.62,476.61,1182667.0
2015-09-20,472.65,484.74,449.62,476.61,1182667.0
2015-09-21,465.77,471.92,459.9,462.85,111995.0
2015-09-22,462.93,468.88,445.9,451.65,49524.0
2015-09-23,445.17,463.7,434.29,457.51,29947.0
2015-09-24,452.86,476.57,452.86,470.06,34464.0
2015-09-25,452.86,476.57,452.86,470.06,34464.0
2015-09-26,452.86,476.57,452.86,470.06,34464.0
2015-09-27,452.86,476.57,452.86,470.06,34464.0
2015-09-28,475.56,477.46,450.35,461.92,50254.0
2015-09-29,458.04,470.95,453.22,457.96,24351.0
2015-09-30,465.32,465.32,449.38,452.09,33712.0
2015-10-01,462.89,462.89,441.37,443.67,29804.0
2015-10-02,462.89,462.89,441.37,443.67,29804.0
2015-10-03,462.89,462.89,441.37,443.67,29804.0
2015-10-04,462.89,462.89,441.37,443.67,29804.0
2015-10-05,446.71,454.8,442.66,444.04,30025.0
2015-10-06,450.27,454.96,443.8,448.53,37625.0
2015-10-07,458.85,458.85,448.33,452.9,20848.0
2015-10-08,453.18,463.95,451.24,461.15,66895.0
2015-10-09,464.51,484.62,460.43,479.52,52889.0
2015-10-10,464.51,484.62,460.43,479.52,52889.0
2015-10-11,464.51,484.62,460.43,479.52,52889.0
2015-10-12,485.47,489.6,471.19,478.8,36756.0
2015-10-13,471.51,482.03,471.19,476.57,17015.0
2015-10-14,477.5,480.94,470.26,473.37,40200.0
2015-10-15,480.7,520.15,465.32,506.31,659565.0
2015-10-16,500.12,500.93,425.67,447.32,1339181.0
2015-10-17,500.12,500.93,425.67,447.32,1339181.0
2015-10-18,500.12,500.93,425.67,447.32,1339181.0
2015-10-19,449.91,456.99,437.0,443.88,136459.0
2015-10-20,446.67,450.75,442.26,445.09,90322.0
2015-10-21,447.52,448.33,438.62,441.49,53989.0
2015-10-22,447.52,448.33,438.62,441.49,53989.0
2015-10-23,442.66,445.9,436.19,439.43,409103.0
2015-10-24,442.66,445.9,436.19,439.43,409103.0
2015-10-25,442.66,445.9,436.19,439.43,409103.0
2015-10-26,438.29,443.19,431.66,434.65,35475.0
2015-10-27,435.38,452.03,430.95,441.93,249100.0
2015-10-28,441.08,444.34,434.24,436.69,27220.0
2015-10-29,436.24,440.63,428.59,430.5,27823.0
2015-10-30,433.76,445.15,427.25,436.97,78381.0
2015-10-31,433.76,445.15,427.25,436.97,78381.0
2015-11-01,433.76,445.15,427.25,436.97,78381.0
2015-11-02,439.41,439.41,426.43,429.77,28669.0
2015-11-03,434.53,436.03,423.26,426.8,34140.0
2015-11-04,427.25,427.33,420.29,421.87,29532.0
2015-11-05,422.36,431.31,413.57,420.94,146064.0
2015-11-06,419.43,429.28,414.92,427.16,59726.0
2015-11-07,419.43,429.28,414.92,427.16,59726.0
2015-11-08,419.43,429.28,414.92,427.16,59726.0
2015-11-09,415.04,428.06,415.04,420.61,167932.0
2015-11-10,415.53,425.29,410.97,413.94,20334.0
2015-11-11,419.11,423.18,414.18,417.56,12965.0
2015-11-12,419.11,423.18,414.18,417.56,12965.0
2015-11-13,418.94,418.94,407.71,411.17,133857.0
2015-11-14,418.94,418.94,407.71,411.17,133857.0
2015-11-15,418.94,418.94,407.71,411.17,133857.0
2015-11-16,415.0,417.89,405.56,413.49,25681.0
2015-11-17,411.42,418.94,408.12,409.95,13126.0
2015-11-18,410.97,413.98,394.69,398.6,24698.0
2015-11-19,404.58,409.59,398.76,401.57,43550.0
2015-11-20,402.83,410.97,398.76,401.65,22360.0
2015-11-21,402.83,410.97,398.76,401.65,22360.0
2015-11-22,402.83,410.97,398.76,401.65,22360.0
2015-11-23,401.2,405.76,394.69,399.94,16634.0
2015-11-24,399.98,416.18,397.95,405.88,59287.0
2015-11-25,399.98,416.18,397.95,405.88,59287.0
2015-11-26,409.34,410.97,395.18,400.84,32178.0
2015-11-27,402.18,404.46,398.8,399.94,36097.0
2015-11-28,402.18,404.46,398.8,399.94,36097.0
2015-11-29,402.18,404.46,398.8,399.94,36097.0
2015-11-30,399.94,401.57,390.62,393.88,53642.0
2015-12-01,393.07,404.46,393.07,400.84,21394.0
2015-12-02,402.83,408.45,399.58,405.88,50877.0
2015-12-03,406.9,406.9,394.77,397.34,20976.0
2015-12-04,396.32,398.8,388.18,392.17,20400.0
2015-12-05,396.32,398.8,388.18,392.17,20400.0
2015-12-06,396.32,398.8,388.18,392.17,20400.0
2015-12-07,397.95,401.81,380.86,382.93,39565.0
2015-12-08,390.3,390.62,375.98,380.29,49190.0
2015-12-09,381.67,396.97,379.84,390.18,93722.0
2015-12-10,391.44,405.27,387.0,401.94,120721.0
2015-12-11,402.87,407.71,392.25,394.57,27180.0
2015-12-12,402.87,407.71,392.25,394.57,27180.0
2015-12-13,402.87,407.71,392.25,394.57,27180.0
2015-12-14,390.67,403.16,387.37,398.31,24983.0
2015-12-15,384.52,402.47,384.52,395.39,36743.0
2015-12-16,402.06,402.06,387.74,388.63,29424.0
2015-12-17,391.11,396.32,386.56,388.51,51204.0
2015-12-18,388.26,391.15,382.57,386.31,39121.0
2015-12-19,388.26,391.15,382.57,386.31,39121.0
2015-12-20,388.26,391.15,382.57,386.31,39121.0
2015-12-21,388.18,390.62,383.46,387.17,29821.0
2015-12-22,393.8,393.8,379.23,381.67,48398.0
2015-12-23,387.29,389.32,381.27,382.16,25492.0
2015-12-24,383.54,384.93,379.23,381.92,23577.0
2015-12-25,383.54,384.93,379.23,381.92,23577.0
2015-12-26,383.54,384.93,379.23,381.92,23577.0
2015-12-27,383.54,384.93,379.23,381.92,23577.0
2015-12-28,386.51,387.37,378.42,380.7,17838.0
2015-12-29,378.5,384.2,375.98,380.33,50063.0
2015-12-30,378.82,386.07,376.06,384.32,34267.0
2015-12-31,385.74,391.44,381.75,390.42,54903.0
2016-01-01,391.44,405.84,388.39,401.65,96817.0
2016-01-02,391.44,405.84,388.39,401.65,96817.0
2016-01-03,391.44,405.84,388.39,401.65,96817.0
2016-01-04,401.65,405.56,399.58,402.22,25824.0
2016-01-05,405.27,408.12,393.11,396.97,27095.0
2016-01-06,398.8,406.9,398.72,403.97,40735.0
2016-01-07,398.76,406.09,389.65,391.72,18673.0
2016-01-08,393.15,445.96,393.15,419.88,230458.0
2016-01-09,393.15,445.96,393.15,419.88,230458.0
2016-01-10,393.15,445.96,393.15,419.88,230458.0
2016-01-11,419.92,430.26,408.0,415.16,82750.0
2016-01-12,420.74,423.18,400.39,404.7,34192.0
2016-01-13,412.27,414.22,382.49,395.55,50093.0
2016-01-14,391.44,431.31,371.22,381.14,481956.0
2016-01-15,376.79,381.43,349.85,358.97,96325.0
2016-01-16,376.79,381.43,349.85,358.97,96325.0
2016-01-17,376.79,381.43,349.85,358.97,96325.0
2016-01-18,354.82,374.35,343.42,353.07,69459.0
2016-01-19,353.19,362.14,346.72,350.54,33806.0
2016-01-20,349.53,357.62,328.78,339.35,87756.0
2016-01-21,341.8,358.07,334.11,352.42,81863.0
2016-01-22,357.26,357.42,341.8,346.19,46638.0
2016-01-23,357.26,357.42,341.8,346.19,46638.0
2016-01-24,357.26,357.42,341.8,346.19,46638.0
2016-01-25,357.26,363.36,345.87,347.7,24682.0
2016-01-26,357.26,363.36,345.87,347.7,24682.0
2016-01-27,349.93,352.38,344.24,349.98,28665.0
2016-01-28,351.97,358.07,347.09,351.36,20570.0
2016-01-29,354.82,359.7,350.75,356.61,31448.0
2016-01-30,354.82,359.7,350.75,356.61,31448.0
2016-01-31,354.82,359.7,350.75,356.61,31448.0
2016-02-01,358.07,361.33,350.83,358.4,19477.0
2016-02-02,358.07,358.07,349.24,351.89,62313.0
2016-02-03,346.68,351.89,330.73,335.45,278801.0
2016-02-04,338.83,342.04,318.2,321.37,49429.0
2016-02-05,327.15,333.05,313.31,326.5,110770.0
2016-02-06,327.15,333.05,313.31,326.5,110770.0
2016-02-07,327.15,333.05,313.31,326.5,110770.0
2016-02-08,331.99,331.99,317.5,320.96,21098.0
2016-02-09,328.73,328.73,314.53,322.1,24956.0
2016-02-10,323.08,327.96,317.38,319.78,15436.0
2016-02-11,319.82,321.45,312.91,315.84,24797.0
2016-02-12,314.37,315.39,300.5,305.74,106558.0
2016-02-13,314.37,315.39,300.5,305.74,106558.0
2016-02-14,314.37,315.39,300.5,305.74,106558.0
2016-02-15,314.13,331.58,305.18,325.36,21631.0
2016-02-16,333.66,349.93,324.71,327.19,47587.0
2016-02-17,332.03,349.93,318.32,344.93,30809.0
2016-02-18,345.7,353.19,340.17,342.28,18304.0
2016-02-19,337.73,346.68,337.52,343.3,5499.0
2016-02-20,337.73,346.68,337.52,343.3,5499.0
2016-02-21,337.73,346.68,337.52,343.3,5499.0
2016-02-22,343.02,345.05,329.59,332.68,12659.0
2016-02-23,333.7,341.96,333.66,336.91,9817.0
2016-02-24,340.94,344.89,330.81,338.83,12329.0
2016-02-25,333.66,341.8,330.0,335.12,12743.0
2016-02-26,333.98,337.73,328.37,334.59,10633.0
2016-02-27,333.98,337.73,328.37,334.59,10633.0
2016-02-28,333.98,337.73,328.37,334.59,10633.0
2016-02-29,337.73,344.64,327.96,343.55,14867.0
2016-03-01,343.55,349.93,335.29,348.96,241715.0
2016-03-02,349.12,352.34,337.81,341.55,20422.0
2016-03-03,341.8,349.36,337.73,347.86,9619.0
2016-03-04,345.87,345.87,331.3,340.05,83744.0
2016-03-05,345.87,345.87,331.3,340.05,83744.0
2016-03-06,345.87,345.87,331.3,340.05,83744.0
2016-03-07,345.87,345.87,331.3,340.05,83744.0
2016-03-08,339.35,339.35,331.01,335.65,26296.0
2016-03-09,335.29,335.29,328.17,332.56,13534.0
2016-03-10,341.63,362.96,333.66,340.09,13253.0
2016-03-11,340.09,340.09,326.13,329.26,52614.0
2016-03-12,340.09,340.09,326.13,329.26,52614.0
2016-03-13,340.09,340.09,326.13,329.26,52614.0
2016-03-14,330.73,340.17,330.73,338.05,17820.0
2016-03-15,338.79,338.79,327.96,330.93,15614.0
2016-03-16,329.75,341.63,322.27,337.65,118316.0
2016-03-17,338.42,345.21,335.73,342.65,72589.0
2016-03-18,336.1,349.12,336.1,346.35,445184.0
2016-03-19,336.1,349.12,336.1,346.35,445184.0
2016-03-20,336.1,349.12,336.1,346.35,445184.0
2016-03-21,346.64,357.99,339.44,355.14,39690.0
2016-03-22,355.63,357.99,338.99,352.82,17066.0
2016-03-23,358.07,358.07,344.81,349.2,14740.0
2016-03-24,358.07,358.07,344.81,349.2,14740.0
2016-03-25,358.07,358.07,344.81,349.2,14740.0
2016-03-26,358.07,358.07,344.81,349.2,14740.0
2016-03-27,358.07,358.07,344.81,349.2,14740.0
2016-03-28,358.16,358.16,339.84,342.55,17159.0
2016-03-29,349.98,361.44,345.83,355.4,88345.0
2016-03-30,357.33,360.0,347.76,358.69,14055.0
2016-03-31,349.12,358.69,347.6,350.52,43593.0
2016-04-01,353.19,381.98,353.14,373.93,231520.0
2016-04-02,353.19,381.98,353.14,373.93,231520.0
2016-04-03,353.19,381.98,353.14,373.93,231520.0
2016-04-04,373.97,384.44,363.99,380.79,36775.0
2016-04-05,380.29,380.29,373.02,373.8,27070.0
2016-04-06,376.64,382.92,371.3,380.46,29302.0
2016-04-07,385.18,385.18,363.08,372.45,15971.0
2016-04-08,373.68,378.53,365.55,375.41,8450.0
2016-04-09,373.68,378.53,365.55,375.41,8450.0
2016-04-10,373.68,378.53,365.55,375.41,8450.0
2016-04-11,377.87,380.75,369.66,374.13,15239.0
2016-04-12,372.16,381.98,372.16,379.92,16721.0
2016-04-13,385.59,385.59,369.66,374.17,11882.0
2016-04-14,385.59,385.59,369.66,374.17,11882.0
2016-04-15,385.59,385.59,369.66,374.17,11882.0
2016-04-16,385.59,385.59,369.66,374.17,11882.0
2016-04-17,385.59,385.59,369.66,374.17,11882.0
2016-04-18,402.35,412.37,386.09,397.26,185706.0
2016-04-19,402.35,412.37,386.09,397.26,185706.0
2016-04-20,409.0,425.1,406.62,413.65,249746.0
