,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity,POONAWAL IN Equity
2021-05-16,137.4,137.4,127.32,130.53,2191176.0
2021-05-17,130.53,135.77,128.06,132.06,1179890.0
2021-05-18,132.51,136.36,130.04,132.26,885750.0
2021-05-19,133.5,138.84,131.03,135.87,2996414.0
2021-05-20,133.74,137.85,132.81,133.35,1224890.0
2021-05-21,135.47,137.25,133.5,134.04,1021227.0
2021-05-22,135.47,137.25,133.5,134.04,1021227.0
2021-05-23,135.47,137.25,133.5,134.04,1021227.0
2021-05-24,135.47,136.61,131.03,132.46,1007740.0
2021-05-25,134.39,134.88,128.8,131.52,820540.0
2021-05-26,132.41,134.24,129.54,130.18,629226.0
2021-05-27,129.15,134.39,129.15,131.57,977485.0
2021-05-28,135.38,135.38,126.23,128.26,789690.0
2021-05-29,135.38,135.38,126.23,128.26,789690.0
2021-05-30,135.38,135.38,126.23,128.26,789690.0
2021-05-31,129.54,134.73,126.97,134.63,2112239.0
2021-06-01,141.46,141.46,141.36,141.36,1182922.0
2021-06-02,148.38,148.53,148.38,148.38,564270.0
2021-06-03,155.94,155.94,155.8,155.8,276377.0
2021-06-04,163.71,163.71,155.5,163.56,9712757.0
2021-06-05,163.71,163.71,155.5,163.56,9712757.0
2021-06-06,163.71,163.71,155.5,163.56,9712757.0
2021-06-07,171.87,171.87,155.4,160.1,12240754.0
2021-06-08,165.09,165.09,152.19,153.18,2592223.0
2021-06-09,155.25,160.69,146.95,153.52,1431529.0
2021-06-10,150.8,161.73,150.31,161.19,1117190.0
2021-06-11,165.14,167.51,154.86,157.33,1182228.0
2021-06-12,165.14,167.51,154.86,157.33,1182228.0
2021-06-13,165.14,167.51,154.86,157.33,1182228.0
2021-06-14,158.42,161.88,151.3,156.69,422540.0
2021-06-15,156.24,160.0,153.27,155.01,385655.0
2021-06-16,156.74,157.82,150.31,151.45,361725.0
2021-06-17,150.31,155.15,148.33,151.69,365860.0
2021-06-18,148.33,154.26,144.13,147.29,667179.0
2021-06-19,148.33,154.26,144.13,147.29,667179.0
2021-06-20,148.33,154.26,144.13,147.29,667179.0
2021-06-21,148.18,153.77,139.53,152.93,548906.0
2021-06-22,150.65,160.2,150.31,153.82,841498.0
2021-06-23,154.81,159.21,146.15,150.36,1076199.0
2021-06-24,151.3,157.87,142.94,145.31,647397.0
2021-06-25,145.86,151.3,142.0,150.06,472252.0
2021-06-26,145.86,151.3,142.0,150.06,472252.0
2021-06-27,145.86,151.3,142.0,150.06,472252.0
2021-06-28,153.23,153.23,146.11,147.89,253164.0
2021-06-29,150.21,150.21,143.39,147.34,176901.0
2021-06-30,149.32,149.32,144.37,145.36,229613.0
2021-07-01,147.34,153.03,142.5,147.44,454606.0
2021-07-02,152.19,153.57,147.39,151.99,465062.0
2021-07-03,152.19,153.57,147.39,151.99,465062.0
2021-07-04,152.19,153.57,147.39,151.99,465062.0
2021-07-05,158.71,158.71,152.53,155.01,489291.0
2021-07-06,158.07,160.2,153.32,155.75,609286.0
2021-07-07,149.32,160.2,149.32,157.18,704712.0
2021-07-08,158.22,161.19,155.01,157.48,640672.0
2021-07-09,157.72,159.7,152.29,154.71,330607.0
2021-07-10,157.72,159.7,152.29,154.71,330607.0
2021-07-11,157.72,159.7,152.29,154.71,330607.0
2021-07-12,159.21,159.21,154.26,156.44,406167.0
2021-07-13,160.2,160.2,155.25,157.72,643470.0
2021-07-14,154.81,158.22,153.27,156.83,2804034.0
2021-07-15,158.02,158.22,152.29,154.31,309972.0
2021-07-16,153.37,156.44,150.31,153.13,210374.0
2021-07-17,153.37,156.44,150.31,153.13,210374.0
2021-07-18,153.37,156.44,150.31,153.13,210374.0
2021-07-19,152.09,154.07,147.64,150.36,260870.0
2021-07-20,149.32,153.27,142.84,142.84,544683.0
2021-07-21,149.32,153.27,142.84,142.84,544683.0
2021-07-22,146.3,150.06,139.92,143.09,447953.0
2021-07-23,147.34,150.21,146.35,150.21,332142.0
2021-07-24,147.34,150.21,146.35,150.21,332142.0
2021-07-25,147.34,150.21,146.35,150.21,332142.0
2021-07-26,157.28,157.68,157.28,157.68,629591.0
2021-07-27,165.14,165.54,158.22,165.54,2944679.0
2021-07-28,170.09,173.79,158.32,173.35,2109066.0
2021-07-29,175.82,182.0,175.03,178.14,1847737.0
2021-07-30,183.93,183.93,169.24,171.57,2140108.0
2021-07-31,183.93,183.93,169.24,171.57,2140108.0
2021-08-01,183.93,183.93,169.24,171.57,2140108.0
2021-08-02,173.05,177.7,163.71,170.73,965292.0
2021-08-03,167.37,174.04,163.46,170.28,364328.0
2021-08-04,173.05,173.05,164.65,167.61,539831.0
2021-08-05,170.83,172.06,163.16,164.79,408572.0
2021-08-06,164.15,169.59,159.46,162.47,340489.0
2021-08-07,164.15,169.59,159.46,162.47,340489.0
2021-08-08,164.15,169.59,159.46,162.47,340489.0
2021-08-09,170.09,171.87,162.17,170.58,419579.0
2021-08-10,175.92,178.0,165.14,173.99,1479880.0
2021-08-11,174.04,175.13,163.81,173.0,2380001.0
2021-08-12,177.8,177.8,168.6,175.03,1122821.0
2021-08-13,175.82,178.05,171.12,173.5,1147666.0
2021-08-14,175.82,178.05,171.12,173.5,1147666.0
2021-08-15,175.82,178.05,171.12,173.5,1147666.0
2021-08-16,177.4,182.15,172.06,182.15,1807497.0
2021-08-17,191.25,191.25,178.0,191.1,18994033.0
2021-08-18,182.94,197.43,182.15,192.24,4191898.0
2021-08-19,182.94,197.43,182.15,192.24,4191898.0
2021-08-20,186.01,192.83,184.97,186.55,6203220.0
2021-08-21,186.01,192.83,184.97,186.55,6203220.0
2021-08-22,186.01,192.83,184.97,186.55,6203220.0
2021-08-23,189.27,190.65,177.25,179.53,2331089.0
2021-08-24,174.54,181.95,171.62,178.49,1031031.0
2021-08-25,178.99,178.99,169.74,175.38,656254.0
2021-08-26,174.04,179.97,168.35,176.07,1517708.0
2021-08-27,179.97,180.27,173.2,176.22,512987.0
2021-08-28,179.97,180.27,173.2,176.22,512987.0
2021-08-29,179.97,180.27,173.2,176.22,512987.0
2021-08-30,176.12,180.77,174.24,176.02,575791.0
2021-08-31,175.13,177.9,170.09,171.02,895240.0
2021-09-01,173.0,175.03,167.22,169.05,746523.0
2021-09-02,167.22,178.0,162.17,177.25,1318543.0
2021-09-03,177.75,178.0,173.25,175.43,431476.0
2021-09-04,177.75,178.0,173.25,175.43,431476.0
2021-09-05,177.75,178.0,173.25,175.43,431476.0
2021-09-06,178.0,184.23,176.07,181.66,1436255.0
2021-09-07,182.64,187.89,175.08,183.58,1092653.0
2021-09-08,184.92,188.38,180.02,184.37,815174.0
2021-09-09,184.92,187.09,176.02,178.19,2653468.0
2021-09-10,184.92,187.09,176.02,178.19,2653468.0
2021-09-11,184.92,187.09,176.02,178.19,2653468.0
2021-09-12,184.92,187.09,176.02,178.19,2653468.0
2021-09-13,181.56,188.77,178.49,183.83,3949919.0
2021-09-14,183.93,184.52,177.5,178.14,1664373.0
2021-09-15,178.49,182.74,178.0,178.89,1141412.0
2021-09-16,170.23,170.23,169.99,169.99,575395.0
2021-09-17,161.73,178.74,161.53,174.49,6477886.0
2021-09-18,161.73,178.74,161.53,174.49,6477886.0
2021-09-19,161.73,178.74,161.53,174.49,6477886.0
2021-09-20,172.06,175.97,165.78,165.78,1104917.0
2021-09-21,159.36,173.69,157.53,172.56,2971060.0
2021-09-22,171.57,173.05,165.64,168.9,504758.0
2021-09-23,169.84,171.67,165.14,166.87,569841.0
2021-09-24,164.35,170.78,160.39,167.46,418605.0
2021-09-25,164.35,170.78,160.39,167.46,418605.0
2021-09-26,164.35,170.78,160.39,167.46,418605.0
2021-09-27,171.17,172.06,160.94,162.22,827113.0
2021-09-28,162.47,165.83,157.38,161.73,943351.0
2021-09-29,162.08,163.06,158.37,161.78,582250.0
2021-09-30,161.78,168.11,160.2,161.09,657347.0
2021-10-01,161.04,165.04,159.21,162.03,490778.0
2021-10-02,161.04,165.04,159.21,162.03,490778.0
2021-10-03,161.04,165.04,159.21,162.03,490778.0
2021-10-04,162.67,168.11,160.3,165.93,1923068.0
2021-10-05,164.3,167.22,162.27,164.4,611413.0
2021-10-06,165.14,168.6,162.77,163.9,1302594.0
2021-10-07,165.14,168.01,163.21,165.68,888828.0
2021-10-08,165.14,168.11,161.78,164.79,1332516.0
2021-10-09,165.14,168.11,161.78,164.79,1332516.0
2021-10-10,165.14,168.11,161.78,164.79,1332516.0
2021-10-11,164.35,167.37,161.09,161.83,887923.0
2021-10-12,163.95,164.79,161.24,162.52,701785.0
2021-10-13,165.14,165.83,159.7,160.35,953119.0
2021-10-14,161.58,163.16,159.21,160.3,759832.0
2021-10-15,161.58,163.16,159.21,160.3,759832.0
2021-10-16,161.58,163.16,159.21,160.3,759832.0
2021-10-17,161.58,163.16,159.21,160.3,759832.0
2021-10-18,155.55,163.56,155.55,158.32,4525727.0
2021-10-19,160.2,161.58,153.27,155.05,1242535.0
2021-10-20,156.14,157.38,150.41,151.59,985052.0
2021-10-21,151.59,154.76,148.38,149.96,749763.0
2021-10-22,152.29,152.68,144.47,146.35,1007468.0
2021-10-23,152.29,152.68,144.47,146.35,1007468.0
2021-10-24,152.29,152.68,144.47,146.35,1007468.0
2021-10-25,145.07,153.72,139.18,153.67,1067829.0
2021-10-26,156.24,159.65,155.05,158.81,1210131.0
2021-10-27,155.3,164.05,155.3,162.82,1666971.0
2021-10-28,167.12,170.93,158.22,159.26,2864064.0
2021-10-29,160.54,165.39,156.29,163.95,875283.0
2021-10-30,160.54,165.39,156.29,163.95,875283.0
2021-10-31,160.54,165.39,156.29,163.95,875283.0
2021-11-01,166.13,172.11,162.27,170.13,2666923.0
2021-11-02,172.06,173.55,168.6,171.22,1754349.0
2021-11-03,173.05,174.54,168.6,169.89,1544486.0
2021-11-04,172.8,178.34,168.5,176.91,9961905.0
2021-11-05,172.8,178.34,168.5,176.91,9961905.0
2021-11-06,172.8,178.34,168.5,176.91,9961905.0
2021-11-07,172.8,178.34,168.5,176.91,9961905.0
2021-11-08,178.99,184.92,169.15,171.52,73825183.0
2021-11-09,166.57,171.32,165.24,167.91,10032909.0
2021-11-10,167.12,176.27,166.62,176.27,8250989.0
2021-11-11,179.88,181.16,174.24,177.21,8988860.0
2021-11-12,178.44,182.89,172.31,182.05,7004091.0
2021-11-13,178.44,182.89,172.31,182.05,7004091.0
2021-11-14,178.44,182.89,172.31,182.05,7004091.0
2021-11-15,184.72,191.15,179.08,191.15,9930947.0
2021-11-16,193.72,200.69,191.69,199.55,25514899.0
2021-11-17,210.53,210.53,202.82,204.55,32438910.0
2021-11-18,204.7,205.59,194.36,194.36,8761055.0
2021-11-19,204.7,205.59,194.36,194.36,8761055.0
2021-11-20,204.7,205.59,194.36,194.36,8761055.0
2021-11-21,204.7,205.59,194.36,194.36,8761055.0
2021-11-22,195.1,195.3,184.67,184.67,8694395.0
2021-11-23,180.96,193.97,178.74,193.87,9501257.0
2021-11-24,195.7,202.72,190.55,195.85,7038012.0
2021-11-25,196.14,200.74,193.18,196.69,4324288.0
2021-11-26,192.63,194.81,186.8,186.9,5031222.0
2021-11-27,192.63,194.81,186.8,186.9,5031222.0
2021-11-28,192.63,194.81,186.8,186.9,5031222.0
2021-11-29,187.19,187.69,177.5,177.55,6246480.0
2021-11-30,178.0,186.4,174.68,179.28,7627463.0
2021-12-01,179.97,187.89,178.49,186.2,4026485.0
2021-12-02,187.84,196.34,185.12,194.61,7453640.0
2021-12-03,194.41,204.3,193.22,203.46,13743694.0
2021-12-04,194.41,204.3,193.22,203.46,13743694.0
2021-12-05,194.41,204.3,193.22,203.46,13743694.0
2021-12-06,207.46,214.04,204.2,213.6,6532697.0
2021-12-07,216.56,224.28,206.67,209.1,12732487.0
2021-12-08,211.52,221.16,207.66,214.83,6670556.0
2021-12-09,216.12,217.7,210.63,211.72,3935223.0
2021-12-10,211.72,214.68,208.06,209.0,2785715.0
2021-12-11,211.72,214.68,208.06,209.0,2785715.0
2021-12-12,211.72,214.68,208.06,209.0,2785715.0
2021-12-13,212.36,215.28,206.92,210.38,4240996.0
2021-12-14,208.55,221.31,207.76,215.92,8299024.0
2021-12-15,217.5,217.95,209.29,210.73,3622739.0
2021-12-16,213.6,213.6,202.82,205.39,4076882.0
2021-12-17,204.7,205.59,190.41,191.99,6189343.0
2021-12-18,204.7,205.59,190.41,191.99,6189343.0
2021-12-19,204.7,205.59,190.41,191.99,6189343.0
2021-12-20,189.76,190.21,180.42,186.15,5799834.0
2021-12-21,186.5,196.54,186.5,191.4,3711872.0
2021-12-22,193.27,200.15,192.14,197.08,2756712.0
2021-12-23,201.43,202.37,196.78,199.9,2165198.0
2021-12-24,200.05,201.63,193.32,194.61,2016802.0
2021-12-25,200.05,201.63,193.32,194.61,2016802.0
2021-12-26,200.05,201.63,193.32,194.61,2016802.0
2021-12-27,193.42,200.54,190.65,196.14,1996432.0
2021-12-28,197.58,200.84,194.86,195.75,2549754.0
2021-12-29,197.72,215.47,195.75,215.28,11491487.0
2021-12-30,222.5,228.13,216.17,218.59,8981510.0
2021-12-31,220.02,224.37,215.62,216.81,3513364.0
2022-01-01,220.02,224.37,215.62,216.81,3513364.0
2022-01-02,220.02,224.37,215.62,216.81,3513364.0
2022-01-03,221.01,222.4,216.66,218.29,3196462.0
2022-01-04,221.01,232.29,216.56,228.23,7797092.0
2022-01-05,229.86,232.24,222.94,225.86,3649272.0
2022-01-06,220.52,248.4,220.52,246.48,20895549.0
2022-01-07,247.71,268.33,246.72,259.48,17687717.0
2022-01-08,247.71,268.33,246.72,259.48,17687717.0
2022-01-09,247.71,268.33,246.72,259.48,17687717.0
2022-01-10,261.95,285.39,258.34,285.39,16403922.0
2022-01-11,291.67,299.53,270.95,271.79,21366302.0
2022-01-12,272.93,280.84,262.99,267.93,6397919.0
2022-01-13,271.1,281.63,265.51,279.6,4730855.0
2022-01-14,283.81,294.58,281.33,289.24,8510657.0
2022-01-15,283.81,294.58,281.33,289.24,8510657.0
2022-01-16,283.81,294.58,281.33,289.24,8510657.0
2022-01-17,291.52,294.09,280.59,284.7,4183222.0
2022-01-18,285.78,285.78,272.93,275.3,4004600.0
2022-01-19,273.92,285.59,271.69,278.02,4309814.0
2022-01-20,279.9,285.49,277.43,280.59,3194409.0
2022-01-21,278.96,284.4,271.59,275.84,4596039.0
2022-01-22,278.96,284.4,271.59,275.84,4596039.0
2022-01-23,278.96,284.4,271.59,275.84,4596039.0
2022-01-24,274.46,277.67,261.61,262.1,3563382.0
2022-01-25,252.56,266.99,249.84,263.58,5171615.0
2022-01-26,252.56,266.99,249.84,263.58,5171615.0
2022-01-27,261.06,276.73,257.11,271.0,6521133.0
2022-01-28,273.37,283.71,271.1,273.17,4238394.0
2022-01-29,273.37,283.71,271.1,273.17,4238394.0
2022-01-30,273.37,283.71,271.1,273.17,4238394.0
2022-01-31,277.77,283.56,273.42,280.59,3568286.0
2022-02-01,284.79,284.79,274.71,278.76,2568470.0
2022-02-02,280.84,285.29,266.4,268.97,5473622.0
2022-02-03,269.96,272.43,258.89,259.73,4764892.0
2022-02-04,262.64,268.48,259.18,261.31,2976971.0
2022-02-05,262.64,268.48,259.18,261.31,2976971.0
2022-02-06,262.64,268.48,259.18,261.31,2976971.0
2022-02-07,264.18,265.26,246.23,248.45,4884255.0
2022-02-08,250.58,254.53,242.77,244.35,4067677.0
2022-02-09,248.21,264.57,244.74,254.88,5588343.0
2022-02-10,258.05,265.02,251.22,260.62,3818451.0
2022-02-11,256.22,258.79,249.19,251.07,2378588.0
2022-02-12,256.22,258.79,249.19,251.07,2378588.0
2022-02-13,256.22,258.79,249.19,251.07,2378588.0
2022-02-14,242.27,255.08,237.33,240.15,4320681.0
2022-02-15,244.15,252.16,237.53,249.74,3694070.0
2022-02-16,252.06,261.06,250.93,252.9,3438172.0
2022-02-17,256.12,256.81,248.21,249.54,1594411.0
2022-02-18,248.5,254.88,248.21,251.42,1310450.0
2022-02-19,248.5,254.88,248.21,251.42,1310450.0
2022-02-20,248.5,254.88,248.21,251.42,1310450.0
2022-02-21,253.1,253.1,237.43,240.54,2754859.0
2022-02-22,225.46,239.26,225.46,233.32,3823951.0
2022-02-23,233.37,243.21,233.37,236.29,1891207.0
2022-02-24,225.51,230.6,213.79,215.52,5287838.0
2022-02-25,227.44,237.03,223.58,232.48,3381174.0
2022-02-26,227.44,237.03,223.58,232.48,3381174.0
2022-02-27,227.44,237.03,223.58,232.48,3381174.0
2022-02-28,227.44,237.72,222.5,234.56,3333829.0
2022-03-01,227.44,237.72,222.5,234.56,3333829.0
2022-03-02,229.12,241.04,228.73,236.54,2392821.0
2022-03-03,239.11,242.12,234.86,236.19,1917535.0
2022-03-04,232.48,237.33,227.44,228.53,2021210.0
2022-03-05,232.48,237.33,227.44,228.53,2021210.0
2022-03-06,232.48,237.33,227.44,228.53,2021210.0
2022-03-07,216.56,223.29,215.97,217.85,3201353.0
2022-03-08,220.32,228.13,214.19,224.72,3238889.0
2022-03-09,227.44,240.3,224.47,237.77,4358904.0
2022-03-10,245.73,248.16,236.19,237.77,3543483.0
2022-03-11,237.87,244.25,234.31,242.92,2303889.0
2022-03-12,237.87,244.25,234.31,242.92,2303889.0
2022-03-13,237.87,244.25,234.31,242.92,2303889.0
2022-03-14,243.06,244.7,235.35,236.64,2367965.0
2022-03-15,237.92,241.53,227.24,230.06,2299504.0
2022-03-16,235.35,240.79,233.87,237.23,2138613.0
2022-03-17,241.19,252.56,240.39,246.82,10244523.0
2022-03-18,241.19,252.56,240.39,246.82,10244523.0
2022-03-19,241.19,252.56,240.39,246.82,10244523.0
2022-03-20,241.19,252.56,240.39,246.82,10244523.0
2022-03-21,251.82,257.11,243.81,253.3,3489743.0
2022-03-22,251.86,259.97,249.64,257.8,3225498.0
2022-03-23,258.09,265.46,255.13,256.41,3430814.0
2022-03-24,256.12,262.05,253.2,255.62,1574222.0
2022-03-25,257.01,259.48,248.65,250.58,1751358.0
2022-03-26,257.01,259.48,248.65,250.58,1751358.0
2022-03-27,257.01,259.48,248.65,250.58,1751358.0
2022-03-28,252.11,253.1,245.24,246.18,2032086.0
2022-03-29,246.28,263.53,246.28,261.26,4568454.0
2022-03-30,265.41,274.86,262.05,269.27,5744610.0
2022-03-31,270.95,275.1,267.24,268.82,2964353.0
2022-04-01,267.49,280.84,266.25,276.49,4311555.0
2022-04-02,267.49,280.84,266.25,276.49,4311555.0
2022-04-03,267.49,280.84,266.25,276.49,4311555.0
2022-04-04,276.49,281.58,271.94,275.2,3300231.0
2022-04-05,275.94,283.61,274.02,275.65,3826063.0
2022-04-06,277.87,282.62,275.89,277.18,3478354.0
2022-04-07,279.11,315.1,279.11,303.63,28082285.0
2022-04-08,307.69,315.25,299.63,300.96,8930501.0
2022-04-09,307.69,315.25,299.63,300.96,8930501.0
2022-04-10,307.69,315.25,299.63,300.96,8930501.0
2022-04-11,300.91,318.61,300.91,303.19,10054717.0
2022-04-12,303.58,318.32,294.93,312.58,11008637.0
2022-04-13,325.34,339.97,319.65,327.76,25658330.0
2022-04-14,325.34,339.97,319.65,327.76,25658330.0
2022-04-15,325.34,339.97,319.65,327.76,25658330.0
2022-04-16,325.34,339.97,319.65,327.76,25658330.0
2022-04-17,325.34,339.97,319.65,327.76,25658330.0
2022-04-18,325.14,334.24,319.5,329.0,8386423.0
2022-04-19,335.23,339.48,304.57,317.58,8292387.0
2022-04-20,318.42,325.24,308.58,315.94,5903285.0
2022-04-21,319.4,326.33,318.51,323.31,3975194.0
2022-04-22,321.28,331.27,319.95,326.87,5242685.0
2022-04-23,321.28,331.27,319.95,326.87,5242685.0
2022-04-24,321.28,331.27,319.95,326.87,5242685.0
2022-04-25,322.12,325.78,311.74,313.67,5165746.0
2022-04-26,318.42,323.26,314.51,321.28,3403315.0
2022-04-27,320.39,322.27,313.92,318.71,3276593.0
2022-04-28,321.28,321.33,308.38,309.96,3236134.0
2022-04-29,312.24,315.45,301.6,303.04,2742165.0
2022-04-30,312.24,315.45,301.6,303.04,2742165.0
2022-05-01,312.24,315.45,301.6,303.04,2742165.0
2022-05-02,298.69,303.29,287.86,289.79,3842912.0
2022-05-03,298.69,303.29,287.86,289.79,3842912.0
2022-05-04,291.72,293.35,266.99,272.43,6011577.0
2022-05-05,278.86,286.48,267.98,270.5,4758497.0
2022-05-06,262.94,267.79,258.74,262.05,4618972.0
2022-05-07,262.94,267.79,258.74,262.05,4618972.0
2022-05-08,262.94,267.79,258.74,262.05,4618972.0
2022-05-09,258.29,265.02,248.55,250.33,4705360.0
2022-05-10,251.67,258.44,233.42,236.59,4673357.0
2022-05-11,240.1,243.26,217.95,227.64,7706222.0
2022-05-12,222.5,227.14,209.89,214.09,8740395.0
2022-05-13,224.52,256.91,224.47,245.29,22064816.0
2022-05-14,224.52,256.91,224.47,245.29,22064816.0
2022-05-15,224.52,256.91,224.47,245.29,22064816.0
2022-05-16,248.11,250.18,233.97,240.74,7176732.0
2022-05-17,244.25,255.38,238.86,252.26,6602028.0
2022-05-18,255.82,259.78,247.66,250.78,5428529.0
2022-05-19,240.49,244.55,233.08,236.24,4073489.0
2022-05-20,242.27,248.3,238.12,240.99,4330142.0
2022-05-21,242.27,248.3,238.12,240.99,4330142.0
2022-05-22,242.27,248.3,238.12,240.99,4330142.0
2022-05-23,242.27,243.95,233.37,234.91,3178900.0
2022-05-24,237.13,237.13,227.14,228.63,2622866.0
2022-05-25,229.42,232.33,216.17,217.9,3307747.0
2022-05-26,221.41,233.13,214.04,230.8,5666895.0
2022-05-27,233.77,244.25,229.02,242.17,5092338.0
2022-05-28,233.77,244.25,229.02,242.17,5092338.0
2022-05-29,233.77,244.25,229.02,242.17,5092338.0
2022-05-30,246.03,252.06,243.56,249.44,4474273.0
2022-05-31,243.16,259.08,242.87,256.56,8859308.0
2022-06-01,258.09,264.03,251.82,256.07,4475375.0
2022-06-02,255.13,260.72,253.4,257.9,2705615.0
2022-06-03,261.85,266.01,252.66,255.77,3551311.0
2022-06-04,261.85,266.01,252.66,255.77,3551311.0
2022-06-05,261.85,266.01,252.66,255.77,3551311.0
2022-06-06,258.89,261.95,252.21,256.46,3479136.0
2022-06-07,255.13,257.85,246.33,248.65,2435252.0
2022-06-08,251.07,254.04,241.19,243.01,3144098.0
2022-06-09,241.98,254.68,238.96,252.95,3626218.0
2022-06-10,247.71,251.67,245.78,247.81,2263907.0
2022-06-11,247.71,251.67,245.78,247.81,2263907.0
2022-06-12,247.71,251.67,245.78,247.81,2263907.0
2022-06-13,241.98,242.47,229.57,230.65,2944456.0
2022-06-14,229.32,238.76,228.43,235.65,2870869.0
2022-06-15,238.07,240.84,234.36,235.8,1639767.0
2022-06-16,241.09,244.3,221.65,224.57,3445845.0
2022-06-17,226.45,232.33,222.0,224.62,9007211.0
2022-06-18,226.45,232.33,222.0,224.62,9007211.0
2022-06-19,226.45,232.33,222.0,224.62,9007211.0
2022-06-20,224.62,227.19,206.82,214.04,4558348.0
2022-06-21,216.56,223.68,216.56,222.69,2911379.0
2022-06-22,220.52,227.04,216.31,223.83,8869430.0
2022-06-23,223.48,227.74,219.43,224.23,2407758.0
2022-06-24,228.63,235.45,225.96,234.07,3296369.0
2022-06-25,228.63,235.45,225.96,234.07,3296369.0
2022-06-26,228.63,235.45,225.96,234.07,3296369.0
2022-06-27,239.6,241.58,235.15,237.67,6998183.0
2022-06-28,235.5,239.5,233.62,236.34,1660068.0
2022-06-29,233.37,234.86,225.81,227.69,2084817.0
2022-06-30,228.43,229.91,222.59,225.17,1820089.0
2022-07-01,226.95,229.42,221.56,228.53,2122636.0
2022-07-02,226.95,229.42,221.56,228.53,2122636.0
2022-07-03,226.95,229.42,221.56,228.53,2122636.0
2022-07-04,230.41,234.76,225.71,227.04,2849923.0
2022-07-05,228.38,235.6,224.52,225.36,3660275.0
2022-07-06,226.45,229.62,224.57,227.64,2384397.0
2022-07-07,230.36,248.21,229.91,245.83,12021054.0
2022-07-08,248.21,254.49,242.52,251.37,7821775.0
2022-07-09,248.21,254.49,242.52,251.37,7821775.0
2022-07-10,248.21,254.49,242.52,251.37,7821775.0
2022-07-11,250.04,255.08,247.71,252.36,3420704.0
2022-07-12,252.16,254.04,245.59,247.41,3353680.0
2022-07-13,248.21,250.53,240.25,241.09,2853151.0
2022-07-14,241.68,244.94,232.53,238.07,2451166.0
2022-07-15,239.01,247.12,235.5,245.78,2823069.0
2022-07-16,239.01,247.12,235.5,245.78,2823069.0
2022-07-17,239.01,247.12,235.5,245.78,2823069.0
2022-07-18,250.38,265.71,245.83,263.34,8225132.0
2022-07-19,262.84,274.36,260.86,272.43,8180904.0
2022-07-20,276.34,277.13,262.2,263.98,5396934.0
2022-07-21,264.92,269.77,261.55,266.95,3258214.0
2022-07-22,267.4,270.07,263.73,267.25,2358889.0
2022-07-23,267.4,270.07,263.73,267.25,2358889.0
2022-07-24,267.4,270.07,263.73,267.25,2358889.0
2022-07-25,266.31,267.2,259.08,260.51,2164834.0
2022-07-26,262.44,265.22,258.14,260.51,2354779.0
2022-07-27,260.46,271.85,259.27,269.03,4179900.0
2022-07-28,274.82,277.1,263.63,265.96,5248455.0
2022-07-29,269.67,269.97,262.54,264.23,2207499.0
2022-07-30,269.67,269.97,262.54,264.23,2207499.0
2022-07-31,269.67,269.97,262.54,264.23,2207499.0
2022-08-01,265.51,283.98,263.93,281.85,8046689.0
2022-08-02,282.25,287.2,279.53,282.84,5925475.0
2022-08-03,283.24,283.24,272.4,276.51,3418502.0
2022-08-04,277.3,280.17,260.76,273.78,3927626.0
2022-08-05,274.23,276.01,268.04,269.28,2394039.0
2022-08-06,274.23,276.01,268.04,269.28,2394039.0
2022-08-07,274.23,276.01,268.04,269.28,2394039.0
2022-08-08,266.4,273.29,264.57,269.57,2072368.0
2022-08-09,266.4,273.29,264.57,269.57,2072368.0
2022-08-10,269.72,274.23,267.4,269.57,1865784.0
2022-08-11,272.15,284.92,272.0,279.23,5605728.0
2022-08-12,278.29,293.24,277.65,289.48,8088018.0
2022-08-13,278.29,293.24,277.65,289.48,8088018.0
2022-08-14,278.29,293.24,277.65,289.48,8088018.0
2022-08-15,278.29,293.24,277.65,289.48,8088018.0
2022-08-16,293.14,294.43,284.28,285.87,3565721.0
2022-08-17,286.51,295.08,284.58,286.86,4259746.0
2022-08-18,286.81,290.12,282.3,286.11,2011081.0
2022-08-19,288.14,292.9,280.27,281.51,3933216.0
2022-08-20,288.14,292.9,280.27,281.51,3933216.0
2022-08-21,288.14,292.9,280.27,281.51,3933216.0
2022-08-22,280.27,280.27,270.27,271.36,2939740.0
2022-08-23,268.39,278.98,267.99,276.61,2174875.0
2022-08-24,277.0,292.15,277.0,288.19,6947071.0
2022-08-25,290.17,291.86,283.39,284.48,2719763.0
2022-08-26,287.2,306.02,285.77,300.82,13989061.0
2022-08-27,287.2,306.02,285.77,300.82,13989061.0
2022-08-28,287.2,306.02,285.77,300.82,13989061.0
2022-08-29,288.79,308.99,288.34,303.3,11345115.0
2022-08-30,305.52,311.22,302.45,303.89,5029302.0
2022-08-31,305.52,311.22,302.45,303.89,5029302.0
2022-09-01,302.55,309.68,299.53,302.85,4529007.0
2022-09-02,305.52,309.68,300.08,302.4,3419120.0
2022-09-03,305.52,309.68,300.08,302.4,3419120.0
2022-09-04,305.52,309.68,300.08,302.4,3419120.0
2022-09-05,303.69,308.69,299.33,300.67,3555710.0
2022-09-06,302.21,305.23,294.53,296.61,2830538.0
2022-09-07,295.12,304.43,293.29,296.76,3488220.0
2022-09-08,301.81,304.04,297.11,300.18,3108267.0
2022-09-09,302.06,310.67,300.08,302.3,5237821.0
2022-09-10,302.06,310.67,300.08,302.3,5237821.0
