,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity,SUNTV IN Equity
2011-05-09,281.64,287.7,276.9,279.49,214827.0
2011-05-10,280.43,282.51,275.37,279.08,88021.0
2011-05-11,284.13,284.13,273.68,278.32,600666.0
2011-05-12,278.35,280.88,271.08,273.09,437490.0
2011-05-13,276.07,290.71,259.66,283.48,3086291.0
2011-05-14,276.07,290.71,259.66,283.48,3086291.0
2011-05-15,276.07,290.71,259.66,283.48,3086291.0
2011-05-16,271.36,283.2,270.67,273.02,426148.0
2011-05-17,273.5,276.27,270.73,273.44,220857.0
2011-05-18,276.0,276.41,271.63,274.85,106794.0
2011-05-19,272.81,279.04,267.38,275.24,129468.0
2011-05-20,276.83,276.83,265.2,267.9,362641.0
2011-05-21,276.83,276.83,265.2,267.9,362641.0
2011-05-22,276.83,276.83,265.2,267.9,362641.0
2011-05-23,263.12,267.27,259.66,263.12,233458.0
2011-05-24,265.89,270.04,259.21,266.23,298772.0
2011-05-25,264.23,273.5,261.14,268.31,83718.0
2011-05-26,268.66,268.66,258.93,263.95,1100297.0
2011-05-27,264.71,273.85,261.73,268.9,473589.0
2011-05-28,264.71,273.85,261.73,268.9,473589.0
2011-05-29,264.71,273.85,261.73,268.9,473589.0
2011-05-30,260.07,275.41,260.07,271.29,207713.0
2011-05-31,270.73,273.44,268.73,270.08,556451.0
2011-06-01,264.23,267.9,246.19,261.56,779668.0
2011-06-02,250.65,259.21,180.1,188.72,43524719.0
2011-06-03,186.88,214.51,186.88,196.47,36136150.0
2011-06-04,186.88,214.51,186.88,196.47,36136150.0
2011-06-05,186.88,214.51,186.88,196.47,36136150.0
2011-06-06,198.13,212.43,190.41,211.01,17702167.0
2011-06-07,207.72,219.39,203.19,217.11,12913497.0
2011-06-08,212.33,216.73,209.32,212.33,9819944.0
2011-06-09,211.19,214.58,210.49,211.43,3892137.0
2011-06-10,211.19,215.27,205.68,212.99,4739171.0
2011-06-11,211.19,215.27,205.68,212.99,4739171.0
2011-06-12,211.19,215.27,205.68,212.99,4739171.0
2011-06-13,212.57,218.11,209.84,212.81,1984071.0
2011-06-14,213.37,215.13,211.67,213.13,974357.0
2011-06-15,211.39,228.43,211.39,223.93,6527612.0
2011-06-16,222.96,250.65,219.5,248.23,19861148.0
2011-06-17,251.9,259.66,234.97,237.98,10969338.0
2011-06-18,251.9,259.66,234.97,237.98,10969338.0
2011-06-19,251.9,259.66,234.97,237.98,10969338.0
2011-06-20,237.91,243.63,218.25,237.81,5467679.0
2011-06-21,238.88,246.81,237.64,240.48,2458339.0
2011-06-22,240.27,244.32,235.66,239.85,1242992.0
2011-06-23,240.2,246.5,234.73,244.11,1230010.0
2011-06-24,245.12,254.95,243.73,251.28,2332058.0
2011-06-25,245.12,254.95,243.73,251.28,2332058.0
2011-06-26,245.12,254.95,243.73,251.28,2332058.0
2011-06-27,251.28,256.89,245.81,248.51,1049285.0
2011-06-28,248.51,252.73,238.61,241.55,1144528.0
2011-06-29,244.42,244.42,236.22,237.33,804524.0
2011-06-30,238.88,247.12,224.07,240.34,4790257.0
2011-07-01,240.2,250.52,237.57,248.3,2416260.0
2011-07-02,240.2,250.52,237.57,248.3,2416260.0
2011-07-03,240.2,250.52,237.57,248.3,2416260.0
2011-07-04,243.18,249.27,225.52,236.43,2550675.0
2011-07-05,234.04,237.43,227.11,229.74,1953394.0
2011-07-06,228.43,231.89,223.65,230.82,1404932.0
2011-07-07,227.11,229.36,211.19,222.92,10434474.0
2011-07-08,221.43,223.13,213.33,219.5,3569233.0
2011-07-09,221.43,223.13,213.33,219.5,3569233.0
2011-07-10,221.43,223.13,213.33,219.5,3569233.0
2011-07-11,220.88,220.88,212.57,213.92,1365828.0
2011-07-12,213.23,215.41,210.53,212.36,1114747.0
2011-07-13,208.42,220.19,192.25,218.35,4342822.0
2011-07-14,218.11,235.35,214.58,229.64,4405745.0
2011-07-15,230.68,238.81,228.57,234.87,3091303.0
2011-07-16,230.68,238.81,228.57,234.87,3091303.0
2011-07-17,230.68,238.81,228.57,234.87,3091303.0
2011-07-18,233.59,243.66,229.78,239.68,2466245.0
2011-07-19,240.27,242.14,225.04,227.56,1755312.0
2011-07-20,228.46,233.27,224.0,226.49,1362076.0
2011-07-21,225.21,231.96,218.15,224.03,778618.0
2011-07-22,227.49,228.5,223.72,224.83,544777.0
2011-07-23,227.49,228.5,223.72,224.83,544777.0
2011-07-24,227.49,228.5,223.72,224.83,544777.0
2011-07-25,224.86,227.63,221.57,222.68,500071.0
2011-07-26,223.65,224.31,217.07,219.25,889478.0
2011-07-27,221.64,225.04,219.5,220.57,580812.0
2011-07-28,228.5,239.54,218.15,235.66,2532896.0
2011-07-29,234.73,234.73,221.64,222.75,841260.0
2011-07-30,234.73,234.73,221.64,222.75,841260.0
2011-07-31,234.73,234.73,221.64,222.75,841260.0
2011-08-01,223.65,228.5,211.19,214.44,2817763.0
2011-08-02,214.61,221.43,208.94,210.88,2462506.0
2011-08-03,209.01,213.23,205.89,212.19,1162589.0
2011-08-04,214.3,214.3,211.19,212.36,980090.0
2011-08-05,210.13,214.67,202.45,211.42,918229.0
2011-08-06,210.13,214.67,202.45,211.42,918229.0
2011-08-07,210.13,214.67,202.45,211.42,918229.0
2011-08-08,203.25,212.92,203.25,210.65,760171.0
2011-08-09,207.9,211.95,203.36,210.2,580742.0
2011-08-10,211.46,222.0,207.48,209.82,406682.0
2011-08-11,207.55,212.61,205.59,206.71,336442.0
2011-08-12,208.66,210.13,204.75,205.77,312143.0
2011-08-13,208.66,210.13,204.75,205.77,312143.0
2011-08-14,208.66,210.13,204.75,205.77,312143.0
2011-08-15,208.66,210.13,204.75,205.77,312143.0
2011-08-16,207.86,211.11,205.28,209.71,461564.0
2011-08-17,208.52,213.1,207.79,211.95,506661.0
2011-08-18,215.65,215.65,210.69,212.64,1382094.0
2011-08-19,209.29,212.05,195.47,209.68,780982.0
2011-08-20,209.29,212.05,195.47,209.68,780982.0
2011-08-21,209.29,212.05,195.47,209.68,780982.0
2011-08-22,209.43,212.96,207.69,211.07,186577.0
2011-08-23,209.68,212.96,208.14,209.96,176035.0
2011-08-24,208.04,212.64,208.04,209.61,200722.0
2011-08-25,210.83,213.1,205.63,212.26,689647.0
2011-08-26,212.29,213.1,204.89,206.19,156946.0
2011-08-27,212.29,213.1,204.89,206.19,156946.0
2011-08-28,212.29,213.1,204.89,206.19,156946.0
2011-08-29,206.64,212.22,205.94,210.13,187877.0
2011-08-30,210.16,212.92,208.14,210.37,189626.0
2011-08-31,210.16,212.92,208.14,210.37,189626.0
2011-09-01,210.16,212.92,208.14,210.37,189626.0
2011-09-02,216.41,225.42,208.59,211.88,3510365.0
2011-09-03,216.41,225.42,208.59,211.88,3510365.0
2011-09-04,216.41,225.42,208.59,211.88,3510365.0
2011-09-05,211.88,213.1,209.61,211.53,438528.0
2011-09-06,211.53,213.1,208.04,209.61,175082.0
2011-09-07,210.13,211.88,207.2,210.34,261315.0
2011-09-08,212.14,213.45,208.54,209.53,303897.0
2011-09-09,209.49,215.78,208.54,210.87,408695.0
2011-09-10,209.49,215.78,208.54,210.87,408695.0
2011-09-11,209.49,215.78,208.54,210.87,408695.0
2011-09-12,210.62,215.5,200.76,203.98,500403.0
2011-09-13,205.0,209.92,204.3,206.03,225799.0
2011-09-14,207.51,209.74,201.47,205.39,340649.0
2011-09-15,200.41,204.86,180.19,198.57,2466867.0
2011-09-16,203.59,212.07,199.38,209.0,755989.0
2011-09-17,203.59,212.07,199.38,209.0,755989.0
2011-09-18,203.59,212.07,199.38,209.0,755989.0
2011-09-19,207.12,215.78,207.12,213.27,694427.0
2011-09-20,212.78,215.25,210.76,213.1,494801.0
2011-09-21,214.19,214.23,209.46,211.58,435477.0
2011-09-22,210.66,213.84,205.14,207.19,274043.0
2011-09-23,205.07,208.11,202.88,205.0,251714.0
2011-09-24,205.07,208.11,202.88,205.0,251714.0
2011-09-25,205.07,208.11,202.88,205.0,251714.0
2011-09-26,205.96,207.12,198.64,201.36,226234.0
2011-09-27,197.93,201.47,192.91,195.0,1075888.0
2011-09-28,200.05,201.47,179.84,185.6,1420996.0
2011-09-29,185.56,185.56,168.07,172.77,2170878.0
2011-09-30,171.0,176.62,162.66,164.11,911556.0
2011-10-01,171.0,176.62,162.66,164.11,911556.0
2011-10-02,171.0,176.62,162.66,164.11,911556.0
2011-10-03,162.59,162.98,156.23,159.12,772287.0
2011-10-04,158.35,165.42,151.35,155.34,1183591.0
2011-10-05,154.81,165.06,154.81,163.51,1209268.0
2011-10-06,154.81,165.06,154.81,163.51,1209268.0
2011-10-07,166.97,187.33,166.3,185.85,3448769.0
2011-10-08,166.97,187.33,166.3,185.85,3448769.0
2011-10-09,166.97,187.33,166.3,185.85,3448769.0
2011-10-10,170.82,215.78,156.37,203.59,10731910.0
2011-10-11,192.28,206.7,190.9,201.18,6043157.0
2011-10-12,194.4,200.9,193.06,194.93,1987354.0
2011-10-13,194.05,197.72,191.57,192.28,939074.0
2011-10-14,190.16,200.65,188.43,195.6,919708.0
2011-10-15,190.16,200.65,188.43,195.6,919708.0
2011-10-16,190.16,200.65,188.43,195.6,919708.0
2011-10-17,194.4,201.47,193.69,197.23,612570.0
2011-10-18,183.83,196.34,183.83,191.57,382157.0
2011-10-19,192.24,199.31,186.38,190.3,923132.0
2011-10-20,190.3,193.97,186.62,191.64,354992.0
2011-10-21,189.45,192.28,185.63,187.19,341055.0
2011-10-22,189.45,192.28,185.63,187.19,341055.0
2011-10-23,189.45,192.28,185.63,187.19,341055.0
2011-10-24,189.45,192.91,180.4,182.88,1732389.0
2011-10-25,183.8,185.1,173.97,177.01,1039465.0
2011-10-26,184.36,184.36,176.73,178.78,101331.0
2011-10-27,184.36,184.36,176.73,178.78,101331.0
2011-10-28,183.8,183.8,176.73,179.38,1355165.0
2011-10-29,183.8,183.8,176.73,179.38,1355165.0
2011-10-30,183.8,183.8,176.73,179.38,1355165.0
2011-10-31,180.3,185.21,178.14,183.9,537274.0
2011-11-01,182.81,183.37,180.01,180.9,222117.0
2011-11-02,179.55,187.08,178.99,183.16,579724.0
2011-11-03,181.75,195.64,181.5,193.55,3290568.0
2011-11-04,195.11,206.63,194.58,203.98,2451061.0
2011-11-05,195.11,206.63,194.58,203.98,2451061.0
2011-11-06,195.11,206.63,194.58,203.98,2451061.0
2011-11-07,195.11,206.63,194.58,203.98,2451061.0
2011-11-08,206.99,211.21,201.97,207.63,1044788.0
2011-11-09,207.74,209.13,199.82,201.58,294950.0
2011-11-10,207.74,209.13,199.82,201.58,294950.0
2011-11-11,200.54,200.72,194.09,197.42,333884.0
2011-11-12,200.54,200.72,194.09,197.42,333884.0
2011-11-13,200.54,200.72,194.09,197.42,333884.0
2011-11-14,200.29,210.17,197.67,205.09,1068141.0
2011-11-15,204.19,209.85,192.66,195.28,468349.0
2011-11-16,194.77,197.67,189.8,194.45,325072.0
2011-11-17,194.45,201.97,187.86,191.37,683338.0
2011-11-18,191.48,193.38,185.61,188.9,374960.0
2011-11-19,191.48,193.38,185.61,188.9,374960.0
2011-11-20,191.48,193.38,185.61,188.9,374960.0
2011-11-21,184.85,191.94,175.65,177.55,425577.0
2011-11-22,177.62,183.35,168.31,176.47,455870.0
2011-11-23,175.15,187.79,171.25,178.59,1394792.0
2011-11-24,178.05,199.11,178.05,193.31,1027025.0
2011-11-25,195.53,204.12,193.16,195.71,1563185.0
2011-11-26,195.53,204.12,193.16,195.71,1563185.0
2011-11-27,195.53,204.12,193.16,195.71,1563185.0
2011-11-28,198.39,204.12,189.83,192.34,1909004.0
2011-11-29,197.21,203.76,191.59,195.17,1821147.0
2011-11-30,196.24,196.49,187.43,189.65,671438.0
2011-12-01,194.81,196.96,188.44,190.05,535459.0
2011-12-02,189.15,203.05,187.18,201.69,948822.0
2011-12-03,189.15,203.05,187.18,201.69,948822.0
2011-12-04,189.15,203.05,187.18,201.69,948822.0
2011-12-05,201.26,214.68,199.57,209.81,4003593.0
2011-12-06,201.26,214.68,199.57,209.81,4003593.0
2011-12-07,211.07,214.79,206.99,209.67,1826313.0
2011-12-08,209.1,210.42,192.66,200.43,847851.0
2011-12-09,200.11,204.77,190.08,202.04,771048.0
2011-12-10,200.11,204.77,190.08,202.04,771048.0
2011-12-11,200.11,204.77,190.08,202.04,771048.0
2011-12-12,204.05,206.77,186.57,189.9,640595.0
2011-12-13,188.44,195.53,184.17,187.97,656247.0
2011-12-14,189.8,199.82,184.14,197.93,1227057.0
2011-12-15,193.38,199.61,192.59,198.14,594049.0
2011-12-16,198.39,200.54,189.8,191.23,310985.0
2011-12-17,198.39,200.54,189.8,191.23,310985.0
2011-12-18,198.39,200.54,189.8,191.23,310985.0
2011-12-19,191.94,193.48,188.47,190.51,376043.0
2011-12-20,191.87,194.74,182.63,184.96,296781.0
2011-12-21,189.8,193.38,182.63,188.44,681989.0
2011-12-22,186.29,199.39,184.78,197.64,471052.0
2011-12-23,198.39,212.0,197.35,208.95,865871.0
2011-12-24,198.39,212.0,197.35,208.95,865871.0
2011-12-25,198.39,212.0,197.35,208.95,865871.0
2011-12-26,209.71,213.11,208.1,210.28,367468.0
2011-12-27,207.7,209.64,201.65,205.48,227384.0
2011-12-28,204.12,208.42,196.03,201.65,186312.0
2011-12-29,197.82,199.11,179.77,190.19,807446.0
2011-12-30,190.15,197.35,188.76,196.42,459708.0
2011-12-31,190.15,197.35,188.76,196.42,459708.0
2012-01-01,190.15,197.35,188.76,196.42,459708.0
2012-01-02,199.54,203.94,197.32,201.33,213648.0
2012-01-03,203.05,208.35,203.05,205.59,409449.0
2012-01-04,202.04,206.23,199.11,201.0,234194.0
2012-01-05,201.97,210.35,200.86,201.97,618843.0
2012-01-06,202.69,203.76,196.64,198.14,407733.0
2012-01-07,200.18,201.43,197.78,199.36,31146.0
2012-01-08,200.18,201.43,197.78,199.36,31146.0
2012-01-09,200.54,202.9,195.88,196.71,564768.0
2012-01-10,197.78,202.33,196.96,200.18,581475.0
2012-01-11,202.33,202.65,198.43,200.47,258196.0
2012-01-12,200.43,216.62,199.11,213.25,1813361.0
2012-01-13,217.73,218.44,204.69,206.2,1031434.0
2012-01-14,217.73,218.44,204.69,206.2,1031434.0
2012-01-15,217.73,218.44,204.69,206.2,1031434.0
2012-01-16,207.7,208.78,204.37,206.2,386405.0
2012-01-17,208.85,212.86,206.77,208.78,490123.0
2012-01-18,209.17,211.89,201.26,205.23,807214.0
2012-01-19,206.3,215.79,204.05,212.64,2338013.0
2012-01-20,214.29,215.76,197.03,200.11,1230987.0
2012-01-21,214.29,215.76,197.03,200.11,1230987.0
2012-01-22,214.29,215.76,197.03,200.11,1230987.0
2012-01-23,200.54,204.08,196.17,199.43,740591.0
2012-01-24,200.32,209.17,197.67,204.66,770796.0
2012-01-25,207.49,207.49,200.58,202.9,710832.0
2012-01-26,207.49,207.49,200.58,202.9,710832.0
2012-01-27,203.4,214.68,203.05,212.68,3048334.0
2012-01-28,203.4,214.68,203.05,212.68,3048334.0
2012-01-29,203.4,214.68,203.05,212.68,3048334.0
2012-01-30,213.43,214.08,206.38,208.53,1164669.0
2012-01-31,210.78,220.59,208.13,218.48,4235836.0
2012-02-01,221.31,233.56,214.61,229.33,6929731.0
2012-02-02,232.55,233.88,211.35,216.15,2350563.0
2012-02-03,216.3,223.35,216.19,220.7,1442924.0
2012-02-04,216.3,223.35,216.19,220.7,1442924.0
2012-02-05,216.3,223.35,216.19,220.7,1442924.0
2012-02-06,223.39,233.74,223.31,230.51,2198496.0
2012-02-07,231.48,239.54,227.47,230.73,1723451.0
2012-02-08,227.4,232.66,220.59,226.43,1693031.0
2012-02-09,223.46,238.43,219.23,236.35,1480402.0
2012-02-10,234.85,246.31,231.8,244.09,1923610.0
2012-02-11,234.85,246.31,231.8,244.09,1923610.0
2012-02-12,234.85,246.31,231.8,244.09,1923610.0
2012-02-13,240.29,241.11,227.33,228.76,1216492.0
2012-02-14,228.47,234.56,225.61,226.65,854440.0
2012-02-15,229.61,238.02,229.57,234.66,1725783.0
2012-02-16,232.46,235.34,229.53,232.6,599331.0
2012-02-17,235.06,240.04,231.59,233.5,856288.0
2012-02-18,235.06,240.04,231.59,233.5,856288.0
2012-02-19,235.06,240.04,231.59,233.5,856288.0
2012-02-20,235.06,240.04,231.59,233.5,856288.0
2012-02-21,234.41,238.16,231.37,232.64,792063.0
2012-02-22,233.54,243.21,232.78,239.06,1863930.0
2012-02-23,239.39,240.11,222.82,226.97,1063904.0
2012-02-24,227.4,233.9,225.31,229.79,387086.0
2012-02-25,227.4,233.9,225.31,229.79,387086.0
2012-02-26,227.4,233.9,225.31,229.79,387086.0
2012-02-27,229.57,232.24,218.02,219.68,430699.0
2012-02-28,222.17,226.68,219.71,223.32,286331.0
2012-02-29,225.02,230.04,223.07,224.48,205492.0
2012-03-01,224.52,226.61,217.3,223.36,317886.0
2012-03-02,226.39,233.86,219.86,232.57,822297.0
2012-03-03,233.47,234.44,229.57,231.3,41995.0
2012-03-04,233.47,234.44,229.57,231.3,41995.0
2012-03-05,231.3,231.3,224.8,229.17,484815.0
2012-03-06,226.14,229.93,220.91,222.21,357465.0
2012-03-07,218.78,228.74,218.78,225.2,649813.0
2012-03-08,218.78,228.74,218.78,225.2,649813.0
2012-03-09,228.45,231.09,226.1,228.88,312508.0
2012-03-10,228.45,231.09,226.1,228.88,312508.0
2012-03-11,228.45,231.09,226.1,228.88,312508.0
2012-03-12,233.14,233.14,224.15,225.38,230212.0
2012-03-13,226.68,230.36,226.03,226.9,239597.0
2012-03-14,229.57,237.87,227.04,234.98,830122.0
2012-03-15,236.28,238.16,219.46,228.7,770790.0
2012-03-16,231.01,234.55,226.65,228.16,257227.0
2012-03-17,231.01,234.55,226.65,228.16,257227.0
2012-03-18,231.01,234.55,226.65,228.16,257227.0
2012-03-19,228.09,231.37,225.42,226.75,250294.0
2012-03-20,227.94,229.21,225.31,227.19,191188.0
2012-03-21,226.68,236.79,226.68,231.92,2055865.0
2012-03-22,233.9,234.62,222.35,226.07,223753.0
2012-03-23,227.4,229.57,225.38,226.68,233444.0
2012-03-24,227.4,229.57,225.38,226.68,233444.0
2012-03-25,227.4,229.57,225.38,226.68,233444.0
2012-03-26,234.62,234.62,219.1,220.22,278384.0
2012-03-27,223.07,225.24,218.27,223.11,420949.0
2012-03-28,221.66,223.07,215.13,217.73,152879.0
2012-03-29,216.57,222.42,214.3,218.96,245885.0
2012-03-30,219.75,233.18,217.95,219.57,355742.0
2012-03-31,219.75,233.18,217.95,219.57,355742.0
2012-04-01,219.75,233.18,217.95,219.57,355742.0
2012-04-02,223.79,224.19,218.85,220.33,312397.0
2012-04-03,220.91,224.95,219.17,220.18,496856.0
2012-04-04,220.18,220.83,216.61,219.64,179892.0
2012-04-05,220.18,220.83,216.61,219.64,179892.0
2012-04-06,220.18,220.83,216.61,219.64,179892.0
2012-04-07,220.18,220.83,216.61,219.64,179892.0
2012-04-08,220.18,220.83,216.61,219.64,179892.0
2012-04-09,211.23,219.75,211.23,215.17,288540.0
2012-04-10,216.14,217.01,206.86,208.71,601127.0
2012-04-11,207.91,212.97,203.33,209.14,1208653.0
2012-04-12,215.09,215.09,209.72,210.69,179575.0
2012-04-13,214.12,214.12,206.72,206.94,1243912.0
2012-04-14,214.12,214.12,206.72,206.94,1243912.0
2012-04-15,214.12,214.12,206.72,206.94,1243912.0
2012-04-16,207.12,209.14,203.83,205.42,121690.0
2012-04-17,206.43,208.56,202.24,204.3,218610.0
2012-04-18,205.02,222.57,202.35,218.92,1640815.0
2012-04-19,223.65,223.65,215.49,218.81,525631.0
2012-04-20,218.88,221.34,216.36,218.09,348549.0
2012-04-21,218.88,221.34,216.36,218.09,348549.0
2012-04-22,218.88,221.34,216.36,218.09,348549.0
2012-04-23,217.87,218.27,207.19,208.2,350177.0
2012-04-24,211.95,211.95,203.98,205.2,216548.0
2012-04-25,204.45,208.6,197.8,200.51,407181.0
2012-04-26,202.14,206.03,198.89,200.19,549441.0
2012-04-27,200.84,208.6,200.69,203.69,584652.0
2012-04-28,205.13,205.13,202.61,203.44,14646.0
2012-04-29,205.13,205.13,202.61,203.44,14646.0
2012-04-30,204.3,208.63,203.0,206.76,205777.0
2012-05-01,204.3,208.63,203.0,206.76,205777.0
2012-05-02,208.67,219.75,207.26,217.51,1356972.0
2012-05-03,218.6,223.79,210.65,211.52,523676.0
2012-05-04,211.88,212.97,206.5,208.31,461856.0
2012-05-05,211.88,212.97,206.5,208.31,461856.0
2012-05-06,211.88,212.97,206.5,208.31,461856.0
2012-05-07,200.69,216.5,200.69,214.08,209680.0
2012-05-08,216.76,220.22,210.91,213.8,390405.0
2012-05-09,211.52,214.52,206.86,210.37,129312.0
2012-05-10,212.42,216.14,210.51,212.28,180041.0
2012-05-11,211.88,215.49,209.07,213.15,137312.0
2012-05-12,211.88,215.49,209.07,213.15,137312.0
2012-05-13,211.88,215.49,209.07,213.15,137312.0
2012-05-14,213.69,217.55,205.13,208.24,357494.0
2012-05-15,207.91,218.74,202.86,207.7,1541751.0
2012-05-16,207.19,207.19,194.99,197.91,631725.0
2012-05-17,198.09,201.41,188.64,190.33,775082.0
2012-05-18,187.7,194.77,184.27,192.57,885593.0
2012-05-19,187.7,194.77,184.27,192.57,885593.0
2012-05-20,187.7,194.77,184.27,192.57,885593.0
2012-05-21,194.38,196.14,185.24,185.97,1036187.0
2012-05-22,192.61,192.61,181.96,182.86,862641.0
2012-05-23,180.41,187.7,180.41,180.73,678637.0
2012-05-24,183.22,183.37,179.58,180.37,704089.0
2012-05-25,180.62,183.62,176.62,181.16,894180.0
2012-05-26,180.62,183.62,176.62,181.16,894180.0
2012-05-27,180.62,183.62,176.62,181.16,894180.0
2012-05-28,180.44,185.17,176.87,178.46,1343116.0
2012-05-29,176.87,180.55,176.87,178.42,823967.0
2012-05-30,179.94,181.2,175.53,176.11,807426.0
2012-05-31,176.11,177.3,171.6,172.54,1511304.0
2012-06-01,172.0,173.19,162.43,163.91,1423953.0
2012-06-02,172.0,173.19,162.43,163.91,1423953.0
2012-06-03,172.0,173.19,162.43,163.91,1423953.0
2012-06-04,163.15,169.43,158.39,162.03,1387341.0
2012-06-05,165.82,168.53,163.15,164.09,1163981.0
2012-06-06,169.29,170.81,164.71,169.47,1144505.0
2012-06-07,171.09,173.19,169.18,170.81,640214.0
2012-06-08,171.78,189.07,169.0,186.11,3402561.0
2012-06-09,171.78,189.07,169.0,186.11,3402561.0
2012-06-10,171.78,189.07,169.0,186.11,3402561.0
2012-06-11,187.7,191.27,176.98,178.93,1553313.0
2012-06-12,178.67,185.78,176.44,184.05,1386997.0
2012-06-13,184.02,185.86,182.72,183.8,1727535.0
2012-06-14,183.73,193.44,183.73,189.29,2128818.0
2012-06-15,189.5,192.75,186.25,190.77,1740516.0
2012-06-16,189.5,192.75,186.25,190.77,1740516.0
2012-06-17,189.5,192.75,186.25,190.77,1740516.0
2012-06-18,192.03,194.12,189.5,191.34,776862.0
2012-06-19,164.56,199.54,164.56,194.05,3131198.0
2012-06-20,194.2,202.71,193.37,201.23,1089794.0
2012-06-21,198.53,204.3,198.53,201.23,1201897.0
2012-06-22,198.53,205.6,195.28,203.11,1123391.0
2012-06-23,198.53,205.6,195.28,203.11,1123391.0
2012-06-24,198.53,205.6,195.28,203.11,1123391.0
2012-06-25,203.54,217.3,202.28,211.49,2622665.0
2012-06-26,213.04,220.08,211.3,217.26,2641919.0
2012-06-27,218.09,220.22,215.31,218.49,859285.0
2012-06-28,234.62,234.62,213.61,215.38,3368418.0
2012-06-29,216.21,219.39,213.69,217.87,2392648.0
2012-06-30,216.21,219.39,213.69,217.87,2392648.0
2012-07-01,216.21,219.39,213.69,217.87,2392648.0
2012-07-02,218.31,224.52,216.57,219.61,2578779.0
2012-07-03,215.49,235.45,215.49,234.23,2815720.0
2012-07-04,234.62,235.45,224.44,226.9,1091599.0
2012-07-05,226.68,234.04,226.68,229.46,1275538.0
2012-07-06,229.57,230.69,223.07,226.72,721344.0
2012-07-07,229.57,230.69,223.07,226.72,721344.0
2012-07-08,229.57,230.69,223.07,226.72,721344.0
2012-07-09,225.24,226.5,220.18,220.87,524707.0
2012-07-10,220.26,223.0,217.3,218.56,762543.0
2012-07-11,218.74,220.0,214.05,215.02,631769.0
2012-07-12,212.82,221.41,210.84,217.51,346010.0
2012-07-13,218.16,220.29,213.18,214.26,749455.0
2012-07-14,218.16,220.29,213.18,214.26,749455.0
2012-07-15,218.16,220.29,213.18,214.26,749455.0
2012-07-16,214.48,218.81,213.0,217.08,721544.0
2012-07-17,217.3,218.74,214.84,216.25,637632.0
2012-07-18,216.25,216.25,210.19,211.99,269211.0
2012-07-19,212.17,215.2,210.44,213.83,429995.0
2012-07-20,215.78,215.78,205.93,208.24,387402.0
2012-07-21,215.78,215.78,205.93,208.24,387402.0
2012-07-22,215.78,215.78,205.93,208.24,387402.0
2012-07-23,207.19,208.24,201.78,202.61,414010.0
2012-07-24,202.5,208.63,201.13,207.33,401977.0
2012-07-25,206.68,211.09,203.58,206.54,1069646.0
2012-07-26,208.63,215.85,204.12,213.61,1201767.0
2012-07-27,209.28,213.61,127.6,188.67,12315446.0
2012-07-28,209.28,213.61,127.6,188.67,12315446.0
2012-07-29,209.28,213.61,127.6,188.67,12315446.0
2012-07-30,189.72,193.0,183.51,185.21,2765172.0
2012-07-31,187.7,200.3,185.32,190.55,8855302.0
