,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity,NMDC IN Equity
2013-03-05,49.18,51.71,49.18,51.33,1853077.0
2013-03-06,51.53,53.02,51.4,52.61,2812458.0
2013-03-07,52.36,53.95,52.36,53.48,3610809.0
2013-03-08,53.55,54.3,52.85,53.75,5168860.0
2013-03-09,53.55,54.3,52.85,53.75,5168860.0
2013-03-10,53.55,54.3,52.85,53.75,5168860.0
2013-03-11,54.63,54.63,53.07,53.29,6347249.0
2013-03-12,53.72,54.32,52.89,53.35,6312707.0
2013-03-13,53.35,54.38,52.27,52.52,2171185.0
2013-03-14,52.78,53.81,52.08,53.44,3474129.0
2013-03-15,53.44,54.36,52.3,53.05,7605450.0
2013-03-16,53.44,54.36,52.3,53.05,7605450.0
2013-03-17,53.44,54.36,52.3,53.05,7605450.0
2013-03-18,52.47,53.09,50.39,50.69,5884422.0
2013-03-19,51.02,51.2,50.21,50.67,4078800.0
2013-03-20,51.02,51.02,48.76,49.2,5932402.0
2013-03-21,49.55,50.78,48.47,49.09,8051467.0
2013-03-22,49.07,49.37,46.98,48.03,7694926.0
2013-03-23,49.07,49.37,46.98,48.03,7694926.0
2013-03-24,49.07,49.37,46.98,48.03,7694926.0
2013-03-25,48.37,49.93,48.14,49.02,6761520.0
2013-03-26,49.48,49.81,48.54,49.29,7420845.0
2013-03-27,49.48,49.81,48.54,49.29,7420845.0
2013-03-28,50.17,51.15,49.33,50.32,12990433.0
2013-03-29,50.17,51.15,49.33,50.32,12990433.0
2013-03-30,50.17,51.15,49.33,50.32,12990433.0
2013-03-31,50.17,51.15,49.33,50.32,12990433.0
2013-04-01,50.65,51.02,49.0,49.6,4354658.0
2013-04-02,49.92,50.39,49.26,50.01,3299073.0
2013-04-03,49.77,50.1,47.49,47.79,4859286.0
2013-04-04,47.35,48.28,46.76,47.92,3948257.0
2013-04-05,47.4,48.43,45.51,45.82,7194356.0
2013-04-06,47.4,48.43,45.51,45.82,7194356.0
2013-04-07,47.4,48.43,45.51,45.82,7194356.0
2013-04-08,45.84,46.12,45.16,45.46,2723763.0
2013-04-09,45.55,46.14,44.72,45.0,3350086.0
2013-04-10,45.33,45.95,44.98,45.7,2736543.0
2013-04-11,45.99,46.58,45.6,45.92,2238999.0
2013-04-12,45.88,46.39,45.68,46.03,1252958.0
2013-04-13,45.88,46.39,45.68,46.03,1252958.0
2013-04-14,45.88,46.39,45.68,46.03,1252958.0
2013-04-15,46.03,47.4,45.59,47.13,2788565.0
2013-04-16,46.65,47.53,46.41,47.18,2521948.0
2013-04-17,47.35,47.53,46.43,46.61,1788350.0
2013-04-18,46.61,46.93,44.89,45.48,2532000.0
2013-04-19,46.61,46.93,44.89,45.48,2532000.0
2013-04-20,46.61,46.93,44.89,45.48,2532000.0
2013-04-21,46.61,46.93,44.89,45.48,2532000.0
2013-04-22,45.88,47.29,45.46,46.85,2024047.0
2013-04-23,47.6,47.66,46.83,47.53,2071487.0
2013-04-24,47.6,47.66,46.83,47.53,2071487.0
2013-04-25,47.9,48.12,47.0,47.2,4051461.0
2013-04-26,47.22,47.59,46.26,46.45,1331196.0
2013-04-27,47.22,47.59,46.26,46.45,1331196.0
2013-04-28,47.22,47.59,46.26,46.45,1331196.0
2013-04-29,47.11,47.11,45.2,45.35,4037153.0
2013-04-30,45.51,46.37,45.0,46.15,3399050.0
2013-05-01,45.51,46.37,45.0,46.15,3399050.0
2013-05-02,46.15,46.91,45.97,46.67,2711965.0
2013-05-03,46.61,47.26,46.06,46.43,1950807.0
2013-05-04,46.61,47.26,46.06,46.43,1950807.0
2013-05-05,46.61,47.26,46.06,46.43,1950807.0
2013-05-06,46.28,47.82,46.28,47.7,1920738.0
2013-05-07,48.12,48.3,47.38,47.7,2924321.0
2013-05-08,48.19,48.19,46.67,47.13,2477941.0
2013-05-09,46.98,47.6,45.4,45.7,2292980.0
2013-05-10,45.59,46.91,45.59,46.69,1241079.0
2013-05-11,46.25,47.04,46.25,46.85,188417.0
2013-05-12,46.25,47.04,46.25,46.85,188417.0
2013-05-13,47.33,47.33,45.93,46.12,1125782.0
2013-05-14,46.03,47.48,45.82,46.48,2783862.0
2013-05-15,46.54,47.38,46.39,47.11,2068039.0
2013-05-16,46.83,47.09,45.48,45.71,2582336.0
2013-05-17,45.88,46.59,44.21,44.91,4782013.0
2013-05-18,45.88,46.59,44.21,44.91,4782013.0
2013-05-19,45.88,46.59,44.21,44.91,4782013.0
2013-05-20,45.68,45.68,44.52,44.72,4003455.0
2013-05-21,44.59,45.33,44.41,44.8,1646534.0
2013-05-22,45.0,45.29,44.3,44.47,1523468.0
2013-05-23,44.14,44.41,42.08,42.81,3081489.0
2013-05-24,42.83,43.25,42.21,42.8,2156160.0
2013-05-25,42.83,43.25,42.21,42.8,2156160.0
2013-05-26,42.83,43.25,42.21,42.8,2156160.0
2013-05-27,42.58,43.49,42.58,43.33,1207292.0
2013-05-28,43.31,43.84,42.87,43.07,970832.0
2013-05-29,43.07,43.82,42.58,42.83,2576402.0
2013-05-30,43.13,44.56,42.39,43.77,5500401.0
2013-05-31,43.97,44.28,42.94,43.16,1958532.0
2013-06-01,43.97,44.28,42.94,43.16,1958532.0
2013-06-02,43.97,44.28,42.94,43.16,1958532.0
2013-06-03,42.94,43.64,42.58,43.09,1067869.0
2013-06-04,43.02,43.59,42.58,42.63,1859603.0
2013-06-05,43.02,43.02,42.32,42.47,1484964.0
2013-06-06,42.28,42.69,41.75,42.47,2263085.0
2013-06-07,41.88,42.83,41.82,42.48,1484582.0
2013-06-08,41.88,42.83,41.82,42.48,1484582.0
2013-06-09,41.88,42.83,41.82,42.48,1484582.0
2013-06-10,42.76,43.0,42.25,42.67,1416530.0
2013-06-11,42.23,42.61,41.4,41.8,1746536.0
2013-06-12,41.49,41.95,40.94,41.25,1274368.0
2013-06-13,40.74,41.29,38.46,39.27,5131758.0
2013-06-14,39.33,40.63,38.63,40.25,1656339.0
2013-06-15,39.33,40.63,38.63,40.25,1656339.0
2013-06-16,39.33,40.63,38.63,40.25,1656339.0
2013-06-17,40.25,40.74,39.49,39.82,1441389.0
2013-06-18,39.84,40.61,39.2,39.38,7939977.0
2013-06-19,39.38,39.82,38.98,39.16,1481898.0
2013-06-20,38.91,39.02,36.78,38.01,3666297.0
2013-06-21,38.17,38.91,37.44,38.58,3392805.0
2013-06-22,38.17,38.91,37.44,38.58,3392805.0
2013-06-23,38.17,38.91,37.44,38.58,3392805.0
2013-06-24,38.56,39.27,37.66,37.82,2324975.0
2013-06-25,37.77,38.17,36.23,36.83,3968373.0
2013-06-26,36.7,37.13,36.54,36.76,2273585.0
2013-06-27,36.89,37.35,36.61,36.91,7032918.0
2013-06-28,37.09,39.05,37.09,38.7,3384019.0
2013-06-29,37.09,39.05,37.09,38.7,3384019.0
2013-06-30,37.09,39.05,37.09,38.7,3384019.0
2013-07-01,39.0,39.31,38.48,38.76,1606662.0
2013-07-02,38.54,39.22,37.77,37.91,1655477.0
2013-07-03,37.47,37.91,36.52,36.7,1514400.0
2013-07-04,36.7,37.58,36.39,37.09,1611763.0
2013-07-05,37.27,38.32,37.27,38.15,1617703.0
2013-07-06,37.27,38.32,37.27,38.15,1617703.0
2013-07-07,37.27,38.32,37.27,38.15,1617703.0
2013-07-08,37.9,38.13,37.07,37.6,1291430.0
2013-07-09,37.69,38.1,37.44,37.79,970655.0
2013-07-10,37.8,38.89,37.79,38.39,1681767.0
2013-07-11,38.72,39.79,38.67,39.27,1743141.0
2013-07-12,39.35,39.66,38.56,39.31,1379371.0
2013-07-13,39.35,39.66,38.56,39.31,1379371.0
2013-07-14,39.35,39.66,38.56,39.31,1379371.0
2013-07-15,39.64,40.26,38.78,39.77,1052914.0
2013-07-16,39.4,39.53,38.92,39.09,767037.0
2013-07-17,38.76,39.33,37.88,38.12,1124333.0
2013-07-18,38.12,38.91,37.69,38.7,1421037.0
2013-07-19,38.72,39.64,38.61,39.51,1430965.0
2013-07-20,38.72,39.64,38.61,39.51,1430965.0
2013-07-21,38.72,39.64,38.61,39.51,1430965.0
2013-07-22,39.99,40.17,39.27,39.58,1263084.0
2013-07-23,39.64,40.58,39.64,40.19,1252875.0
2013-07-24,40.02,40.54,39.46,39.66,1219907.0
2013-07-25,39.68,40.01,37.84,38.24,3334929.0
2013-07-26,38.26,38.74,38.08,38.26,1788092.0
2013-07-27,38.26,38.74,38.08,38.26,1788092.0
2013-07-28,38.26,38.74,38.08,38.26,1788092.0
2013-07-29,38.54,38.56,37.46,37.77,1852814.0
2013-07-30,37.82,38.17,35.86,36.46,5104179.0
2013-07-31,36.67,36.87,34.9,35.93,1998995.0
2013-08-01,36.01,37.38,35.88,36.17,1799940.0
2013-08-02,36.26,36.68,35.07,35.53,3169771.0
2013-08-03,36.26,36.68,35.07,35.53,3169771.0
2013-08-04,36.26,36.68,35.07,35.53,3169771.0
2013-08-05,35.31,36.63,35.16,36.41,2564931.0
2013-08-06,36.32,36.34,34.01,34.81,3838187.0
2013-08-07,34.54,37.99,34.02,36.65,6435672.0
2013-08-08,36.57,37.77,36.13,37.4,2413591.0
2013-08-09,36.57,37.77,36.13,37.4,2413591.0
2013-08-10,36.57,37.77,36.13,37.4,2413591.0
2013-08-11,36.57,37.77,36.13,37.4,2413591.0
2013-08-12,37.79,40.25,37.51,39.91,4702952.0
2013-08-13,40.37,40.7,39.47,39.99,8156750.0
2013-08-14,39.93,42.39,39.9,42.12,4161580.0
2013-08-15,39.93,42.39,39.9,42.12,4161580.0
2013-08-16,42.32,42.58,39.51,39.91,6492883.0
2013-08-17,42.32,42.58,39.51,39.91,6492883.0
2013-08-18,42.32,42.58,39.51,39.91,6492883.0
2013-08-19,39.97,41.55,39.13,40.37,5064230.0
2013-08-20,40.3,42.03,39.66,41.38,5147144.0
2013-08-21,41.84,42.08,39.69,40.15,2137146.0
2013-08-22,40.19,43.57,39.64,42.94,6383444.0
2013-08-23,43.68,43.93,41.77,42.83,4297995.0
2013-08-24,43.68,43.93,41.77,42.83,4297995.0
2013-08-25,43.68,43.93,41.77,42.83,4297995.0
2013-08-26,42.94,44.23,42.47,43.36,4038557.0
2013-08-27,42.94,43.29,40.74,41.38,2275400.0
2013-08-28,41.11,43.13,40.47,42.56,6725117.0
2013-08-29,43.35,44.41,42.23,44.12,12984865.0
2013-08-30,44.54,44.89,43.13,43.68,5201188.0
2013-08-31,44.54,44.89,43.13,43.68,5201188.0
2013-09-01,44.54,44.89,43.13,43.68,5201188.0
2013-09-02,43.68,45.4,43.31,45.0,4405572.0
2013-09-03,45.51,45.7,42.94,43.25,3694792.0
2013-09-04,43.31,44.87,42.83,44.59,3947195.0
2013-09-05,45.71,45.88,44.15,44.65,2367057.0
2013-09-06,44.47,45.0,43.84,44.47,2700075.0
2013-09-07,44.47,45.0,43.84,44.47,2700075.0
2013-09-08,44.47,45.0,43.84,44.47,2700075.0
2013-09-09,44.47,45.0,43.84,44.47,2700075.0
2013-09-10,44.96,45.14,43.16,44.08,6120698.0
2013-09-11,43.46,46.26,43.11,45.86,5072405.0
2013-09-12,46.48,46.5,45.14,45.38,3075981.0
2013-09-13,45.68,46.21,45.07,45.79,2574767.0
2013-09-14,45.68,46.21,45.07,45.79,2574767.0
2013-09-15,45.68,46.21,45.07,45.79,2574767.0
2013-09-16,46.43,46.61,45.14,45.24,1763413.0
2013-09-17,45.24,45.97,45.05,45.48,2754390.0
2013-09-18,46.03,46.03,43.68,44.83,5133624.0
2013-09-19,45.54,46.67,45.08,46.56,3828910.0
2013-09-20,46.96,47.39,44.8,46.96,4280015.0
2013-09-21,46.96,47.39,44.8,46.96,4280015.0
2013-09-22,46.96,47.39,44.8,46.96,4280015.0
2013-09-23,46.67,46.98,45.8,46.45,2043041.0
2013-09-24,46.2,47.11,46.01,47.01,2857504.0
2013-09-25,47.36,47.72,46.73,47.47,2721841.0
2013-09-26,47.41,48.65,47.24,48.23,4077525.0
2013-09-27,48.74,48.8,47.39,48.1,1815470.0
2013-09-28,48.74,48.8,47.39,48.1,1815470.0
2013-09-29,48.74,48.8,47.39,48.1,1815470.0
2013-09-30,47.43,47.43,45.27,45.57,1880439.0
2013-10-01,45.72,45.97,44.59,45.17,3181890.0
2013-10-02,45.72,45.97,44.59,45.17,3181890.0
2013-10-03,45.57,47.24,45.23,47.11,4193117.0
2013-10-04,46.9,47.39,46.33,47.11,2075039.0
2013-10-05,46.9,47.39,46.33,47.11,2075039.0
2013-10-06,46.9,47.39,46.33,47.11,2075039.0
2013-10-07,47.15,47.2,45.74,46.67,1966497.0
2013-10-08,46.69,47.01,46.29,46.67,2409299.0
2013-10-09,46.56,48.67,46.03,48.25,3249122.0
2013-10-10,48.55,50.07,48.0,49.67,4846071.0
2013-10-11,49.9,50.09,49.06,49.35,1861902.0
2013-10-12,49.9,50.09,49.06,49.35,1861902.0
2013-10-13,49.9,50.09,49.06,49.35,1861902.0
2013-10-14,49.42,50.37,48.86,49.25,3159787.0
2013-10-15,49.1,49.75,48.38,48.95,1983523.0
2013-10-16,49.1,49.75,48.38,48.95,1983523.0
2013-10-17,48.86,50.24,48.86,49.42,3174665.0
2013-10-18,49.56,50.41,49.46,49.67,2209202.0
2013-10-19,49.56,50.41,49.46,49.67,2209202.0
2013-10-20,49.56,50.41,49.46,49.67,2209202.0
2013-10-21,49.67,51.61,49.58,51.25,3105080.0
2013-10-22,51.4,51.49,50.45,50.9,3213312.0
2013-10-23,50.9,52.37,50.77,51.8,6079583.0
2013-10-24,51.99,53.69,51.82,53.11,12791532.0
2013-10-25,51.78,52.92,50.68,51.3,6594922.0
2013-10-26,51.78,52.92,50.68,51.3,6594922.0
2013-10-27,51.78,52.92,50.68,51.3,6594922.0
2013-10-28,51.3,51.85,50.68,51.25,7069298.0
2013-10-29,50.94,51.89,50.92,51.45,3826428.0
2013-10-30,51.51,51.91,50.89,51.26,840916.0
2013-10-31,51.26,53.6,50.85,52.67,3816715.0
2013-11-01,52.71,54.19,52.18,53.31,2377208.0
2013-11-02,52.71,54.19,52.18,53.31,2377208.0
2013-11-03,53.86,54.22,53.22,53.48,240320.0
2013-11-04,53.86,54.22,53.22,53.48,240320.0
2013-11-05,53.48,55.59,53.33,55.1,5932341.0
2013-11-06,54.32,55.46,53.05,53.48,5474188.0
2013-11-07,54.22,55.13,53.02,53.29,3021168.0
2013-11-08,53.89,53.89,52.61,53.06,1653399.0
2013-11-09,53.89,53.89,52.61,53.06,1653399.0
2013-11-10,53.89,53.89,52.61,53.06,1653399.0
2013-11-11,53.43,54.05,50.81,51.27,1947161.0
2013-11-12,51.27,51.64,50.25,50.77,2163472.0
2013-11-13,50.46,51.7,50.21,50.98,2160015.0
2013-11-14,51.18,53.08,51.1,51.31,1678533.0
2013-11-15,51.18,53.08,51.1,51.31,1678533.0
2013-11-16,51.18,53.08,51.1,51.31,1678533.0
2013-11-17,51.18,53.08,51.1,51.31,1678533.0
2013-11-18,51.57,52.34,50.67,51.16,2239094.0
2013-11-19,51.0,51.55,50.17,50.75,1710316.0
2013-11-20,50.71,52.05,50.4,50.85,1664070.0
2013-11-21,50.79,51.18,50.21,50.44,2826594.0
2013-11-22,50.81,51.04,49.39,49.72,4080920.0
2013-11-23,50.81,51.04,49.39,49.72,4080920.0
2013-11-24,50.81,51.04,49.39,49.72,4080920.0
2013-11-25,49.84,51.18,49.72,50.77,1437911.0
2013-11-26,50.69,51.37,48.7,48.99,2174294.0
2013-11-27,49.05,49.72,47.73,48.52,2792924.0
2013-11-28,48.56,48.99,47.88,48.27,2347828.0
2013-11-29,48.5,51.57,48.31,51.37,3419855.0
2013-11-30,48.5,51.57,48.31,51.37,3419855.0
2013-12-01,48.5,51.57,48.31,51.37,3419855.0
2013-12-02,51.47,52.65,51.41,51.99,1554707.0
2013-12-03,51.95,53.56,51.51,53.21,4301633.0
2013-12-04,53.12,54.42,52.83,54.26,4285759.0
2013-12-05,54.3,55.44,54.05,55.11,2924405.0
2013-12-06,55.05,55.75,54.34,55.42,2208946.0
2013-12-07,55.05,55.75,54.34,55.42,2208946.0
2013-12-08,55.05,55.75,54.34,55.42,2208946.0
2013-12-09,55.87,56.49,54.67,55.46,3272853.0
2013-12-10,55.52,56.08,53.6,55.02,3362853.0
2013-12-11,54.94,55.05,53.27,54.22,2524811.0
2013-12-12,53.89,54.9,53.27,53.91,1480334.0
2013-12-13,53.89,53.89,52.77,53.56,1629268.0
2013-12-14,53.89,53.89,52.77,53.56,1629268.0
2013-12-15,53.89,53.89,52.77,53.56,1629268.0
2013-12-16,53.31,53.74,52.46,52.86,1808668.0
2013-12-17,52.94,54.01,52.86,53.83,1738902.0
2013-12-18,53.6,54.28,53.0,53.74,1284813.0
2013-12-19,54.28,55.05,50.98,52.5,4442657.0
2013-12-20,51.68,53.12,51.16,52.92,2454276.0
2013-12-21,51.68,53.12,51.16,52.92,2454276.0
2013-12-22,51.68,53.12,51.16,52.92,2454276.0
2013-12-23,52.73,53.97,52.63,53.76,1158383.0
2013-12-24,53.7,53.89,52.81,53.58,1072072.0
2013-12-25,53.7,53.89,52.81,53.58,1072072.0
2013-12-26,53.5,54.92,52.98,53.76,4850060.0
2013-12-27,53.5,55.31,53.5,54.86,3002907.0
2013-12-28,53.5,55.31,53.5,54.86,3002907.0
2013-12-29,53.5,55.31,53.5,54.86,3002907.0
2013-12-30,55.21,55.77,54.92,55.23,2566715.0
2013-12-31,55.75,56.3,54.76,55.02,1949012.0
2014-01-01,55.11,55.83,54.92,55.37,892188.0
2014-01-02,55.05,56.18,53.74,54.4,2614209.0
2014-01-03,54.28,54.76,53.06,53.7,1959215.0
2014-01-04,54.28,54.76,53.06,53.7,1959215.0
2014-01-05,54.28,54.76,53.06,53.7,1959215.0
2014-01-06,53.52,53.78,52.5,53.12,1619368.0
2014-01-07,53.16,54.05,52.34,52.79,3098226.0
2014-01-08,53.7,56.51,53.16,53.85,4581377.0
2014-01-09,54.28,55.05,53.31,54.07,2951463.0
2014-01-10,54.1,54.96,53.54,53.95,1157827.0
2014-01-11,54.1,54.96,53.54,53.95,1157827.0
2014-01-12,54.1,54.96,53.54,53.95,1157827.0
2014-01-13,53.89,55.11,53.5,54.92,1969724.0
2014-01-14,54.69,55.23,53.33,53.62,1820378.0
2014-01-15,54.92,55.77,54.49,55.31,4121614.0
2014-01-16,55.44,56.95,55.02,56.08,2926430.0
2014-01-17,56.22,56.9,55.71,56.41,3865770.0
2014-01-18,56.22,56.9,55.71,56.41,3865770.0
2014-01-19,56.22,56.9,55.71,56.41,3865770.0
2014-01-20,56.57,56.61,54.8,55.73,2192106.0
2014-01-21,55.79,56.61,55.27,56.14,2462706.0
2014-01-22,55.91,56.51,55.75,56.22,1927343.0
2014-01-23,56.22,56.9,55.17,56.26,4528925.0
2014-01-24,55.75,56.86,55.6,56.45,3604218.0
2014-01-25,55.75,56.86,55.6,56.45,3604218.0
2014-01-26,55.75,56.86,55.6,56.45,3604218.0
2014-01-27,55.75,56.22,54.28,55.07,4627072.0
2014-01-28,56.02,56.02,54.51,54.94,2648715.0
2014-01-29,55.05,55.56,54.42,55.38,3944896.0
2014-01-30,55.15,55.71,54.12,55.04,6196038.0
2014-01-31,55.07,56.39,54.74,56.22,4741563.0
2014-02-01,55.07,56.39,54.74,56.22,4741563.0
2014-02-02,55.07,56.39,54.74,56.22,4741563.0
2014-02-03,56.1,56.16,54.34,55.17,3268571.0
2014-02-04,54.34,55.62,53.12,53.45,4431589.0
2014-02-05,53.45,54.78,52.57,54.36,3092906.0
2014-02-06,54.67,56.02,54.14,55.56,5768934.0
2014-02-07,55.68,56.37,55.48,56.18,4303474.0
2014-02-08,55.68,56.37,55.48,56.18,4303474.0
2014-02-09,55.68,56.37,55.48,56.18,4303474.0
2014-02-10,56.49,57.77,55.46,55.81,2623158.0
2014-02-11,56.22,56.8,55.64,56.22,6159757.0
2014-02-12,56.61,56.99,55.83,56.12,2594058.0
2014-02-13,55.83,56.68,55.09,55.38,2480893.0
2014-02-14,55.6,56.55,55.27,56.39,1419069.0
2014-02-15,55.6,56.55,55.27,56.39,1419069.0
2014-02-16,55.6,56.55,55.27,56.39,1419069.0
2014-02-17,55.2,56.82,55.2,55.67,2373258.0
2014-02-18,55.61,56.07,55.24,55.51,1836616.0
2014-02-19,55.26,55.61,54.82,55.18,1908543.0
2014-02-20,54.6,55.18,54.3,54.54,1440333.0
2014-02-21,54.6,55.49,54.58,55.26,585113.0
2014-02-22,54.6,55.49,54.58,55.26,585113.0
2014-02-23,54.6,55.49,54.58,55.26,585113.0
2014-02-24,55.0,55.39,54.28,54.52,709888.0
2014-02-25,55.0,55.1,52.46,53.03,2610644.0
2014-02-26,52.79,53.13,50.71,51.13,6424734.0
2014-02-27,52.79,53.13,50.71,51.13,6424734.0
2014-02-28,51.17,51.86,50.79,51.38,2980450.0
2014-03-01,51.17,51.86,50.79,51.38,2980450.0
2014-03-02,51.17,51.86,50.79,51.38,2980450.0
2014-03-03,51.38,52.32,50.77,51.98,1673572.0
2014-03-04,52.3,53.75,52.26,53.61,1883851.0
2014-03-05,53.75,54.34,52.95,53.17,2117158.0
2014-03-06,53.23,53.85,52.89,53.27,1711916.0
2014-03-07,53.27,54.14,52.56,53.09,3821921.0
2014-03-08,53.27,54.14,52.56,53.09,3821921.0
2014-03-09,53.27,54.14,52.56,53.09,3821921.0
2014-03-10,53.03,53.23,51.5,51.72,4531882.0
2014-03-11,51.98,52.36,50.17,50.37,4015155.0
2014-03-12,50.29,51.66,49.6,51.17,2677635.0
2014-03-13,51.54,52.38,50.37,50.81,2423499.0
2014-03-14,50.37,52.22,50.33,52.08,1944818.0
2014-03-15,50.37,52.22,50.33,52.08,1944818.0
2014-03-16,50.37,52.22,50.33,52.08,1944818.0
2014-03-17,50.37,52.22,50.33,52.08,1944818.0
2014-03-18,52.79,52.97,51.8,52.14,2303901.0
2014-03-19,52.42,53.37,52.18,52.81,1658078.0
2014-03-20,52.5,53.67,52.5,53.25,2097890.0
2014-03-21,53.75,53.87,51.6,51.92,2141276.0
2014-03-22,52.34,52.79,52.02,52.34,204451.0
2014-03-23,52.34,52.79,52.02,52.34,204451.0
2014-03-24,53.07,54.94,52.44,54.2,3413423.0
2014-03-25,54.2,55.28,53.99,54.3,2511142.0
2014-03-26,54.96,55.2,54.12,54.38,2111307.0
2014-03-27,54.24,54.88,54.2,54.58,3573158.0
2014-03-28,54.76,55.97,54.5,55.83,1841469.0
2014-03-29,54.76,55.97,54.5,55.83,1841469.0
2014-03-30,54.76,55.97,54.5,55.83,1841469.0
2014-03-31,56.27,57.12,55.85,56.11,2292678.0
2014-04-01,56.49,56.65,55.14,55.45,1323456.0
2014-04-02,55.65,56.82,55.65,55.91,1320347.0
2014-04-03,56.41,57.98,56.11,56.76,4799869.0
2014-04-04,57.74,57.74,56.35,56.57,3023475.0
2014-04-05,57.74,57.74,56.35,56.57,3023475.0
2014-04-06,57.74,57.74,56.35,56.57,3023475.0
2014-04-07,56.73,58.43,56.03,57.9,2733860.0
2014-04-08,56.73,58.43,56.03,57.9,2733860.0
2014-04-09,57.84,59.96,57.76,59.37,5219626.0
2014-04-10,59.64,61.25,59.23,60.32,3596155.0
2014-04-11,60.44,61.97,60.04,60.87,5612458.0
2014-04-12,60.44,61.97,60.04,60.87,5612458.0
2014-04-13,60.44,61.97,60.04,60.87,5612458.0
2014-04-14,60.44,61.97,60.04,60.87,5612458.0
2014-04-15,60.87,61.33,59.76,60.46,1523583.0
2014-04-16,59.9,61.31,59.8,60.08,1665845.0
2014-04-17,59.64,61.05,59.64,60.02,2265813.0
2014-04-18,59.64,61.05,59.64,60.02,2265813.0
2014-04-19,59.64,61.05,59.64,60.02,2265813.0
2014-04-20,59.64,61.05,59.64,60.02,2265813.0
2014-04-21,60.42,61.23,59.96,60.54,1755516.0
2014-04-22,60.58,61.21,60.5,60.68,1296340.0
2014-04-23,61.13,61.21,59.88,60.16,2745004.0
2014-04-24,61.13,61.21,59.88,60.16,2745004.0
2014-04-25,60.16,61.61,60.16,61.01,3431281.0
2014-04-26,60.16,61.61,60.16,61.01,3431281.0
2014-04-27,60.16,61.61,60.16,61.01,3431281.0
2014-04-28,61.21,61.25,60.04,60.42,1468505.0
2014-04-29,60.4,61.25,59.68,60.56,2639061.0
2014-04-30,60.7,61.33,59.88,60.52,2480846.0
2014-05-01,60.7,61.33,59.88,60.52,2480846.0
2014-05-02,60.5,62.66,60.5,61.33,3630640.0
2014-05-03,60.5,62.66,60.5,61.33,3630640.0
2014-05-04,60.5,62.66,60.5,61.33,3630640.0
2014-05-05,61.93,61.93,60.12,60.32,3091130.0
2014-05-06,60.34,60.78,59.35,60.38,1472494.0
2014-05-07,60.28,60.95,60.02,60.5,1568680.0
2014-05-08,60.5,61.15,60.1,60.3,1864123.0
2014-05-09,60.02,61.09,59.68,60.38,1913020.0
2014-05-10,60.02,61.09,59.68,60.38,1913020.0
2014-05-11,60.02,61.09,59.68,60.38,1913020.0
2014-05-12,60.16,61.59,60.16,61.09,4585652.0
2014-05-13,61.37,63.1,60.76,61.15,4086377.0
2014-05-14,62.32,64.39,60.85,64.15,4985656.0
2014-05-15,64.47,64.87,61.75,62.42,4392364.0
2014-05-16,63.75,66.12,63.1,65.24,6571471.0
2014-05-17,63.75,66.12,63.1,65.24,6571471.0
2014-05-18,63.75,66.12,63.1,65.24,6571471.0
2014-05-19,64.91,69.19,64.17,68.2,9163506.0
2014-05-20,68.78,73.94,68.5,71.91,10581729.0
2014-05-21,71.44,76.3,69.53,71.56,10794428.0
2014-05-22,72.13,74.5,71.74,72.45,6684064.0
2014-05-23,71.68,73.86,70.37,71.79,5836034.0
2014-05-24,71.68,73.86,70.37,71.79,5836034.0
2014-05-25,71.68,73.86,70.37,71.79,5836034.0
2014-05-26,73.09,74.91,67.7,71.46,7228517.0
2014-05-27,70.76,71.74,68.26,70.6,1737969.0
2014-05-28,70.74,72.71,70.05,70.98,5187582.0
2014-05-29,71.48,71.68,68.7,69.13,2522791.0
2014-05-30,69.51,70.86,67.82,68.5,2966890.0
2014-05-31,69.51,70.86,67.82,68.5,2966890.0
2014-06-01,69.51,70.86,67.82,68.5,2966890.0
2014-06-02,69.71,72.93,68.7,70.96,6511478.0
2014-06-03,71.5,73.64,69.75,72.85,6171937.0
2014-06-04,74.02,77.51,73.74,76.68,13036751.0
2014-06-05,77.57,78.37,75.19,78.01,8716065.0
2014-06-06,78.7,79.04,76.38,76.9,4811467.0
2014-06-07,78.7,79.04,76.38,76.9,4811467.0
2014-06-08,78.7,79.04,76.38,76.9,4811467.0
2014-06-09,77.65,78.17,75.98,77.06,4175142.0
2014-06-10,77.73,77.77,75.19,76.46,5229713.0
2014-06-11,76.48,76.96,72.69,73.5,4414100.0
2014-06-12,73.34,75.19,71.89,74.32,2289036.0
2014-06-13,74.91,74.95,70.54,70.98,2262835.0
2014-06-14,74.91,74.95,70.54,70.98,2262835.0
2014-06-15,74.91,74.95,70.54,70.98,2262835.0
2014-06-16,70.7,72.53,68.98,72.17,2443879.0
2014-06-17,72.57,73.01,70.52,72.25,2844114.0
2014-06-18,71.99,73.32,70.11,70.48,2969934.0
2014-06-19,70.37,71.64,69.25,71.32,2947578.0
2014-06-20,71.32,71.81,69.71,69.91,1920559.0
2014-06-21,71.32,71.81,69.71,69.91,1920559.0
2014-06-22,71.32,71.81,69.71,69.91,1920559.0
2014-06-23,70.11,71.2,69.91,70.54,1617465.0
2014-06-24,70.54,73.36,70.52,72.81,3043625.0
2014-06-25,73.22,73.7,72.59,72.97,1696637.0
2014-06-26,73.22,74.5,72.53,72.89,3028716.0
2014-06-27,73.22,73.74,71.56,72.11,1583876.0
2014-06-28,73.22,73.74,71.56,72.11,1583876.0
