,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity
2011-04-23,83.1,84.27,82.51,83.02,9803690.0
2011-04-24,83.1,84.27,82.51,83.02,9803690.0
2011-04-25,82.81,83.82,82.26,83.46,7793760.0
2011-04-26,83.53,85.32,82.63,85.08,11681950.0
2011-04-27,85.49,85.91,83.1,83.71,11933760.0
2011-04-28,83.24,84.38,81.05,81.45,15226350.0
2011-04-29,81.81,82.16,79.69,80.81,8762920.0
2011-04-30,81.81,82.16,79.69,80.81,8762920.0
2011-05-01,81.81,82.16,79.69,80.81,8762920.0
2011-05-02,81.12,81.65,79.01,79.39,7295340.0
2011-05-03,79.44,79.69,76.75,77.21,10572170.0
2011-05-04,76.88,77.99,75.34,76.29,9143130.0
2011-05-05,76.79,77.3,72.87,73.26,12128820.0
2011-05-06,73.67,77.99,73.42,75.99,12527960.0
2011-05-07,73.67,77.99,73.42,75.99,12527960.0
2011-05-08,73.67,77.99,73.42,75.99,12527960.0
2011-05-09,76.76,77.9,74.75,76.44,10254850.0
2011-05-10,76.34,76.93,75.09,75.78,6850700.0
2011-05-11,76.03,78.57,75.34,78.23,12399650.0
2011-05-12,78.42,79.22,77.23,77.64,12266100.0
2011-05-13,77.82,80.95,77.47,79.76,12157150.0
2011-05-14,77.82,80.95,77.47,79.76,12157150.0
2011-05-15,77.82,80.95,77.47,79.76,12157150.0
2011-05-16,79.95,81.18,77.45,78.63,28350650.0
2011-05-17,78.75,79.16,76.47,78.71,24808870.0
2011-05-18,78.67,80.54,77.82,80.16,15898290.0
2011-05-19,76.71,80.73,76.71,78.84,11897380.0
2011-05-20,78.85,80.97,77.99,78.32,9592710.0
2011-05-21,78.85,80.97,77.99,78.32,9592710.0
2011-05-22,78.85,80.97,77.99,78.32,9592710.0
2011-05-23,77.73,78.24,76.16,76.63,8988980.0
2011-05-24,76.71,80.18,76.28,77.4,8485280.0
2011-05-25,77.39,77.47,75.33,76.79,11114690.0
2011-05-26,77.56,78.55,77.13,77.69,10043200.0
2011-05-27,77.98,80.08,77.79,79.92,8542750.0
2011-05-28,77.98,80.08,77.79,79.92,8542750.0
2011-05-29,77.98,80.08,77.79,79.92,8542750.0
2011-05-30,80.63,82.29,79.69,81.78,11886140.0
2011-05-31,82.33,83.51,81.99,83.21,10577630.0
2011-06-01,83.53,83.69,81.57,82.22,7580920.0
2011-06-02,80.97,81.72,80.61,81.07,5292480.0
2011-06-03,81.15,82.63,79.69,79.97,8246620.0
2011-06-04,81.15,82.63,79.69,79.97,8246620.0
2011-06-05,81.15,82.63,79.69,79.97,8246620.0
2011-06-06,79.84,80.39,78.93,79.75,6730430.0
2011-06-07,79.69,80.96,79.44,80.19,7080970.0
2011-06-08,80.03,80.7,78.2,78.61,8008380.0
2011-06-09,78.41,78.81,76.92,77.86,11300050.0
2011-06-10,78.03,78.31,76.11,76.58,10212860.0
2011-06-11,78.03,78.31,76.11,76.58,10212860.0
2011-06-12,78.03,78.31,76.11,76.58,10212860.0
2011-06-13,76.69,76.96,75.0,75.52,7234030.0
2011-06-14,75.86,76.79,74.94,75.86,7360230.0
2011-06-15,75.86,76.61,75.19,75.74,5838080.0
2011-06-16,75.09,75.69,73.92,74.33,9410720.0
2011-06-17,75.0,75.26,73.43,73.83,6837340.0
2011-06-18,75.0,75.26,73.43,73.83,6837340.0
2011-06-19,75.0,75.26,73.43,73.83,6837340.0
2011-06-20,74.15,74.16,70.32,71.88,8169320.0
2011-06-21,71.88,73.47,71.76,72.43,6721510.0
2011-06-22,73.72,73.72,71.05,71.43,5403270.0
2011-06-23,71.46,71.77,69.97,71.0,7959130.0
2011-06-24,71.25,74.85,71.17,74.26,13030190.0
2011-06-25,71.25,74.85,71.17,74.26,13030190.0
2011-06-26,71.25,74.85,71.17,74.26,13030190.0
2011-06-27,73.96,76.02,73.33,75.29,8005820.0
2011-06-28,75.92,75.92,74.0,74.95,5478990.0
2011-06-29,74.95,75.85,74.18,74.46,9760100.0
2011-06-30,75.02,75.87,73.99,75.29,11551280.0
2011-07-01,75.83,76.5,74.32,75.22,9757820.0
2011-07-02,75.83,76.5,74.32,75.22,9757820.0
2011-07-03,75.83,76.5,74.32,75.22,9757820.0
2011-07-04,75.69,76.1,74.73,75.13,11499390.0
2011-07-05,75.17,75.77,74.26,74.62,11413480.0
2011-07-06,74.66,76.52,74.15,75.79,10433400.0
2011-07-07,76.14,77.81,75.85,77.59,13752450.0
2011-07-08,77.57,78.02,74.92,75.24,7987180.0
2011-07-09,77.57,78.02,74.92,75.24,7987180.0
2011-07-10,77.57,78.02,74.92,75.24,7987180.0
2011-07-11,75.63,76.06,72.96,73.42,10430080.0
2011-07-12,72.6,73.64,71.46,72.29,6301330.0
2011-07-13,72.6,74.03,72.6,73.66,5708690.0
2011-07-14,73.29,75.71,72.8,74.99,9033580.0
2011-07-15,75.02,81.24,71.82,74.46,4631530.0
2011-07-16,75.02,81.24,71.82,74.46,4631530.0
2011-07-17,75.02,81.24,71.82,74.46,4631530.0
2011-07-18,74.75,76.56,74.18,76.39,9669830.0
2011-07-19,75.97,77.61,75.54,77.2,7868640.0
2011-07-20,77.13,77.61,74.59,74.99,9999590.0
2011-07-21,75.03,75.28,73.82,74.0,5917150.0
2011-07-22,74.33,75.84,74.33,75.11,7154140.0
2011-07-23,74.33,75.84,74.33,75.11,7154140.0
2011-07-24,74.33,75.84,74.33,75.11,7154140.0
2011-07-25,75.12,75.61,74.67,75.21,6218080.0
2011-07-26,75.63,76.66,74.36,75.22,23278100.0
2011-07-27,76.49,76.49,74.16,74.59,10548960.0
2011-07-28,74.5,74.5,68.95,70.81,50004830.0
2011-07-29,70.0,71.05,65.58,66.8,29767050.0
2011-07-30,70.0,71.05,65.58,66.8,29767050.0
2011-07-31,70.0,71.05,65.58,66.8,29767050.0
2011-08-01,65.57,67.42,58.03,60.06,118032010.0
2011-08-02,58.77,61.34,57.58,58.14,67799370.0
2011-08-03,57.04,61.77,56.21,61.36,78362820.0
2011-08-04,61.65,62.65,58.53,59.21,55384580.0
2011-08-05,57.21,61.18,55.89,60.6,43298560.0
2011-08-06,57.21,61.18,55.89,60.6,43298560.0
2011-08-07,57.21,61.18,55.89,60.6,43298560.0
2011-08-08,58.77,61.28,57.83,58.53,37561980.0
2011-08-09,56.14,59.9,55.88,56.42,36669290.0
2011-08-10,58.6,58.75,55.02,56.75,44739190.0
2011-08-11,56.13,58.93,55.85,57.73,42696580.0
2011-08-12,58.69,59.64,56.47,56.69,16913490.0
2011-08-13,58.69,59.64,56.47,56.69,16913490.0
2011-08-14,58.69,59.64,56.47,56.69,16913490.0
2011-08-15,58.69,59.64,56.47,56.69,16913490.0
2011-08-16,57.21,58.25,55.45,55.73,17943600.0
2011-08-17,55.75,56.5,54.62,55.42,24394740.0
2011-08-18,55.75,56.16,54.03,54.84,19176500.0
2011-08-19,52.81,58.32,52.81,57.56,27239220.0
2011-08-20,52.81,58.32,52.81,57.56,27239220.0
2011-08-21,52.81,58.32,52.81,57.56,27239220.0
2011-08-22,57.14,59.21,54.72,57.38,33187540.0
2011-08-23,58.14,58.94,56.9,58.06,21732960.0
2011-08-24,58.17,59.87,57.77,58.2,22465870.0
2011-08-25,58.69,58.77,55.57,55.9,18715290.0
2011-08-26,55.86,56.01,51.28,52.65,31613210.0
2011-08-27,55.86,56.01,51.28,52.65,31613210.0
2011-08-28,55.86,56.01,51.28,52.65,31613210.0
2011-08-29,52.03,56.58,51.86,56.1,21375940.0
2011-08-30,56.87,58.86,56.09,58.62,20959630.0
2011-08-31,56.87,58.86,56.09,58.62,20959630.0
2011-09-01,56.87,58.86,56.09,58.62,20959630.0
2011-09-02,59.01,63.09,58.06,62.48,40849690.0
2011-09-03,59.01,63.09,58.06,62.48,40849690.0
2011-09-04,59.01,63.09,58.06,62.48,40849690.0
2011-09-05,61.58,63.92,60.68,62.88,28084080.0
2011-09-06,62.23,63.09,60.08,62.24,26283270.0
2011-09-07,63.06,64.5,62.44,63.69,22412530.0
2011-09-08,63.03,63.86,61.81,62.41,20356020.0
2011-09-09,62.29,62.92,58.8,59.43,24034560.0
2011-09-10,62.29,62.92,58.8,59.43,24034560.0
2011-09-11,62.29,62.92,58.8,59.43,24034560.0
2011-09-12,57.65,58.76,56.35,56.73,17845750.0
2011-09-13,57.48,58.51,54.98,56.21,20399770.0
2011-09-14,56.54,60.0,56.21,59.1,23532700.0
2011-09-15,59.79,60.58,58.02,58.72,29009490.0
2011-09-16,59.04,59.76,58.05,59.32,17887410.0
2011-09-17,59.04,59.76,58.05,59.32,17887410.0
2011-09-18,59.04,59.76,58.05,59.32,17887410.0
2011-09-19,59.29,60.06,58.47,59.54,14807860.0
2011-09-20,59.2,60.63,58.9,60.23,12767100.0
2011-09-21,60.59,60.91,58.35,58.69,16485570.0
2011-09-22,57.58,58.34,54.54,54.81,28374020.0
2011-09-23,54.45,55.57,52.31,54.67,30657470.0
2011-09-24,54.45,55.57,52.31,54.67,30657470.0
2011-09-25,54.45,55.57,52.31,54.67,30657470.0
2011-09-26,53.63,54.88,52.04,53.47,27377760.0
2011-09-27,53.81,54.72,51.73,52.76,48805870.0
2011-09-28,51.97,52.9,48.96,49.32,41098250.0
2011-09-29,48.4,51.17,47.71,50.72,45966600.0
2011-09-30,50.13,53.22,49.71,51.17,49445450.0
2011-10-01,50.13,53.22,49.71,51.17,49445450.0
2011-10-02,50.13,53.22,49.71,51.17,49445450.0
2011-10-03,51.43,51.43,46.67,47.45,49462630.0
2011-10-04,46.67,49.18,45.99,47.73,40812290.0
2011-10-05,49.27,49.44,47.58,47.8,22144180.0
2011-10-06,49.27,49.44,47.58,47.8,22144180.0
2011-10-07,49.71,50.13,48.4,48.81,17301580.0
2011-10-08,49.71,50.13,48.4,48.81,17301580.0
2011-10-09,49.71,50.13,48.4,48.81,17301580.0
2011-10-10,48.92,50.7,48.85,50.37,18128590.0
2011-10-11,50.8,51.77,49.21,51.12,26639890.0
2011-10-12,51.35,53.11,50.11,52.73,28810180.0
2011-10-13,52.73,54.02,51.53,52.79,27575370.0
2011-10-14,52.3,52.97,50.3,51.97,23908450.0
2011-10-15,52.3,52.97,50.3,51.97,23908450.0
2011-10-16,52.3,52.97,50.3,51.97,23908450.0
2011-10-17,52.11,52.33,49.78,50.11,20645680.0
2011-10-18,48.03,50.03,48.03,49.59,14992120.0
2011-10-19,50.13,50.95,49.81,50.73,11810080.0
2011-10-20,50.48,51.16,41.4,50.35,17466760.0
2011-10-21,50.48,51.31,48.92,50.17,33009380.0
2011-10-22,50.48,51.31,48.92,50.17,33009380.0
2011-10-23,50.48,51.31,48.92,50.17,33009380.0
2011-10-24,50.97,52.2,50.3,50.67,17915860.0
2011-10-25,50.99,52.62,49.92,51.94,16854880.0
2011-10-26,52.12,52.64,51.69,52.19,4028290.0
2011-10-27,52.12,52.64,51.69,52.19,4028290.0
2011-10-28,52.83,58.07,52.72,57.54,33956590.0
2011-10-29,52.83,58.07,52.72,57.54,33956590.0
2011-10-30,52.83,58.07,52.72,57.54,33956590.0
2011-10-31,55.83,57.89,55.83,56.48,14606330.0
2011-11-01,56.09,56.43,54.54,55.03,11470010.0
2011-11-02,54.11,55.96,53.99,55.2,15513010.0
2011-11-03,54.96,58.51,54.88,57.75,24194110.0
2011-11-04,58.6,61.88,58.3,61.5,49645590.0
2011-11-05,58.6,61.88,58.3,61.5,49645590.0
2011-11-06,58.6,61.88,58.3,61.5,49645590.0
2011-11-07,58.6,61.88,58.3,61.5,49645590.0
2011-11-08,61.64,62.04,60.02,60.8,24223160.0
2011-11-09,60.93,61.37,57.65,58.02,19715520.0
2011-11-10,60.93,61.37,57.65,58.02,19715520.0
2011-11-11,56.18,59.28,55.77,58.25,26928810.0
2011-11-12,56.18,59.28,55.77,58.25,26928810.0
2011-11-13,56.18,59.28,55.77,58.25,26928810.0
2011-11-14,58.77,59.64,55.79,56.74,33946160.0
2011-11-15,56.53,58.12,55.1,55.81,22664610.0
2011-11-16,55.64,58.59,54.36,57.61,30482360.0
2011-11-17,57.48,58.34,55.76,56.13,20756080.0
2011-11-18,55.74,57.02,52.37,52.79,40633490.0
2011-11-19,55.74,57.02,52.37,52.79,40633490.0
2011-11-20,55.74,57.02,52.37,52.79,40633490.0
2011-11-21,51.92,52.71,48.57,49.16,23000690.0
2011-11-22,48.83,50.04,47.81,48.55,39567410.0
2011-11-23,47.97,48.83,46.4,47.64,29080360.0
2011-11-24,47.62,49.7,46.27,49.11,35675950.0
2011-11-25,48.83,49.44,47.45,48.04,25370800.0
2011-11-26,48.83,49.44,47.45,48.04,25370800.0
2011-11-27,48.83,49.44,47.45,48.04,25370800.0
2011-11-28,49.55,53.41,48.31,52.86,32396220.0
2011-11-29,53.24,53.84,50.84,51.2,35011450.0
2011-11-30,50.55,52.24,49.8,51.27,28368690.0
2011-12-01,52.97,54.52,52.49,53.54,27523550.0
2011-12-02,53.49,55.23,52.68,55.03,31336720.0
2011-12-03,53.49,55.23,52.68,55.03,31336720.0
2011-12-04,53.49,55.23,52.68,55.03,31336720.0
2011-12-05,54.54,54.99,50.46,52.89,24930460.0
2011-12-06,54.54,54.99,50.46,52.89,24930460.0
2011-12-07,52.81,54.41,50.58,53.64,19205490.0
2011-12-08,53.23,53.75,51.53,51.91,18729890.0
2011-12-09,51.0,51.69,49.48,50.67,26565630.0
2011-12-10,51.0,51.69,49.48,50.67,26565630.0
2011-12-11,51.0,51.69,49.48,50.67,26565630.0
2011-12-12,51.17,51.56,47.1,47.6,24175110.0
2011-12-13,47.1,48.6,46.5,48.12,31667430.0
2011-12-14,47.83,48.65,46.67,46.94,21915060.0
2011-12-15,46.24,47.1,44.95,46.44,25387510.0
2011-12-16,46.59,47.88,43.34,44.04,28651660.0
2011-12-17,46.59,47.88,43.34,44.04,28651660.0
2011-12-18,46.59,47.88,43.34,44.04,28651660.0
2011-12-19,43.14,43.82,41.33,42.63,33940420.0
2011-12-20,42.61,43.44,39.96,40.55,32593430.0
2011-12-21,41.47,44.86,41.24,44.07,30669220.0
2011-12-22,43.3,45.46,42.09,44.81,36172960.0
2011-12-23,45.19,46.21,43.82,44.33,34849830.0
2011-12-24,45.19,46.21,43.82,44.33,34849830.0
2011-12-25,45.19,46.21,43.82,44.33,34849830.0
2011-12-26,44.75,45.67,44.34,45.2,17977610.0
2011-12-27,44.34,45.55,43.48,43.85,22077470.0
2011-12-28,43.85,44.94,42.58,44.41,31275480.0
2011-12-29,44.01,45.75,43.49,45.36,40494730.0
2011-12-30,45.38,46.05,43.33,43.84,29765430.0
2011-12-31,45.38,46.05,43.33,43.84,29765430.0
2012-01-01,45.38,46.05,43.33,43.84,29765430.0
2012-01-02,44.08,46.89,43.4,46.41,44843490.0
2012-01-03,47.02,51.24,46.59,50.89,57660440.0
2012-01-04,50.37,52.01,49.75,50.63,52730050.0
2012-01-05,50.13,52.07,49.71,50.31,41268930.0
2012-01-06,49.95,50.13,48.08,48.8,44061220.0
2012-01-07,48.92,49.51,48.49,49.23,3698840.0
2012-01-08,48.92,49.51,48.49,49.23,3698840.0
2012-01-09,49.44,50.12,47.88,49.46,35131900.0
2012-01-10,49.52,54.83,49.52,54.46,58797070.0
2012-01-11,54.8,56.03,53.43,55.22,57110250.0
2012-01-12,55.05,55.75,54.02,54.59,36924620.0
2012-01-13,55.17,57.29,54.62,55.15,50230560.0
2012-01-14,55.17,57.29,54.62,55.15,50230560.0
2012-01-15,55.17,57.29,54.62,55.15,50230560.0
2012-01-16,54.46,55.89,53.8,55.51,32366420.0
2012-01-17,55.59,58.38,55.59,57.04,35956350.0
2012-01-18,57.02,57.86,55.95,57.36,33886820.0
2012-01-19,57.93,59.1,57.22,57.77,25388720.0
2012-01-20,58.6,58.6,55.23,55.93,49327340.0
2012-01-21,58.6,58.6,55.23,55.93,49327340.0
2012-01-22,58.6,58.6,55.23,55.93,49327340.0
2012-01-23,55.82,55.96,54.33,54.57,23264670.0
2012-01-24,54.67,57.04,53.88,56.39,39731320.0
2012-01-25,57.04,57.91,56.62,57.56,27158330.0
2012-01-26,57.04,57.91,56.62,57.56,27158330.0
2012-01-27,57.93,58.77,52.72,57.23,24237110.0
2012-01-28,57.93,58.77,52.72,57.23,24237110.0
2012-01-29,57.93,58.77,52.72,57.23,24237110.0
2012-01-30,56.84,60.41,55.69,58.91,46090320.0
2012-01-31,58.9,60.85,57.69,60.46,36366630.0
2012-02-01,60.55,61.79,59.82,61.55,29165020.0
2012-02-02,61.62,62.2,60.22,60.84,26720520.0
2012-02-03,58.06,62.23,58.06,61.27,20527600.0
2012-02-04,58.06,62.23,58.06,61.27,20527600.0
2012-02-05,58.06,62.23,58.06,61.27,20527600.0
2012-02-06,61.8,65.37,61.54,64.41,45263800.0
2012-02-07,64.52,65.5,63.35,64.17,30645130.0
2012-02-08,64.35,66.16,63.96,65.54,28207510.0
2012-02-09,65.69,71.63,64.87,70.99,51927350.0
2012-02-10,70.86,72.45,68.98,70.59,42173850.0
2012-02-11,70.86,72.45,68.98,70.59,42173850.0
2012-02-12,70.86,72.45,68.98,70.59,42173850.0
2012-02-13,70.61,72.77,68.56,70.37,34105940.0
2012-02-14,70.53,72.16,69.53,71.57,28932540.0
2012-02-15,72.52,75.45,71.82,75.13,30262870.0
2012-02-16,75.63,75.63,73.47,74.47,18635060.0
2012-02-17,74.81,76.57,73.05,73.94,22908290.0
2012-02-18,74.81,76.57,73.05,73.94,22908290.0
2012-02-19,74.81,76.57,73.05,73.94,22908290.0
2012-02-20,74.81,76.57,73.05,73.94,22908290.0
2012-02-21,73.82,75.89,73.82,74.78,17473540.0
2012-02-22,75.09,75.99,69.33,70.17,25038030.0
2012-02-23,70.18,70.66,67.07,69.05,30937420.0
2012-02-24,69.23,71.43,68.16,70.53,36595450.0
2012-02-25,69.23,71.43,68.16,70.53,36595450.0
2012-02-26,69.23,71.43,68.16,70.53,36595450.0
2012-02-27,70.41,70.6,64.65,65.57,23261780.0
2012-02-28,65.42,69.06,65.42,68.61,28763170.0
2012-02-29,68.63,70.86,67.86,69.89,25419480.0
2012-03-01,70.01,70.44,66.66,67.39,25970780.0
2012-03-02,68.28,69.81,67.45,67.96,24553370.0
2012-03-03,68.12,68.45,67.81,68.03,1539540.0
2012-03-04,68.12,68.45,67.81,68.03,1539540.0
2012-03-05,67.91,68.28,64.92,65.45,17600160.0
2012-03-06,65.42,67.29,60.38,61.09,42887170.0
2012-03-07,60.93,62.4,57.16,59.93,47064230.0
2012-03-08,60.93,62.4,57.16,59.93,47064230.0
2012-03-09,60.93,65.11,60.67,64.66,32617090.0
2012-03-10,60.93,65.11,60.67,64.66,32617090.0
2012-03-11,60.93,65.11,60.67,64.66,32617090.0
2012-03-12,66.35,67.41,64.52,66.2,27142600.0
2012-03-13,66.72,68.93,66.55,68.18,22727550.0
2012-03-14,68.97,69.92,67.43,67.73,21561890.0
2012-03-15,67.5,67.6,64.93,65.66,26049070.0
2012-03-16,65.69,67.16,64.09,64.7,25262250.0
2012-03-17,65.69,67.16,64.09,64.7,25262250.0
2012-03-18,65.69,67.16,64.09,64.7,25262250.0
2012-03-19,64.82,65.33,62.46,62.8,21144890.0
2012-03-20,62.75,64.0,60.95,63.22,34812130.0
2012-03-21,63.09,67.58,62.56,67.26,31877620.0
2012-03-22,66.9,67.5,61.37,62.14,35351990.0
2012-03-23,62.68,64.91,61.39,63.43,46409190.0
2012-03-24,62.68,64.91,61.39,63.43,46409190.0
2012-03-25,62.68,64.91,61.39,63.43,46409190.0
2012-03-26,63.61,64.89,62.64,63.06,36054280.0
2012-03-27,63.96,65.08,63.09,63.95,27095340.0
2012-03-28,64.04,64.13,60.95,61.35,26357500.0
2012-03-29,60.69,61.79,59.82,61.17,29584230.0
2012-03-30,61.8,63.35,61.36,62.36,23467710.0
2012-03-31,61.8,63.35,61.36,62.36,23467710.0
2012-04-01,61.8,63.35,61.36,62.36,23467710.0
2012-04-02,62.41,63.87,62.12,62.52,16452910.0
2012-04-03,62.92,63.86,62.4,62.76,15195740.0
2012-04-04,62.29,62.86,61.39,62.15,18243200.0
2012-04-05,62.29,62.86,61.39,62.15,18243200.0
2012-04-06,62.29,62.86,61.39,62.15,18243200.0
2012-04-07,62.29,62.86,61.39,62.15,18243200.0
2012-04-08,62.29,62.86,61.39,62.15,18243200.0
2012-04-09,61.37,61.8,58.85,59.42,26419440.0
2012-04-10,59.46,60.65,59.17,60.26,21129120.0
2012-04-11,59.46,61.79,58.87,59.99,26683610.0
2012-04-12,60.41,61.7,60.35,61.16,17810110.0
2012-04-13,60.85,65.07,60.84,63.95,63230240.0
2012-04-14,60.85,65.07,60.84,63.95,63230240.0
2012-04-15,60.85,65.07,60.84,63.95,63230240.0
2012-04-16,64.36,65.68,63.34,65.0,21050940.0
2012-04-17,65.25,65.65,63.79,64.86,19118490.0
2012-04-18,65.43,66.72,65.08,65.58,21470380.0
2012-04-19,65.51,66.38,65.28,65.93,13638650.0
2012-04-20,66.12,66.36,63.98,64.89,26940430.0
2012-04-21,66.12,66.36,63.98,64.89,26940430.0
2012-04-22,66.12,66.36,63.98,64.89,26940430.0
2012-04-23,64.82,65.32,60.85,61.35,18145550.0
2012-04-24,61.54,61.82,59.72,60.01,23162300.0
2012-04-25,60.25,60.87,58.37,59.45,25110680.0
2012-04-26,59.72,60.83,58.22,58.6,24137430.0
2012-04-27,60.41,60.41,57.41,58.88,21504360.0
2012-04-28,59.2,59.2,58.61,58.82,1543140.0
2012-04-29,59.2,59.2,58.61,58.82,1543140.0
2012-04-30,58.86,60.41,58.71,59.92,13757310.0
2012-05-01,58.86,60.41,58.71,59.92,13757310.0
2012-05-02,60.16,61.48,59.98,60.26,17931010.0
2012-05-03,59.54,60.93,58.39,58.76,13003540.0
2012-05-04,57.91,58.82,56.55,57.8,16866070.0
2012-05-05,57.91,58.82,56.55,57.8,16866070.0
2012-05-06,57.91,58.82,56.55,57.8,16866070.0
2012-05-07,56.87,63.11,56.02,62.38,31529790.0
2012-05-08,62.66,63.56,58.95,59.63,31954270.0
2012-05-09,60.59,60.59,56.76,57.1,28117070.0
2012-05-10,57.45,59.26,56.63,57.15,25071740.0
2012-05-11,57.09,57.74,52.35,54.24,61087720.0
2012-05-12,57.09,57.74,52.35,54.24,61087720.0
2012-05-13,57.09,57.74,52.35,54.24,61087720.0
2012-05-14,53.97,57.12,52.61,53.57,45149810.0
2012-05-15,52.72,56.83,52.72,56.44,38503430.0
2012-05-16,56.18,56.35,52.94,53.5,39512410.0
2012-05-17,54.02,54.7,51.43,52.04,40989380.0
2012-05-18,51.0,53.07,50.19,51.81,33993740.0
2012-05-19,51.0,53.07,50.19,51.81,33993740.0
2012-05-20,51.0,53.07,50.19,51.81,33993740.0
2012-05-21,52.03,53.84,51.54,52.82,23995830.0
2012-05-22,53.2,54.13,51.09,51.35,25818840.0
2012-05-23,50.99,51.36,49.28,49.91,30651470.0
2012-05-24,49.87,51.69,48.92,51.45,37344060.0
2012-05-25,51.52,53.16,50.57,52.49,31620710.0
2012-05-26,51.52,53.16,50.57,52.49,31620710.0
2012-05-27,51.52,53.16,50.57,52.49,31620710.0
2012-05-28,52.72,53.06,51.53,52.56,24061550.0
2012-05-29,52.72,54.44,52.69,53.74,29407190.0
2012-05-30,53.59,53.76,52.59,53.41,21494200.0
2012-05-31,52.9,55.32,52.64,54.34,35764120.0
2012-06-01,54.28,54.88,51.69,51.9,28078520.0
2012-06-02,54.28,54.88,51.69,51.9,28078520.0
2012-06-03,54.28,54.88,51.69,51.9,28078520.0
2012-06-04,51.43,52.98,50.16,52.64,21526680.0
2012-06-05,53.03,53.59,51.9,52.11,18230030.0
2012-06-06,53.32,54.47,52.29,54.17,20669780.0
2012-06-07,54.88,56.59,53.26,56.05,34603970.0
2012-06-08,55.38,60.41,53.92,55.39,26904480.0
2012-06-09,55.38,60.41,53.92,55.39,26904480.0
2012-06-10,55.38,60.41,53.92,55.39,26904480.0
2012-06-11,56.13,59.53,54.5,55.17,23882070.0
2012-06-12,54.51,56.01,54.02,55.65,24869700.0
2012-06-13,55.75,56.34,55.05,55.43,19525940.0
2012-06-14,54.88,55.66,54.08,54.46,18034660.0
2012-06-15,54.64,56.78,54.64,56.23,20351830.0
2012-06-16,54.64,56.78,54.64,56.23,20351830.0
2012-06-17,54.64,56.78,54.64,56.23,20351830.0
2012-06-18,56.49,57.3,53.67,54.15,22102960.0
2012-06-19,54.02,55.23,53.86,54.81,16705630.0
2012-06-20,54.97,56.67,54.73,56.09,20599650.0
2012-06-21,55.66,57.3,54.89,57.03,19087800.0
2012-06-22,55.98,58.32,55.16,56.03,18830880.0
2012-06-23,55.98,58.32,55.16,56.03,18830880.0
2012-06-24,55.98,58.32,55.16,56.03,18830880.0
2012-06-25,56.05,57.9,55.68,55.96,15747020.0
2012-06-26,55.75,56.44,55.24,56.05,15063290.0
2012-06-27,56.6,58.03,56.09,57.68,25793210.0
2012-06-28,57.82,58.5,57.19,57.84,23177880.0
2012-06-29,58.34,59.29,58.31,58.75,18032780.0
2012-06-30,58.34,59.29,58.31,58.75,18032780.0
2012-07-01,58.34,59.29,58.31,58.75,18032780.0
2012-07-02,59.03,59.51,58.15,58.73,15018520.0
2012-07-03,58.92,60.59,58.62,60.08,28487010.0
2012-07-04,60.41,63.03,60.17,62.77,38162780.0
2012-07-05,62.83,63.41,62.07,62.47,22243320.0
2012-07-06,62.09,62.29,60.56,61.87,23625260.0
2012-07-07,62.09,62.29,60.56,61.87,23625260.0
2012-07-08,62.09,62.29,60.56,61.87,23625260.0
2012-07-09,61.37,61.71,59.81,60.86,22054520.0
2012-07-10,60.67,61.96,60.67,61.62,13619530.0
2012-07-11,62.23,62.47,61.2,61.76,14046380.0
2012-07-12,61.78,61.99,60.81,61.21,13086070.0
2012-07-13,59.4,62.1,59.4,60.4,14299600.0
2012-07-14,59.4,62.1,59.4,60.4,14299600.0
2012-07-15,59.4,62.1,59.4,60.4,14299600.0
2012-07-16,60.71,60.71,58.89,59.01,13715550.0
2012-07-17,59.4,59.98,58.22,58.68,17954730.0
2012-07-18,58.52,59.48,57.95,58.8,18674740.0
2012-07-19,59.29,60.84,59.01,60.23,16934840.0
2012-07-20,60.16,61.9,59.42,61.42,17383730.0
2012-07-21,60.16,61.9,59.42,61.42,17383730.0
2012-07-22,60.16,61.9,59.42,61.42,17383730.0
2012-07-23,60.8,60.97,58.57,59.02,12175360.0
2012-07-24,59.22,59.52,58.26,58.55,11907860.0
2012-07-25,58.57,59.0,56.61,58.49,21031840.0
2012-07-26,58.44,58.96,55.2,56.23,30888630.0
2012-07-27,56.88,57.73,55.63,56.29,16360180.0
2012-07-28,56.88,57.73,55.63,56.29,16360180.0
2012-07-29,56.88,57.73,55.63,56.29,16360180.0
2012-07-30,56.78,58.69,56.55,58.3,13144180.0
2012-07-31,58.83,58.83,56.96,58.36,15802960.0
2012-08-01,58.14,60.62,58.1,60.19,16586350.0
2012-08-02,60.09,61.54,59.78,61.26,15647790.0
2012-08-03,60.71,61.58,59.2,61.06,15993210.0
2012-08-04,60.71,61.58,59.2,61.06,15993210.0
2012-08-05,60.71,61.58,59.2,61.06,15993210.0
2012-08-06,61.34,63.02,61.25,61.94,12179590.0
2012-08-07,62.02,63.24,61.84,62.73,14206960.0
2012-08-08,62.8,63.83,62.45,63.06,14807330.0
2012-08-09,63.76,64.16,62.79,63.48,13018970.0
2012-08-10,63.19,64.2,62.26,63.83,12381380.0
2012-08-11,63.19,64.2,62.26,63.83,12381380.0
2012-08-12,63.19,64.2,62.26,63.83,12381380.0
2012-08-13,63.76,65.4,63.35,65.01,12556280.0
2012-08-14,64.83,65.95,64.73,65.49,11732020.0
2012-08-15,64.83,65.95,64.73,65.49,11732020.0
