,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity,JSTL IN Equity
2017-10-02,222.3,230.47,222.17,229.18,4421547.0
2017-10-03,233.93,234.02,225.3,230.56,3511225.0
2017-10-04,227.75,230.97,226.92,228.99,3264893.0
2017-10-05,229.68,232.27,228.3,229.73,1733135.0
2017-10-06,231.34,238.49,229.64,237.71,6012636.0
2017-10-07,231.34,238.49,229.64,237.71,6012636.0
2017-10-08,231.34,238.49,229.64,237.71,6012636.0
2017-10-09,237.99,240.25,233.47,237.43,2932276.0
2017-10-10,242.46,243.57,236.74,239.78,3377011.0
2017-10-11,239.42,242.46,232.91,236.56,3123205.0
2017-10-12,236.42,239.65,232.54,236.28,2837517.0
2017-10-13,239.46,239.46,232.96,234.34,2826888.0
2017-10-14,239.46,239.46,232.96,234.34,2826888.0
2017-10-15,239.46,239.46,232.96,234.34,2826888.0
2017-10-16,233.83,241.63,233.83,240.2,3954513.0
2017-10-17,244.17,244.17,238.17,240.06,3472194.0
2017-10-18,242.51,242.55,237.66,238.68,3204927.0
2017-10-19,241.58,241.58,231.53,234.02,972288.0
2017-10-20,241.58,241.58,231.53,234.02,972288.0
2017-10-21,241.58,241.58,231.53,234.02,972288.0
2017-10-22,241.58,241.58,231.53,234.02,972288.0
2017-10-23,234.48,241.21,233.7,240.2,4213198.0
2017-10-24,240.75,244.77,235.31,239.32,3894072.0
2017-10-25,242.51,242.6,235.73,239.51,4428065.0
2017-10-26,239.83,244.44,235.22,239.78,5136633.0
2017-10-27,240.98,248.59,240.34,244.72,3530107.0
2017-10-28,240.98,248.59,240.34,244.72,3530107.0
2017-10-29,240.98,248.59,240.34,244.72,3530107.0
2017-10-30,245.32,248.73,240.57,243.38,4627912.0
2017-10-31,240.75,242.14,234.99,238.4,7389474.0
2017-11-01,244.44,246.19,240.71,244.21,4633855.0
2017-11-02,244.4,247.81,241.44,245.55,2075291.0
2017-11-03,246.29,247.67,242.6,245.92,2048294.0
2017-11-04,246.29,247.67,242.6,245.92,2048294.0
2017-11-05,246.29,247.67,242.6,245.92,2048294.0
2017-11-06,246.19,250.9,241.72,247.21,2732858.0
2017-11-07,248.18,249.65,240.29,243.57,2724917.0
2017-11-08,244.77,246.24,239.55,242.09,2472342.0
2017-11-09,244.44,244.44,239.0,243.52,2400314.0
2017-11-10,242.51,253.21,239.92,249.79,5523950.0
2017-11-11,242.51,253.21,239.92,249.79,5523950.0
2017-11-12,242.51,253.21,239.92,249.79,5523950.0
2017-11-13,255.51,255.51,241.72,243.38,2473001.0
2017-11-14,242.97,246.52,242.74,245.87,1782140.0
2017-11-15,244.44,244.44,234.07,235.63,3529486.0
2017-11-16,237.99,239.65,233.47,238.58,2049353.0
2017-11-17,240.15,247.58,239.92,245.92,2478114.0
2017-11-18,240.15,247.58,239.92,245.92,2478114.0
2017-11-19,240.15,247.58,239.92,245.92,2478114.0
2017-11-20,243.43,247.16,242.18,245.32,1735466.0
2017-11-21,246.24,249.05,245.18,247.99,1982413.0
2017-11-22,249.24,249.33,244.44,247.72,1381880.0
2017-11-23,247.49,252.19,244.95,246.15,2910899.0
2017-11-24,248.87,248.87,242.87,244.63,1494687.0
2017-11-25,248.87,248.87,242.87,244.63,1494687.0
2017-11-26,248.87,248.87,242.87,244.63,1494687.0
2017-11-27,243.06,244.81,238.17,238.82,3659346.0
2017-11-28,238.91,241.03,234.76,235.82,4211404.0
2017-11-29,237.99,237.99,234.76,235.45,2006789.0
2017-11-30,235.96,237.39,233.83,235.08,4787265.0
2017-12-01,234.3,237.71,229.68,232.5,3585302.0
2017-12-02,234.3,237.71,229.68,232.5,3585302.0
2017-12-03,234.3,237.71,229.68,232.5,3585302.0
2017-12-04,233.83,234.76,230.24,232.31,1417537.0
2017-12-05,231.53,231.85,225.53,228.48,2364516.0
2017-12-06,226.92,228.02,222.44,223.36,4032066.0
2017-12-07,224.15,232.45,223.96,231.39,2045506.0
2017-12-08,232.91,237.39,229.87,232.87,3015121.0
2017-12-09,232.91,237.39,229.87,232.87,3015121.0
2017-12-10,232.91,237.39,229.87,232.87,3015121.0
2017-12-11,233.47,233.97,229.36,231.99,2382365.0
2017-12-12,231.48,235.08,229.5,230.56,2329688.0
2017-12-13,233.19,233.56,221.47,225.07,2600741.0
2017-12-14,225.99,228.58,219.17,223.64,3458518.0
2017-12-15,229.59,233.14,227.98,231.44,3657953.0
2017-12-16,229.59,233.14,227.98,231.44,3657953.0
2017-12-17,229.59,233.14,227.98,231.44,3657953.0
2017-12-18,234.11,238.63,224.52,234.25,3226549.0
2017-12-19,235.96,239.32,233.37,236.51,2293999.0
2017-12-20,239.65,243.98,236.74,241.77,2878422.0
2017-12-21,242.6,245.36,240.75,244.72,1845200.0
2017-12-22,248.59,248.59,242.37,243.98,1866105.0
2017-12-23,248.59,248.59,242.37,243.98,1866105.0
2017-12-24,248.59,248.59,242.37,243.98,1866105.0
2017-12-25,248.59,248.59,242.37,243.98,1866105.0
2017-12-26,243.52,247.76,243.38,246.66,2548051.0
2017-12-27,246.7,248.5,242.6,244.86,1614791.0
2017-12-28,246.01,254.22,245.5,250.25,4955968.0
2017-12-29,250.35,252.56,245.36,248.87,2121709.0
2017-12-30,250.35,252.56,245.36,248.87,2121709.0
2017-12-31,250.35,252.56,245.36,248.87,2121709.0
2018-01-01,248.59,250.62,243.84,245.18,1322744.0
2018-01-02,246.29,253.67,241.4,244.03,2398933.0
2018-01-03,245.6,251.13,245.6,247.86,3441583.0
2018-01-04,249.98,260.03,248.59,255.65,6730223.0
2018-01-05,257.36,267.41,256.94,262.98,8884492.0
2018-01-06,257.36,267.41,256.94,262.98,8884492.0
2018-01-07,257.36,267.41,256.94,262.98,8884492.0
2018-01-08,263.72,267.6,261.14,263.81,2887321.0
2018-01-09,264.04,267.04,259.2,261.97,2961359.0
2018-01-10,263.72,263.72,256.85,260.86,3982132.0
2018-01-11,261.05,263.81,259.34,260.63,1937462.0
2018-01-12,261.18,267.27,260.82,264.55,5271462.0
2018-01-13,261.18,267.27,260.82,264.55,5271462.0
2018-01-14,261.18,267.27,260.82,264.55,5271462.0
2018-01-15,263.81,270.22,260.91,262.89,3786532.0
2018-01-16,264.18,265.1,254.87,259.39,3362070.0
2018-01-17,260.22,264.74,257.54,262.94,3761799.0
2018-01-18,263.63,266.58,253.71,258.09,8300552.0
2018-01-19,259.29,262.89,251.82,260.22,3454000.0
2018-01-20,259.29,262.89,251.82,260.22,3454000.0
2018-01-21,259.29,262.89,251.82,260.22,3454000.0
2018-01-22,261.05,261.51,255.14,257.03,2204902.0
2018-01-23,257.68,276.08,255.56,271.24,9848798.0
2018-01-24,269.67,273.04,264.78,266.26,4190929.0
2018-01-25,269.67,274.19,265.7,268.24,7517504.0
2018-01-26,269.67,274.19,265.7,268.24,7517504.0
2018-01-27,269.67,274.19,265.7,268.24,7517504.0
2018-01-28,269.67,274.19,265.7,268.24,7517504.0
2018-01-29,268.24,277.14,268.24,270.69,4917218.0
2018-01-30,267.5,270.18,265.2,266.67,2374008.0
2018-01-31,265.66,271.19,259.29,267.46,7983520.0
2018-02-01,272.12,283.0,263.26,279.17,8725759.0
2018-02-02,276.63,289.96,270.5,275.8,13550747.0
2018-02-03,276.63,289.96,270.5,275.8,13550747.0
2018-02-04,276.63,289.96,270.5,275.8,13550747.0
2018-02-05,273.96,276.73,260.91,268.66,7676846.0
2018-02-06,256.43,266.86,245.0,261.23,9208128.0
2018-02-07,265.66,271.56,262.29,267.5,10075890.0
2018-02-08,268.43,284.48,267.5,280.6,8464835.0
2018-02-09,272.81,287.8,272.25,285.35,7204870.0
2018-02-10,272.81,287.8,272.25,285.35,7204870.0
2018-02-11,272.81,287.8,272.25,285.35,7204870.0
2018-02-12,286.87,291.21,285.26,286.64,4367284.0
2018-02-13,286.87,291.21,285.26,286.64,4367284.0
2018-02-14,287.8,290.06,283.88,285.54,4175659.0
2018-02-15,285.49,290.01,281.85,283.92,3915596.0
2018-02-16,285.95,289.41,282.17,288.17,5987237.0
2018-02-17,285.95,289.41,282.17,288.17,5987237.0
2018-02-18,285.95,289.41,282.17,288.17,5987237.0
2018-02-19,289.92,289.92,270.32,279.22,6617860.0
2018-02-20,279.68,285.44,277.19,281.89,5207926.0
2018-02-21,285.81,285.81,272.12,275.16,6681849.0
2018-02-22,274.61,278.34,272.12,274.61,13424240.0
2018-02-23,275.8,284.34,274.7,283.14,5160322.0
2018-02-24,275.8,284.34,274.7,283.14,5160322.0
2018-02-25,275.8,284.34,274.7,283.14,5160322.0
2018-02-26,287.52,292.32,284.52,291.58,5685927.0
2018-02-27,294.25,295.64,289.87,293.42,6431174.0
2018-02-28,290.56,291.02,286.27,287.98,6589921.0
2018-03-01,292.41,293.33,279.49,281.8,6834507.0
2018-03-02,292.41,293.33,279.49,281.8,6834507.0
2018-03-03,292.41,293.33,279.49,281.8,6834507.0
2018-03-04,292.41,293.33,279.49,281.8,6834507.0
2018-03-05,276.27,276.96,266.58,269.02,10114374.0
2018-03-06,275.8,278.57,269.44,270.73,10092041.0
2018-03-07,270.18,271.01,263.95,267.04,7538655.0
2018-03-08,269.44,273.31,262.15,266.81,6203490.0
2018-03-09,266.72,271.38,262.61,269.3,8425860.0
2018-03-10,266.72,271.38,262.61,269.3,8425860.0
2018-03-11,266.72,271.38,262.61,269.3,8425860.0
2018-03-12,271.19,276.73,269.16,274.74,4522923.0
2018-03-13,275.62,280.97,272.85,279.96,4464482.0
2018-03-14,281.29,281.29,275.07,277.14,3218024.0
2018-03-15,276.54,277.65,271.19,272.25,4279847.0
2018-03-16,272.12,272.12,266.4,267.73,7333392.0
2018-03-17,272.12,272.12,266.4,267.73,7333392.0
2018-03-18,272.12,272.12,266.4,267.73,7333392.0
2018-03-19,267.73,267.73,258.28,261.6,3919110.0
2018-03-20,255.7,267.41,255.7,263.35,7196833.0
2018-03-21,264.74,268.7,263.12,266.03,4174997.0
2018-03-22,265.66,268.33,262.75,263.81,3955659.0
2018-03-23,253.67,265.75,253.67,263.81,6865006.0
2018-03-24,253.67,265.75,253.67,263.81,6865006.0
2018-03-25,253.67,265.75,253.67,263.81,6865006.0
2018-03-26,262.43,273.04,262.43,271.1,4011966.0
2018-03-27,274.19,276.73,272.21,275.67,4404928.0
2018-03-28,269.86,275.07,261.09,265.8,6610282.0
2018-03-29,269.86,275.07,261.09,265.8,6610282.0
2018-03-30,269.86,275.07,261.09,265.8,6610282.0
2018-03-31,269.86,275.07,261.09,265.8,6610282.0
2018-04-01,269.86,275.07,261.09,265.8,6610282.0
2018-04-02,265.75,274.65,265.75,273.54,2770848.0
2018-04-03,272.12,280.92,269.62,279.54,5468631.0
2018-04-04,278.66,283.41,270.64,272.9,6286719.0
2018-04-05,277.0,285.35,277.0,284.48,4533918.0
2018-04-06,281.34,285.31,280.88,284.29,2952424.0
2018-04-07,281.34,285.31,280.88,284.29,2952424.0
2018-04-08,281.34,285.31,280.88,284.29,2952424.0
2018-04-09,284.11,288.72,282.91,285.4,3368016.0
2018-04-10,287.2,290.47,283.23,287.2,3691552.0
2018-04-11,291.49,293.79,286.41,287.98,7177336.0
2018-04-12,287.8,288.58,282.72,284.34,3161960.0
2018-04-13,285.49,288.07,281.8,284.57,4257708.0
2018-04-14,285.49,288.07,281.8,284.57,4257708.0
2018-04-15,285.49,288.07,281.8,284.57,4257708.0
2018-04-16,283.55,286.0,281.85,284.94,2819013.0
2018-04-17,285.49,287.15,283.37,285.17,2900498.0
2018-04-18,283.18,287.8,283.18,285.91,3330821.0
2018-04-19,287.1,302.37,287.1,297.8,8865560.0
2018-04-20,294.11,300.89,292.96,297.8,5486453.0
2018-04-21,294.11,300.89,292.96,297.8,5486453.0
2018-04-22,294.11,300.89,292.96,297.8,5486453.0
2018-04-23,296.97,302.05,294.71,296.84,3302248.0
2018-04-24,292.87,300.71,291.81,299.56,4294025.0
2018-04-25,300.2,301.45,294.81,296.74,3262531.0
2018-04-26,296.56,304.77,296.33,302.28,4827881.0
2018-04-27,302.46,304.81,300.16,302.19,2835973.0
2018-04-28,302.46,304.81,300.16,302.19,2835973.0
2018-04-29,302.46,304.81,300.16,302.19,2835973.0
2018-04-30,302.19,305.6,298.27,299.79,2978156.0
2018-05-01,302.19,305.6,298.27,299.79,2978156.0
2018-05-02,299.93,302.37,289.64,290.7,2452327.0
2018-05-03,291.39,295.36,286.41,294.53,5377743.0
2018-05-04,291.58,294.62,290.29,292.78,3255025.0
2018-05-05,291.58,294.62,290.29,292.78,3255025.0
2018-05-06,291.58,294.62,290.29,292.78,3255025.0
2018-05-07,294.25,302.09,291.95,300.53,3433020.0
2018-05-08,299.05,303.34,295.18,298.91,2909451.0
2018-05-09,299.79,301.54,295.18,296.79,3189771.0
2018-05-10,295.27,299.88,293.33,294.76,3315162.0
2018-05-11,295.18,300.02,294.71,298.63,2342166.0
2018-05-12,295.18,300.02,294.71,298.63,2342166.0
2018-05-13,295.18,300.02,294.71,298.63,2342166.0
2018-05-14,298.59,305.74,296.28,303.52,3301020.0
2018-05-15,303.94,316.16,302.19,308.6,7023161.0
2018-05-16,308.69,313.62,304.31,310.49,5472783.0
2018-05-17,314.55,316.39,302.65,306.24,9614187.0
2018-05-18,307.07,309.75,293.42,294.67,4946617.0
2018-05-19,307.07,309.75,293.42,294.67,4946617.0
2018-05-20,307.07,309.75,293.42,294.67,4946617.0
2018-05-21,288.95,298.4,283.18,285.26,5406459.0
2018-05-22,284.66,295.87,283.18,293.7,4350006.0
2018-05-23,292.92,297.85,284.2,285.95,6364497.0
2018-05-24,287.52,291.07,283.18,289.78,3413764.0
2018-05-25,290.56,302.09,289.64,300.76,5404486.0
2018-05-26,290.56,302.09,289.64,300.76,5404486.0
2018-05-27,290.56,302.09,289.64,300.76,5404486.0
2018-05-28,301.63,304.4,296.51,301.72,2269959.0
2018-05-29,301.54,307.17,298.27,306.01,5139267.0
2018-05-30,304.4,308.0,302.55,306.75,3957657.0
2018-05-31,306.24,311.04,303.48,306.15,6909260.0
2018-06-01,306.34,311.41,302.23,306.15,5250815.0
2018-06-02,306.34,311.41,302.23,306.15,5250815.0
2018-06-03,306.34,311.41,302.23,306.15,5250815.0
2018-06-04,306.89,308.78,304.31,306.11,2409464.0
2018-06-05,307.26,307.72,300.11,303.57,2951332.0
2018-06-06,303.48,312.79,302.6,311.78,3306335.0
2018-06-07,313.26,319.62,313.16,316.85,3512943.0
2018-06-08,318.24,318.24,312.7,316.62,2269583.0
2018-06-09,318.24,318.24,312.7,316.62,2269583.0
2018-06-10,318.24,318.24,312.7,316.62,2269583.0
2018-06-11,317.08,319.16,313.81,314.5,1989444.0
2018-06-12,314.92,318.7,312.24,314.87,4610030.0
2018-06-13,317.13,318.7,312.79,316.39,3980016.0
2018-06-14,315.47,317.27,310.67,312.75,2383260.0
2018-06-15,310.03,315.05,304.91,306.75,4575380.0
2018-06-16,310.03,315.05,304.91,306.75,4575380.0
2018-06-17,310.03,315.05,304.91,306.75,4575380.0
2018-06-18,308.09,308.09,297.16,301.77,3234297.0
2018-06-19,301.54,305.65,297.94,302.09,4061546.0
2018-06-20,300.76,310.3,300.76,309.15,4518066.0
2018-06-21,312.33,312.33,305.83,307.03,3225086.0
2018-06-22,306.61,312.1,306.11,310.81,3778372.0
2018-06-23,306.61,312.1,306.11,310.81,3778372.0
2018-06-24,306.61,312.1,306.11,310.81,3778372.0
2018-06-25,312.19,312.19,304.4,306.34,2854608.0
2018-06-26,301.45,304.58,296.61,297.8,3562196.0
2018-06-27,299.28,299.33,292.22,293.61,3728693.0
2018-06-28,291.58,299.79,289.55,297.39,4614787.0
2018-06-29,298.68,302.97,297.57,301.45,4300051.0
2018-06-30,298.68,302.97,297.57,301.45,4300051.0
2018-07-01,298.68,302.97,297.57,301.45,4300051.0
2018-07-02,301.63,303.25,287.34,289.09,3771456.0
2018-07-03,289.09,290.38,282.26,287.52,5510329.0
2018-07-04,285.77,290.84,284.57,287.93,3921844.0
2018-07-05,286.92,288.72,284.11,286.37,4115175.0
2018-07-06,286.51,291.63,280.26,287.58,5247717.0
2018-07-07,286.51,291.63,280.26,287.58,5247717.0
2018-07-08,286.51,291.63,280.26,287.58,5247717.0
2018-07-09,289.86,293.17,289.02,291.54,1924601.0
2018-07-10,290.79,296.57,290.79,295.87,4198972.0
2018-07-11,294.99,294.99,289.4,292.05,4698337.0
2018-07-12,291.73,298.9,291.45,295.55,3633159.0
2018-07-13,296.39,298.44,292.75,294.75,3256629.0
2018-07-14,296.39,298.44,292.75,294.75,3256629.0
2018-07-15,296.39,298.44,292.75,294.75,3256629.0
2018-07-16,295.22,296.85,285.34,286.74,2495326.0
2018-07-17,285.2,288.56,281.66,286.51,5033159.0
2018-07-18,286.18,289.54,273.6,276.07,4732392.0
2018-07-19,276.53,289.4,274.25,282.96,7349020.0
2018-07-20,283.8,287.35,279.24,283.48,4819332.0
2018-07-21,283.8,287.35,279.24,283.48,4819332.0
2018-07-22,283.8,287.35,279.24,283.48,4819332.0
2018-07-23,285.2,286.93,279.52,285.81,3990080.0
2018-07-24,286.13,298.2,284.27,296.62,5930173.0
2018-07-25,299.6,305.33,289.49,295.55,9012068.0
2018-07-26,296.11,297.97,288.0,291.07,6889816.0
2018-07-27,293.96,303.94,292.66,301.28,7155074.0
2018-07-28,293.96,303.94,292.66,301.28,7155074.0
2018-07-29,293.96,303.94,292.66,301.28,7155074.0
2018-07-30,307.57,307.57,295.13,305.57,4519984.0
2018-07-31,303.42,310.23,302.91,307.94,5056592.0
2018-08-01,308.46,309.85,302.44,305.29,3716302.0
2018-08-02,305.61,312.09,299.79,309.48,4579659.0
2018-08-03,310.27,315.31,309.9,314.37,4840115.0
2018-08-04,310.27,315.31,309.9,314.37,4840115.0
2018-08-05,310.27,315.31,309.9,314.37,4840115.0
2018-08-06,314.14,318.29,312.98,314.05,2689404.0
2018-08-07,315.54,319.31,312.6,317.36,4920965.0
2018-08-08,320.62,321.55,316.47,319.45,3922771.0
2018-08-09,319.87,322.02,317.87,319.64,3397810.0
2018-08-10,319.31,321.08,314.47,316.8,3229233.0
2018-08-11,319.31,321.08,314.47,316.8,3229233.0
2018-08-12,319.31,321.08,314.47,316.8,3229233.0
2018-08-13,315.96,322.81,312.79,318.85,4048042.0
2018-08-14,318.75,327.14,315.21,317.92,6530101.0
2018-08-15,318.75,327.14,315.21,317.92,6530101.0
2018-08-16,314.93,314.93,304.63,305.85,6399232.0
2018-08-17,307.48,312.98,307.48,311.3,3933537.0
2018-08-18,307.48,312.98,307.48,311.3,3933537.0
2018-08-19,307.48,312.98,307.48,311.3,3933537.0
2018-08-20,311.95,318.99,311.3,318.34,3226214.0
2018-08-21,318.8,320.9,315.07,318.66,2893019.0
2018-08-22,318.8,320.9,315.07,318.66,2893019.0
2018-08-23,319.59,319.97,313.16,316.52,3431950.0
2018-08-24,313.54,332.27,313.21,330.68,8730103.0
2018-08-25,313.54,332.27,313.21,330.68,8730103.0
2018-08-26,313.54,332.27,313.21,330.68,8730103.0
2018-08-27,334.69,340.0,328.68,331.43,7738371.0
2018-08-28,332.32,343.92,329.1,341.31,6388511.0
2018-08-29,346.02,380.92,344.85,371.88,48380519.0
2018-08-30,372.72,381.01,366.43,370.86,28253242.0
2018-08-31,371.41,375.98,365.92,369.41,9016930.0
2018-09-01,371.41,375.98,365.92,369.41,9016930.0
2018-09-02,371.41,375.98,365.92,369.41,9016930.0
2018-09-03,371.88,375.14,366.38,370.02,6057941.0
2018-09-04,370.53,372.44,360.04,364.28,6994999.0
2018-09-05,363.45,374.44,360.7,371.27,8174436.0
2018-09-06,376.73,376.73,369.08,371.69,5510019.0
2018-09-07,370.02,382.04,367.97,378.96,7815380.0
2018-09-08,370.02,382.04,367.97,378.96,7815380.0
2018-09-09,370.02,382.04,367.97,378.96,7815380.0
2018-09-10,382.79,386.79,371.88,373.93,9440002.0
2018-09-11,374.68,376.45,365.59,368.34,7410096.0
2018-09-12,368.25,373.74,361.67,372.58,6599467.0
2018-09-13,368.25,373.74,361.67,372.58,6599467.0
2018-09-14,373.14,384.32,373.14,380.36,7032422.0
2018-09-15,373.14,384.32,373.14,380.36,7032422.0
2018-09-16,373.14,384.32,373.14,380.36,7032422.0
2018-09-17,379.34,388.1,375.75,383.86,6860850.0
2018-09-18,384.7,387.54,377.1,379.48,5472963.0
2018-09-19,381.2,394.95,381.2,388.7,9180343.0
2018-09-20,381.2,394.95,381.2,388.7,9180343.0
2018-09-21,390.52,398.49,362.84,380.27,10797877.0
2018-09-22,390.52,398.49,362.84,380.27,10797877.0
2018-09-23,390.52,398.49,362.84,380.27,10797877.0
2018-09-24,382.13,385.86,369.6,373.23,8082615.0
2018-09-25,372.25,379.34,362.56,376.21,7373802.0
2018-09-26,378.4,383.76,373.74,380.36,3530632.0
2018-09-27,381.25,384.46,368.9,373.09,25644952.0
2018-09-28,376.4,380.22,348.77,355.71,13886627.0
2018-09-29,376.4,380.22,348.77,355.71,13886627.0
2018-09-30,376.4,380.22,348.77,355.71,13886627.0
2018-10-01,353.24,360.56,345.32,354.96,9832945.0
2018-10-02,353.24,360.56,345.32,354.96,9832945.0
2018-10-03,354.5,361.16,351.05,357.34,7713508.0
2018-10-04,352.77,360.23,347.93,351.93,7402156.0
2018-10-05,351.33,353.38,335.67,341.68,7748052.0
2018-10-06,351.33,353.38,335.67,341.68,7748052.0
2018-10-07,351.33,353.38,335.67,341.68,7748052.0
2018-10-08,332.83,355.85,332.74,350.68,8196750.0
2018-10-09,351.38,355.85,338.98,346.16,7912968.0
2018-10-10,345.22,356.73,345.22,351.19,4318294.0
2018-10-11,346.44,347.46,330.73,337.12,7307270.0
2018-10-12,341.12,355.34,338.65,353.89,5173845.0
2018-10-13,341.12,355.34,338.65,353.89,5173845.0
2018-10-14,341.12,355.34,338.65,353.89,5173845.0
2018-10-15,357.81,357.81,347.27,351.19,2681735.0
2018-10-16,351.38,359.02,344.01,348.21,5707708.0
2018-10-17,351.38,352.73,334.74,337.07,4263158.0
2018-10-18,351.38,352.73,334.74,337.07,4263158.0
2018-10-19,333.43,345.27,330.5,338.79,6866534.0
2018-10-20,333.43,345.27,330.5,338.79,6866534.0
2018-10-21,333.43,345.27,330.5,338.79,6866534.0
2018-10-22,342.06,343.78,329.05,330.96,5561835.0
2018-10-23,329.75,331.66,319.87,323.88,4960159.0
2018-10-24,327.19,330.08,321.74,328.03,3437497.0
2018-10-25,328.96,331.52,320.15,329.38,5100932.0
2018-10-26,332.6,332.6,310.41,314.51,8325890.0
2018-10-27,332.6,332.6,310.41,314.51,8325890.0
2018-10-28,332.6,332.6,310.41,314.51,8325890.0
2018-10-29,317.78,318.06,306.82,316.89,5028877.0
2018-10-30,318.2,318.57,310.93,312.98,3354962.0
2018-10-31,314.05,318.66,304.31,316.33,4770128.0
2018-11-01,317.45,322.95,315.07,319.45,3698977.0
2018-11-02,322.67,332.74,321.64,328.82,4532277.0
2018-11-03,322.67,332.74,321.64,328.82,4532277.0
2018-11-04,322.67,332.74,321.64,328.82,4532277.0
2018-11-05,327.98,335.44,323.0,329.61,3838011.0
2018-11-06,330.87,334.97,323.97,326.91,3368985.0
2018-11-07,331.48,331.48,326.21,327.75,308065.0
2018-11-08,331.48,331.48,326.21,327.75,308065.0
2018-11-09,328.07,329.89,319.22,323.88,3794281.0
2018-11-10,328.07,329.89,319.22,323.88,3794281.0
2018-11-11,328.07,329.89,319.22,323.88,3794281.0
2018-11-12,322.95,330.27,319.73,321.13,4039218.0
2018-11-13,321.46,325.79,319.13,324.44,2488758.0
2018-11-14,327.61,329.75,314.19,316.52,3742986.0
2018-11-15,321.55,322.39,315.07,321.18,3343638.0
2018-11-16,321.55,321.55,309.62,312.32,3517325.0
2018-11-17,321.55,321.55,309.62,312.32,3517325.0
2018-11-18,321.55,321.55,309.62,312.32,3517325.0
2018-11-19,313.81,316.47,310.55,313.77,3342142.0
2018-11-20,314.0,314.0,304.77,305.94,4106489.0
2018-11-21,304.77,307.01,300.67,303.89,4209452.0
2018-11-22,304.59,305.71,296.53,298.16,3889964.0
2018-11-23,304.59,305.71,296.53,298.16,3889964.0
2018-11-24,304.59,305.71,296.53,298.16,3889964.0
2018-11-25,304.59,305.71,296.53,298.16,3889964.0
2018-11-26,303.84,303.84,290.56,296.01,4826965.0
2018-11-27,291.21,295.27,279.14,290.05,17764560.0
2018-11-28,291.17,293.59,285.39,287.86,7573324.0
2018-11-29,290.42,297.78,287.72,295.87,6332012.0
2018-11-30,299.93,300.86,292.15,292.89,5391419.0
2018-12-01,299.93,300.86,292.15,292.89,5391419.0
2018-12-02,299.93,300.86,292.15,292.89,5391419.0
2018-12-03,297.41,302.91,292.19,293.5,6858629.0
2018-12-04,292.94,296.81,290.23,292.01,4241840.0
2018-12-05,290.23,290.23,281.71,283.66,4478964.0
2018-12-06,278.68,287.21,274.2,284.64,7434606.0
2018-12-07,285.2,287.25,277.98,281.85,4850127.0
2018-12-08,285.2,287.25,277.98,281.85,4850127.0
2018-12-09,285.2,287.25,277.98,281.85,4850127.0
2018-12-10,274.48,279.47,272.48,274.11,3879403.0
2018-12-11,268.33,282.55,266.65,280.49,4575953.0
2018-12-12,284.18,286.6,279.1,281.89,7687129.0
2018-12-13,284.92,285.85,275.42,277.79,5728655.0
2018-12-14,275.23,280.45,271.36,273.18,6200185.0
2018-12-15,275.23,280.45,271.36,273.18,6200185.0
2018-12-16,275.23,280.45,271.36,273.18,6200185.0
2018-12-17,274.25,280.35,274.06,279.47,4636488.0
2018-12-18,279.52,286.04,277.84,284.69,6905651.0
2018-12-19,287.07,291.12,283.71,289.86,6314902.0
2018-12-20,288.0,289.68,285.39,287.72,5962497.0
2018-12-21,288.0,291.45,284.41,287.07,7475629.0
2018-12-22,288.0,291.45,284.41,287.07,7475629.0
2018-12-23,288.0,291.45,284.41,287.07,7475629.0
2018-12-24,287.49,287.53,271.22,272.34,7569042.0
2018-12-25,287.49,287.53,271.22,272.34,7569042.0
2018-12-26,271.03,277.75,268.52,276.16,5912171.0
2018-12-27,279.14,280.35,272.25,273.04,5308772.0
2018-12-28,274.02,280.17,274.02,277.84,3699004.0
2018-12-29,274.02,280.17,274.02,277.84,3699004.0
2018-12-30,274.02,280.17,274.02,277.84,3699004.0
2018-12-31,279.7,287.07,279.61,285.9,7441960.0
2019-01-01,287.9,288.88,281.66,283.29,3786002.0
2019-01-02,273.27,277.7,267.12,269.08,9236635.0
2019-01-03,268.7,270.85,261.25,263.44,10465616.0
2019-01-04,263.63,269.82,261.53,268.38,6348613.0
2019-01-05,263.63,269.82,261.53,268.38,6348613.0
2019-01-06,263.63,269.82,261.53,268.38,6348613.0
2019-01-07,273.09,275.18,268.56,270.15,7284573.0
2019-01-08,270.38,275.74,268.52,273.92,4774343.0
2019-01-09,275.42,276.63,267.07,270.99,6083033.0
2019-01-10,272.11,273.04,268.1,269.64,4513927.0
2019-01-11,269.96,274.16,266.98,269.17,4682567.0
2019-01-12,269.96,274.16,266.98,269.17,4682567.0
2019-01-13,269.96,274.16,266.98,269.17,4682567.0
2019-01-14,271.13,271.13,262.88,264.6,3941985.0
2019-01-15,264.46,273.09,263.11,272.25,6879144.0
2019-01-16,273.09,273.32,265.96,266.98,3909896.0
2019-01-17,267.96,270.89,266.37,269.36,5047594.0
2019-01-18,268.75,272.06,264.0,266.19,4399671.0
2019-01-19,268.75,272.06,264.0,266.19,4399671.0
2019-01-20,268.75,272.06,264.0,266.19,4399671.0
2019-01-21,266.47,269.31,264.65,265.26,3000530.0
2019-01-22,264.7,265.49,255.89,259.1,5269914.0
2019-01-23,259.1,265.54,258.36,261.81,4823785.0
2019-01-24,262.37,265.07,257.71,264.37,3957363.0
2019-01-25,265.63,266.19,254.68,255.98,5396534.0
