,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity,GDPL IN Equity
2011-05-10,73.81,75.52,73.58,75.03,9557.0
2011-05-11,75.52,75.52,74.61,74.87,95318.0
2011-05-12,74.87,75.19,73.9,74.29,11995.0
2011-05-13,73.97,75.16,73.58,74.74,16564.0
2011-05-14,73.97,75.16,73.58,74.74,16564.0
2011-05-15,73.97,75.16,73.58,74.74,16564.0
2011-05-16,73.97,75.0,73.87,74.23,46690.0
2011-05-17,74.03,74.74,73.58,74.26,19623.0
2011-05-18,85.97,85.97,73.84,74.35,11368.0
2011-05-19,74.23,75.19,73.58,74.65,60682.0
2011-05-20,74.87,75.23,73.26,73.81,13997.0
2011-05-21,74.87,75.23,73.26,73.81,13997.0
2011-05-22,74.87,75.23,73.26,73.81,13997.0
2011-05-23,73.1,74.81,73.03,74.23,32756.0
2011-05-24,73.64,74.55,73.0,73.06,5144.0
2011-05-25,73.58,74.84,72.81,74.26,27756.0
2011-05-26,72.97,75.03,72.97,74.65,11690.0
2011-05-27,80.68,80.68,74.68,75.84,236812.0
2011-05-28,80.68,80.68,74.68,75.84,236812.0
2011-05-29,80.68,80.68,74.68,75.84,236812.0
2011-05-30,76.16,78.1,75.52,77.52,538157.0
2011-05-31,75.9,79.36,75.9,78.94,335706.0
2011-06-01,78.78,80.29,78.23,79.0,36302.0
2011-06-02,77.97,78.74,76.84,78.42,12808.0
2011-06-03,76.23,79.2,76.23,77.42,10379.0
2011-06-04,76.23,79.2,76.23,77.42,10379.0
2011-06-05,76.23,79.2,76.23,77.42,10379.0
2011-06-06,77.45,78.0,76.81,77.78,18432.0
2011-06-07,77.45,79.03,76.81,78.16,22447.0
2011-06-08,78.74,80.68,78.1,80.26,65313.0
2011-06-09,80.68,80.97,78.45,79.87,42115.0
2011-06-10,78.87,80.03,78.1,79.1,13497.0
2011-06-11,78.87,80.03,78.1,79.1,13497.0
2011-06-12,78.87,80.03,78.1,79.1,13497.0
2011-06-13,78.74,83.75,77.48,82.07,197822.0
2011-06-14,82.94,83.65,80.1,81.52,171205.0
2011-06-15,82.94,82.94,80.78,81.58,43942.0
2011-06-16,80.68,82.23,80.42,81.26,45887.0
2011-06-17,80.68,81.71,79.58,80.78,151177.0
2011-06-18,80.68,81.71,79.58,80.78,151177.0
2011-06-19,80.68,81.71,79.58,80.78,151177.0
2011-06-20,81.03,81.29,79.42,80.55,109205.0
2011-06-21,80.78,82.91,79.42,79.87,46120.0
2011-06-22,81.87,81.87,78.29,80.68,132101.0
2011-06-23,79.39,81.33,79.13,80.68,71727.0
2011-06-24,81.33,81.97,79.45,81.62,116028.0
2011-06-25,81.33,81.97,79.45,81.62,116028.0
2011-06-26,81.33,81.97,79.45,81.62,116028.0
2011-06-27,79.97,81.97,79.97,80.71,26383.0
2011-06-28,81.29,81.58,80.68,81.33,1052408.0
2011-06-29,80.1,82.33,80.1,81.0,603985.0
2011-06-30,80.78,82.42,80.13,81.65,39349.0
2011-07-01,83.55,83.58,80.68,81.68,31929.0
2011-07-02,83.55,83.58,80.68,81.68,31929.0
2011-07-03,83.55,83.58,80.68,81.68,31929.0
2011-07-04,81.97,83.13,80.74,81.74,27430.0
2011-07-05,81.07,82.62,80.87,81.58,20172.0
2011-07-06,81.33,82.58,79.52,80.52,73731.0
2011-07-07,80.68,81.36,79.78,80.36,312434.0
2011-07-08,80.23,80.68,78.74,79.26,38727.0
2011-07-09,80.23,80.68,78.74,79.26,38727.0
2011-07-10,80.23,80.68,78.74,79.26,38727.0
2011-07-11,79.07,80.62,78.49,79.68,19944.0
2011-07-12,79.68,81.65,79.07,80.0,350969.0
2011-07-13,80.94,81.16,79.71,80.0,13305.0
2011-07-14,80.03,80.97,79.68,80.39,9372.0
2011-07-15,80.39,80.68,79.45,80.55,15231.0
2011-07-16,80.39,80.68,79.45,80.55,15231.0
2011-07-17,80.39,80.68,79.45,80.55,15231.0
2011-07-18,80.68,81.33,79.26,80.03,5154524.0
2011-07-19,80.65,81.23,78.49,80.1,245963.0
2011-07-20,80.68,85.62,80.13,83.07,420659.0
2011-07-21,82.94,86.49,82.36,83.36,193412.0
2011-07-22,84.36,86.3,82.29,84.36,256875.0
2011-07-23,84.36,86.3,82.29,84.36,256875.0
2011-07-24,84.36,86.3,82.29,84.36,256875.0
2011-07-25,87.13,89.68,85.2,86.42,446665.0
2011-07-26,85.07,88.3,85.07,87.04,146380.0
2011-07-27,87.84,89.72,87.33,88.91,272634.0
2011-07-28,87.84,88.75,87.3,87.84,70399.0
2011-07-29,87.78,88.75,86.49,88.33,110381.0
2011-07-30,87.78,88.75,86.49,88.33,110381.0
2011-07-31,87.78,88.75,86.49,88.33,110381.0
2011-08-01,89.39,91.01,88.1,89.97,271258.0
2011-08-02,90.36,90.36,87.3,87.94,88081.0
2011-08-03,87.13,87.72,86.26,86.88,53720.0
2011-08-04,87.75,87.75,85.65,86.59,163897.0
2011-08-05,85.2,87.07,80.87,85.49,156457.0
2011-08-06,85.2,87.07,80.87,85.49,156457.0
2011-08-07,85.2,87.07,80.87,85.49,156457.0
2011-08-08,82.62,85.13,81.33,83.65,111328.0
2011-08-09,81.97,83.91,80.68,82.13,55007.0
2011-08-10,82.13,86.75,82.13,82.87,80194.0
2011-08-11,82.45,86.17,81.52,85.81,74838.0
2011-08-12,86.36,87.3,84.58,86.65,126912.0
2011-08-13,86.36,87.3,84.58,86.65,126912.0
2011-08-14,86.36,87.3,84.58,86.65,126912.0
2011-08-15,86.36,87.3,84.58,86.65,126912.0
2011-08-16,87.33,87.78,81.33,83.71,25827.0
2011-08-17,83.13,85.42,82.07,83.55,47038.0
2011-08-18,82.68,83.26,79.39,80.68,621505.0
2011-08-19,80.58,85.2,78.49,84.04,74765.0
2011-08-20,80.58,85.2,78.49,84.04,74765.0
2011-08-21,80.58,85.2,78.49,84.04,74765.0
2011-08-22,82.65,84.97,82.07,84.29,29341.0
2011-08-23,83.62,85.07,83.33,84.55,244233.0
2011-08-24,84.88,85.84,83.91,84.33,33563.0
2011-08-25,84.62,87.01,83.29,85.94,79789.0
2011-08-26,85.78,86.17,83.26,85.26,144368.0
2011-08-27,85.78,86.17,83.26,85.26,144368.0
2011-08-28,85.78,86.17,83.26,85.26,144368.0
2011-08-29,84.81,86.49,84.81,86.23,79639.0
2011-08-30,85.46,89.68,85.46,87.33,1132279.0
2011-08-31,85.46,89.68,85.46,87.33,1132279.0
2011-09-01,85.46,89.68,85.46,87.33,1132279.0
2011-09-02,87.13,89.46,86.55,89.26,264607.0
2011-09-03,87.13,89.46,86.55,89.26,264607.0
2011-09-04,87.13,89.46,86.55,89.26,264607.0
2011-09-05,88.84,89.07,87.13,87.55,20087.0
2011-09-06,87.2,88.39,83.81,84.81,38266.0
2011-09-07,86.49,89.72,85.07,88.78,231542.0
2011-09-08,89.56,92.62,85.98,87.74,389585.0
2011-09-09,85.82,92.32,85.82,91.02,2399072.0
2011-09-10,85.82,92.32,85.82,91.02,2399072.0
2011-09-11,85.82,92.32,85.82,91.02,2399072.0
2011-09-12,91.54,92.65,88.62,90.86,309234.0
2011-09-13,89.72,94.14,87.77,88.23,315890.0
2011-09-14,89.72,91.93,86.57,89.56,142309.0
2011-09-15,90.99,90.99,88.16,88.55,33791.0
2011-09-16,89.07,92.23,88.59,89.85,191001.0
2011-09-17,89.07,92.23,88.59,89.85,191001.0
2011-09-18,89.07,92.23,88.59,89.85,191001.0
2011-09-19,90.18,90.6,89.07,89.53,18143.0
2011-09-20,88.75,91.02,88.42,89.92,34461.0
2011-09-21,91.02,91.74,88.98,91.38,57190.0
2011-09-22,91.02,91.02,88.75,89.14,53919.0
2011-09-23,89.66,93.95,85.98,90.7,122305.0
2011-09-24,89.66,93.95,85.98,90.7,122305.0
2011-09-25,89.66,93.95,85.98,90.7,122305.0
2011-09-26,91.48,92.32,86.7,88.42,80290.0
2011-09-27,89.66,91.61,88.42,90.96,53042.0
2011-09-28,90.08,91.61,89.11,90.02,22839.0
2011-09-29,90.99,91.61,89.14,90.34,20597.0
2011-09-30,91.02,96.03,89.4,91.38,823942.0
2011-10-01,91.02,96.03,89.4,91.38,823942.0
2011-10-02,91.02,96.03,89.4,91.38,823942.0
2011-10-03,91.35,92.1,87.77,91.09,44309.0
2011-10-04,90.37,91.8,87.93,89.95,69753.0
2011-10-05,90.05,91.54,86.8,87.74,1209353.0
2011-10-06,90.05,91.54,86.8,87.74,1209353.0
2011-10-07,89.4,91.67,89.07,90.5,174520.0
2011-10-08,89.4,91.67,89.07,90.5,174520.0
2011-10-09,89.4,91.67,89.07,90.5,174520.0
2011-10-10,91.35,92.55,89.59,90.05,70117.0
2011-10-11,91.02,92.0,90.05,91.41,232318.0
2011-10-12,92.32,96.55,92.26,96.16,260200.0
2011-10-13,96.16,99.8,94.63,97.43,549759.0
2011-10-14,97.52,99.64,92.78,94.6,760474.0
2011-10-15,97.52,99.64,92.78,94.6,760474.0
2011-10-16,97.52,99.64,92.78,94.6,760474.0
2011-10-17,95.25,96.52,92.97,94.37,273732.0
2011-10-18,94.21,94.27,92.62,94.08,44741.0
2011-10-19,94.92,97.82,94.05,94.76,183197.0
2011-10-20,95.26,97.18,92.94,95.72,120120.0
2011-10-21,95.86,97.52,93.83,95.72,81057.0
2011-10-22,95.86,97.52,93.83,95.72,81057.0
2011-10-23,95.86,97.52,93.83,95.72,81057.0
2011-10-24,97.25,98.71,93.1,95.56,86588.0
2011-10-25,95.33,96.26,94.23,95.62,75293.0
2011-10-26,96.26,97.48,95.72,96.22,33490.0
2011-10-27,96.26,97.48,95.72,96.22,33490.0
2011-10-28,96.59,100.7,93.6,99.11,138910.0
2011-10-29,96.59,100.7,93.6,99.11,138910.0
2011-10-30,96.59,100.7,93.6,99.11,138910.0
2011-10-31,96.92,100.11,96.26,98.48,146179.0
2011-11-01,98.74,99.24,97.09,98.01,75209.0
2011-11-02,96.26,98.25,96.26,97.32,24472.0
2011-11-03,96.99,99.51,96.45,97.35,33574.0
2011-11-04,93.6,99.11,93.6,96.75,312091.0
2011-11-05,93.6,99.11,93.6,96.75,312091.0
2011-11-06,93.6,99.11,93.6,96.75,312091.0
2011-11-07,93.6,99.11,93.6,96.75,312091.0
2011-11-08,96.26,98.25,94.06,95.69,65726.0
2011-11-09,95.59,96.65,94.33,95.29,48079.0
2011-11-10,95.59,96.65,94.33,95.29,48079.0
2011-11-11,95.59,95.59,91.64,92.97,54343.0
2011-11-12,95.59,95.59,91.64,92.97,54343.0
2011-11-13,95.59,95.59,91.64,92.97,54343.0
2011-11-14,93.6,94.13,89.62,90.51,149771.0
2011-11-15,92.24,92.24,87.96,89.09,79353.0
2011-11-16,89.09,90.18,84.31,85.67,83889.0
2011-11-17,83.71,87.43,83.71,86.5,70167.0
2011-11-18,86.3,86.6,84.31,85.77,40457.0
2011-11-19,86.3,86.6,84.31,85.77,40457.0
2011-11-20,86.3,86.6,84.31,85.77,40457.0
2011-11-21,79.66,88.12,79.66,86.17,49427.0
2011-11-22,86.73,87.39,85.07,85.97,65214.0
2011-11-23,84.37,86.13,81.09,84.11,128802.0
2011-11-24,84.31,84.97,79.66,84.04,38747.0
2011-11-25,86.3,90.68,82.98,87.46,132402.0
2011-11-26,86.3,90.68,82.98,87.46,132402.0
2011-11-27,86.3,90.68,82.98,87.46,132402.0
2011-11-28,87.96,89.55,87.03,89.05,22229.0
2011-11-29,91.94,96.26,89.62,90.65,262406.0
2011-11-30,90.35,90.94,87.99,89.72,35038.0
2011-12-01,89.72,91.74,88.52,89.22,53118.0
2011-12-02,88.95,90.11,87.76,88.52,188950.0
2011-12-03,88.95,90.11,87.76,88.52,188950.0
2011-12-04,88.95,90.11,87.76,88.52,188950.0
2011-12-05,89.92,89.92,86.46,87.16,14750.0
2011-12-06,89.92,89.92,86.46,87.16,14750.0
2011-12-07,86.96,88.82,86.33,86.9,44789.0
2011-12-08,86.96,87.29,84.17,86.17,70807.0
2011-12-09,87.29,87.29,82.85,83.61,103566.0
2011-12-10,87.29,87.29,82.85,83.61,103566.0
2011-12-11,87.29,87.29,82.85,83.61,103566.0
2011-12-12,84.31,84.57,82.48,83.31,27547.0
2011-12-13,82.31,86.9,81.35,83.74,102768.0
2011-12-14,84.64,89.29,84.44,86.56,69616.0
2011-12-15,86.7,87.59,84.97,86.8,306457.0
2011-12-16,86.26,87.56,82.31,83.41,138044.0
2011-12-17,86.26,87.56,82.31,83.41,138044.0
2011-12-18,86.26,87.56,82.31,83.41,138044.0
2011-12-19,82.98,85.43,79.06,81.65,480447.0
2011-12-20,80.16,83.41,78.03,82.25,361841.0
2011-12-21,81.98,84.31,80.02,80.89,40643.0
2011-12-22,82.12,82.91,79.33,82.58,25544.0
2011-12-23,82.98,85.63,81.65,82.15,93313.0
2011-12-24,82.98,85.63,81.65,82.15,93313.0
2011-12-25,82.98,85.63,81.65,82.15,93313.0
2011-12-26,82.18,85.47,81.68,85.04,28555.0
2011-12-27,83.68,85.9,83.68,85.37,23199.0
2011-12-28,83.71,86.46,82.85,83.48,34994.0
2011-12-29,83.48,89.92,82.08,86.66,85628.0
2011-12-30,86.3,89.22,84.97,87.82,211779.0
2011-12-31,86.3,89.22,84.97,87.82,211779.0
2012-01-01,86.3,89.22,84.97,87.82,211779.0
2012-01-02,86.3,87.63,84.97,85.47,19905.0
2012-01-03,85.34,87.09,84.44,86.23,40564.0
2012-01-04,86.3,86.63,85.04,85.93,13953.0
2012-01-05,86.96,86.96,84.67,85.3,9552.0
2012-01-06,84.97,85.93,84.37,85.24,5848.0
2012-01-07,85.27,86.2,85.04,85.53,1663.0
2012-01-08,85.27,86.2,85.04,85.53,1663.0
2012-01-09,85.0,87.19,85.0,86.9,24717.0
2012-01-10,87.63,88.62,86.46,87.49,370422.0
2012-01-11,87.76,88.55,85.7,86.4,27654.0
2012-01-12,86.3,87.26,85.14,85.73,11709.0
2012-01-13,86.96,89.62,86.33,87.03,263755.0
2012-01-14,86.96,89.62,86.33,87.03,263755.0
2012-01-15,86.96,89.62,86.33,87.03,263755.0
2012-01-16,85.8,87.96,85.8,86.6,123634.0
2012-01-17,87.29,88.89,86.6,88.26,58092.0
2012-01-18,89.48,89.48,86.99,87.46,45022.0
2012-01-19,88.26,89.22,86.76,87.53,61884.0
2012-01-20,87.43,89.02,87.29,88.72,539145.0
2012-01-21,87.43,89.02,87.29,88.72,539145.0
2012-01-22,87.43,89.02,87.29,88.72,539145.0
2012-01-23,88.95,88.95,86.36,86.8,13999.0
2012-01-24,86.96,88.29,85.83,86.33,280958.0
2012-01-25,86.63,87.53,85.63,86.66,16592.0
2012-01-26,86.63,87.53,85.63,86.66,16592.0
2012-01-27,86.96,89.42,86.76,87.36,95259.0
2012-01-28,86.96,89.42,86.76,87.36,95259.0
2012-01-29,86.96,89.42,86.76,87.36,95259.0
2012-01-30,88.22,88.95,84.74,84.9,292148.0
2012-01-31,84.31,86.83,84.31,86.23,406409.0
2012-02-01,86.76,87.49,85.37,86.83,708417.0
2012-02-02,88.29,92.34,87.63,91.11,536168.0
2012-02-03,92.21,93.6,91.14,91.64,79472.0
2012-02-04,92.21,93.6,91.14,91.64,79472.0
2012-02-05,92.21,93.6,91.14,91.64,79472.0
2012-02-06,92.27,93.5,89.78,90.71,468550.0
2012-02-07,92.77,92.77,89.45,89.72,25457.0
2012-02-08,90.94,91.54,89.05,89.88,121369.0
2012-02-09,91.61,91.94,89.68,91.04,576149.0
2012-02-10,91.94,92.94,90.94,91.81,69177.0
2012-02-11,91.94,92.94,90.94,91.81,69177.0
2012-02-12,91.94,92.94,90.94,91.81,69177.0
2012-02-13,91.61,92.94,90.41,91.94,85386.0
2012-02-14,91.11,94.73,91.11,93.47,97645.0
2012-02-15,92.27,96.26,91.77,95.49,124103.0
2012-02-16,95.92,96.26,93.93,95.43,53792.0
2012-02-17,94.99,104.22,94.26,96.12,2066933.0
2012-02-18,94.99,104.22,94.26,96.12,2066933.0
2012-02-19,94.99,104.22,94.26,96.12,2066933.0
2012-02-20,94.99,104.22,94.26,96.12,2066933.0
2012-02-21,96.26,100.21,95.46,97.55,170055.0
2012-02-22,97.55,103.86,93.04,95.26,1364732.0
2012-02-23,94.26,99.38,92.6,97.55,131237.0
2012-02-24,97.82,100.57,96.35,99.24,663564.0
2012-02-25,97.82,100.57,96.35,99.24,663564.0
2012-02-26,97.82,100.57,96.35,99.24,663564.0
2012-02-27,98.91,102.0,96.35,99.24,242834.0
2012-02-28,98.65,100.57,98.31,99.47,48382.0
2012-02-29,99.91,101.63,95.59,100.8,214661.0
2012-03-01,100.24,102.89,97.02,101.77,138376.0
2012-03-02,102.23,102.76,99.57,100.94,189539.0
2012-03-03,102.06,102.06,99.24,100.17,5648.0
2012-03-04,102.06,102.06,99.24,100.17,5648.0
2012-03-05,100.9,101.3,97.58,98.91,47643.0
2012-03-06,97.58,101.5,97.58,98.05,81755.0
2012-03-07,96.26,100.5,96.26,99.01,93348.0
2012-03-08,96.26,100.5,96.26,99.01,93348.0
2012-03-09,98.58,102.76,98.48,102.4,133297.0
2012-03-10,98.58,102.76,98.48,102.4,133297.0
2012-03-11,98.58,102.76,98.48,102.4,133297.0
2012-03-12,102.76,103.13,98.94,99.94,177802.0
2012-03-13,100.24,101.63,99.57,100.3,42706.0
2012-03-14,101.57,103.89,99.74,100.3,244119.0
2012-03-15,100.77,103.56,99.81,101.07,130386.0
2012-03-16,101.23,102.89,99.57,102.03,555674.0
2012-03-17,101.23,102.89,99.57,102.03,555674.0
2012-03-18,101.23,102.89,99.57,102.03,555674.0
2012-03-19,102.06,103.42,98.25,98.81,124627.0
2012-03-20,97.91,100.54,93.6,99.64,44604.0
2012-03-21,100.24,100.24,97.62,99.51,18678.0
2012-03-22,98.94,101.13,98.25,99.31,48582.0
2012-03-23,98.25,101.57,98.25,100.94,53838.0
2012-03-24,98.25,101.57,98.25,100.94,53838.0
2012-03-25,98.25,101.57,98.25,100.94,53838.0
2012-03-26,102.2,102.2,97.58,98.58,153478.0
2012-03-27,100.77,100.9,99.01,100.3,34719.0
2012-03-28,98.25,100.5,96.95,98.25,953885.0
2012-03-29,98.25,101.57,97.68,100.77,63913.0
2012-03-30,100.24,106.48,99.64,102.13,2763988.0
2012-03-31,100.24,106.48,99.64,102.13,2763988.0
2012-04-01,100.24,106.48,99.64,102.13,2763988.0
2012-04-02,104.09,104.62,100.9,101.6,72983.0
2012-04-03,103.6,106.24,103.05,104.27,1129250.0
2012-04-04,104.27,105.63,102.61,103.22,1127529.0
2012-04-05,104.27,105.63,102.61,103.22,1127529.0
2012-04-06,104.27,105.63,102.61,103.22,1127529.0
2012-04-07,104.27,105.63,102.61,103.22,1127529.0
2012-04-08,104.27,105.63,102.61,103.22,1127529.0
2012-04-09,104.95,104.95,100.38,102.95,70972.0
2012-04-10,102.92,104.75,101.43,102.75,62052.0
2012-04-11,103.46,104.04,101.16,101.94,27901.0
2012-04-12,103.56,103.56,100.75,101.23,28246.0
2012-04-13,101.29,102.55,99.09,99.57,52364.0
2012-04-14,101.29,102.55,99.09,99.57,52364.0
2012-04-15,101.29,102.55,99.09,99.57,52364.0
2012-04-16,100.82,101.57,98.92,100.18,45203.0
2012-04-17,99.91,101.23,99.2,99.57,70060.0
2012-04-18,99.94,102.51,99.53,100.82,482208.0
2012-04-19,100.96,103.6,100.68,102.48,66090.0
2012-04-20,101.94,104.27,99.94,101.53,154010.0
2012-04-21,101.94,104.27,99.94,101.53,154010.0
2012-04-22,101.94,104.27,99.94,101.53,154010.0
2012-04-23,100.89,102.17,99.6,100.96,1092343.0
2012-04-24,100.45,101.36,98.99,100.01,137489.0
2012-04-25,99.64,102.48,98.55,101.57,147305.0
2012-04-26,101.9,102.11,99.77,101.23,228700.0
2012-04-27,100.89,103.26,100.89,102.07,112115.0
2012-04-28,102.24,102.24,100.28,100.92,1497.0
2012-04-29,102.24,102.24,100.28,100.92,1497.0
2012-04-30,100.52,102.58,100.52,102.38,437162.0
2012-05-01,100.52,102.58,100.52,102.38,437162.0
2012-05-02,101.26,103.39,101.23,102.92,127205.0
2012-05-03,102.92,102.92,101.57,101.94,16861.0
2012-05-04,100.89,103.22,100.48,102.89,61189.0
2012-05-05,100.89,103.22,100.48,102.89,61189.0
2012-05-06,100.89,103.22,100.48,102.89,61189.0
2012-05-07,101.57,103.46,100.21,102.99,37629.0
2012-05-08,103.87,103.87,100.28,102.61,23790.0
2012-05-09,102.48,102.58,99.53,101.5,38010.0
2012-05-10,100.41,102.72,100.41,102.31,35054.0
2012-05-11,101.57,102.85,99.91,101.7,30120.0
2012-05-12,101.57,102.85,99.91,101.7,30120.0
2012-05-13,101.57,102.85,99.91,101.7,30120.0
2012-05-14,101.57,101.57,99.2,100.01,161303.0
2012-05-15,99.87,102.61,99.53,101.67,224404.0
2012-05-16,100.21,102.17,97.94,99.03,39076.0
2012-05-17,99.53,100.65,98.65,100.31,83901.0
2012-05-18,100.14,100.14,98.18,99.23,16413.0
2012-05-19,100.14,100.14,98.18,99.23,16413.0
2012-05-20,100.14,100.14,98.18,99.23,16413.0
2012-05-21,99.2,101.57,97.5,100.04,16498.0
2012-05-22,101.13,101.13,96.83,98.86,10240.0
2012-05-23,99.53,100.08,97.77,98.21,34270.0
2012-05-24,99.5,99.5,97.54,97.77,6952.0
2012-05-25,98.18,98.76,96.22,97.06,9107.0
2012-05-26,98.18,98.76,96.22,97.06,9107.0
2012-05-27,98.18,98.76,96.22,97.06,9107.0
2012-05-28,96.96,97.2,95.47,96.83,20779.0
2012-05-29,96.28,101.23,96.28,98.69,27538.0
2012-05-30,98.18,100.55,97.2,99.16,15942.0
2012-05-31,98.18,98.92,94.83,95.81,80656.0
2012-06-01,96.11,98.18,94.12,95.03,55413.0
2012-06-02,96.11,98.18,94.12,95.03,55413.0
2012-06-03,96.11,98.18,94.12,95.03,55413.0
2012-06-04,94.46,94.79,92.12,92.93,42455.0
2012-06-05,94.62,94.62,88.06,89.51,38338.0
2012-06-06,89.51,90.05,88.02,88.67,81944.0
2012-06-07,92.09,92.09,89.07,91.31,77232.0
2012-06-08,91.21,93.37,91.07,92.9,128990.0
2012-06-09,91.21,93.37,91.07,92.9,128990.0
2012-06-10,91.21,93.37,91.07,92.9,128990.0
2012-06-11,91.54,94.02,91.54,93.37,53798.0
2012-06-12,92.42,94.05,91.44,92.09,30774.0
2012-06-13,91.85,94.66,88.77,92.39,63079.0
2012-06-14,91.61,93.3,90.73,90.93,246929.0
2012-06-15,90.19,94.05,89.82,91.41,549601.0
2012-06-16,90.19,94.05,89.82,91.41,549601.0
2012-06-17,90.19,94.05,89.82,91.41,549601.0
2012-06-18,91.41,93.1,90.05,90.8,1046252.0
2012-06-19,91.75,91.75,89.38,89.85,35305.0
2012-06-20,89.82,91.07,87.38,87.99,62519.0
2012-06-21,88.94,90.29,87.68,89.68,140042.0
2012-06-22,89.78,90.87,88.77,89.82,55721.0
2012-06-23,89.78,90.87,88.77,89.82,55721.0
2012-06-24,89.78,90.87,88.77,89.82,55721.0
2012-06-25,91.14,91.14,86.43,87.92,39847.0
2012-06-26,86.74,88.8,84.81,85.45,1644410.0
2012-06-27,86.6,89.72,86.6,89.0,374414.0
2012-06-28,89.07,92.76,89.07,91.48,254444.0
2012-06-29,91.81,94.79,89.38,92.8,55684.0
2012-06-30,91.81,94.79,89.38,92.8,55684.0
2012-07-01,91.81,94.79,89.38,92.8,55684.0
2012-07-02,94.52,95.34,92.09,94.86,62886.0
2012-07-03,95.34,96.59,94.12,95.3,395213.0
2012-07-04,95.3,97.2,94.79,96.69,56752.0
2012-07-05,97.5,98.72,96.08,98.42,48711.0
2012-07-06,98.18,101.57,96.83,100.08,89769.0
2012-07-07,98.18,101.57,96.83,100.08,89769.0
2012-07-08,98.18,101.57,96.83,100.08,89769.0
2012-07-09,100.55,101.46,97.64,98.65,58463.0
2012-07-10,99.94,99.94,97.5,98.89,30404.0
2012-07-11,98.86,100.08,96.25,97.1,18017.0
2012-07-12,98.32,98.32,94.86,96.25,13188.0
2012-07-13,96.15,97.43,94.83,95.27,16054.0
2012-07-14,96.15,97.43,94.83,95.27,16054.0
2012-07-15,96.15,97.43,94.83,95.27,16054.0
2012-07-16,95.23,98.18,93.64,97.27,48266.0
2012-07-17,97.5,98.86,95.54,98.21,38653.0
2012-07-18,97.5,98.52,96.62,97.5,33570.0
2012-07-19,99.16,99.36,97.54,99.09,11951.0
2012-07-20,99.33,100.14,97.1,97.98,8892.0
2012-07-21,99.33,100.14,97.1,97.98,8892.0
2012-07-22,99.33,100.14,97.1,97.98,8892.0
2012-07-23,99.5,99.5,94.76,95.95,40067.0
2012-07-24,94.79,98.15,94.49,96.55,143331.0
2012-07-25,95.54,99.91,95.03,95.84,29429.0
2012-07-26,95.84,97.37,94.12,94.56,24063.0
2012-07-27,96.62,96.79,93.61,94.69,22757.0
2012-07-28,96.62,96.79,93.61,94.69,22757.0
2012-07-29,96.62,96.79,93.61,94.69,22757.0
2012-07-30,94.79,100.21,93.51,95.44,31387.0
2012-07-31,96.72,97.4,94.83,96.08,17024.0
2012-08-01,96.15,98.11,94.52,94.83,27883.0
2012-08-02,97.77,97.77,94.12,94.46,10867.0
2012-08-03,92.76,96.35,92.76,95.4,28437.0
2012-08-04,92.76,96.35,92.76,95.4,28437.0
2012-08-05,92.76,96.35,92.76,95.4,28437.0
2012-08-06,96.83,96.83,94.35,94.76,17314.0
2012-08-07,95.06,96.49,93.74,94.18,22014.0
2012-08-08,94.12,95.13,92.49,93.14,15091.0
2012-08-09,93.1,94.42,90.33,91.95,20950.0
2012-08-10,92.09,93.41,91.07,91.75,12071.0
2012-08-11,92.09,93.41,91.07,91.75,12071.0
2012-08-12,92.09,93.41,91.07,91.75,12071.0
2012-08-13,91.75,93.24,91.21,91.75,9345.0
2012-08-14,93.27,95.0,91.41,93.17,24873.0
2012-08-15,93.27,95.0,91.41,93.17,24873.0
2012-08-16,92.12,94.05,91.07,92.19,33795.0
2012-08-17,91.58,94.05,91.07,91.75,15159.0
2012-08-18,91.58,94.05,91.07,91.75,15159.0
2012-08-19,91.58,94.05,91.07,91.75,15159.0
2012-08-20,91.58,94.05,91.07,91.75,15159.0
2012-08-21,93.37,94.08,90.73,91.37,68824.0
2012-08-22,91.17,93.44,90.8,91.61,34326.0
2012-08-23,91.14,93.27,90.77,91.04,11041.0
2012-08-24,90.93,92.09,89.41,89.58,27101.0
2012-08-25,90.93,92.09,89.41,89.58,27101.0
2012-08-26,90.93,92.09,89.41,89.58,27101.0
2012-08-27,92.09,92.42,90.33,91.65,78944.0
2012-08-28,91.14,93.2,90.83,92.12,22055.0
2012-08-29,91.41,92.76,90.05,90.93,36530.0
2012-08-30,89.45,93.91,89.45,92.93,76217.0
2012-08-31,92.09,93.44,91.17,92.15,33303.0
2012-09-01,92.09,93.44,91.17,92.15,33303.0
2012-09-02,92.09,93.44,91.17,92.15,33303.0
2012-09-03,92.42,93.44,90.8,92.46,17173.0
2012-09-04,92.22,93.78,92.15,93.34,9938.0
2012-09-05,92.76,94.39,90.8,92.53,56194.0
2012-09-06,93.1,94.12,92.09,92.26,6471.0
2012-09-07,92.76,93.88,91.48,92.29,14520.0
2012-09-08,92.76,93.44,91.65,92.36,2689.0
2012-09-09,92.76,93.44,91.65,92.36,2689.0
2012-09-10,93.44,94.79,91.51,94.56,24616.0
2012-09-11,94.12,95.78,93.78,94.56,21247.0
2012-09-12,94.79,95.47,93.44,95.2,19525.0
2012-09-13,98.18,100.21,94.79,96.52,167716.0
2012-09-14,98.11,98.11,95.0,96.05,30321.0
2012-09-15,98.11,98.11,95.0,96.05,30321.0
2012-09-16,98.11,98.11,95.0,96.05,30321.0
2012-09-17,97.5,99.5,95.81,96.42,46727.0
