,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity,SOTL IN Equity
2013-04-16,17.26,18.2,17.26,17.8,214915.0
2013-04-17,17.98,18.41,17.62,17.84,290113.0
2013-04-18,17.94,17.98,17.3,17.8,133449.0
2013-04-19,17.94,17.98,17.3,17.8,133449.0
2013-04-20,17.94,17.98,17.3,17.8,133449.0
2013-04-21,17.94,17.98,17.3,17.8,133449.0
2013-04-22,16.9,18.3,16.9,17.94,193480.0
2013-04-23,17.91,18.3,17.91,18.09,183393.0
2013-04-24,17.91,18.3,17.91,18.09,183393.0
2013-04-25,18.27,18.84,18.05,18.48,408735.0
2013-04-26,18.34,19.24,18.12,18.7,749389.0
2013-04-27,18.34,19.24,18.12,18.7,749389.0
2013-04-28,18.34,19.24,18.12,18.7,749389.0
2013-04-29,18.41,18.7,17.91,18.02,285734.0
2013-04-30,18.02,18.3,17.66,17.87,163403.0
2013-05-01,18.02,18.3,17.66,17.87,163403.0
2013-05-02,17.87,18.2,16.58,17.19,688914.0
2013-05-03,17.26,17.33,16.69,16.86,461376.0
2013-05-04,17.26,17.33,16.69,16.86,461376.0
2013-05-05,17.26,17.33,16.69,16.86,461376.0
2013-05-06,16.86,17.69,16.86,17.58,422675.0
2013-05-07,17.48,18.05,17.48,17.87,349559.0
2013-05-08,19.06,19.2,17.84,19.02,1225822.0
2013-05-09,19.02,19.24,18.52,18.7,350826.0
2013-05-10,18.7,20.1,18.52,19.78,1622801.0
2013-05-11,19.71,19.92,19.56,19.78,66122.0
2013-05-12,19.71,19.92,19.56,19.78,66122.0
2013-05-13,19.85,20.5,19.09,19.35,604108.0
2013-05-14,19.49,19.67,18.95,18.99,200205.0
2013-05-15,18.95,19.71,18.95,19.31,300442.0
2013-05-16,19.49,19.56,18.59,18.95,365594.0
2013-05-17,18.95,19.24,18.66,18.73,238315.0
2013-05-18,18.95,19.24,18.66,18.73,238315.0
2013-05-19,18.95,19.24,18.66,18.73,238315.0
2013-05-20,18.77,19.2,18.38,18.48,241691.0
2013-05-21,18.2,18.66,18.16,18.23,142083.0
2013-05-22,18.34,18.48,17.37,17.55,250044.0
2013-05-23,17.3,17.4,16.9,16.97,190697.0
2013-05-24,16.97,17.58,16.97,17.15,138397.0
2013-05-25,16.97,17.58,16.97,17.15,138397.0
2013-05-26,16.97,17.58,16.97,17.15,138397.0
2013-05-27,17.08,17.73,17.08,17.51,171534.0
2013-05-28,17.19,17.69,17.19,17.33,122347.0
2013-05-29,17.33,17.51,16.97,17.12,203275.0
2013-05-30,17.01,17.12,16.65,16.76,157858.0
2013-05-31,16.76,16.94,14.6,14.96,1349151.0
2013-06-01,16.76,16.94,14.6,14.96,1349151.0
2013-06-02,16.76,16.94,14.6,14.96,1349151.0
2013-06-03,15.57,15.57,15.07,15.21,331344.0
2013-06-04,15.17,15.5,14.96,15.14,246502.0
2013-06-05,15.25,15.25,14.92,14.99,182256.0
2013-06-06,14.89,15.79,14.89,15.71,318195.0
2013-06-07,15.53,16.18,15.25,15.43,245959.0
2013-06-08,15.53,16.18,15.25,15.43,245959.0
2013-06-09,15.53,16.18,15.25,15.43,245959.0
2013-06-10,16.72,16.72,15.14,15.25,172520.0
2013-06-11,15.25,15.5,14.56,14.89,284331.0
2013-06-12,14.56,15.25,14.56,15.03,182059.0
2013-06-13,14.85,15.5,14.53,15.1,253008.0
2013-06-14,15.17,16.18,15.17,16.0,380033.0
2013-06-15,15.17,16.18,15.17,16.0,380033.0
2013-06-16,15.17,16.18,15.17,16.0,380033.0
2013-06-17,16.79,17.19,16.22,16.69,1563492.0
2013-06-18,16.36,16.61,16.33,16.43,165042.0
2013-06-19,16.33,16.9,15.97,16.61,237878.0
2013-06-20,15.93,16.29,15.68,15.79,244031.0
2013-06-21,15.64,15.82,14.92,14.99,235419.0
2013-06-22,15.64,15.82,14.92,14.99,235419.0
2013-06-23,15.64,15.82,14.92,14.99,235419.0
2013-06-24,14.92,15.07,13.63,13.81,670452.0
2013-06-25,13.92,14.2,13.13,13.52,335268.0
2013-06-26,13.66,13.92,13.2,13.38,206325.0
2013-06-27,13.41,13.66,13.09,13.45,236584.0
2013-06-28,13.74,14.31,13.59,14.06,230437.0
2013-06-29,13.74,14.31,13.59,14.06,230437.0
2013-06-30,13.74,14.31,13.59,14.06,230437.0
2013-07-01,14.31,15.1,13.84,14.82,344267.0
2013-07-02,14.74,15.43,14.6,14.92,394487.0
2013-07-03,14.74,16.4,14.56,16.04,813132.0
2013-07-04,17.04,17.51,16.18,16.36,2477913.0
2013-07-05,16.22,17.22,16.04,16.43,958419.0
2013-07-06,16.22,17.22,16.04,16.43,958419.0
2013-07-07,16.22,17.22,16.04,16.43,958419.0
2013-07-08,16.04,16.25,15.68,15.82,215882.0
2013-07-09,15.86,16.33,15.82,15.93,225929.0
2013-07-10,16.11,17.12,15.75,16.65,1039436.0
2013-07-11,16.94,16.97,16.18,16.4,326137.0
2013-07-12,16.43,16.83,16.22,16.51,297666.0
2013-07-13,16.43,16.83,16.22,16.51,297666.0
2013-07-14,16.43,16.83,16.22,16.51,297666.0
2013-07-15,16.18,16.54,16.07,16.25,193150.0
2013-07-16,16.0,16.25,15.82,16.04,123827.0
2013-07-17,16.33,16.33,15.28,15.5,314785.0
2013-07-18,15.46,16.04,15.1,15.32,235985.0
2013-07-19,15.46,15.64,14.82,14.92,201102.0
2013-07-20,15.46,15.64,14.82,14.92,201102.0
2013-07-21,15.46,15.64,14.82,14.92,201102.0
2013-07-22,14.92,15.35,14.6,14.82,179547.0
2013-07-23,14.89,15.25,14.71,14.78,225068.0
2013-07-24,14.67,14.74,14.24,14.42,196309.0
2013-07-25,14.46,14.82,14.13,14.38,172684.0
2013-07-26,14.56,16.04,13.84,15.32,868883.0
2013-07-27,14.56,16.04,13.84,15.32,868883.0
2013-07-28,14.56,16.04,13.84,15.32,868883.0
2013-07-29,15.5,15.61,14.88,15.03,201127.0
2013-07-30,14.77,14.95,13.9,14.01,271895.0
2013-07-31,14.11,14.15,12.87,13.64,349092.0
2013-08-01,14.01,14.08,13.13,13.31,287585.0
2013-08-02,13.35,13.57,12.77,12.87,252017.0
2013-08-03,13.35,13.57,12.77,12.87,252017.0
2013-08-04,13.35,13.57,12.77,12.87,252017.0
2013-08-05,12.98,13.13,12.77,12.98,209420.0
2013-08-06,12.77,12.98,11.49,11.93,491985.0
2013-08-07,12.0,12.44,11.67,12.25,455899.0
2013-08-08,12.25,12.77,12.04,12.58,221183.0
2013-08-09,12.25,12.77,12.04,12.58,221183.0
2013-08-10,12.25,12.77,12.04,12.58,221183.0
2013-08-11,12.25,12.77,12.04,12.58,221183.0
2013-08-12,12.66,14.44,12.66,13.57,646687.0
2013-08-13,13.75,14.15,13.6,13.82,266841.0
2013-08-14,13.86,14.22,13.64,13.79,176604.0
2013-08-15,13.86,14.22,13.64,13.79,176604.0
2013-08-16,14.3,14.66,13.17,13.35,725942.0
2013-08-17,14.3,14.66,13.17,13.35,725942.0
2013-08-18,14.3,14.66,13.17,13.35,725942.0
2013-08-19,13.24,13.46,12.8,12.95,245328.0
2013-08-20,12.47,14.04,12.47,13.31,613602.0
2013-08-21,13.49,13.75,12.58,13.02,286979.0
2013-08-22,12.84,13.68,12.58,13.35,298459.0
2013-08-23,13.64,13.86,13.24,13.53,220192.0
2013-08-24,13.64,13.86,13.24,13.53,220192.0
2013-08-25,13.64,13.86,13.24,13.53,220192.0
2013-08-26,14.11,14.15,13.31,13.57,242188.0
2013-08-27,13.49,14.01,12.87,13.09,252996.0
2013-08-28,12.77,13.28,12.66,13.02,233880.0
2013-08-29,13.02,13.86,13.02,13.71,326751.0
2013-08-30,14.08,14.08,13.2,13.31,203164.0
2013-08-31,14.08,14.08,13.2,13.31,203164.0
2013-09-01,14.08,14.08,13.2,13.31,203164.0
2013-09-02,13.31,13.86,13.31,13.68,244925.0
2013-09-03,14.37,15.32,13.42,13.68,1362759.0
2013-09-04,13.97,14.19,13.53,13.82,375488.0
2013-09-05,14.01,14.41,13.9,14.08,461080.0
2013-09-06,14.3,14.3,13.57,13.9,335731.0
2013-09-07,14.3,14.3,13.57,13.9,335731.0
2013-09-08,14.3,14.3,13.57,13.9,335731.0
2013-09-09,14.3,14.3,13.57,13.9,335731.0
2013-09-10,13.97,14.26,13.79,14.15,252494.0
2013-09-11,13.97,14.59,13.86,14.04,299204.0
2013-09-12,14.01,15.06,14.01,14.41,611704.0
2013-09-13,14.59,15.03,14.3,14.48,279476.0
2013-09-14,14.59,15.03,14.3,14.48,279476.0
2013-09-15,14.59,15.03,14.3,14.48,279476.0
2013-09-16,14.59,15.03,14.11,14.33,349989.0
2013-09-17,14.41,14.48,13.75,13.86,375469.0
2013-09-18,13.93,14.19,13.57,13.68,576326.0
2013-09-19,14.19,14.7,13.79,14.22,1238053.0
2013-09-20,14.22,14.66,13.2,13.39,2215091.0
2013-09-21,14.22,14.66,13.2,13.39,2215091.0
2013-09-22,14.22,14.66,13.2,13.39,2215091.0
2013-09-23,13.49,14.04,13.42,13.64,486790.0
2013-09-24,13.75,13.82,13.53,13.6,241198.0
2013-09-25,13.53,13.71,13.35,13.49,229731.0
2013-09-26,13.42,14.44,13.35,14.22,782581.0
2013-09-27,14.66,15.5,14.37,14.52,2546646.0
2013-09-28,14.66,15.5,14.37,14.52,2546646.0
2013-09-29,14.66,15.5,14.37,14.52,2546646.0
2013-09-30,14.52,14.55,13.86,13.97,302153.0
2013-10-01,14.15,14.22,13.79,13.9,280142.0
2013-10-02,14.15,14.22,13.79,13.9,280142.0
2013-10-03,13.97,15.1,13.97,14.77,715160.0
2013-10-04,14.63,15.03,14.48,14.7,763899.0
2013-10-05,14.63,15.03,14.48,14.7,763899.0
2013-10-06,14.63,15.03,14.48,14.7,763899.0
2013-10-07,14.55,15.17,14.55,14.88,435667.0
2013-10-08,15.14,15.17,14.59,14.7,466350.0
2013-10-09,14.59,15.1,14.55,14.84,308528.0
2013-10-10,14.95,16.27,14.74,15.46,1427725.0
2013-10-11,15.61,15.83,14.99,15.1,544689.0
2013-10-12,15.61,15.83,14.99,15.1,544689.0
2013-10-13,15.61,15.83,14.99,15.1,544689.0
2013-10-14,15.17,15.94,14.88,15.46,683770.0
2013-10-15,15.46,15.83,15.1,15.39,548283.0
2013-10-16,15.46,15.83,15.1,15.39,548283.0
2013-10-17,16.01,16.34,15.57,15.68,1502365.0
2013-10-18,15.87,16.08,15.65,15.72,541994.0
2013-10-19,15.87,16.08,15.65,15.72,541994.0
2013-10-20,15.87,16.08,15.65,15.72,541994.0
2013-10-21,15.79,16.19,15.72,15.83,591292.0
2013-10-22,15.83,16.34,15.79,16.12,924587.0
2013-10-23,16.16,17.14,15.98,17.0,2043005.0
2013-10-24,17.0,17.29,16.41,16.45,942698.0
2013-10-25,16.49,16.56,15.72,15.87,752780.0
2013-10-26,16.49,16.56,15.72,15.87,752780.0
2013-10-27,16.49,16.56,15.72,15.87,752780.0
2013-10-28,15.94,16.01,14.88,14.99,921376.0
2013-10-29,14.95,14.99,14.66,14.84,611725.0
2013-10-30,14.88,15.25,14.84,14.99,410437.0
2013-10-31,15.1,15.76,14.88,15.21,531741.0
2013-11-01,15.46,15.87,15.17,15.65,657531.0
2013-11-02,15.46,15.87,15.17,15.65,657531.0
2013-11-03,15.5,16.12,15.5,16.01,330504.0
2013-11-04,15.5,16.12,15.5,16.01,330504.0
2013-11-05,16.34,16.7,16.01,16.38,1319001.0
2013-11-06,16.34,16.6,16.05,16.12,522580.0
2013-11-07,16.16,16.63,15.76,15.83,526610.0
2013-11-08,15.79,16.23,15.43,15.65,446294.0
2013-11-09,15.79,16.23,15.43,15.65,446294.0
2013-11-10,15.79,16.23,15.43,15.65,446294.0
2013-11-11,15.46,15.65,15.36,15.43,241163.0
2013-11-12,15.46,15.94,15.17,15.28,240071.0
2013-11-13,15.21,15.68,14.81,14.88,348270.0
2013-11-14,14.88,15.57,14.88,15.39,467692.0
2013-11-15,14.88,15.57,14.88,15.39,467692.0
2013-11-16,14.88,15.57,14.88,15.39,467692.0
2013-11-17,14.88,15.57,14.88,15.39,467692.0
2013-11-18,15.36,15.65,15.36,15.54,270414.0
2013-11-19,15.43,15.98,15.43,15.72,296916.0
2013-11-20,15.76,16.23,15.65,15.79,407323.0
2013-11-21,15.61,15.9,15.21,15.28,275339.0
2013-11-22,15.32,16.41,15.1,16.05,1124838.0
2013-11-23,15.32,16.41,15.1,16.05,1124838.0
2013-11-24,15.32,16.41,15.1,16.05,1124838.0
2013-11-25,16.05,16.19,15.61,15.72,416444.0
2013-11-26,15.79,15.98,15.39,15.5,409237.0
2013-11-27,15.36,15.61,15.28,15.5,219738.0
2013-11-28,15.5,15.87,15.32,15.61,300158.0
2013-11-29,15.54,16.67,15.54,16.34,1366872.0
2013-11-30,15.54,16.67,15.54,16.34,1366872.0
2013-12-01,15.54,16.67,15.54,16.34,1366872.0
2013-12-02,16.23,16.74,16.23,16.49,565120.0
2013-12-03,16.6,17.18,16.41,17.03,861237.0
2013-12-04,17.25,17.8,16.6,16.67,1765101.0
2013-12-05,16.92,17.22,16.63,16.89,514792.0
2013-12-06,16.96,17.14,16.63,16.78,572141.0
2013-12-07,16.96,17.14,16.63,16.78,572141.0
2013-12-08,16.96,17.14,16.63,16.78,572141.0
2013-12-09,17.07,17.32,16.52,16.7,527313.0
2013-12-10,16.63,16.85,16.05,16.27,322978.0
2013-12-11,16.12,16.96,16.01,16.41,784814.0
2013-12-12,16.3,16.89,16.05,16.23,401933.0
2013-12-13,16.05,16.41,15.79,15.9,283572.0
2013-12-14,16.05,16.41,15.79,15.9,283572.0
2013-12-15,16.05,16.41,15.79,15.9,283572.0
2013-12-16,15.87,16.05,15.28,15.46,390370.0
2013-12-17,15.57,16.01,15.25,15.43,597995.0
2013-12-18,15.39,15.76,15.28,15.61,412559.0
2013-12-19,15.72,15.79,15.28,15.39,382952.0
2013-12-20,15.5,15.83,15.39,15.72,400058.0
2013-12-21,15.5,15.83,15.39,15.72,400058.0
2013-12-22,15.5,15.83,15.39,15.72,400058.0
2013-12-23,15.76,16.96,15.57,16.78,1541096.0
2013-12-24,17.14,17.98,17.11,17.22,3183947.0
2013-12-25,17.14,17.98,17.11,17.22,3183947.0
2013-12-26,17.29,17.98,16.78,17.43,1331610.0
2013-12-27,17.51,17.84,16.89,17.0,1052223.0
2013-12-28,17.51,17.84,16.89,17.0,1052223.0
2013-12-29,17.51,17.84,16.89,17.0,1052223.0
2013-12-30,16.92,17.22,16.78,16.85,409140.0
2013-12-31,16.96,18.31,16.81,17.98,2185525.0
2014-01-01,17.98,19.04,17.62,18.82,2267502.0
2014-01-02,18.78,19.51,17.65,17.76,2517813.0
2014-01-03,17.51,18.02,17.22,17.65,916024.0
2014-01-04,17.51,18.02,17.22,17.65,916024.0
2014-01-05,17.51,18.02,17.22,17.65,916024.0
2014-01-06,17.73,18.42,17.51,18.13,776245.0
2014-01-07,18.46,18.82,18.02,18.13,806602.0
2014-01-08,18.24,18.6,17.73,17.87,630979.0
2014-01-09,17.8,18.75,17.62,17.94,1324208.0
2014-01-10,18.05,18.38,17.36,17.43,536137.0
2014-01-11,18.05,18.38,17.36,17.43,536137.0
2014-01-12,18.05,18.38,17.36,17.43,536137.0
2014-01-13,17.54,17.76,17.11,17.25,433574.0
2014-01-14,17.25,17.4,16.85,16.96,338394.0
2014-01-15,17.03,17.8,17.03,17.62,640946.0
2014-01-16,17.65,18.42,17.25,18.2,1350481.0
2014-01-17,18.6,18.67,17.22,17.32,2287669.0
2014-01-18,18.6,18.67,17.22,17.32,2287669.0
2014-01-19,18.6,18.67,17.22,17.32,2287669.0
2014-01-20,17.47,17.69,17.29,17.54,392185.0
2014-01-21,17.58,17.69,17.22,17.32,351849.0
2014-01-22,17.32,18.16,17.29,17.65,933962.0
2014-01-23,17.76,18.05,17.51,17.65,490311.0
2014-01-24,17.36,17.73,17.03,17.11,375093.0
2014-01-25,17.36,17.73,17.03,17.11,375093.0
2014-01-26,17.36,17.73,17.03,17.11,375093.0
2014-01-27,16.78,16.85,16.41,16.56,383341.0
2014-01-28,16.56,17.14,16.45,16.56,226576.0
2014-01-29,16.67,16.78,16.38,16.41,225910.0
2014-01-30,16.23,16.41,15.76,15.87,290271.0
2014-01-31,15.9,16.05,15.46,15.57,420372.0
2014-02-01,15.9,16.05,15.46,15.57,420372.0
2014-02-02,15.9,16.05,15.46,15.57,420372.0
2014-02-03,15.43,15.72,14.77,14.95,323174.0
2014-02-04,14.81,15.25,14.55,14.77,548637.0
2014-02-05,14.92,15.03,14.52,14.55,821831.0
2014-02-06,14.66,15.17,14.63,14.88,542141.0
2014-02-07,15.06,15.36,14.92,15.1,352569.0
2014-02-08,15.06,15.36,14.92,15.1,352569.0
2014-02-09,15.06,15.36,14.92,15.1,352569.0
2014-02-10,15.17,15.54,14.99,15.25,295366.0
2014-02-11,15.25,15.36,14.95,14.99,223107.0
2014-02-12,15.03,15.17,14.95,15.03,161642.0
2014-02-13,15.14,15.14,14.44,14.55,249172.0
2014-02-14,14.44,14.7,14.22,14.37,289872.0
2014-02-15,14.44,14.7,14.22,14.37,289872.0
2014-02-16,14.44,14.7,14.22,14.37,289872.0
2014-02-17,14.37,14.59,14.11,14.26,183453.0
2014-02-18,14.11,14.84,14.04,14.48,287015.0
2014-02-19,14.48,14.81,14.48,14.59,215282.0
2014-02-20,14.52,14.99,14.41,14.84,337379.0
2014-02-21,14.88,15.1,14.74,14.84,237050.0
2014-02-22,14.88,15.1,14.74,14.84,237050.0
2014-02-23,14.88,15.1,14.74,14.84,237050.0
2014-02-24,14.81,14.99,14.26,14.63,236164.0
2014-02-25,14.66,14.95,14.37,14.48,186508.0
2014-02-26,14.44,14.59,14.33,14.41,194333.0
2014-02-27,14.44,14.59,14.33,14.41,194333.0
2014-02-28,14.37,14.63,14.26,14.33,220944.0
2014-03-01,14.37,14.63,14.26,14.33,220944.0
2014-03-02,14.37,14.63,14.26,14.33,220944.0
2014-03-03,14.22,14.41,13.9,14.01,324368.0
2014-03-04,14.01,14.41,13.93,14.3,233613.0
2014-03-05,14.37,15.28,14.3,14.92,1378395.0
2014-03-06,15.21,15.32,14.84,15.17,524156.0
2014-03-07,15.21,15.54,15.03,15.39,613176.0
2014-03-08,15.21,15.54,15.03,15.39,613176.0
2014-03-09,15.21,15.54,15.03,15.39,613176.0
2014-03-10,15.39,16.38,15.06,15.87,1100011.0
2014-03-11,15.79,16.56,15.76,15.94,876544.0
2014-03-12,15.83,16.34,15.76,15.83,426632.0
2014-03-13,15.98,16.27,15.39,15.65,610244.0
2014-03-14,15.46,15.61,15.03,15.39,238398.0
2014-03-15,15.46,15.61,15.03,15.39,238398.0
2014-03-16,15.46,15.61,15.03,15.39,238398.0
2014-03-17,15.46,15.61,15.03,15.39,238398.0
2014-03-18,15.46,15.83,15.21,15.25,282158.0
2014-03-19,15.43,15.68,15.25,15.32,395339.0
2014-03-20,15.39,15.76,15.32,15.54,349097.0
2014-03-21,15.54,15.98,15.36,15.65,355235.0
2014-03-22,15.87,15.9,15.43,15.68,51573.0
2014-03-23,15.87,15.9,15.43,15.68,51573.0
2014-03-24,15.68,15.94,15.5,15.54,468344.0
2014-03-25,15.43,15.61,15.14,15.21,389874.0
2014-03-26,15.32,15.68,14.99,15.43,803082.0
2014-03-27,15.61,16.34,15.43,15.76,718003.0
2014-03-28,15.87,16.23,15.65,15.94,501279.0
2014-03-29,15.87,16.23,15.65,15.94,501279.0
2014-03-30,15.87,16.23,15.65,15.94,501279.0
2014-03-31,16.05,17.0,15.87,16.89,1482190.0
2014-04-01,17.07,17.07,16.49,16.85,527069.0
2014-04-02,16.92,17.43,16.63,17.22,1271849.0
2014-04-03,17.14,17.65,16.89,17.03,777025.0
2014-04-04,16.89,18.24,16.89,18.02,2319997.0
2014-04-05,16.89,18.24,16.89,18.02,2319997.0
2014-04-06,16.89,18.24,16.89,18.02,2319997.0
2014-04-07,18.42,19.29,18.24,18.53,3062230.0
2014-04-08,18.42,19.29,18.24,18.53,3062230.0
2014-04-09,18.67,21.01,18.53,20.24,5097268.0
2014-04-10,20.24,21.45,19.88,20.46,3964663.0
2014-04-11,20.24,24.33,20.24,22.65,11505585.0
2014-04-12,20.24,24.33,20.24,22.65,11505585.0
2014-04-13,20.24,24.33,20.24,22.65,11505585.0
2014-04-14,20.24,24.33,20.24,22.65,11505585.0
2014-04-15,22.69,23.63,22.18,22.39,3362781.0
2014-04-16,22.39,22.87,20.35,21.04,2129672.0
2014-04-17,21.48,21.81,21.15,21.63,1238180.0
2014-04-18,21.48,21.81,21.15,21.63,1238180.0
2014-04-19,21.48,21.81,21.15,21.63,1238180.0
2014-04-20,21.48,21.81,21.15,21.63,1238180.0
2014-04-21,22.03,22.98,21.34,22.61,1847220.0
2014-04-22,22.61,23.63,22.61,22.9,1410797.0
2014-04-23,22.72,23.27,22.14,22.43,1137014.0
2014-04-24,22.72,23.27,22.14,22.43,1137014.0
2014-04-25,21.96,22.5,21.66,21.81,771746.0
2014-04-26,21.96,22.5,21.66,21.81,771746.0
2014-04-27,21.96,22.5,21.66,21.81,771746.0
2014-04-28,21.74,22.03,20.79,21.12,944041.0
2014-04-29,21.37,22.9,21.12,22.32,2299895.0
2014-04-30,22.54,23.93,21.19,22.21,4325522.0
2014-05-01,22.54,23.93,21.19,22.21,4325522.0
2014-05-02,22.28,22.28,21.23,21.66,1590744.0
2014-05-03,22.28,22.28,21.23,21.66,1590744.0
2014-05-04,22.28,22.28,21.23,21.66,1590744.0
2014-05-05,21.56,21.88,21.15,21.26,588904.0
2014-05-06,21.15,22.39,21.15,21.66,1013654.0
2014-05-07,21.45,21.81,21.08,21.19,645880.0
2014-05-08,21.3,21.56,20.5,20.61,597051.0
2014-05-09,20.79,21.45,20.46,21.12,1023756.0
2014-05-10,20.79,21.45,20.46,21.12,1023756.0
2014-05-11,20.79,21.45,20.46,21.12,1023756.0
2014-05-12,21.15,21.63,20.9,21.04,887278.0
2014-05-13,21.34,22.14,21.3,21.77,1484888.0
2014-05-14,21.77,22.61,21.7,21.92,1101274.0
2014-05-15,21.99,22.25,21.37,21.88,1209902.0
2014-05-16,23.12,23.49,22.1,22.58,2852618.0
2014-05-17,23.12,23.49,22.1,22.58,2852618.0
2014-05-18,23.12,23.49,22.1,22.58,2852618.0
2014-05-19,22.94,26.15,22.65,25.64,5776581.0
2014-05-20,26.04,27.97,25.35,26.7,3964430.0
2014-05-21,26.7,28.01,26.33,27.21,2864940.0
2014-05-22,26.99,29.76,26.99,28.34,4001101.0
2014-05-23,28.81,30.42,28.7,30.02,3849915.0
2014-05-24,28.81,30.42,28.7,30.02,3849915.0
2014-05-25,28.81,30.42,28.7,30.02,3849915.0
2014-05-26,30.38,31.59,26.77,28.3,6961078.0
2014-05-27,29.11,32.39,28.52,31.84,10140389.0
2014-05-28,32.35,33.37,31.0,32.5,5726802.0
2014-05-29,32.68,32.72,31.0,31.44,1901728.0
2014-05-30,31.73,33.48,31.44,32.13,2420920.0
2014-05-31,31.73,33.48,31.44,32.13,2420920.0
2014-06-01,31.73,33.48,31.44,32.13,2420920.0
2014-06-02,32.42,33.34,31.73,32.93,2370056.0
2014-06-03,33.19,33.41,32.46,32.9,1594725.0
2014-06-04,32.93,34.61,32.5,34.36,3979435.0
2014-06-05,34.61,37.75,33.99,36.76,5541518.0
2014-06-06,37.13,38.15,35.93,37.17,2935424.0
2014-06-07,37.13,38.15,35.93,37.17,2935424.0
2014-06-08,37.13,38.15,35.93,37.17,2935424.0
2014-06-09,38.44,40.85,38.44,40.85,6007128.0
2014-06-10,42.2,44.93,41.21,44.93,7873032.0
2014-06-11,46.5,49.24,44.21,45.7,9153545.0
2014-06-12,46.32,47.34,43.73,44.57,2959992.0
2014-06-13,45.96,48.4,41.98,43.37,5548198.0
2014-06-14,45.96,48.4,41.98,43.37,5548198.0
2014-06-15,45.96,48.4,41.98,43.37,5548198.0
2014-06-16,43.77,43.77,39.54,42.64,3982299.0
2014-06-17,42.64,46.94,42.24,46.32,4610675.0
2014-06-18,48.0,50.26,46.87,48.95,9373345.0
2014-06-19,49.82,50.95,48.51,48.98,4829692.0
2014-06-20,49.6,52.01,49.35,51.24,7051207.0
2014-06-21,49.6,52.01,49.35,51.24,7051207.0
2014-06-22,49.6,52.01,49.35,51.24,7051207.0
2014-06-23,51.86,53.36,51.83,52.96,5696148.0
2014-06-24,53.4,53.62,50.44,51.06,3886308.0
2014-06-25,51.06,51.35,49.06,49.24,2463022.0
2014-06-26,48.87,50.81,46.98,47.38,3472435.0
2014-06-27,47.41,48.84,45.04,45.37,3202972.0
2014-06-28,47.41,48.84,45.04,45.37,3202972.0
2014-06-29,47.41,48.84,45.04,45.37,3202972.0
2014-06-30,45.59,47.67,43.15,47.63,987181.0
2014-07-01,48.51,50.04,48.22,50.0,890394.0
2014-07-02,52.48,52.52,50.48,51.72,2263556.0
2014-07-03,51.94,52.52,49.2,49.46,913408.0
2014-07-04,49.6,50.99,48.22,49.57,783518.0
2014-07-05,49.6,50.99,48.22,49.57,783518.0
2014-07-06,49.6,50.99,48.22,49.57,783518.0
2014-07-07,48.58,51.03,48.58,50.11,860998.0
2014-07-08,50.33,50.88,47.41,47.63,714392.0
2014-07-09,47.41,47.41,45.04,45.26,709557.0
2014-07-10,45.23,47.52,42.96,46.47,978038.0
2014-07-11,46.36,46.36,44.13,44.17,505868.0
2014-07-12,46.36,46.36,44.13,44.17,505868.0
2014-07-13,46.36,46.36,44.13,44.17,505868.0
2014-07-14,42.53,43.73,41.94,42.82,608079.0
2014-07-15,43.22,44.93,43.15,43.77,590629.0
2014-07-16,44.64,45.3,43.77,45.08,357703.0
2014-07-17,45.19,46.14,44.13,44.5,373321.0
2014-07-18,44.5,45.01,43.22,44.42,356836.0
2014-07-19,44.5,45.01,43.22,44.42,356836.0
2014-07-20,44.5,45.01,43.22,44.42,356836.0
2014-07-21,43.59,45.23,42.89,43.29,638779.0
2014-07-22,44.31,45.45,43.33,44.83,597040.0
2014-07-23,45.59,45.59,42.67,43.66,437012.0
2014-07-24,43.07,44.35,42.71,43.48,293669.0
2014-07-25,43.8,44.64,41.29,42.02,579534.0
2014-07-26,43.8,44.64,41.29,42.02,579534.0
2014-07-27,43.8,44.64,41.29,42.02,579534.0
2014-07-28,42.89,43.4,40.92,42.09,315231.0
2014-07-29,42.89,43.4,40.92,42.09,315231.0
2014-07-30,42.13,42.13,40.12,41.0,344630.0
2014-07-31,41.0,43.04,40.16,41.87,796983.0
2014-08-01,40.48,41.76,39.76,40.05,661528.0
2014-08-02,40.48,41.76,39.76,40.05,661528.0
2014-08-03,40.48,41.76,39.76,40.05,661528.0
2014-08-04,41.47,42.02,40.38,42.02,344649.0
2014-08-05,42.75,44.1,42.09,44.1,714678.0
2014-08-06,44.5,45.52,43.4,43.69,963010.0
2014-08-07,43.99,45.23,42.59,42.85,740371.0
2014-08-08,41.79,42.52,41.06,41.46,557016.0
2014-08-09,41.79,42.52,41.06,41.46,557016.0
2014-08-10,41.79,42.52,41.06,41.46,557016.0
2014-08-11,41.82,42.92,41.06,41.68,301882.0
2014-08-12,42.52,42.85,40.62,41.61,562844.0
2014-08-13,41.06,41.61,39.55,39.55,808047.0
2014-08-14,38.86,41.5,38.45,41.5,1016962.0
2014-08-15,38.86,41.5,38.45,41.5,1016962.0
2014-08-16,38.86,41.5,38.45,41.5,1016962.0
2014-08-17,38.86,41.5,38.45,41.5,1016962.0
2014-08-18,41.79,43.55,41.06,43.25,1389477.0
2014-08-19,43.47,44.21,42.3,42.56,818516.0
2014-08-20,42.89,43.07,41.24,42.15,547633.0
2014-08-21,43.88,44.24,43.4,44.24,1917427.0
