,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity
2011-05-10,87.64,93.53,87.12,88.15,34392.0
2011-05-11,89.11,89.44,87.64,88.45,71133.0
2011-05-12,88.38,88.96,86.9,87.05,16070.0
2011-05-13,87.64,88.67,86.9,87.64,12343.0
2011-05-14,87.64,88.67,86.9,87.64,12343.0
2011-05-15,87.64,88.67,86.9,87.64,12343.0
2011-05-16,87.27,89.55,86.9,88.67,29687.0
2011-05-17,88.01,88.52,84.69,86.09,17767.0
2011-05-18,86.17,86.87,83.96,86.17,27022.0
2011-05-19,85.06,88.3,83.96,86.79,47931.0
2011-05-20,86.17,88.74,85.14,88.3,45842.0
2011-05-21,86.17,88.74,85.14,88.3,45842.0
2011-05-22,86.17,88.74,85.14,88.3,45842.0
2011-05-23,88.89,88.89,86.17,88.41,45203.0
2011-05-24,89.04,91.32,87.71,89.66,36518.0
2011-05-25,88.49,89.77,87.31,88.6,23108.0
2011-05-26,88.41,89.11,88.01,88.27,21276.0
2011-05-27,84.29,89.08,84.29,88.41,15129.0
2011-05-28,84.29,89.08,84.29,88.41,15129.0
2011-05-29,84.29,89.08,84.29,88.41,15129.0
2011-05-30,89.11,91.87,88.12,90.84,60976.0
2011-05-31,94.16,95.96,90.0,95.08,227424.0
2011-06-01,94.78,94.78,90.44,92.39,52207.0
2011-06-02,90.29,93.16,90.29,92.83,42074.0
2011-06-03,93.53,94.71,91.91,93.79,199293.0
2011-06-04,93.53,94.71,91.91,93.79,199293.0
2011-06-05,93.53,94.71,91.91,93.79,199293.0
2011-06-06,95.74,97.1,92.24,92.79,98499.0
2011-06-07,94.19,94.19,90.95,91.17,42607.0
2011-06-08,91.76,92.61,90.25,91.36,162489.0
2011-06-09,92.06,93.31,90.77,92.35,40742.0
2011-06-10,91.76,93.16,89.96,90.7,13092.0
2011-06-11,91.76,93.16,89.96,90.7,13092.0
2011-06-12,91.76,93.16,89.96,90.7,13092.0
2011-06-13,90.58,91.32,89.96,90.66,13971.0
2011-06-14,93.46,93.46,91.03,92.21,627601.0
2011-06-15,93.19,94.25,91.45,91.9,122216.0
2011-06-16,93.91,93.95,91.07,91.49,25686.0
2011-06-17,93.15,93.57,90.35,92.66,57157.0
2011-06-18,93.15,93.57,90.35,92.66,57157.0
2011-06-19,93.15,93.57,90.35,92.66,57157.0
2011-06-20,92.05,93.57,89.97,91.6,47161.0
2011-06-21,91.67,93.04,90.69,92.43,23495.0
2011-06-22,93.19,93.49,90.54,91.64,53893.0
2011-06-23,90.16,93.04,89.1,91.14,23281.0
2011-06-24,91.67,92.43,90.58,91.49,714422.0
2011-06-25,91.67,92.43,90.58,91.49,714422.0
2011-06-26,91.67,92.43,90.58,91.49,714422.0
2011-06-27,90.92,93.49,90.61,92.43,507768.0
2011-06-28,93.46,96.9,91.67,94.4,102237.0
2011-06-29,92.13,96.18,92.13,95.43,24400.0
2011-06-30,94.71,96.6,93.72,95.92,44619.0
2011-07-01,96.22,96.22,93.19,93.99,26070.0
2011-07-02,96.22,96.22,93.19,93.99,26070.0
2011-07-03,96.22,96.22,93.19,93.99,26070.0
2011-07-04,95.08,98.19,91.3,92.39,480076.0
2011-07-05,93.19,95.39,91.18,91.6,373504.0
2011-07-06,91.6,92.89,90.92,91.64,72729.0
2011-07-07,93.87,93.95,91.67,92.24,2547795.0
2011-07-08,92.51,93.04,90.92,91.3,523727.0
2011-07-09,92.51,93.04,90.92,91.3,523727.0
2011-07-10,92.51,93.04,90.92,91.3,523727.0
2011-07-11,90.08,92.24,90.08,90.65,51097.0
2011-07-12,90.16,91.26,89.1,89.44,38893.0
2011-07-13,90.35,91.64,88.0,88.61,101545.0
2011-07-14,89.4,89.93,86.37,86.71,102971.0
2011-07-15,87.13,88.64,83.72,84.21,145305.0
2011-07-16,87.13,88.64,83.72,84.21,145305.0
2011-07-17,87.13,88.64,83.72,84.21,145305.0
2011-07-18,85.54,86.37,84.1,84.86,1009026.0
2011-07-19,86.18,86.18,84.4,84.97,47682.0
2011-07-20,86.18,86.18,83.34,83.49,37242.0
2011-07-21,83.49,86.03,82.7,83.38,76944.0
2011-07-22,84.1,87.2,83.72,86.52,130449.0
2011-07-23,84.1,87.2,83.72,86.52,130449.0
2011-07-24,84.1,87.2,83.72,86.52,130449.0
2011-07-25,90.12,90.12,86.67,88.49,114968.0
2011-07-26,89.67,89.67,87.36,88.68,268825.0
2011-07-27,89.48,90.92,88.72,89.29,324656.0
2011-07-28,89.7,89.7,85.61,85.88,108070.0
2011-07-29,87.77,88.64,85.27,86.41,52910.0
2011-07-30,87.77,88.64,85.27,86.41,52910.0
2011-07-31,87.77,88.64,85.27,86.41,52910.0
2011-08-01,86.41,88.49,83.49,84.89,49493.0
2011-08-02,84.59,86.98,84.17,85.73,22463.0
2011-08-03,84.1,87.13,83.87,85.08,26983.0
2011-08-04,83.34,89.21,83.34,86.56,76750.0
2011-08-05,84.86,87.74,81.83,85.46,117616.0
2011-08-06,84.86,87.74,81.83,85.46,117616.0
2011-08-07,84.86,87.74,81.83,85.46,117616.0
2011-08-08,83.49,85.61,81.07,85.46,59620.0
2011-08-09,82.58,86.79,82.32,85.69,69023.0
2011-08-10,85.61,87.09,84.4,85.23,50748.0
2011-08-11,84.1,85.92,84.1,84.7,12980.0
2011-08-12,84.86,85.58,81.18,83.15,39912.0
2011-08-13,84.86,85.58,81.18,83.15,39912.0
2011-08-14,84.86,85.58,81.18,83.15,39912.0
2011-08-15,84.86,85.58,81.18,83.15,39912.0
2011-08-16,82.58,84.67,82.2,83.49,49472.0
2011-08-17,84.82,84.82,81.37,82.09,37901.0
2011-08-18,81.83,83.95,80.61,83.08,35326.0
2011-08-19,81.11,82.13,79.02,79.63,434788.0
2011-08-20,81.11,82.13,79.02,79.63,434788.0
2011-08-21,81.11,82.13,79.02,79.63,434788.0
2011-08-22,83.19,95.54,76.11,80.88,63085.0
2011-08-23,83.26,83.26,78.95,79.78,87193.0
2011-08-24,80.16,83.15,79.55,80.92,51208.0
2011-08-25,81.75,82.81,75.76,77.73,110167.0
2011-08-26,77.39,78.76,72.96,75.31,197394.0
2011-08-27,77.39,78.76,72.96,75.31,197394.0
2011-08-28,77.39,78.76,72.96,75.31,197394.0
2011-08-29,76.52,79.17,75.76,78.0,19773.0
2011-08-30,78.79,84.02,77.28,83.04,241012.0
2011-08-31,78.79,84.02,77.28,83.04,241012.0
2011-09-01,78.79,84.02,77.28,83.04,241012.0
2011-09-02,81.83,82.58,80.73,82.24,14483.0
2011-09-03,81.83,82.58,80.73,82.24,14483.0
2011-09-04,81.83,82.58,80.73,82.24,14483.0
2011-09-05,81.45,83.34,80.65,82.81,12622.0
2011-09-06,81.9,83.26,80.01,80.8,41980.0
2011-09-07,81.26,85.16,79.59,81.45,170056.0
2011-09-08,82.55,82.55,78.11,78.72,50797.0
2011-09-09,80.31,80.99,78.26,79.55,169439.0
2011-09-10,80.31,80.99,78.26,79.55,169439.0
2011-09-11,80.31,80.99,78.26,79.55,169439.0
2011-09-12,79.93,79.93,77.66,78.04,1657216.0
2011-09-13,78.79,80.31,78.72,79.17,21041.0
2011-09-14,78.98,80.92,78.11,80.16,66852.0
2011-09-15,81.56,81.56,79.17,80.31,35476.0
2011-09-16,80.35,81.07,78.87,79.63,128780.0
2011-09-17,80.35,81.07,78.87,79.63,128780.0
2011-09-18,80.35,81.07,78.87,79.63,128780.0
2011-09-19,80.69,80.69,77.58,78.61,28763.0
2011-09-20,80.16,82.96,78.49,79.86,57039.0
2011-09-21,80.61,81.83,78.95,80.8,110271.0
2011-09-22,80.8,81.45,78.79,79.74,27562.0
2011-09-23,78.72,81.07,77.96,79.33,150182.0
2011-09-24,78.72,81.07,77.96,79.33,150182.0
2011-09-25,78.72,81.07,77.96,79.33,150182.0
2011-09-26,78.79,80.23,77.96,79.06,179256.0
2011-09-27,78.87,81.45,78.87,80.8,12398.0
2011-09-28,86.6,86.6,80.39,80.76,69670.0
2011-09-29,81.07,84.1,80.42,83.3,48719.0
2011-09-30,82.58,84.48,81.3,82.62,110342.0
2011-10-01,82.58,84.48,81.3,82.62,110342.0
2011-10-02,82.58,84.48,81.3,82.62,110342.0
2011-10-03,79.82,83.3,79.02,79.48,35197.0
2011-10-04,78.87,80.5,78.87,79.7,23134.0
2011-10-05,79.93,80.31,78.04,79.7,48464.0
2011-10-06,79.93,80.31,78.04,79.7,48464.0
2011-10-07,79.93,80.01,77.36,78.68,49725.0
2011-10-08,79.93,80.01,77.36,78.68,49725.0
2011-10-09,79.93,80.01,77.36,78.68,49725.0
2011-10-10,78.23,79.7,77.66,79.44,55896.0
2011-10-11,80.54,80.95,78.64,79.55,63628.0
2011-10-12,79.55,79.93,78.11,78.98,30744.0
2011-10-13,80.31,80.99,78.42,78.76,27567.0
2011-10-14,75.76,79.55,75.76,77.92,13210.0
2011-10-15,75.76,79.55,75.76,77.92,13210.0
2011-10-16,75.76,79.55,75.76,77.92,13210.0
2011-10-17,79.55,80.95,76.6,77.81,141397.0
2011-10-18,78.79,81.11,75.23,75.99,203164.0
2011-10-19,77.05,82.81,76.56,80.35,498142.0
2011-10-20,80.31,81.83,78.79,79.36,44024.0
2011-10-21,78.98,80.31,78.53,79.86,11926.0
2011-10-22,78.98,80.31,78.53,79.86,11926.0
2011-10-23,78.98,80.31,78.53,79.86,11926.0
2011-10-24,79.55,82.2,78.98,81.14,28752.0
2011-10-25,82.13,82.17,79.55,80.08,10581.0
2011-10-26,79.93,82.47,79.74,80.35,4511.0
2011-10-27,79.93,82.47,79.74,80.35,4511.0
2011-10-28,80.31,81.79,79.55,81.48,24852.0
2011-10-29,80.31,81.79,79.55,81.48,24852.0
2011-10-30,80.31,81.79,79.55,81.48,24852.0
2011-10-31,82.73,82.96,79.59,82.51,37072.0
2011-11-01,81.83,83.19,80.76,83.04,14142.0
2011-11-02,82.58,82.58,80.69,81.64,12464.0
2011-11-03,80.01,82.43,80.01,81.9,8474.0
2011-11-04,81.3,83.49,80.42,82.17,55384.0
2011-11-05,81.3,83.49,80.42,82.17,55384.0
2011-11-06,81.3,83.49,80.42,82.17,55384.0
2011-11-07,81.3,83.49,80.42,82.17,55384.0
2011-11-08,81.18,83.95,81.18,83.34,35139.0
2011-11-09,83.34,83.91,82.58,83.38,58973.0
2011-11-10,83.34,83.91,82.58,83.38,58973.0
2011-11-11,80.69,85.92,80.69,83.34,38286.0
2011-11-12,80.69,85.92,80.69,83.34,38286.0
2011-11-13,80.69,85.92,80.69,83.34,38286.0
2011-11-14,83.08,83.57,82.13,83.34,37613.0
2011-11-15,82.58,84.36,81.14,82.7,178418.0
2011-11-16,81.11,83.34,77.54,81.98,25653.0
2011-11-17,81.07,81.83,79.17,80.27,21230.0
2011-11-18,79.36,80.42,76.9,79.59,17794.0
2011-11-19,79.36,80.42,76.9,79.59,17794.0
2011-11-20,79.36,80.42,76.9,79.59,17794.0
2011-11-21,80.27,80.27,77.28,77.58,11067.0
2011-11-22,78.04,79.89,77.39,78.08,10443.0
2011-11-23,77.28,80.01,75.01,77.58,46176.0
2011-11-24,77.28,79.4,75.88,78.61,15688.0
2011-11-25,78.11,79.51,76.75,77.36,17501.0
2011-11-26,78.11,79.51,76.75,77.36,17501.0
2011-11-27,78.11,79.51,76.75,77.36,17501.0
2011-11-28,78.04,78.79,77.28,78.34,17405.0
2011-11-29,78.19,80.31,76.83,77.7,162612.0
2011-11-30,78.79,80.88,76.75,79.86,23659.0
2011-12-01,81.07,81.83,77.28,78.04,10986.0
2011-12-02,77.51,79.48,77.51,77.92,469586.0
2011-12-03,77.51,79.48,77.51,77.92,469586.0
2011-12-04,77.51,79.48,77.51,77.92,469586.0
2011-12-05,77.32,78.79,76.03,77.89,16230.0
2011-12-06,77.32,78.79,76.03,77.89,16230.0
2011-12-07,79.17,79.51,76.52,76.9,24339.0
2011-12-08,76.64,77.85,75.2,75.8,16289.0
2011-12-09,76.52,76.52,74.4,75.5,22477.0
2011-12-10,76.52,76.52,74.4,75.5,22477.0
2011-12-11,76.52,76.52,74.4,75.5,22477.0
2011-12-12,76.48,76.48,73.95,74.44,10599.0
2011-12-13,75.61,75.61,70.46,71.29,19316.0
2011-12-14,71.6,72.85,70.5,71.71,19024.0
2011-12-15,74.21,74.21,68.6,71.9,22292.0
2011-12-16,71.22,73.04,70.5,72.24,45389.0
2011-12-17,71.22,73.04,70.5,72.24,45389.0
2011-12-18,71.22,73.04,70.5,72.24,45389.0
2011-12-19,72.7,72.7,69.29,71.14,14600.0
2011-12-20,71.22,71.98,69.7,70.65,19930.0
2011-12-21,70.46,71.9,69.36,70.8,8544.0
2011-12-22,70.69,71.64,68.26,69.13,127304.0
2011-12-23,69.7,71.22,68.34,68.83,8508.0
2011-12-24,69.7,71.22,68.34,68.83,8508.0
2011-12-25,69.7,71.22,68.34,68.83,8508.0
2011-12-26,73.15,73.87,68.83,69.78,55901.0
2011-12-27,70.84,70.84,68.34,70.39,10236.0
2011-12-28,69.7,70.84,68.95,70.5,5414.0
2011-12-29,69.7,72.35,68.42,70.5,35226.0
2011-12-30,70.16,78.64,69.82,73.72,109850.0
2011-12-31,70.16,78.64,69.82,73.72,109850.0
2012-01-01,70.16,78.64,69.82,73.72,109850.0
2012-01-02,71.45,74.25,70.46,71.03,7734.0
2012-01-03,72.73,73.76,71.22,73.0,11020.0
2012-01-04,73.0,74.59,71.98,73.91,11145.0
2012-01-05,74.93,74.93,72.73,73.42,8799.0
2012-01-06,73.11,73.83,69.7,70.42,15560.0
2012-01-07,70.46,71.98,69.78,71.82,1645.0
2012-01-08,70.46,71.98,69.78,71.82,1645.0
2012-01-09,72.09,74.55,70.92,73.98,28567.0
2012-01-10,75.2,75.88,72.28,73.34,39685.0
2012-01-11,77.62,77.62,71.98,74.14,38094.0
2012-01-12,74.97,74.97,73.53,74.1,15370.0
2012-01-13,73.64,75.54,73.53,74.17,250145.0
2012-01-14,73.64,75.54,73.53,74.17,250145.0
2012-01-15,73.64,75.54,73.53,74.17,250145.0
2012-01-16,74.86,75.57,72.73,74.51,16191.0
2012-01-17,73.98,75.61,73.26,74.44,336547.0
2012-01-18,74.55,75.42,73.11,73.61,21312.0
2012-01-19,73.19,75.31,73.19,73.98,29518.0
2012-01-20,73.57,77.73,73.57,74.7,554858.0
2012-01-21,73.57,77.73,73.57,74.7,554858.0
2012-01-22,73.57,77.73,73.57,74.7,554858.0
2012-01-23,74.32,76.67,73.91,74.36,12557.0
2012-01-24,75.31,75.31,73.49,73.83,11232.0
2012-01-25,76.52,76.52,73.49,73.61,15359.0
2012-01-26,76.52,76.52,73.49,73.61,15359.0
2012-01-27,74.21,75.23,73.95,74.4,20315.0
2012-01-28,74.21,75.23,73.95,74.4,20315.0
2012-01-29,74.21,75.23,73.95,74.4,20315.0
2012-01-30,73.49,74.55,71.64,72.17,151893.0
2012-01-31,77.66,77.66,72.73,73.49,335100.0
2012-02-01,77.58,77.58,72.05,73.57,165762.0
2012-02-02,74.25,74.93,71.98,74.25,1014853.0
2012-02-03,74.25,78.79,74.1,76.79,154964.0
2012-02-04,74.25,78.79,74.1,76.79,154964.0
2012-02-05,74.25,78.79,74.1,76.79,154964.0
2012-02-06,79.51,79.55,77.05,78.04,156500.0
2012-02-07,78.04,86.86,77.7,84.4,292725.0
2012-02-08,84.78,85.65,79.82,82.05,228530.0
2012-02-09,83.34,83.72,81.26,81.83,161637.0
2012-02-10,82.96,84.02,80.69,81.67,136296.0
2012-02-11,82.96,84.02,80.69,81.67,136296.0
2012-02-12,82.96,84.02,80.69,81.67,136296.0
2012-02-13,81.14,82.09,79.82,80.88,20342.0
2012-02-14,80.42,83.87,80.42,81.52,175270.0
2012-02-15,82.51,83.34,80.99,81.98,241879.0
2012-02-16,81.75,85.61,81.45,84.06,258406.0
2012-02-17,85.39,86.37,83.87,85.35,152690.0
2012-02-18,85.39,86.37,83.87,85.35,152690.0
2012-02-19,85.39,86.37,83.87,85.35,152690.0
2012-02-20,85.39,86.37,83.87,85.35,152690.0
2012-02-21,85.23,85.61,82.09,83.34,831584.0
2012-02-22,84.06,84.06,80.39,81.26,57803.0
2012-02-23,81.26,82.17,79.67,81.67,28413.0
2012-02-24,80.73,82.2,80.31,81.3,14197.0
2012-02-25,80.73,82.2,80.31,81.3,14197.0
2012-02-26,80.73,82.2,80.31,81.3,14197.0
2012-02-27,82.96,82.96,78.11,79.25,28371.0
2012-02-28,78.79,81.83,77.51,80.95,41533.0
2012-02-29,80.46,82.17,79.63,81.07,36242.0
2012-03-01,80.35,82.58,80.01,81.41,86360.0
2012-03-02,81.45,82.43,80.05,81.07,704159.0
2012-03-03,72.51,81.83,72.51,80.42,2109.0
2012-03-04,72.51,81.83,72.51,80.42,2109.0
2012-03-05,81.07,81.07,76.11,77.24,47961.0
2012-03-06,78.76,79.4,76.64,77.62,233497.0
2012-03-07,78.0,78.15,76.11,77.17,61031.0
2012-03-08,78.0,78.15,76.11,77.17,61031.0
2012-03-09,77.13,79.14,75.84,78.23,1977951.0
2012-03-10,77.13,79.14,75.84,78.23,1977951.0
2012-03-11,77.13,79.14,75.84,78.23,1977951.0
2012-03-12,78.79,80.92,78.53,79.48,16822.0
2012-03-13,79.29,80.5,78.79,79.63,136710.0
2012-03-14,79.51,79.55,75.95,77.62,880725.0
2012-03-15,78.0,79.36,76.22,76.64,19083.0
2012-03-16,79.17,80.05,75.04,77.28,99319.0
2012-03-17,79.17,80.05,75.04,77.28,99319.0
2012-03-18,79.17,80.05,75.04,77.28,99319.0
2012-03-19,77.96,79.55,75.16,76.18,694879.0
2012-03-20,75.88,78.79,75.84,77.2,433647.0
2012-03-21,76.52,77.66,76.52,77.17,410777.0
2012-03-22,83.26,87.05,76.03,76.79,15610.0
2012-03-23,77.96,80.31,76.56,77.01,129110.0
2012-03-24,77.96,80.31,76.56,77.01,129110.0
2012-03-25,77.96,80.31,76.56,77.01,129110.0
2012-03-26,76.56,77.77,74.55,75.5,142487.0
2012-03-27,76.67,76.67,71.41,73.87,169458.0
2012-03-28,73.87,77.13,71.56,75.99,140519.0
2012-03-29,85.39,85.39,74.59,76.11,286270.0
2012-03-30,75.39,77.36,74.1,76.48,558925.0
2012-03-31,75.39,77.36,74.1,76.48,558925.0
2012-04-01,75.39,77.36,74.1,76.48,558925.0
2012-04-02,77.66,78.04,74.63,75.61,56629.0
2012-04-03,76.37,77.58,74.67,74.97,47546.0
2012-04-04,75.69,77.28,75.42,76.86,41078.0
2012-04-05,75.69,77.28,75.42,76.86,41078.0
2012-04-06,75.69,77.28,75.42,76.86,41078.0
2012-04-07,75.69,77.28,75.42,76.86,41078.0
2012-04-08,75.69,77.28,75.42,76.86,41078.0
2012-04-09,78.72,79.25,75.01,76.26,25894.0
2012-04-10,76.26,77.66,74.74,76.45,29894.0
2012-04-11,78.04,78.04,75.04,75.57,16190.0
2012-04-12,76.67,76.67,74.25,74.93,31641.0
2012-04-13,74.93,76.37,71.6,74.36,245737.0
2012-04-14,74.93,76.37,71.6,74.36,245737.0
2012-04-15,74.93,76.37,71.6,74.36,245737.0
2012-04-16,75.01,75.69,74.1,75.16,14312.0
2012-04-17,75.39,76.86,75.2,75.76,488486.0
2012-04-18,77.28,77.36,74.82,75.8,732152.0
2012-04-19,76.86,76.86,73.91,75.04,52162.0
2012-04-20,74.67,76.14,74.36,75.42,1766341.0
2012-04-21,74.67,76.14,74.36,75.42,1766341.0
2012-04-22,74.67,76.14,74.36,75.42,1766341.0
2012-04-23,75.01,76.83,74.32,76.14,622495.0
2012-04-24,76.86,76.86,74.59,75.57,30335.0
2012-04-25,74.48,76.29,74.29,75.69,1114687.0
2012-04-26,75.69,75.69,73.72,74.7,1190419.0
2012-04-27,77.28,79.14,73.95,75.8,182001.0
2012-04-28,75.01,76.11,74.82,75.88,2541.0
2012-04-29,75.01,76.11,74.82,75.88,2541.0
2012-04-30,75.08,76.26,73.95,74.25,40264.0
2012-05-01,75.08,76.26,73.95,74.25,40264.0
2012-05-02,75.73,75.73,73.87,75.04,14271.0
2012-05-03,74.02,75.61,73.53,74.86,14489.0
2012-05-04,75.01,75.76,72.13,73.68,21160.0
2012-05-05,75.01,75.76,72.13,73.68,21160.0
2012-05-06,75.01,75.76,72.13,73.68,21160.0
2012-05-07,71.71,74.86,71.71,72.89,9588.0
2012-05-08,72.73,74.21,71.6,72.51,24771.0
2012-05-09,75.69,75.69,70.12,70.92,32424.0
2012-05-10,71.26,71.26,69.32,70.27,765389.0
2012-05-11,69.74,70.54,68.95,69.59,11989.0
2012-05-12,69.74,70.54,68.95,69.59,11989.0
2012-05-13,69.74,70.54,68.95,69.59,11989.0
2012-05-14,69.1,70.46,68.19,69.36,14239.0
2012-05-15,69.89,70.01,68.95,69.7,12009.0
2012-05-16,69.7,69.7,67.47,67.85,18208.0
2012-05-17,66.86,68.19,66.29,66.48,139022.0
2012-05-18,65.91,66.63,63.3,64.13,153473.0
2012-05-19,65.91,66.63,63.3,64.13,153473.0
2012-05-20,65.91,66.63,63.3,64.13,153473.0
2012-05-21,63.76,64.4,62.32,63.15,30184.0
2012-05-22,60.99,63.64,60.99,62.73,55791.0
2012-05-23,62.13,62.81,59.1,60.57,139305.0
2012-05-24,60.23,62.05,60.23,61.03,163527.0
2012-05-25,60.04,66.22,60.04,65.31,44574.0
2012-05-26,60.04,66.22,60.04,65.31,44574.0
2012-05-27,60.04,66.22,60.04,65.31,44574.0
2012-05-28,67.35,67.35,64.55,65.46,12655.0
2012-05-29,65.16,66.67,65.12,66.22,78929.0
2012-05-30,68.19,68.19,65.54,65.84,10414.0
2012-05-31,66.9,71.6,64.21,70.61,133265.0
2012-06-01,70.69,70.69,66.67,68.0,17779.0
2012-06-02,70.69,70.69,66.67,68.0,17779.0
2012-06-03,70.69,70.69,66.67,68.0,17779.0
2012-06-04,70.16,70.16,66.29,66.79,16274.0
2012-06-05,66.82,69.67,65.91,66.07,26117.0
2012-06-06,66.07,69.17,65.57,68.49,39322.0
2012-06-07,68.19,68.19,66.71,67.24,15729.0
2012-06-08,67.28,67.28,65.54,65.88,20631.0
2012-06-09,67.28,67.28,65.54,65.88,20631.0
2012-06-10,67.28,67.28,65.54,65.88,20631.0
2012-06-11,65.91,67.05,65.23,65.76,24004.0
2012-06-12,68.11,68.11,64.4,66.29,33138.0
2012-06-13,68.11,68.11,65.54,65.88,47526.0
2012-06-14,65.91,68.19,62.13,64.85,359713.0
2012-06-15,64.82,67.13,64.82,65.5,16464.0
2012-06-16,64.82,67.13,64.82,65.5,16464.0
2012-06-17,64.82,67.13,64.82,65.5,16464.0
2012-06-18,65.5,66.26,64.4,64.97,25785.0
2012-06-19,64.48,65.76,63.83,64.02,9380.0
2012-06-20,64.4,65.91,62.73,64.06,45987.0
2012-06-21,66.67,66.67,63.34,64.51,20354.0
2012-06-22,64.48,67.35,63.64,65.73,48759.0
2012-06-23,64.48,67.35,63.64,65.73,48759.0
2012-06-24,64.48,67.35,63.64,65.73,48759.0
2012-06-25,65.42,73.79,65.16,68.38,215355.0
2012-06-26,70.46,70.84,64.44,65.69,672197.0
2012-06-27,65.76,67.05,63.91,65.84,87977.0
2012-06-28,65.54,66.63,65.2,65.99,681430.0
2012-06-29,65.84,67.32,65.27,66.86,100296.0
2012-06-30,65.84,67.32,65.27,66.86,100296.0
2012-07-01,65.84,67.32,65.27,66.86,100296.0
2012-07-02,66.48,68.11,65.35,65.88,50007.0
2012-07-03,65.95,66.29,63.41,64.1,100413.0
2012-07-04,65.04,66.03,64.13,65.46,134141.0
2012-07-05,65.54,67.81,65.01,66.75,215980.0
2012-07-06,65.91,67.73,65.46,65.91,96064.0
2012-07-07,65.91,67.73,65.46,65.91,96064.0
2012-07-08,65.91,67.73,65.46,65.91,96064.0
2012-07-09,65.16,66.07,64.48,65.38,24259.0
2012-07-10,65.35,66.29,65.31,65.5,35286.0
2012-07-11,65.54,66.1,63.49,64.02,232811.0
2012-07-12,63.64,65.12,63.64,64.29,187474.0
2012-07-13,63.76,65.08,62.96,63.41,149374.0
2012-07-14,63.76,65.08,62.96,63.41,149374.0
2012-07-15,63.76,65.08,62.96,63.41,149374.0
2012-07-16,63.76,64.59,62.88,63.76,34487.0
2012-07-17,62.88,63.91,62.85,63.64,396466.0
2012-07-18,63.64,64.44,63.07,64.25,886928.0
2012-07-19,64.25,64.78,63.15,63.87,24193.0
2012-07-20,63.68,67.66,62.85,66.67,962832.0
2012-07-21,63.68,67.66,62.85,66.67,962832.0
2012-07-22,63.68,67.66,62.85,66.67,962832.0
2012-07-23,66.29,68.19,64.97,66.07,58468.0
2012-07-24,65.91,67.35,65.23,66.56,28077.0
2012-07-25,66.29,67.24,65.57,65.91,13730.0
2012-07-26,64.93,67.81,64.93,66.94,50566.0
2012-07-27,68.3,68.3,65.54,66.63,130759.0
2012-07-28,68.3,68.3,65.54,66.63,130759.0
2012-07-29,68.3,68.3,65.54,66.63,130759.0
2012-07-30,67.05,67.24,65.12,65.54,16514.0
2012-07-31,65.84,70.46,65.54,68.95,546065.0
2012-08-01,66.75,70.08,66.75,69.29,146748.0
2012-08-02,69.29,69.7,67.73,69.36,26648.0
2012-08-03,68.57,70.8,68.49,69.78,34141.0
2012-08-04,68.57,70.8,68.49,69.78,34141.0
2012-08-05,68.57,70.8,68.49,69.78,34141.0
2012-08-06,67.51,71.98,67.51,71.64,51264.0
2012-08-07,73.11,74.44,71.29,72.62,1105213.0
2012-08-08,73.79,74.1,68.98,69.7,250267.0
2012-08-09,71.1,71.1,68.49,68.98,193834.0
2012-08-10,70.31,70.31,68.49,69.32,12856.0
2012-08-11,70.31,70.31,68.49,69.32,12856.0
2012-08-12,70.31,70.31,68.49,69.32,12856.0
2012-08-13,70.01,71.86,68.49,69.06,19344.0
2012-08-14,68.95,69.7,68.57,68.98,4496.0
2012-08-15,68.95,69.7,68.57,68.98,4496.0
2012-08-16,67.73,71.98,67.73,69.93,12983.0
2012-08-17,69.93,71.14,69.36,70.73,13750.0
2012-08-18,69.93,71.14,69.36,70.73,13750.0
2012-08-19,69.93,71.14,69.36,70.73,13750.0
2012-08-20,69.93,71.14,69.36,70.73,13750.0
2012-08-21,70.12,70.69,69.32,70.01,10832.0
2012-08-22,70.46,70.88,69.1,69.67,4991.0
2012-08-23,69.7,70.46,68.64,69.82,106696.0
2012-08-24,70.12,70.12,68.6,69.02,12177.0
2012-08-25,70.12,70.12,68.6,69.02,12177.0
2012-08-26,70.12,70.12,68.6,69.02,12177.0
2012-08-27,69.13,70.65,68.95,70.23,833666.0
2012-08-28,70.16,70.84,68.64,69.74,764950.0
2012-08-29,70.57,70.57,68.98,69.82,16130.0
2012-08-30,69.7,70.08,68.64,69.44,163876.0
2012-08-31,69.13,70.69,68.95,69.59,26017.0
2012-09-01,69.13,70.69,68.95,69.59,26017.0
2012-09-02,69.13,70.69,68.95,69.59,26017.0
2012-09-03,69.4,71.1,68.68,69.32,22164.0
2012-09-04,69.44,70.2,68.57,68.76,5384.0
2012-09-05,68.72,70.16,68.26,68.45,2566047.0
2012-09-06,68.3,70.46,68.3,68.38,2178237.0
2012-09-07,69.32,69.55,68.26,68.38,34505.0
2012-09-08,68.95,69.06,68.26,68.26,10679.0
2012-09-09,68.95,69.06,68.26,68.26,10679.0
2012-09-10,68.57,69.7,68.26,68.87,20694.0
2012-09-11,68.68,68.91,68.11,68.26,51916.0
2012-09-12,68.26,69.7,68.26,69.4,172695.0
2012-09-13,68.76,69.97,68.6,69.48,198721.0
2012-09-14,69.7,70.16,68.95,69.55,231683.0
2012-09-15,69.7,70.16,68.95,69.55,231683.0
2012-09-16,69.7,70.16,68.95,69.55,231683.0
2012-09-17,69.7,70.84,69.29,70.04,34141.0
