,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity,JAGP IN Equity
2013-08-23,66.85,67.48,65.4,66.58,31772.0
2013-08-24,66.85,67.48,65.4,66.58,31772.0
2013-08-25,66.85,67.48,65.4,66.58,31772.0
2013-08-26,66.22,66.93,64.65,66.54,54478.0
2013-08-27,66.15,66.85,65.04,66.42,27028.0
2013-08-28,66.07,66.15,63.0,64.02,866468.0
2013-08-29,63.39,65.2,62.21,64.41,27263.0
2013-08-30,63.78,65.36,63.47,65.08,122760.0
2013-08-31,63.78,65.36,63.47,65.08,122760.0
2013-09-01,63.78,65.36,63.47,65.08,122760.0
2013-09-02,65.32,65.75,63.9,65.16,19461.0
2013-09-03,65.28,65.36,64.1,64.81,13587.0
2013-09-04,64.97,64.97,63.78,64.73,23166.0
2013-09-05,63.98,65.36,63.98,64.73,127363.0
2013-09-06,63.98,66.93,63.98,66.3,25858.0
2013-09-07,63.98,66.93,63.98,66.3,25858.0
2013-09-08,63.98,66.93,63.98,66.3,25858.0
2013-09-09,63.98,66.93,63.98,66.3,25858.0
2013-09-10,64.69,68.04,64.69,66.74,235484.0
2013-09-11,66.15,66.78,63.82,64.77,78178.0
2013-09-12,64.41,65.91,64.18,65.4,361698.0
2013-09-13,64.97,66.34,64.57,65.95,28023.0
2013-09-14,64.97,66.34,64.57,65.95,28023.0
2013-09-15,64.97,66.34,64.57,65.95,28023.0
2013-09-16,65.95,66.54,64.26,65.16,42413.0
2013-09-17,65.36,65.36,63.23,64.97,31341.0
2013-09-18,64.76,66.14,64.56,65.49,90469.0
2013-09-19,66.18,67.79,65.41,67.02,89324.0
2013-09-20,66.78,69.24,64.96,67.35,690309.0
2013-09-21,66.78,69.24,64.96,67.35,690309.0
2013-09-22,66.78,69.24,64.96,67.35,690309.0
2013-09-23,66.86,68.19,66.26,67.02,229369.0
2013-09-24,66.58,67.35,65.57,66.78,41578.0
2013-09-25,66.5,67.71,65.45,67.02,64917.0
2013-09-26,66.22,67.71,65.77,67.22,100227.0
2013-09-27,66.94,66.98,65.85,66.82,30639.0
2013-09-28,66.94,66.98,65.85,66.82,30639.0
2013-09-29,66.94,66.98,65.85,66.82,30639.0
2013-09-30,66.58,66.58,65.81,66.09,27958.0
2013-10-01,66.18,66.18,64.64,65.13,142984.0
2013-10-02,66.18,66.18,64.64,65.13,142984.0
2013-10-03,65.37,65.73,63.92,64.6,252584.0
2013-10-04,64.6,65.37,63.92,64.48,46903.0
2013-10-05,64.6,65.37,63.92,64.48,46903.0
2013-10-06,64.6,65.37,63.92,64.48,46903.0
2013-10-07,63.39,64.8,63.39,64.16,642744.0
2013-10-08,64.76,65.09,63.96,64.6,147909.0
2013-10-09,64.56,64.8,63.11,63.92,671476.0
2013-10-10,64.16,64.56,63.03,63.71,295319.0
2013-10-11,63.71,65.13,62.58,63.35,134251.0
2013-10-12,63.71,65.13,62.58,63.35,134251.0
2013-10-13,63.71,65.13,62.58,63.35,134251.0
2013-10-14,63.67,68.6,63.47,66.7,120764.0
2013-10-15,66.18,67.55,66.18,67.26,29104.0
2013-10-16,66.18,67.55,66.18,67.26,29104.0
2013-10-17,66.22,68.52,65.77,66.26,122434.0
2013-10-18,66.18,69.32,66.18,67.51,127986.0
2013-10-19,66.18,69.32,66.18,67.51,127986.0
2013-10-20,66.18,69.32,66.18,67.51,127986.0
2013-10-21,69.81,69.97,67.14,69.04,114981.0
2013-10-22,69.4,70.49,68.8,70.21,120798.0
2013-10-23,70.33,70.57,68.35,69.69,98071.0
2013-10-24,69.69,70.25,68.6,69.2,59473.0
2013-10-25,69.24,69.24,67.79,68.27,39281.0
2013-10-26,69.24,69.24,67.79,68.27,39281.0
2013-10-27,69.24,69.24,67.79,68.27,39281.0
2013-10-28,68.6,68.6,66.26,66.9,167134.0
2013-10-29,66.5,68.84,65.57,67.99,50640.0
2013-10-30,68.07,70.21,67.59,68.88,63788.0
2013-10-31,70.86,71.34,68.19,68.92,404655.0
2013-11-01,68.6,71.42,68.6,70.37,87291.0
2013-11-02,68.6,71.42,68.6,70.37,87291.0
2013-11-03,70.61,71.99,70.25,71.46,16093.0
2013-11-04,70.61,71.99,70.25,71.46,16093.0
2013-11-05,71.58,72.07,70.65,70.98,295334.0
2013-11-06,71.1,71.34,69.56,69.85,102296.0
2013-11-07,70.98,70.98,69.89,69.97,97747.0
2013-11-08,69.89,70.41,69.4,69.77,55593.0
2013-11-09,69.89,70.41,69.4,69.77,55593.0
2013-11-10,69.89,70.41,69.4,69.77,55593.0
2013-11-11,71.02,71.02,68.76,69.36,83982.0
2013-11-12,69.44,70.25,69.4,69.81,112289.0
2013-11-13,70.01,71.03,67.32,69.24,47092.0
2013-11-14,69.03,69.97,68.58,69.11,43377.0
2013-11-15,69.03,69.97,68.58,69.11,43377.0
2013-11-16,69.03,69.97,68.58,69.11,43377.0
2013-11-17,69.03,69.97,68.58,69.11,43377.0
2013-11-18,68.99,68.99,65.6,66.21,155169.0
2013-11-19,66.62,69.32,66.17,67.28,1142131.0
2013-11-20,66.99,68.13,66.99,67.6,138964.0
2013-11-21,68.05,68.05,66.13,66.66,29340.0
2013-11-22,66.7,67.68,65.48,66.62,441169.0
2013-11-23,66.7,67.68,65.48,66.62,441169.0
2013-11-24,66.7,67.68,65.48,66.62,441169.0
2013-11-25,67.24,67.28,65.44,66.01,79554.0
2013-11-26,65.44,66.42,65.36,65.85,29935.0
2013-11-27,65.81,66.95,64.5,65.48,41737.0
2013-11-28,65.72,68.13,64.87,66.95,49189.0
2013-11-29,67.19,69.19,65.77,68.09,1086796.0
2013-11-30,67.19,69.19,65.77,68.09,1086796.0
2013-12-01,67.19,69.19,65.77,68.09,1086796.0
2013-12-02,68.17,68.99,66.13,67.32,91127.0
2013-12-03,67.73,67.73,66.34,67.15,88761.0
2013-12-04,67.77,67.77,65.56,66.91,720838.0
2013-12-05,66.3,68.62,65.32,66.13,156125.0
2013-12-06,65.6,66.42,64.91,65.72,1076381.0
2013-12-07,65.6,66.42,64.91,65.72,1076381.0
2013-12-08,65.6,66.42,64.91,65.72,1076381.0
2013-12-09,65.32,66.95,65.32,66.34,784489.0
2013-12-10,66.3,68.5,65.44,67.93,696484.0
2013-12-11,68.58,69.24,67.11,68.05,88293.0
2013-12-12,67.77,68.99,67.19,68.17,170989.0
2013-12-13,67.73,68.13,67.03,67.52,42855.0
2013-12-14,67.73,68.13,67.03,67.52,42855.0
2013-12-15,67.73,68.13,67.03,67.52,42855.0
2013-12-16,66.38,67.77,66.3,67.56,534426.0
2013-12-17,68.13,68.91,66.79,68.3,30652.0
2013-12-18,67.68,69.4,67.11,68.5,85050.0
2013-12-19,71.85,71.85,67.56,68.62,66814.0
2013-12-20,68.7,70.13,67.56,69.4,28414.0
2013-12-21,68.7,70.13,67.56,69.4,28414.0
2013-12-22,68.7,70.13,67.56,69.4,28414.0
2013-12-23,69.36,71.85,67.85,70.91,59867.0
2013-12-24,70.5,72.58,69.6,72.05,51349.0
2013-12-25,70.5,72.58,69.6,72.05,51349.0
2013-12-26,71.6,73.81,70.22,73.03,41606.0
2013-12-27,71.93,75.11,71.15,73.56,60787.0
2013-12-28,71.93,75.11,71.15,73.56,60787.0
2013-12-29,71.93,75.11,71.15,73.56,60787.0
2013-12-30,72.09,75.56,70.34,71.03,113674.0
2013-12-31,70.87,75.11,69.89,73.77,99358.0
2014-01-01,73.48,74.22,72.3,73.44,65317.0
2014-01-02,73.03,73.03,68.62,69.77,108725.0
2014-01-03,68.95,71.44,67.81,70.17,72764.0
2014-01-04,68.95,71.44,67.81,70.17,72764.0
2014-01-05,68.95,71.44,67.81,70.17,72764.0
2014-01-06,69.81,70.87,69.07,69.64,74774.0
2014-01-07,69.6,70.01,68.7,69.44,57479.0
2014-01-08,69.81,70.01,68.22,69.32,61067.0
2014-01-09,69.77,71.44,69.6,70.58,219337.0
2014-01-10,69.6,72.5,69.4,70.13,80659.0
2014-01-11,69.6,72.5,69.4,70.13,80659.0
2014-01-12,69.6,72.5,69.4,70.13,80659.0
2014-01-13,70.83,71.32,69.6,70.87,65736.0
2014-01-14,70.99,71.6,69.4,71.11,78169.0
2014-01-15,71.03,73.07,71.03,71.73,91755.0
2014-01-16,71.15,73.89,70.3,72.26,2234932.0
2014-01-17,71.48,73.52,71.07,72.95,824449.0
2014-01-18,71.48,73.52,71.07,72.95,824449.0
2014-01-19,71.48,73.52,71.07,72.95,824449.0
2014-01-20,73.48,74.05,71.28,72.01,34961.0
2014-01-21,71.36,73.44,71.36,72.71,32570.0
2014-01-22,72.79,73.48,71.85,72.42,52387.0
2014-01-23,72.71,74.71,72.01,74.09,1506496.0
2014-01-24,74.18,74.22,71.48,73.24,150086.0
2014-01-25,74.18,74.22,71.48,73.24,150086.0
2014-01-26,74.18,74.22,71.48,73.24,150086.0
2014-01-27,72.13,72.66,70.34,72.05,600317.0
2014-01-28,72.01,73.64,71.85,72.66,861310.0
2014-01-29,72.66,74.13,71.97,72.71,18702.0
2014-01-30,73.32,73.48,71.48,72.62,601640.0
2014-01-31,73.4,74.95,71.24,72.66,406044.0
2014-02-01,73.4,74.95,71.24,72.66,406044.0
2014-02-02,73.4,74.95,71.24,72.66,406044.0
2014-02-03,73.32,74.01,71.89,72.66,240649.0
2014-02-04,73.32,73.4,71.11,72.42,1096634.0
2014-02-05,72.58,73.28,71.93,72.5,8372.0
2014-02-06,72.42,73.11,71.85,72.22,13140.0
2014-02-07,72.38,73.24,70.62,70.99,28963.0
2014-02-08,72.38,73.24,70.62,70.99,28963.0
2014-02-09,72.38,73.24,70.62,70.99,28963.0
2014-02-10,72.17,72.17,67.77,69.48,61674.0
2014-02-11,69.48,71.68,68.62,71.07,162982.0
2014-02-12,71.11,73.81,69.6,71.48,73393.0
2014-02-13,71.64,72.5,69.52,71.15,23122.0
2014-02-14,70.79,72.01,70.22,71.48,13993.0
2014-02-15,70.79,72.01,70.22,71.48,13993.0
2014-02-16,70.79,72.01,70.22,71.48,13993.0
2014-02-17,71.03,71.03,68.99,69.52,241355.0
2014-02-18,68.99,69.4,68.3,69.11,100855.0
2014-02-19,68.66,70.71,68.58,70.22,24975.0
2014-02-20,70.62,71.36,68.62,70.66,25491.0
2014-02-21,70.22,72.3,69.97,71.97,25330.0
2014-02-22,70.22,72.3,69.97,71.97,25330.0
2014-02-23,70.22,72.3,69.97,71.97,25330.0
2014-02-24,70.5,73.48,70.42,72.91,34467.0
2014-02-25,73.36,73.48,71.03,72.42,116315.0
2014-02-26,72.5,73.48,71.03,73.2,110911.0
2014-02-27,72.5,73.48,71.03,73.2,110911.0
2014-02-28,73.11,73.48,71.85,72.62,114891.0
2014-03-01,73.11,73.48,71.85,72.62,114891.0
2014-03-02,73.11,73.48,71.85,72.62,114891.0
2014-03-03,72.66,72.83,71.11,72.26,254645.0
2014-03-04,71.89,72.58,70.87,71.56,40099.0
2014-03-05,71.52,73.4,71.28,71.93,413175.0
2014-03-06,72.13,74.71,71.56,73.6,97624.0
2014-03-07,73.52,74.3,72.01,72.66,74419.0
2014-03-08,73.52,74.3,72.01,72.66,74419.0
2014-03-09,73.52,74.3,72.01,72.66,74419.0
2014-03-10,75.11,75.11,71.24,72.34,140835.0
2014-03-11,72.34,74.22,72.05,73.28,62315.0
2014-03-12,73.48,77.07,73.4,75.07,534105.0
2014-03-13,76.22,77.4,72.46,73.4,213437.0
2014-03-14,73.2,75.11,71.28,73.89,49446.0
2014-03-15,73.2,75.11,71.28,73.89,49446.0
2014-03-16,73.2,75.11,71.28,73.89,49446.0
2014-03-17,73.2,75.11,71.28,73.89,49446.0
2014-03-18,73.48,75.11,72.66,74.3,93800.0
2014-03-19,74.22,78.75,72.95,77.56,775175.0
2014-03-20,78.22,82.46,77.56,81.2,1059805.0
2014-03-21,82.99,83.28,80.58,81.52,1553374.0
2014-03-22,80.42,81.24,79.56,80.42,18629.0
2014-03-23,80.42,81.24,79.56,80.42,18629.0
2014-03-24,80.54,85.56,80.26,82.42,2163189.0
2014-03-25,83.16,84.63,80.46,81.89,602259.0
2014-03-26,83.44,83.69,79.32,82.5,1018450.0
2014-03-27,83.69,83.69,80.46,82.46,111378.0
2014-03-28,82.14,83.93,81.65,82.46,79012.0
2014-03-29,82.14,83.93,81.65,82.46,79012.0
2014-03-30,82.14,83.93,81.65,82.46,79012.0
2014-03-31,82.05,84.75,80.54,84.14,497180.0
2014-04-01,83.85,85.32,81.89,83.12,100837.0
2014-04-02,82.46,86.54,82.46,85.2,344643.0
2014-04-03,79.2,89.57,79.2,85.85,2015545.0
2014-04-04,86.87,86.95,84.5,85.73,178530.0
2014-04-05,86.87,86.95,84.5,85.73,178530.0
2014-04-06,86.87,86.95,84.5,85.73,178530.0
2014-04-07,85.73,86.34,82.46,84.63,53273.0
2014-04-08,85.73,86.34,82.46,84.63,53273.0
2014-04-09,84.26,85.77,83.48,84.22,52621.0
2014-04-10,84.67,84.67,82.63,83.81,365424.0
2014-04-11,84.26,87.36,83.36,85.28,91122.0
2014-04-12,84.26,87.36,83.36,85.28,91122.0
2014-04-13,84.26,87.36,83.36,85.28,91122.0
2014-04-14,84.26,87.36,83.36,85.28,91122.0
2014-04-15,84.18,85.36,82.46,84.34,41721.0
2014-04-16,84.1,84.26,80.83,81.89,50702.0
2014-04-17,83.28,85.16,81.77,84.34,96791.0
2014-04-18,83.28,85.16,81.77,84.34,96791.0
2014-04-19,83.28,85.16,81.77,84.34,96791.0
2014-04-20,83.28,85.16,81.77,84.34,96791.0
2014-04-21,83.28,86.54,82.5,84.95,119590.0
2014-04-22,85.07,86.14,84.5,85.44,51570.0
2014-04-23,84.91,88.91,84.91,87.65,111308.0
2014-04-24,84.91,88.91,84.91,87.65,111308.0
2014-04-25,86.79,88.18,85.32,87.52,227784.0
2014-04-26,86.79,88.18,85.32,87.52,227784.0
2014-04-27,86.79,88.18,85.32,87.52,227784.0
2014-04-28,86.95,87.73,84.91,85.97,49099.0
2014-04-29,85.16,86.95,82.5,85.69,133098.0
2014-04-30,85.73,87.4,85.16,85.93,238097.0
2014-05-01,85.73,87.4,85.16,85.93,238097.0
2014-05-02,86.22,86.22,84.1,84.5,166692.0
2014-05-03,86.22,86.22,84.1,84.5,166692.0
2014-05-04,86.22,86.22,84.1,84.5,166692.0
2014-05-05,84.5,85.61,83.03,84.67,216499.0
2014-05-06,84.5,85.61,82.91,85.16,194088.0
2014-05-07,84.91,86.54,84.38,84.99,49303.0
2014-05-08,83.85,86.54,83.85,85.28,161407.0
2014-05-09,84.91,86.34,83.77,84.95,562440.0
2014-05-10,84.91,86.34,83.77,84.95,562440.0
2014-05-11,84.91,86.34,83.77,84.95,562440.0
2014-05-12,84.18,85.28,84.1,84.95,685376.0
2014-05-13,84.79,87.36,82.95,86.59,327792.0
2014-05-14,86.59,90.75,85.36,87.36,197742.0
2014-05-15,87.36,88.54,85.93,87.44,350154.0
2014-05-16,87.36,89.61,85.36,86.83,603662.0
2014-05-17,87.36,89.61,85.36,86.83,603662.0
2014-05-18,87.36,89.61,85.36,86.83,603662.0
2014-05-19,85.93,88.1,84.99,85.97,140494.0
2014-05-20,85.73,88.99,84.91,87.65,139272.0
2014-05-21,88.99,94.71,87.61,89.61,207249.0
2014-05-22,90.63,95.61,90.63,94.3,301182.0
2014-05-23,95.93,97.81,91.89,95.08,404870.0
2014-05-24,95.93,97.81,91.89,95.08,404870.0
2014-05-25,95.93,97.81,91.89,95.08,404870.0
2014-05-26,94.38,101.4,90.99,95.81,522096.0
2014-05-27,95.53,95.69,90.99,92.3,91645.0
2014-05-28,91.44,97.32,90.75,93.24,224585.0
2014-05-29,95.4,95.89,80.18,94.02,214932.0
2014-05-30,94.02,98.79,94.02,98.02,194373.0
2014-05-31,94.02,98.79,94.02,98.02,194373.0
2014-06-01,94.02,98.79,94.02,98.02,194373.0
2014-06-02,100.79,102.06,97.97,101.98,463711.0
2014-06-03,102.06,103.94,98.79,100.26,613863.0
2014-06-04,101.4,102.87,97.4,98.79,73098.0
2014-06-05,98.83,100.83,96.46,97.28,55687.0
2014-06-06,97.93,99.98,95.81,98.91,63846.0
2014-06-07,97.93,99.98,95.81,98.91,63846.0
2014-06-08,97.93,99.98,95.81,98.91,63846.0
2014-06-09,99.53,104.42,89.81,103.16,388185.0
2014-06-10,103.69,103.69,99.08,101.89,473838.0
2014-06-11,101.28,102.55,95.93,99.98,52065.0
2014-06-12,99.04,102.83,98.06,100.91,519301.0
2014-06-13,101.24,102.87,96.34,98.51,224593.0
2014-06-14,101.24,102.87,96.34,98.51,224593.0
2014-06-15,101.24,102.87,96.34,98.51,224593.0
2014-06-16,98.51,104.38,96.67,102.38,85561.0
2014-06-17,102.38,102.87,99.4,100.55,28893.0
2014-06-18,101.57,101.57,97.97,99.12,35661.0
2014-06-19,98.18,101.89,98.18,100.42,127019.0
2014-06-20,100.42,101.57,99.24,99.81,35154.0
2014-06-21,100.42,101.57,99.24,99.81,35154.0
2014-06-22,100.42,101.57,99.24,99.81,35154.0
2014-06-23,99.81,102.87,98.83,102.42,1155411.0
2014-06-24,102.87,105.28,100.63,101.24,101063.0
2014-06-25,101.65,109.61,100.95,105.94,1033988.0
2014-06-26,106.06,108.1,102.22,103.89,377467.0
2014-06-27,102.79,109.41,102.79,106.38,502885.0
2014-06-28,102.79,109.41,102.79,106.38,502885.0
2014-06-29,102.79,109.41,102.79,106.38,502885.0
2014-06-30,107.77,108.71,105.32,106.14,443391.0
2014-07-01,106.14,107.73,104.71,106.06,211064.0
2014-07-02,104.1,106.14,103.32,104.96,1454459.0
2014-07-03,104.91,112.83,103.94,106.87,3108211.0
2014-07-04,107.57,114.14,105.16,109.85,939210.0
2014-07-05,107.57,114.14,105.16,109.85,939210.0
2014-07-06,107.57,114.14,105.16,109.85,939210.0
2014-07-07,110.22,110.87,106.34,108.71,766238.0
2014-07-08,108.59,109.73,101.32,102.1,227556.0
2014-07-09,102.87,104.34,96.34,99.4,137644.0
2014-07-10,98.18,103.69,94.95,100.42,258151.0
2014-07-11,101.85,102.3,95.73,98.06,150455.0
2014-07-12,101.85,102.3,95.73,98.06,150455.0
2014-07-13,101.85,102.3,95.73,98.06,150455.0
2014-07-14,97.12,101.12,96.14,99.53,53565.0
2014-07-15,100.02,100.42,98.1,99.65,32763.0
2014-07-16,98.63,104.91,98.26,104.14,256890.0
2014-07-17,103.69,103.69,100.51,102.18,96833.0
2014-07-18,101.65,106.34,100.42,102.83,243584.0
2014-07-19,101.65,106.34,100.42,102.83,243584.0
2014-07-20,101.65,106.34,100.42,102.83,243584.0
2014-07-21,102.06,106.14,101.44,103.2,53560.0
2014-07-22,103.28,104.51,100.75,101.93,37589.0
2014-07-23,102.06,103.69,98.71,99.28,86179.0
2014-07-24,100.3,100.91,98.79,99.77,139260.0
2014-07-25,99.61,100.79,96.42,97.73,81744.0
2014-07-26,99.61,100.79,96.42,97.73,81744.0
2014-07-27,99.61,100.79,96.42,97.73,81744.0
2014-07-28,97.97,99.36,96.34,97.44,16629.0
2014-07-29,97.97,99.36,96.34,97.44,16629.0
2014-07-30,97.16,97.97,95.77,97.08,21047.0
2014-07-31,98.87,99.44,96.34,97.73,37166.0
2014-08-01,97.16,97.16,92.01,95.2,92552.0
2014-08-02,97.16,97.16,92.01,95.2,92552.0
2014-08-03,97.16,97.16,92.01,95.2,92552.0
2014-08-04,94.71,95.77,90.34,90.87,188856.0
2014-08-05,92.63,94.06,88.26,92.46,360301.0
2014-08-06,92.26,92.99,90.26,91.57,265407.0
2014-08-07,90.87,92.63,90.55,92.01,76766.0
2014-08-08,91.77,92.95,88.63,89.52,116619.0
2014-08-09,91.77,92.95,88.63,89.52,116619.0
2014-08-10,91.77,92.95,88.63,89.52,116619.0
2014-08-11,90.38,91.12,89.24,89.89,160847.0
2014-08-12,91.44,93.65,89.48,91.28,56328.0
2014-08-13,91.28,92.26,85.73,90.63,102698.0
2014-08-14,90.63,93.85,89.24,91.44,173765.0
2014-08-15,90.63,93.85,89.24,91.44,173765.0
2014-08-16,90.63,93.85,89.24,91.44,173765.0
2014-08-17,90.63,93.85,89.24,91.44,173765.0
2014-08-18,90.63,96.95,90.63,96.1,60487.0
2014-08-19,94.71,97.4,93.57,96.18,103536.0
2014-08-20,96.34,97.49,93.28,95.89,146167.0
2014-08-21,93.89,97.08,93.08,95.36,59844.0
2014-08-22,96.34,97.97,94.02,96.26,146022.0
2014-08-23,96.34,97.97,94.02,96.26,146022.0
2014-08-24,96.34,97.97,94.02,96.26,146022.0
2014-08-25,96.34,97.57,94.71,96.1,76560.0
2014-08-26,96.34,97.44,93.28,95.89,155183.0
2014-08-27,95.53,98.79,94.59,96.34,172307.0
2014-08-28,96.51,98.14,94.95,96.75,244665.0
2014-08-29,96.51,98.14,94.95,96.75,244665.0
2014-08-30,96.51,98.14,94.95,96.75,244665.0
2014-08-31,96.51,98.14,94.95,96.75,244665.0
2014-09-01,97.08,99.61,96.3,97.89,124256.0
2014-09-02,97.97,102.06,96.34,101.12,713211.0
2014-09-03,103.2,104.51,98.79,102.34,1357112.0
2014-09-04,102.06,105.73,100.18,101.93,163864.0
2014-09-05,101.93,103.69,101.24,102.18,87984.0
2014-09-06,101.93,103.69,101.24,102.18,87984.0
2014-09-07,101.93,103.69,101.24,102.18,87984.0
2014-09-08,102.06,103.57,98.79,100.95,265446.0
2014-09-09,100.42,102.67,98.83,101.65,144261.0
2014-09-10,101.28,103.12,100.14,101.53,101945.0
2014-09-11,101.53,105.73,101.24,104.47,1245200.0
2014-09-12,104.91,106.55,104.14,104.71,203459.0
2014-09-13,104.91,106.55,104.14,104.71,203459.0
2014-09-14,104.91,106.55,104.14,104.71,203459.0
2014-09-15,104.47,108.14,103.65,106.1,356248.0
2014-09-16,104.67,107.49,101.69,104.63,1379274.0
2014-09-17,103.24,104.3,101.36,102.02,71824.0
2014-09-18,102.64,104.32,99.3,102.35,364247.0
2014-09-19,103.98,105.15,100.47,101.89,576398.0
2014-09-20,103.98,105.15,100.47,101.89,576398.0
2014-09-21,103.98,105.15,100.47,101.89,576398.0
2014-09-22,100.8,104.48,98.75,102.23,380969.0
2014-09-23,102.89,105.07,99.26,99.88,37610.0
2014-09-24,98.8,101.93,98.8,101.22,72813.0
2014-09-25,101.22,101.97,97.46,100.47,56532.0
2014-09-26,99.97,102.43,98.96,100.26,60239.0
2014-09-27,99.97,102.43,98.96,100.26,60239.0
2014-09-28,99.97,102.43,98.96,100.26,60239.0
2014-09-29,100.39,103.9,99.88,102.89,74113.0
2014-09-30,102.77,106.03,100.8,104.32,68969.0
2014-10-01,103.77,107.29,103.31,104.57,833964.0
2014-10-02,103.77,107.29,103.31,104.57,833964.0
2014-10-03,103.77,107.29,103.31,104.57,833964.0
2014-10-04,103.77,107.29,103.31,104.57,833964.0
2014-10-05,103.77,107.29,103.31,104.57,833964.0
2014-10-06,103.77,107.29,103.31,104.57,833964.0
2014-10-07,103.77,106.2,102.43,104.86,32245.0
2014-10-08,103.81,104.19,100.93,102.27,53778.0
2014-10-09,102.27,104.9,102.06,103.86,60793.0
2014-10-10,102.94,104.57,101.72,103.94,47089.0
2014-10-11,102.94,104.57,101.72,103.94,47089.0
2014-10-12,102.94,104.57,101.72,103.94,47089.0
2014-10-13,104.53,106.66,100.64,104.86,48950.0
2014-10-14,106.99,106.99,103.27,104.94,562748.0
2014-10-15,106.99,106.99,103.27,104.94,562748.0
2014-10-16,102.48,104.53,102.48,103.81,32670.0
2014-10-17,103.9,104.53,101.64,103.19,542079.0
2014-10-18,103.9,104.53,101.64,103.19,542079.0
2014-10-19,103.9,104.53,101.64,103.19,542079.0
2014-10-20,103.73,104.48,102.52,103.86,30936.0
2014-10-21,103.56,105.82,102.64,104.94,76878.0
2014-10-22,104.94,108.33,102.89,105.32,3071176.0
2014-10-23,106.87,109.38,104.57,105.86,39412.0
2014-10-24,106.87,109.38,104.57,105.86,39412.0
2014-10-25,106.87,109.38,104.57,105.86,39412.0
2014-10-26,106.87,109.38,104.57,105.86,39412.0
2014-10-27,105.86,110.26,104.15,108.0,160368.0
2014-10-28,108.16,108.96,106.32,108.25,69259.0
2014-10-29,108.58,109.34,105.53,107.29,547999.0
2014-10-30,107.33,108.75,105.78,106.2,123222.0
2014-10-31,107.45,109.46,100.39,108.67,352392.0
2014-11-01,107.45,109.46,100.39,108.67,352392.0
2014-11-02,107.45,109.46,100.39,108.67,352392.0
2014-11-03,108.75,112.43,108.29,110.3,541718.0
2014-11-04,108.75,112.43,108.29,110.3,541718.0
2014-11-05,111.85,113.35,109.63,112.18,193117.0
2014-11-06,111.85,113.35,109.63,112.18,193117.0
2014-11-07,112.1,112.93,111.59,112.72,47863.0
2014-11-08,112.1,112.93,111.59,112.72,47863.0
2014-11-09,112.1,112.93,111.59,112.72,47863.0
2014-11-10,112.56,113.31,109.25,112.22,136866.0
2014-11-11,112.22,112.64,109.71,111.51,178509.0
2014-11-12,111.72,113.6,109.04,113.18,223162.0
2014-11-13,113.18,113.18,109.21,110.84,188753.0
2014-11-14,110.42,112.68,105.95,112.22,156098.0
2014-11-15,110.42,112.68,105.95,112.22,156098.0
2014-11-16,110.42,112.68,105.95,112.22,156098.0
2014-11-17,112.35,116.11,112.01,114.36,322968.0
2014-11-18,115.28,117.79,111.26,113.77,289937.0
2014-11-19,114.19,115.36,112.18,114.31,252928.0
2014-11-20,114.56,115.07,111.8,112.43,71315.0
2014-11-21,112.14,115.82,112.1,112.85,137850.0
2014-11-22,112.14,115.82,112.1,112.85,137850.0
2014-11-23,112.14,115.82,112.1,112.85,137850.0
2014-11-24,112.39,115.11,111.76,114.02,140311.0
2014-11-25,112.31,114.02,111.85,113.69,337233.0
2014-11-26,114.19,114.23,111.01,111.8,96074.0
2014-11-27,111.68,112.93,110.55,112.22,67393.0
2014-11-28,112.52,112.89,109.38,110.55,347408.0
2014-11-29,112.52,112.89,109.38,110.55,347408.0
2014-11-30,112.52,112.89,109.38,110.55,347408.0
2014-12-01,110.47,114.61,95.37,111.89,239936.0
2014-12-02,110.13,112.22,110.13,111.18,220150.0
2014-12-03,109.25,113.6,109.25,111.26,175238.0
2014-12-04,111.59,112.85,110.09,111.22,241490.0
2014-12-05,110.55,118.79,110.55,114.73,645324.0
2014-12-06,110.55,118.79,110.55,114.73,645324.0
2014-12-07,110.55,118.79,110.55,114.73,645324.0
2014-12-08,115.44,122.18,114.44,118.75,955757.0
2014-12-09,119.54,122.89,119.29,120.84,434227.0
2014-12-10,120.84,122.18,118.91,121.63,156626.0
2014-12-11,122.14,124.48,119.21,121.93,552654.0
2014-12-12,122.89,122.89,120.38,121.63,256871.0
2014-12-13,122.89,122.89,120.38,121.63,256871.0
2014-12-14,122.89,122.89,120.38,121.63,256871.0
2014-12-15,118.83,121.47,117.95,119.0,47150.0
2014-12-16,118.37,119.33,116.28,117.37,38707.0
2014-12-17,119.83,129.54,109.75,111.09,733918.0
2014-12-18,111.3,117.03,111.18,112.14,1763465.0
2014-12-19,112.14,115.99,112.14,114.27,320708.0
2014-12-20,112.14,115.99,112.14,114.27,320708.0
2014-12-21,112.14,115.99,112.14,114.27,320708.0
2014-12-22,114.61,115.86,112.01,113.23,270460.0
2014-12-23,112.56,114.4,111.39,113.02,64951.0
2014-12-24,129.16,129.16,110.67,112.77,91847.0
2014-12-25,129.16,129.16,110.67,112.77,91847.0
2014-12-26,112.18,112.77,109.17,109.92,134040.0
2014-12-27,112.18,112.77,109.17,109.92,134040.0
2014-12-28,112.18,112.77,109.17,109.92,134040.0
2014-12-29,108.88,112.1,108.88,110.88,106437.0
2014-12-30,110.17,115.36,110.17,113.1,155253.0
2014-12-31,113.77,114.94,113.23,114.23,81657.0
2015-01-01,114.65,114.94,112.93,113.69,36461.0
