,ROG SW Equity,ROG SW Equity,ROG SW Equity,ROG SW Equity,ROG SW Equity
2012-10-07,127.5,128.9,127.0,128.69,1164287.0
2012-10-08,128.2,129.4,127.85,128.76,891507.0
2012-10-09,129.4,129.82,128.76,128.97,1057966.0
2012-10-10,128.97,129.05,127.0,127.5,1007737.0
2012-10-11,127.0,128.2,126.93,127.5,860077.0
2012-10-12,127.85,128.9,127.0,128.34,829852.0
2012-10-13,127.85,128.9,127.0,128.34,829852.0
2012-10-14,127.85,128.9,127.0,128.34,829852.0
2012-10-15,128.48,130.1,128.34,129.4,1091177.0
2012-10-16,129.96,130.31,129.33,129.89,1266125.0
2012-10-17,129.89,131.02,129.26,129.61,1126937.0
2012-10-18,130.17,131.44,129.82,130.95,1182586.0
2012-10-19,131.16,132.49,130.95,131.86,1298327.0
2012-10-20,131.16,132.49,130.95,131.86,1298327.0
2012-10-21,131.16,132.49,130.95,131.86,1298327.0
2012-10-22,131.58,132.0,130.59,130.87,746563.0
2012-10-23,130.87,130.87,127.57,128.2,1649397.0
2012-10-24,127.92,128.06,127.22,127.57,1142114.0
2012-10-25,127.29,127.92,127.15,127.22,823238.0
2012-10-26,127.08,128.48,127.08,128.13,771257.0
2012-10-27,127.08,128.48,127.08,128.13,771257.0
2012-10-28,127.08,128.48,127.08,128.13,771257.0
2012-10-29,127.57,127.71,127.08,127.08,622363.0
2012-10-30,126.72,127.78,126.37,126.86,754137.0
2012-10-31,126.65,127.36,126.02,126.02,904918.0
2012-11-01,125.53,126.44,124.54,126.23,955121.0
2012-11-02,125.95,127.15,125.46,127.15,1049048.0
2012-11-03,125.95,127.15,125.46,127.15,1049048.0
2012-11-04,125.95,127.15,125.46,127.15,1049048.0
2012-11-05,127.15,127.99,127.0,127.36,1100479.0
2012-11-06,127.57,128.69,127.0,128.55,889739.0
2012-11-07,129.33,130.03,127.36,127.36,1179465.0
2012-11-08,127.85,127.99,126.65,126.65,1021317.0
2012-11-09,126.37,127.08,125.67,126.51,899526.0
2012-11-10,126.37,127.08,125.67,126.51,899526.0
2012-11-11,126.37,127.08,125.67,126.51,899526.0
2012-11-12,126.37,126.65,125.74,126.09,697264.0
2012-11-13,125.81,127.36,125.46,126.79,951053.0
2012-11-14,127.15,127.29,126.58,126.58,722006.0
2012-11-15,126.23,126.51,123.91,124.26,1128612.0
2012-11-16,123.49,124.47,122.57,122.57,1381516.0
2012-11-17,123.49,124.47,122.57,122.57,1381516.0
2012-11-18,123.49,124.47,122.57,122.57,1381516.0
2012-11-19,122.92,124.89,122.78,124.89,964869.0
2012-11-20,124.61,124.89,123.56,124.05,785008.0
2012-11-21,123.56,125.03,123.13,125.03,996414.0
2012-11-22,124.89,125.67,124.19,125.39,715475.0
2012-11-23,125.32,126.09,125.1,126.02,653365.0
2012-11-24,125.32,126.09,125.1,126.02,653365.0
2012-11-25,125.32,126.09,125.1,126.02,653365.0
2012-11-26,125.95,126.16,125.1,125.6,583222.0
2012-11-27,125.32,126.3,125.32,125.95,961012.0
2012-11-28,125.46,127.0,125.39,127.0,825480.0
2012-11-29,127.64,128.27,127.43,128.2,1247593.0
2012-11-30,127.78,128.41,127.71,128.34,1029508.0
2012-12-01,127.78,128.41,127.71,128.34,1029508.0
2012-12-02,127.78,128.41,127.71,128.34,1029508.0
2012-12-03,128.13,128.69,127.92,128.06,697555.0
2012-12-04,128.34,128.69,127.57,127.64,847431.0
2012-12-05,127.92,128.13,126.79,127.92,986550.0
2012-12-06,127.99,129.05,127.78,129.05,973908.0
2012-12-07,129.47,130.8,128.97,130.17,1253720.0
2012-12-08,129.47,130.8,128.97,130.17,1253720.0
2012-12-09,129.47,130.8,128.97,130.17,1253720.0
2012-12-10,130.52,131.72,130.1,131.58,998822.0
2012-12-11,131.65,132.77,131.58,132.7,1109117.0
2012-12-12,133.34,134.25,131.72,131.72,1704249.0
2012-12-13,131.65,131.93,130.59,130.8,1196296.0
2012-12-14,131.16,131.72,130.38,131.3,1148822.0
2012-12-15,131.16,131.72,130.38,131.3,1148822.0
2012-12-16,131.16,131.72,130.38,131.3,1148822.0
2012-12-17,130.95,131.23,130.17,130.66,845871.0
2012-12-18,131.02,131.65,129.68,131.09,1131257.0
2012-12-19,130.95,132.42,130.87,131.65,1175785.0
2012-12-20,130.73,130.87,129.61,130.17,1529319.0
2012-12-21,130.95,131.72,129.96,131.3,2736370.0
2012-12-22,130.95,131.72,129.96,131.3,2736370.0
2012-12-23,130.95,131.72,129.96,131.3,2736370.0
2012-12-24,130.95,131.72,129.96,131.3,2736370.0
2012-12-25,130.95,131.72,129.96,131.3,2736370.0
2012-12-26,130.95,131.72,129.96,131.3,2736370.0
2012-12-27,131.86,131.86,130.03,130.66,896302.0
2012-12-28,130.87,130.87,129.47,129.47,721555.0
2012-12-29,130.87,130.87,129.47,129.47,721555.0
2012-12-30,130.87,130.87,129.47,129.47,721555.0
2012-12-31,130.87,130.87,129.47,129.47,721555.0
2013-01-01,130.87,130.87,129.47,129.47,721555.0
2013-01-02,130.87,130.87,129.47,129.47,721555.0
2013-01-03,133.48,133.76,132.35,133.34,1641718.0
2013-01-04,133.48,133.83,132.7,133.83,846723.0
2013-01-05,133.48,133.83,132.7,133.83,846723.0
2013-01-06,133.48,133.83,132.7,133.83,846723.0
2013-01-07,134.11,134.89,132.92,133.13,1027325.0
2013-01-08,133.41,135.24,133.13,134.81,1197590.0
2013-01-09,134.81,135.94,134.53,135.94,863264.0
2013-01-10,136.15,136.29,135.03,135.45,816021.0
2013-01-11,136.08,137.77,135.31,137.35,1125095.0
2013-01-12,136.08,137.77,135.31,137.35,1125095.0
2013-01-13,136.08,137.77,135.31,137.35,1125095.0
2013-01-14,137.91,138.4,136.29,136.93,1380612.0
2013-01-15,137.49,138.68,137.0,138.68,1188952.0
2013-01-16,138.26,139.88,138.26,138.47,1248933.0
2013-01-17,139.11,142.77,139.04,142.77,2050872.0
2013-01-18,142.84,142.84,139.74,140.37,2737990.0
2013-01-19,142.84,142.84,139.74,140.37,2737990.0
2013-01-20,142.84,142.84,139.74,140.37,2737990.0
2013-01-21,140.16,140.44,139.32,139.81,834996.0
2013-01-22,139.25,139.46,137.7,138.83,1125690.0
2013-01-23,138.54,141.64,138.26,141.64,1675575.0
2013-01-24,141.64,143.89,141.57,143.89,1338917.0
2013-01-25,143.33,143.96,142.13,143.19,1046312.0
2013-01-26,143.33,143.96,142.13,143.19,1046312.0
2013-01-27,143.33,143.96,142.13,143.19,1046312.0
2013-01-28,142.91,143.47,142.2,142.34,1122339.0
2013-01-29,141.85,142.91,141.5,141.71,1408459.0
2013-01-30,140.73,140.8,139.04,139.74,2505395.0
2013-01-31,140.51,142.55,139.32,141.71,2200838.0
2013-02-01,141.71,143.33,140.87,142.34,1339361.0
2013-02-02,141.71,143.33,140.87,142.34,1339361.0
2013-02-03,141.71,143.33,140.87,142.34,1339361.0
2013-02-04,142.27,142.98,140.37,141.29,1153427.0
2013-02-05,140.73,143.05,140.73,142.55,1057761.0
2013-02-06,142.13,142.84,140.37,141.99,1178148.0
2013-02-07,141.01,141.64,138.9,138.9,1340858.0
2013-02-08,139.11,142.55,139.11,142.13,1455060.0
2013-02-09,139.11,142.55,139.11,142.13,1455060.0
2013-02-10,139.11,142.55,139.11,142.13,1455060.0
2013-02-11,142.2,142.84,141.57,141.78,895745.0
2013-02-12,142.84,142.84,141.36,142.2,861817.0
2013-02-13,142.55,143.75,142.2,143.68,1102068.0
2013-02-14,143.26,144.53,142.63,144.45,1008954.0
2013-02-15,143.89,145.3,143.54,144.95,2750810.0
2013-02-16,143.89,145.3,143.54,144.95,2750810.0
2013-02-17,143.89,145.3,143.54,144.95,2750810.0
2013-02-18,144.95,146.07,144.6,145.72,905642.0
2013-02-19,145.72,148.32,145.72,148.32,1241040.0
2013-02-20,147.97,150.37,147.76,150.37,1294929.0
2013-02-21,149.38,150.29,146.5,147.06,1958673.0
2013-02-22,146.57,149.52,146.42,149.31,1369797.0
2013-02-23,146.57,149.52,146.42,149.31,1369797.0
2013-02-24,146.57,149.52,146.42,149.31,1369797.0
2013-02-25,149.45,151.42,149.17,151.35,1752294.0
2013-02-26,149.94,150.44,148.39,149.17,1538781.0
2013-02-27,150.15,150.15,148.54,149.1,1157952.0
2013-02-28,150.15,151.07,148.68,151.07,2163902.0
2013-03-01,150.93,151.84,150.15,151.28,1287628.0
2013-03-02,150.93,151.84,150.15,151.28,1287628.0
2013-03-03,150.93,151.84,150.15,151.28,1287628.0
2013-03-04,151.56,152.41,151.07,151.42,1411871.0
2013-03-05,151.98,154.52,151.98,153.6,2070138.0
2013-03-06,154.02,155.08,153.32,153.32,2286346.0
2013-03-07,154.38,156.34,154.01,155.83,2219048.0
2013-03-08,155.91,156.34,154.67,154.74,1361285.0
2013-03-09,155.91,156.34,154.67,154.74,1361285.0
2013-03-10,155.91,156.34,154.67,154.74,1361285.0
2013-03-11,154.67,155.4,153.94,155.4,952124.0
2013-03-12,155.4,157.0,155.18,156.56,1279549.0
2013-03-13,156.56,156.71,154.67,154.96,1009295.0
2013-03-14,155.25,156.34,155.18,156.34,1394858.0
2013-03-15,157.29,157.87,156.34,157.58,4404783.0
2013-03-16,157.29,157.87,156.34,157.58,4404783.0
2013-03-17,157.29,157.87,156.34,157.58,4404783.0
2013-03-18,155.76,157.73,155.47,157.65,1064836.0
2013-03-19,157.29,159.47,157.07,158.6,1311205.0
2013-03-20,158.16,160.2,158.09,159.98,1328903.0
2013-03-21,159.84,159.84,157.65,157.94,1063940.0
2013-03-22,157.58,159.26,156.92,158.38,1120698.0
2013-03-23,157.58,159.26,156.92,158.38,1120698.0
2013-03-24,157.58,159.26,156.92,158.38,1120698.0
2013-03-25,159.33,159.98,158.82,159.33,1008005.0
2013-03-26,159.84,160.13,158.6,160.06,976209.0
2013-03-27,160.2,160.49,158.31,159.84,972119.0
2013-03-28,160.13,162.02,159.69,160.93,1409538.0
2013-03-29,160.13,162.02,159.69,160.93,1409538.0
2013-03-30,160.13,162.02,159.69,160.93,1409538.0
2013-03-31,160.13,162.02,159.69,160.93,1409538.0
2013-04-01,160.13,162.02,159.69,160.93,1409538.0
2013-04-02,160.93,162.97,160.42,162.75,1213091.0
2013-04-03,162.97,164.86,162.82,163.77,1475300.0
2013-04-04,164.28,164.35,160.78,161.29,1023311.0
2013-04-05,161.29,161.8,158.38,160.2,1293593.0
2013-04-06,161.29,161.8,158.38,160.2,1293593.0
2013-04-07,161.29,161.8,158.38,160.2,1293593.0
2013-04-08,160.78,163.11,160.42,163.11,1228328.0
2013-04-09,163.84,164.64,161.22,161.8,1148803.0
2013-04-10,161.88,164.57,161.8,164.21,1042043.0
2013-04-11,164.21,165.08,163.11,164.86,1186425.0
2013-04-12,164.72,164.86,162.6,163.84,1019393.0
2013-04-13,164.72,164.86,162.6,163.84,1019393.0
2013-04-14,164.72,164.86,162.6,163.84,1019393.0
2013-04-15,165.15,168.79,164.5,168.28,1650764.0
2013-04-16,167.7,168.43,164.94,166.25,1293384.0
2013-04-17,167.19,167.34,162.82,163.26,1359215.0
2013-04-18,162.82,166.1,161.95,165.15,1314428.0
2013-04-19,166.76,166.83,164.35,165.66,1234363.0
2013-04-20,166.76,166.83,164.35,165.66,1234363.0
2013-04-21,166.76,166.83,164.35,165.66,1234363.0
2013-04-22,166.68,167.34,163.92,163.92,1076015.0
2013-04-23,164.35,167.7,164.28,167.48,1502916.0
2013-04-24,167.27,168.72,166.61,168.65,1184338.0
2013-04-25,168.65,169.96,166.25,169.74,1291468.0
2013-04-26,169.38,169.52,168.36,168.87,689396.0
2013-04-27,169.38,169.52,168.36,168.87,689396.0
2013-04-28,169.38,169.52,168.36,168.87,689396.0
2013-04-29,169.67,170.69,168.87,170.25,788289.0
2013-04-30,170.76,171.05,168.43,169.23,1199087.0
2013-05-01,170.76,171.05,168.43,169.23,1199087.0
2013-05-02,167.48,169.74,167.19,169.74,1144166.0
2013-05-03,169.89,171.78,168.58,170.98,993203.0
2013-05-04,169.89,171.78,168.58,170.98,993203.0
2013-05-05,169.89,171.78,168.58,170.98,993203.0
2013-05-06,170.47,170.91,169.45,169.89,514605.0
2013-05-07,170.32,170.54,169.3,170.25,707412.0
2013-05-08,170.47,173.89,170.32,173.89,1267740.0
2013-05-09,170.47,173.89,170.32,173.89,1267740.0
2013-05-10,173.24,176.73,172.65,176.73,1490188.0
2013-05-11,173.24,176.73,172.65,176.73,1490188.0
2013-05-12,173.24,176.73,172.65,176.73,1490188.0
2013-05-13,175.86,176.59,174.11,176.59,1144892.0
2013-05-14,176.37,177.61,175.35,177.53,1052865.0
2013-05-15,178.26,180.88,177.9,180.45,1346380.0
2013-05-16,181.46,182.48,178.19,179.13,1458852.0
2013-05-17,178.41,179.86,176.88,179.86,1903899.0
2013-05-18,178.41,179.86,176.88,179.86,1903899.0
2013-05-19,178.41,179.86,176.88,179.86,1903899.0
2013-05-20,178.41,179.86,176.88,179.86,1903899.0
2013-05-21,180.23,182.78,178.19,182.78,1590360.0
2013-05-22,184.6,188.31,184.23,188.24,1927389.0
2013-05-23,184.45,184.89,181.46,182.56,1862163.0
2013-05-24,183.43,185.54,183.07,184.3,1374734.0
2013-05-25,183.43,185.54,183.07,184.3,1374734.0
2013-05-26,183.43,185.54,183.07,184.3,1374734.0
2013-05-27,184.01,184.67,182.99,184.16,556593.0
2013-05-28,184.38,185.54,183.21,183.94,1342695.0
2013-05-29,183.8,184.16,176.29,177.31,1963387.0
2013-05-30,177.02,178.33,173.38,176.51,1549287.0
2013-05-31,175.86,176.15,172.22,174.11,1895907.0
2013-06-01,175.86,176.15,172.22,174.11,1895907.0
2013-06-02,175.86,176.15,172.22,174.11,1895907.0
2013-06-03,171.78,171.85,165.08,167.7,2829779.0
2013-06-04,167.41,170.69,166.25,169.01,1831984.0
2013-06-05,167.77,170.69,167.48,167.48,1221296.0
2013-06-06,166.76,168.58,163.7,163.7,1920614.0
2013-06-07,163.48,169.01,162.02,168.58,1993033.0
2013-06-08,163.48,169.01,162.02,168.58,1993033.0
2013-06-09,163.48,169.01,162.02,168.58,1993033.0
2013-06-10,168.28,170.47,167.63,169.74,981953.0
2013-06-11,168.79,169.52,165.66,167.05,1384117.0
2013-06-12,165.88,168.65,165.81,167.41,1034896.0
2013-06-13,164.86,167.77,164.57,166.17,1410546.0
2013-06-14,166.03,167.56,164.86,165.23,1050298.0
2013-06-15,166.03,167.56,164.86,165.23,1050298.0
2013-06-16,166.03,167.56,164.86,165.23,1050298.0
2013-06-17,165.66,168.94,165.52,168.28,1131049.0
2013-06-18,167.56,167.92,166.03,166.68,953323.0
2013-06-19,166.97,168.5,165.3,167.77,1018484.0
2013-06-20,166.1,167.34,161.8,161.8,1804324.0
2013-06-21,160.78,164.43,159.98,160.06,3487868.0
2013-06-22,160.78,164.43,159.98,160.06,3487868.0
2013-06-23,160.78,164.43,159.98,160.06,3487868.0
2013-06-24,158.75,159.11,155.47,155.91,2194164.0
2013-06-25,157.14,159.47,154.96,159.47,2065933.0
2013-06-26,159.84,166.17,159.55,165.95,1950986.0
2013-06-27,167.19,172.87,166.97,171.63,2033553.0
2013-06-28,170.61,171.49,167.56,171.12,1759546.0
2013-06-29,170.61,171.49,167.56,171.12,1759546.0
2013-06-30,170.61,171.49,167.56,171.12,1759546.0
2013-07-01,171.12,173.02,169.67,170.83,889447.0
2013-07-02,171.2,171.85,168.87,171.63,934783.0
2013-07-03,170.76,171.42,168.94,171.2,977815.0
2013-07-04,172.22,175.35,171.78,174.77,1052444.0
2013-07-05,175.13,175.42,173.24,173.38,850485.0
2013-07-06,175.13,175.42,173.24,173.38,850485.0
2013-07-07,175.13,175.42,173.24,173.38,850485.0
2013-07-08,173.67,175.64,173.67,175.28,909665.0
2013-07-09,176.22,177.82,175.86,177.53,1008541.0
2013-07-10,176.22,178.19,176.0,178.19,965688.0
2013-07-11,178.41,178.84,176.51,176.59,1189637.0
2013-07-12,176.66,178.55,176.66,177.53,710156.0
2013-07-13,176.66,178.55,176.66,177.53,710156.0
2013-07-14,176.66,178.55,176.66,177.53,710156.0
2013-07-15,176.22,178.04,175.79,176.37,901633.0
2013-07-16,175.86,176.08,172.29,172.95,1010725.0
2013-07-17,173.75,174.4,170.69,172.44,881072.0
2013-07-18,171.49,174.04,171.42,171.42,926247.0
2013-07-19,171.05,171.05,168.43,170.83,1306643.0
2013-07-20,171.05,171.05,168.43,170.83,1306643.0
2013-07-21,171.05,171.05,168.43,170.83,1306643.0
2013-07-22,170.61,170.69,168.94,169.74,686896.0
2013-07-23,169.3,169.89,167.77,168.28,698045.0
2013-07-24,169.45,171.85,169.01,169.96,917312.0
2013-07-25,171.12,173.24,169.52,170.98,1251267.0
2013-07-26,172.44,172.44,168.58,169.74,761200.0
2013-07-27,172.44,172.44,168.58,169.74,761200.0
2013-07-28,172.44,172.44,168.58,169.74,761200.0
2013-07-29,169.38,171.12,169.01,169.89,669693.0
2013-07-30,169.81,170.47,168.21,168.58,625122.0
2013-07-31,167.48,167.48,164.79,166.03,1362612.0
2013-08-01,167.48,167.48,164.79,166.03,1362612.0
2013-08-02,167.77,168.5,166.39,166.54,1542045.0
2013-08-03,167.77,168.5,166.39,166.54,1542045.0
2013-08-04,167.77,168.5,166.39,166.54,1542045.0
2013-08-05,166.76,168.65,166.68,167.85,751316.0
2013-08-06,168.21,171.05,167.92,168.79,1174053.0
2013-08-07,168.21,170.76,168.07,169.38,716545.0
2013-08-08,170.18,170.83,168.72,169.16,818760.0
2013-08-09,170.25,172.51,170.03,171.85,1030981.0
2013-08-10,170.25,172.51,170.03,171.85,1030981.0
2013-08-11,170.25,172.51,170.03,171.85,1030981.0
2013-08-12,174.77,175.79,173.6,174.47,1057800.0
2013-08-13,175.49,176.37,173.6,175.13,723891.0
2013-08-14,175.35,176.15,174.4,175.49,740055.0
2013-08-15,175.57,175.57,172.22,172.87,682302.0
2013-08-16,172.44,172.87,170.18,172.0,933076.0
2013-08-17,172.44,172.87,170.18,172.0,933076.0
2013-08-18,172.44,172.87,170.18,172.0,933076.0
2013-08-19,172.87,174.77,172.36,173.53,878105.0
2013-08-20,172.8,175.2,171.85,174.91,1046258.0
2013-08-21,174.55,174.69,172.44,173.09,923197.0
2013-08-22,172.44,175.49,172.44,175.42,1011130.0
2013-08-23,175.13,175.2,173.6,174.98,685604.0
2013-08-24,175.13,175.2,173.6,174.98,685604.0
2013-08-25,175.13,175.2,173.6,174.98,685604.0
2013-08-26,174.47,176.59,174.4,176.08,568191.0
2013-08-27,175.13,175.57,172.87,174.18,1172076.0
2013-08-28,173.89,175.35,170.25,170.83,1484337.0
2013-08-29,170.98,171.85,169.23,170.47,1038844.0
2013-08-30,170.98,171.34,168.72,169.01,948189.0
2013-08-31,170.98,171.34,168.72,169.01,948189.0
2013-09-01,170.98,171.34,168.72,169.01,948189.0
2013-09-02,170.69,172.65,170.32,172.22,648897.0
2013-09-03,173.09,173.16,169.89,170.11,843118.0
2013-09-04,171.05,171.85,169.6,171.42,787357.0
2013-09-05,171.93,172.58,169.3,170.83,825482.0
2013-09-06,171.34,172.29,169.16,171.2,685179.0
2013-09-07,171.34,172.29,169.16,171.2,685179.0
2013-09-08,171.34,172.29,169.16,171.2,685179.0
2013-09-09,171.12,171.42,169.09,171.42,763466.0
2013-09-10,171.56,173.45,171.34,172.95,1046230.0
2013-09-11,173.67,174.04,172.29,173.82,622781.0
2013-09-12,174.4,174.47,172.65,173.24,810966.0
2013-09-13,172.73,173.02,171.56,172.44,731705.0
2013-09-14,172.73,173.02,171.56,172.44,731705.0
2013-09-15,172.73,173.02,171.56,172.44,731705.0
2013-09-16,173.31,174.04,170.83,171.56,877474.0
2013-09-17,171.12,171.85,170.18,171.42,827164.0
2013-09-18,171.85,173.09,171.05,173.09,836274.0
2013-09-19,174.77,175.2,173.75,174.47,1242851.0
2013-09-20,175.71,177.1,174.98,176.22,1837277.0
2013-09-21,175.71,177.1,174.98,176.22,1837277.0
2013-09-22,175.71,177.1,174.98,176.22,1837277.0
2013-09-23,176.15,176.66,174.33,174.77,839121.0
2013-09-24,175.06,175.93,173.82,174.47,834247.0
2013-09-25,174.77,176.37,174.26,175.42,762397.0
2013-09-26,175.35,177.02,174.33,176.95,793852.0
2013-09-27,176.95,177.75,176.0,177.61,847639.0
2013-09-28,176.95,177.75,176.0,177.61,847639.0
2013-09-29,176.95,177.75,176.0,177.61,847639.0
2013-09-30,176.0,178.48,175.86,177.61,1059574.0
2013-10-01,178.41,179.21,177.9,178.77,866447.0
2013-10-02,177.82,177.9,175.2,175.93,900842.0
2013-10-03,176.29,177.24,175.28,175.64,585451.0
2013-10-04,175.2,175.49,173.02,174.18,736989.0
2013-10-05,175.2,175.49,173.02,174.18,736989.0
2013-10-06,175.2,175.49,173.02,174.18,736989.0
2013-10-07,173.31,174.18,172.14,173.16,631600.0
2013-10-08,172.44,173.38,171.49,171.63,745887.0
2013-10-09,170.4,171.2,168.36,168.87,917125.0
2013-10-10,169.45,171.71,169.09,170.83,916142.0
2013-10-11,172.22,174.4,171.34,173.96,943192.0
2013-10-12,172.22,174.4,171.34,173.96,943192.0
2013-10-13,172.22,174.4,171.34,173.96,943192.0
2013-10-14,173.89,174.77,172.65,174.69,790255.0
2013-10-15,175.42,177.1,175.2,176.95,890711.0
2013-10-16,176.44,178.99,175.49,178.84,1073243.0
2013-10-17,178.84,180.81,176.95,177.9,1239744.0
2013-10-18,179.13,179.28,175.57,176.29,1455656.0
2013-10-19,179.13,179.28,175.57,176.29,1455656.0
2013-10-20,179.13,179.28,175.57,176.29,1455656.0
2013-10-21,176.8,177.9,176.15,177.02,859181.0
2013-10-22,176.59,179.94,176.22,179.35,1007834.0
2013-10-23,179.21,180.96,178.7,180.3,856683.0
2013-10-24,180.88,181.25,179.28,180.59,848285.0
2013-10-25,180.88,182.05,179.94,181.1,715589.0
2013-10-26,180.88,182.05,179.94,181.1,715589.0
2013-10-27,180.88,182.05,179.94,181.1,715589.0
2013-10-28,181.25,181.76,180.37,181.68,838189.0
2013-10-29,181.83,183.21,180.96,181.97,1023476.0
2013-10-30,182.05,183.36,181.17,182.41,884536.0
2013-10-31,181.32,183.29,181.32,182.92,1228211.0
2013-11-01,182.78,184.45,182.12,183.87,858015.0
2013-11-02,182.78,184.45,182.12,183.87,858015.0
2013-11-03,182.78,184.45,182.12,183.87,858015.0
2013-11-04,184.81,185.69,183.8,184.01,1113264.0
2013-11-05,184.6,185.11,181.83,182.63,897926.0
2013-11-06,182.27,184.52,182.27,183.65,713605.0
2013-11-07,183.14,184.09,182.05,182.63,1001974.0
2013-11-08,181.97,183.8,181.54,183.29,877813.0
2013-11-09,181.97,183.8,181.54,183.29,877813.0
2013-11-10,181.97,183.8,181.54,183.29,877813.0
2013-11-11,184.3,185.11,183.29,183.72,692072.0
2013-11-12,182.99,184.45,182.78,183.8,787287.0
2013-11-13,183.21,184.67,182.48,183.5,697469.0
2013-11-14,184.52,185.25,183.8,185.11,800768.0
2013-11-15,185.47,186.2,184.45,185.76,1094659.0
2013-11-16,185.47,186.2,184.45,185.76,1094659.0
2013-11-17,185.47,186.2,184.45,185.76,1094659.0
2013-11-18,185.4,187.14,184.89,187.07,820066.0
2013-11-19,186.2,186.49,184.74,184.89,734066.0
2013-11-20,185.25,185.32,183.21,184.6,856459.0
2013-11-21,183.5,186.05,183.14,184.89,619251.0
2013-11-22,185.54,186.64,184.67,184.67,729066.0
2013-11-23,185.54,186.64,184.67,184.67,729066.0
2013-11-24,185.54,186.64,184.67,184.67,729066.0
2013-11-25,184.96,185.91,184.6,184.67,557566.0
2013-11-26,184.3,185.25,183.29,184.01,902550.0
2013-11-27,184.01,184.96,182.92,184.01,583556.0
2013-11-28,183.72,184.16,182.99,183.65,546007.0
2013-11-29,183.07,184.81,182.78,184.01,760230.0
2013-11-30,183.07,184.81,182.78,184.01,760230.0
2013-12-01,183.07,184.81,182.78,184.01,760230.0
2013-12-02,183.58,185.32,183.21,185.18,769410.0
2013-12-03,184.81,184.96,181.1,181.1,998026.0
2013-12-04,180.45,180.96,177.17,178.12,1282743.0
2013-12-05,176.95,178.62,176.15,178.41,1125923.0
2013-12-06,179.57,180.01,178.33,179.28,1083440.0
2013-12-07,179.57,180.01,178.33,179.28,1083440.0
2013-12-08,179.57,180.01,178.33,179.28,1083440.0
2013-12-09,179.64,179.64,176.88,176.95,1064343.0
2013-12-10,176.15,176.37,173.75,174.04,1158809.0
2013-12-11,172.65,175.13,172.58,174.18,1069492.0
2013-12-12,173.75,173.75,171.27,172.0,1400831.0
2013-12-13,171.49,172.07,169.52,170.69,1173434.0
2013-12-14,171.49,172.07,169.52,170.69,1173434.0
2013-12-15,171.49,172.07,169.52,170.69,1173434.0
2013-12-16,169.09,173.16,168.36,171.2,1225352.0
2013-12-17,171.85,173.16,169.96,169.96,1225679.0
2013-12-18,172.44,172.8,171.49,172.29,1696266.0
2013-12-19,174.11,176.08,173.96,176.08,1303876.0
2013-12-20,177.61,177.82,176.29,177.68,2936848.0
2013-12-21,177.61,177.82,176.29,177.68,2936848.0
2013-12-22,177.61,177.82,176.29,177.68,2936848.0
2013-12-23,177.39,178.12,175.79,177.97,729493.0
2013-12-24,177.39,178.12,175.79,177.97,729493.0
2013-12-25,177.39,178.12,175.79,177.97,729493.0
2013-12-26,177.39,178.12,175.79,177.97,729493.0
2013-12-27,180.15,181.46,179.94,181.46,790245.0
2013-12-28,180.15,181.46,179.94,181.46,790245.0
2013-12-29,180.15,181.46,179.94,181.46,790245.0
2013-12-30,181.76,181.76,179.5,181.46,832129.0
2013-12-31,181.76,181.76,179.5,181.46,832129.0
2014-01-01,181.76,181.76,179.5,181.46,832129.0
2014-01-02,181.76,181.76,179.5,181.46,832129.0
2014-01-03,181.25,183.43,180.74,183.43,1149776.0
2014-01-04,181.25,183.43,180.74,183.43,1149776.0
2014-01-05,181.25,183.43,180.74,183.43,1149776.0
2014-01-06,183.5,186.2,181.97,183.65,907107.0
2014-01-07,184.01,185.25,183.58,184.96,746543.0
2014-01-08,185.62,186.27,184.6,186.27,920275.0
2014-01-09,186.05,187.65,185.32,185.54,1182382.0
2014-01-10,187.36,188.02,186.49,186.49,1162092.0
2014-01-11,187.36,188.02,186.49,186.49,1162092.0
2014-01-12,187.36,188.02,186.49,186.49,1162092.0
2014-01-13,186.85,187.14,185.83,186.85,752417.0
2014-01-14,184.96,185.98,183.94,184.67,1292587.0
2014-01-15,185.18,185.4,183.29,183.58,1171633.0
2014-01-16,183.87,183.94,182.56,183.36,1055400.0
2014-01-17,182.41,183.29,182.05,182.27,2119801.0
2014-01-18,182.41,183.29,182.05,182.27,2119801.0
2014-01-19,182.41,183.29,182.05,182.27,2119801.0
2014-01-20,182.63,182.99,181.61,182.05,932924.0
2014-01-21,180.52,182.19,180.01,180.88,1528431.0
2014-01-22,181.46,181.97,179.72,181.39,1086955.0
2014-01-23,180.81,182.27,180.52,180.74,1127099.0
2014-01-24,180.08,180.45,177.17,177.17,1486068.0
2014-01-25,180.08,180.45,177.17,177.17,1486068.0
2014-01-26,180.08,180.45,177.17,177.17,1486068.0
2014-01-27,176.22,176.51,174.62,174.77,1513311.0
2014-01-28,175.49,176.44,174.33,176.0,1615253.0
2014-01-29,177.46,177.68,172.87,174.04,1365541.0
2014-01-30,171.49,182.27,170.11,181.54,2959844.0
2014-01-31,181.46,181.97,178.7,181.54,1699201.0
2014-02-01,181.46,181.97,178.7,181.54,1699201.0
2014-02-02,181.46,181.97,178.7,181.54,1699201.0
2014-02-03,182.41,183.36,180.37,180.74,1383935.0
2014-02-04,180.45,181.32,179.13,180.23,1420745.0
2014-02-05,179.72,180.96,178.62,179.72,1203973.0
2014-02-06,180.59,181.97,178.92,181.17,1256184.0
