,DEC LN Equity
2023-03-12,45.7288
2023-03-13,45.7288
2023-03-14,45.7288
2023-03-15,45.7288
2023-03-16,45.7288
2023-03-17,45.7288
2023-03-18,45.7288
2023-03-19,45.7288
2023-03-20,45.7288
2023-03-21,45.7288
2023-03-22,45.7288
2023-03-23,45.7288
2023-03-24,45.7288
2023-03-25,45.7288
2023-03-26,45.7288
2023-03-27,45.7288
2023-03-28,45.7288
2023-03-29,45.7288
2023-03-30,45.7288
2023-03-31,45.7288
2023-04-01,45.7288
2023-04-02,45.7288
2023-04-03,45.7288
2023-04-04,45.7288
2023-04-05,45.7288
2023-04-06,45.7288
2023-04-07,45.7288
2023-04-08,45.7288
2023-04-09,45.7288
2023-04-10,45.7288
2023-04-11,45.7288
2023-04-12,45.7288
2023-04-13,45.7288
2023-04-14,45.7288
2023-04-15,45.7288
2023-04-16,45.7288
2023-04-17,45.7288
2023-04-18,45.7288
2023-04-19,45.7288
2023-04-20,45.7288
2023-04-21,45.7288
2023-04-22,45.7288
2023-04-23,45.7288
2023-04-24,45.7288
2023-04-25,45.7288
2023-04-26,45.7288
2023-04-27,45.7288
2023-04-28,45.7288
2023-04-29,45.7288
2023-04-30,45.7288
2023-05-01,45.7288
2023-05-02,45.7288
2023-05-03,45.7288
2023-05-04,45.7288
2023-05-05,45.7288
2023-05-06,45.7288
2023-05-07,45.7288
2023-05-08,45.7288
2023-05-09,45.7288
2023-05-10,45.7288
2023-05-11,45.7288
2023-05-12,45.7288
2023-05-13,45.7288
2023-05-14,45.7288
2023-05-15,45.7288
2023-05-16,45.7288
2023-05-17,45.7288
2023-05-18,45.7288
2023-05-19,45.7288
2023-05-20,45.7288
2023-05-21,45.7288
2023-05-22,45.7288
2023-05-23,45.7288
2023-05-24,45.7288
2023-05-25,45.7288
2023-05-26,45.7288
2023-05-27,45.7288
2023-05-28,45.7288
2023-05-29,45.7288
2023-05-30,45.7288
2023-05-31,45.7288
2023-06-01,45.7288
2023-06-02,45.7288
2023-06-03,45.7288
2023-06-04,45.7288
2023-06-05,45.7288
2023-06-06,45.7288
2023-06-07,45.7288
2023-06-08,45.7288
2023-06-09,45.7288
2023-06-10,45.7288
2023-06-11,45.7288
2023-06-12,45.7288
2023-06-13,45.7288
2023-06-14,45.7288
2023-06-15,45.7288
2023-06-16,45.7288
2023-06-17,45.7288
2023-06-18,45.7288
2023-06-19,45.7288
2023-06-20,45.7288
2023-06-21,45.7288
2023-06-22,45.7288
2023-06-23,45.7288
2023-06-24,45.7288
2023-06-25,45.7288
2023-06-26,45.7288
2023-06-27,45.7288
2023-06-28,45.7288
2023-06-29,45.7288
2023-06-30,1.8641
2023-07-01,1.8641
2023-07-02,1.8641
2023-07-03,1.8696
2023-07-04,1.8829
2023-07-05,1.8826
2023-07-06,1.8505
2023-07-07,1.8744
2023-07-08,1.8744
2023-07-09,1.8744
2023-07-10,1.8708
2023-07-11,1.8789
2023-07-12,1.8993
2023-07-13,1.9224
2023-07-14,1.9178
2023-07-15,1.9178
2023-07-16,1.9178
2023-07-17,1.8952
2023-07-18,1.918
2023-07-19,1.9265
2023-07-20,1.9225
2023-07-21,1.9256
2023-07-22,1.9256
2023-07-23,1.9256
2023-07-24,1.9352
2023-07-25,1.9417
2023-07-26,1.9491
2023-07-27,1.9366
2023-07-28,1.9264
2023-07-29,1.9264
2023-07-30,1.9264
2023-07-31,1.9413
2023-08-01,1.9175
2023-08-02,1.8917
2023-08-03,1.9012
2023-08-04,1.9071
2023-08-05,1.9071
2023-08-06,1.9071
2023-08-07,1.8981
2023-08-08,1.8954
2023-08-09,1.9109
2023-08-10,1.916
2023-08-11,1.9018
2023-08-12,1.9018
2023-08-13,1.9018
2023-08-14,1.8913
2023-08-15,1.884
2023-08-16,1.8871
2023-08-17,1.8841
2023-08-18,1.8827
2023-08-19,1.8827
2023-08-20,1.8827
2023-08-21,1.8893
2023-08-22,1.8883
2023-08-23,1.884
2023-08-24,1.8579
2023-08-25,1.85
2023-08-26,1.85
2023-08-27,1.85
2023-08-28,1.85
2023-08-29,1.876
2023-08-30,1.9304
2023-08-31,1.8837
2023-09-01,1.8429
2023-09-02,1.8429
2023-09-03,1.8429
2023-09-04,1.8123
2023-09-05,1.829
2023-09-06,1.8
2023-09-07,1.8068
2023-09-08,1.8066
2023-09-09,1.8066
2023-09-10,1.8066
2023-09-11,1.8205
2023-09-12,1.8162
2023-09-13,1.8131
2023-09-14,1.8265
2023-09-15,1.8125
2023-09-16,1.8125
2023-09-17,1.8125
2023-09-18,1.7713
2023-09-19,1.7649
2023-09-20,1.7864
2023-09-21,1.7464
2023-09-22,1.7375
2023-09-23,1.7375
2023-09-24,1.7375
2023-09-25,1.728
2023-09-26,1.7238
2023-09-27,1.7239
2023-09-28,1.7261
2023-09-29,1.723
2023-09-30,1.723
2023-10-01,1.723
2023-10-02,1.6926
2023-10-03,1.6316
2023-10-04,1.6027
2023-10-05,1.6442
2023-10-06,1.66
2023-10-07,1.66
2023-10-08,1.66
2023-10-09,1.6831
2023-10-10,1.6879
2023-10-11,1.6811
2023-10-12,1.6733
2023-10-13,1.6579
2023-10-14,1.6579
2023-10-15,1.6579
2023-10-16,1.6605
2023-10-17,1.6664
2023-10-18,1.6594
2023-10-19,1.6456
2023-10-20,1.6324
2023-10-21,1.6324
2023-10-22,1.6324
2023-10-23,1.6501
2023-10-24,1.628
2023-10-25,1.6125
2023-10-26,1.6057
2023-10-27,1.6174
2023-10-28,1.6174
2023-10-29,1.6174
2023-10-30,1.6062
2023-10-31,1.5986
2023-11-01,1.5959
2023-11-02,1.6489
2023-11-03,1.6686
2023-11-04,1.6686
2023-11-05,1.6686
2023-11-06,1.6575
2023-11-07,1.6287
2023-11-08,1.6196
2023-11-09,1.6323
2023-11-10,1.6169
2023-11-11,1.6169
2023-11-12,1.6169
2023-11-13,1.6127
2023-11-14,1.6773
2023-11-15,1.6827
2023-11-16,1.6796
2023-11-17,1.6983
2023-11-18,1.6983
2023-11-19,1.6983
2023-11-20,1.6969
2023-11-21,1.6907
2023-11-22,1.6718
2023-11-23,1.6943
2023-11-24,1.6968
2023-11-25,1.6968
2023-11-26,1.6968
2023-11-27,1.6887
2023-11-28,1.6962
2023-11-29,1.6805
2023-11-30,1.6478
2023-12-01,1.6537
2023-12-02,1.6537
2023-12-03,1.6537
2023-12-04,1.6386
2023-12-05,1.6568
2023-12-06,1.63
2023-12-07,1.632
2023-12-08,1.6335
2023-12-09,1.6335
2023-12-10,1.6335
2023-12-11,1.6196
2023-12-12,1.6077
2023-12-13,1.6025
2023-12-14,1.6701
2023-12-15,1.669
2023-12-16,1.669
2023-12-17,1.669
2023-12-18,1.6512
2023-12-19,1.58
2023-12-20,1.5537
2023-12-21,1.5509
2023-12-22,1.5631
2023-12-23,1.5631
2023-12-24,1.5631
2023-12-25,1.5631
2023-12-26,1.5631
2023-12-27,1.6022
2023-12-28,1.5738
2023-12-29,1.7491
2023-12-30,1.7491
2023-12-31,1.7491
2024-01-01,1.7491
2024-01-02,1.7756
2024-01-03,1.7656
2024-01-04,1.794
2024-01-05,1.7774
2024-01-06,1.7774
2024-01-07,1.7774
2024-01-08,1.7613
2024-01-09,1.7603
2024-01-10,1.7445
2024-01-11,1.7337
2024-01-12,1.7405
2024-01-13,1.7405
2024-01-14,1.7405
2024-01-15,1.683
2024-01-16,1.6827
2024-01-17,1.6636
2024-01-18,1.6514
2024-01-19,1.6539
2024-01-20,1.6539
2024-01-21,1.6539
2024-01-22,1.6603
2024-01-23,1.5901
2024-01-24,1.6534
2024-01-25,1.6507
2024-01-26,1.6518
2024-01-27,1.6518
2024-01-28,1.6518
2024-01-29,1.6455
2024-01-30,1.6381
2024-01-31,1.6356
2024-02-01,1.6315
2024-02-02,1.6126
2024-02-03,1.6126
2024-02-04,1.6126
2024-02-05,1.601
2024-02-06,1.6193
2024-02-07,1.6195
2024-02-08,1.6322
2024-02-09,1.6257
2024-02-10,1.6257
2024-02-11,1.6257
2024-02-12,1.6206
2024-02-13,1.6195
2024-02-14,1.6087
2024-02-15,1.627
2024-02-16,1.6295
2024-02-17,1.6295
2024-02-18,1.6295
2024-02-19,1.6199
2024-02-20,1.6268
2024-02-21,1.6417
2024-02-22,1.661
2024-02-23,1.6474
2024-02-24,1.6474
2024-02-25,1.6474
2024-02-26,1.6688
2024-02-27,1.6735
2024-02-28,1.6617
2024-02-29,1.6307
2024-03-01,1.6469
2024-03-02,1.6469
2024-03-03,1.6469
2024-03-04,1.6349
2024-03-05,1.6387
2024-03-06,1.644
2024-03-07,1.6548
2024-03-08,1.6579
2024-03-09,1.6579
2024-03-10,1.6579
2024-03-11,1.6484
2024-03-12,1.6412
2024-03-13,1.645
2024-03-14,1.6346
2024-03-15,1.6376
2024-03-16,1.6376
2024-03-17,1.6376
2024-03-18,1.6382
2024-03-19,1.6202
2024-03-20,1.6155
2024-03-21,1.6121
2024-03-22,1.5972
2024-03-23,1.5972
2024-03-24,1.5972
2024-03-25,1.6022
2024-03-26,1.589
2024-03-27,1.6094
2024-03-28,1.6382
2024-03-29,1.6382
2024-03-30,1.6382
2024-03-31,1.6382
2024-04-01,1.6382
2024-04-02,1.6415
2024-04-03,1.6604
2024-04-04,1.6643
2024-04-05,1.6684
2024-04-06,1.6684
2024-04-07,1.6684
2024-04-08,1.6822
