,BUR LN Equity
2023-03-20,12.8246
2023-03-21,13.0213
2023-03-22,13.1672
2023-03-23,13.219
2023-03-24,13.0127
2023-03-25,13.0127
2023-03-26,13.0127
2023-03-27,13.2112
2023-03-28,13.0615
2023-03-29,13.0975
2023-03-30,13.2955
2023-03-31,15.1013
2023-04-01,15.1013
2023-04-02,15.1013
2023-04-03,16.8884
2023-04-04,16.9353
2023-04-05,17.2657
2023-04-06,17.6208
2023-04-07,17.6208
2023-04-08,17.6208
2023-04-09,17.6208
2023-04-10,17.6208
2023-04-11,17.8035
2023-04-12,17.9536
2023-04-13,17.8529
2023-04-14,17.766
2023-04-15,17.766
2023-04-16,17.766
2023-04-17,18.0117
2023-04-18,17.991
2023-04-19,17.8652
2023-04-20,18.2003
2023-04-21,18.2996
2023-04-22,18.2996
2023-04-23,18.2996
2023-04-24,18.2918
2023-04-25,17.9174
2023-04-26,17.9625
2023-04-27,18.0127
2023-04-28,18.5024
2023-04-29,18.5024
2023-04-30,18.5024
2023-05-01,18.5024
2023-05-02,18.1698
2023-05-03,18.6061
2023-05-04,18.4689
2023-05-05,18.5545
2023-05-06,18.5545
2023-05-07,18.5545
2023-05-08,18.5545
2023-05-09,18.847
2023-05-10,18.8052
2023-05-11,18.763
2023-05-12,18.8519
2023-05-13,18.8519
2023-05-14,18.8519
2023-05-15,18.9746
2023-05-16,19.0296
2023-05-17,18.92
2023-05-18,18.8622
2023-05-19,18.9065
2023-05-20,18.9065
2023-05-21,18.9065
2023-05-22,18.424
2023-05-23,18.6282
2023-05-24,18.3513
2023-05-25,18.4676
2023-05-26,18.5938
2023-05-27,18.5938
2023-05-28,18.5938
2023-05-29,18.5938
2023-05-30,18.5166
2023-05-31,18.553
2023-06-01,18.9319
2023-06-02,18.6686
2023-06-03,18.6686
2023-06-04,18.6686
2023-06-05,18.531
2023-06-06,18.7506
2023-06-07,18.4115
2023-06-08,18.5892
2023-06-09,18.4484
2023-06-10,18.4484
2023-06-11,18.4484
2023-06-12,18.3421
2023-06-13,18.5623
2023-06-14,18.4518
2023-06-15,18.1857
2023-06-16,18.2884
2023-06-17,18.2884
2023-06-18,18.2884
2023-06-19,18.251
2023-06-20,18.2238
2023-06-21,18.247
2023-06-22,18.0839
2023-06-23,18.0572
2023-06-24,18.0572
2023-06-25,18.0572
2023-06-26,17.8189
2023-06-27,17.6463
2023-06-28,17.4674
2023-06-29,17.402
2023-06-30,9.8036
2023-07-01,9.8036
2023-07-02,9.8036
2023-07-03,9.875
2023-07-04,9.872
2023-07-05,9.8664
2023-07-06,9.7289
2023-07-07,9.8686
2023-07-08,9.8686
2023-07-09,9.8686
2023-07-10,9.817
2023-07-11,9.8408
2023-07-12,9.8172
2023-07-13,9.9833
2023-07-14,9.8139
2023-07-15,9.8139
2023-07-16,9.8139
2023-07-17,9.868
2023-07-18,9.9084
2023-07-19,10.0253
2023-07-20,9.8339
2023-07-21,10.0329
2023-07-22,10.0329
2023-07-23,10.0329
2023-07-24,10.0379
2023-07-25,10.2686
2023-07-26,10.3156
2023-07-27,10.3377
2023-07-28,10.4273
2023-07-29,10.4273
2023-07-30,10.4273
2023-07-31,10.4848
2023-08-01,10.4288
2023-08-02,10.4059
2023-08-03,10.4576
2023-08-04,10.5267
2023-08-05,10.5267
2023-08-06,10.5267
2023-08-07,10.5555
2023-08-08,10.4001
2023-08-09,10.4264
2023-08-10,10.4781
2023-08-11,10.5434
2023-08-12,10.5434
2023-08-13,10.5434
2023-08-14,10.5599
2023-08-15,10.7489
2023-08-16,10.6128
2023-08-17,10.5316
2023-08-18,10.2374
2023-08-19,10.2374
2023-08-20,10.2374
2023-08-21,10.2182
2023-08-22,10.2696
2023-08-23,10.3674
2023-08-24,10.294
2023-08-25,10.3222
2023-08-26,10.3222
2023-08-27,10.3222
2023-08-28,10.3222
2023-08-29,10.5129
2023-08-30,10.5584
2023-08-31,10.5144
2023-09-01,10.4757
2023-09-02,10.4757
2023-09-03,10.4757
2023-09-04,10.68
2023-09-05,10.4146
2023-09-06,10.3074
2023-09-07,10.3921
2023-09-08,11.7706
2023-09-09,11.7706
2023-09-10,11.7706
2023-09-11,11.5842
2023-09-12,11.6337
2023-09-13,11.2265
2023-09-14,11.1762
2023-09-15,10.9173
2023-09-16,10.9173
2023-09-17,10.9173
2023-09-18,10.7227
2023-09-19,10.8332
2023-09-20,10.9547
2023-09-21,10.6582
2023-09-22,10.5841
2023-09-23,10.5841
2023-09-24,10.5841
2023-09-25,10.5259
2023-09-26,10.4893
2023-09-27,10.5034
2023-09-28,10.3978
2023-09-29,10.3534
2023-09-30,10.3534
2023-10-01,10.3534
2023-10-02,10.2703
2023-10-03,9.9701
2023-10-04,10.0228
2023-10-05,9.98
2023-10-06,10.0242
2023-10-07,10.0242
2023-10-08,10.0242
2023-10-09,9.9342
2023-10-10,10.1152
2023-10-11,10.2532
2023-10-12,10.0522
2023-10-13,9.9134
2023-10-14,9.9134
2023-10-15,9.9134
2023-10-16,9.9318
2023-10-17,10.0244
2023-10-18,9.8881
2023-10-19,9.7843
2023-10-20,9.6475
2023-10-21,9.6475
2023-10-22,9.6475
2023-10-23,9.7165
2023-10-24,9.7228
2023-10-25,9.5823
2023-10-26,9.5485
2023-10-27,9.5753
2023-10-28,9.5753
2023-10-29,9.5753
2023-10-30,9.7196
2023-10-31,9.6866
2023-11-01,9.7314
2023-11-02,9.9161
2023-11-03,10.1096
2023-11-04,10.1096
2023-11-05,10.1096
2023-11-06,10.166
2023-11-07,10.1788
2023-11-08,10.2397
2023-11-09,10.1303
2023-11-10,10.2214
2023-11-11,10.2214
2023-11-12,10.2214
2023-11-13,10.2917
2023-11-14,10.5143
2023-11-15,10.2592
2023-11-16,10.0982
2023-11-17,10.1857
2023-11-18,10.1857
2023-11-19,10.1857
2023-11-20,10.6734
2023-11-21,10.4352
2023-11-22,10.6096
2023-11-23,10.6433
2023-11-24,10.7704
2023-11-25,10.7704
2023-11-26,10.7704
2023-11-27,10.5679
2023-11-28,10.4527
2023-11-29,10.4977
2023-11-30,10.3991
2023-12-01,10.564
2023-12-02,10.564
2023-12-03,10.564
2023-12-04,10.4235
2023-12-05,10.4239
2023-12-06,10.3215
2023-12-07,10.2827
2023-12-08,10.2475
2023-12-09,10.2475
2023-12-10,10.2475
2023-12-11,10.2604
2023-12-12,10.3995
2023-12-13,10.4253
2023-12-14,10.5804
2023-12-15,10.2864
2023-12-16,10.2864
2023-12-17,10.2864
2023-12-18,10.2035
2023-12-19,10.4487
2023-12-20,10.3602
2023-12-21,10.201
2023-12-22,10.1971
2023-12-23,10.1971
2023-12-24,10.1971
2023-12-25,10.1971
2023-12-26,10.1971
2023-12-27,11.5436
2023-12-28,11.4401
2023-12-29,6.7312
2023-12-30,6.7312
2023-12-31,6.7312
2024-01-01,6.7312
2024-01-02,6.6329
2024-01-03,6.5202
2024-01-04,6.5962
2024-01-05,6.4811
2024-01-06,6.4811
2024-01-07,6.4811
2024-01-08,6.5335
2024-01-09,6.5044
2024-01-10,6.5794
2024-01-11,6.5128
2024-01-12,6.5859
2024-01-13,6.5859
2024-01-14,6.5859
2024-01-15,6.5536
2024-01-16,6.5066
2024-01-17,6.435
2024-01-18,6.4459
2024-01-19,6.4495
2024-01-20,6.4495
2024-01-21,6.4495
2024-01-22,6.4264
2024-01-23,6.517
2024-01-24,6.5967
2024-01-25,6.5998
2024-01-26,6.6783
2024-01-27,6.6783
2024-01-28,6.6783
2024-01-29,6.636
2024-01-30,6.7079
2024-01-31,6.6743
2024-02-01,6.601
2024-02-02,6.5332
2024-02-03,6.5332
2024-02-04,6.5332
2024-02-05,6.4706
2024-02-06,6.422
2024-02-07,6.4099
2024-02-08,6.3639
2024-02-09,6.3804
2024-02-10,6.3804
2024-02-11,6.3804
2024-02-12,6.5441
2024-02-13,6.4311
2024-02-14,6.4883
2024-02-15,6.5397
2024-02-16,6.6957
2024-02-17,6.6957
2024-02-18,6.6957
2024-02-19,6.6899
2024-02-20,6.7794
2024-02-21,6.6075
2024-02-22,6.6555
2024-02-23,6.7328
2024-02-24,6.7328
2024-02-25,6.7328
2024-02-26,6.7053
2024-02-27,6.7139
2024-02-28,6.5677
2024-02-29,6.5558
2024-03-01,6.5921
2024-03-02,6.5921
2024-03-03,6.5921
2024-03-04,6.5166
2024-03-05,6.5177
2024-03-06,6.388
2024-03-07,6.4154
2024-03-08,6.4272
2024-03-09,6.4272
2024-03-10,6.4272
2024-03-11,6.3436
2024-03-12,6.3479
2024-03-13,6.289
2024-03-14,6.3582
2024-03-15,6.4837
2024-03-16,6.4837
2024-03-17,6.4837
2024-03-18,6.4118
2024-03-19,6.5108
2024-03-20,6.5581
2024-03-21,6.5276
2024-03-22,6.6221
2024-03-23,6.6221
2024-03-24,6.6221
2024-03-25,6.5738
2024-03-26,6.731
2024-03-27,6.7833
2024-03-28,6.7515
2024-03-29,6.7515
2024-03-30,6.7515
2024-03-31,6.7515
2024-04-01,6.7515
2024-04-02,6.8643
2024-04-03,6.8519
2024-04-04,6.8164
2024-04-05,6.7437
2024-04-06,6.7437
2024-04-07,6.7437
2024-04-08,6.8134
