,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity
2016-09-20,24.6397,24.713,24.4717,24.4933,103895.0
2016-09-21,24.7259,24.8594,24.6397,24.657,169093.0
2016-09-22,24.812,25.6305,24.8077,25.3763,211998.0
2016-09-23,25.372,25.4151,24.9757,25.0705,190362.0
2016-09-24,25.372,25.4151,24.9757,25.0705,190362.0
2016-09-25,25.372,25.4151,24.9757,25.0705,190362.0
2016-09-26,24.9843,25.1049,24.8853,24.9886,259181.0
2016-09-27,25.0705,25.3289,24.532,24.7517,164388.0
2016-09-28,24.825,25.0619,24.825,24.9499,153631.0
2016-09-29,25.2428,25.4496,24.9326,25.0963,207064.0
2016-09-30,24.8379,25.484,24.4933,25.4323,276834.0
2016-10-01,24.8379,25.484,24.4933,25.4323,276834.0
2016-10-02,24.8379,25.484,24.4933,25.4323,276834.0
2016-10-03,25.3289,25.4151,25.2126,25.3979,82141.0
2016-10-04,25.4151,25.8459,25.3979,25.7425,201004.0
2016-10-05,25.6434,25.8459,25.4582,25.7425,142536.0
2016-10-06,25.8459,26.0483,25.7252,26.0182,256933.0
2016-10-07,25.9751,25.9837,25.5142,25.7899,164674.0
2016-10-08,25.9751,25.9837,25.5142,25.7899,164674.0
2016-10-09,25.9751,25.9837,25.5142,25.7899,164674.0
2016-10-10,25.8459,26.0397,25.6736,25.9234,134315.0
2016-10-11,25.9665,26.0139,25.7899,25.8674,126137.0
2016-10-12,25.8889,26.2335,25.7296,25.8932,252775.0
2016-10-13,25.8459,25.8459,25.5013,25.652,194483.0
2016-10-14,25.6736,25.8372,25.5013,25.7339,171092.0
2016-10-15,25.6736,25.8372,25.5013,25.7339,171092.0
2016-10-16,25.6736,25.8372,25.5013,25.7339,171092.0
2016-10-17,25.6736,25.9277,25.5142,25.6865,265916.0
2016-10-18,25.7209,25.8459,25.4582,25.484,176170.0
2016-10-19,25.4194,25.6736,24.812,25.4711,301181.0
2016-10-20,25.7597,26.5265,25.4409,25.7252,373595.0
2016-10-21,25.7597,25.9277,25.484,25.5659,164601.0
2016-10-22,25.7597,25.9277,25.484,25.5659,164601.0
2016-10-23,25.7597,25.9277,25.484,25.5659,164601.0
2016-10-24,25.5702,26.0311,25.5702,25.9837,193646.0
2016-10-25,25.932,25.9665,25.5702,25.5874,138580.0
2016-10-26,25.5874,25.8243,25.2686,25.7769,159770.0
2016-10-27,25.6865,25.8976,25.4539,25.4883,134331.0
2016-10-28,25.5185,25.7425,25.1997,25.7382,119960.0
2016-10-29,25.5185,25.7425,25.1997,25.7382,119960.0
2016-10-30,25.5185,25.7425,25.1997,25.7382,119960.0
2016-10-31,25.6089,25.7166,25.4754,25.5702,118906.0
2016-11-01,25.708,25.7166,24.6483,24.9369,364610.0
2016-11-02,24.8508,24.8508,24.4071,24.5148,225561.0
2016-11-03,24.5148,24.657,24.2693,24.2951,295371.0
2016-11-04,24.2951,24.3123,23.8902,24.1659,174323.0
2016-11-05,24.2951,24.3123,23.8902,24.1659,174323.0
2016-11-06,24.2951,24.3123,23.8902,24.1659,174323.0
2016-11-07,24.5363,24.8853,24.3813,24.8206,214868.0
2016-11-08,24.7862,24.9413,24.5579,24.7819,191307.0
2016-11-09,23.8643,24.4976,23.524,24.476,331867.0
2016-11-10,24.5536,24.5536,23.6188,23.8514,322187.0
2016-11-11,23.8385,24.0797,23.7825,23.9505,195122.0
2016-11-12,23.8385,24.0797,23.7825,23.9505,195122.0
2016-11-13,23.8385,24.0797,23.7825,23.9505,195122.0
2016-11-14,24.0151,24.1831,23.7782,23.8428,130206.0
2016-11-15,23.9505,24.2951,23.8643,24.2908,147306.0
2016-11-16,24.3382,24.5148,23.7136,23.9548,168170.0
2016-11-17,23.8643,24.3554,23.8471,24.3425,119198.0
2016-11-18,24.5105,24.812,24.3339,24.4588,160552.0
2016-11-19,24.5105,24.812,24.3339,24.4588,160552.0
2016-11-20,24.5105,24.812,24.3339,24.4588,160552.0
2016-11-21,24.5665,24.5665,24.1056,24.4588,138408.0
2016-11-22,24.4846,24.9154,24.4502,24.8809,154559.0
2016-11-23,24.9413,24.9413,24.4803,24.5837,107423.0
2016-11-24,24.6397,24.7,24.4674,24.5277,72228.0
2016-11-25,24.5622,24.6225,24.4157,24.5708,83004.0
2016-11-26,24.5622,24.6225,24.4157,24.5708,83004.0
2016-11-27,24.5622,24.6225,24.4157,24.5708,83004.0
2016-11-28,24.5536,24.5536,24.2305,24.42,108079.0
2016-11-29,24.3813,24.6311,24.2951,24.588,117281.0
2016-11-30,24.5665,24.7991,24.4846,24.756,154268.0
2016-12-01,24.7517,24.9671,24.4545,24.6483,182191.0
2016-12-02,24.644,24.644,24.14,24.2736,116338.0
2016-12-03,24.644,24.644,24.14,24.2736,116338.0
2016-12-04,24.644,24.644,24.14,24.2736,116338.0
2016-12-05,24.1357,25.0619,24.1357,24.825,168383.0
2016-12-06,24.812,24.9025,24.5536,24.7991,130621.0
2016-12-07,24.8982,26.1043,24.8982,25.9923,274971.0
2016-12-08,25.9923,26.3111,25.7597,26.1431,232495.0
2016-12-09,26.0397,26.3542,25.6736,26.2637,252478.0
2016-12-10,26.0397,26.3542,25.6736,26.2637,252478.0
2016-12-11,26.0397,26.3542,25.6736,26.2637,252478.0
2016-12-12,26.1948,26.3197,25.8889,25.9837,166090.0
2016-12-13,25.932,26.2637,25.8459,26.0052,211132.0
2016-12-14,26.0182,26.4489,25.8502,25.932,269510.0
2016-12-15,25.8588,26.1345,25.7683,26.0569,225291.0
2016-12-16,26.0569,26.5782,25.8803,26.0182,334730.0
2016-12-17,26.0569,26.5782,25.8803,26.0182,334730.0
2016-12-18,26.0569,26.5782,25.8803,26.0182,334730.0
2016-12-19,25.9234,26.3068,25.8932,25.9363,224087.0
2016-12-20,25.9406,26.0871,25.8631,26.044,163351.0
2016-12-21,25.9708,26.1905,25.9708,26.0569,190947.0
2016-12-22,25.9622,26.2766,25.9406,26.1302,176956.0
2016-12-23,26.2508,26.2508,26.0268,26.1819,81632.0
2016-12-24,26.2508,26.2508,26.0268,26.1819,81632.0
2016-12-25,26.2508,26.2508,26.0268,26.1819,81632.0
2016-12-26,26.2508,26.2508,26.0268,26.1819,81632.0
2016-12-27,26.1129,26.2637,26.0268,26.1819,68173.0
2016-12-28,26.1905,26.3025,26.0699,26.1689,80093.0
2016-12-29,26.0182,26.044,25.8545,25.9966,91408.0
2016-12-30,25.932,26.1646,25.8459,26.1302,54047.0
2016-12-31,25.932,26.1646,25.8459,26.1302,54047.0
2017-01-01,25.932,26.1646,25.8459,26.1302,54047.0
2017-01-02,26.1905,26.3886,26.1302,26.2637,84656.0
2017-01-03,26.3628,26.4748,26.1259,26.2034,236946.0
2017-01-04,26.2766,26.2766,25.7339,25.7597,250718.0
2017-01-05,25.7812,26.9615,25.7597,26.8366,364649.0
2017-01-06,26.7892,26.8969,26.5394,26.7332,144975.0
2017-01-07,26.7892,26.8969,26.5394,26.7332,144975.0
2017-01-08,26.7892,26.8969,26.5394,26.7332,144975.0
2017-01-09,26.7849,26.8797,26.5868,26.8151,187488.0
2017-01-10,26.8797,27.1726,26.7074,27.1726,255611.0
2017-01-11,27.1812,27.5689,27.0951,27.5431,233408.0
2017-01-12,27.5689,27.7455,27.1597,27.2932,195529.0
2017-01-13,27.3794,27.7412,26.9012,27.5689,209815.0
2017-01-14,27.3794,27.7412,26.9012,27.5689,209815.0
2017-01-15,27.3794,27.7412,26.9012,27.5689,209815.0
2017-01-16,27.5388,27.5388,27.0003,27.3105,162587.0
2017-01-17,27.2674,27.4311,26.9012,27.3492,131624.0
2017-01-18,27.3492,27.3492,27.0089,27.1597,119790.0
2017-01-19,27.2243,27.5345,27.0563,27.5258,186452.0
2017-01-20,27.4526,28.0341,27.2157,27.5732,291908.0
2017-01-21,27.4526,28.0341,27.2157,27.5732,291908.0
2017-01-22,27.4526,28.0341,27.2157,27.5732,291908.0
2017-01-23,27.6378,27.7369,27.276,27.3234,193153.0
2017-01-24,27.3234,27.4311,27.0649,27.4311,161824.0
2017-01-25,27.5172,28.0686,27.4957,28.0255,259129.0
2017-01-26,28.0772,28.2581,27.8015,28.1634,290026.0
2017-01-27,28.0428,28.2452,27.5905,27.6852,133136.0
2017-01-28,28.0428,28.2452,27.5905,27.6852,133136.0
2017-01-29,28.0428,28.2452,27.5905,27.6852,133136.0
2017-01-30,27.5775,27.5775,27.2243,27.3449,203314.0
2017-01-31,27.3191,27.5043,27.052,27.052,170700.0
2017-02-01,27.2243,27.7886,27.0735,27.7025,170769.0
2017-02-02,27.5689,27.7111,27.3492,27.5043,131573.0
2017-02-03,27.4526,28.1289,27.3148,27.8145,209315.0
2017-02-04,27.4526,28.1289,27.3148,27.8145,209315.0
2017-02-05,27.4526,28.1289,27.3148,27.8145,209315.0
2017-02-06,27.8274,27.8317,27.3966,27.3966,220122.0
2017-02-07,27.4268,27.668,27.3363,27.3492,141018.0
2017-02-08,27.3449,27.6378,27.2329,27.4354,161857.0
2017-02-09,27.3622,27.5517,27.0046,27.2286,184783.0
2017-02-10,27.3105,27.5775,27.1382,27.388,146268.0
2017-02-11,27.3105,27.5775,27.1382,27.388,146268.0
2017-02-12,27.3105,27.5775,27.1382,27.388,146268.0
2017-02-13,27.4828,28.3098,27.4828,28.1289,235536.0
2017-02-14,28.0686,28.4477,27.9997,28.3443,171884.0
2017-02-15,28.3443,28.4304,28.1332,28.4003,153689.0
2017-02-16,28.4692,28.5511,27.8705,27.9738,156519.0
2017-02-17,28.0385,28.0686,27.7369,28.0212,124925.0
2017-02-18,28.0385,28.0686,27.7369,28.0212,124925.0
2017-02-19,28.0385,28.0686,27.7369,28.0212,124925.0
2017-02-20,28.0858,28.2237,27.9006,27.9566,68225.0
2017-02-21,27.8705,28.3012,27.8489,28.172,149605.0
2017-02-22,28.2581,28.5597,28.0471,28.4908,238580.0
2017-02-23,28.9474,29.1024,27.9135,28.732,302064.0
2017-02-24,28.9474,28.9474,27.5861,27.9394,336914.0
2017-02-25,28.9474,28.9474,27.5861,27.9394,336914.0
2017-02-26,28.9474,28.9474,27.5861,27.9394,336914.0
2017-02-27,28.0815,28.0858,27.4095,27.5689,276138.0
2017-02-28,27.612,27.6981,27.4268,27.4655,326060.0
2017-03-01,27.6551,28.2409,27.5258,28.0901,179202.0
2017-03-02,28.2237,28.7148,28.1375,28.6501,325685.0
2017-03-03,28.6458,28.7148,28.4304,28.6674,230300.0
2017-03-04,28.6458,28.7148,28.4304,28.6674,230300.0
2017-03-05,28.6458,28.7148,28.4304,28.6674,230300.0
2017-03-06,28.8784,29.0895,28.7837,28.8698,273447.0
2017-03-07,29.0335,29.1326,28.8655,29.0594,222025.0
2017-03-08,29.1024,29.2317,28.9991,29.0895,173792.0
2017-03-09,29.068,29.1154,28.6717,28.8311,172829.0
2017-03-10,28.9474,29.4083,28.8612,29.0421,254577.0
2017-03-11,28.9474,29.4083,28.8612,29.0421,254577.0
2017-03-12,28.9474,29.4083,28.8612,29.0421,254577.0
2017-03-13,29.124,29.5246,28.9732,29.3781,284748.0
2017-03-14,29.4212,29.4212,28.9991,29.1714,344848.0
2017-03-15,29.1197,29.2618,28.9818,28.9818,274762.0
2017-03-16,29.2101,29.2877,28.7966,29.2704,237750.0
2017-03-17,29.1843,29.4427,28.9474,29.3738,210392.0
2017-03-18,29.1843,29.4427,28.9474,29.3738,210392.0
2017-03-19,29.1843,29.4427,28.9474,29.3738,210392.0
2017-03-20,29.3867,29.4643,29.2446,29.404,153458.0
2017-03-21,29.4643,29.5031,28.8526,28.956,231115.0
2017-03-22,28.8612,28.9,28.4735,28.7664,185468.0
2017-03-23,28.7751,28.9517,28.6028,28.9517,194924.0
2017-03-24,28.8569,29.0723,28.732,29.0637,176294.0
2017-03-25,28.8569,29.0723,28.732,29.0637,176294.0
2017-03-26,28.8569,29.0723,28.732,29.0637,176294.0
2017-03-27,28.8612,28.956,28.6975,28.8181,203466.0
2017-03-28,29.0292,29.3997,29.0034,29.2747,158054.0
2017-03-29,28.9474,29.1972,28.8612,28.9775,231686.0
2017-03-30,28.9689,29.3049,28.8914,29.2791,226639.0
2017-03-31,29.2101,29.4643,29.0077,29.4126,176692.0
2017-04-01,29.2101,29.4643,29.0077,29.4126,176692.0
2017-04-02,29.2101,29.4643,29.0077,29.4126,176692.0
2017-04-03,29.4987,29.7227,29.3221,29.3954,202560.0
2017-04-04,29.4643,29.5461,28.9387,29.3695,224136.0
2017-04-05,29.4212,29.4858,29.1929,29.4384,241111.0
2017-04-06,29.3911,29.615,29.2489,29.4126,250611.0
2017-04-07,29.4126,29.7141,29.3394,29.6969,206181.0
2017-04-08,29.4126,29.7141,29.3394,29.6969,206181.0
2017-04-09,29.4126,29.7141,29.3394,29.6969,206181.0
2017-04-10,29.6366,29.6969,29.3824,29.4427,153125.0
2017-04-11,29.5074,29.5806,29.0077,29.1498,169470.0
2017-04-12,29.2489,29.6194,29.2015,29.3652,163296.0
2017-04-13,29.2834,29.3437,28.9904,29.1929,148934.0
2017-04-14,29.2834,29.3437,28.9904,29.1929,148934.0
2017-04-15,29.2834,29.3437,28.9904,29.1929,148934.0
2017-04-16,29.2834,29.3437,28.9904,29.1929,148934.0
2017-04-17,29.2834,29.3437,28.9904,29.1929,148934.0
2017-04-18,29.1197,29.4169,28.5252,28.6975,285165.0
2017-04-19,28.6028,29.1283,28.6028,28.9861,204259.0
2017-04-20,28.9904,29.5203,28.9129,29.4341,160734.0
2017-04-21,29.292,29.4298,28.8268,28.9387,301699.0
2017-04-22,29.292,29.4298,28.8268,28.9387,301699.0
2017-04-23,29.292,29.4298,28.8268,28.9387,301699.0
2017-04-24,29.7701,29.9295,29.4987,29.8132,485264.0
2017-04-25,30.4033,31.3338,30.399,30.7135,434102.0
2017-04-26,30.7695,31.0452,30.5024,30.847,231305.0
2017-04-27,30.7997,31.0581,30.6532,30.8987,204506.0
2017-04-28,31.0409,31.2476,30.8987,30.9375,159688.0
2017-04-29,31.0409,31.2476,30.8987,30.9375,159688.0
2017-04-30,31.0409,31.2476,30.8987,30.9375,159688.0
2017-05-01,31.0409,31.2476,30.8987,30.9375,159688.0
2017-05-02,31.2304,31.4458,30.8815,31.015,228237.0
2017-05-03,31.443,31.4517,30.7006,30.9583,199185.0
2017-05-04,31.0936,31.3731,30.9495,31.312,231582.0
2017-05-05,31.3557,31.871,31.2203,31.871,200466.0
2017-05-06,31.3557,31.871,31.2203,31.871,200466.0
2017-05-07,31.3557,31.871,31.2203,31.871,200466.0
2017-05-08,32.1505,32.2902,31.5434,31.657,171971.0
2017-05-09,31.7356,31.9146,31.3033,31.3513,192992.0
2017-05-10,31.3207,31.7356,31.3164,31.5303,207689.0
2017-05-11,31.6264,31.74,31.0412,31.2028,432785.0
2017-05-12,31.1853,31.264,30.8316,30.9321,181764.0
2017-05-13,31.1853,31.264,30.8316,30.9321,181764.0
2017-05-14,31.1853,31.264,30.8316,30.9321,181764.0
2017-05-15,31.0063,31.0063,30.456,30.8316,254394.0
2017-05-16,30.8928,30.9364,30.5565,30.7355,152570.0
2017-05-17,30.6919,30.7923,30.2202,30.3905,222939.0
2017-05-18,30.3381,30.3774,29.2376,29.539,558271.0
2017-05-19,29.6569,30.194,29.6176,30.0848,201748.0
2017-05-20,29.6569,30.194,29.6176,30.0848,201748.0
2017-05-21,29.6569,30.194,29.6176,30.0848,201748.0
2017-05-22,30.1329,30.1329,29.5783,29.7791,275373.0
2017-05-23,29.7442,29.932,29.6612,29.8272,242530.0
2017-05-24,29.7136,29.8228,29.4341,29.7442,204784.0
2017-05-25,29.7835,29.9233,29.5957,29.7704,83524.0
2017-05-26,29.6962,29.9233,29.6394,29.8097,123692.0
2017-05-27,29.6962,29.9233,29.6394,29.8097,123692.0
2017-05-28,29.6962,29.9233,29.6394,29.8097,123692.0
2017-05-29,29.8316,29.8709,29.6263,29.6787,75997.0
2017-05-30,29.6088,29.8272,29.4909,29.7529,120613.0
2017-05-31,29.2682,29.4341,28.7267,28.8883,415638.0
2017-06-01,28.9101,29.2944,28.7747,29.29,239866.0
2017-06-02,29.4167,29.6656,29.1896,29.3992,204808.0
2017-06-03,29.4167,29.6656,29.1896,29.3992,204808.0
2017-06-04,29.4167,29.6656,29.1896,29.3992,204808.0
2017-06-05,29.4385,29.456,29.0455,29.194,90007.0
2017-06-06,29.2202,29.2202,28.6524,28.7922,161547.0
2017-06-07,28.7922,29.0105,28.6568,28.8664,122703.0
2017-06-08,28.9407,29.0498,28.5607,28.6481,262145.0
2017-06-09,28.7354,28.9931,28.635,28.9101,155062.0
2017-06-10,28.7354,28.9931,28.635,28.9101,155062.0
2017-06-11,28.7354,28.9931,28.635,28.9101,155062.0
2017-06-12,28.8795,29.1022,28.6568,28.7922,224989.0
2017-06-13,28.8228,29.0236,28.6786,28.9712,148350.0
2017-06-14,29.0411,29.2202,28.6175,28.6743,211563.0
2017-06-15,28.6481,28.6568,28.2026,28.5171,188921.0
2017-06-16,28.5607,28.814,28.5607,28.6481,242859.0
2017-06-17,28.5607,28.814,28.5607,28.6481,242859.0
2017-06-18,28.5607,28.814,28.5607,28.6481,242859.0
2017-06-19,28.8839,29.0717,28.6917,28.6961,181196.0
2017-06-20,28.8228,28.8446,28.4778,28.5607,168302.0
2017-06-21,28.5607,28.6131,28.124,28.5651,161331.0
2017-06-22,28.5607,29.2595,28.3336,29.1459,291252.0
2017-06-23,29.1721,29.3381,28.7529,29.0542,218195.0
2017-06-24,29.1721,29.3381,28.7529,29.0542,218195.0
2017-06-25,29.1721,29.3381,28.7529,29.0542,218195.0
2017-06-26,29.1721,29.6088,29.159,29.2595,287964.0
2017-06-27,29.1285,29.1285,28.3162,28.4341,345149.0
2017-06-28,28.3162,28.4821,28.0541,28.4122,218172.0
2017-06-29,28.5214,28.5214,27.696,27.9537,260509.0
2017-06-30,27.9581,28.1677,27.7834,27.8926,186728.0
2017-07-01,27.9581,28.1677,27.7834,27.8926,186728.0
2017-07-02,27.9581,28.1677,27.7834,27.8926,186728.0
2017-07-03,28.0367,28.2638,27.9231,28.2026,254587.0
2017-07-04,28.076,28.2507,27.6218,27.8402,276826.0
2017-07-05,27.9231,27.9712,27.6262,27.648,197642.0
2017-07-06,27.6524,27.7965,27.4995,27.7266,240006.0
2017-07-07,27.7222,27.7921,27.5432,27.7747,137683.0
2017-07-08,27.7222,27.7921,27.5432,27.7747,137683.0
2017-07-09,27.7222,27.7921,27.5432,27.7747,137683.0
2017-07-10,27.862,28.0585,27.6436,27.993,153570.0
2017-07-11,27.9712,28.2114,27.9493,28.0323,134750.0
2017-07-12,28.0367,28.386,28.0367,28.3118,183637.0
2017-07-13,28.2376,28.5389,28.2114,28.504,129923.0
2017-07-14,28.5607,28.7354,28.4122,28.6044,142280.0
2017-07-15,28.5607,28.7354,28.4122,28.6044,142280.0
2017-07-16,28.5607,28.7354,28.4122,28.6044,142280.0
2017-07-17,28.6743,28.8664,28.6088,28.7441,164999.0
2017-07-18,29.0411,29.0848,28.4122,28.6262,219861.0
2017-07-19,28.6481,29.2114,28.2638,29.0804,372741.0
2017-07-20,29.2595,29.4909,29.0062,29.1896,272245.0
2017-07-21,30.0455,30.0761,28.1983,28.814,661574.0
2017-07-22,30.0455,30.0761,28.1983,28.814,661574.0
2017-07-23,30.0455,30.0761,28.1983,28.814,661574.0
2017-07-24,28.8228,28.8664,28.2812,28.7354,350371.0
2017-07-25,28.7791,28.8883,28.4909,28.6612,277111.0
2017-07-26,28.9145,29.2071,28.8446,28.9669,338228.0
2017-07-27,28.9974,28.9974,28.7092,28.8228,213017.0
2017-07-28,28.7572,28.7572,28.3162,28.4472,197310.0
2017-07-29,28.7572,28.7572,28.3162,28.4472,197310.0
2017-07-30,28.7572,28.7572,28.3162,28.4472,197310.0
2017-07-31,28.4297,28.5171,28.2725,28.386,155218.0
2017-08-01,28.4734,28.8359,28.2463,28.5389,162836.0
2017-08-02,28.5083,28.7267,28.2463,28.421,184205.0
2017-08-03,28.4385,28.5389,28.1808,28.469,180257.0
2017-08-04,28.386,28.7048,28.1808,28.5127,146467.0
2017-08-05,28.386,28.7048,28.1808,28.5127,146467.0
2017-08-06,28.386,28.7048,28.1808,28.5127,146467.0
2017-08-07,28.6044,28.6699,28.3555,28.5214,118132.0
2017-08-08,28.4734,28.7398,28.386,28.635,107920.0
2017-08-09,28.5389,28.7354,28.3729,28.4079,139348.0
2017-08-10,28.4035,28.5869,28.2943,28.5433,127947.0
2017-08-11,28.386,28.4385,28.0629,28.2419,118999.0
2017-08-12,28.386,28.4385,28.0629,28.2419,118999.0
2017-08-13,28.386,28.4385,28.0629,28.2419,118999.0
2017-08-14,28.2943,28.552,28.2507,28.4122,107732.0
2017-08-15,28.5564,28.5957,28.3336,28.3336,72951.0
2017-08-16,28.386,28.8795,28.2638,28.7092,110544.0
2017-08-17,28.6917,28.7529,28.3773,28.4821,112632.0
2017-08-18,28.29,28.29,27.8838,28.0978,135434.0
2017-08-19,28.29,28.29,27.8838,28.0978,135434.0
2017-08-20,28.29,28.29,27.8838,28.0978,135434.0
2017-08-21,28.0236,28.1502,27.8009,27.945,106939.0
2017-08-22,27.9755,28.5171,27.9755,28.4166,145931.0
2017-08-23,28.421,28.6481,28.3249,28.4952,114020.0
2017-08-24,28.6175,28.6175,28.2332,28.2638,79634.0
2017-08-25,28.4341,28.4778,28.0935,28.1371,59756.0
2017-08-26,28.4341,28.4778,28.0935,28.1371,59756.0
2017-08-27,28.4341,28.4778,28.0935,28.1371,59756.0
2017-08-28,28.3074,28.3074,27.8751,27.9406,55790.0
2017-08-29,27.8795,27.8795,27.3467,27.5519,198752.0
2017-08-30,27.7135,27.8707,27.5388,27.7572,83174.0
2017-08-31,27.9493,27.9493,27.6349,27.8052,95326.0
2017-09-01,27.9886,28.4952,27.779,28.2769,159040.0
2017-09-02,27.9886,28.4952,27.779,28.2769,159040.0
2017-09-03,27.9886,28.4952,27.779,28.2769,159040.0
2017-09-04,28.207,28.5869,28.124,28.4428,143164.0
2017-09-05,28.4821,28.8228,28.4428,28.6131,133684.0
2017-09-06,28.6044,28.8926,28.6044,28.8228,202831.0
2017-09-07,28.897,29.1197,28.766,28.9276,230302.0
2017-09-08,28.9101,29.2245,28.8926,29.2027,131715.0
2017-09-09,28.9101,29.2245,28.8926,29.2027,131715.0
2017-09-10,28.9101,29.2245,28.8926,29.2027,131715.0
2017-09-11,29.2595,29.766,29.2333,29.6132,200428.0
2017-09-12,29.7398,29.9757,29.5302,29.8621,258523.0
2017-09-13,29.8796,30.0193,29.6874,29.7573,144629.0
2017-09-14,29.7311,30.3862,29.7311,30.3119,260227.0
2017-09-15,30.3469,30.6438,30.2857,30.6438,271001.0
2017-09-16,30.3469,30.6438,30.2857,30.6438,271001.0
2017-09-17,30.3469,30.6438,30.2857,30.6438,271001.0
2017-09-18,30.6962,30.8622,30.6307,30.6831,120037.0
2017-09-19,30.6569,30.7748,30.5172,30.6962,174679.0
2017-09-20,30.6351,30.7443,30.5216,30.5478,101131.0
2017-09-21,30.8316,31.3033,30.6526,31.2247,202959.0
2017-09-22,31.2247,31.5216,31.0762,31.4168,181857.0
2017-09-23,31.2247,31.5216,31.0762,31.4168,181857.0
2017-09-24,31.2247,31.5216,31.0762,31.4168,181857.0
2017-09-25,31.443,31.5041,31.2334,31.3295,137671.0
2017-09-26,31.2683,31.4212,31.181,31.2247,189500.0
2017-09-27,31.2727,31.4037,31.0238,31.2159,155408.0
2017-09-28,31.229,31.395,31.181,31.3164,152957.0
2017-09-29,31.3557,31.6788,31.1373,31.6133,221258.0
2017-09-30,31.3557,31.6788,31.1373,31.6133,221258.0
2017-10-01,31.3557,31.6788,31.1373,31.6133,221258.0
2017-10-02,31.6614,31.8622,31.4212,31.5784,177041.0
2017-10-03,31.6177,31.7443,31.491,31.491,119926.0
2017-10-04,31.4867,31.705,31.4517,31.7007,159250.0
2017-10-05,31.7138,31.8229,31.5915,31.7312,119175.0
2017-10-06,31.7618,32.0457,31.6745,31.7138,137013.0
2017-10-07,31.7618,32.0457,31.6745,31.7138,137013.0
2017-10-08,31.7618,32.0457,31.6745,31.7138,137013.0
2017-10-09,31.6963,31.8841,31.6919,31.705,77042.0
2017-10-10,31.7356,32.0631,31.5784,31.9015,193587.0
2017-10-11,31.8797,32.0544,31.8229,31.954,161455.0
2017-10-12,32.0631,32.0719,31.7662,31.9059,88464.0
2017-10-13,31.7618,31.9103,31.5697,31.7007,110379.0
2017-10-14,31.7618,31.9103,31.5697,31.7007,110379.0
2017-10-15,31.7618,31.9103,31.5697,31.7007,110379.0
2017-10-16,31.6483,31.919,31.6264,31.6264,90045.0
2017-10-17,31.6177,31.7531,31.5172,31.5522,107471.0
2017-10-18,31.5303,31.9365,31.5303,31.7487,83585.0
2017-10-19,31.705,31.7312,30.7617,31.0107,203161.0
2017-10-20,31.0936,31.3382,31.0543,31.1679,158237.0
2017-10-21,31.0936,31.3382,31.0543,31.1679,158237.0
2017-10-22,31.0936,31.3382,31.0543,31.1679,158237.0
2017-10-23,31.146,31.3731,31.1155,31.181,152802.0
2017-10-24,31.2683,31.4867,30.9059,31.0936,360796.0
2017-10-25,30.919,31.1591,30.6875,30.9539,222073.0
2017-10-26,30.9364,31.3557,30.884,31.3338,172468.0
2017-10-27,31.312,31.6177,31.2771,31.4343,120529.0
2017-10-28,31.312,31.6177,31.2771,31.4343,120529.0
2017-10-29,31.312,31.6177,31.2771,31.4343,120529.0
2017-10-30,31.3557,31.4168,31.0587,31.181,147393.0
2017-10-31,31.2683,31.2945,31.015,31.2683,105221.0
2017-11-01,31.443,31.9321,31.3426,31.7924,179180.0
2017-11-02,31.871,31.9321,31.6308,31.836,124250.0
2017-11-03,31.9234,32.0981,31.8317,31.9234,140265.0
2017-11-04,31.9234,32.0981,31.8317,31.9234,140265.0
2017-11-05,31.9234,32.0981,31.8317,31.9234,140265.0
2017-11-06,31.9671,32.1854,31.9409,32.0719,120242.0
2017-11-07,32.1243,32.1243,31.5216,31.5303,162629.0
2017-11-08,31.5303,31.7007,31.0019,31.2421,160366.0
2017-11-09,31.2683,31.3426,30.5172,30.5696,162488.0
2017-11-10,30.5696,30.6264,30.2159,30.4342,138088.0
2017-11-11,30.5696,30.6264,30.2159,30.4342,138088.0
2017-11-12,30.5696,30.6264,30.2159,30.4342,138088.0
2017-11-13,30.4298,30.4429,29.7049,29.8883,178514.0
2017-11-14,29.8709,30.0892,29.766,29.7835,95589.0
2017-11-15,29.766,29.8359,29.2289,29.4647,212898.0
2017-11-16,29.5259,30.3076,29.5259,30.2464,196866.0
2017-11-17,30.2464,30.3119,30.0019,30.2901,182230.0
2017-11-18,30.2464,30.3119,30.0019,30.2901,182230.0
2017-11-19,30.2464,30.3119,30.0019,30.2901,182230.0
2017-11-20,30.1372,30.7705,30.1372,30.6657,209918.0
2017-11-21,30.7224,30.9757,30.5914,30.8753,145795.0
2017-11-22,30.9059,31.098,30.8316,30.919,135586.0
2017-11-23,30.8316,31.1417,30.7879,31.1373,124611.0
2017-11-24,31.0238,31.1766,31.015,31.0543,82237.0
2017-11-25,31.0238,31.1766,31.015,31.0543,82237.0
2017-11-26,31.0238,31.1766,31.015,31.0543,82237.0
2017-11-27,31.0063,31.3513,30.9626,31.1155,140211.0
2017-11-28,31.0936,31.4386,31.0936,31.3862,85294.0
2017-11-29,31.3513,31.5959,31.2378,31.2858,129589.0
2017-11-30,31.2334,31.7749,31.2334,31.7749,297333.0
2017-12-01,31.7749,31.7749,31.2902,31.3819,219652.0
2017-12-02,31.7749,31.7749,31.2902,31.3819,219652.0
2017-12-03,31.7749,31.7749,31.2902,31.3819,219652.0
2017-12-04,31.5303,31.7924,31.4517,31.788,177286.0
