,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity,POM FP Equity
2021-03-26,29.2053,29.3938,28.5836,28.9227,125774.0
2021-03-27,29.2053,29.3938,28.5836,28.9227,125774.0
2021-03-28,29.2053,29.3938,28.5836,28.9227,125774.0
2021-03-29,28.9227,29.3372,28.7531,29.0923,105187.0
2021-03-30,29.3184,30.2417,29.3184,29.9779,152591.0
2021-03-31,29.9213,30.204,29.3561,29.4314,109666.0
2021-04-01,29.601,29.7894,29.243,29.488,146784.0
2021-04-02,29.601,29.7894,29.243,29.488,146784.0
2021-04-03,29.601,29.7894,29.243,29.488,146784.0
2021-04-04,29.601,29.7894,29.243,29.488,146784.0
2021-04-05,29.601,29.7894,29.243,29.488,146784.0
2021-04-06,29.7706,30.4866,29.7706,30.0532,150199.0
2021-04-07,30.0156,30.4678,29.4126,29.488,166135.0
2021-04-08,29.6387,30.0156,29.0546,29.5257,139095.0
2021-04-09,29.5257,29.5257,28.4893,28.6024,153442.0
2021-04-10,29.5257,29.5257,28.4893,28.6024,153442.0
2021-04-11,29.5257,29.5257,28.4893,28.6024,153442.0
2021-04-12,28.6401,28.7343,28.2632,28.3763,168311.0
2021-04-13,28.4517,28.9981,28.4517,28.7343,134121.0
2021-04-14,28.8285,28.885,27.8487,28.2255,301973.0
2021-04-15,28.169,28.6778,27.7357,27.7357,275767.0
2021-04-16,27.8299,28.2632,27.5849,28.2444,251858.0
2021-04-17,27.8299,28.2632,27.5849,28.2444,251858.0
2021-04-18,27.8299,28.2632,27.5849,28.2444,251858.0
2021-04-19,28.2821,28.4705,27.1892,27.3588,238909.0
2021-04-20,27.3965,28.1313,26.7935,27.2646,271257.0
2021-04-21,27.5472,27.7922,26.8501,27.5095,165929.0
2021-04-22,27.6038,28.2632,27.5849,27.9618,176298.0
2021-04-23,27.8487,28.2067,27.6414,28.1502,160560.0
2021-04-24,27.8487,28.2067,27.6414,28.1502,160560.0
2021-04-25,27.8487,28.2067,27.6414,28.1502,160560.0
2021-04-26,28.2632,28.6778,27.9806,28.5082,121842.0
2021-04-27,28.4517,28.4517,28.1125,28.3574,134513.0
2021-04-28,28.4053,28.6735,28.0989,28.2712,109682.0
2021-04-29,28.3479,28.4436,27.122,27.1603,250393.0
2021-04-30,27.4859,27.4859,26.7772,26.7772,307958.0
2021-05-01,27.4859,27.4859,26.7772,26.7772,307958.0
2021-05-02,27.4859,27.4859,26.7772,26.7772,307958.0
2021-05-03,26.7772,27.2752,25.6663,27.0071,246831.0
2021-05-04,27.0071,27.2944,25.9345,26.0494,248514.0
2021-05-05,26.1835,26.5282,25.9153,26.4899,171486.0
2021-05-06,26.624,26.9496,26.4325,26.6815,173735.0
2021-05-07,26.7964,26.9879,26.4708,26.9113,182907.0
2021-05-08,26.7964,26.9879,26.4708,26.9113,182907.0
2021-05-09,26.7964,26.9879,26.4708,26.9113,182907.0
2021-05-10,27.0071,27.3902,26.8922,27.0837,131696.0
2021-05-11,26.6432,26.873,26.5665,26.8539,118014.0
2021-05-12,26.8155,26.8347,25.8579,26.0685,264840.0
2021-05-13,25.9153,26.2218,25.4365,26.0494,98741.0
2021-05-14,26.2409,26.5091,25.7238,26.4133,191645.0
2021-05-15,26.2409,26.5091,25.7238,26.4133,191645.0
2021-05-16,26.2409,26.5091,25.7238,26.4133,191645.0
2021-05-17,26.5282,26.6432,26.2409,26.4516,74017.0
2021-05-18,26.624,27.0646,26.5474,26.7389,154519.0
2021-05-19,26.5282,26.6432,25.877,26.0302,196647.0
2021-05-20,26.2026,26.4325,25.9728,26.2218,134863.0
2021-05-21,26.3175,26.6049,26.3175,26.3559,60468.0
2021-05-22,26.3175,26.6049,26.3175,26.3559,60468.0
2021-05-23,26.3175,26.6049,26.3175,26.3559,60468.0
2021-05-24,26.375,26.5857,26.3559,26.4708,37245.0
2021-05-25,26.4325,26.7581,26.2792,26.3559,67213.0
2021-05-26,26.3942,26.5857,26.1069,26.5474,104474.0
2021-05-27,26.5857,27.1603,26.5665,27.0454,243197.0
2021-05-28,27.0454,27.2944,26.8347,27.0262,93185.0
2021-05-29,27.0454,27.2944,26.8347,27.0262,93185.0
2021-05-30,27.0454,27.2944,26.8347,27.0262,93185.0
2021-05-31,27.0837,27.1029,26.7389,26.8539,65872.0
2021-06-01,26.9879,27.5242,26.9879,27.3902,203028.0
2021-06-02,27.4859,27.6775,26.8539,27.2369,171706.0
2021-06-03,27.2944,28.1563,27.1986,28.118,250927.0
2021-06-04,27.9456,28.3479,27.9073,28.118,112662.0
2021-06-05,27.9456,28.3479,27.9073,28.118,112662.0
2021-06-06,27.9456,28.3479,27.9073,28.118,112662.0
2021-06-07,28.118,28.1372,27.7158,28.0222,119142.0
2021-06-08,27.9839,28.0222,27.4093,27.4668,174548.0
2021-06-09,27.4859,27.8116,27.0837,27.2561,122566.0
2021-06-10,27.3902,27.3902,26.6049,26.7772,123506.0
2021-06-11,26.624,27.3519,26.5282,27.2944,120115.0
2021-06-12,26.624,27.3519,26.5282,27.2944,120115.0
2021-06-13,26.624,27.3519,26.5282,27.2944,120115.0
2021-06-14,27.3902,27.6583,26.9688,27.0454,92444.0
2021-06-15,27.1986,27.1986,26.4708,26.4899,145681.0
2021-06-16,26.4325,26.5474,25.8195,26.0111,131042.0
2021-06-17,25.9536,26.5857,25.7046,25.7238,155081.0
2021-06-18,25.7238,26.0302,25.1108,25.5514,225455.0
2021-06-19,25.7238,26.0302,25.1108,25.5514,225455.0
2021-06-20,25.7238,26.0302,25.1108,25.5514,225455.0
2021-06-21,25.4556,26.0685,24.9576,25.9728,161697.0
2021-06-22,26.0494,26.2984,25.7046,26.1069,103565.0
2021-06-23,26.126,26.5091,25.8962,26.1069,156911.0
2021-06-24,26.3367,26.4899,25.9728,26.0494,134270.0
2021-06-25,26.0494,26.1452,25.8579,26.0111,80674.0
2021-06-26,26.0494,26.1452,25.8579,26.0111,80674.0
2021-06-27,26.0494,26.1452,25.8579,26.0111,80674.0
2021-06-28,25.9536,25.9536,25.4748,25.5705,117971.0
2021-06-29,25.4748,26.3559,25.4173,26.1069,220412.0
2021-06-30,26.0494,26.1643,25.0342,25.2258,231304.0
2021-07-01,25.379,26.0494,25.379,25.7238,233254.0
2021-07-02,25.8579,26.2218,25.7429,25.7621,127610.0
2021-07-03,25.8579,26.2218,25.7429,25.7621,127610.0
2021-07-04,25.8579,26.2218,25.7429,25.7621,127610.0
2021-07-05,25.7621,26.6432,25.5897,26.4708,164490.0
2021-07-06,26.5474,26.5474,25.6663,25.877,201703.0
2021-07-07,26.0302,26.0877,25.3982,25.5514,161558.0
2021-07-08,25.5322,25.6472,24.3447,24.5745,350900.0
2021-07-09,24.881,25.1492,24.2489,24.9576,207686.0
2021-07-10,24.881,25.1492,24.2489,24.9576,207686.0
2021-07-11,24.881,25.1492,24.2489,24.9576,207686.0
2021-07-12,24.9002,25.0151,24.4021,24.7661,149479.0
2021-07-13,24.7086,25.4556,24.7086,25.1492,195493.0
2021-07-14,25.0917,25.3407,24.8618,25.1875,79392.0
2021-07-15,25.1108,25.1875,24.6512,24.9768,138319.0
2021-07-16,24.9768,25.0342,24.383,24.4405,116435.0
2021-07-17,24.9768,25.0342,24.383,24.4405,116435.0
2021-07-18,24.9768,25.0342,24.383,24.4405,116435.0
2021-07-19,24.134,24.134,23.2912,23.8275,193217.0
2021-07-20,23.9041,24.2872,23.7318,24.2106,127428.0
2021-07-21,25.379,26.3942,24.9959,25.3982,427740.0
2021-07-22,25.6663,25.8387,24.7086,24.7852,253469.0
2021-07-23,25.0342,25.628,24.9385,24.9385,244310.0
2021-07-24,25.0342,25.628,24.9385,24.9385,244310.0
2021-07-25,25.0342,25.628,24.9385,24.9385,244310.0
2021-07-26,24.9959,25.0151,24.3255,24.6128,234362.0
2021-07-27,24.6128,24.6128,24.2489,24.5171,122999.0
2021-07-28,24.4213,25.0151,24.2298,24.9193,148897.0
2021-07-29,25.0534,25.8195,25.0534,25.5322,162935.0
2021-07-30,25.4365,25.8962,25.3407,25.628,135616.0
2021-07-31,25.4365,25.8962,25.3407,25.628,135616.0
2021-08-01,25.4365,25.8962,25.3407,25.628,135616.0
2021-08-02,25.7621,26.2026,25.6663,25.7429,120897.0
2021-08-03,25.7429,25.8962,25.5131,25.6855,96183.0
2021-08-04,25.8004,25.9728,25.5131,25.6663,75571.0
2021-08-05,25.6663,26.3175,25.5705,26.2026,138916.0
2021-08-06,26.1452,26.5282,25.9536,26.2984,86719.0
2021-08-07,26.1452,26.5282,25.9536,26.2984,86719.0
2021-08-08,26.1452,26.5282,25.9536,26.2984,86719.0
2021-08-09,26.2984,26.2984,25.3407,25.379,269403.0
2021-08-10,25.3407,25.6663,24.9576,25.6663,235427.0
2021-08-11,25.6663,26.2409,25.5705,26.2218,148012.0
2021-08-12,26.2026,26.5091,25.8962,26.3942,133520.0
2021-08-13,26.2792,26.4133,25.5705,25.7812,241569.0
2021-08-14,26.2792,26.4133,25.5705,25.7812,241569.0
2021-08-15,26.2792,26.4133,25.5705,25.7812,241569.0
2021-08-16,26.0111,26.6623,25.628,25.8004,325596.0
2021-08-17,25.6663,25.877,24.8044,25.0725,274766.0
2021-08-18,25.1875,25.7621,25.0725,25.6663,169844.0
2021-08-19,25.2258,25.2258,24.8044,24.9959,236000.0
2021-08-20,24.8235,25.1492,24.383,24.5937,191614.0
2021-08-21,24.8235,25.1492,24.383,24.5937,191614.0
2021-08-22,24.8235,25.1492,24.383,24.5937,191614.0
2021-08-23,24.7086,24.9002,24.4213,24.632,108873.0
2021-08-24,24.8044,24.9959,24.5554,24.632,154946.0
2021-08-25,24.7278,24.9959,24.5554,24.881,221392.0
2021-08-26,24.881,25.2258,24.7086,24.8235,163217.0
2021-08-27,24.7469,25.3407,24.6895,25.2832,122858.0
2021-08-28,24.7469,25.3407,24.6895,25.2832,122858.0
2021-08-29,24.7469,25.3407,24.6895,25.2832,122858.0
2021-08-30,25.3024,25.6472,24.6703,24.7086,166837.0
2021-08-31,24.7278,24.8235,24.2872,24.4405,198468.0
2021-09-01,24.6128,24.7086,23.8658,23.9616,248021.0
2021-09-02,23.9425,24.1915,23.8658,23.885,204795.0
2021-09-03,23.9808,24.0191,23.6935,23.7701,97150.0
2021-09-04,23.9808,24.0191,23.6935,23.7701,97150.0
2021-09-05,23.9808,24.0191,23.6935,23.7701,97150.0
2021-09-06,23.7318,23.7701,22.9273,23.2721,214023.0
2021-09-07,23.2338,23.2721,22.9081,23.0422,98873.0
2021-09-08,22.8507,22.8507,22.2186,22.2952,186864.0
2021-09-09,22.0845,22.2761,21.8355,22.2378,162196.0
2021-09-10,22.3144,22.6783,22.1037,22.142,180121.0
2021-09-11,22.3144,22.6783,22.1037,22.142,180121.0
2021-09-12,22.3144,22.6783,22.1037,22.142,180121.0
2021-09-13,22.142,22.4676,21.9504,22.2186,185209.0
2021-09-14,22.1803,22.3527,21.644,21.7014,194318.0
2021-09-15,21.5482,21.7206,21.146,21.4524,255101.0
2021-09-16,21.4524,21.5674,20.5139,20.533,221170.0
2021-09-17,20.7821,21.5674,20.7246,21.3758,350863.0
2021-09-18,20.7821,21.5674,20.7246,21.3758,350863.0
2021-09-19,20.7821,21.5674,20.7246,21.3758,350863.0
2021-09-20,20.9736,20.9736,20.4181,20.7629,286299.0
2021-09-21,20.7821,21.0502,20.7437,20.9353,206095.0
2021-09-22,21.0694,21.8164,20.9544,21.7206,229701.0
2021-09-23,22.2378,22.7358,21.9696,22.4101,291374.0
2021-09-24,22.142,22.64,21.9887,22.5251,175007.0
2021-09-25,22.142,22.64,21.9887,22.5251,175007.0
2021-09-26,22.142,22.64,21.9887,22.5251,175007.0
2021-09-27,22.0462,22.5442,21.5865,21.7397,271717.0
2021-09-28,21.7014,22.142,21.3567,21.7206,247456.0
2021-09-29,21.7781,21.8738,21.1843,21.1843,206534.0
2021-09-30,21.3567,21.4524,21.0311,21.2417,143342.0
2021-10-01,20.8778,21.1843,20.533,21.0694,179084.0
2021-10-02,20.8778,21.1843,20.533,21.0694,179084.0
2021-10-03,20.8778,21.1843,20.533,21.0694,179084.0
2021-10-04,21.0502,21.0694,20.7246,20.897,81132.0
2021-10-05,20.9736,20.9736,20.4564,20.9353,151053.0
2021-10-06,20.8012,20.8012,20.3224,20.6863,149091.0
2021-10-07,20.8778,21.4141,20.6863,21.3184,342488.0
2021-10-08,21.3758,22.5634,21.2417,22.2761,362856.0
2021-10-09,21.3758,22.5634,21.2417,22.2761,362856.0
2021-10-10,21.3758,22.5634,21.2417,22.2761,362856.0
2021-10-11,22.2569,22.7358,22.1803,22.6017,159968.0
2021-10-12,22.5059,22.7166,22.2186,22.5634,189075.0
2021-10-13,22.6017,22.8315,22.4868,22.6017,110666.0
2021-10-14,22.7932,23.0231,22.6208,22.7358,135115.0
2021-10-15,22.8315,23.1188,22.7549,23.0614,119164.0
2021-10-16,22.8315,23.1188,22.7549,23.0614,119164.0
2021-10-17,22.8315,23.1188,22.7549,23.0614,119164.0
2021-10-18,22.889,22.9848,22.4484,22.6017,71566.0
2021-10-19,22.6974,22.6974,21.9696,22.1611,104936.0
2021-10-20,22.0271,22.2569,21.4716,22.1228,158501.0
2021-10-21,22.0271,22.4484,21.8547,22.2186,94225.0
2021-10-22,22.142,22.6974,21.9887,22.3527,135193.0
2021-10-23,22.142,22.6974,21.9887,22.3527,135193.0
2021-10-24,22.142,22.6974,21.9887,22.3527,135193.0
2021-10-25,22.3335,22.3718,21.8547,22.2569,87911.0
2021-10-26,22.3144,22.4676,21.9696,22.0654,175095.0
2021-10-27,22.1228,22.64,21.8355,22.391,177709.0
2021-10-28,22.4101,22.7932,22.3144,22.7932,128198.0
2021-10-29,22.7932,22.9464,22.64,22.9464,130301.0
2021-10-30,22.7932,22.9464,22.64,22.9464,130301.0
2021-10-31,22.7932,22.9464,22.64,22.9464,130301.0
2021-11-01,22.9656,23.1571,22.7166,22.7932,89862.0
2021-11-02,22.6974,22.7358,22.3335,22.5059,76217.0
2021-11-03,22.3144,22.7358,22.2761,22.7166,69979.0
2021-11-04,22.6783,22.889,22.3718,22.5634,90343.0
2021-11-05,22.4484,22.9081,22.3527,22.8124,124483.0
2021-11-06,22.4484,22.9081,22.3527,22.8124,124483.0
2021-11-07,22.4484,22.9081,22.3527,22.8124,124483.0
2021-11-08,22.7932,22.9464,22.391,22.889,80461.0
2021-11-09,22.9273,23.3295,22.8507,23.1763,166521.0
2021-11-10,23.2338,23.4445,22.7549,23.3678,177455.0
2021-11-11,23.2912,23.3104,22.7932,22.7932,76148.0
2021-11-12,22.9848,23.4445,22.8315,23.2912,117210.0
2021-11-13,22.9848,23.4445,22.8315,23.2912,117210.0
2021-11-14,22.9848,23.4445,22.8315,23.2912,117210.0
2021-11-15,23.2721,23.4253,23.0997,23.2721,89535.0
2021-11-16,23.4636,24.5171,23.4636,24.3638,336664.0
2021-11-17,24.5171,24.7661,24.0574,24.0574,219837.0
2021-11-18,24.0765,24.4213,23.8084,23.9616,171221.0
2021-11-19,24.0382,24.2681,22.9081,23.1954,241364.0
2021-11-20,24.0382,24.2681,22.9081,23.1954,241364.0
2021-11-21,24.0382,24.2681,22.9081,23.1954,241364.0
2021-11-22,23.1763,23.636,23.0997,23.5019,170715.0
2021-11-23,23.4636,23.6168,22.9848,23.0039,144021.0
2021-11-24,22.9081,23.1188,22.6591,22.7358,102795.0
2021-11-25,22.7549,22.7549,22.1611,22.5825,125984.0
2021-11-26,22.0271,22.0271,21.1077,21.2034,301531.0
2021-11-27,22.0271,22.0271,21.1077,21.2034,301531.0
2021-11-28,22.0271,22.0271,21.1077,21.2034,301531.0
2021-11-29,21.1651,21.2417,20.4564,20.5522,300558.0
2021-11-30,20.3798,21.4141,20.0734,21.1843,381478.0
2021-12-01,21.2609,21.8738,21.2609,21.7206,114658.0
2021-12-02,21.5291,21.8355,21.395,21.7972,128221.0
2021-12-03,21.9313,21.9887,21.4907,21.6823,150809.0
2021-12-04,21.9313,21.9887,21.4907,21.6823,150809.0
2021-12-05,21.9313,21.9887,21.4907,21.6823,150809.0
2021-12-06,21.7397,22.2569,21.6057,22.1803,101424.0
2021-12-07,22.4101,23.0039,22.391,22.6974,251363.0
2021-12-08,22.6017,23.2338,22.5442,23.138,170023.0
2021-12-09,23.1763,23.3295,22.9848,23.2529,97536.0
2021-12-10,23.1763,23.3678,22.9464,23.1954,128562.0
2021-12-11,23.1763,23.3678,22.9464,23.1954,128562.0
2021-12-12,23.1763,23.3678,22.9464,23.1954,128562.0
2021-12-13,23.2529,23.3487,22.2378,22.2952,115620.0
2021-12-14,22.2186,22.3718,21.9313,21.9313,119302.0
2021-12-15,21.9887,22.1803,21.6057,21.6057,110157.0
2021-12-16,22.1037,22.4484,21.2609,21.5291,282008.0
2021-12-17,21.3758,21.3758,20.7629,21.2801,138698.0
2021-12-18,21.3758,21.3758,20.7629,21.2801,138698.0
2021-12-19,21.3758,21.3758,20.7629,21.2801,138698.0
2021-12-20,20.7821,20.9736,20.5139,20.6863,178320.0
2021-12-21,20.8395,21.0885,20.7246,20.9544,93712.0
2021-12-22,21.0502,21.0885,20.8395,20.9927,133025.0
2021-12-23,20.9927,22.0845,20.9927,21.8547,217616.0
2021-12-24,21.9313,22.0462,21.8355,21.8547,29416.0
2021-12-25,21.9313,22.0462,21.8355,21.8547,29416.0
2021-12-26,21.9313,22.0462,21.8355,21.8547,29416.0
2021-12-27,21.7206,22.0079,21.644,21.8547,43157.0
2021-12-28,21.8547,22.142,21.8355,21.9696,56717.0
2021-12-29,22.1228,22.1228,21.4907,21.7397,66653.0
2021-12-30,21.5865,21.9121,21.5865,21.8355,66366.0
2021-12-31,21.644,21.893,21.644,21.893,18085.0
2022-01-01,21.644,21.893,21.644,21.893,18085.0
2022-01-02,21.644,21.893,21.644,21.893,18085.0
2022-01-03,21.7781,22.3527,21.7781,22.1803,171914.0
2022-01-04,22.391,22.9848,22.3527,22.7549,236108.0
2022-01-05,22.6974,23.5594,22.6974,23.3678,250393.0
2022-01-06,23.0805,23.1954,22.8315,22.8698,122520.0
2022-01-07,23.0997,23.2146,22.6974,22.7549,134414.0
2022-01-08,23.0997,23.2146,22.6974,22.7549,134414.0
2022-01-09,23.0997,23.2146,22.6974,22.7549,134414.0
2022-01-10,22.9848,23.0614,22.4484,22.5251,93096.0
2022-01-11,22.4868,22.8507,22.3335,22.6017,79062.0
2022-01-12,22.6974,22.8507,22.5442,22.64,172069.0
2022-01-13,22.5059,23.0039,22.0271,23.0039,124335.0
2022-01-14,22.7932,23.3104,22.7932,22.9848,84007.0
2022-01-15,22.7932,23.3104,22.7932,22.9848,84007.0
2022-01-16,22.7932,23.3104,22.7932,22.9848,84007.0
2022-01-17,22.889,23.1763,22.6017,23.0805,113064.0
2022-01-18,22.9848,22.9848,21.9504,22.1037,174299.0
2022-01-19,22.0271,22.5059,21.7014,21.9313,210773.0
2022-01-20,22.0845,22.1994,21.4524,21.6248,119261.0
2022-01-21,21.0694,21.1651,20.7629,20.9927,203831.0
2022-01-22,21.0694,21.1651,20.7629,20.9927,203831.0
2022-01-23,21.0694,21.1651,20.7629,20.9927,203831.0
2022-01-24,20.8778,20.9161,19.8627,20.1117,254523.0
2022-01-25,20.4181,20.4181,19.8052,20.2266,215533.0
2022-01-26,20.399,20.6863,20.1117,20.2649,216877.0
2022-01-27,19.901,20.5522,19.5754,20.2074,231610.0
2022-01-28,20.1117,20.1117,19.0103,19.1731,227592.0
2022-01-29,20.1117,20.1117,19.0103,19.1731,227592.0
2022-01-30,20.1117,20.1117,19.0103,19.1731,227592.0
2022-01-31,19.3838,19.7286,19.2114,19.6328,144862.0
2022-02-01,19.7286,20.3224,19.7286,20.1883,108080.0
2022-02-02,20.3032,20.5905,20.035,20.035,209582.0
2022-02-03,20.0159,20.3032,19.9584,19.9584,65327.0
2022-02-04,20.0542,20.1117,19.2306,19.5562,162951.0
2022-02-05,20.0542,20.1117,19.2306,19.5562,162951.0
2022-02-06,20.0542,20.1117,19.2306,19.5562,162951.0
2022-02-07,19.6328,19.9967,19.6328,19.6328,83606.0
2022-02-08,19.7286,20.1883,19.537,20.1117,158786.0
2022-02-09,20.1691,20.7054,20.15,20.4181,207069.0
2022-02-10,20.4947,20.5905,19.9776,20.3798,269817.0
2022-02-11,20.1117,20.4181,19.9776,20.1308,120806.0
2022-02-12,20.1117,20.4181,19.9776,20.1308,120806.0
2022-02-13,20.1117,20.4181,19.9776,20.1308,120806.0
2022-02-14,19.6328,20.0159,19.1923,20.0159,217671.0
2022-02-15,19.9776,20.6671,19.8627,20.6097,146488.0
2022-02-16,20.648,20.8204,20.1691,20.3032,134949.0
2022-02-17,20.399,20.7437,20.0734,20.1883,132589.0
2022-02-18,20.1117,20.3798,19.786,19.786,99601.0
2022-02-19,20.1117,20.3798,19.786,19.786,99601.0
2022-02-20,20.1117,20.3798,19.786,19.786,99601.0
2022-02-21,20.0159,20.0925,19.288,19.3647,143122.0
2022-02-22,19.2114,19.3263,17.8611,18.9241,420789.0
2022-02-23,18.6751,19.5179,18.6751,18.9145,204039.0
2022-02-24,18.1867,18.5123,17.5259,18.1963,332069.0
2022-02-25,18.292,18.5698,17.727,18.407,292347.0
2022-02-26,18.292,18.5698,17.727,18.407,292347.0
2022-02-27,18.292,18.5698,17.727,18.407,292347.0
2022-02-28,17.8132,18.2633,17.5355,18.158,208306.0
2022-03-01,18.1005,18.2058,16.8268,16.9034,256451.0
2022-03-02,16.6639,16.9513,15.9265,16.7214,234022.0
2022-03-03,16.798,17.0183,15.8116,15.8978,243729.0
2022-03-04,15.7062,15.7062,15.0167,15.055,399128.0
2022-03-05,15.7062,15.7062,15.0167,15.055,399128.0
2022-03-06,15.7062,15.7062,15.0167,15.055,399128.0
2022-03-07,14.4134,15.1316,13.8866,14.8922,442331.0
2022-03-08,14.6241,15.5339,14.557,14.5762,255127.0
2022-03-09,15.0933,15.9936,14.9784,15.8691,326734.0
2022-03-10,15.9936,15.9936,14.7007,14.8922,414300.0
2022-03-11,15.0359,15.3806,14.7294,15.1029,302929.0
2022-03-12,15.0359,15.3806,14.7294,15.1029,302929.0
2022-03-13,15.0359,15.3806,14.7294,15.1029,302929.0
2022-03-14,15.4668,16.1181,15.3902,15.6392,413734.0
2022-03-15,15.4956,15.5817,14.9401,15.3232,381041.0
2022-03-16,15.7062,16.482,15.6584,16.1659,202030.0
2022-03-17,16.3671,16.3766,15.6871,15.802,164492.0
2022-03-18,15.802,15.802,15.0933,15.5051,510728.0
2022-03-19,15.802,15.802,15.0933,15.5051,510728.0
2022-03-20,15.802,15.802,15.0933,15.5051,510728.0
2022-03-21,15.5147,15.8499,15.3136,15.3232,161535.0
2022-03-22,15.486,15.735,15.2753,15.7158,114182.0
2022-03-23,15.802,15.8499,15.2944,15.3232,120128.0
2022-03-24,15.3232,15.5243,15.0071,15.0742,199637.0
2022-03-25,15.0646,15.4381,15.0454,15.0742,160119.0
2022-03-26,15.0646,15.4381,15.0454,15.0742,160119.0
2022-03-27,15.0646,15.4381,15.0454,15.0742,160119.0
2022-03-28,15.2082,15.3615,14.9401,14.988,86090.0
2022-03-29,15.2274,16.8746,15.2274,16.731,316264.0
2022-03-30,16.6065,16.6448,15.984,16.1755,185102.0
2022-03-31,16.233,16.2521,15.7158,15.802,262566.0
2022-04-01,15.802,16.1085,15.6679,15.7733,320280.0
2022-04-02,15.802,16.1085,15.6679,15.7733,320280.0
2022-04-03,15.802,16.1085,15.6679,15.7733,320280.0
2022-04-04,15.8978,16.0893,15.5913,15.9936,275435.0
2022-04-05,15.9936,16.0127,15.0071,15.0071,231656.0
2022-04-06,15.0263,15.3423,14.2601,14.4134,266586.0
2022-04-07,14.4996,14.7007,14.0877,14.0877,171189.0
2022-04-08,14.5379,14.5379,14.0207,14.1069,269778.0
2022-04-09,14.5379,14.5379,14.0207,14.1069,269778.0
2022-04-10,14.5379,14.5379,14.0207,14.1069,269778.0
2022-04-11,14.1165,14.2601,13.7525,14.0973,203824.0
2022-04-12,13.9345,14.3942,13.743,14.2697,224783.0
2022-04-13,14.1739,14.2697,13.9249,14.2697,90191.0
2022-04-14,14.3655,14.6049,14.241,14.4134,114624.0
2022-04-15,14.3655,14.6049,14.241,14.4134,114624.0
2022-04-16,14.3655,14.6049,14.241,14.4134,114624.0
2022-04-17,14.3655,14.6049,14.241,14.4134,114624.0
2022-04-18,14.3655,14.6049,14.241,14.4134,114624.0
2022-04-19,14.4134,14.6719,14.2601,14.5283,141320.0
2022-04-20,14.5283,14.988,14.5187,14.7677,154062.0
2022-04-21,14.8252,15.6105,14.806,15.3615,132467.0
2022-04-22,15.2944,15.304,14.8156,14.9209,253045.0
2022-04-23,15.2944,15.304,14.8156,14.9209,253045.0
2022-04-24,15.2944,15.304,14.8156,14.9209,253045.0
2022-04-25,14.7581,15.0071,14.5379,14.7677,158439.0
2022-04-26,14.9401,14.9401,14.2027,14.2027,265639.0
2022-04-27,14.3655,14.9784,14.1548,14.557,311063.0
2022-04-28,14.7521,15.0644,14.5863,14.9278,222510.0
2022-04-29,15.201,15.6107,15.0839,15.1814,188419.0
2022-04-30,15.201,15.6107,15.0839,15.1814,188419.0
2022-05-01,15.201,15.6107,15.0839,15.1814,188419.0
2022-05-02,15.1131,15.1131,14.4692,14.8692,94239.0
2022-05-03,14.9278,15.24,14.8692,15.1424,100733.0
2022-05-04,15.1619,15.1619,14.8985,15.0253,85655.0
2022-05-05,15.2205,15.3375,14.1472,14.1472,216248.0
2022-05-06,14.2448,14.596,13.8448,14.557,218653.0
2022-05-07,14.2448,14.596,13.8448,14.557,218653.0
2022-05-08,14.2448,14.596,13.8448,14.557,218653.0
2022-05-09,14.5277,14.5375,14.1472,14.2838,114236.0
2022-05-10,14.3424,14.7619,14.2253,14.3229,148889.0
2022-05-11,14.5863,14.918,14.5668,14.8107,110798.0
2022-05-12,14.6351,15.0253,14.4009,14.9961,92045.0
2022-05-13,15.1229,15.318,14.8595,15.318,102995.0
2022-05-14,15.1229,15.318,14.8595,15.318,102995.0
2022-05-15,15.1229,15.318,14.8595,15.318,102995.0
2022-05-16,15.2595,15.3863,14.8595,15.2693,195435.0
2022-05-17,15.3473,15.7571,15.2693,15.5132,189667.0
2022-05-18,15.7083,15.7083,15.4156,15.5912,118079.0
2022-05-19,15.5132,15.562,14.9375,15.562,100169.0
2022-05-20,15.7083,16.4401,15.7083,15.8937,244746.0
2022-05-21,15.7083,16.4401,15.7083,15.8937,244746.0
2022-05-22,15.7083,16.4401,15.7083,15.8937,244746.0
2022-05-23,16.2449,16.2937,15.8059,15.9327,112170.0
2022-05-24,15.8059,16.0303,15.562,15.7181,153423.0
2022-05-25,15.9034,16.0595,15.5132,16.0595,87781.0
2022-05-26,16.0986,16.6157,16.04,16.5864,94555.0
2022-05-27,16.6352,16.9864,16.3718,16.9474,158761.0
2022-05-28,16.6352,16.9864,16.3718,16.9474,158761.0
2022-05-29,16.6352,16.9864,16.3718,16.9474,158761.0
2022-05-30,17.0742,17.1718,16.9181,17.1621,110049.0
2022-05-31,17.1621,17.1621,16.7035,17.0059,169740.0
2022-06-01,16.9572,17.5523,16.9572,17.4645,144794.0
2022-06-02,17.4255,17.7572,17.4255,17.6304,141237.0
2022-06-03,17.5426,17.6011,16.8108,16.8694,164767.0
2022-06-04,17.5426,17.6011,16.8108,16.8694,164767.0
2022-06-05,17.5426,17.6011,16.8108,16.8694,164767.0
2022-06-06,17.0742,17.6109,17.0645,17.5133,69621.0
2022-06-07,17.5133,17.5231,17.123,17.3669,92556.0
2022-06-08,17.2401,17.3865,17.0645,17.2694,104380.0
2022-06-09,17.2694,17.406,16.9669,17.3669,96227.0
2022-06-10,17.1718,17.3084,16.8011,16.8206,128201.0
