,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity,TRPL4 BZ Equity
2013-10-16,3.786,3.866,3.764,3.824,1297847.0
2013-10-17,3.807,3.815,3.747,3.786,405981.0
2013-10-18,3.788,3.83,3.763,3.792,301055.0
2013-10-19,3.788,3.83,3.763,3.792,301055.0
2013-10-20,3.788,3.83,3.763,3.792,301055.0
2013-10-21,3.792,3.794,3.751,3.753,569422.0
2013-10-22,3.771,3.786,3.747,3.78,747392.0
2013-10-23,3.779,3.801,3.736,3.764,1090821.0
2013-10-24,3.745,3.765,3.699,3.711,564983.0
2013-10-25,3.709,3.732,3.652,3.69,437458.0
2013-10-26,3.709,3.732,3.652,3.69,437458.0
2013-10-27,3.709,3.732,3.652,3.69,437458.0
2013-10-28,3.66,3.717,3.66,3.703,765552.0
2013-10-29,3.609,3.609,3.495,3.513,2721605.0
2013-10-30,3.531,3.531,3.432,3.478,1485906.0
2013-10-31,3.476,3.565,3.432,3.565,2166710.0
2013-11-01,3.574,3.574,3.421,3.421,2111019.0
2013-11-02,3.574,3.574,3.421,3.421,2111019.0
2013-11-03,3.574,3.574,3.421,3.421,2111019.0
2013-11-04,3.421,3.476,3.361,3.476,992756.0
2013-11-05,3.471,3.471,3.395,3.421,1142880.0
2013-11-06,3.434,3.434,3.371,3.382,1027462.0
2013-11-07,3.383,3.421,3.255,3.255,1767994.0
2013-11-08,3.258,3.278,3.165,3.212,1762344.0
2013-11-09,3.258,3.278,3.165,3.212,1762344.0
2013-11-10,3.258,3.278,3.165,3.212,1762344.0
2013-11-11,3.211,3.268,3.194,3.24,516960.0
2013-11-12,3.234,3.234,3.2,3.2,556912.0
2013-11-13,3.201,3.254,3.184,3.254,487903.0
2013-11-14,3.262,3.352,3.244,3.352,564580.0
2013-11-15,3.262,3.352,3.244,3.352,564580.0
2013-11-16,3.262,3.352,3.244,3.352,564580.0
2013-11-17,3.262,3.352,3.244,3.352,564580.0
2013-11-18,3.352,3.412,3.259,3.288,1043605.0
2013-11-19,3.28,3.307,3.141,3.141,1729252.0
2013-11-20,3.28,3.307,3.141,3.141,1729252.0
2013-11-21,3.135,3.162,3.125,3.139,667084.0
2013-11-22,3.135,3.244,3.135,3.203,859581.0
2013-11-23,3.135,3.244,3.135,3.203,859581.0
2013-11-24,3.135,3.244,3.135,3.203,859581.0
2013-11-25,3.207,3.246,3.161,3.2,490325.0
2013-11-26,3.189,3.204,3.124,3.133,1215117.0
2013-11-27,3.133,3.182,3.133,3.161,1009302.0
2013-11-28,3.186,3.22,3.137,3.155,1141266.0
2013-11-29,3.164,3.211,3.141,3.211,1059343.0
2013-11-30,3.164,3.211,3.141,3.211,1059343.0
2013-12-01,3.164,3.211,3.141,3.211,1059343.0
2013-12-02,3.189,3.201,3.155,3.189,888234.0
2013-12-03,3.155,3.21,3.133,3.17,1252245.0
2013-12-04,3.17,3.18,3.101,3.144,843036.0
2013-12-05,3.169,3.173,3.121,3.139,643274.0
2013-12-06,3.16,3.223,3.104,3.166,568615.0
2013-12-07,3.16,3.223,3.104,3.166,568615.0
2013-12-08,3.16,3.223,3.104,3.166,568615.0
2013-12-09,3.193,3.222,3.144,3.205,815190.0
2013-12-10,3.223,3.223,3.106,3.106,1197361.0
2013-12-11,3.107,3.14,3.054,3.067,1217942.0
2013-12-12,3.081,3.137,3.049,3.1,814786.0
2013-12-13,3.097,3.128,3.056,3.083,818822.0
2013-12-14,3.097,3.128,3.056,3.083,818822.0
2013-12-15,3.097,3.128,3.056,3.083,818822.0
2013-12-16,3.106,3.106,2.977,2.989,2081156.0
2013-12-17,2.989,2.995,2.901,2.922,2303921.0
2013-12-18,2.923,2.972,2.921,2.956,1860005.0
2013-12-19,2.956,3.048,2.917,3.048,1199379.0
2013-12-20,3.045,3.092,2.904,2.958,4489195.0
2013-12-21,3.045,3.092,2.904,2.958,4489195.0
2013-12-22,3.045,3.092,2.904,2.958,4489195.0
2013-12-23,2.983,3.035,2.978,3.023,1448375.0
2013-12-24,2.983,3.035,2.978,3.023,1448375.0
2013-12-25,2.983,3.035,2.978,3.023,1448375.0
2013-12-26,3.046,3.091,3.003,3.07,1018180.0
2013-12-27,3.07,3.125,3.07,3.105,1282915.0
2013-12-28,3.07,3.125,3.07,3.105,1282915.0
2013-12-29,3.07,3.125,3.07,3.105,1282915.0
2013-12-30,3.104,3.146,3.075,3.131,968946.0
2013-12-31,3.104,3.146,3.075,3.131,968946.0
2014-01-01,3.104,3.146,3.075,3.131,968946.0
2014-01-02,3.13,3.15,3.019,3.019,2256301.0
2014-01-03,3.024,3.163,3.013,3.163,5498497.0
2014-01-04,3.024,3.163,3.013,3.163,5498497.0
2014-01-05,3.024,3.163,3.013,3.163,5498497.0
2014-01-06,3.125,3.178,3.078,3.14,2918542.0
2014-01-07,3.159,3.187,3.074,3.088,1803507.0
2014-01-08,3.089,3.134,3.03,3.128,2021429.0
2014-01-09,3.098,3.142,3.081,3.117,2153393.0
2014-01-10,3.105,3.149,3.081,3.107,879759.0
2014-01-11,3.105,3.149,3.081,3.107,879759.0
2014-01-12,3.105,3.149,3.081,3.107,879759.0
2014-01-13,3.105,3.119,3.053,3.07,871688.0
2014-01-14,3.048,3.134,3.043,3.097,1144898.0
2014-01-15,3.075,3.134,3.073,3.12,1026252.0
2014-01-16,3.135,3.156,3.077,3.093,951997.0
2014-01-17,3.082,3.103,3.04,3.064,1133598.0
2014-01-18,3.082,3.103,3.04,3.064,1133598.0
2014-01-19,3.082,3.103,3.04,3.064,1133598.0
2014-01-20,3.041,3.085,3.035,3.055,785730.0
2014-01-21,3.053,3.074,3.0,3.039,1087593.0
2014-01-22,3.033,3.075,3.002,3.07,872092.0
2014-01-23,3.07,3.07,3.004,3.02,3886680.0
2014-01-24,3.011,3.011,2.931,2.966,680805.0
2014-01-25,3.011,3.011,2.931,2.966,680805.0
2014-01-26,3.011,3.011,2.931,2.966,680805.0
2014-01-27,2.942,2.98,2.92,2.946,576686.0
2014-01-28,2.959,2.964,2.909,2.929,892673.0
2014-01-29,2.906,2.935,2.873,2.873,893480.0
2014-01-30,2.905,2.905,2.804,2.846,823665.0
2014-01-31,2.846,2.85,2.785,2.824,1805928.0
2014-02-01,2.846,2.85,2.785,2.824,1805928.0
2014-02-02,2.846,2.85,2.785,2.824,1805928.0
2014-02-03,2.832,2.873,2.804,2.861,720757.0
2014-02-04,2.863,2.863,2.757,2.796,1148126.0
2014-02-05,2.793,2.793,2.71,2.733,795012.0
2014-02-06,2.762,2.776,2.692,2.713,1569442.0
2014-02-07,2.716,2.747,2.671,2.675,1648540.0
2014-02-08,2.716,2.747,2.671,2.675,1648540.0
2014-02-09,2.716,2.747,2.671,2.675,1648540.0
2014-02-10,2.686,2.732,2.652,2.693,1026252.0
2014-02-11,2.707,2.745,2.676,2.719,1297443.0
2014-02-12,2.739,2.739,2.681,2.721,1440303.0
2014-02-13,2.721,2.75,2.678,2.733,1717549.0
2014-02-14,2.748,2.862,2.724,2.791,3282149.0
2014-02-15,2.748,2.862,2.724,2.791,3282149.0
2014-02-16,2.748,2.862,2.724,2.791,3282149.0
2014-02-17,2.79,2.838,2.757,2.818,873706.0
2014-02-18,2.835,2.896,2.817,2.823,2395932.0
2014-02-19,2.847,2.905,2.764,2.811,2067031.0
2014-02-20,2.806,2.884,2.792,2.878,604936.0
2014-02-21,2.873,2.96,2.869,2.925,664259.0
2014-02-22,2.873,2.96,2.869,2.925,664259.0
2014-02-23,2.873,2.96,2.869,2.925,664259.0
2014-02-24,2.942,2.953,2.841,2.867,1035130.0
2014-02-25,2.835,2.902,2.797,2.811,847071.0
2014-02-26,2.812,2.863,2.788,2.863,729635.0
2014-02-27,2.905,3.063,2.869,2.931,489921.0
2014-02-28,2.953,2.953,2.875,2.952,1359995.0
2014-03-01,2.953,2.953,2.875,2.952,1359995.0
2014-03-02,2.953,2.953,2.875,2.952,1359995.0
2014-03-03,2.953,2.953,2.875,2.952,1359995.0
2014-03-04,2.953,2.953,2.875,2.952,1359995.0
2014-03-05,2.913,2.941,2.827,2.843,844246.0
2014-03-06,2.842,2.948,2.819,2.909,1282915.0
2014-03-07,2.909,2.909,2.798,2.826,857564.0
2014-03-08,2.909,2.909,2.798,2.826,857564.0
2014-03-09,2.909,2.909,2.798,2.826,857564.0
2014-03-10,2.819,2.82,2.705,2.754,1128756.0
2014-03-11,2.754,2.827,2.754,2.756,1199379.0
2014-03-12,2.726,2.754,2.702,2.721,1600113.0
2014-03-13,2.727,2.779,2.712,2.746,1707056.0
2014-03-14,2.746,2.754,2.698,2.722,1123106.0
2014-03-15,2.746,2.754,2.698,2.722,1123106.0
2014-03-16,2.746,2.754,2.698,2.722,1123106.0
2014-03-17,2.722,2.75,2.659,2.692,1084364.0
2014-03-18,2.702,2.75,2.693,2.75,1161444.0
2014-03-19,2.767,2.829,2.693,2.75,1847091.0
2014-03-20,2.743,2.825,2.724,2.795,2092859.0
2014-03-21,2.784,2.834,2.746,2.834,1558950.0
2014-03-22,2.784,2.834,2.746,2.834,1558950.0
2014-03-23,2.784,2.834,2.746,2.834,1558950.0
2014-03-24,2.832,2.849,2.719,2.776,1763555.0
2014-03-25,2.772,2.833,2.77,2.8,1211889.0
2014-03-26,2.814,2.817,2.775,2.779,1437075.0
2014-03-27,2.791,2.825,2.756,2.785,855949.0
2014-03-28,2.793,2.861,2.776,2.861,906798.0
2014-03-29,2.793,2.861,2.776,2.861,906798.0
2014-03-30,2.793,2.861,2.776,2.861,906798.0
2014-03-31,2.884,2.886,2.845,2.864,991545.0
2014-04-01,2.889,2.898,2.807,2.853,910430.0
2014-04-02,2.875,2.936,2.845,2.898,470147.0
2014-04-03,2.888,2.893,2.803,2.831,823261.0
2014-04-04,2.825,2.842,2.814,2.836,748603.0
2014-04-05,2.825,2.842,2.814,2.836,748603.0
2014-04-06,2.825,2.842,2.814,2.836,748603.0
2014-04-07,2.844,2.865,2.791,2.814,803487.0
2014-04-08,2.803,2.899,2.796,2.844,1721988.0
2014-04-09,2.823,2.824,2.794,2.824,1308743.0
2014-04-10,2.815,2.827,2.776,2.79,487500.0
2014-04-11,2.781,2.791,2.736,2.757,873706.0
2014-04-12,2.781,2.791,2.736,2.757,873706.0
2014-04-13,2.781,2.791,2.736,2.757,873706.0
2014-04-14,2.767,2.856,2.718,2.852,1462499.0
2014-04-15,2.838,2.861,2.788,2.821,954014.0
2014-04-16,2.856,2.864,2.769,2.781,956436.0
2014-04-17,2.803,2.931,2.775,2.88,1518998.0
2014-04-18,2.803,2.931,2.775,2.88,1518998.0
2014-04-19,2.803,2.931,2.775,2.88,1518998.0
2014-04-20,2.803,2.931,2.775,2.88,1518998.0
2014-04-21,2.803,2.931,2.775,2.88,1518998.0
2014-04-22,2.907,2.941,2.878,2.941,1014145.0
2014-04-23,2.924,2.93,2.88,2.891,769991.0
2014-04-24,2.896,2.907,2.88,2.898,397102.0
2014-04-25,2.88,2.897,2.809,2.849,629149.0
2014-04-26,2.88,2.897,2.809,2.849,629149.0
2014-04-27,2.88,2.897,2.809,2.849,629149.0
2014-04-28,2.843,2.855,2.814,2.831,590407.0
2014-04-29,2.83,2.884,2.808,2.884,1101717.0
2014-04-30,2.866,2.909,2.859,2.89,966525.0
2014-05-01,2.866,2.909,2.859,2.89,966525.0
2014-05-02,2.877,3.027,2.873,2.963,1415283.0
2014-05-03,2.877,3.027,2.873,2.963,1415283.0
2014-05-04,2.877,3.027,2.873,2.963,1415283.0
2014-05-05,3.001,3.006,2.92,2.978,628342.0
2014-05-06,3.0,3.0,2.946,2.954,463690.0
2014-05-07,2.966,3.054,2.951,3.054,643677.0
2014-05-08,3.061,3.083,2.997,3.048,1022619.0
2014-05-09,3.042,3.048,2.999,3.048,591618.0
2014-05-10,3.042,3.048,2.999,3.048,591618.0
2014-05-11,3.042,3.048,2.999,3.048,591618.0
2014-05-12,3.048,3.048,3.007,3.046,1131984.0
2014-05-13,3.05,3.05,3.001,3.048,701790.0
2014-05-14,3.046,3.154,3.043,3.154,944329.0
2014-05-15,3.136,3.15,3.057,3.073,686858.0
2014-05-16,3.079,3.147,3.079,3.115,621885.0
2014-05-17,3.079,3.147,3.079,3.115,621885.0
2014-05-18,3.079,3.147,3.079,3.115,621885.0
2014-05-19,3.12,3.136,3.052,3.06,361186.0
2014-05-20,3.055,3.075,2.999,3.005,431001.0
2014-05-21,3.032,3.033,2.948,2.988,731653.0
2014-05-22,2.973,3.029,2.972,3.02,1036744.0
2014-05-23,3.005,3.054,2.997,3.054,796626.0
2014-05-24,3.005,3.054,2.997,3.054,796626.0
2014-05-25,3.005,3.054,2.997,3.054,796626.0
2014-05-26,3.054,3.054,2.995,3.036,382574.0
2014-05-27,3.046,3.046,2.966,3.013,721968.0
2014-05-28,3.005,3.054,2.961,3.054,934240.0
2014-05-29,3.036,3.06,3.005,3.048,379749.0
2014-05-30,3.039,3.052,3.001,3.052,597671.0
2014-05-31,3.039,3.052,3.001,3.052,597671.0
2014-06-01,3.039,3.052,3.001,3.052,597671.0
2014-06-02,3.052,3.087,3.029,3.049,472568.0
2014-06-03,3.042,3.083,3.028,3.083,888234.0
2014-06-04,3.081,3.103,3.042,3.042,1250227.0
2014-06-05,3.048,3.116,3.018,3.019,1101314.0
2014-06-06,3.067,3.079,3.011,3.079,505256.0
2014-06-07,3.067,3.079,3.011,3.079,505256.0
2014-06-08,3.067,3.079,3.011,3.079,505256.0
2014-06-09,3.107,3.212,3.063,3.212,784519.0
2014-06-10,3.211,3.232,3.185,3.209,919712.0
2014-06-11,3.209,3.243,3.152,3.199,465708.0
2014-06-12,3.209,3.243,3.152,3.199,465708.0
2014-06-13,3.203,3.208,3.159,3.177,387417.0
2014-06-14,3.203,3.208,3.159,3.177,387417.0
2014-06-15,3.203,3.208,3.159,3.177,387417.0
2014-06-16,3.171,3.174,3.118,3.154,385803.0
2014-06-17,3.142,3.142,3.074,3.125,660627.0
2014-06-18,3.159,3.21,3.148,3.21,593232.0
2014-06-19,3.159,3.21,3.148,3.21,593232.0
2014-06-20,3.242,3.271,3.154,3.154,1080732.0
2014-06-21,3.242,3.271,3.154,3.154,1080732.0
2014-06-22,3.242,3.271,3.154,3.154,1080732.0
2014-06-23,3.154,3.213,3.123,3.213,400734.0
2014-06-24,3.217,3.252,3.198,3.252,554491.0
2014-06-25,3.252,3.264,3.183,3.236,606953.0
2014-06-26,3.25,3.253,3.217,3.236,348272.0
2014-06-27,3.25,3.267,3.209,3.267,347465.0
2014-06-28,3.25,3.267,3.209,3.267,347465.0
2014-06-29,3.25,3.267,3.209,3.267,347465.0
2014-06-30,3.278,3.278,3.224,3.242,937468.0
2014-07-01,3.251,3.251,3.189,3.22,347868.0
2014-07-02,3.222,3.225,3.171,3.189,421316.0
2014-07-03,3.196,3.216,3.177,3.201,325672.0
2014-07-04,3.218,3.259,3.183,3.259,301459.0
2014-07-05,3.218,3.259,3.183,3.259,301459.0
2014-07-06,3.218,3.259,3.183,3.259,301459.0
2014-07-07,3.252,3.36,3.224,3.335,1427793.0
2014-07-08,3.353,3.41,3.353,3.354,487500.0
2014-07-09,3.353,3.41,3.353,3.354,487500.0
2014-07-10,3.365,3.4,3.347,3.388,820436.0
2014-07-11,3.389,3.44,3.353,3.4,572651.0
2014-07-12,3.389,3.44,3.353,3.4,572651.0
2014-07-13,3.389,3.44,3.353,3.4,572651.0
2014-07-14,3.407,3.439,3.378,3.412,1106963.0
2014-07-15,3.412,3.424,3.374,3.388,447951.0
2014-07-16,3.402,3.424,3.367,3.412,568615.0
2014-07-17,3.4,3.414,3.374,3.4,472164.0
2014-07-18,3.392,3.458,3.372,3.4,833754.0
2014-07-19,3.392,3.458,3.372,3.4,833754.0
2014-07-20,3.392,3.458,3.372,3.4,833754.0
2014-07-21,3.415,3.444,3.38,3.431,536151.0
2014-07-22,3.437,3.475,3.392,3.425,755176.0
2014-07-23,3.421,3.434,3.403,3.432,550966.0
2014-07-24,3.434,3.48,3.416,3.48,912938.0
2014-07-25,3.487,3.508,3.455,3.489,936962.0
2014-07-26,3.487,3.508,3.455,3.489,936962.0
2014-07-27,3.487,3.508,3.455,3.489,936962.0
2014-07-28,3.489,3.533,3.455,3.502,602619.0
2014-07-29,3.515,3.515,3.409,3.436,550565.0
2014-07-30,3.435,3.438,3.369,3.438,494107.0
2014-07-31,3.445,3.463,3.353,3.397,761983.0
2014-08-01,3.367,3.395,3.338,3.367,769590.0
2014-08-02,3.367,3.395,3.338,3.367,769590.0
2014-08-03,3.367,3.395,3.338,3.367,769590.0
2014-08-04,3.369,3.406,3.347,3.379,843266.0
2014-08-05,3.38,3.436,3.351,3.436,1414252.0
2014-08-06,3.428,3.45,3.409,3.415,650668.0
2014-08-07,3.427,3.451,3.371,3.376,845268.0
2014-08-08,3.376,3.408,3.345,3.392,537752.0
2014-08-09,3.376,3.408,3.345,3.392,537752.0
2014-08-10,3.376,3.408,3.345,3.392,537752.0
2014-08-11,3.409,3.435,3.384,3.397,355966.0
2014-08-12,3.481,3.594,3.474,3.594,1636080.0
2014-08-13,3.624,3.776,3.595,3.687,1344981.0
2014-08-14,3.659,3.758,3.658,3.731,529344.0
2014-08-15,3.728,3.859,3.728,3.831,651469.0
2014-08-16,3.728,3.859,3.728,3.831,651469.0
2014-08-17,3.728,3.859,3.728,3.831,651469.0
2014-08-18,3.798,3.894,3.778,3.813,887712.0
2014-08-19,3.827,3.906,3.823,3.87,1111942.0
2014-08-20,3.832,3.948,3.832,3.889,515730.0
2014-08-21,3.907,3.947,3.895,3.925,609826.0
2014-08-22,3.923,3.923,3.846,3.883,442054.0
2014-08-23,3.923,3.923,3.846,3.883,442054.0
2014-08-24,3.923,3.923,3.846,3.883,442054.0
2014-08-25,3.908,3.91,3.814,3.841,1228462.0
2014-08-26,3.833,3.853,3.795,3.853,713933.0
2014-08-27,3.875,3.888,3.821,3.851,1307343.0
2014-08-28,3.845,3.889,3.839,3.865,924550.0
2014-08-29,3.867,3.898,3.834,3.878,1214047.0
2014-08-30,3.867,3.898,3.834,3.878,1214047.0
2014-08-31,3.867,3.898,3.834,3.878,1214047.0
2014-09-01,3.891,4.002,3.891,3.991,1580824.0
2014-09-02,3.992,4.065,3.992,4.04,2026882.0
2014-09-03,4.04,4.11,4.04,4.091,1270104.0
2014-09-04,4.029,4.097,4.029,4.061,619036.0
2014-09-05,4.054,4.185,4.054,4.129,1764212.0
2014-09-06,4.054,4.185,4.054,4.129,1764212.0
2014-09-07,4.054,4.185,4.054,4.129,1764212.0
2014-09-08,4.115,4.127,4.03,4.03,691911.0
2014-09-09,3.997,4.007,3.883,3.935,1018246.0
2014-09-10,3.913,4.07,3.913,4.07,683902.0
2014-09-11,4.095,4.146,4.064,4.146,1247681.0
2014-09-12,4.103,4.219,4.082,4.147,2488956.0
2014-09-13,4.103,4.219,4.082,4.147,2488956.0
2014-09-14,4.103,4.219,4.082,4.147,2488956.0
2014-09-15,4.152,4.215,4.139,4.208,651069.0
2014-09-16,4.208,4.271,4.194,4.228,1386624.0
2014-09-17,4.266,4.268,4.173,4.173,594210.0
2014-09-18,4.171,4.256,4.116,4.228,1147579.0
2014-09-19,4.212,4.26,4.162,4.162,1800649.0
2014-09-20,4.212,4.26,4.162,4.162,1800649.0
2014-09-21,4.212,4.26,4.162,4.162,1800649.0
2014-09-22,4.162,4.187,4.086,4.122,1131562.0
2014-09-23,4.122,4.19,4.076,4.089,938964.0
2014-09-24,4.065,4.208,4.032,4.204,750771.0
2014-09-25,4.19,4.252,4.183,4.244,575791.0
2014-09-26,4.216,4.278,4.216,4.277,490904.0
2014-09-27,4.216,4.278,4.216,4.277,490904.0
2014-09-28,4.216,4.278,4.216,4.277,490904.0
2014-09-29,4.248,4.281,4.15,4.273,1117948.0
2014-09-30,4.269,4.317,4.214,4.246,1565608.0
2014-10-01,4.227,4.265,4.054,4.097,1820670.0
2014-10-02,4.097,4.219,4.083,4.112,1403441.0
2014-10-03,4.112,4.275,4.112,4.266,1678524.0
2014-10-04,4.112,4.275,4.112,4.266,1678524.0
2014-10-05,4.112,4.275,4.112,4.266,1678524.0
2014-10-06,4.322,4.412,4.223,4.326,712732.0
2014-10-07,4.326,4.374,4.275,4.275,942568.0
2014-10-08,4.297,4.321,4.18,4.298,1528370.0
2014-10-09,4.316,4.361,4.246,4.248,659077.0
2014-10-10,4.269,4.271,4.142,4.174,764385.0
2014-10-11,4.269,4.271,4.142,4.174,764385.0
2014-10-12,4.269,4.271,4.142,4.174,764385.0
2014-10-13,4.186,4.435,4.15,4.306,2134192.0
2014-10-14,4.281,4.416,4.263,4.399,777198.0
2014-10-15,4.392,4.398,4.312,4.356,559775.0
2014-10-16,4.281,4.302,4.202,4.281,778800.0
2014-10-17,4.34,4.436,4.248,4.4,643861.0
2014-10-18,4.34,4.436,4.248,4.4,643861.0
2014-10-19,4.34,4.436,4.248,4.4,643861.0
2014-10-20,4.392,4.436,4.361,4.411,695915.0
2014-10-21,4.395,4.411,4.271,4.28,765586.0
2014-10-22,4.275,4.378,4.265,4.354,1565207.0
2014-10-23,4.341,4.341,4.174,4.233,1308143.0
2014-10-24,4.177,4.291,4.13,4.156,918543.0
2014-10-25,4.177,4.291,4.13,4.156,918543.0
2014-10-26,4.177,4.291,4.13,4.156,918543.0
2014-10-27,3.925,4.238,3.901,4.238,1435074.0
2014-10-28,4.268,4.291,4.172,4.274,1804253.0
2014-10-29,4.248,4.335,4.246,4.293,390801.0
2014-10-30,4.305,4.531,4.249,4.417,1425464.0
2014-10-31,4.429,4.618,4.379,4.575,1703349.0
2014-11-01,4.429,4.618,4.379,4.575,1703349.0
2014-11-02,4.429,4.618,4.379,4.575,1703349.0
2014-11-03,4.571,4.573,4.483,4.542,974601.0
2014-11-04,4.542,4.585,4.422,4.462,657075.0
2014-11-05,4.466,4.514,4.445,4.449,944570.0
2014-11-06,4.466,4.525,4.369,4.525,714334.0
2014-11-07,4.552,4.669,4.448,4.608,507721.0
2014-11-08,4.552,4.669,4.448,4.608,507721.0
2014-11-09,4.552,4.669,4.448,4.608,507721.0
2014-11-10,4.615,4.662,4.539,4.543,1029858.0
2014-11-11,4.569,4.57,4.489,4.519,384395.0
2014-11-12,4.519,4.537,4.424,4.454,204210.0
2014-11-13,4.461,4.473,4.363,4.394,622639.0
2014-11-14,4.39,4.4,4.286,4.353,851675.0
2014-11-15,4.39,4.4,4.286,4.353,851675.0
2014-11-16,4.39,4.4,4.286,4.353,851675.0
2014-11-17,4.341,4.341,4.263,4.305,420031.0
2014-11-18,4.305,4.481,4.281,4.481,1527168.0
2014-11-19,4.481,4.614,4.43,4.542,1598041.0
2014-11-20,4.481,4.614,4.43,4.542,1598041.0
2014-11-21,4.543,4.745,4.514,4.745,778800.0
2014-11-22,4.543,4.745,4.514,4.745,778800.0
2014-11-23,4.543,4.745,4.514,4.745,778800.0
2014-11-24,4.692,4.774,4.561,4.573,794816.0
2014-11-25,4.601,4.661,4.528,4.611,1109139.0
2014-11-26,4.643,4.693,4.579,4.582,515730.0
2014-11-27,4.617,4.769,4.567,4.667,1248082.0
2014-11-28,4.667,4.764,4.601,4.764,906931.0
2014-11-29,4.667,4.764,4.601,4.764,906931.0
2014-11-30,4.667,4.764,4.601,4.764,906931.0
2014-12-01,4.732,4.744,4.649,4.739,1223256.0
2014-12-02,4.738,4.747,4.629,4.728,958985.0
2014-12-03,4.74,4.88,4.683,4.794,1123153.0
2014-12-04,4.797,4.915,4.698,4.875,1413452.0
2014-12-05,4.887,4.938,4.815,4.819,1226059.0
2014-12-06,4.887,4.938,4.815,4.819,1226059.0
2014-12-07,4.887,4.938,4.815,4.819,1226059.0
2014-12-08,4.806,4.913,4.805,4.838,653071.0
2014-12-09,4.798,4.911,4.797,4.827,1109940.0
2014-12-10,4.817,4.911,4.814,4.903,1002229.0
2014-12-11,4.889,4.918,4.817,4.882,695915.0
2014-12-12,4.885,4.911,4.723,4.828,1585628.0
2014-12-13,4.885,4.911,4.723,4.828,1585628.0
2014-12-14,4.885,4.911,4.723,4.828,1585628.0
2014-12-15,4.815,4.86,4.629,4.678,2589459.0
2014-12-16,4.662,4.701,4.533,4.582,1306942.0
2014-12-17,4.596,4.879,4.578,4.863,1157989.0
2014-12-18,4.868,4.868,4.673,4.855,1017845.0
2014-12-19,4.846,4.96,4.836,4.919,948174.0
2014-12-20,4.846,4.96,4.836,4.919,948174.0
2014-12-21,4.846,4.96,4.836,4.919,948174.0
2014-12-22,4.918,4.96,4.864,4.891,1145977.0
2014-12-23,4.911,4.981,4.842,4.936,796018.0
2014-12-24,4.911,4.981,4.842,4.936,796018.0
2014-12-25,4.911,4.981,4.842,4.936,796018.0
2014-12-26,4.904,5.097,4.904,5.034,1729776.0
2014-12-27,4.904,5.097,4.904,5.034,1729776.0
2014-12-28,4.904,5.097,4.904,5.034,1729776.0
2014-12-29,5.032,5.075,4.995,5.009,814036.0
2014-12-30,5.009,5.07,4.937,5.07,1886738.0
2014-12-31,5.009,5.07,4.937,5.07,1886738.0
2015-01-01,5.009,5.07,4.937,5.07,1886738.0
2015-01-02,5.058,5.058,4.828,4.973,1906758.0
2015-01-03,5.058,5.058,4.828,4.973,1906758.0
2015-01-04,5.058,5.058,4.828,4.973,1906758.0
2015-01-05,4.965,5.008,4.833,4.979,2913792.0
2015-01-06,4.948,5.012,4.857,4.951,1479519.0
2015-01-07,4.973,5.118,4.954,5.092,1385423.0
2015-01-08,5.079,5.218,4.974,5.125,1500741.0
2015-01-09,4.704,4.78,4.643,4.687,2640312.0
2015-01-10,4.704,4.78,4.643,4.687,2640312.0
2015-01-11,4.704,4.78,4.643,4.687,2640312.0
2015-01-12,4.67,4.821,4.623,4.688,2459726.0
2015-01-13,4.689,4.778,4.668,4.685,2291954.0
2015-01-14,4.704,4.777,4.64,4.737,1381018.0
2015-01-15,4.76,4.875,4.712,4.756,1229262.0
2015-01-16,4.784,4.929,4.728,4.887,1921573.0
2015-01-17,4.784,4.929,4.728,4.887,1921573.0
2015-01-18,4.784,4.929,4.728,4.887,1921573.0
2015-01-19,4.922,4.971,4.729,4.753,512126.0
2015-01-20,4.765,4.908,4.692,4.857,755976.0
2015-01-21,4.869,4.874,4.705,4.709,1611255.0
2015-01-22,4.727,4.83,4.705,4.728,2036491.0
2015-01-23,4.748,4.759,4.634,4.634,13176332.0
2015-01-24,4.748,4.759,4.634,4.634,13176332.0
2015-01-25,4.748,4.759,4.634,4.634,13176332.0
2015-01-26,4.521,4.621,4.419,4.621,1121552.0
2015-01-27,4.567,4.685,4.49,4.678,1427066.0
2015-01-28,4.684,4.729,4.602,4.679,842866.0
2015-01-29,4.692,4.826,4.632,4.826,1046275.0
2015-01-30,4.832,4.832,4.569,4.793,2635106.0
2015-01-31,4.832,4.832,4.569,4.793,2635106.0
2015-02-01,4.832,4.832,4.569,4.793,2635106.0
2015-02-02,4.715,4.826,4.571,4.739,2622694.0
2015-02-03,4.716,4.814,4.66,4.789,1016644.0
2015-02-04,4.727,4.948,4.722,4.863,1623267.0
2015-02-05,4.802,4.88,4.688,4.717,797219.0
2015-02-06,4.736,4.74,4.547,4.624,1477117.0
2015-02-07,4.736,4.74,4.547,4.624,1477117.0
2015-02-08,4.736,4.74,4.547,4.624,1477117.0
2015-02-09,4.617,4.66,4.554,4.594,1369006.0
2015-02-10,4.572,4.835,4.53,4.814,2042097.0
2015-02-11,4.813,4.86,4.717,4.82,796418.0
2015-02-12,4.792,4.913,4.788,4.887,1814664.0
2015-02-13,4.94,5.042,4.849,5.021,1799048.0
2015-02-14,4.94,5.042,4.849,5.021,1799048.0
2015-02-15,4.94,5.042,4.849,5.021,1799048.0
2015-02-16,4.94,5.042,4.849,5.021,1799048.0
