,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity,TAEE11 BZ Equity
2013-01-11,6.756,6.776,6.732,6.77,76500.0
2013-01-12,6.756,6.776,6.732,6.77,76500.0
2013-01-13,6.756,6.776,6.732,6.77,76500.0
2013-01-14,6.714,6.776,6.714,6.747,486500.0
2013-01-15,6.821,6.836,6.673,6.747,281000.0
2013-01-16,6.744,6.747,6.646,6.688,247200.0
2013-01-17,6.779,6.779,6.442,6.747,533900.0
2013-01-18,6.776,6.954,6.682,6.954,752800.0
2013-01-19,6.776,6.954,6.682,6.954,752800.0
2013-01-20,6.776,6.954,6.682,6.954,752800.0
2013-01-21,6.883,6.895,6.753,6.865,322200.0
2013-01-22,6.951,6.975,6.788,6.975,493300.0
2013-01-23,6.975,7.049,6.957,7.037,911400.0
2013-01-24,7.043,7.055,6.803,6.85,564000.0
2013-01-25,7.043,7.055,6.803,6.85,564000.0
2013-01-26,7.043,7.055,6.803,6.85,564000.0
2013-01-27,7.043,7.055,6.803,6.85,564000.0
2013-01-28,6.945,6.954,6.62,6.717,1610000.0
2013-01-29,6.747,6.747,6.507,6.599,885700.0
2013-01-30,6.572,6.847,6.569,6.744,527600.0
2013-01-31,6.75,6.984,6.688,6.954,1041500.0
2013-02-01,6.924,7.013,6.91,6.951,540500.0
2013-02-02,6.924,7.013,6.91,6.951,540500.0
2013-02-03,6.924,7.013,6.91,6.951,540500.0
2013-02-04,6.924,6.951,6.779,6.809,225300.0
2013-02-05,6.907,6.984,6.856,6.954,293700.0
2013-02-06,6.954,6.978,6.924,6.924,457200.0
2013-02-07,6.954,6.954,6.871,6.924,166900.0
2013-02-08,6.877,6.895,6.753,6.776,686800.0
2013-02-09,6.877,6.895,6.753,6.776,686800.0
2013-02-10,6.877,6.895,6.753,6.776,686800.0
2013-02-11,6.877,6.895,6.753,6.776,686800.0
2013-02-12,6.877,6.895,6.753,6.776,686800.0
2013-02-13,6.892,6.942,6.806,6.806,267200.0
2013-02-14,6.842,6.992,6.833,6.85,461400.0
2013-02-15,6.868,6.954,6.791,6.791,696700.0
2013-02-16,6.868,6.954,6.791,6.791,696700.0
2013-02-17,6.868,6.954,6.791,6.791,696700.0
2013-02-18,6.868,6.933,6.756,6.794,684300.0
2013-02-19,6.836,6.865,6.747,6.776,483700.0
2013-02-20,6.794,6.833,6.732,6.738,367000.0
2013-02-21,6.756,6.803,6.643,6.776,350400.0
2013-02-22,6.806,6.859,6.72,6.776,669500.0
2013-02-23,6.806,6.859,6.72,6.776,669500.0
2013-02-24,6.806,6.859,6.72,6.776,669500.0
2013-02-25,6.729,6.83,6.72,6.747,333400.0
2013-02-26,6.806,6.895,6.723,6.88,360600.0
2013-02-27,6.892,6.93,6.844,6.924,417800.0
2013-02-28,6.951,6.96,6.859,6.88,387400.0
2013-03-01,6.85,6.966,6.785,6.865,223100.0
2013-03-02,6.85,6.966,6.785,6.865,223100.0
2013-03-03,6.85,6.966,6.785,6.865,223100.0
2013-03-04,6.862,6.924,6.806,6.806,222300.0
2013-03-05,6.907,6.948,6.806,6.83,497900.0
2013-03-06,6.933,6.966,6.812,6.812,545600.0
2013-03-07,6.844,6.921,6.806,6.809,602600.0
2013-03-08,6.809,6.889,6.717,6.824,424500.0
2013-03-09,6.809,6.889,6.717,6.824,424500.0
2013-03-10,6.809,6.889,6.717,6.824,424500.0
2013-03-11,6.821,6.924,6.806,6.836,378100.0
2013-03-12,6.779,6.933,6.779,6.895,409300.0
2013-03-13,6.895,6.939,6.806,6.806,633300.0
2013-03-14,6.842,6.877,6.673,6.673,602500.0
2013-03-15,6.661,6.765,6.483,6.483,609800.0
2013-03-16,6.661,6.765,6.483,6.483,609800.0
2013-03-17,6.661,6.765,6.483,6.483,609800.0
2013-03-18,6.483,6.685,6.421,6.575,440200.0
2013-03-19,6.563,6.809,6.519,6.519,270400.0
2013-03-20,6.522,6.732,6.35,6.35,520800.0
2013-03-21,6.404,6.599,6.362,6.421,432500.0
2013-03-22,6.516,6.587,6.333,6.436,483200.0
2013-03-23,6.516,6.587,6.333,6.436,483200.0
2013-03-24,6.516,6.587,6.333,6.436,483200.0
2013-03-25,6.472,6.605,6.392,6.522,417600.0
2013-03-26,6.563,6.658,6.495,6.599,262900.0
2013-03-27,6.599,6.661,6.546,6.575,575400.0
2013-03-28,6.676,6.747,6.56,6.658,775800.0
2013-03-29,6.676,6.747,6.56,6.658,775800.0
2013-03-30,6.676,6.747,6.56,6.658,775800.0
2013-03-31,6.676,6.747,6.56,6.658,775800.0
2013-04-01,6.658,6.685,6.421,6.599,568100.0
2013-04-02,6.614,6.637,6.522,6.569,537400.0
2013-04-03,6.605,6.762,6.519,6.688,570100.0
2013-04-04,6.688,6.797,6.685,6.732,309400.0
2013-04-05,6.714,6.88,6.655,6.806,416300.0
2013-04-06,6.714,6.88,6.655,6.806,416300.0
2013-04-07,6.714,6.88,6.655,6.806,416300.0
2013-04-08,6.833,6.936,6.738,6.791,709342.0
2013-04-09,6.859,6.936,6.688,6.688,481200.0
2013-04-10,6.779,6.951,6.673,6.673,534000.0
2013-04-11,6.762,6.892,6.717,6.765,474600.0
2013-04-12,6.85,6.972,6.732,6.765,1130400.0
2013-04-13,6.85,6.972,6.732,6.765,1130400.0
2013-04-14,6.85,6.972,6.732,6.765,1130400.0
2013-04-15,6.862,6.895,6.688,6.694,372100.0
2013-04-16,6.794,6.836,6.72,6.72,509100.0
2013-04-17,6.699,6.85,6.602,6.694,659500.0
2013-04-18,6.617,6.75,6.617,6.658,280100.0
2013-04-19,6.759,6.8,6.599,6.643,596400.0
2013-04-20,6.759,6.8,6.599,6.643,596400.0
2013-04-21,6.759,6.8,6.599,6.643,596400.0
2013-04-22,6.711,6.717,6.549,6.575,423500.0
2013-04-23,6.655,6.655,6.543,6.643,1100300.0
2013-04-24,6.649,6.697,6.575,6.593,1035800.0
2013-04-25,6.587,6.667,6.546,6.599,483300.0
2013-04-26,6.623,6.628,6.525,6.605,298000.0
2013-04-27,6.623,6.628,6.525,6.605,298000.0
2013-04-28,6.623,6.628,6.525,6.605,298000.0
2013-04-29,6.611,6.776,6.611,6.762,478900.0
2013-04-30,6.768,6.847,6.617,6.812,1136700.0
2013-05-01,6.768,6.847,6.617,6.812,1136700.0
2013-05-02,6.788,6.962,6.742,6.742,1101900.0
2013-05-03,6.714,6.85,6.714,6.804,426500.0
2013-05-04,6.714,6.85,6.714,6.804,426500.0
2013-05-05,6.714,6.85,6.714,6.804,426500.0
2013-05-06,6.807,6.807,6.714,6.732,394200.0
2013-05-07,6.776,6.804,6.695,6.766,572200.0
2013-05-08,6.757,6.791,6.695,6.695,712600.0
2013-05-09,6.726,6.763,6.711,6.726,505000.0
2013-05-10,6.754,6.754,6.695,6.729,757300.0
2013-05-11,6.754,6.754,6.695,6.729,757300.0
2013-05-12,6.754,6.754,6.695,6.729,757300.0
2013-05-13,6.711,6.757,6.689,6.757,300200.0
2013-05-14,6.72,6.788,6.695,6.695,632600.0
2013-05-15,6.695,6.776,6.695,6.698,605300.0
2013-05-16,6.866,7.067,6.828,7.03,1773100.0
2013-05-17,7.067,7.179,6.903,6.943,671000.0
2013-05-18,7.067,7.179,6.903,6.943,671000.0
2013-05-19,7.067,7.179,6.903,6.943,671000.0
2013-05-20,6.986,7.051,6.946,7.005,773500.0
2013-05-21,7.021,7.095,6.946,6.968,418400.0
2013-05-22,7.011,7.092,7.005,7.005,1657300.0
2013-05-23,7.014,7.073,7.005,7.042,1346600.0
2013-05-24,7.064,7.12,7.048,7.067,935000.0
2013-05-25,7.064,7.12,7.048,7.067,935000.0
2013-05-26,7.064,7.12,7.048,7.067,935000.0
2013-05-27,7.058,7.16,7.033,7.16,165800.0
2013-05-28,7.129,7.361,7.129,7.247,994700.0
2013-05-29,7.234,7.315,7.157,7.247,1112900.0
2013-05-30,7.234,7.315,7.157,7.247,1112900.0
2013-05-31,7.216,7.377,7.157,7.191,8961300.0
2013-06-01,7.216,7.377,7.157,7.191,8961300.0
2013-06-02,7.216,7.377,7.157,7.191,8961300.0
2013-06-03,7.2,7.321,7.138,7.219,594100.0
2013-06-04,7.247,7.346,7.237,7.284,582300.0
2013-06-05,7.33,7.346,7.16,7.188,365800.0
2013-06-06,7.194,7.272,7.113,7.123,716600.0
2013-06-07,7.113,7.144,6.974,7.005,449500.0
2013-06-08,7.113,7.144,6.974,7.005,449500.0
2013-06-09,7.113,7.144,6.974,7.005,449500.0
2013-06-10,7.005,7.154,6.983,7.064,886600.0
2013-06-11,7.064,7.082,6.946,6.971,876100.0
2013-06-12,6.971,7.089,6.946,7.033,1045300.0
2013-06-13,7.021,7.256,6.965,6.974,756000.0
2013-06-14,7.024,7.172,6.943,6.943,526900.0
2013-06-15,7.024,7.172,6.943,6.943,526900.0
2013-06-16,7.024,7.172,6.943,6.943,526900.0
2013-06-17,6.968,7.166,6.968,7.027,390400.0
2013-06-18,6.959,7.169,6.959,6.974,924400.0
2013-06-19,6.996,7.03,6.822,6.912,702500.0
2013-06-20,6.878,7.011,6.676,6.819,1284400.0
2013-06-21,6.797,6.797,6.537,6.537,2494200.0
2013-06-22,6.797,6.797,6.537,6.537,2494200.0
2013-06-23,6.797,6.797,6.537,6.537,2494200.0
2013-06-24,6.494,6.831,6.432,6.695,780500.0
2013-06-25,6.711,6.779,6.605,6.605,1415700.0
2013-06-26,6.574,6.676,6.512,6.512,558600.0
2013-06-27,6.562,6.587,6.45,6.509,1183700.0
2013-06-28,6.518,6.745,6.509,6.624,1833100.0
2013-06-29,6.518,6.745,6.509,6.624,1833100.0
2013-06-30,6.518,6.745,6.509,6.624,1833100.0
2013-07-01,6.571,6.776,6.543,6.664,786600.0
2013-07-02,6.605,6.785,6.549,6.611,680600.0
2013-07-03,6.63,6.751,6.614,6.711,1613300.0
2013-07-04,6.816,6.856,6.742,6.742,237800.0
2013-07-05,6.745,6.887,6.68,6.742,315700.0
2013-07-06,6.745,6.887,6.68,6.742,315700.0
2013-07-07,6.745,6.887,6.68,6.742,315700.0
2013-07-08,6.711,6.965,6.602,6.742,362000.0
2013-07-09,6.711,6.965,6.602,6.742,362000.0
2013-07-10,6.819,6.881,6.652,6.726,623600.0
2013-07-11,6.769,6.94,6.769,6.853,232700.0
2013-07-12,6.859,6.962,6.723,6.807,309100.0
2013-07-13,6.859,6.962,6.723,6.807,309100.0
2013-07-14,6.859,6.962,6.723,6.807,309100.0
2013-07-15,6.828,7.048,6.776,6.866,448800.0
2013-07-16,6.881,7.055,6.822,6.859,629500.0
2013-07-17,6.918,7.011,6.773,6.788,643100.0
2013-07-18,6.779,7.008,6.779,6.881,428100.0
2013-07-19,6.918,6.971,6.835,6.971,833700.0
2013-07-20,6.918,6.971,6.835,6.971,833700.0
2013-07-21,6.918,6.971,6.835,6.971,833700.0
2013-07-22,7.002,7.061,6.928,6.946,290800.0
2013-07-23,6.959,7.082,6.903,7.051,431100.0
2013-07-24,7.011,7.11,6.996,7.07,248700.0
2013-07-25,7.082,7.089,6.955,6.974,259300.0
2013-07-26,7.011,7.098,6.959,7.098,350300.0
2013-07-27,7.011,7.098,6.959,7.098,350300.0
2013-07-28,7.011,7.098,6.959,7.098,350300.0
2013-07-29,7.086,7.157,7.039,7.104,155700.0
2013-07-30,7.076,7.237,7.058,7.141,460700.0
2013-07-31,7.098,7.222,7.048,7.076,505300.0
2013-08-01,7.117,7.244,7.113,7.157,1026400.0
2013-08-02,7.237,7.237,7.086,7.098,763100.0
2013-08-03,7.237,7.237,7.086,7.098,763100.0
2013-08-04,7.237,7.237,7.086,7.098,763100.0
2013-08-05,7.138,7.185,7.079,7.086,505400.0
2013-08-06,7.058,7.101,7.008,7.008,330300.0
2013-08-07,7.039,7.098,6.955,6.99,501200.0
2013-08-08,7.017,7.129,6.959,7.089,205300.0
2013-08-09,7.076,7.141,7.027,7.036,276800.0
2013-08-10,7.076,7.141,7.027,7.036,276800.0
2013-08-11,7.076,7.141,7.027,7.036,276800.0
2013-08-12,7.058,7.089,7.008,7.042,327200.0
2013-08-13,7.073,7.228,7.036,7.144,518600.0
2013-08-14,7.129,7.29,7.092,7.262,563500.0
2013-08-15,7.262,7.265,7.144,7.179,354200.0
2013-08-16,7.194,7.265,7.175,7.175,345000.0
2013-08-17,7.194,7.265,7.175,7.175,345000.0
2013-08-18,7.194,7.265,7.175,7.175,345000.0
2013-08-19,7.144,7.216,7.107,7.16,407900.0
2013-08-20,7.132,7.241,7.129,7.188,884200.0
2013-08-21,7.148,7.256,7.036,7.036,1126700.0
2013-08-22,7.107,7.132,7.033,7.129,1125200.0
2013-08-23,7.123,7.259,7.095,7.123,316500.0
2013-08-24,7.123,7.259,7.095,7.123,316500.0
2013-08-25,7.123,7.259,7.095,7.123,316500.0
2013-08-26,7.126,7.222,7.051,7.067,197100.0
2013-08-27,7.076,7.092,6.99,7.005,167900.0
2013-08-28,7.027,7.051,6.893,6.943,122400.0
2013-08-29,6.946,6.974,6.856,6.856,406500.0
2013-08-30,6.887,6.934,6.773,6.819,952300.0
2013-08-31,6.887,6.934,6.773,6.819,952300.0
2013-09-01,6.887,6.934,6.773,6.819,952300.0
2013-09-02,6.841,6.909,6.714,6.819,317800.0
2013-09-03,6.72,6.869,6.704,6.704,357200.0
2013-09-04,6.714,6.773,6.614,6.683,442000.0
2013-09-05,6.67,6.878,6.618,6.776,236100.0
2013-09-06,6.819,7.002,6.776,6.8,320400.0
2013-09-07,6.819,7.002,6.776,6.8,320400.0
2013-09-08,6.819,7.002,6.776,6.8,320400.0
2013-09-09,6.856,7.03,6.825,6.955,315500.0
2013-09-10,7.017,7.07,6.909,7.03,445100.0
2013-09-11,7.021,7.058,6.921,6.921,251600.0
2013-09-12,6.937,6.949,6.732,6.732,267300.0
2013-09-13,6.788,7.089,6.748,6.748,685400.0
2013-09-14,6.788,7.089,6.748,6.748,685400.0
2013-09-15,6.788,7.089,6.748,6.748,685400.0
2013-09-16,6.822,6.94,6.819,6.921,493900.0
2013-09-17,6.937,6.962,6.866,6.881,306500.0
2013-09-18,6.903,6.937,6.85,6.887,1688400.0
2013-09-19,6.897,6.897,6.791,6.85,743100.0
2013-09-20,6.856,6.943,6.856,6.912,520000.0
2013-09-21,6.856,6.943,6.856,6.912,520000.0
2013-09-22,6.856,6.943,6.856,6.912,520000.0
2013-09-23,6.915,6.931,6.76,6.76,467500.0
2013-09-24,6.816,6.822,6.748,6.76,904400.0
2013-09-25,6.76,6.872,6.751,6.776,417700.0
2013-09-26,6.791,6.912,6.782,6.782,261700.0
2013-09-27,6.776,6.89,6.745,6.745,268000.0
2013-09-28,6.776,6.89,6.745,6.745,268000.0
2013-09-29,6.776,6.89,6.745,6.745,268000.0
2013-09-30,6.751,6.862,6.602,6.602,731900.0
2013-10-01,6.59,6.676,6.577,6.664,311200.0
2013-10-02,6.664,6.776,6.63,6.701,421800.0
2013-10-03,6.711,6.785,6.664,6.667,508500.0
2013-10-04,6.711,6.828,6.67,6.711,340500.0
2013-10-05,6.711,6.828,6.67,6.711,340500.0
2013-10-06,6.711,6.828,6.67,6.711,340500.0
2013-10-07,6.745,6.773,6.701,6.729,117900.0
2013-10-08,6.766,6.866,6.711,6.794,406300.0
2013-10-09,6.813,6.928,6.766,6.819,856200.0
2013-10-10,6.828,6.959,6.828,6.959,265800.0
2013-10-11,6.943,7.011,6.881,6.946,269500.0
2013-10-12,6.943,7.011,6.881,6.946,269500.0
2013-10-13,6.943,7.011,6.881,6.946,269500.0
2013-10-14,6.971,7.011,6.906,6.943,125000.0
2013-10-15,6.971,7.12,6.959,7.12,240900.0
2013-10-16,7.126,7.154,7.048,7.082,260300.0
2013-10-17,7.048,7.101,6.949,6.983,142600.0
2013-10-18,6.99,7.175,6.955,7.051,510000.0
2013-10-19,6.99,7.175,6.955,7.051,510000.0
2013-10-20,6.99,7.175,6.955,7.051,510000.0
2013-10-21,7.126,7.126,7.017,7.051,451600.0
2013-10-22,7.061,7.064,6.866,6.912,529700.0
2013-10-23,6.946,6.946,6.782,6.828,258100.0
2013-10-24,6.875,6.99,6.844,6.866,377700.0
2013-10-25,6.884,6.884,6.766,6.819,380100.0
2013-10-26,6.884,6.884,6.766,6.819,380100.0
2013-10-27,6.884,6.884,6.766,6.819,380100.0
2013-10-28,6.822,6.946,6.819,6.819,190000.0
2013-10-29,6.856,6.924,6.704,6.704,359600.0
2013-10-30,6.742,6.819,6.729,6.819,250600.0
2013-10-31,6.819,6.859,6.732,6.742,191600.0
2013-11-01,6.782,6.816,6.618,6.645,709400.0
2013-11-02,6.782,6.816,6.618,6.645,709400.0
2013-11-03,6.782,6.816,6.618,6.645,709400.0
2013-11-04,6.68,6.745,6.605,6.633,856700.0
2013-11-05,6.673,6.769,6.565,6.711,427000.0
2013-11-06,6.757,6.773,6.583,6.621,303300.0
2013-11-07,6.649,6.754,6.59,6.59,680600.0
2013-11-08,6.605,6.661,6.447,6.447,645500.0
2013-11-09,6.605,6.661,6.447,6.447,645500.0
2013-11-10,6.605,6.661,6.447,6.447,645500.0
2013-11-11,6.497,6.528,6.305,6.382,245000.0
2013-11-12,6.345,6.36,6.208,6.23,464100.0
2013-11-13,6.243,6.475,6.128,6.475,1899800.0
2013-11-14,6.463,6.695,6.444,6.605,627900.0
2013-11-15,6.463,6.695,6.444,6.605,627900.0
2013-11-16,6.463,6.695,6.444,6.605,627900.0
2013-11-17,6.463,6.695,6.444,6.605,627900.0
2013-11-18,6.614,6.735,6.611,6.68,357000.0
2013-11-19,6.723,6.723,6.599,6.633,282200.0
2013-11-20,6.723,6.723,6.599,6.633,282200.0
2013-11-21,6.583,6.742,6.54,6.54,435500.0
2013-11-22,6.552,6.63,6.447,6.503,1102800.0
2013-11-23,6.552,6.63,6.447,6.503,1102800.0
2013-11-24,6.552,6.63,6.447,6.503,1102800.0
2013-11-25,6.478,6.649,6.478,6.627,424300.0
2013-11-26,6.618,6.819,6.587,6.819,1499000.0
2013-11-27,6.782,6.8,6.54,6.645,1504300.0
2013-11-28,6.68,6.695,6.512,6.512,261500.0
2013-11-29,6.552,6.732,6.531,6.732,753200.0
2013-11-30,6.552,6.732,6.531,6.732,753200.0
2013-12-01,6.552,6.732,6.531,6.732,753200.0
2013-12-02,6.692,6.701,6.599,6.627,662500.0
2013-12-03,6.661,6.72,6.525,6.618,579600.0
2013-12-04,6.667,6.67,6.447,6.447,485800.0
2013-12-05,6.447,6.556,6.416,6.416,544400.0
2013-12-06,6.422,6.537,6.366,6.394,354000.0
2013-12-07,6.422,6.537,6.366,6.394,354000.0
2013-12-08,6.422,6.537,6.366,6.394,354000.0
2013-12-09,6.37,6.552,6.357,6.478,473600.0
2013-12-10,6.45,6.472,6.258,6.308,652100.0
2013-12-11,6.314,6.435,6.301,6.301,196200.0
2013-12-12,6.326,6.49,6.208,6.323,638500.0
2013-12-13,6.423,6.518,6.197,6.226,503000.0
2013-12-14,6.423,6.518,6.197,6.226,503000.0
2013-12-15,6.423,6.518,6.197,6.226,503000.0
2013-12-16,6.229,6.456,6.206,6.239,481400.0
2013-12-17,6.21,6.387,6.174,6.174,533900.0
2013-12-18,6.167,6.292,5.95,6.036,456000.0
2013-12-19,6.072,6.223,5.993,5.993,626400.0
2013-12-20,6.026,6.088,5.931,6.042,460300.0
2013-12-21,6.026,6.088,5.931,6.042,460300.0
2013-12-22,6.026,6.088,5.931,6.042,460300.0
2013-12-23,6.039,6.21,5.829,5.94,501900.0
2013-12-24,6.039,6.21,5.829,5.94,501900.0
2013-12-25,6.039,6.21,5.829,5.94,501900.0
2013-12-26,5.977,6.055,5.842,6.016,324000.0
2013-12-27,6.049,6.105,6.0,6.0,383600.0
2013-12-28,6.049,6.105,6.0,6.0,383600.0
2013-12-29,6.049,6.105,6.0,6.0,383600.0
2013-12-30,6.049,6.072,5.944,5.977,461000.0
2013-12-31,6.049,6.072,5.944,5.977,461000.0
2014-01-01,6.049,6.072,5.944,5.977,461000.0
2014-01-02,5.973,6.036,5.96,5.96,280400.0
2014-01-03,5.96,6.131,5.96,6.101,616800.0
2014-01-04,5.96,6.131,5.96,6.101,616800.0
2014-01-05,5.96,6.131,5.96,6.101,616800.0
2014-01-06,6.042,6.134,5.986,6.042,529200.0
2014-01-07,6.009,6.072,5.931,5.977,1166300.0
2014-01-08,6.023,6.042,5.914,5.957,868100.0
2014-01-09,5.983,5.983,5.871,5.911,572300.0
2014-01-10,5.95,6.055,5.868,5.878,481300.0
2014-01-11,5.95,6.055,5.868,5.878,481300.0
2014-01-12,5.95,6.055,5.868,5.878,481300.0
2014-01-13,5.921,6.009,5.868,5.878,482700.0
2014-01-14,5.885,6.0,5.885,5.911,342700.0
2014-01-15,5.898,5.963,5.894,5.894,352700.0
2014-01-16,5.894,5.937,5.852,5.894,402400.0
2014-01-17,5.908,5.924,5.832,5.878,380900.0
2014-01-18,5.908,5.924,5.832,5.878,380900.0
2014-01-19,5.908,5.924,5.832,5.878,380900.0
2014-01-20,5.901,5.967,5.694,5.73,179600.0
2014-01-21,5.78,5.812,5.717,5.74,410800.0
2014-01-22,5.747,5.796,5.651,5.678,507700.0
2014-01-23,5.704,5.714,5.454,5.533,639000.0
2014-01-24,5.533,5.809,5.491,5.714,705600.0
2014-01-25,5.533,5.809,5.491,5.714,705600.0
2014-01-26,5.533,5.809,5.491,5.714,705600.0
2014-01-27,5.76,5.957,5.717,5.944,378000.0
2014-01-28,5.95,6.098,5.898,6.098,1328200.0
2014-01-29,6.049,6.183,5.983,6.055,653500.0
2014-01-30,6.111,6.141,5.825,5.871,705400.0
2014-01-31,5.878,5.908,5.776,5.819,489600.0
2014-02-01,5.878,5.908,5.776,5.819,489600.0
2014-02-02,5.878,5.908,5.776,5.819,489600.0
2014-02-03,5.829,5.829,5.697,5.776,282900.0
2014-02-04,5.737,5.822,5.632,5.747,766800.0
2014-02-05,5.799,5.799,5.635,5.711,538500.0
2014-02-06,5.734,5.822,5.651,5.73,413800.0
2014-02-07,5.75,5.783,5.681,5.73,1259600.0
2014-02-08,5.75,5.783,5.681,5.73,1259600.0
2014-02-09,5.75,5.783,5.681,5.73,1259600.0
2014-02-10,5.74,5.839,5.671,5.714,526600.0
2014-02-11,5.73,5.747,5.684,5.701,544900.0
2014-02-12,5.734,5.743,5.678,5.688,655200.0
2014-02-13,5.743,5.743,5.556,5.579,519200.0
2014-02-14,5.592,5.74,5.586,5.714,529200.0
2014-02-15,5.592,5.74,5.586,5.714,529200.0
2014-02-16,5.592,5.74,5.586,5.714,529200.0
2014-02-17,5.704,5.734,5.602,5.648,351500.0
2014-02-18,5.658,5.763,5.609,5.642,547900.0
2014-02-19,5.651,5.799,5.602,5.684,404800.0
2014-02-20,5.688,5.796,5.648,5.678,843600.0
2014-02-21,5.697,5.753,5.688,5.73,687600.0
2014-02-22,5.697,5.753,5.688,5.73,687600.0
2014-02-23,5.697,5.753,5.688,5.73,687600.0
2014-02-24,5.724,5.786,5.681,5.734,968500.0
2014-02-25,5.747,5.747,5.628,5.681,576500.0
2014-02-26,5.661,5.802,5.638,5.763,816800.0
2014-02-27,5.852,5.908,5.73,5.868,353300.0
2014-02-28,5.865,5.977,5.845,5.924,416200.0
2014-03-01,5.865,5.977,5.845,5.924,416200.0
2014-03-02,5.865,5.977,5.845,5.924,416200.0
2014-03-03,5.865,5.977,5.845,5.924,416200.0
2014-03-04,5.865,5.977,5.845,5.924,416200.0
2014-03-05,5.924,5.977,5.848,5.911,1239500.0
2014-03-06,5.931,6.203,5.931,6.0,1538000.0
2014-03-07,6.023,6.039,5.914,5.96,879500.0
2014-03-08,6.023,6.039,5.914,5.96,879500.0
2014-03-09,6.023,6.039,5.914,5.96,879500.0
2014-03-10,5.94,6.026,5.783,5.862,329200.0
2014-03-11,5.822,6.045,5.822,5.957,777700.0
2014-03-12,5.963,6.062,5.931,6.009,519900.0
2014-03-13,6.013,6.272,5.98,6.206,1430700.0
2014-03-14,6.213,6.272,6.026,6.075,466700.0
2014-03-15,6.213,6.272,6.026,6.075,466700.0
2014-03-16,6.213,6.272,6.026,6.075,466700.0
2014-03-17,6.042,6.174,6.039,6.098,357200.0
2014-03-18,6.121,6.266,6.095,6.174,686200.0
2014-03-19,6.16,6.288,6.075,6.233,1044300.0
2014-03-20,6.229,6.403,6.141,6.403,903100.0
2014-03-21,6.325,6.554,6.114,6.305,3578200.0
2014-03-22,6.325,6.554,6.114,6.305,3578200.0
2014-03-23,6.325,6.554,6.114,6.305,3578200.0
2014-03-24,6.311,6.532,6.256,6.357,783100.0
2014-03-25,6.371,6.502,6.328,6.459,596000.0
2014-03-26,6.456,6.499,6.318,6.321,510000.0
2014-03-27,6.288,6.403,6.288,6.403,1163900.0
2014-03-28,6.433,6.453,6.101,6.288,682800.0
2014-03-29,6.433,6.453,6.101,6.288,682800.0
2014-03-30,6.433,6.453,6.101,6.288,682800.0
2014-03-31,6.305,6.331,6.147,6.321,532600.0
2014-04-01,6.331,6.344,6.114,6.229,533200.0
2014-04-02,6.239,6.38,6.21,6.305,355000.0
2014-04-03,6.305,6.354,6.128,6.174,528600.0
2014-04-04,6.193,6.318,6.134,6.141,475000.0
2014-04-05,6.193,6.318,6.134,6.141,475000.0
2014-04-06,6.193,6.318,6.134,6.141,475000.0
2014-04-07,6.157,6.269,6.157,6.2,680900.0
2014-04-08,6.216,6.371,6.151,6.305,930700.0
2014-04-09,6.259,6.384,6.249,6.338,492900.0
2014-04-10,6.338,6.338,6.157,6.338,684700.0
2014-04-11,6.331,6.538,6.279,6.367,497400.0
2014-04-12,6.331,6.538,6.279,6.367,497400.0
2014-04-13,6.331,6.538,6.279,6.367,497400.0
2014-04-14,6.367,6.61,6.354,6.469,734300.0
2014-04-15,6.479,6.656,6.4,6.617,871000.0
2014-04-16,6.574,6.676,6.495,6.545,421000.0
2014-04-17,6.545,6.66,6.505,6.607,382100.0
2014-04-18,6.545,6.66,6.505,6.607,382100.0
2014-04-19,6.545,6.66,6.505,6.607,382100.0
2014-04-20,6.545,6.66,6.505,6.607,382100.0
2014-04-21,6.545,6.66,6.505,6.607,382100.0
2014-04-22,6.715,6.834,6.538,6.758,517100.0
2014-04-23,6.765,6.765,6.584,6.633,309800.0
2014-04-24,6.656,6.794,6.584,6.765,305500.0
2014-04-25,6.778,6.784,6.568,6.597,357500.0
2014-04-26,6.778,6.784,6.568,6.597,357500.0
2014-04-27,6.778,6.784,6.568,6.597,357500.0
2014-04-28,6.597,6.597,6.403,6.403,633300.0
2014-04-29,6.41,6.505,6.121,6.206,332000.0
2014-04-30,6.203,6.571,6.18,6.551,1113800.0
2014-05-01,6.203,6.571,6.18,6.551,1113800.0
2014-05-02,6.635,6.834,6.548,6.758,601500.0
2014-05-03,6.635,6.834,6.548,6.758,601500.0
2014-05-04,6.635,6.834,6.548,6.758,601500.0
2014-05-05,6.747,6.901,6.712,6.796,320700.0
2014-05-06,6.793,6.988,6.744,6.901,797200.0
2014-05-07,6.901,6.96,6.8,6.89,273200.0
2014-05-08,6.946,7.069,6.901,7.002,706600.0
2014-05-09,7.058,7.058,6.838,6.915,731400.0
2014-05-10,7.058,7.058,6.838,6.915,731400.0
2014-05-11,7.058,7.058,6.838,6.915,731400.0
2014-05-12,6.915,7.069,6.824,6.953,719700.0
2014-05-13,6.904,7.201,6.904,7.111,337200.0
2014-05-14,7.104,7.275,7.002,7.013,613500.0
2014-05-15,7.013,7.229,6.978,6.985,688900.0
2014-05-16,6.988,7.18,6.981,7.065,456800.0
2014-05-17,6.988,7.18,6.981,7.065,456800.0
2014-05-18,6.988,7.18,6.981,7.065,456800.0
2014-05-19,7.121,7.194,7.058,7.076,363900.0
2014-05-20,7.076,7.163,6.831,7.009,444300.0
