,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity
2013-04-19,7.743,7.788,7.57,7.733,391100.0
2013-04-20,7.743,7.788,7.57,7.733,391100.0
2013-04-21,7.743,7.788,7.57,7.733,391100.0
2013-04-22,7.733,7.788,7.629,7.697,214200.0
2013-04-23,7.657,7.765,7.584,7.765,453200.0
2013-04-24,7.697,7.743,7.43,7.48,787100.0
2013-04-25,7.494,7.548,7.376,7.48,751000.0
2013-04-26,7.471,7.543,7.276,7.349,637900.0
2013-04-27,7.471,7.543,7.276,7.349,637900.0
2013-04-28,7.471,7.543,7.276,7.349,637900.0
2013-04-29,7.38,7.548,7.24,7.53,711900.0
2013-04-30,7.543,7.77,7.516,7.743,1572700.0
2013-05-01,7.543,7.77,7.516,7.743,1572700.0
2013-05-02,7.693,7.907,7.62,7.688,869000.0
2013-05-03,7.734,7.829,7.461,7.488,1048800.0
2013-05-04,7.734,7.829,7.461,7.488,1048800.0
2013-05-05,7.734,7.829,7.461,7.488,1048800.0
2013-05-06,7.565,7.643,7.438,7.552,731600.0
2013-05-07,7.511,7.916,7.511,7.729,1161000.0
2013-05-08,7.729,7.87,7.693,7.82,642200.0
2013-05-09,7.752,7.893,7.738,7.893,699900.0
2013-05-10,7.784,8.075,7.747,8.075,1196600.0
2013-05-11,7.784,8.075,7.747,8.075,1196600.0
2013-05-12,7.784,8.075,7.747,8.075,1196600.0
2013-05-13,7.961,8.057,7.916,8.052,837700.0
2013-05-14,7.961,8.098,7.907,8.093,498600.0
2013-05-15,8.07,8.334,7.939,8.121,1091100.0
2013-05-16,8.143,8.148,7.779,7.852,1116700.0
2013-05-17,7.866,8.007,7.729,7.816,645400.0
2013-05-18,7.866,8.007,7.729,7.816,645400.0
2013-05-19,7.866,8.007,7.729,7.816,645400.0
2013-05-20,7.825,7.934,7.62,7.843,527900.0
2013-05-21,7.843,7.966,7.766,7.898,361100.0
2013-05-22,7.893,8.002,7.866,7.911,633700.0
2013-05-23,7.838,7.843,7.62,7.747,1014100.0
2013-05-24,7.734,7.738,7.616,7.711,445900.0
2013-05-25,7.734,7.738,7.616,7.711,445900.0
2013-05-26,7.734,7.738,7.616,7.711,445900.0
2013-05-27,7.702,7.734,7.597,7.684,316400.0
2013-05-28,7.693,7.793,7.693,7.757,764900.0
2013-05-29,7.679,7.784,7.493,7.547,574600.0
2013-05-30,7.679,7.784,7.493,7.547,574600.0
2013-05-31,7.465,7.647,7.274,7.647,1306300.0
2013-06-01,7.465,7.647,7.274,7.647,1306300.0
2013-06-02,7.465,7.647,7.274,7.647,1306300.0
2013-06-03,7.579,7.616,7.329,7.52,1230800.0
2013-06-04,7.543,7.556,7.388,7.429,653900.0
2013-06-05,7.506,7.539,7.355,7.529,638900.0
2013-06-06,7.529,7.603,7.369,7.575,777900.0
2013-06-07,7.483,7.548,7.359,7.359,649300.0
2013-06-08,7.483,7.548,7.359,7.359,649300.0
2013-06-09,7.483,7.548,7.359,7.359,649300.0
2013-06-10,7.392,7.529,7.337,7.483,494900.0
2013-06-11,7.355,7.479,7.309,7.346,967800.0
2013-06-12,7.405,7.46,7.208,7.401,745000.0
2013-06-13,7.382,7.575,7.171,7.392,916800.0
2013-06-14,7.488,7.488,7.13,7.13,432400.0
2013-06-15,7.488,7.488,7.13,7.13,432400.0
2013-06-16,7.488,7.488,7.13,7.13,432400.0
2013-06-17,7.24,7.24,6.896,6.942,1373200.0
2013-06-18,6.933,6.933,6.79,6.923,1354000.0
2013-06-19,6.942,7.277,6.942,7.001,936800.0
2013-06-20,6.891,6.896,6.565,6.818,2164100.0
2013-06-21,6.79,6.864,6.506,6.547,1150600.0
2013-06-22,6.79,6.864,6.506,6.547,1150600.0
2013-06-23,6.79,6.864,6.506,6.547,1150600.0
2013-06-24,6.538,6.538,6.276,6.368,1004200.0
2013-06-25,6.349,6.689,6.349,6.689,718200.0
2013-06-26,6.694,6.91,6.57,6.822,820400.0
2013-06-27,6.74,6.914,6.63,6.836,875300.0
2013-06-28,6.836,6.946,6.57,6.946,1376300.0
2013-06-29,6.836,6.946,6.57,6.946,1376300.0
2013-06-30,6.836,6.946,6.57,6.946,1376300.0
2013-07-01,6.955,7.089,6.749,6.804,922700.0
2013-07-02,6.818,6.854,6.473,6.597,644700.0
2013-07-03,6.528,6.698,6.354,6.46,1594500.0
2013-07-04,6.524,6.721,6.464,6.496,785000.0
2013-07-05,6.473,6.473,6.212,6.313,1401000.0
2013-07-06,6.473,6.473,6.212,6.313,1401000.0
2013-07-07,6.473,6.473,6.212,6.313,1401000.0
2013-07-08,6.258,6.368,6.193,6.29,593200.0
2013-07-09,6.258,6.368,6.193,6.29,593200.0
2013-07-10,6.354,6.377,6.235,6.253,1081800.0
2013-07-11,6.313,6.427,6.313,6.427,1406800.0
2013-07-12,6.377,6.478,6.258,6.304,891200.0
2013-07-13,6.377,6.478,6.258,6.304,891200.0
2013-07-14,6.377,6.478,6.258,6.304,891200.0
2013-07-15,6.322,6.4,6.253,6.395,1228000.0
2013-07-16,6.409,6.496,6.372,6.441,1152600.0
2013-07-17,6.441,6.657,6.386,6.556,1569600.0
2013-07-18,6.542,6.616,6.46,6.542,1865600.0
2013-07-19,6.483,6.735,6.427,6.634,932600.0
2013-07-20,6.483,6.735,6.427,6.634,932600.0
2013-07-21,6.483,6.735,6.427,6.634,932600.0
2013-07-22,6.593,6.818,6.579,6.786,595200.0
2013-07-23,6.786,6.937,6.708,6.731,489000.0
2013-07-24,6.776,6.818,6.639,6.786,685000.0
2013-07-25,6.744,6.873,6.744,6.836,228600.0
2013-07-26,6.827,6.887,6.717,6.845,619700.0
2013-07-27,6.827,6.887,6.717,6.845,619700.0
2013-07-28,6.827,6.887,6.717,6.845,619700.0
2013-07-29,6.859,6.96,6.767,6.96,864900.0
2013-07-30,6.942,6.942,6.772,6.772,669100.0
2013-07-31,6.795,6.997,6.731,6.997,911200.0
2013-08-01,6.978,7.093,6.758,6.786,1286400.0
2013-08-02,6.804,6.9,6.694,6.767,399900.0
2013-08-03,6.804,6.9,6.694,6.767,399900.0
2013-08-04,6.804,6.9,6.694,6.767,399900.0
2013-08-05,6.776,6.877,6.717,6.864,462700.0
2013-08-06,6.832,6.859,6.597,6.657,542700.0
2013-08-07,6.652,6.698,6.496,6.57,339000.0
2013-08-08,6.634,6.652,6.455,6.574,650100.0
2013-08-09,6.634,6.666,6.423,6.57,1040900.0
2013-08-10,6.634,6.666,6.423,6.57,1040900.0
2013-08-11,6.634,6.666,6.423,6.57,1040900.0
2013-08-12,6.634,6.786,6.551,6.675,606400.0
2013-08-13,6.652,6.753,6.574,6.753,707800.0
2013-08-14,6.685,6.79,6.625,6.634,842200.0
2013-08-15,6.689,6.717,6.473,6.703,773500.0
2013-08-16,6.694,6.74,6.519,6.703,1163600.0
2013-08-17,6.694,6.74,6.519,6.703,1163600.0
2013-08-18,6.694,6.74,6.519,6.703,1163600.0
2013-08-19,6.685,6.708,6.441,6.455,660300.0
2013-08-20,6.423,6.473,6.313,6.359,726100.0
2013-08-21,6.349,6.45,6.198,6.198,851700.0
2013-08-22,6.221,6.313,6.157,6.235,1003700.0
2013-08-23,6.225,6.506,6.225,6.496,550100.0
2013-08-24,6.225,6.506,6.225,6.496,550100.0
2013-08-25,6.225,6.506,6.225,6.496,550100.0
2013-08-26,6.414,6.515,6.299,6.299,498900.0
2013-08-27,6.221,6.331,6.203,6.313,349900.0
2013-08-28,6.29,6.322,6.207,6.271,319600.0
2013-08-29,6.253,6.496,6.253,6.492,565000.0
2013-08-30,6.455,6.556,6.359,6.556,1002200.0
2013-08-31,6.455,6.556,6.359,6.556,1002200.0
2013-09-01,6.455,6.556,6.359,6.556,1002200.0
2013-09-02,6.597,6.726,6.496,6.726,737500.0
2013-09-03,6.694,6.726,6.524,6.611,598300.0
2013-09-04,6.574,6.718,6.505,6.677,463600.0
2013-09-05,6.723,6.876,6.612,6.876,533700.0
2013-09-06,6.848,6.969,6.806,6.876,1228300.0
2013-09-07,6.848,6.969,6.806,6.876,1228300.0
2013-09-08,6.848,6.969,6.806,6.876,1228300.0
2013-09-09,6.96,7.136,6.909,7.034,1142000.0
2013-09-10,7.025,7.215,6.922,6.96,1139600.0
2013-09-11,7.011,7.085,6.96,7.08,482000.0
2013-09-12,7.052,7.192,6.918,7.182,708300.0
2013-09-13,7.122,7.368,7.085,7.247,648400.0
2013-09-14,7.122,7.368,7.085,7.247,648400.0
2013-09-15,7.122,7.368,7.085,7.247,648400.0
2013-09-16,7.4,7.4,7.103,7.145,527200.0
2013-09-17,7.187,7.308,7.052,7.308,1138300.0
2013-09-18,7.261,7.419,7.14,7.4,2070200.0
2013-09-19,7.396,7.396,7.196,7.331,1156200.0
2013-09-20,7.331,7.47,7.164,7.247,723800.0
2013-09-21,7.331,7.47,7.164,7.247,723800.0
2013-09-22,7.331,7.47,7.164,7.247,723800.0
2013-09-23,7.331,7.442,7.289,7.377,1093300.0
2013-09-24,7.424,7.428,7.247,7.326,1718600.0
2013-09-25,7.349,7.377,7.122,7.261,1023500.0
2013-09-26,7.28,7.28,7.117,7.229,646100.0
2013-09-27,7.229,7.419,7.229,7.354,1228900.0
2013-09-28,7.229,7.419,7.229,7.354,1228900.0
2013-09-29,7.229,7.419,7.229,7.354,1228900.0
2013-09-30,7.308,7.382,7.099,7.099,1524600.0
2013-10-01,7.136,7.261,7.089,7.261,724500.0
2013-10-02,7.192,7.252,7.15,7.196,324400.0
2013-10-03,7.215,7.256,7.048,7.076,497600.0
2013-10-04,7.066,7.173,6.978,7.122,707600.0
2013-10-05,7.066,7.173,6.978,7.122,707600.0
2013-10-06,7.066,7.173,6.978,7.122,707600.0
2013-10-07,7.089,7.178,7.006,7.14,658700.0
2013-10-08,7.122,7.154,7.062,7.108,342800.0
2013-10-09,7.145,7.182,7.025,7.127,1032300.0
2013-10-10,7.168,7.205,6.964,7.136,1396300.0
2013-10-11,7.14,7.159,7.062,7.103,330800.0
2013-10-12,7.14,7.159,7.062,7.103,330800.0
2013-10-13,7.14,7.159,7.062,7.103,330800.0
2013-10-14,7.08,7.173,7.015,7.122,767800.0
2013-10-15,7.122,7.15,6.973,7.029,919900.0
2013-10-16,7.066,7.113,7.015,7.099,1364600.0
2013-10-17,7.052,7.256,7.052,7.168,558200.0
2013-10-18,7.159,7.354,7.094,7.154,1047000.0
2013-10-19,7.159,7.354,7.094,7.154,1047000.0
2013-10-20,7.159,7.354,7.094,7.154,1047000.0
2013-10-21,7.187,7.465,7.168,7.368,1953500.0
2013-10-22,7.377,7.456,7.261,7.4,1060200.0
2013-10-23,7.414,7.465,7.261,7.331,1236700.0
2013-10-24,7.363,7.386,7.178,7.27,2484500.0
2013-10-25,7.28,7.28,7.164,7.192,551700.0
2013-10-26,7.28,7.28,7.164,7.192,551700.0
2013-10-27,7.28,7.28,7.164,7.192,551700.0
2013-10-28,7.192,7.243,7.052,7.052,818400.0
2013-10-29,7.103,7.433,7.062,7.424,2389500.0
2013-10-30,7.372,7.424,7.182,7.284,1500300.0
2013-10-31,7.317,7.493,7.256,7.493,2100300.0
2013-11-01,7.502,7.655,7.424,7.47,840800.0
2013-11-02,7.502,7.655,7.424,7.47,840800.0
2013-11-03,7.502,7.655,7.424,7.47,840800.0
2013-11-04,7.47,7.577,7.428,7.479,467600.0
2013-11-05,7.521,7.669,7.479,7.655,770000.0
2013-11-06,7.623,7.651,7.4,7.47,1015400.0
2013-11-07,7.456,7.711,7.419,7.646,1165800.0
2013-11-08,7.637,7.637,7.261,7.331,1038600.0
2013-11-09,7.637,7.637,7.261,7.331,1038600.0
2013-11-10,7.637,7.637,7.261,7.331,1038600.0
2013-11-11,7.433,7.433,7.233,7.284,577900.0
2013-11-12,7.321,7.609,7.256,7.609,846200.0
2013-11-13,7.424,7.424,7.099,7.099,1564700.0
2013-11-14,7.205,7.229,6.876,6.955,1244400.0
2013-11-15,7.205,7.229,6.876,6.955,1244400.0
2013-11-16,7.205,7.229,6.876,6.955,1244400.0
2013-11-17,7.205,7.229,6.876,6.955,1244400.0
2013-11-18,6.96,6.96,6.616,6.681,1734000.0
2013-11-19,6.672,6.672,6.287,6.356,3204500.0
2013-11-20,6.672,6.672,6.287,6.356,3204500.0
2013-11-21,6.342,6.472,6.222,6.403,2355500.0
2013-11-22,6.426,6.449,6.278,6.356,2083800.0
2013-11-23,6.426,6.449,6.278,6.356,2083800.0
2013-11-24,6.426,6.449,6.278,6.356,2083800.0
2013-11-25,6.437,6.442,6.193,6.249,1213600.0
2013-11-26,6.231,6.381,6.113,6.151,1969200.0
2013-11-27,6.16,6.325,6.142,6.325,1245600.0
2013-11-28,6.357,6.409,6.254,6.362,526800.0
2013-11-29,6.362,6.4,6.301,6.381,681700.0
2013-11-30,6.362,6.4,6.301,6.381,681700.0
2013-12-01,6.362,6.4,6.301,6.381,681700.0
2013-12-02,6.329,6.4,6.235,6.31,632100.0
2013-12-03,6.207,6.282,5.963,6.043,1192700.0
2013-12-04,6.066,6.123,5.968,5.991,521400.0
2013-12-05,6.02,6.156,5.916,6.113,808000.0
2013-12-06,6.095,6.193,5.954,6.015,1071100.0
2013-12-07,6.095,6.193,5.954,6.015,1071100.0
2013-12-08,6.095,6.193,5.954,6.015,1071100.0
2013-12-09,6.015,6.085,5.879,5.949,1454200.0
2013-12-10,5.982,5.982,5.846,5.846,846600.0
2013-12-11,5.879,5.888,5.743,5.855,1138400.0
2013-12-12,5.86,5.926,5.733,5.738,1200200.0
2013-12-13,5.771,5.813,5.658,5.696,1247300.0
2013-12-14,5.771,5.813,5.658,5.696,1247300.0
2013-12-15,5.771,5.813,5.658,5.696,1247300.0
2013-12-16,5.701,5.747,5.593,5.607,1936700.0
2013-12-17,5.677,5.677,5.536,5.583,2258600.0
2013-12-18,5.616,5.762,5.607,5.747,981100.0
2013-12-19,5.776,5.865,5.747,5.818,958200.0
2013-12-20,5.818,5.959,5.808,5.959,745600.0
2013-12-21,5.818,5.959,5.808,5.959,745600.0
2013-12-22,5.818,5.959,5.808,5.959,745600.0
2013-12-23,5.935,5.959,5.869,5.888,956100.0
2013-12-24,5.935,5.959,5.869,5.888,956100.0
2013-12-25,5.935,5.959,5.869,5.888,956100.0
2013-12-26,5.888,5.982,5.888,5.93,387000.0
2013-12-27,5.977,5.987,5.893,5.982,694000.0
2013-12-28,5.977,5.987,5.893,5.982,694000.0
2013-12-29,5.977,5.987,5.893,5.982,694000.0
2013-12-30,5.973,5.973,5.907,5.912,536000.0
2013-12-31,5.973,5.973,5.907,5.912,536000.0
2014-01-01,5.973,5.973,5.907,5.912,536000.0
2014-01-02,5.912,5.991,5.846,5.973,772000.0
2014-01-03,6.015,6.02,5.935,5.959,378900.0
2014-01-04,6.015,6.02,5.935,5.959,378900.0
2014-01-05,6.015,6.02,5.935,5.959,378900.0
2014-01-06,5.996,5.996,5.738,5.841,1635500.0
2014-01-07,5.935,6.01,5.63,5.63,891700.0
2014-01-08,5.663,5.715,5.466,5.522,1056500.0
2014-01-09,5.56,5.621,5.274,5.344,1387400.0
2014-01-10,5.302,5.513,5.302,5.475,645400.0
2014-01-11,5.302,5.513,5.302,5.475,645400.0
2014-01-12,5.302,5.513,5.302,5.475,645400.0
2014-01-13,5.471,5.574,5.41,5.414,331800.0
2014-01-14,5.461,5.536,5.428,5.513,426300.0
2014-01-15,5.536,5.63,5.489,5.56,581600.0
2014-01-16,5.56,5.644,5.536,5.579,464500.0
2014-01-17,5.635,5.663,5.532,5.602,869700.0
2014-01-18,5.635,5.663,5.532,5.602,869700.0
2014-01-19,5.635,5.663,5.532,5.602,869700.0
2014-01-20,5.621,5.644,5.56,5.569,209000.0
2014-01-21,5.56,5.696,5.555,5.63,674200.0
2014-01-22,5.616,5.696,5.602,5.63,453200.0
2014-01-23,5.607,5.696,5.475,5.494,438400.0
2014-01-24,5.489,5.489,5.33,5.353,689500.0
2014-01-25,5.489,5.489,5.33,5.353,689500.0
2014-01-26,5.489,5.489,5.33,5.353,689500.0
2014-01-27,5.339,5.461,5.208,5.245,789700.0
2014-01-28,5.288,5.386,5.269,5.311,540700.0
2014-01-29,5.311,5.311,5.17,5.213,443300.0
2014-01-30,5.255,5.255,4.945,4.969,895200.0
2014-01-31,4.969,5.006,4.833,4.926,856600.0
2014-02-01,4.969,5.006,4.833,4.926,856600.0
2014-02-02,4.969,5.006,4.833,4.926,856600.0
2014-02-03,4.926,5.044,4.823,4.823,636900.0
2014-02-04,4.884,4.945,4.814,4.833,591300.0
2014-02-05,4.861,4.926,4.748,4.814,477800.0
2014-02-06,4.814,5.03,4.781,4.992,1060800.0
2014-02-07,5.03,5.137,4.983,5.011,792100.0
2014-02-08,5.03,5.137,4.983,5.011,792100.0
2014-02-09,5.03,5.137,4.983,5.011,792100.0
2014-02-10,5.03,5.039,4.903,4.908,926200.0
2014-02-11,4.931,5.011,4.837,4.987,720300.0
2014-02-12,5.156,5.203,5.034,5.161,1067400.0
2014-02-13,5.189,5.189,4.889,4.889,750700.0
2014-02-14,4.94,5.053,4.809,5.053,1532800.0
2014-02-15,4.94,5.053,4.809,5.053,1532800.0
2014-02-16,4.94,5.053,4.809,5.053,1532800.0
2014-02-17,5.1,5.1,5.001,5.044,459700.0
2014-02-18,5.091,5.091,5.006,5.067,611400.0
2014-02-19,5.02,5.227,5.02,5.194,1194300.0
2014-02-20,5.18,5.241,5.067,5.119,705300.0
2014-02-21,5.142,5.184,5.114,5.137,520400.0
2014-02-22,5.142,5.184,5.114,5.137,520400.0
2014-02-23,5.142,5.184,5.114,5.137,520400.0
2014-02-24,5.123,5.189,5.081,5.17,456000.0
2014-02-25,5.137,5.156,5.1,5.123,1233600.0
2014-02-26,5.158,5.158,5.058,5.11,769500.0
2014-02-27,5.096,5.239,5.096,5.215,568400.0
2014-02-28,5.229,5.477,5.229,5.429,1382400.0
2014-03-01,5.229,5.477,5.229,5.429,1382400.0
2014-03-02,5.229,5.477,5.229,5.429,1382400.0
2014-03-03,5.229,5.477,5.229,5.429,1382400.0
2014-03-04,5.229,5.477,5.229,5.429,1382400.0
2014-03-05,5.367,5.596,5.367,5.572,906600.0
2014-03-06,5.562,5.643,5.52,5.529,1654800.0
2014-03-07,5.558,5.753,5.524,5.667,1343800.0
2014-03-08,5.558,5.753,5.524,5.667,1343800.0
2014-03-09,5.558,5.753,5.524,5.667,1343800.0
2014-03-10,5.639,5.681,5.305,5.305,829100.0
2014-03-11,5.353,5.424,5.343,5.381,661100.0
2014-03-12,5.319,5.396,5.319,5.372,660500.0
2014-03-13,5.405,5.458,5.205,5.258,678400.0
2014-03-14,5.239,5.286,5.153,5.286,890500.0
2014-03-15,5.239,5.286,5.153,5.286,890500.0
2014-03-16,5.239,5.286,5.153,5.286,890500.0
2014-03-17,5.419,5.434,5.277,5.358,414000.0
2014-03-18,5.377,5.448,5.286,5.391,718800.0
2014-03-19,5.386,5.505,5.324,5.415,555900.0
2014-03-20,5.353,5.715,5.319,5.653,578800.0
2014-03-21,5.662,5.743,5.586,5.662,918600.0
2014-03-22,5.662,5.743,5.586,5.662,918600.0
2014-03-23,5.662,5.743,5.586,5.662,918600.0
2014-03-24,5.724,5.848,5.686,5.748,528700.0
2014-03-25,5.791,5.824,5.634,5.648,706900.0
2014-03-26,5.672,5.843,5.658,5.843,423000.0
2014-03-27,5.786,6.005,5.772,5.881,975000.0
2014-03-28,5.881,5.986,5.81,5.981,821400.0
2014-03-29,5.881,5.986,5.81,5.981,821400.0
2014-03-30,5.881,5.986,5.81,5.981,821400.0
2014-03-31,5.953,6.248,5.915,6.248,768900.0
2014-04-01,6.22,6.42,6.105,6.105,2049300.0
2014-04-02,6.12,6.334,6.12,6.305,659500.0
2014-04-03,6.339,6.339,6.029,6.167,744900.0
2014-04-04,6.239,6.358,6.072,6.191,682000.0
2014-04-05,6.239,6.358,6.072,6.191,682000.0
2014-04-06,6.239,6.358,6.072,6.191,682000.0
2014-04-07,6.205,6.405,6.205,6.353,764300.0
2014-04-08,6.424,6.515,6.405,6.477,1023300.0
2014-04-09,6.477,6.553,6.391,6.42,1329200.0
2014-04-10,6.467,6.567,6.191,6.191,661200.0
2014-04-11,6.201,6.296,6.172,6.191,789000.0
2014-04-12,6.201,6.296,6.172,6.191,789000.0
2014-04-13,6.201,6.296,6.172,6.191,789000.0
2014-04-14,6.191,6.262,6.034,6.072,647600.0
2014-04-15,6.124,6.258,5.781,5.781,1378300.0
2014-04-16,5.829,5.981,5.781,5.953,747800.0
2014-04-17,5.977,6.105,5.91,6.029,1167800.0
2014-04-18,5.977,6.105,5.91,6.029,1167800.0
2014-04-19,5.977,6.105,5.91,6.029,1167800.0
2014-04-20,5.977,6.105,5.91,6.029,1167800.0
2014-04-21,5.977,6.105,5.91,6.029,1167800.0
2014-04-22,6.034,6.101,5.977,6.024,628200.0
2014-04-23,6.043,6.053,5.834,5.891,667100.0
2014-04-24,5.929,5.948,5.829,5.839,584000.0
2014-04-25,5.862,5.891,5.715,5.762,457600.0
2014-04-26,5.862,5.891,5.715,5.762,457600.0
2014-04-27,5.862,5.891,5.715,5.762,457600.0
2014-04-28,5.729,5.986,5.729,5.896,610100.0
2014-04-29,5.891,6.12,5.858,6.015,601800.0
2014-04-30,5.939,6.129,5.934,5.958,1181800.0
2014-05-01,5.939,6.129,5.934,5.958,1181800.0
2014-05-02,6.015,6.17,5.982,6.049,544100.0
2014-05-03,6.015,6.17,5.982,6.049,544100.0
2014-05-04,6.015,6.17,5.982,6.049,544100.0
2014-05-05,6.059,6.102,5.967,6.044,331800.0
2014-05-06,6.093,6.247,5.991,6.179,626500.0
2014-05-07,6.17,6.358,6.165,6.3,515400.0
2014-05-08,6.295,6.344,6.194,6.228,451800.0
2014-05-09,6.228,6.252,5.986,5.991,838500.0
2014-05-10,6.228,6.252,5.986,5.991,838500.0
2014-05-11,6.228,6.252,5.986,5.991,838500.0
2014-05-12,5.991,6.242,5.991,6.059,1064100.0
2014-05-13,5.885,5.986,5.769,5.89,2838300.0
2014-05-14,5.895,5.933,5.557,5.581,3337200.0
2014-05-15,5.576,5.61,5.436,5.479,2124900.0
2014-05-16,5.484,5.576,5.402,5.431,1252100.0
2014-05-17,5.484,5.576,5.402,5.431,1252100.0
2014-05-18,5.484,5.576,5.402,5.431,1252100.0
2014-05-19,5.465,5.513,5.364,5.383,829400.0
2014-05-20,5.383,5.422,5.301,5.31,1500900.0
2014-05-21,5.349,5.441,5.291,5.402,1775000.0
2014-05-22,5.368,5.402,5.262,5.267,1501700.0
2014-05-23,5.262,5.301,5.19,5.204,752700.0
2014-05-24,5.262,5.301,5.19,5.204,752700.0
2014-05-25,5.262,5.301,5.19,5.204,752700.0
2014-05-26,5.219,5.33,5.214,5.282,297100.0
2014-05-27,5.282,5.31,5.228,5.31,722800.0
2014-05-28,5.315,5.402,5.253,5.31,1223800.0
2014-05-29,5.354,5.354,5.272,5.286,619300.0
2014-05-30,5.286,5.32,5.127,5.127,1053900.0
2014-05-31,5.286,5.32,5.127,5.127,1053900.0
2014-06-01,5.286,5.32,5.127,5.127,1053900.0
2014-06-02,5.142,5.204,5.084,5.19,395800.0
2014-06-03,5.204,5.296,5.137,5.282,636500.0
2014-06-04,5.286,5.306,5.175,5.291,662100.0
2014-06-05,5.293,5.361,5.253,5.293,801000.0
2014-06-06,5.386,5.415,5.317,5.386,1100300.0
2014-06-07,5.386,5.415,5.317,5.386,1100300.0
2014-06-08,5.386,5.415,5.317,5.386,1100300.0
2014-06-09,5.391,5.459,5.381,5.415,899300.0
2014-06-10,5.415,5.459,5.386,5.459,2305900.0
2014-06-11,5.474,5.489,5.425,5.469,463800.0
2014-06-12,5.474,5.489,5.425,5.469,463800.0
2014-06-13,5.415,5.699,5.415,5.621,1215300.0
2014-06-14,5.415,5.699,5.415,5.621,1215300.0
2014-06-15,5.415,5.699,5.415,5.621,1215300.0
2014-06-16,5.631,5.739,5.562,5.685,635600.0
2014-06-17,5.67,5.748,5.626,5.685,746600.0
2014-06-18,5.753,5.753,5.606,5.709,1116500.0
2014-06-19,5.753,5.753,5.606,5.709,1116500.0
2014-06-20,5.709,5.768,5.646,5.758,1778200.0
2014-06-21,5.709,5.768,5.646,5.758,1778200.0
2014-06-22,5.709,5.768,5.646,5.758,1778200.0
2014-06-23,5.714,5.734,5.547,5.567,402500.0
2014-06-24,5.582,5.601,5.351,5.381,1356600.0
2014-06-25,5.484,5.484,5.116,5.121,1031000.0
2014-06-26,5.234,5.253,5.082,5.16,805900.0
2014-06-27,5.253,5.283,5.097,5.219,796200.0
2014-06-28,5.253,5.283,5.097,5.219,796200.0
2014-06-29,5.253,5.283,5.097,5.219,796200.0
2014-06-30,5.219,5.302,5.146,5.268,577500.0
2014-07-01,5.283,5.361,5.209,5.209,344400.0
2014-07-02,5.234,5.244,5.195,5.244,341800.0
2014-07-03,5.234,5.302,5.195,5.268,385300.0
2014-07-04,5.268,5.371,5.234,5.371,125600.0
2014-07-05,5.268,5.371,5.234,5.371,125600.0
2014-07-06,5.268,5.371,5.234,5.371,125600.0
2014-07-07,5.356,5.371,5.263,5.288,244900.0
2014-07-08,5.263,5.371,5.258,5.371,198300.0
2014-07-09,5.263,5.371,5.258,5.371,198300.0
2014-07-10,5.391,5.675,5.342,5.562,1544700.0
2014-07-11,5.582,5.753,5.552,5.714,1197900.0
2014-07-12,5.582,5.753,5.552,5.714,1197900.0
2014-07-13,5.582,5.753,5.552,5.714,1197900.0
2014-07-14,5.734,5.876,5.714,5.807,1279700.0
2014-07-15,5.807,5.93,5.802,5.905,1319800.0
2014-07-16,5.905,5.959,5.719,5.729,1545800.0
2014-07-17,5.695,5.763,5.587,5.66,690100.0
2014-07-18,5.734,5.9,5.734,5.768,1204900.0
2014-07-19,5.734,5.9,5.734,5.768,1204900.0
2014-07-20,5.734,5.9,5.734,5.768,1204900.0
2014-07-21,5.744,5.93,5.744,5.915,407000.0
2014-07-22,5.886,6.038,5.886,5.998,386600.0
2014-07-23,5.964,6.116,5.944,5.969,527900.0
2014-07-24,6.018,6.091,5.954,5.954,362800.0
2014-07-25,6.028,6.052,5.895,5.91,260600.0
2014-07-26,6.028,6.052,5.895,5.91,260600.0
2014-07-27,6.028,6.052,5.895,5.91,260600.0
2014-07-28,5.92,6.062,5.9,5.925,275600.0
2014-07-29,5.891,6.067,5.832,5.832,552800.0
2014-07-30,5.905,5.905,5.641,5.641,788900.0
2014-07-31,5.636,5.699,5.435,5.655,1082300.0
2014-08-01,5.596,5.709,5.562,5.665,370700.0
2014-08-02,5.596,5.709,5.562,5.665,370700.0
2014-08-03,5.596,5.709,5.562,5.665,370700.0
2014-08-04,5.66,5.768,5.616,5.636,385800.0
2014-08-05,5.636,5.753,5.582,5.587,612600.0
2014-08-06,5.596,5.641,5.489,5.489,488000.0
2014-08-07,5.508,5.592,5.371,5.371,436000.0
2014-08-08,5.366,5.44,5.322,5.43,535800.0
2014-08-09,5.366,5.44,5.322,5.43,535800.0
2014-08-10,5.366,5.44,5.322,5.43,535800.0
2014-08-11,5.43,5.616,5.43,5.562,635100.0
2014-08-12,5.631,5.699,5.518,5.518,1017600.0
2014-08-13,5.969,6.498,5.91,6.273,5501000.0
2014-08-14,6.312,6.518,6.238,6.434,1467100.0
2014-08-15,6.449,7.018,6.42,7.008,1402500.0
2014-08-16,6.449,7.018,6.42,7.008,1402500.0
2014-08-17,6.449,7.018,6.42,7.008,1402500.0
2014-08-18,6.954,7.047,6.782,6.861,1118200.0
2014-08-19,6.9,7.223,6.846,7.072,945200.0
2014-08-20,7.091,7.591,7.027,7.15,1399400.0
2014-08-21,7.15,7.346,7.125,7.219,469000.0
2014-08-22,7.15,7.297,7.091,7.174,471600.0
