,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity,BRSR6 BZ Equity
2014-08-23,7.15,7.297,7.091,7.174,471600.0
2014-08-24,7.15,7.297,7.091,7.174,471600.0
2014-08-25,7.189,7.292,7.15,7.15,1184900.0
2014-08-26,7.15,7.302,7.116,7.228,2105000.0
2014-08-27,7.233,7.518,7.219,7.498,2009200.0
2014-08-28,7.449,7.63,7.39,7.459,692600.0
2014-08-29,7.483,7.62,7.371,7.571,1085900.0
2014-08-30,7.483,7.62,7.371,7.571,1085900.0
2014-08-31,7.483,7.62,7.371,7.571,1085900.0
2014-09-01,7.567,7.861,7.469,7.797,550800.0
2014-09-02,7.787,7.841,7.571,7.679,1142600.0
2014-09-03,7.63,7.831,7.454,7.557,1143400.0
2014-09-04,7.535,7.669,7.475,7.604,596400.0
2014-09-05,7.55,7.703,7.465,7.614,1093900.0
2014-09-06,7.55,7.703,7.465,7.614,1093900.0
2014-09-07,7.55,7.703,7.465,7.614,1093900.0
2014-09-08,7.659,7.748,7.416,7.51,693500.0
2014-09-09,7.49,7.52,7.193,7.356,862900.0
2014-09-10,7.282,7.386,7.257,7.332,889800.0
2014-09-11,7.356,7.465,7.282,7.381,898300.0
2014-09-12,7.47,7.475,7.223,7.223,1127300.0
2014-09-13,7.47,7.475,7.223,7.223,1127300.0
2014-09-14,7.47,7.475,7.223,7.223,1127300.0
2014-09-15,7.421,7.431,7.064,7.183,631500.0
2014-09-16,7.218,7.574,7.148,7.347,1116400.0
2014-09-17,7.366,7.53,7.317,7.446,842700.0
2014-09-18,7.465,7.54,7.376,7.446,690100.0
2014-09-19,7.455,7.48,7.233,7.455,910200.0
2014-09-20,7.455,7.48,7.233,7.455,910200.0
2014-09-21,7.455,7.48,7.233,7.455,910200.0
2014-09-22,7.426,7.426,7.084,7.203,858700.0
2014-09-23,7.133,7.455,7.129,7.455,755400.0
2014-09-24,7.366,7.436,7.193,7.307,816800.0
2014-09-25,7.327,7.451,7.163,7.242,793000.0
2014-09-26,7.148,7.47,7.148,7.406,714300.0
2014-09-27,7.148,7.47,7.148,7.406,714300.0
2014-09-28,7.148,7.47,7.148,7.406,714300.0
2014-09-29,7.252,7.307,6.871,6.93,907100.0
2014-09-30,6.811,7.302,6.811,7.282,1722100.0
2014-10-01,7.267,7.366,6.698,6.747,841600.0
2014-10-02,6.747,7.084,6.722,7.034,598100.0
2014-10-03,7.015,7.054,6.811,6.826,502400.0
2014-10-04,7.015,7.054,6.811,6.826,502400.0
2014-10-05,7.015,7.054,6.811,6.826,502400.0
2014-10-06,7.183,7.455,6.826,6.886,1605700.0
2014-10-07,6.945,7.025,6.732,6.985,824200.0
2014-10-08,7.01,7.104,6.836,6.836,1003600.0
2014-10-09,6.911,7.208,6.861,7.163,1853700.0
2014-10-10,7.129,7.188,6.841,7.015,606500.0
2014-10-11,7.129,7.188,6.841,7.015,606500.0
2014-10-12,7.129,7.188,6.841,7.015,606500.0
2014-10-13,7.168,7.292,7.044,7.119,1219100.0
2014-10-14,7.178,7.48,6.96,7.421,923500.0
2014-10-15,7.431,7.47,7.138,7.406,2012400.0
2014-10-16,7.337,7.376,7.049,7.178,903400.0
2014-10-17,7.381,7.381,6.896,6.99,838300.0
2014-10-18,7.381,7.381,6.896,6.99,838300.0
2014-10-19,7.381,7.381,6.896,6.99,838300.0
2014-10-20,7.01,7.114,6.886,7.015,654400.0
2014-10-21,6.891,6.911,6.41,6.539,1132100.0
2014-10-22,6.494,6.584,6.346,6.381,656200.0
2014-10-23,6.455,6.455,5.954,6.083,1365100.0
2014-10-24,6.133,6.504,5.979,6.43,775400.0
2014-10-25,6.133,6.504,5.979,6.43,775400.0
2014-10-26,6.133,6.504,5.979,6.43,775400.0
2014-10-27,6.049,6.589,5.841,6.415,1490700.0
2014-10-28,6.39,6.876,6.39,6.717,808500.0
2014-10-29,6.925,6.945,6.623,6.732,646200.0
2014-10-30,6.93,7.242,6.816,7.153,1621200.0
2014-10-31,7.034,7.381,7.034,7.332,875700.0
2014-11-01,7.034,7.381,7.034,7.332,875700.0
2014-11-02,7.034,7.381,7.034,7.332,875700.0
2014-11-03,7.228,7.446,7.079,7.158,312000.0
2014-11-04,7.228,7.351,6.945,7.119,513400.0
2014-11-05,7.109,7.193,6.816,6.836,504300.0
2014-11-06,6.856,6.97,6.663,6.802,470700.0
2014-11-07,6.737,7.223,6.693,7.183,920500.0
2014-11-08,6.737,7.223,6.693,7.183,920500.0
2014-11-09,6.737,7.223,6.693,7.183,920500.0
2014-11-10,7.138,7.312,7.039,7.158,518500.0
2014-11-11,7.104,7.188,6.95,7.044,847900.0
2014-11-12,7.089,7.203,6.935,6.94,1248900.0
2014-11-13,6.975,7.183,6.906,7.183,1126900.0
2014-11-14,7.084,7.158,6.906,7.133,941800.0
2014-11-15,7.084,7.158,6.906,7.133,941800.0
2014-11-16,7.084,7.158,6.906,7.133,941800.0
2014-11-17,7.094,7.183,6.782,6.95,685600.0
2014-11-18,6.99,7.109,6.757,6.901,1089400.0
2014-11-19,6.901,7.02,6.762,6.911,1961000.0
2014-11-20,6.901,7.02,6.762,6.911,1961000.0
2014-11-21,6.95,7.183,6.816,7.178,1959100.0
2014-11-22,6.95,7.183,6.816,7.178,1959100.0
2014-11-23,6.95,7.183,6.816,7.178,1959100.0
2014-11-24,7.228,7.51,6.985,7.416,2280000.0
2014-11-25,7.465,7.505,6.925,6.985,1256300.0
2014-11-26,7.079,7.199,7.033,7.144,522500.0
2014-11-27,7.169,7.229,7.099,7.169,250600.0
2014-11-28,7.199,7.505,7.074,7.505,783100.0
2014-11-29,7.199,7.505,7.074,7.505,783100.0
2014-11-30,7.199,7.505,7.074,7.505,783100.0
2014-12-01,7.374,7.404,7.003,7.069,954400.0
2014-12-02,7.119,7.124,6.968,7.094,754100.0
2014-12-03,7.124,7.124,6.998,7.018,956600.0
2014-12-04,7.043,7.069,6.773,6.813,825900.0
2014-12-05,6.853,6.893,6.783,6.873,321600.0
2014-12-06,6.853,6.893,6.783,6.873,321600.0
2014-12-07,6.853,6.893,6.783,6.873,321600.0
2014-12-08,6.943,6.943,6.582,6.773,542500.0
2014-12-09,6.753,6.778,6.397,6.417,1515100.0
2014-12-10,6.467,6.642,6.397,6.517,1355500.0
2014-12-11,6.477,6.743,6.477,6.728,771400.0
2014-12-12,6.768,6.843,6.582,6.642,1145900.0
2014-12-13,6.768,6.843,6.582,6.642,1145900.0
2014-12-14,6.768,6.843,6.582,6.642,1145900.0
2014-12-15,6.688,6.718,6.281,6.297,1037900.0
2014-12-16,6.302,6.302,6.011,6.031,1251000.0
2014-12-17,6.071,6.813,6.071,6.718,1267200.0
2014-12-18,6.708,6.898,6.637,6.667,937600.0
2014-12-19,6.768,6.863,6.632,6.718,737000.0
2014-12-20,6.768,6.863,6.632,6.718,737000.0
2014-12-21,6.768,6.863,6.632,6.718,737000.0
2014-12-22,6.517,7.008,6.347,6.968,702900.0
2014-12-23,6.923,7.244,6.923,7.094,1032200.0
2014-12-24,6.923,7.244,6.923,7.094,1032200.0
2014-12-25,6.923,7.244,6.923,7.094,1032200.0
2014-12-26,7.064,7.219,6.883,7.008,290600.0
2014-12-27,7.064,7.219,6.883,7.008,290600.0
2014-12-28,7.064,7.219,6.883,7.008,290600.0
2014-12-29,6.938,7.399,6.938,7.319,455700.0
2014-12-30,7.299,7.344,7.194,7.269,502400.0
2014-12-31,7.299,7.344,7.194,7.269,502400.0
2015-01-01,7.299,7.344,7.194,7.269,502400.0
2015-01-02,7.134,7.304,6.923,7.284,527000.0
2015-01-03,7.134,7.304,6.923,7.284,527000.0
2015-01-04,7.134,7.304,6.923,7.284,527000.0
2015-01-05,7.159,7.159,7.064,7.119,1178300.0
2015-01-06,7.119,7.119,6.557,6.562,774200.0
2015-01-07,6.642,6.888,6.577,6.843,943100.0
2015-01-08,6.833,6.918,6.587,6.683,653100.0
2015-01-09,6.667,6.718,6.397,6.592,469500.0
2015-01-10,6.667,6.718,6.397,6.592,469500.0
2015-01-11,6.667,6.718,6.397,6.592,469500.0
2015-01-12,6.572,6.627,6.477,6.542,420600.0
2015-01-13,6.693,6.723,6.417,6.417,737900.0
2015-01-14,6.417,6.642,6.357,6.517,899900.0
2015-01-15,6.597,6.758,6.297,6.297,913300.0
2015-01-16,6.317,6.617,6.196,6.597,663900.0
2015-01-17,6.317,6.617,6.196,6.597,663900.0
2015-01-18,6.317,6.617,6.196,6.597,663900.0
2015-01-19,6.552,6.552,6.266,6.266,432500.0
2015-01-20,6.302,6.377,6.011,6.096,1659400.0
2015-01-21,6.141,6.397,6.126,6.297,1048200.0
2015-01-22,6.266,6.577,6.171,6.261,1221800.0
2015-01-23,6.266,6.407,6.181,6.292,833100.0
2015-01-24,6.266,6.407,6.181,6.292,833100.0
2015-01-25,6.266,6.407,6.181,6.292,833100.0
2015-01-26,6.342,6.342,6.046,6.166,654000.0
2015-01-27,6.156,6.216,6.091,6.166,1114000.0
2015-01-28,6.286,6.286,5.951,6.056,776100.0
2015-01-29,6.131,6.131,5.865,5.991,1520700.0
2015-01-30,5.9,6.211,5.89,6.116,1340100.0
2015-01-31,5.9,6.211,5.89,6.116,1340100.0
2015-02-01,5.9,6.211,5.89,6.116,1340100.0
2015-02-02,6.066,6.201,5.67,5.765,1197400.0
2015-02-03,5.8,5.916,5.7,5.74,1377000.0
2015-02-04,5.74,6.181,5.7,6.161,792000.0
2015-02-05,6.216,6.567,6.111,6.452,1211000.0
2015-02-06,6.292,6.417,6.186,6.261,497400.0
2015-02-07,6.292,6.417,6.186,6.261,497400.0
2015-02-08,6.292,6.417,6.186,6.261,497400.0
2015-02-09,6.201,6.462,6.161,6.352,926700.0
2015-02-10,6.332,6.487,6.156,6.241,883400.0
2015-02-11,6.146,6.246,5.936,6.016,793700.0
2015-02-12,6.091,6.126,5.916,5.916,912400.0
2015-02-13,5.951,6.392,5.951,6.266,1117400.0
2015-02-14,5.951,6.392,5.951,6.266,1117400.0
2015-02-15,5.951,6.392,5.951,6.266,1117400.0
2015-02-16,5.951,6.392,5.951,6.266,1117400.0
2015-02-17,5.951,6.392,5.951,6.266,1117400.0
2015-02-18,6.317,6.537,6.216,6.362,601100.0
2015-02-19,6.317,6.442,6.246,6.312,259300.0
2015-02-20,6.322,6.412,6.171,6.171,980200.0
2015-02-21,6.322,6.412,6.171,6.171,980200.0
2015-02-22,6.322,6.412,6.171,6.171,980200.0
2015-02-23,6.201,6.322,6.116,6.276,1536600.0
2015-02-24,6.196,6.266,6.086,6.176,1136600.0
2015-02-25,6.176,6.492,6.096,6.367,1614100.0
2015-02-26,6.447,6.447,6.146,6.206,595200.0
2015-02-27,6.261,6.527,6.226,6.382,1124500.0
2015-02-28,6.261,6.527,6.226,6.382,1124500.0
2015-03-01,6.261,6.527,6.226,6.382,1124500.0
2015-03-02,6.377,6.462,6.221,6.407,1444900.0
2015-03-03,6.387,6.552,6.332,6.367,1355700.0
2015-03-04,6.337,6.342,5.946,6.111,1658400.0
2015-03-05,6.151,6.217,6.044,6.136,1818600.0
2015-03-06,6.115,6.131,5.835,5.856,681600.0
2015-03-07,6.115,6.131,5.835,5.856,681600.0
2015-03-08,6.115,6.131,5.835,5.856,681600.0
2015-03-09,5.8,5.993,5.754,5.845,1184100.0
2015-03-10,5.815,5.84,5.453,5.453,960200.0
2015-03-11,5.494,5.744,5.469,5.698,2126300.0
2015-03-12,5.703,5.942,5.677,5.82,592300.0
2015-03-13,5.906,5.942,5.728,5.83,1670900.0
2015-03-14,5.906,5.942,5.728,5.83,1670900.0
2015-03-15,5.906,5.942,5.728,5.83,1670900.0
2015-03-16,5.774,5.922,5.764,5.805,694700.0
2015-03-17,5.8,6.044,5.744,6.008,1467900.0
2015-03-18,5.983,6.288,5.866,6.288,1371200.0
2015-03-19,6.237,6.243,5.845,5.856,1389800.0
2015-03-20,5.957,6.131,5.861,5.906,1313600.0
2015-03-21,5.957,6.131,5.861,5.906,1313600.0
2015-03-22,5.957,6.131,5.861,5.906,1313600.0
2015-03-23,5.978,6.049,5.825,6.013,703800.0
2015-03-24,5.906,6.069,5.718,5.825,2103200.0
2015-03-25,5.856,5.896,5.733,5.733,866800.0
2015-03-26,5.723,5.723,5.357,5.397,1371200.0
2015-03-27,5.443,5.484,5.28,5.474,1034600.0
2015-03-28,5.443,5.484,5.28,5.474,1034600.0
2015-03-29,5.443,5.484,5.28,5.474,1034600.0
2015-03-30,5.499,5.652,5.494,5.591,656700.0
2015-03-31,5.56,5.733,5.545,5.601,1216100.0
2015-04-01,5.632,5.8,5.632,5.677,1226400.0
2015-04-02,5.718,5.927,5.667,5.906,1094400.0
2015-04-03,5.718,5.927,5.667,5.906,1094400.0
2015-04-04,5.718,5.927,5.667,5.906,1094400.0
2015-04-05,5.718,5.927,5.667,5.906,1094400.0
2015-04-06,6.003,6.11,5.856,6.1,789800.0
2015-04-07,6.069,6.151,6.029,6.064,610200.0
2015-04-08,6.08,6.156,5.866,5.932,832100.0
2015-04-09,5.876,5.927,5.55,5.596,1568800.0
2015-04-10,5.525,5.901,5.525,5.856,845700.0
2015-04-11,5.525,5.901,5.525,5.856,845700.0
2015-04-12,5.525,5.901,5.525,5.856,845700.0
2015-04-13,5.85,5.912,5.713,5.789,971200.0
2015-04-14,5.805,5.85,5.698,5.845,1142000.0
2015-04-15,5.81,5.932,5.81,5.906,1264800.0
2015-04-16,5.891,6.029,5.84,5.901,859700.0
2015-04-17,5.866,5.901,5.764,5.85,766500.0
2015-04-18,5.866,5.901,5.764,5.85,766500.0
2015-04-19,5.866,5.901,5.764,5.85,766500.0
2015-04-20,5.825,5.901,5.784,5.84,573800.0
2015-04-21,5.825,5.901,5.784,5.84,573800.0
2015-04-22,5.912,5.968,5.784,5.784,1327100.0
2015-04-23,5.794,5.968,5.703,5.728,1167800.0
2015-04-24,5.856,5.856,5.662,5.662,1425900.0
2015-04-25,5.856,5.856,5.662,5.662,1425900.0
2015-04-26,5.856,5.856,5.662,5.662,1425900.0
2015-04-27,5.698,5.815,5.611,5.774,979500.0
2015-04-28,5.805,5.805,5.682,5.784,622600.0
2015-04-29,5.764,5.764,5.55,5.657,824800.0
2015-04-30,5.657,5.952,5.616,5.952,1325100.0
2015-05-01,5.657,5.952,5.616,5.952,1325100.0
2015-05-02,5.657,5.952,5.616,5.952,1325100.0
2015-05-03,5.657,5.952,5.616,5.952,1325100.0
2015-05-04,5.921,5.952,5.687,5.732,708500.0
2015-05-05,5.768,5.86,5.712,5.845,521200.0
2015-05-06,5.814,5.875,5.666,5.666,1012900.0
2015-05-07,5.666,5.773,5.63,5.738,649700.0
2015-05-08,5.738,5.773,5.574,5.59,1345700.0
2015-05-09,5.738,5.773,5.574,5.59,1345700.0
2015-05-10,5.738,5.773,5.574,5.59,1345700.0
2015-05-11,5.625,5.635,5.314,5.385,1357800.0
2015-05-12,5.411,5.442,5.334,5.411,1103200.0
2015-05-13,5.36,5.421,5.258,5.293,1174300.0
2015-05-14,5.35,5.533,5.293,5.487,1024300.0
2015-05-15,5.487,5.763,5.487,5.758,1322700.0
2015-05-16,5.487,5.763,5.487,5.758,1322700.0
2015-05-17,5.487,5.763,5.487,5.758,1322700.0
2015-05-18,5.784,5.829,5.651,5.717,2060500.0
2015-05-19,5.717,5.789,5.681,5.753,1081100.0
2015-05-20,5.681,5.738,5.615,5.615,968700.0
2015-05-21,5.605,5.605,5.431,5.503,422200.0
2015-05-22,5.426,5.523,5.288,5.365,616400.0
2015-05-23,5.426,5.523,5.288,5.365,616400.0
2015-05-24,5.426,5.523,5.288,5.365,616400.0
2015-05-25,5.314,5.584,5.309,5.513,331800.0
2015-05-26,5.426,5.452,5.232,5.253,581900.0
2015-05-27,5.232,5.406,5.176,5.375,867200.0
2015-05-28,5.457,5.472,5.166,5.258,678500.0
2015-05-29,5.248,5.248,5.094,5.094,1017600.0
2015-05-30,5.248,5.248,5.094,5.094,1017600.0
2015-05-31,5.248,5.248,5.094,5.094,1017600.0
2015-06-01,5.14,5.181,4.946,5.028,1074100.0
2015-06-02,5.054,5.232,5.043,5.232,742600.0
2015-06-03,5.329,5.335,5.246,5.288,1204800.0
2015-06-04,5.329,5.335,5.246,5.288,1204800.0
2015-06-05,5.168,5.262,5.095,5.095,711600.0
2015-06-06,5.168,5.262,5.095,5.095,711600.0
2015-06-07,5.168,5.262,5.095,5.095,711600.0
2015-06-08,5.142,5.147,4.949,4.954,585200.0
2015-06-09,4.97,5.017,4.939,5.001,665600.0
2015-06-10,5.053,5.23,5.017,5.095,1201700.0
2015-06-11,5.095,5.147,4.855,4.939,1039600.0
2015-06-12,4.881,4.928,4.819,4.85,822000.0
2015-06-13,4.881,4.928,4.819,4.85,822000.0
2015-06-14,4.881,4.928,4.819,4.85,822000.0
2015-06-15,4.834,4.871,4.735,4.84,605200.0
2015-06-16,4.892,4.975,4.85,4.897,1077600.0
2015-06-17,4.855,4.871,4.772,4.782,766900.0
2015-06-18,4.793,4.881,4.741,4.871,1298600.0
2015-06-19,4.85,4.897,4.808,4.881,944500.0
2015-06-20,4.85,4.897,4.808,4.881,944500.0
2015-06-21,4.85,4.897,4.808,4.881,944500.0
2015-06-22,4.902,4.954,4.892,4.949,552900.0
2015-06-23,4.954,5.001,4.881,4.907,682100.0
2015-06-24,4.902,4.933,4.824,4.881,875600.0
2015-06-25,4.876,4.876,4.673,4.689,1387000.0
2015-06-26,4.788,4.819,4.725,4.814,1125800.0
2015-06-27,4.788,4.819,4.725,4.814,1125800.0
2015-06-28,4.788,4.819,4.725,4.814,1125800.0
2015-06-29,4.746,4.808,4.673,4.756,561600.0
2015-06-30,4.709,4.777,4.642,4.642,1238600.0
2015-07-01,4.694,4.73,4.642,4.689,745100.0
2015-07-02,4.694,4.767,4.663,4.694,491900.0
2015-07-03,4.657,4.699,4.616,4.663,328700.0
2015-07-04,4.657,4.699,4.616,4.663,328700.0
2015-07-05,4.657,4.699,4.616,4.663,328700.0
2015-07-06,4.636,4.657,4.532,4.558,481600.0
2015-07-07,4.522,4.522,4.324,4.334,1201700.0
2015-07-08,4.329,4.438,4.293,4.366,591900.0
2015-07-09,4.329,4.438,4.293,4.366,591900.0
2015-07-10,4.392,4.532,4.392,4.532,1085400.0
2015-07-11,4.392,4.532,4.392,4.532,1085400.0
2015-07-12,4.392,4.532,4.392,4.532,1085400.0
2015-07-13,4.61,4.678,4.532,4.636,1656500.0
2015-07-14,4.689,4.876,4.626,4.819,1765100.0
2015-07-15,4.814,5.027,4.793,4.959,1670200.0
2015-07-16,4.959,5.038,4.86,4.923,1705600.0
2015-07-17,4.913,4.975,4.793,4.866,787400.0
2015-07-18,4.913,4.975,4.793,4.866,787400.0
2015-07-19,4.913,4.975,4.793,4.866,787400.0
2015-07-20,4.876,4.897,4.772,4.845,560400.0
2015-07-21,4.866,5.017,4.793,4.991,1391700.0
2015-07-22,4.98,4.996,4.913,4.923,1900800.0
2015-07-23,4.876,4.907,4.678,4.845,1596600.0
2015-07-24,4.86,4.907,4.663,4.845,1070000.0
2015-07-25,4.86,4.907,4.663,4.845,1070000.0
2015-07-26,4.86,4.907,4.663,4.845,1070000.0
2015-07-27,4.845,4.86,4.746,4.845,1351600.0
2015-07-28,4.902,4.923,4.72,4.913,1177500.0
2015-07-29,4.84,5.21,4.84,5.084,805700.0
2015-07-30,5.137,5.142,4.933,5.053,446900.0
2015-07-31,5.111,5.236,5.043,5.152,1248600.0
2015-08-01,5.111,5.236,5.043,5.152,1248600.0
2015-08-02,5.111,5.236,5.043,5.152,1248600.0
2015-08-03,5.199,5.204,5.053,5.111,845700.0
2015-08-04,5.121,5.137,5.001,5.001,423700.0
2015-08-05,5.038,5.064,4.866,4.939,650000.0
2015-08-06,4.939,4.939,4.673,4.699,1194000.0
2015-08-07,4.725,4.725,4.407,4.449,1706800.0
2015-08-08,4.725,4.725,4.407,4.449,1706800.0
2015-08-09,4.725,4.725,4.407,4.449,1706800.0
2015-08-10,4.491,4.663,4.381,4.584,1257900.0
2015-08-11,4.558,4.605,4.433,4.48,1026000.0
2015-08-12,4.496,4.584,4.204,4.204,1846500.0
2015-08-13,4.272,4.272,3.902,4.027,2958400.0
2015-08-14,4.017,4.074,3.871,4.063,2423800.0
2015-08-15,4.017,4.074,3.871,4.063,2423800.0
2015-08-16,4.017,4.074,3.871,4.063,2423800.0
2015-08-17,4.069,4.183,4.022,4.063,1392400.0
2015-08-18,4.037,4.214,3.959,4.121,1524900.0
2015-08-19,4.168,4.168,3.964,4.084,1592400.0
2015-08-20,4.037,4.235,4.011,4.188,932000.0
2015-08-21,4.194,4.334,4.079,4.277,992600.0
2015-08-22,4.194,4.334,4.079,4.277,992600.0
2015-08-23,4.194,4.334,4.079,4.277,992600.0
2015-08-24,3.959,4.272,3.907,4.074,1195900.0
2015-08-25,4.131,4.188,3.912,4.074,1519000.0
2015-08-26,4.017,4.152,3.944,4.089,1795000.0
2015-08-27,4.126,4.345,4.105,4.313,1244600.0
2015-08-28,4.246,4.319,4.053,4.168,1575500.0
2015-08-29,4.246,4.319,4.053,4.168,1575500.0
2015-08-30,4.246,4.319,4.053,4.168,1575500.0
2015-08-31,4.142,4.142,3.964,4.027,1596400.0
2015-09-01,3.938,4.017,3.746,3.777,1472900.0
2015-09-02,3.766,3.86,3.714,3.813,996200.0
2015-09-03,3.808,3.839,3.704,3.803,1082000.0
2015-09-04,3.772,3.782,3.652,3.678,605500.0
2015-09-05,3.772,3.782,3.652,3.678,605500.0
2015-09-06,3.772,3.782,3.652,3.678,605500.0
2015-09-07,3.772,3.782,3.652,3.678,605500.0
2015-09-08,3.735,3.74,3.595,3.673,560200.0
2015-09-09,3.678,3.766,3.626,3.647,2811400.0
2015-09-10,3.603,3.727,3.554,3.727,1948300.0
2015-09-11,3.727,3.727,3.597,3.603,1270700.0
2015-09-12,3.727,3.727,3.597,3.603,1270700.0
2015-09-13,3.727,3.727,3.597,3.603,1270700.0
2015-09-14,3.608,3.662,3.554,3.635,1397100.0
2015-09-15,3.635,3.851,3.565,3.743,2099800.0
2015-09-16,3.743,3.937,3.743,3.904,2245600.0
2015-09-17,3.915,4.071,3.878,3.921,1986400.0
2015-09-18,3.926,3.926,3.743,3.754,1718900.0
2015-09-19,3.926,3.926,3.743,3.754,1718900.0
2015-09-20,3.926,3.926,3.743,3.754,1718900.0
2015-09-21,3.77,3.775,3.538,3.614,1080700.0
2015-09-22,3.603,3.603,3.474,3.587,625500.0
2015-09-23,3.56,3.608,3.339,3.404,1946500.0
2015-09-24,3.339,3.457,3.215,3.447,1376100.0
2015-09-25,3.501,3.522,3.291,3.317,1416400.0
2015-09-26,3.501,3.522,3.291,3.317,1416400.0
2015-09-27,3.501,3.522,3.291,3.317,1416400.0
2015-09-28,3.355,3.355,3.097,3.129,1384400.0
2015-09-29,3.091,3.134,3.0,3.0,1321000.0
2015-09-30,3.032,3.134,2.989,3.005,2033700.0
2015-10-01,3.048,3.097,3.0,3.037,1981000.0
2015-10-02,3.032,3.124,2.978,3.124,2040000.0
2015-10-03,3.032,3.124,2.978,3.124,2040000.0
2015-10-04,3.032,3.124,2.978,3.124,2040000.0
2015-10-05,3.204,3.28,3.15,3.177,1085700.0
2015-10-06,3.177,3.21,3.113,3.124,1318300.0
2015-10-07,3.231,3.312,3.183,3.253,2365600.0
2015-10-08,3.296,3.431,3.199,3.393,3400200.0
2015-10-09,3.42,3.474,3.301,3.371,1597000.0
2015-10-10,3.42,3.474,3.301,3.371,1597000.0
2015-10-11,3.42,3.474,3.301,3.371,1597000.0
2015-10-12,3.42,3.474,3.301,3.371,1597000.0
2015-10-13,3.285,3.328,3.097,3.118,2162800.0
2015-10-14,3.15,3.183,3.032,3.08,1600800.0
2015-10-15,3.102,3.177,3.048,3.07,1177400.0
2015-10-16,3.124,3.15,3.075,3.124,3249500.0
2015-10-17,3.124,3.15,3.075,3.124,3249500.0
2015-10-18,3.124,3.15,3.075,3.124,3249500.0
2015-10-19,3.134,3.177,3.048,3.075,833700.0
2015-10-20,3.107,3.161,3.08,3.145,966600.0
2015-10-21,3.129,3.247,3.113,3.188,1902300.0
2015-10-22,3.247,3.371,3.199,3.371,1371500.0
2015-10-23,3.377,3.452,3.237,3.28,1672700.0
2015-10-24,3.377,3.452,3.237,3.28,1672700.0
2015-10-25,3.377,3.452,3.237,3.28,1672700.0
2015-10-26,3.301,3.377,3.221,3.237,1049900.0
2015-10-27,3.258,3.258,3.167,3.21,1235500.0
2015-10-28,3.215,3.328,3.161,3.269,1283200.0
2015-10-29,3.204,3.247,3.043,3.07,1220100.0
2015-10-30,3.07,3.231,3.07,3.226,1530900.0
2015-10-31,3.07,3.231,3.07,3.226,1530900.0
2015-11-01,3.07,3.231,3.07,3.226,1530900.0
2015-11-02,3.07,3.231,3.07,3.226,1530900.0
2015-11-03,3.231,3.361,3.161,3.296,1451600.0
2015-11-04,3.312,3.436,3.312,3.393,1795300.0
2015-11-05,3.398,3.635,3.393,3.608,2044100.0
2015-11-06,3.608,3.716,3.35,3.457,1530900.0
2015-11-07,3.608,3.716,3.35,3.457,1530900.0
2015-11-08,3.608,3.716,3.35,3.457,1530900.0
2015-11-09,3.479,3.479,3.264,3.312,1920600.0
2015-11-10,3.301,3.387,3.269,3.301,1513200.0
2015-11-11,3.285,3.49,3.231,3.231,2889700.0
2015-11-12,3.274,3.291,3.129,3.14,3266000.0
2015-11-13,3.124,3.177,3.043,3.177,2210100.0
2015-11-14,3.124,3.177,3.043,3.177,2210100.0
2015-11-15,3.124,3.177,3.043,3.177,2210100.0
2015-11-16,3.21,3.296,3.199,3.215,2156100.0
2015-11-17,3.258,3.42,3.247,3.328,1912100.0
2015-11-18,3.355,3.463,3.339,3.393,1726200.0
2015-11-19,3.393,3.49,3.377,3.484,2856300.0
2015-11-20,3.393,3.49,3.377,3.484,2856300.0
2015-11-21,3.393,3.49,3.377,3.484,2856300.0
2015-11-22,3.393,3.49,3.377,3.484,2856300.0
2015-11-23,3.501,3.549,3.307,3.393,2575900.0
2015-11-24,3.398,3.447,3.312,3.393,1279800.0
2015-11-25,3.393,3.393,3.242,3.258,1368900.0
2015-11-26,3.264,3.323,3.242,3.285,663000.0
2015-11-27,3.312,3.312,3.124,3.124,2048100.0
2015-11-28,3.312,3.312,3.124,3.124,2048100.0
2015-11-29,3.312,3.312,3.124,3.124,2048100.0
2015-11-30,3.124,3.14,2.914,2.935,24875000.0
2015-12-01,3.016,3.037,2.935,2.984,2032000.0
2015-12-02,3.016,3.064,2.94,2.994,2177200.0
2015-12-03,3.07,3.188,3.07,3.15,4451500.0
2015-12-04,3.206,3.262,3.121,3.183,1195900.0
2015-12-05,3.206,3.262,3.121,3.183,1195900.0
2015-12-06,3.206,3.262,3.121,3.183,1195900.0
2015-12-07,3.222,3.245,3.043,3.082,1474200.0
2015-12-08,3.088,3.144,3.003,3.02,2061800.0
2015-12-09,3.048,3.234,3.048,3.211,3282400.0
2015-12-10,3.206,3.217,3.132,3.189,782800.0
2015-12-11,3.189,3.279,3.104,3.206,5083100.0
2015-12-12,3.189,3.279,3.104,3.206,5083100.0
2015-12-13,3.189,3.279,3.104,3.206,5083100.0
2015-12-14,3.217,3.251,3.149,3.206,852100.0
2015-12-15,3.256,3.363,3.183,3.352,1865600.0
2015-12-16,3.341,3.369,3.211,3.318,1363300.0
2015-12-17,3.341,3.402,3.29,3.357,1765300.0
2015-12-18,3.267,3.335,3.144,3.234,1906000.0
2015-12-19,3.267,3.335,3.144,3.234,1906000.0
2015-12-20,3.267,3.335,3.144,3.234,1906000.0
2015-12-21,3.251,3.267,3.093,3.093,924700.0
2015-12-22,3.121,3.194,3.093,3.177,736300.0
