,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity
2011-04-22,3.763,3.776,3.692,3.694,3072400.0
2011-04-23,3.763,3.776,3.692,3.694,3072400.0
2011-04-24,3.763,3.776,3.692,3.694,3072400.0
2011-04-25,3.724,3.791,3.717,3.744,3070000.0
2011-04-26,3.777,3.79,3.752,3.776,4022000.0
2011-04-27,3.776,3.785,3.651,3.662,4030000.0
2011-04-28,3.643,3.738,3.634,3.699,6372400.0
2011-04-29,3.7,3.807,3.689,3.807,4663600.0
2011-04-30,3.7,3.807,3.689,3.807,4663600.0
2011-05-01,3.7,3.807,3.689,3.807,4663600.0
2011-05-02,3.807,3.815,3.662,3.705,5630400.0
2011-05-03,3.703,3.703,3.579,3.579,4156800.0
2011-05-04,3.596,3.648,3.525,3.563,4070800.0
2011-05-05,3.524,3.639,3.486,3.54,4002800.0
2011-05-06,3.601,3.716,3.563,3.595,4891200.0
2011-05-07,3.601,3.716,3.563,3.595,4891200.0
2011-05-08,3.601,3.716,3.563,3.595,4891200.0
2011-05-09,3.617,3.757,3.595,3.689,3943600.0
2011-05-10,3.757,3.757,3.618,3.642,2896800.0
2011-05-11,3.636,3.636,3.524,3.554,4055600.0
2011-05-12,3.535,3.618,3.442,3.618,5720800.0
2011-05-13,3.639,3.642,3.431,3.521,7614000.0
2011-05-14,3.639,3.642,3.431,3.521,7614000.0
2011-05-15,3.639,3.642,3.431,3.521,7614000.0
2011-05-16,3.485,3.485,3.367,3.378,7531600.0
2011-05-17,3.368,3.47,3.334,3.461,5120400.0
2011-05-18,3.461,3.477,3.337,3.359,4162800.0
2011-05-19,3.367,3.431,3.313,3.34,3526000.0
2011-05-20,3.335,3.456,3.319,3.43,4570800.0
2011-05-21,3.335,3.456,3.319,3.43,4570800.0
2011-05-22,3.335,3.456,3.319,3.43,4570800.0
2011-05-23,3.39,3.45,3.335,3.43,4005200.0
2011-05-24,3.445,3.595,3.411,3.595,3766800.0
2011-05-25,3.571,3.744,3.54,3.744,7515600.0
2011-05-26,3.714,3.749,3.665,3.749,6341600.0
2011-05-27,3.747,3.752,3.681,3.711,2282000.0
2011-05-28,3.747,3.752,3.681,3.711,2282000.0
2011-05-29,3.747,3.752,3.681,3.711,2282000.0
2011-05-30,3.727,3.738,3.669,3.736,1926800.0
2011-05-31,3.752,3.799,3.699,3.799,3222000.0
2011-06-01,3.758,3.772,3.636,3.639,2773600.0
2011-06-02,3.67,3.815,3.665,3.815,8546400.0
2011-06-03,3.776,3.933,3.752,3.901,6204400.0
2011-06-04,3.776,3.933,3.752,3.901,6204400.0
2011-06-05,3.776,3.933,3.752,3.901,6204400.0
2011-06-06,3.894,3.923,3.765,3.87,4213600.0
2011-06-07,3.89,3.923,3.774,3.807,6926000.0
2011-06-08,3.776,3.925,3.755,3.873,6166000.0
2011-06-09,3.857,3.916,3.826,3.886,2149600.0
2011-06-10,3.868,3.868,3.739,3.799,2993600.0
2011-06-11,3.868,3.868,3.739,3.799,2993600.0
2011-06-12,3.868,3.868,3.739,3.799,2993600.0
2011-06-13,3.736,3.839,3.736,3.787,2949200.0
2011-06-14,3.821,3.886,3.78,3.886,2853600.0
2011-06-15,3.832,3.856,3.713,3.728,5552400.0
2011-06-16,3.713,3.791,3.675,3.791,4888000.0
2011-06-17,3.868,3.876,3.768,3.861,4440800.0
2011-06-18,3.868,3.876,3.768,3.861,4440800.0
2011-06-19,3.868,3.876,3.768,3.861,4440800.0
2011-06-20,3.828,3.914,3.787,3.87,2700800.0
2011-06-21,3.886,3.906,3.839,3.861,3596800.0
2011-06-22,3.831,3.9,3.81,3.854,1880800.0
2011-06-23,3.831,3.9,3.81,3.854,1880800.0
2011-06-24,3.854,3.898,3.724,3.799,2318400.0
2011-06-25,3.854,3.898,3.724,3.799,2318400.0
2011-06-26,3.854,3.898,3.724,3.799,2318400.0
2011-06-27,3.776,3.813,3.746,3.776,2446000.0
2011-06-28,3.758,3.851,3.758,3.846,2138000.0
2011-06-29,3.839,3.878,3.791,3.854,1642800.0
2011-06-30,3.853,3.87,3.813,3.87,1438400.0
2011-07-01,3.872,3.886,3.791,3.839,3076000.0
2011-07-02,3.872,3.886,3.791,3.839,3076000.0
2011-07-03,3.872,3.886,3.791,3.839,3076000.0
2011-07-04,3.845,3.845,3.807,3.807,1883600.0
2011-07-05,3.791,3.817,3.763,3.763,1721200.0
2011-07-06,3.76,3.76,3.703,3.741,2196000.0
2011-07-07,3.771,3.787,3.639,3.658,2648000.0
2011-07-08,3.639,3.776,3.587,3.713,3757600.0
2011-07-09,3.639,3.776,3.587,3.713,3757600.0
2011-07-10,3.639,3.776,3.587,3.713,3757600.0
2011-07-11,3.637,3.716,3.62,3.716,1390800.0
2011-07-12,3.678,3.834,3.643,3.796,2746800.0
2011-07-13,3.794,3.839,3.76,3.818,5282000.0
2011-07-14,3.818,3.832,3.76,3.804,3266000.0
2011-07-15,3.804,3.81,3.692,3.79,3569600.0
2011-07-16,3.804,3.81,3.692,3.79,3569600.0
2011-07-17,3.804,3.81,3.692,3.79,3569600.0
2011-07-18,3.736,3.774,3.686,3.705,3881600.0
2011-07-19,3.714,3.776,3.684,3.694,4703600.0
2011-07-20,3.728,3.768,3.702,3.739,4644800.0
2011-07-21,3.746,3.901,3.739,3.854,4514000.0
2011-07-22,3.867,3.897,3.791,3.85,3035200.0
2011-07-23,3.867,3.897,3.791,3.85,3035200.0
2011-07-24,3.867,3.897,3.791,3.85,3035200.0
2011-07-25,3.832,3.853,3.774,3.831,3391200.0
2011-07-26,3.81,3.829,3.651,3.725,4384400.0
2011-07-27,3.681,3.736,3.555,3.603,4003200.0
2011-07-28,3.604,3.692,3.555,3.692,3554000.0
2011-07-29,3.664,3.774,3.617,3.744,3629200.0
2011-07-30,3.664,3.774,3.617,3.744,3629200.0
2011-07-31,3.664,3.774,3.617,3.744,3629200.0
2011-08-01,3.748,3.818,3.663,3.719,3018400.0
2011-08-02,3.703,3.751,3.613,3.618,3099200.0
2011-08-03,3.613,3.645,3.51,3.594,3828000.0
2011-08-04,3.505,3.507,3.301,3.404,6259200.0
2011-08-05,3.361,3.51,3.242,3.47,5923200.0
2011-08-06,3.361,3.51,3.242,3.47,5923200.0
2011-08-07,3.361,3.51,3.242,3.47,5923200.0
2011-08-08,3.263,3.341,3.026,3.136,9268000.0
2011-08-09,3.132,3.261,3.075,3.242,5896400.0
2011-08-10,3.124,3.428,3.104,3.295,5645200.0
2011-08-11,3.293,3.494,3.293,3.422,4897200.0
2011-08-12,3.406,3.574,3.327,3.542,3209600.0
2011-08-13,3.406,3.574,3.327,3.542,3209600.0
2011-08-14,3.406,3.574,3.327,3.542,3209600.0
2011-08-15,3.52,3.708,3.518,3.663,5354800.0
2011-08-16,3.687,3.757,3.595,3.727,4196000.0
2011-08-17,3.775,3.823,3.674,3.799,7784400.0
2011-08-18,3.711,3.765,3.634,3.692,5271200.0
2011-08-19,3.669,3.709,3.552,3.658,5252000.0
2011-08-20,3.669,3.709,3.552,3.658,5252000.0
2011-08-21,3.669,3.709,3.552,3.658,5252000.0
2011-08-22,3.682,3.717,3.616,3.616,3562400.0
2011-08-23,3.622,3.757,3.598,3.741,3120800.0
2011-08-24,3.741,3.783,3.618,3.727,3926000.0
2011-08-25,3.736,3.736,3.585,3.614,4305200.0
2011-08-26,3.611,3.806,3.582,3.746,5359600.0
2011-08-27,3.611,3.806,3.582,3.746,5359600.0
2011-08-28,3.611,3.806,3.582,3.746,5359600.0
2011-08-29,3.759,3.871,3.759,3.801,4469200.0
2011-08-30,3.798,3.855,3.703,3.735,5539200.0
2011-08-31,3.757,3.839,3.733,3.839,6000800.0
2011-09-01,3.838,3.936,3.799,3.912,5440800.0
2011-09-02,3.879,3.904,3.831,3.847,5618400.0
2011-09-03,3.879,3.904,3.831,3.847,5618400.0
2011-09-04,3.879,3.904,3.831,3.847,5618400.0
2011-09-05,3.809,3.857,3.68,3.823,3187600.0
2011-09-06,3.708,3.854,3.708,3.839,3764000.0
2011-09-07,3.708,3.854,3.708,3.839,3764000.0
2011-09-08,3.908,4.048,3.854,3.984,6434800.0
2011-09-09,3.944,4.008,3.887,4.0,4726800.0
2011-09-10,3.944,4.008,3.887,4.0,4726800.0
2011-09-11,3.944,4.008,3.887,4.0,4726800.0
2011-09-12,3.936,4.005,3.9,4.0,4614000.0
2011-09-13,3.998,4.008,3.871,3.904,5409200.0
2011-09-14,3.902,4.08,3.879,4.029,4200800.0
2011-09-15,4.029,4.045,3.95,4.034,4166400.0
2011-09-16,3.987,4.08,3.987,4.064,4598400.0
2011-09-17,3.987,4.08,3.987,4.064,4598400.0
2011-09-18,3.987,4.08,3.987,4.064,4598400.0
2011-09-19,3.987,4.12,3.987,4.096,5436400.0
2011-09-20,4.127,4.149,3.998,4.095,4238000.0
2011-09-21,4.091,4.136,3.952,4.014,5435200.0
2011-09-22,3.889,3.952,3.698,3.823,7630400.0
2011-09-23,3.791,3.891,3.708,3.83,4528800.0
2011-09-24,3.791,3.891,3.708,3.83,4528800.0
2011-09-25,3.791,3.891,3.708,3.83,4528800.0
2011-09-26,3.83,3.926,3.716,3.878,3994800.0
2011-09-27,3.92,4.059,3.908,3.968,4322000.0
2011-09-28,4.006,4.04,3.871,3.952,3978400.0
2011-09-29,3.953,3.997,3.894,3.968,3086800.0
2011-09-30,3.963,3.963,3.814,3.851,5794800.0
2011-10-01,3.963,3.963,3.814,3.851,5794800.0
2011-10-02,3.963,3.963,3.814,3.851,5794800.0
2011-10-03,3.807,3.846,3.655,3.695,3656800.0
2011-10-04,3.648,3.806,3.568,3.767,6601200.0
2011-10-05,3.728,3.815,3.671,3.727,3822400.0
2011-10-06,3.786,3.855,3.746,3.799,3338400.0
2011-10-07,3.828,3.931,3.743,3.786,4056800.0
2011-10-08,3.828,3.931,3.743,3.786,4056800.0
2011-10-09,3.828,3.931,3.743,3.786,4056800.0
2011-10-10,3.843,3.92,3.801,3.887,2759600.0
2011-10-11,3.902,3.994,3.855,3.94,2282000.0
2011-10-12,3.902,3.994,3.855,3.94,2282000.0
2011-10-13,3.971,4.04,3.878,4.016,5707200.0
2011-10-14,4.016,4.093,3.979,4.043,2204000.0
2011-10-15,4.016,4.093,3.979,4.043,2204000.0
2011-10-16,4.016,4.093,3.979,4.043,2204000.0
2011-10-17,3.984,4.045,3.963,4.014,2153600.0
2011-10-18,3.997,4.145,3.973,4.106,3547200.0
2011-10-19,4.122,4.321,4.072,4.23,9480000.0
2011-10-20,4.217,4.315,4.172,4.257,7561600.0
2011-10-21,4.318,4.382,4.252,4.307,7348800.0
2011-10-22,4.318,4.382,4.252,4.307,7348800.0
2011-10-23,4.318,4.382,4.252,4.307,7348800.0
2011-10-24,4.321,4.366,4.226,4.287,5729200.0
2011-10-25,4.257,4.265,4.162,4.257,2375600.0
2011-10-26,4.273,4.273,4.154,4.251,5368400.0
2011-10-27,4.329,4.353,4.265,4.321,5741600.0
2011-10-28,4.3,4.318,4.244,4.289,2880000.0
2011-10-29,4.3,4.318,4.244,4.289,2880000.0
2011-10-30,4.3,4.318,4.244,4.289,2880000.0
2011-10-31,4.273,4.368,4.177,4.305,3852400.0
2011-11-01,4.161,4.345,4.161,4.305,4872800.0
2011-11-02,4.161,4.345,4.161,4.305,4872800.0
2011-11-03,4.349,4.366,4.257,4.257,5161200.0
2011-11-04,4.236,4.273,4.215,4.257,4282400.0
2011-11-05,4.236,4.273,4.215,4.257,4282400.0
2011-11-06,4.236,4.273,4.215,4.257,4282400.0
2011-11-07,4.249,4.321,4.225,4.305,3172800.0
2011-11-08,4.284,4.345,4.252,4.323,6026800.0
2011-11-09,4.292,4.305,4.185,4.286,3552800.0
2011-11-10,4.371,4.442,4.27,4.286,6965600.0
2011-11-11,4.31,4.41,4.31,4.361,3964800.0
2011-11-12,4.31,4.41,4.31,4.361,3964800.0
2011-11-13,4.31,4.41,4.31,4.361,3964800.0
2011-11-14,4.345,4.369,4.236,4.305,4101200.0
2011-11-15,4.345,4.369,4.236,4.305,4101200.0
2011-11-16,4.267,4.27,4.191,4.257,5226400.0
2011-11-17,4.218,4.284,4.093,4.148,4746400.0
2011-11-18,4.145,4.191,4.093,4.164,3442400.0
2011-11-19,4.145,4.191,4.093,4.164,3442400.0
2011-11-20,4.145,4.191,4.093,4.164,3442400.0
2011-11-21,4.161,4.161,4.055,4.128,6090800.0
2011-11-22,4.136,4.18,4.114,4.169,5378800.0
2011-11-23,4.153,4.177,4.029,4.127,12761200.0
2011-11-24,4.132,4.177,4.082,4.157,1795200.0
2011-11-25,4.135,4.177,4.072,4.145,1243600.0
2011-11-26,4.135,4.177,4.072,4.145,1243600.0
2011-11-27,4.135,4.177,4.072,4.145,1243600.0
2011-11-28,4.161,4.305,4.161,4.263,3196800.0
2011-11-29,4.262,4.328,4.186,4.231,3587200.0
2011-11-30,4.297,4.411,4.249,4.321,5255600.0
2011-12-01,4.384,4.464,4.305,4.434,4310800.0
2011-12-02,4.488,4.493,4.39,4.418,4834400.0
2011-12-03,4.488,4.493,4.39,4.418,4834400.0
2011-12-04,4.488,4.493,4.39,4.418,4834400.0
2011-12-05,4.418,4.548,4.411,4.458,3404800.0
2011-12-06,4.453,4.519,4.281,4.482,5154400.0
2011-12-07,4.451,4.548,4.39,4.5,3810800.0
2011-12-08,4.514,4.514,4.406,4.48,4031200.0
2011-12-09,4.496,4.496,4.419,4.469,2946000.0
2011-12-10,4.496,4.496,4.419,4.469,2946000.0
2011-12-11,4.496,4.496,4.419,4.469,2946000.0
2011-12-12,4.421,4.508,4.421,4.475,5537600.0
2011-12-13,4.482,4.506,4.422,4.463,4916400.0
2011-12-14,4.45,4.482,4.289,4.305,8650800.0
2011-12-15,4.344,4.413,4.185,4.249,6253600.0
2011-12-16,4.273,4.349,4.247,4.281,4059600.0
2011-12-17,4.273,4.349,4.247,4.281,4059600.0
2011-12-18,4.273,4.349,4.247,4.281,4059600.0
2011-12-19,4.259,4.329,4.247,4.305,3022000.0
2011-12-20,4.304,4.353,4.278,4.339,3880000.0
2011-12-21,4.316,4.35,4.263,4.305,2763200.0
2011-12-22,4.336,4.336,4.257,4.289,3881200.0
2011-12-23,4.289,4.318,4.252,4.291,4304000.0
2011-12-24,4.289,4.318,4.252,4.291,4304000.0
2011-12-25,4.289,4.318,4.252,4.291,4304000.0
2011-12-26,4.337,4.381,4.31,4.347,1852800.0
2011-12-27,4.35,4.353,4.275,4.332,2297600.0
2011-12-28,4.323,4.337,4.23,4.321,2316400.0
2011-12-29,4.32,4.347,4.292,4.337,4110800.0
2011-12-30,4.32,4.347,4.292,4.337,4110800.0
2011-12-31,4.32,4.347,4.292,4.337,4110800.0
2012-01-01,4.32,4.347,4.292,4.337,4110800.0
2012-01-02,4.336,4.339,4.268,4.289,2994400.0
2012-01-03,4.31,4.369,4.234,4.35,3606000.0
2012-01-04,4.334,4.402,4.323,4.371,4647200.0
2012-01-05,4.368,4.455,4.271,4.406,5102800.0
2012-01-06,4.406,4.422,4.328,4.353,3776400.0
2012-01-07,4.406,4.422,4.328,4.353,3776400.0
2012-01-08,4.406,4.422,4.328,4.353,3776400.0
2012-01-09,4.373,4.41,4.326,4.385,3674800.0
2012-01-10,4.424,4.488,4.402,4.459,4915600.0
2012-01-11,4.45,4.471,4.434,4.45,2644400.0
2012-01-12,4.485,4.49,4.419,4.466,3174400.0
2012-01-13,4.451,4.464,4.36,4.408,4770000.0
2012-01-14,4.451,4.464,4.36,4.408,4770000.0
2012-01-15,4.451,4.464,4.36,4.408,4770000.0
2012-01-16,4.376,4.426,4.376,4.418,2361200.0
2012-01-17,4.455,4.455,4.347,4.381,2940800.0
2012-01-18,4.382,4.424,4.321,4.424,7237600.0
2012-01-19,4.44,4.482,4.387,4.418,3016800.0
2012-01-20,4.395,4.471,4.39,4.45,4634800.0
2012-01-21,4.395,4.471,4.39,4.45,4634800.0
2012-01-22,4.395,4.471,4.39,4.45,4634800.0
2012-01-23,4.459,4.459,4.361,4.406,2965600.0
2012-01-24,4.403,4.45,4.316,4.45,2642800.0
2012-01-25,4.403,4.45,4.316,4.45,2642800.0
2012-01-26,4.45,4.467,4.405,4.45,2418400.0
2012-01-27,4.427,4.45,4.369,4.45,3506000.0
2012-01-28,4.427,4.45,4.369,4.45,3506000.0
2012-01-29,4.427,4.45,4.369,4.45,3506000.0
2012-01-30,4.403,4.464,4.374,4.418,3076400.0
2012-01-31,4.429,4.541,4.405,4.541,7674400.0
2012-02-01,4.562,4.681,4.562,4.638,8900000.0
2012-02-02,4.618,4.699,4.553,4.594,6394400.0
2012-02-03,4.544,4.679,4.519,4.634,5012400.0
2012-02-04,4.544,4.679,4.519,4.634,5012400.0
2012-02-05,4.544,4.679,4.519,4.634,5012400.0
2012-02-06,4.636,4.642,4.578,4.626,3751200.0
2012-02-07,4.594,4.676,4.586,4.659,5404400.0
2012-02-08,4.659,4.744,4.601,4.679,4270800.0
2012-02-09,4.679,4.779,4.634,4.713,7265600.0
2012-02-10,4.626,4.744,4.586,4.686,5376400.0
2012-02-11,4.626,4.744,4.586,4.686,5376400.0
2012-02-12,4.626,4.744,4.586,4.686,5376400.0
2012-02-13,4.705,4.747,4.634,4.739,3702800.0
2012-02-14,4.737,4.819,4.679,4.742,3749600.0
2012-02-15,4.785,4.85,4.768,4.835,8042400.0
2012-02-16,4.779,4.938,4.779,4.916,4928000.0
2012-02-17,4.916,5.026,4.88,4.98,5299600.0
2012-02-18,4.916,5.026,4.88,4.98,5299600.0
2012-02-19,4.916,5.026,4.88,4.98,5299600.0
2012-02-20,4.916,5.026,4.88,4.98,5299600.0
2012-02-21,4.916,5.026,4.88,4.98,5299600.0
2012-02-22,4.737,4.787,4.659,4.689,8605200.0
2012-02-23,4.667,4.739,4.667,4.723,8722000.0
2012-02-24,4.739,4.867,4.737,4.858,5791200.0
2012-02-25,4.739,4.867,4.737,4.858,5791200.0
2012-02-26,4.739,4.867,4.737,4.858,5791200.0
2012-02-27,4.838,4.924,4.838,4.9,4322400.0
2012-02-28,4.89,4.961,4.797,4.948,7389200.0
2012-02-29,4.946,5.012,4.887,4.94,3704000.0
2012-03-01,4.924,5.028,4.924,5.007,4788000.0
2012-03-02,5.042,5.094,4.959,5.059,4431200.0
2012-03-03,5.042,5.094,4.959,5.059,4431200.0
2012-03-04,5.042,5.094,4.959,5.059,4431200.0
2012-03-05,5.075,5.086,4.97,5.03,2859600.0
2012-03-06,5.028,5.047,4.975,5.014,6963200.0
2012-03-07,5.051,5.104,5.015,5.06,3171600.0
2012-03-08,5.14,5.181,5.017,5.067,3312800.0
2012-03-09,5.1,5.2,4.986,5.068,2894000.0
2012-03-10,5.1,5.2,4.986,5.068,2894000.0
2012-03-11,5.1,5.2,4.986,5.068,2894000.0
2012-03-12,5.034,5.189,5.006,5.174,3596800.0
2012-03-13,5.213,5.325,5.176,5.253,3931200.0
2012-03-14,5.282,5.38,5.253,5.365,4182800.0
2012-03-15,5.285,5.486,5.259,5.478,7461200.0
2012-03-16,5.478,5.494,5.438,5.446,6209600.0
2012-03-17,5.478,5.494,5.438,5.446,6209600.0
2012-03-18,5.478,5.494,5.438,5.446,6209600.0
2012-03-19,5.414,5.489,5.386,5.414,4942800.0
2012-03-20,5.381,5.414,5.351,5.394,3047600.0
2012-03-21,5.364,5.557,5.362,5.557,5563200.0
2012-03-22,5.598,5.598,5.42,5.446,3335200.0
2012-03-23,5.463,5.484,5.389,5.431,4355600.0
2012-03-24,5.463,5.484,5.389,5.431,4355600.0
2012-03-25,5.463,5.484,5.389,5.431,4355600.0
2012-03-26,5.46,5.589,5.431,5.574,4916000.0
2012-03-27,5.613,5.613,5.481,5.524,2888000.0
2012-03-28,5.499,5.534,5.422,5.444,3636000.0
2012-03-29,5.383,5.468,5.263,5.381,7760400.0
2012-03-30,5.391,5.478,5.279,5.455,6302400.0
2012-03-31,5.391,5.478,5.279,5.455,6302400.0
2012-04-01,5.391,5.478,5.279,5.455,6302400.0
2012-04-02,5.46,5.534,5.414,5.51,3827200.0
2012-04-03,5.52,5.59,5.476,5.52,4801200.0
2012-04-04,5.51,5.574,5.481,5.526,2598800.0
2012-04-05,5.487,5.569,5.471,5.537,2552400.0
2012-04-06,5.487,5.569,5.471,5.537,2552400.0
2012-04-07,5.487,5.569,5.471,5.537,2552400.0
2012-04-08,5.487,5.569,5.471,5.537,2552400.0
2012-04-09,5.526,5.537,5.441,5.449,3650800.0
2012-04-10,5.441,5.51,5.361,5.439,6028000.0
2012-04-11,5.46,5.542,5.365,5.381,8206400.0
2012-04-12,5.333,5.381,5.081,5.205,15178400.0
2012-04-13,5.158,5.211,5.017,5.078,6634800.0
2012-04-14,5.158,5.211,5.017,5.078,6634800.0
2012-04-15,5.158,5.211,5.017,5.078,6634800.0
2012-04-16,5.078,5.163,5.06,5.142,4432800.0
2012-04-17,5.206,5.285,5.193,5.255,5318400.0
2012-04-18,5.282,5.426,5.229,5.381,8882800.0
2012-04-19,5.33,5.407,5.258,5.269,4653200.0
2012-04-20,5.316,5.365,5.165,5.2,3172800.0
2012-04-21,5.316,5.365,5.165,5.2,3172800.0
2012-04-22,5.316,5.365,5.165,5.2,3172800.0
2012-04-23,5.165,5.165,4.941,5.02,4897600.0
2012-04-24,4.975,5.16,4.975,5.16,4208800.0
2012-04-25,5.177,5.226,5.113,5.211,3460400.0
2012-04-26,5.187,5.38,5.176,5.328,3283200.0
2012-04-27,5.381,5.396,5.28,5.301,5025600.0
2012-04-28,5.381,5.396,5.28,5.301,5025600.0
2012-04-29,5.381,5.396,5.28,5.301,5025600.0
2012-04-30,5.333,5.364,5.221,5.317,2678000.0
2012-05-01,5.333,5.364,5.221,5.317,2678000.0
2012-05-02,5.301,5.348,5.222,5.272,9006000.0
2012-05-03,5.301,5.397,5.295,5.317,6792400.0
2012-05-04,5.23,5.428,5.23,5.351,8167600.0
2012-05-05,5.23,5.428,5.23,5.351,8167600.0
2012-05-06,5.23,5.428,5.23,5.351,8167600.0
2012-05-07,5.397,5.428,5.309,5.381,5587200.0
2012-05-08,5.43,5.43,5.182,5.25,6986800.0
2012-05-09,5.203,5.336,5.153,5.293,4139600.0
2012-05-10,5.309,5.309,5.238,5.277,3122400.0
2012-05-11,5.275,5.298,5.208,5.277,2727600.0
2012-05-12,5.275,5.298,5.208,5.277,2727600.0
2012-05-13,5.275,5.298,5.208,5.277,2727600.0
2012-05-14,5.157,5.205,5.065,5.108,3643600.0
2012-05-15,5.095,5.169,4.999,5.052,6168400.0
2012-05-16,5.059,5.124,4.94,4.964,4186800.0
2012-05-17,4.948,5.028,4.739,4.773,4868400.0
2012-05-18,4.773,4.883,4.692,4.818,6402000.0
2012-05-19,4.773,4.883,4.692,4.818,6402000.0
2012-05-20,4.773,4.883,4.692,4.818,6402000.0
2012-05-21,4.819,4.94,4.771,4.922,3505600.0
2012-05-22,4.906,4.908,4.776,4.805,3917200.0
2012-05-23,4.739,4.882,4.609,4.739,3741600.0
2012-05-24,4.668,4.753,4.567,4.713,4272800.0
2012-05-25,4.74,4.819,4.687,4.729,3311200.0
2012-05-26,4.74,4.819,4.687,4.729,3311200.0
2012-05-27,4.74,4.819,4.687,4.729,3311200.0
2012-05-28,4.732,4.798,4.681,4.758,1951600.0
2012-05-29,4.763,4.85,4.659,4.728,5217200.0
2012-05-30,4.681,4.723,4.58,4.667,5847600.0
2012-05-31,4.668,4.837,4.668,4.813,7262800.0
2012-06-01,4.771,4.803,4.662,4.721,3310800.0
2012-06-02,4.771,4.803,4.662,4.721,3310800.0
2012-06-03,4.771,4.803,4.662,4.721,3310800.0
2012-06-04,4.691,4.784,4.659,4.683,2940000.0
2012-06-05,4.705,4.795,4.705,4.713,2214800.0
2012-06-06,4.728,4.863,4.708,4.863,6557600.0
2012-06-07,4.728,4.863,4.708,4.863,6557600.0
2012-06-08,4.803,4.81,4.712,4.8,3322800.0
2012-06-09,4.803,4.81,4.712,4.8,3322800.0
2012-06-10,4.803,4.81,4.712,4.8,3322800.0
2012-06-11,4.803,4.851,4.702,4.707,2321600.0
2012-06-12,4.704,4.916,4.679,4.9,3017600.0
2012-06-13,4.863,5.012,4.814,5.004,4484800.0
2012-06-14,4.965,5.054,4.909,4.969,3471200.0
2012-06-15,4.961,4.98,4.883,4.98,6047600.0
2012-06-16,4.961,4.98,4.883,4.98,6047600.0
2012-06-17,4.961,4.98,4.883,4.98,6047600.0
2012-06-18,4.932,5.134,4.9,5.044,3570800.0
2012-06-19,5.075,5.126,5.01,5.084,4058800.0
2012-06-20,5.068,5.081,4.956,4.98,4082400.0
2012-06-21,4.98,4.98,4.853,4.869,3378000.0
2012-06-22,4.914,4.916,4.797,4.84,1697600.0
2012-06-23,4.914,4.916,4.797,4.84,1697600.0
2012-06-24,4.914,4.916,4.797,4.84,1697600.0
2012-06-25,4.731,4.811,4.642,4.683,6309200.0
2012-06-26,4.683,4.834,4.679,4.834,4288000.0
2012-06-27,4.842,4.901,4.774,4.858,3585600.0
2012-06-28,4.821,4.882,4.792,4.877,2034800.0
2012-06-29,5.018,5.018,4.856,4.978,3648800.0
2012-06-30,5.018,5.018,4.856,4.978,3648800.0
2012-07-01,5.018,5.018,4.856,4.978,3648800.0
2012-07-02,4.932,4.991,4.824,4.967,3394000.0
2012-07-03,4.97,5.004,4.877,4.954,2999200.0
2012-07-04,4.973,5.041,4.932,5.012,1592400.0
2012-07-05,5.042,5.044,4.953,5.02,5288000.0
2012-07-06,4.969,5.028,4.901,5.012,2377600.0
2012-07-07,4.969,5.028,4.901,5.012,2377600.0
2012-07-08,4.969,5.028,4.901,5.012,2377600.0
2012-07-09,4.969,5.028,4.901,5.012,2377600.0
2012-07-10,5.028,5.041,4.88,4.914,3130800.0
2012-07-11,4.94,4.956,4.851,4.911,2052800.0
2012-07-12,4.911,4.932,4.824,4.9,2341200.0
2012-07-13,4.891,4.973,4.842,4.93,4943600.0
2012-07-14,4.891,4.973,4.842,4.93,4943600.0
2012-07-15,4.891,4.973,4.842,4.93,4943600.0
2012-07-16,4.93,4.994,4.826,4.827,4171200.0
2012-07-17,4.853,4.951,4.827,4.908,3040400.0
2012-07-18,4.887,5.012,4.864,4.956,2247600.0
2012-07-19,4.972,5.022,4.89,4.959,3472400.0
2012-07-20,4.909,4.98,4.903,4.951,3917600.0
2012-07-21,4.909,4.98,4.903,4.951,3917600.0
2012-07-22,4.909,4.98,4.903,4.951,3917600.0
2012-07-23,4.835,4.953,4.835,4.908,2963600.0
2012-07-24,4.908,4.908,4.771,4.872,2827200.0
2012-07-25,4.898,4.916,4.847,4.9,1630000.0
2012-07-26,4.954,5.042,4.827,4.964,3724000.0
2012-07-27,5.042,5.174,4.914,5.132,4804000.0
2012-07-28,5.042,5.174,4.914,5.132,4804000.0
2012-07-29,5.042,5.174,4.914,5.132,4804000.0
2012-07-30,5.128,5.181,5.044,5.132,2853600.0
2012-07-31,5.131,5.131,4.936,5.012,5122000.0
2012-08-01,5.056,5.141,4.992,5.061,6906800.0
2012-08-02,5.035,5.097,4.954,4.967,4822000.0
2012-08-03,5.081,5.149,4.946,5.005,4320400.0
2012-08-04,5.081,5.149,4.946,5.005,4320400.0
2012-08-05,5.081,5.149,4.946,5.005,4320400.0
2012-08-06,5.031,5.207,5.017,5.171,4590400.0
2012-08-07,5.202,5.284,5.13,5.217,4643600.0
2012-08-08,5.202,5.385,5.18,5.348,9614000.0
2012-08-09,5.318,5.326,5.244,5.266,5326000.0
2012-08-10,5.162,5.249,5.13,5.187,7063600.0
2012-08-11,5.162,5.249,5.13,5.187,7063600.0
2012-08-12,5.162,5.249,5.13,5.187,7063600.0
2012-08-13,5.179,5.241,5.049,5.161,4168400.0
