,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity,CSAN3 BZ Equity
2013-01-18,7.078,7.093,6.919,7.023,2316800.0
2013-01-19,7.078,7.093,6.919,7.023,2316800.0
2013-01-20,7.078,7.093,6.919,7.023,2316800.0
2013-01-21,7.057,7.146,7.023,7.113,2158400.0
2013-01-22,7.139,7.157,6.954,6.954,3446800.0
2013-01-23,6.962,7.113,6.918,7.113,3556400.0
2013-01-24,7.113,7.321,7.106,7.291,4151600.0
2013-01-25,7.113,7.321,7.106,7.291,4151600.0
2013-01-26,7.113,7.321,7.106,7.291,4151600.0
2013-01-27,7.113,7.321,7.106,7.291,4151600.0
2013-01-28,7.293,7.422,7.237,7.332,4493600.0
2013-01-29,7.332,7.513,7.329,7.49,6851600.0
2013-01-30,7.411,7.711,7.375,7.685,4926000.0
2013-01-31,7.657,7.844,7.578,7.703,9781200.0
2013-02-01,7.736,7.768,7.632,7.703,9266800.0
2013-02-02,7.736,7.768,7.632,7.703,9266800.0
2013-02-03,7.736,7.768,7.632,7.703,9266800.0
2013-02-04,7.701,7.734,7.49,7.621,4755200.0
2013-02-05,7.603,7.726,7.567,7.719,4416800.0
2013-02-06,7.717,7.734,7.601,7.601,4643200.0
2013-02-07,7.783,7.904,7.68,7.842,12981200.0
2013-02-08,7.898,7.939,7.608,7.662,5122800.0
2013-02-09,7.898,7.939,7.608,7.662,5122800.0
2013-02-10,7.898,7.939,7.608,7.662,5122800.0
2013-02-11,7.898,7.939,7.608,7.662,5122800.0
2013-02-12,7.898,7.939,7.608,7.662,5122800.0
2013-02-13,7.662,7.722,7.465,7.555,5453200.0
2013-02-14,7.555,7.618,7.472,7.539,2756000.0
2013-02-15,7.503,7.703,7.503,7.621,4545600.0
2013-02-16,7.503,7.703,7.503,7.621,4545600.0
2013-02-17,7.503,7.703,7.503,7.621,4545600.0
2013-02-18,7.619,7.736,7.578,7.637,2470400.0
2013-02-19,7.667,7.736,7.613,7.719,3883600.0
2013-02-20,7.714,7.716,7.519,7.563,5476800.0
2013-02-21,7.555,7.772,7.514,7.531,4464000.0
2013-02-22,7.4,7.519,7.332,7.496,7771200.0
2013-02-23,7.4,7.519,7.332,7.496,7771200.0
2013-02-24,7.4,7.519,7.332,7.496,7771200.0
2013-02-25,7.539,7.657,7.416,7.506,4360800.0
2013-02-26,7.449,7.577,7.424,7.49,6249200.0
2013-02-27,7.49,7.549,7.401,7.416,4412800.0
2013-02-28,7.378,7.66,7.377,7.647,5643600.0
2013-03-01,7.655,7.685,7.508,7.616,3206000.0
2013-03-02,7.655,7.685,7.508,7.616,3206000.0
2013-03-03,7.655,7.685,7.508,7.616,3206000.0
2013-03-04,7.619,7.662,7.465,7.654,4750400.0
2013-03-05,7.678,8.011,7.657,7.865,8478800.0
2013-03-06,7.94,7.988,7.755,7.845,5837200.0
2013-03-07,7.922,7.922,7.58,7.616,5715600.0
2013-03-08,7.616,7.744,7.563,7.606,3205600.0
2013-03-09,7.616,7.744,7.563,7.606,3205600.0
2013-03-10,7.616,7.744,7.563,7.606,3205600.0
2013-03-11,7.613,7.763,7.572,7.668,2088000.0
2013-03-12,7.701,7.703,7.621,7.703,2268000.0
2013-03-13,7.711,7.858,7.672,7.773,4134800.0
2013-03-14,7.785,7.893,7.714,7.754,4156800.0
2013-03-15,7.744,7.824,7.581,7.663,3647200.0
2013-03-16,7.744,7.824,7.581,7.663,3647200.0
2013-03-17,7.744,7.824,7.581,7.663,3647200.0
2013-03-18,7.539,7.767,7.539,7.767,3427200.0
2013-03-19,7.757,7.78,7.526,7.549,4916400.0
2013-03-20,7.578,7.613,7.408,7.419,4870400.0
2013-03-21,7.455,7.506,7.385,7.475,4818800.0
2013-03-22,7.475,7.536,7.232,7.285,4659200.0
2013-03-23,7.475,7.536,7.232,7.285,4659200.0
2013-03-24,7.475,7.536,7.232,7.285,4659200.0
2013-03-25,7.293,7.486,7.216,7.337,3316400.0
2013-03-26,7.372,7.504,7.27,7.481,2674000.0
2013-03-27,7.439,7.568,7.36,7.568,3418800.0
2013-03-28,7.524,7.568,7.336,7.431,7645600.0
2013-03-29,7.524,7.568,7.336,7.431,7645600.0
2013-03-30,7.524,7.568,7.336,7.431,7645600.0
2013-03-31,7.524,7.568,7.336,7.431,7645600.0
2013-04-01,7.396,7.531,7.342,7.46,4116800.0
2013-04-02,7.463,7.463,7.26,7.296,3208000.0
2013-04-03,7.29,7.336,7.144,7.332,3686000.0
2013-04-04,7.308,7.327,7.146,7.327,3658400.0
2013-04-05,7.268,7.308,7.17,7.277,2717200.0
2013-04-06,7.268,7.308,7.17,7.277,2717200.0
2013-04-07,7.268,7.308,7.17,7.277,2717200.0
2013-04-08,7.277,7.308,7.165,7.277,1659600.0
2013-04-09,7.275,7.332,7.198,7.332,2700400.0
2013-04-10,7.352,7.532,7.352,7.457,6280000.0
2013-04-11,7.434,7.47,7.247,7.268,3655600.0
2013-04-12,7.262,7.314,7.008,7.142,3967600.0
2013-04-13,7.262,7.314,7.008,7.142,3967600.0
2013-04-14,7.262,7.314,7.008,7.142,3967600.0
2013-04-15,7.046,7.157,6.932,6.932,4046000.0
2013-04-16,6.957,7.301,6.908,7.298,4002000.0
2013-04-17,7.178,7.319,7.087,7.129,6432800.0
2013-04-18,7.137,7.422,7.137,7.422,4641600.0
2013-04-19,7.426,7.473,7.293,7.372,2988400.0
2013-04-20,7.426,7.473,7.293,7.372,2988400.0
2013-04-21,7.426,7.473,7.293,7.372,2988400.0
2013-04-22,7.36,7.445,7.28,7.316,2977200.0
2013-04-23,7.373,7.703,7.35,7.55,3967600.0
2013-04-24,7.568,7.793,7.567,7.622,7209600.0
2013-04-25,7.593,7.67,7.521,7.619,5159600.0
2013-04-26,7.603,7.619,7.506,7.522,4826400.0
2013-04-27,7.603,7.619,7.506,7.522,4826400.0
2013-04-28,7.603,7.619,7.506,7.522,4826400.0
2013-04-29,7.614,7.614,7.45,7.603,3846000.0
2013-04-30,7.591,7.785,7.508,7.785,3939200.0
2013-05-01,7.591,7.785,7.508,7.785,3939200.0
2013-05-02,7.719,7.842,7.701,7.703,4274400.0
2013-05-03,7.768,7.849,7.685,7.755,4543600.0
2013-05-04,7.768,7.849,7.685,7.755,4543600.0
2013-05-05,7.768,7.849,7.685,7.755,4543600.0
2013-05-06,7.752,7.755,7.622,7.703,4732800.0
2013-05-07,7.719,7.785,7.65,7.703,2664800.0
2013-05-08,7.703,7.713,7.588,7.588,2866400.0
2013-05-09,7.603,7.74,7.596,7.654,5871600.0
2013-05-10,7.631,7.736,7.572,7.677,4654000.0
2013-05-11,7.631,7.736,7.572,7.677,4654000.0
2013-05-12,7.631,7.736,7.572,7.677,4654000.0
2013-05-13,7.654,7.668,7.496,7.631,2655600.0
2013-05-14,7.629,7.835,7.545,7.662,3758400.0
2013-05-15,7.662,7.749,7.555,7.703,3245600.0
2013-05-16,7.696,7.698,7.537,7.563,4607600.0
2013-05-17,7.583,7.822,7.583,7.683,3928800.0
2013-05-18,7.583,7.822,7.583,7.683,3928800.0
2013-05-19,7.583,7.822,7.583,7.683,3928800.0
2013-05-20,7.683,7.896,7.645,7.893,4761600.0
2013-05-21,7.904,8.078,7.855,7.998,5154400.0
2013-05-22,8.026,8.096,7.927,8.027,6918000.0
2013-05-23,7.917,8.034,7.878,8.034,3633200.0
2013-05-24,8.003,8.016,7.831,7.899,3766400.0
2013-05-25,8.003,8.016,7.831,7.899,3766400.0
2013-05-26,8.003,8.016,7.831,7.899,3766400.0
2013-05-27,7.876,7.934,7.809,7.821,963200.0
2013-05-28,7.855,7.96,7.817,7.865,2903200.0
2013-05-29,7.816,7.865,7.731,7.822,4592800.0
2013-05-30,7.816,7.865,7.731,7.822,4592800.0
2013-05-31,7.795,7.849,7.604,7.752,4685600.0
2013-06-01,7.795,7.849,7.604,7.752,4685600.0
2013-06-02,7.795,7.849,7.604,7.752,4685600.0
2013-06-03,7.757,7.76,7.58,7.631,3319600.0
2013-06-04,7.67,7.67,7.513,7.65,3640400.0
2013-06-05,7.703,7.703,7.48,7.539,4318800.0
2013-06-06,7.375,7.4,7.157,7.195,11766000.0
2013-06-07,7.19,7.391,7.134,7.306,8730000.0
2013-06-08,7.19,7.391,7.134,7.306,8730000.0
2013-06-09,7.19,7.391,7.134,7.306,8730000.0
2013-06-10,7.326,7.326,7.065,7.15,3979200.0
2013-06-11,7.09,7.106,6.859,6.937,4061200.0
2013-06-12,7.049,7.177,6.97,7.129,4905200.0
2013-06-13,7.177,7.293,7.091,7.262,6334000.0
2013-06-14,7.326,7.326,7.095,7.186,4884400.0
2013-06-15,7.326,7.326,7.095,7.186,4884400.0
2013-06-16,7.326,7.326,7.095,7.186,4884400.0
2013-06-17,7.15,7.196,7.064,7.09,3030400.0
2013-06-18,7.08,7.167,7.05,7.121,3145200.0
2013-06-19,7.134,7.198,6.919,6.996,4031600.0
2013-06-20,6.941,6.949,6.678,6.949,5129200.0
2013-06-21,6.869,6.962,6.688,6.932,4648800.0
2013-06-22,6.869,6.962,6.688,6.932,4648800.0
2013-06-23,6.869,6.962,6.688,6.932,4648800.0
2013-06-24,6.823,6.877,6.655,6.877,5246800.0
2013-06-25,6.829,6.903,6.724,6.775,5254400.0
2013-06-26,6.793,6.952,6.751,6.842,3940000.0
2013-06-27,6.844,7.15,6.844,7.132,5243600.0
2013-06-28,7.105,7.188,6.932,7.09,6000800.0
2013-06-29,7.105,7.188,6.932,7.09,6000800.0
2013-06-30,7.105,7.188,6.932,7.09,6000800.0
2013-07-01,7.078,7.168,6.998,7.113,3271600.0
2013-07-02,7.049,7.093,6.818,6.934,3740800.0
2013-07-03,6.878,7.034,6.851,6.911,1997600.0
2013-07-04,6.934,6.982,6.883,6.883,2847600.0
2013-07-05,6.851,6.932,6.767,6.875,2565200.0
2013-07-06,6.851,6.932,6.767,6.875,2565200.0
2013-07-07,6.851,6.932,6.767,6.875,2565200.0
2013-07-08,6.839,6.982,6.806,6.916,2152000.0
2013-07-09,6.839,6.982,6.806,6.916,2152000.0
2013-07-10,6.962,7.047,6.81,6.842,3012000.0
2013-07-11,6.916,7.193,6.896,7.178,4005600.0
2013-07-12,7.141,7.144,7.031,7.106,2568800.0
2013-07-13,7.141,7.144,7.031,7.106,2568800.0
2013-07-14,7.141,7.144,7.031,7.106,2568800.0
2013-07-15,6.977,7.196,6.977,7.113,2700800.0
2013-07-16,7.17,7.193,7.034,7.095,2442000.0
2013-07-17,7.113,7.282,7.111,7.201,4287200.0
2013-07-18,7.186,7.242,7.126,7.18,4247200.0
2013-07-19,7.178,7.216,7.096,7.154,2099200.0
2013-07-20,7.178,7.216,7.096,7.154,2099200.0
2013-07-21,7.178,7.216,7.096,7.154,2099200.0
2013-07-22,7.168,7.29,7.108,7.211,3880400.0
2013-07-23,7.277,7.293,7.131,7.195,2228400.0
2013-07-24,7.193,7.241,7.06,7.111,2243600.0
2013-07-25,7.101,7.129,6.987,7.006,9066000.0
2013-07-26,6.987,7.095,6.854,7.088,6258800.0
2013-07-27,6.987,7.095,6.854,7.088,6258800.0
2013-07-28,6.987,7.095,6.854,7.088,6258800.0
2013-07-29,7.039,7.064,6.967,7.047,3194800.0
2013-07-30,7.072,7.144,7.023,7.023,4178000.0
2013-07-31,7.013,7.146,6.965,7.09,10919600.0
2013-08-01,7.143,7.292,7.105,7.245,3617200.0
2013-08-02,7.234,7.382,7.197,7.22,5739200.0
2013-08-03,7.234,7.382,7.197,7.22,5739200.0
2013-08-04,7.234,7.382,7.197,7.22,5739200.0
2013-08-05,7.203,7.232,7.107,7.128,2158800.0
2013-08-06,7.17,7.195,6.978,7.035,6158800.0
2013-08-07,7.003,7.047,6.87,6.953,4119600.0
2013-08-08,6.952,7.01,6.72,6.97,5937600.0
2013-08-09,7.002,7.068,6.847,7.033,8130800.0
2013-08-10,7.002,7.068,6.847,7.033,8130800.0
2013-08-11,7.002,7.068,6.847,7.033,8130800.0
2013-08-12,7.062,7.17,6.863,6.903,4889600.0
2013-08-13,6.873,6.993,6.827,6.935,3942000.0
2013-08-14,6.933,7.023,6.708,6.795,10076800.0
2013-08-15,6.707,6.87,6.557,6.762,8354400.0
2013-08-16,6.752,6.792,6.627,6.723,8090400.0
2013-08-17,6.752,6.792,6.627,6.723,8090400.0
2013-08-18,6.752,6.792,6.627,6.723,8090400.0
2013-08-19,6.737,6.787,6.607,6.787,4714800.0
2013-08-20,6.76,6.863,6.652,6.712,5686000.0
2013-08-21,6.655,6.715,6.64,6.653,8900400.0
2013-08-22,6.7,6.882,6.7,6.85,5610800.0
2013-08-23,6.772,7.087,6.753,7.052,5922800.0
2013-08-24,6.772,7.087,6.753,7.052,5922800.0
2013-08-25,6.772,7.087,6.753,7.052,5922800.0
2013-08-26,7.017,7.037,6.92,6.932,3710000.0
2013-08-27,6.855,6.903,6.662,6.745,6792800.0
2013-08-28,6.77,6.85,6.697,6.798,3474800.0
2013-08-29,6.805,6.868,6.695,6.703,4708000.0
2013-08-30,6.73,6.933,6.67,6.933,7881600.0
2013-08-31,6.73,6.933,6.67,6.933,7881600.0
2013-09-01,6.73,6.933,6.67,6.933,7881600.0
2013-09-02,7.003,7.137,6.925,7.003,3576400.0
2013-09-03,7.01,7.038,6.792,6.84,4549200.0
2013-09-04,6.81,7.002,6.745,6.953,5797600.0
2013-09-05,6.92,7.003,6.85,7.003,3279600.0
2013-09-06,7.033,7.103,6.883,6.937,4794400.0
2013-09-07,7.033,7.103,6.883,6.937,4794400.0
2013-09-08,7.033,7.103,6.883,6.937,4794400.0
2013-09-09,6.972,7.22,6.93,7.17,8135600.0
2013-09-10,7.167,7.237,7.08,7.197,4992000.0
2013-09-11,7.165,7.217,7.058,7.17,4731200.0
2013-09-12,7.138,7.22,7.09,7.17,3470400.0
2013-09-13,7.168,7.197,7.097,7.188,3706400.0
2013-09-14,7.168,7.197,7.097,7.188,3706400.0
2013-09-15,7.168,7.197,7.097,7.188,3706400.0
2013-09-16,7.203,7.252,7.155,7.177,3234800.0
2013-09-17,7.202,7.229,7.038,7.158,4395200.0
2013-09-18,7.168,7.234,7.057,7.234,6083600.0
2013-09-19,7.222,7.229,6.978,6.987,7056400.0
2013-09-20,7.002,7.075,6.867,6.973,6477600.0
2013-09-21,7.002,7.075,6.867,6.973,6477600.0
2013-09-22,7.002,7.075,6.867,6.973,6477600.0
2013-09-23,7.003,7.108,6.973,7.015,2986800.0
2013-09-24,7.015,7.262,7.015,7.242,7570800.0
2013-09-25,7.212,7.364,7.212,7.304,6799200.0
2013-09-26,7.282,7.33,7.187,7.203,5690400.0
2013-09-27,7.202,7.222,7.098,7.167,4383200.0
2013-09-28,7.202,7.222,7.098,7.167,4383200.0
2013-09-29,7.202,7.222,7.098,7.167,4383200.0
2013-09-30,7.145,7.188,7.058,7.123,4712000.0
2013-10-01,7.198,7.36,7.125,7.36,5310000.0
2013-10-02,7.337,7.404,7.267,7.305,3841200.0
2013-10-03,7.335,7.349,7.213,7.242,3135600.0
2013-10-04,7.242,7.28,7.088,7.229,3829200.0
2013-10-05,7.242,7.28,7.088,7.229,3829200.0
2013-10-06,7.242,7.28,7.088,7.229,3829200.0
2013-10-07,7.218,7.42,7.217,7.27,5773600.0
2013-10-08,7.305,7.42,7.275,7.355,5175200.0
2013-10-09,7.369,7.449,7.302,7.449,5257600.0
2013-10-10,7.469,7.47,7.148,7.259,8404000.0
2013-10-11,7.27,7.295,7.088,7.215,4353600.0
2013-10-12,7.27,7.295,7.088,7.215,4353600.0
2013-10-13,7.27,7.295,7.088,7.215,4353600.0
2013-10-14,7.2,7.337,7.178,7.315,5109200.0
2013-10-15,7.312,7.42,7.257,7.379,5673200.0
2013-10-16,7.354,7.429,7.287,7.359,5277600.0
2013-10-17,7.322,7.445,7.257,7.424,2519200.0
2013-10-18,7.415,7.42,7.292,7.332,3789600.0
2013-10-19,7.415,7.42,7.292,7.332,3789600.0
2013-10-20,7.415,7.42,7.292,7.332,3789600.0
2013-10-21,7.387,7.404,7.289,7.339,3011600.0
2013-10-22,7.37,7.519,7.317,7.412,4508400.0
2013-10-23,7.4,7.465,7.295,7.335,3890000.0
2013-10-24,7.337,7.417,7.188,7.237,4341200.0
2013-10-25,7.254,7.264,7.138,7.232,2868400.0
2013-10-26,7.254,7.264,7.138,7.232,2868400.0
2013-10-27,7.254,7.264,7.138,7.232,2868400.0
2013-10-28,7.262,7.437,7.24,7.407,6700000.0
2013-10-29,7.374,7.45,7.345,7.445,1915200.0
2013-10-30,7.455,7.462,7.314,7.362,3122400.0
2013-10-31,7.375,7.497,7.34,7.49,3862000.0
2013-11-01,7.412,7.544,7.412,7.445,4318400.0
2013-11-02,7.412,7.544,7.412,7.445,4318400.0
2013-11-03,7.412,7.544,7.412,7.445,4318400.0
2013-11-04,7.445,7.469,7.295,7.37,4598800.0
2013-11-05,7.407,7.467,7.249,7.295,5281200.0
2013-11-06,7.32,7.322,7.153,7.31,6329600.0
2013-11-07,7.422,7.537,7.345,7.354,13362400.0
2013-11-08,7.345,7.409,7.132,7.237,7929600.0
2013-11-09,7.345,7.409,7.132,7.237,7929600.0
2013-11-10,7.345,7.409,7.132,7.237,7929600.0
2013-11-11,7.237,7.315,7.185,7.279,3508800.0
2013-11-12,7.269,7.35,7.242,7.32,5332800.0
2013-11-13,7.302,7.385,7.252,7.385,2816800.0
2013-11-14,7.384,7.447,7.364,7.447,5204400.0
2013-11-15,7.384,7.447,7.364,7.447,5204400.0
2013-11-16,7.384,7.447,7.364,7.447,5204400.0
2013-11-17,7.384,7.447,7.364,7.447,5204400.0
2013-11-18,7.409,7.434,7.3,7.32,5036800.0
2013-11-19,7.295,7.309,7.162,7.203,5013200.0
2013-11-20,7.295,7.309,7.162,7.203,5013200.0
2013-11-21,7.135,7.16,6.957,7.087,5450000.0
2013-11-22,7.048,7.068,6.987,7.033,3782800.0
2013-11-23,7.048,7.068,6.987,7.033,3782800.0
2013-11-24,7.048,7.068,6.987,7.033,3782800.0
2013-11-25,7.068,7.17,7.0,7.17,3083600.0
2013-11-26,7.127,7.23,7.055,7.057,3776400.0
2013-11-27,7.065,7.103,7.0,7.093,3222400.0
2013-11-28,7.1,7.122,7.03,7.037,1910800.0
2013-11-29,7.045,7.215,7.045,7.17,5202000.0
2013-11-30,7.045,7.215,7.045,7.17,5202000.0
2013-12-01,7.045,7.215,7.045,7.17,5202000.0
2013-12-02,7.11,7.11,6.967,6.995,5750400.0
2013-12-03,6.955,6.955,6.772,6.818,10324800.0
2013-12-04,6.87,6.883,6.707,6.83,4821200.0
2013-12-05,6.848,6.87,6.72,6.72,7534800.0
2013-12-06,6.752,6.872,6.707,6.797,3804000.0
2013-12-07,6.752,6.872,6.707,6.797,3804000.0
2013-12-08,6.752,6.872,6.707,6.797,3804000.0
2013-12-09,6.803,6.862,6.745,6.81,3406400.0
2013-12-10,6.803,6.867,6.775,6.81,3053600.0
2013-12-11,6.81,6.885,6.64,6.682,5817200.0
2013-12-12,6.703,6.712,6.548,6.695,4340000.0
2013-12-13,6.702,6.828,6.588,6.628,3565200.0
2013-12-14,6.702,6.828,6.588,6.628,3565200.0
2013-12-15,6.702,6.828,6.588,6.628,3565200.0
2013-12-16,6.668,6.703,6.593,6.597,3240800.0
2013-12-17,6.623,6.652,6.513,6.587,4076800.0
2013-12-18,6.61,6.653,6.553,6.595,6822000.0
2013-12-19,6.612,6.71,6.557,6.71,5102000.0
2013-12-20,6.71,6.743,6.543,6.623,5589600.0
2013-12-21,6.71,6.743,6.543,6.623,5589600.0
2013-12-22,6.71,6.743,6.543,6.623,5589600.0
2013-12-23,6.623,6.653,6.536,6.642,3276400.0
2013-12-24,6.623,6.653,6.536,6.642,3276400.0
2013-12-25,6.623,6.653,6.536,6.642,3276400.0
2013-12-26,6.613,6.653,6.511,6.553,2384000.0
2013-12-27,6.565,6.613,6.503,6.55,1464400.0
2013-12-28,6.565,6.613,6.503,6.55,1464400.0
2013-12-29,6.565,6.613,6.503,6.55,1464400.0
2013-12-30,6.548,6.653,6.533,6.6,2191200.0
2013-12-31,6.548,6.653,6.533,6.6,2191200.0
2014-01-01,6.548,6.653,6.533,6.6,2191200.0
2014-01-02,6.598,6.613,6.308,6.345,5842800.0
2014-01-03,6.345,6.418,6.34,6.403,2999600.0
2014-01-04,6.345,6.418,6.34,6.403,2999600.0
2014-01-05,6.345,6.418,6.34,6.403,2999600.0
2014-01-06,6.361,6.375,6.223,6.256,5112800.0
2014-01-07,6.273,6.303,6.171,6.226,3802400.0
2014-01-08,6.236,6.268,6.153,6.155,4956400.0
2014-01-09,6.168,6.336,6.13,6.22,10884000.0
2014-01-10,6.228,6.428,6.175,6.37,8110800.0
2014-01-11,6.228,6.428,6.175,6.37,8110800.0
2014-01-12,6.228,6.428,6.175,6.37,8110800.0
2014-01-13,6.345,6.443,6.193,6.258,4836400.0
2014-01-14,6.261,6.46,6.236,6.46,3947600.0
2014-01-15,6.458,6.486,6.353,6.38,4471200.0
2014-01-16,6.431,6.453,6.308,6.341,2550400.0
2014-01-17,6.371,6.403,6.178,6.37,5261200.0
2014-01-18,6.371,6.403,6.178,6.37,5261200.0
2014-01-19,6.371,6.403,6.178,6.37,5261200.0
2014-01-20,6.351,6.376,6.248,6.325,3034400.0
2014-01-21,6.305,6.305,6.183,6.236,5110400.0
2014-01-22,6.215,6.258,6.058,6.258,9772800.0
2014-01-23,6.215,6.23,6.02,6.093,8391600.0
2014-01-24,6.031,6.07,5.973,6.036,6239600.0
2014-01-25,6.031,6.07,5.973,6.036,6239600.0
2014-01-26,6.031,6.07,5.973,6.036,6239600.0
2014-01-27,6.036,6.153,6.036,6.106,6764400.0
2014-01-28,6.17,6.203,6.005,6.135,10578800.0
2014-01-29,6.078,6.17,5.976,6.061,5428800.0
2014-01-30,6.061,6.08,5.873,5.878,6344400.0
2014-01-31,5.818,5.993,5.711,5.993,12466800.0
2014-02-01,5.818,5.993,5.711,5.993,12466800.0
2014-02-02,5.818,5.993,5.711,5.993,12466800.0
2014-02-03,5.946,5.971,5.709,5.758,7794400.0
2014-02-04,5.764,5.945,5.684,5.945,5284000.0
2014-02-05,5.945,5.945,5.779,5.906,4230800.0
2014-02-06,5.916,5.933,5.774,5.823,7711600.0
2014-02-07,5.873,5.968,5.851,5.92,4901200.0
2014-02-08,5.873,5.968,5.851,5.92,4901200.0
2014-02-09,5.873,5.968,5.851,5.92,4901200.0
2014-02-10,5.886,5.905,5.813,5.818,1907600.0
2014-02-11,5.855,5.93,5.733,5.898,2993200.0
2014-02-12,5.875,5.945,5.804,5.871,5941600.0
2014-02-13,5.836,5.868,5.661,5.793,4154800.0
2014-02-14,5.821,6.17,5.821,6.081,10295600.0
2014-02-15,5.821,6.17,5.821,6.081,10295600.0
2014-02-16,5.821,6.17,5.821,6.081,10295600.0
2014-02-17,6.068,6.083,5.926,6.051,1980000.0
2014-02-18,6.021,6.125,5.798,5.803,4457200.0
2014-02-19,5.796,5.798,5.511,5.669,8783600.0
2014-02-20,5.623,5.786,5.603,5.786,3829600.0
2014-02-21,5.784,5.896,5.669,5.896,10115200.0
2014-02-22,5.784,5.896,5.669,5.896,10115200.0
2014-02-23,5.784,5.896,5.669,5.896,10115200.0
2014-02-24,5.99,6.23,5.898,6.103,9284400.0
2014-02-25,5.99,6.111,5.96,6.01,4166400.0
2014-02-26,6.033,6.033,5.928,5.985,3479200.0
2014-02-27,6.053,6.136,5.868,5.968,5412800.0
2014-02-28,5.986,5.996,5.719,5.784,6398800.0
2014-03-01,5.986,5.996,5.719,5.784,6398800.0
2014-03-02,5.986,5.996,5.719,5.784,6398800.0
2014-03-03,5.986,5.996,5.719,5.784,6398800.0
2014-03-04,5.986,5.996,5.719,5.784,6398800.0
2014-03-05,5.756,5.809,5.636,5.644,2830400.0
2014-03-06,5.626,5.881,5.626,5.803,7121600.0
2014-03-07,5.801,5.809,5.634,5.636,3695600.0
2014-03-08,5.801,5.809,5.634,5.636,3695600.0
2014-03-09,5.801,5.809,5.634,5.636,3695600.0
2014-03-10,5.619,5.763,5.583,5.753,6097200.0
2014-03-11,5.769,5.799,5.718,5.773,2990400.0
2014-03-12,5.709,5.769,5.638,5.741,6302400.0
2014-03-13,5.753,5.771,5.638,5.659,4306400.0
2014-03-14,5.684,5.798,5.503,5.503,5904400.0
2014-03-15,5.684,5.798,5.503,5.503,5904400.0
2014-03-16,5.684,5.798,5.503,5.503,5904400.0
2014-03-17,5.494,5.554,5.456,5.469,2048800.0
2014-03-18,5.436,5.564,5.433,5.503,3754000.0
2014-03-19,5.504,5.699,5.486,5.526,7128800.0
2014-03-20,5.508,5.568,5.469,5.478,5663200.0
2014-03-21,5.444,5.649,5.443,5.606,6534800.0
2014-03-22,5.444,5.649,5.443,5.606,6534800.0
2014-03-23,5.444,5.649,5.443,5.606,6534800.0
2014-03-24,5.651,5.753,5.519,5.724,7495600.0
2014-03-25,5.751,5.761,5.536,5.596,5613600.0
2014-03-26,5.608,5.706,5.544,5.651,4391200.0
2014-03-27,5.619,5.853,5.619,5.803,8520000.0
2014-03-28,5.833,5.844,5.671,5.844,5441600.0
2014-03-29,5.833,5.844,5.671,5.844,5441600.0
2014-03-30,5.833,5.844,5.671,5.844,5441600.0
2014-03-31,5.844,5.898,5.739,5.88,4985600.0
2014-04-01,5.836,5.878,5.724,5.853,2968000.0
2014-04-02,5.844,6.078,5.786,6.06,8200400.0
2014-04-03,5.998,6.126,5.931,6.056,5769200.0
2014-04-04,6.155,6.233,6.09,6.15,10129600.0
2014-04-05,6.155,6.233,6.09,6.15,10129600.0
2014-04-06,6.155,6.233,6.09,6.15,10129600.0
2014-04-07,6.17,6.228,6.103,6.176,4565200.0
2014-04-08,6.315,6.375,5.98,6.05,5516800.0
2014-04-09,6.046,6.046,5.92,5.986,2476000.0
2014-04-10,6.003,6.218,6.003,6.165,5949600.0
2014-04-11,6.126,6.42,6.1,6.42,5800400.0
2014-04-12,6.126,6.42,6.1,6.42,5800400.0
2014-04-13,6.126,6.42,6.1,6.42,5800400.0
2014-04-14,6.416,6.597,6.301,6.345,9679600.0
2014-04-15,6.336,6.47,6.13,6.17,8904000.0
2014-04-16,6.333,6.501,6.246,6.458,10558400.0
2014-04-17,6.501,6.501,6.245,6.408,8911200.0
2014-04-18,6.501,6.501,6.245,6.408,8911200.0
2014-04-19,6.501,6.501,6.245,6.408,8911200.0
2014-04-20,6.501,6.501,6.245,6.408,8911200.0
2014-04-21,6.501,6.501,6.245,6.408,8911200.0
2014-04-22,6.386,6.396,6.246,6.298,6367600.0
2014-04-23,6.271,6.311,6.155,6.211,3536800.0
2014-04-24,6.211,6.28,6.115,6.27,4289600.0
2014-04-25,6.223,6.345,6.14,6.186,4338400.0
2014-04-26,6.223,6.345,6.14,6.186,4338400.0
2014-04-27,6.223,6.345,6.14,6.186,4338400.0
2014-04-28,6.141,6.223,6.116,6.215,4323600.0
2014-04-29,6.256,6.37,6.236,6.343,7981600.0
2014-04-30,6.34,6.376,6.25,6.376,5374000.0
2014-05-01,6.34,6.376,6.25,6.376,5374000.0
2014-05-02,6.398,6.533,6.299,6.533,7206000.0
2014-05-03,6.398,6.533,6.299,6.533,7206000.0
2014-05-04,6.398,6.533,6.299,6.533,7206000.0
2014-05-05,6.516,6.533,6.409,6.52,5301600.0
2014-05-06,6.532,6.58,6.444,6.508,3135200.0
2014-05-07,6.451,6.574,6.422,6.553,4006400.0
2014-05-08,6.548,6.548,6.407,6.484,2728000.0
2014-05-09,6.565,6.565,6.415,6.454,2180800.0
2014-05-10,6.565,6.565,6.415,6.454,2180800.0
2014-05-11,6.565,6.565,6.415,6.454,2180800.0
2014-05-12,6.486,6.552,6.459,6.55,2122000.0
