,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity,EGIE3 BZ Equity
2013-03-24,14.302,14.49,14.003,14.233,948000.0
2013-03-25,14.233,14.72,14.139,14.455,787875.0
2013-03-26,14.515,14.814,14.306,14.549,636250.0
2013-03-27,14.554,14.887,14.519,14.759,482500.0
2013-03-28,14.848,14.942,14.566,14.835,537125.0
2013-03-29,14.848,14.942,14.566,14.835,537125.0
2013-03-30,14.848,14.942,14.566,14.835,537125.0
2013-03-31,14.848,14.942,14.566,14.835,537125.0
2013-04-01,14.899,15.002,14.566,14.942,317500.0
2013-04-02,14.904,15.241,14.904,15.241,591000.0
2013-04-03,15.241,15.292,14.853,15.194,737875.0
2013-04-04,15.156,15.156,14.673,14.677,617625.0
2013-04-05,14.865,14.865,14.464,14.767,806750.0
2013-04-06,14.865,14.865,14.464,14.767,806750.0
2013-04-07,14.865,14.865,14.464,14.767,806750.0
2013-04-08,14.639,15.233,14.639,14.904,934875.0
2013-04-09,14.827,15.587,14.771,15.502,1120125.0
2013-04-10,15.54,15.835,15.292,15.373,836250.0
2013-04-11,15.433,15.54,15.104,15.245,667375.0
2013-04-12,15.198,15.801,15.117,15.314,641000.0
2013-04-13,15.198,15.801,15.117,15.314,641000.0
2013-04-14,15.198,15.801,15.117,15.314,641000.0
2013-04-15,15.309,15.566,15.215,15.309,867500.0
2013-04-16,15.587,15.587,15.151,15.455,637500.0
2013-04-17,15.369,15.373,15.079,15.079,814000.0
2013-04-18,15.156,15.288,15.011,15.233,607125.0
2013-04-19,15.228,15.262,14.942,15.023,549500.0
2013-04-20,15.228,15.262,14.942,15.023,549500.0
2013-04-21,15.228,15.262,14.942,15.023,549500.0
2013-04-22,15.07,15.22,14.882,14.985,627125.0
2013-04-23,14.955,15.51,14.934,15.493,894125.0
2013-04-24,15.403,15.476,15.053,15.181,599125.0
2013-04-25,15.173,15.262,14.989,15.207,676250.0
2013-04-26,15.117,15.194,14.776,14.776,487500.0
2013-04-27,15.117,15.194,14.776,14.776,487500.0
2013-04-28,15.117,15.194,14.776,14.776,487500.0
2013-04-29,14.741,14.874,14.575,14.712,435125.0
2013-04-30,14.733,15.711,14.72,15.224,2536875.0
2013-05-01,14.733,15.711,14.72,15.224,2536875.0
2013-05-02,15.373,15.506,15.156,15.25,1722125.0
2013-05-03,15.254,15.544,15.092,15.092,619125.0
2013-05-04,15.254,15.544,15.092,15.092,619125.0
2013-05-05,15.254,15.544,15.092,15.092,619125.0
2013-05-06,15.087,15.301,14.976,14.989,677250.0
2013-05-07,15.002,15.532,15.002,15.438,886375.0
2013-05-08,15.476,15.788,15.373,15.373,915250.0
2013-05-09,15.352,15.54,15.339,15.399,536000.0
2013-05-10,15.446,15.557,15.211,15.399,485875.0
2013-05-11,15.446,15.557,15.211,15.399,485875.0
2013-05-12,15.446,15.557,15.211,15.399,485875.0
2013-05-13,15.438,15.536,15.271,15.365,874625.0
2013-05-14,15.322,15.655,15.224,15.438,1205375.0
2013-05-15,15.489,15.613,15.327,15.613,698500.0
2013-05-16,15.497,15.66,15.403,15.403,579125.0
2013-05-17,15.467,15.792,15.45,15.502,780750.0
2013-05-18,15.467,15.792,15.45,15.502,780750.0
2013-05-19,15.467,15.792,15.45,15.502,780750.0
2013-05-20,15.553,15.754,15.502,15.625,591750.0
2013-05-21,15.788,16.138,15.749,16.014,1317375.0
2013-05-22,15.929,16.39,15.929,16.099,1714500.0
2013-05-23,15.843,16.236,15.843,16.074,1253125.0
2013-05-24,15.971,16.202,15.805,16.014,673500.0
2013-05-25,15.971,16.202,15.805,16.014,673500.0
2013-05-26,15.971,16.202,15.805,16.014,673500.0
2013-05-27,15.92,16.07,15.873,15.912,402875.0
2013-05-28,15.946,16.01,15.779,15.865,1051250.0
2013-05-29,15.894,15.899,15.574,15.66,611375.0
2013-05-30,15.894,15.899,15.574,15.66,611375.0
2013-05-31,15.506,15.852,15.45,15.779,1581500.0
2013-06-01,15.506,15.852,15.45,15.779,1581500.0
2013-06-02,15.506,15.852,15.45,15.779,1581500.0
2013-06-03,15.788,15.924,15.506,15.6,766750.0
2013-06-04,15.694,15.929,15.591,15.839,658500.0
2013-06-05,15.839,15.873,15.335,15.476,504250.0
2013-06-06,15.544,15.566,15.211,15.438,893375.0
2013-06-07,15.497,15.497,15.194,15.373,1468375.0
2013-06-08,15.497,15.497,15.194,15.373,1468375.0
2013-06-09,15.497,15.497,15.194,15.373,1468375.0
2013-06-10,15.369,15.694,15.288,15.587,772875.0
2013-06-11,15.493,15.497,14.993,15.156,1011750.0
2013-06-12,15.177,15.215,14.968,15.011,827375.0
2013-06-13,15.032,15.288,14.912,15.16,1661125.0
2013-06-14,15.173,15.536,14.733,14.733,739625.0
2013-06-15,15.173,15.536,14.733,14.733,739625.0
2013-06-16,15.173,15.536,14.733,14.733,739625.0
2013-06-17,14.754,15.25,14.754,14.934,1236250.0
2013-06-18,14.951,15.109,14.827,14.891,517250.0
2013-06-19,14.951,15.104,14.652,14.652,1327250.0
2013-06-20,14.562,14.746,14.101,14.404,1591250.0
2013-06-21,14.314,14.4,13.657,13.67,3794875.0
2013-06-22,14.314,14.4,13.657,13.67,3794875.0
2013-06-23,14.314,14.4,13.657,13.67,3794875.0
2013-06-24,13.665,13.9,13.495,13.832,1124375.0
2013-06-25,13.819,14.071,13.665,13.879,869625.0
2013-06-26,14.007,14.37,13.947,14.169,776000.0
2013-06-27,14.174,14.887,14.174,14.434,880375.0
2013-06-28,14.306,14.848,14.272,14.806,1190375.0
2013-06-29,14.306,14.848,14.272,14.806,1190375.0
2013-06-30,14.306,14.848,14.272,14.806,1190375.0
2013-07-01,14.895,15.083,14.618,14.763,766625.0
2013-07-02,14.844,14.874,14.481,14.699,693750.0
2013-07-03,14.609,14.874,14.502,14.502,631875.0
2013-07-04,14.549,14.848,14.528,14.797,260000.0
2013-07-05,14.818,14.946,14.528,14.946,485125.0
2013-07-06,14.818,14.946,14.528,14.946,485125.0
2013-07-07,14.818,14.946,14.528,14.946,485125.0
2013-07-08,14.946,15.096,14.699,14.733,599500.0
2013-07-09,14.946,15.096,14.699,14.733,599500.0
2013-07-10,14.823,15.297,14.391,14.861,871625.0
2013-07-11,15.023,15.608,14.874,15.181,806875.0
2013-07-12,15.224,15.356,14.882,14.929,550500.0
2013-07-13,15.224,15.356,14.882,14.929,550500.0
2013-07-14,15.224,15.356,14.882,14.929,550500.0
2013-07-15,14.814,15.241,14.814,15.113,434250.0
2013-07-16,15.207,15.258,14.925,15.139,741125.0
2013-07-17,15.156,15.621,15.1,15.433,1016625.0
2013-07-18,15.433,15.574,15.322,15.361,713125.0
2013-07-19,15.369,15.463,15.203,15.373,309625.0
2013-07-20,15.369,15.463,15.203,15.373,309625.0
2013-07-21,15.369,15.463,15.203,15.373,309625.0
2013-07-22,15.339,15.519,15.25,15.331,503500.0
2013-07-23,15.348,15.566,15.275,15.459,480875.0
2013-07-24,15.429,15.557,15.309,15.438,540375.0
2013-07-25,15.339,15.647,15.331,15.489,341250.0
2013-07-26,15.378,15.638,15.267,15.309,372000.0
2013-07-27,15.378,15.638,15.267,15.309,372000.0
2013-07-28,15.378,15.638,15.267,15.309,372000.0
2013-07-29,15.331,15.442,15.224,15.373,358875.0
2013-07-30,15.438,15.438,15.267,15.438,421750.0
2013-07-31,15.467,15.6,15.331,15.544,2740750.0
2013-08-01,15.51,15.976,15.267,15.702,567000.0
2013-08-02,15.625,15.813,15.382,15.476,680750.0
2013-08-03,15.625,15.813,15.382,15.476,680750.0
2013-08-04,15.625,15.813,15.382,15.476,680750.0
2013-08-05,15.553,15.553,15.339,15.48,435250.0
2013-08-06,15.446,15.766,15.339,15.587,1044500.0
2013-08-07,15.583,15.694,15.442,15.549,725000.0
2013-08-08,15.587,15.749,15.527,15.694,1103750.0
2013-08-09,15.736,15.796,15.553,15.566,639500.0
2013-08-10,15.736,15.796,15.553,15.566,639500.0
2013-08-11,15.736,15.796,15.553,15.566,639500.0
2013-08-12,15.566,15.681,15.331,15.416,478000.0
2013-08-13,15.429,15.869,15.322,15.322,626000.0
2013-08-14,15.361,15.596,14.989,15.203,726875.0
2013-08-15,15.169,15.331,14.998,15.211,1137750.0
2013-08-16,15.288,15.527,15.117,15.173,599125.0
2013-08-17,15.288,15.527,15.117,15.173,599125.0
2013-08-18,15.288,15.527,15.117,15.173,599125.0
2013-08-19,15.264,15.308,14.959,15.105,910875.0
2013-08-20,15.034,15.25,14.888,15.193,825875.0
2013-08-21,15.118,15.343,15.091,15.109,544000.0
2013-08-22,15.18,15.25,14.95,14.972,605125.0
2013-08-23,15.061,15.193,14.977,15.065,733375.0
2013-08-24,15.061,15.193,14.977,15.065,733375.0
2013-08-25,15.061,15.193,14.977,15.065,733375.0
2013-08-26,15.1,15.303,15.012,15.047,365000.0
2013-08-27,15.052,15.118,14.99,15.038,847125.0
2013-08-28,14.95,15.087,14.809,14.924,478500.0
2013-08-29,14.924,15.246,14.919,15.016,683625.0
2013-08-30,15.016,15.114,14.928,15.105,569500.0
2013-08-31,15.016,15.114,14.928,15.105,569500.0
2013-09-01,15.016,15.114,14.928,15.105,569500.0
2013-09-02,15.105,15.458,15.016,15.228,2424750.0
2013-09-03,15.237,15.379,15.127,15.233,550875.0
2013-09-04,15.233,15.458,15.008,15.414,665875.0
2013-09-05,15.414,15.767,15.326,15.683,631375.0
2013-09-06,15.683,16.138,15.608,16.094,650750.0
2013-09-07,15.683,16.138,15.608,16.094,650750.0
2013-09-08,15.683,16.138,15.608,16.094,650750.0
2013-09-09,16.121,16.381,15.9,16.31,952750.0
2013-09-10,16.31,16.39,15.789,15.935,945750.0
2013-09-11,15.992,16.094,15.869,16.032,465750.0
2013-09-12,15.953,16.054,15.741,15.962,462250.0
2013-09-13,15.944,16.116,15.926,16.068,470000.0
2013-09-14,15.944,16.116,15.926,16.068,470000.0
2013-09-15,15.944,16.116,15.926,16.068,470000.0
2013-09-16,16.081,16.204,16.01,16.191,468000.0
2013-09-17,16.16,16.253,16.098,16.253,420500.0
2013-09-18,16.253,16.664,16.09,16.253,1032500.0
2013-09-19,16.337,16.518,16.107,16.474,575875.0
2013-09-20,16.377,16.549,16.098,16.098,486000.0
2013-09-21,16.377,16.549,16.098,16.098,486000.0
2013-09-22,16.377,16.549,16.098,16.098,486000.0
2013-09-23,16.196,16.628,16.059,16.421,495750.0
2013-09-24,16.421,16.84,16.297,16.651,889000.0
2013-09-25,16.567,16.646,16.147,16.35,869000.0
2013-09-26,16.341,16.575,16.187,16.209,335500.0
2013-09-27,16.31,16.695,16.178,16.341,511375.0
2013-09-28,16.31,16.695,16.178,16.341,511375.0
2013-09-29,16.31,16.695,16.178,16.341,511375.0
2013-09-30,16.293,16.677,16.178,16.178,791625.0
2013-10-01,16.275,16.337,16.037,16.182,356000.0
2013-10-02,16.249,16.43,16.182,16.191,304875.0
2013-10-03,16.253,16.253,15.957,15.97,794500.0
2013-10-04,15.988,16.244,15.922,16.121,552625.0
2013-10-05,15.988,16.244,15.922,16.121,552625.0
2013-10-06,15.988,16.244,15.922,16.121,552625.0
2013-10-07,16.151,16.249,16.015,16.121,246000.0
2013-10-08,16.121,16.288,16.103,16.253,322500.0
2013-10-09,16.209,16.465,16.178,16.253,439375.0
2013-10-10,16.341,16.553,16.253,16.253,392750.0
2013-10-11,16.333,16.593,16.178,16.474,378625.0
2013-10-12,16.333,16.593,16.178,16.474,378625.0
2013-10-13,16.333,16.593,16.178,16.474,378625.0
2013-10-14,16.456,16.695,16.386,16.531,284250.0
2013-10-15,16.58,16.743,16.483,16.562,544000.0
2013-10-16,16.584,16.712,16.43,16.43,788750.0
2013-10-17,16.474,16.474,16.227,16.275,641750.0
2013-10-18,16.346,16.664,16.266,16.637,571625.0
2013-10-19,16.346,16.664,16.266,16.637,571625.0
2013-10-20,16.346,16.664,16.266,16.637,571625.0
2013-10-21,16.637,16.823,16.584,16.584,298000.0
2013-10-22,16.651,17.035,16.606,16.827,647625.0
2013-10-23,16.849,16.96,16.783,16.783,664250.0
2013-10-24,16.783,16.911,16.562,16.562,625375.0
2013-10-25,16.646,16.646,16.439,16.496,381125.0
2013-10-26,16.646,16.646,16.439,16.496,381125.0
2013-10-27,16.646,16.646,16.439,16.496,381125.0
2013-10-28,16.562,16.867,16.509,16.677,297500.0
2013-10-29,16.673,16.885,16.589,16.651,339125.0
2013-10-30,16.677,16.783,16.646,16.717,849500.0
2013-10-31,16.796,17.004,16.637,16.827,1055875.0
2013-11-01,16.982,17.211,16.871,16.982,819000.0
2013-11-02,16.982,17.211,16.871,16.982,819000.0
2013-11-03,16.982,17.211,16.871,16.982,819000.0
2013-11-04,16.982,18.174,16.924,17.401,687875.0
2013-11-05,17.507,17.6,17.128,17.225,795750.0
2013-11-06,17.256,17.415,17.114,17.256,1107750.0
2013-11-07,17.185,17.344,16.779,16.827,811500.0
2013-11-08,16.84,17.004,16.628,16.628,942250.0
2013-11-09,16.84,17.004,16.628,16.628,942250.0
2013-11-10,16.84,17.004,16.628,16.628,942250.0
2013-11-11,16.651,16.779,16.558,16.739,613250.0
2013-11-12,16.677,16.977,16.615,16.893,1103250.0
2013-11-13,16.849,16.982,16.752,16.827,628125.0
2013-11-14,16.836,17.335,16.836,17.004,631125.0
2013-11-15,16.836,17.335,16.836,17.004,631125.0
2013-11-16,16.836,17.335,16.836,17.004,631125.0
2013-11-17,16.836,17.335,16.836,17.004,631125.0
2013-11-18,17.004,17.45,17.004,17.269,605125.0
2013-11-19,17.22,17.401,16.929,17.092,661750.0
2013-11-20,17.22,17.401,16.929,17.092,661750.0
2013-11-21,17.03,17.304,16.995,17.048,645875.0
2013-11-22,16.999,17.163,16.929,16.929,409000.0
2013-11-23,16.999,17.163,16.929,16.929,409000.0
2013-11-24,16.999,17.163,16.929,16.929,409000.0
2013-11-25,17.03,17.097,16.898,16.938,576250.0
2013-11-26,17.025,17.149,16.819,17.083,1073875.0
2013-11-27,17.127,17.194,16.949,17.016,669125.0
2013-11-28,17.1,17.127,16.949,17.083,317500.0
2013-11-29,17.011,17.323,16.993,17.056,627750.0
2013-11-30,17.011,17.323,16.993,17.056,627750.0
2013-12-01,17.011,17.323,16.993,17.056,627750.0
2013-12-02,17.042,17.457,17.029,17.172,760875.0
2013-12-03,17.109,17.274,16.976,16.976,1685125.0
2013-12-04,16.989,17.042,16.659,16.659,921625.0
2013-12-05,16.686,16.967,16.592,16.592,533375.0
2013-12-06,16.632,16.926,16.552,16.592,595375.0
2013-12-07,16.632,16.926,16.552,16.592,595375.0
2013-12-08,16.632,16.926,16.552,16.592,595375.0
2013-12-09,16.596,16.69,16.48,16.503,411500.0
2013-12-10,16.556,16.592,16.284,16.324,598750.0
2013-12-11,16.324,16.654,16.235,16.235,709750.0
2013-12-12,16.191,16.387,16.191,16.213,1023125.0
2013-12-13,16.307,16.409,16.195,16.195,1134250.0
2013-12-14,16.307,16.409,16.195,16.195,1134250.0
2013-12-15,16.307,16.409,16.195,16.195,1134250.0
2013-12-16,16.195,16.373,16.097,16.173,725500.0
2013-12-17,16.222,16.342,16.191,16.222,649125.0
2013-12-18,16.302,16.4,16.079,16.079,746750.0
2013-12-19,16.141,16.275,16.057,16.057,601750.0
2013-12-20,16.061,16.208,16.061,16.146,821125.0
2013-12-21,16.061,16.208,16.061,16.146,821125.0
2013-12-22,16.061,16.208,16.061,16.146,821125.0
2013-12-23,16.213,16.378,16.057,16.057,561375.0
2013-12-24,16.213,16.378,16.057,16.057,561375.0
2013-12-25,16.213,16.378,16.057,16.057,561375.0
2013-12-26,16.057,16.24,16.057,16.097,273125.0
2013-12-27,16.124,16.347,15.981,16.03,260375.0
2013-12-28,16.124,16.347,15.981,16.03,260375.0
2013-12-29,16.124,16.347,15.981,16.03,260375.0
2013-12-30,16.043,16.244,16.03,16.03,425375.0
2013-12-31,16.043,16.244,16.03,16.03,425375.0
2014-01-01,16.043,16.244,16.03,16.03,425375.0
2014-01-02,16.039,16.324,15.959,16.289,702875.0
2014-01-03,16.369,17.172,16.28,16.28,4576875.0
2014-01-04,16.369,17.172,16.28,16.28,4576875.0
2014-01-05,16.369,17.172,16.28,16.28,4576875.0
2014-01-06,16.289,16.485,15.892,16.075,988500.0
2014-01-07,16.11,16.226,15.945,15.945,765000.0
2014-01-08,15.981,16.03,15.74,15.91,739375.0
2014-01-09,15.856,15.959,15.687,15.802,774500.0
2014-01-10,15.749,16.048,15.633,15.923,1101625.0
2014-01-11,15.749,16.048,15.633,15.923,1101625.0
2014-01-12,15.749,16.048,15.633,15.923,1101625.0
2014-01-13,15.923,15.972,15.615,15.629,746000.0
2014-01-14,15.629,15.834,15.611,15.611,703000.0
2014-01-15,15.736,15.927,15.579,15.687,933000.0
2014-01-16,15.637,15.802,15.499,15.499,451000.0
2014-01-17,15.584,15.655,15.276,15.365,1246500.0
2014-01-18,15.584,15.655,15.276,15.365,1246500.0
2014-01-19,15.584,15.655,15.276,15.365,1246500.0
2014-01-20,15.214,15.535,15.214,15.321,160250.0
2014-01-21,15.356,15.588,15.218,15.432,610500.0
2014-01-22,15.365,15.7,15.365,15.419,900500.0
2014-01-23,15.392,15.544,15.009,15.022,965750.0
2014-01-24,14.968,15.316,14.968,15.022,1058000.0
2014-01-25,14.968,15.316,14.968,15.022,1058000.0
2014-01-26,14.968,15.316,14.968,15.022,1058000.0
2014-01-27,15.035,15.249,14.96,15.075,686500.0
2014-01-28,15.339,15.388,15.031,15.169,735375.0
2014-01-29,15.169,15.41,14.973,15.232,461375.0
2014-01-30,15.209,15.267,15.058,15.075,1607250.0
2014-01-31,14.991,15.388,14.991,15.388,1002625.0
2014-02-01,14.991,15.388,14.991,15.388,1002625.0
2014-02-02,14.991,15.388,14.991,15.388,1002625.0
2014-02-03,15.361,15.486,15.129,15.165,552000.0
2014-02-04,15.12,15.285,15.018,15.169,823750.0
2014-02-05,15.075,15.223,14.803,14.83,781250.0
2014-02-06,14.96,15.414,14.902,15.267,634500.0
2014-02-07,15.316,15.53,15.16,15.477,1413375.0
2014-02-08,15.316,15.53,15.16,15.477,1413375.0
2014-02-09,15.316,15.53,15.16,15.477,1413375.0
2014-02-10,15.432,15.535,15.178,15.388,1305125.0
2014-02-11,15.526,15.829,15.316,15.522,875625.0
2014-02-12,15.62,15.869,15.517,15.811,788250.0
2014-02-13,15.869,15.869,15.129,15.165,1036250.0
2014-02-14,15.2,15.593,15.142,15.165,1485750.0
2014-02-15,15.2,15.593,15.142,15.165,1485750.0
2014-02-16,15.2,15.593,15.142,15.165,1485750.0
2014-02-17,15.165,15.232,14.723,14.732,901125.0
2014-02-18,14.786,14.786,14.464,14.607,2689000.0
2014-02-19,14.335,15.249,14.335,15.089,2254500.0
2014-02-20,14.937,15.379,14.924,15.169,692875.0
2014-02-21,15.156,15.339,14.915,15.053,1565125.0
2014-02-22,15.156,15.339,14.915,15.053,1565125.0
2014-02-23,15.156,15.339,14.915,15.053,1565125.0
2014-02-24,15.111,15.183,14.665,14.812,548125.0
2014-02-25,14.692,14.808,14.496,14.763,1016625.0
2014-02-26,14.808,15.035,14.607,14.759,2544500.0
2014-02-27,14.893,14.991,14.701,14.942,808500.0
2014-02-28,14.942,15.062,14.754,14.808,1725250.0
2014-03-01,14.942,15.062,14.754,14.808,1725250.0
2014-03-02,14.942,15.062,14.754,14.808,1725250.0
2014-03-03,14.942,15.062,14.754,14.808,1725250.0
2014-03-04,14.942,15.062,14.754,14.808,1725250.0
2014-03-05,14.786,14.812,14.518,14.54,1183250.0
2014-03-06,14.545,14.96,14.496,14.786,1365625.0
2014-03-07,14.786,14.861,14.268,14.268,2280500.0
2014-03-08,14.786,14.861,14.268,14.268,2280500.0
2014-03-09,14.786,14.861,14.268,14.268,2280500.0
2014-03-10,14.277,14.348,13.84,13.916,1149500.0
2014-03-11,14.014,14.206,13.773,14.094,1222875.0
2014-03-12,14.054,14.299,13.902,14.014,687375.0
2014-03-13,14.112,14.634,14.005,14.496,1121625.0
2014-03-14,14.536,14.714,13.987,14.05,804500.0
2014-03-15,14.536,14.714,13.987,14.05,804500.0
2014-03-16,14.536,14.714,13.987,14.05,804500.0
2014-03-17,14.054,14.259,14.045,14.139,699375.0
2014-03-18,14.059,14.661,14.05,14.607,1385875.0
2014-03-19,14.607,14.852,14.357,14.598,1326625.0
2014-03-20,14.514,15.12,14.482,15.098,1421000.0
2014-03-21,14.897,15.53,14.741,14.87,1316625.0
2014-03-22,14.897,15.53,14.741,14.87,1316625.0
2014-03-23,14.897,15.53,14.741,14.87,1316625.0
2014-03-24,15.018,15.133,14.723,14.857,620625.0
2014-03-25,15.165,15.33,14.884,15.165,843750.0
2014-03-26,15.254,15.37,14.875,14.942,1107500.0
2014-03-27,15.067,15.834,15.067,15.829,1723000.0
2014-03-28,15.887,16.155,15.553,15.7,1403250.0
2014-03-29,15.887,16.155,15.553,15.7,1403250.0
2014-03-30,15.887,16.155,15.553,15.7,1403250.0
2014-03-31,15.749,16.057,15.655,15.655,697875.0
2014-04-01,15.794,15.856,15.33,15.522,780125.0
2014-04-02,15.575,16.208,15.526,15.789,649500.0
2014-04-03,15.892,15.981,15.379,15.41,439125.0
2014-04-04,15.687,15.86,15.147,15.218,957875.0
2014-04-05,15.687,15.86,15.147,15.218,957875.0
2014-04-06,15.687,15.86,15.147,15.218,957875.0
2014-04-07,15.472,15.713,15.227,15.245,1034625.0
2014-04-08,15.544,15.927,15.165,15.165,1110500.0
2014-04-09,15.142,15.241,14.42,14.763,1501000.0
2014-04-10,14.803,15.053,14.696,14.942,898250.0
2014-04-11,14.893,15.067,14.772,14.821,924500.0
2014-04-12,14.893,15.067,14.772,14.821,924500.0
2014-04-13,14.893,15.067,14.772,14.821,924500.0
2014-04-14,14.906,15.169,14.879,15.018,1307000.0
2014-04-15,15.138,15.196,14.732,15.174,1833250.0
2014-04-16,15.254,15.432,14.888,15.026,880500.0
2014-04-17,14.986,15.285,14.986,15.111,1445625.0
2014-04-18,14.986,15.285,14.986,15.111,1445625.0
2014-04-19,14.986,15.285,14.986,15.111,1445625.0
2014-04-20,14.986,15.285,14.986,15.111,1445625.0
2014-04-21,14.986,15.285,14.986,15.111,1445625.0
2014-04-22,15.245,15.49,15.089,15.151,1094125.0
2014-04-23,15.165,15.232,14.754,14.754,932875.0
2014-04-24,14.781,14.87,14.424,14.496,1172250.0
2014-04-25,14.331,14.536,14.219,14.219,754750.0
2014-04-26,14.331,14.536,14.219,14.219,754750.0
2014-04-27,14.331,14.536,14.219,14.219,754750.0
2014-04-28,14.099,14.536,14.05,14.384,749500.0
2014-04-29,14.518,14.844,14.286,14.348,949750.0
2014-04-30,14.29,14.79,14.228,14.79,1626625.0
2014-05-01,14.29,14.79,14.228,14.79,1626625.0
2014-05-02,14.786,15.187,14.576,14.919,1583750.0
2014-05-03,14.786,15.187,14.576,14.919,1583750.0
2014-05-04,14.786,15.187,14.576,14.919,1583750.0
2014-05-05,15.071,15.218,14.852,15.187,1184625.0
2014-05-06,15.031,15.553,15.031,15.218,1056625.0
2014-05-07,15.339,15.339,14.933,15.187,1345750.0
2014-05-08,15.138,15.272,15.058,15.183,910625.0
2014-05-09,15.133,15.267,14.754,14.848,853875.0
2014-05-10,15.133,15.267,14.754,14.848,853875.0
2014-05-11,15.133,15.267,14.754,14.848,853875.0
2014-05-12,14.902,15.156,14.759,15.009,465125.0
2014-05-13,15.009,15.12,14.906,14.955,859250.0
2014-05-14,15.013,15.298,14.937,15.294,654000.0
2014-05-15,15.187,15.218,14.852,14.884,915000.0
2014-05-16,14.884,15.236,14.844,14.96,702625.0
2014-05-17,14.884,15.236,14.844,14.96,702625.0
2014-05-18,14.884,15.236,14.844,14.96,702625.0
2014-05-19,15.04,15.04,14.719,14.875,1143750.0
2014-05-20,14.821,15.205,14.558,14.629,1136875.0
2014-05-21,14.661,14.696,14.54,14.607,992375.0
2014-05-22,14.629,15.067,14.629,15.035,534125.0
2014-05-23,14.96,15.276,14.955,15.053,546125.0
2014-05-24,14.96,15.276,14.955,15.053,546125.0
2014-05-25,14.96,15.276,14.955,15.053,546125.0
2014-05-26,15.205,15.321,14.995,15.254,238750.0
2014-05-27,15.316,15.316,14.964,15.031,745000.0
2014-05-28,15.165,15.446,14.977,15.209,1375875.0
2014-05-29,15.312,15.41,15.058,15.298,737625.0
2014-05-30,15.191,15.267,14.808,14.808,1242375.0
2014-05-31,15.191,15.267,14.808,14.808,1242375.0
2014-06-01,15.191,15.267,14.808,14.808,1242375.0
2014-06-02,14.844,15.214,14.826,14.968,757750.0
2014-06-03,14.942,15.423,14.91,15.276,646500.0
2014-06-04,15.276,15.535,15.151,15.428,660500.0
2014-06-05,15.339,15.522,15.298,15.343,493625.0
2014-06-06,15.343,15.687,15.209,15.218,1318125.0
2014-06-07,15.343,15.687,15.209,15.218,1318125.0
2014-06-08,15.343,15.687,15.209,15.218,1318125.0
2014-06-09,15.218,15.459,15.111,15.276,959375.0
2014-06-10,15.321,15.637,15.276,15.455,1079250.0
2014-06-11,15.673,15.972,15.611,15.834,1208500.0
2014-06-12,15.673,15.972,15.611,15.834,1208500.0
2014-06-13,15.918,15.963,15.062,15.187,1412875.0
2014-06-14,15.918,15.963,15.062,15.187,1412875.0
2014-06-15,15.918,15.963,15.062,15.187,1412875.0
2014-06-16,15.165,15.334,14.888,15.075,1244000.0
2014-06-17,15.12,15.316,15.004,15.151,334375.0
2014-06-18,15.254,15.611,15.142,15.544,1058750.0
2014-06-19,15.254,15.611,15.142,15.544,1058750.0
2014-06-20,15.388,15.615,15.298,15.298,809875.0
2014-06-21,15.388,15.615,15.298,15.298,809875.0
2014-06-22,15.388,15.615,15.298,15.298,809875.0
2014-06-23,15.316,15.339,15.058,15.089,449250.0
2014-06-24,15.084,15.522,15.053,15.29,629875.0
2014-06-25,15.258,15.566,15.258,15.258,1355375.0
2014-06-26,15.388,15.401,15.232,15.276,733500.0
2014-06-27,15.174,15.352,14.893,14.933,678000.0
2014-06-28,15.174,15.352,14.893,14.933,678000.0
2014-06-29,15.174,15.352,14.893,14.933,678000.0
2014-06-30,14.915,15.018,14.638,14.719,984625.0
2014-07-01,14.71,15.026,14.687,14.763,408750.0
2014-07-02,14.83,14.955,14.567,14.781,611250.0
2014-07-03,14.728,15.218,14.598,15.165,779250.0
2014-07-04,15.16,15.29,14.942,15.138,149250.0
2014-07-05,15.16,15.29,14.942,15.138,149250.0
2014-07-06,15.16,15.29,14.942,15.138,149250.0
2014-07-07,15.035,15.209,14.884,15.084,380125.0
2014-07-08,14.991,15.151,14.817,14.817,357875.0
2014-07-09,14.991,15.151,14.817,14.817,357875.0
2014-07-10,14.964,15.107,14.679,14.821,934625.0
2014-07-11,14.87,15.129,14.723,14.977,732625.0
2014-07-12,14.87,15.129,14.723,14.977,732625.0
2014-07-13,14.87,15.129,14.723,14.977,732625.0
2014-07-14,15.084,15.339,14.986,15.298,520125.0
2014-07-15,15.298,15.379,15.058,15.272,893750.0
2014-07-16,15.379,15.522,15.138,15.138,825625.0
2014-07-17,15.031,15.419,15.031,15.276,565750.0
2014-07-18,15.597,15.838,15.383,15.557,1143125.0
2014-07-19,15.597,15.838,15.383,15.557,1143125.0
2014-07-20,15.597,15.838,15.383,15.557,1143125.0
2014-07-21,15.571,15.722,15.45,15.611,404750.0
2014-07-22,15.713,15.834,15.548,15.785,398500.0
2014-07-23,15.7,15.834,15.53,15.722,500875.0
2014-07-24,15.762,15.887,15.704,15.887,588125.0
2014-07-25,15.78,15.968,15.637,15.856,845875.0
2014-07-26,15.78,15.968,15.637,15.856,845875.0
2014-07-27,15.78,15.968,15.637,15.856,845875.0
2014-07-28,15.597,15.7,15.562,15.678,3694875.0
