,CHX US Equity
2023-01-31,8.9443
2023-02-01,8.9443
2023-02-02,8.9443
2023-02-03,8.9443
2023-02-04,8.9443
2023-02-05,8.9443
2023-02-06,8.9443
2023-02-07,8.9443
2023-02-08,8.9443
2023-02-09,8.9443
2023-02-10,8.9443
2023-02-11,8.9443
2023-02-12,8.9443
2023-02-13,8.9443
2023-02-14,8.9443
2023-02-15,8.9443
2023-02-16,8.9443
2023-02-17,8.9443
2023-02-18,8.9443
2023-02-19,8.9443
2023-02-20,8.9443
2023-02-21,8.9443
2023-02-22,8.9443
2023-02-23,8.9443
2023-02-24,8.9443
2023-02-25,8.9443
2023-02-26,8.9443
2023-02-27,8.9443
2023-02-28,8.9443
2023-03-01,8.9443
2023-03-02,8.9443
2023-03-03,8.9443
2023-03-04,8.9443
2023-03-05,8.9443
2023-03-06,8.9443
2023-03-07,8.9443
2023-03-08,8.9443
2023-03-09,8.9443
2023-03-10,8.9443
2023-03-11,8.9443
2023-03-12,8.9443
2023-03-13,8.9443
2023-03-14,8.9443
2023-03-15,8.9443
2023-03-16,8.9443
2023-03-17,8.9443
2023-03-18,8.9443
2023-03-19,8.9443
2023-03-20,8.9443
2023-03-21,8.9443
2023-03-22,8.9443
2023-03-23,8.9443
2023-03-24,8.9443
2023-03-25,8.9443
2023-03-26,8.9443
2023-03-27,8.9443
2023-03-28,8.9443
2023-03-29,8.9443
2023-03-30,8.9443
2023-03-31,10.4454
2023-04-01,10.4454
2023-04-02,10.4454
2023-04-03,10.4454
2023-04-04,10.4454
2023-04-05,10.4454
2023-04-06,10.4454
2023-04-07,10.4454
2023-04-08,10.4454
2023-04-09,10.4454
2023-04-10,10.4454
2023-04-11,10.4454
2023-04-12,10.4454
2023-04-13,10.4454
2023-04-14,10.4454
2023-04-15,10.4454
2023-04-16,10.4454
2023-04-17,10.4454
2023-04-18,10.4454
2023-04-19,10.4454
2023-04-20,10.4454
2023-04-21,10.4454
2023-04-22,10.4454
2023-04-23,10.4454
2023-04-24,10.4454
2023-04-25,10.4454
2023-04-26,10.4454
2023-04-27,10.4454
2023-04-28,10.4454
2023-04-29,10.4454
2023-04-30,10.4454
2023-05-01,10.4454
2023-05-02,10.4454
2023-05-03,10.4454
2023-05-04,10.4454
2023-05-05,10.4454
2023-05-06,10.4454
2023-05-07,10.4454
2023-05-08,10.4454
2023-05-09,10.4454
2023-05-10,10.4454
2023-05-11,10.4454
2023-05-12,10.4454
2023-05-13,10.4454
2023-05-14,10.4454
2023-05-15,10.4454
2023-05-16,10.4454
2023-05-17,10.4454
2023-05-18,10.4454
2023-05-19,10.4454
2023-05-20,10.4454
2023-05-21,10.4454
2023-05-22,10.4454
2023-05-23,10.4454
2023-05-24,10.4454
2023-05-25,10.4454
2023-05-26,10.4454
2023-05-27,10.4454
2023-05-28,10.4454
2023-05-29,10.4454
2023-05-30,10.4454
2023-05-31,10.4454
2023-06-01,10.4454
2023-06-02,10.4454
2023-06-03,10.4454
2023-06-04,10.4454
2023-06-05,10.4454
2023-06-06,10.4454
2023-06-07,10.4454
2023-06-08,10.4454
2023-06-09,10.4454
2023-06-10,10.4454
2023-06-11,10.4454
2023-06-12,10.4454
2023-06-13,10.4454
2023-06-14,10.4454
2023-06-15,10.4454
2023-06-16,10.4454
2023-06-17,10.4454
2023-06-18,10.4454
2023-06-19,10.4454
2023-06-20,10.4454
2023-06-21,10.4454
2023-06-22,10.4454
2023-06-23,10.4454
2023-06-24,10.4454
2023-06-25,10.4454
2023-06-26,10.4454
2023-06-27,10.4454
2023-06-28,10.4454
2023-06-29,10.4454
2023-06-30,14.1452
2023-07-01,14.1452
2023-07-02,14.1452
2023-07-03,14.1452
2023-07-04,14.1452
2023-07-05,14.1452
2023-07-06,14.1452
2023-07-07,14.1452
2023-07-08,14.1452
2023-07-09,14.1452
2023-07-10,14.1452
2023-07-11,14.1452
2023-07-12,14.1452
2023-07-13,14.1452
2023-07-14,14.1452
2023-07-15,14.1452
2023-07-16,14.1452
2023-07-17,14.1452
2023-07-18,14.1452
2023-07-19,14.1452
2023-07-20,14.1452
2023-07-21,14.1452
2023-07-22,14.1452
2023-07-23,14.1452
2023-07-24,14.1452
2023-07-25,14.1452
2023-07-26,14.1452
2023-07-27,14.1452
2023-07-28,14.1452
2023-07-29,14.1452
2023-07-30,14.1452
2023-07-31,14.1452
2023-08-01,14.1452
2023-08-02,14.1452
2023-08-03,14.1452
2023-08-04,14.1452
2023-08-05,14.1452
2023-08-06,14.1452
2023-08-07,14.1452
2023-08-08,14.1452
2023-08-09,14.1452
2023-08-10,14.1452
2023-08-11,14.1452
2023-08-12,14.1452
2023-08-13,14.1452
2023-08-14,14.1452
2023-08-15,14.1452
2023-08-16,14.1452
2023-08-17,14.1452
2023-08-18,14.1452
2023-08-19,14.1452
2023-08-20,14.1452
2023-08-21,14.1452
2023-08-22,14.1452
2023-08-23,14.1452
2023-08-24,14.1452
2023-08-25,14.1452
2023-08-26,14.1452
2023-08-27,14.1452
2023-08-28,14.1452
2023-08-29,14.1452
2023-08-30,14.1452
2023-08-31,14.1452
2023-09-01,14.1452
2023-09-02,14.1452
2023-09-03,14.1452
2023-09-04,14.1452
2023-09-05,14.1452
2023-09-06,14.1452
2023-09-07,14.1452
2023-09-08,14.1452
2023-09-09,14.1452
2023-09-10,14.1452
2023-09-11,14.1452
2023-09-12,14.1452
2023-09-13,14.1452
2023-09-14,14.1452
2023-09-15,14.1452
2023-09-16,14.1452
2023-09-17,14.1452
2023-09-18,14.1452
2023-09-19,14.1452
2023-09-20,14.1452
2023-09-21,14.1452
2023-09-22,14.1452
2023-09-23,14.1452
2023-09-24,14.1452
2023-09-25,14.1452
2023-09-26,14.1452
2023-09-27,14.1452
2023-09-28,14.1452
2023-09-29,14.1452
2023-09-30,17.767
2023-10-01,17.767
2023-10-02,17.767
2023-10-03,17.767
2023-10-04,17.767
2023-10-05,17.767
2023-10-06,17.767
2023-10-07,17.767
2023-10-08,17.767
2023-10-09,17.767
2023-10-10,17.767
2023-10-11,17.767
2023-10-12,17.767
2023-10-13,17.767
2023-10-14,17.767
2023-10-15,17.767
2023-10-16,17.767
2023-10-17,17.767
2023-10-18,17.767
2023-10-19,17.767
2023-10-20,17.767
2023-10-21,17.767
2023-10-22,17.767
2023-10-23,17.767
2023-10-24,17.767
2023-10-25,17.767
2023-10-26,17.767
2023-10-27,17.767
2023-10-28,17.767
2023-10-29,17.767
2023-10-30,17.767
2023-10-31,17.767
2023-11-01,17.767
2023-11-02,17.767
2023-11-03,17.767
2023-11-04,17.767
2023-11-05,17.767
2023-11-06,17.767
2023-11-07,17.767
2023-11-08,17.767
2023-11-09,17.767
2023-11-10,17.767
2023-11-11,17.767
2023-11-12,17.767
2023-11-13,17.767
2023-11-14,17.767
2023-11-15,17.767
2023-11-16,17.767
2023-11-17,17.767
2023-11-18,17.767
2023-11-19,17.767
2023-11-20,17.767
2023-11-21,17.767
2023-11-22,17.767
2023-11-23,17.767
2023-11-24,17.767
2023-11-25,17.767
2023-11-26,17.767
2023-11-27,17.767
2023-11-28,17.767
2023-11-29,17.767
2023-11-30,17.767
2023-12-01,17.767
2023-12-02,17.767
2023-12-03,17.767
2023-12-04,17.767
2023-12-05,17.767
2023-12-06,17.767
2023-12-07,17.767
2023-12-08,17.767
2023-12-09,17.767
2023-12-10,17.767
2023-12-11,17.767
2023-12-12,17.767
2023-12-13,17.767
2023-12-14,17.767
2023-12-15,17.767
2023-12-16,17.767
2023-12-17,17.767
2023-12-18,17.767
2023-12-19,17.767
2023-12-20,17.767
2023-12-21,17.767
2023-12-22,17.767
2023-12-23,17.767
2023-12-24,17.767
2023-12-25,17.767
2023-12-26,17.767
2023-12-27,17.767
2023-12-28,17.767
2023-12-29,17.767
2023-12-30,17.767
2023-12-31,18.6427
2024-01-01,18.6427
2024-01-02,18.6427
2024-01-03,18.6427
2024-01-04,18.6427
2024-01-05,18.6427
2024-01-06,18.6427
2024-01-07,18.6427
2024-01-08,18.6427
2024-01-09,18.6427
2024-01-10,18.6427
2024-01-11,18.6427
2024-01-12,18.6427
2024-01-13,18.6427
2024-01-14,18.6427
2024-01-15,18.6427
2024-01-16,18.6427
2024-01-17,18.6427
2024-01-18,18.6427
2024-01-19,18.6427
2024-01-20,18.6427
2024-01-21,18.6427
2024-01-22,18.6427
2024-01-23,18.6427
2024-01-24,18.6427
2024-01-25,18.6427
2024-01-26,18.6427
2024-01-27,18.6427
2024-01-28,18.6427
2024-01-29,18.6427
2024-01-30,18.6427
2024-01-31,18.6427
2024-02-01,18.6427
2024-02-02,18.6427
2024-02-03,18.6427
2024-02-04,18.6427
2024-02-05,18.6427
2024-02-06,18.6427
2024-02-07,18.6427
2024-02-08,18.6427
2024-02-09,18.6427
2024-02-10,18.6427
2024-02-11,18.6427
2024-02-12,18.6427
2024-02-13,18.6427
2024-02-14,18.6427
2024-02-15,18.6427
2024-02-16,18.6427
2024-02-17,18.6427
2024-02-18,18.6427
2024-02-19,18.6427
2024-02-20,18.6427
2024-02-21,18.6427
2024-02-22,18.6427
2024-02-23,18.6427
2024-02-24,18.6427
2024-02-25,18.6427
2024-02-26,18.6427
2024-02-27,18.6427
2024-02-28,18.6427
2024-02-29,18.6427
2024-03-01,18.6427
2024-03-02,18.6427
2024-03-03,18.6427
2024-03-04,18.6427
2024-03-05,18.6427
2024-03-06,18.6427
2024-03-07,18.6427
2024-03-08,18.6427
2024-03-09,18.6427
2024-03-10,18.6427
2024-03-11,18.6427
2024-03-12,18.6427
2024-03-13,18.6427
2024-03-14,18.6427
2024-03-15,18.6427
2024-03-16,18.6427
2024-03-17,18.6427
2024-03-18,18.6427
2024-03-19,18.6427
2024-03-20,18.6427
2024-03-21,18.6427
2024-03-22,18.6427
2024-03-23,18.6427
2024-03-24,18.6427
2024-03-25,18.6427
2024-03-26,18.6427
2024-03-27,18.6427
2024-03-28,18.6427
2024-03-29,18.6427
2024-03-30,18.6427
2024-03-31,18.6427
2024-04-01,18.6427
2024-04-02,18.6427
2024-04-03,18.6427
2024-04-04,18.6427
2024-04-05,18.6427
2024-04-06,18.6427
2024-04-07,18.6427
2024-04-08,18.6427
