,UMBF US Equity
2023-04-01,15.0333
2023-04-02,15.0333
2023-04-03,15.0333
2023-04-04,15.0333
2023-04-05,15.0333
2023-04-06,15.0333
2023-04-07,15.0333
2023-04-08,15.0333
2023-04-09,15.0333
2023-04-10,15.0333
2023-04-11,15.0333
2023-04-12,15.0333
2023-04-13,15.0333
2023-04-14,15.0333
2023-04-15,15.0333
2023-04-16,15.0333
2023-04-17,15.0333
2023-04-18,15.0333
2023-04-19,15.0333
2023-04-20,15.0333
2023-04-21,15.0333
2023-04-22,15.0333
2023-04-23,15.0333
2023-04-24,15.0333
2023-04-25,15.0333
2023-04-26,15.0333
2023-04-27,15.0333
2023-04-28,15.0333
2023-04-29,15.0333
2023-04-30,15.0333
2023-05-01,15.0333
2023-05-02,15.0333
2023-05-03,15.0333
2023-05-04,15.0333
2023-05-05,15.0333
2023-05-06,15.0333
2023-05-07,15.0333
2023-05-08,15.0333
2023-05-09,15.0333
2023-05-10,15.0333
2023-05-11,15.0333
2023-05-12,15.0333
2023-05-13,15.0333
2023-05-14,15.0333
2023-05-15,15.0333
2023-05-16,15.0333
2023-05-17,15.0333
2023-05-18,15.0333
2023-05-19,15.0333
2023-05-20,15.0333
2023-05-21,15.0333
2023-05-22,15.0333
2023-05-23,15.0333
2023-05-24,15.0333
2023-05-25,15.0333
2023-05-26,15.0333
2023-05-27,15.0333
2023-05-28,15.0333
2023-05-29,15.0333
2023-05-30,15.0333
2023-05-31,15.0333
2023-06-01,15.0333
2023-06-02,15.0333
2023-06-03,15.0333
2023-06-04,15.0333
2023-06-05,15.0333
2023-06-06,15.0333
2023-06-07,15.0333
2023-06-08,15.0333
2023-06-09,15.0333
2023-06-10,15.0333
2023-06-11,15.0333
2023-06-12,15.0333
2023-06-13,15.0333
2023-06-14,15.0333
2023-06-15,15.0333
2023-06-16,15.0333
2023-06-17,15.0333
2023-06-18,15.0333
2023-06-19,15.0333
2023-06-20,15.0333
2023-06-21,15.0333
2023-06-22,15.0333
2023-06-23,15.0333
2023-06-24,15.0333
2023-06-25,15.0333
2023-06-26,15.0333
2023-06-27,15.0333
2023-06-28,15.0333
2023-06-29,15.0333
2023-06-30,13.5431
2023-07-01,13.5431
2023-07-02,13.5431
2023-07-03,13.5431
2023-07-04,13.5431
2023-07-05,13.5431
2023-07-06,13.5431
2023-07-07,13.5431
2023-07-08,13.5431
2023-07-09,13.5431
2023-07-10,13.5431
2023-07-11,13.5431
2023-07-12,13.5431
2023-07-13,13.5431
2023-07-14,13.5431
2023-07-15,13.5431
2023-07-16,13.5431
2023-07-17,13.5431
2023-07-18,13.5431
2023-07-19,13.5431
2023-07-20,13.5431
2023-07-21,13.5431
2023-07-22,13.5431
2023-07-23,13.5431
2023-07-24,13.5431
2023-07-25,13.5431
2023-07-26,13.5431
2023-07-27,13.5431
2023-07-28,13.5431
2023-07-29,13.5431
2023-07-30,13.5431
2023-07-31,13.5431
2023-08-01,13.5431
2023-08-02,13.5431
2023-08-03,13.5431
2023-08-04,13.5431
2023-08-05,13.5431
2023-08-06,13.5431
2023-08-07,13.5431
2023-08-08,13.5431
2023-08-09,13.5431
2023-08-10,13.5431
2023-08-11,13.5431
2023-08-12,13.5431
2023-08-13,13.5431
2023-08-14,13.5431
2023-08-15,13.5431
2023-08-16,13.5431
2023-08-17,13.5431
2023-08-18,13.5431
2023-08-19,13.5431
2023-08-20,13.5431
2023-08-21,13.5431
2023-08-22,13.5431
2023-08-23,13.5431
2023-08-24,13.5431
2023-08-25,13.5431
2023-08-26,13.5431
2023-08-27,13.5431
2023-08-28,13.5431
2023-08-29,13.5431
2023-08-30,13.5431
2023-08-31,13.5431
2023-09-01,13.5431
2023-09-02,13.5431
2023-09-03,13.5431
2023-09-04,13.5431
2023-09-05,13.5431
2023-09-06,13.5431
2023-09-07,13.5431
2023-09-08,13.5431
2023-09-09,13.5431
2023-09-10,13.5431
2023-09-11,13.5431
2023-09-12,13.5431
2023-09-13,13.5431
2023-09-14,13.5431
2023-09-15,13.5431
2023-09-16,13.5431
2023-09-17,13.5431
2023-09-18,13.5431
2023-09-19,13.5431
2023-09-20,13.5431
2023-09-21,13.5431
2023-09-22,13.5431
2023-09-23,13.5431
2023-09-24,13.5431
2023-09-25,13.5431
2023-09-26,13.5431
2023-09-27,13.5431
2023-09-28,13.5431
2023-09-29,13.5431
2023-09-30,14.2311
2023-10-01,14.2311
2023-10-02,14.2311
2023-10-03,14.2311
2023-10-04,14.2311
2023-10-05,14.2311
2023-10-06,14.2311
2023-10-07,14.2311
2023-10-08,14.2311
2023-10-09,14.2311
2023-10-10,14.2311
2023-10-11,14.2311
2023-10-12,14.2311
2023-10-13,14.2311
2023-10-14,14.2311
2023-10-15,14.2311
2023-10-16,14.2311
2023-10-17,14.2311
2023-10-18,14.2311
2023-10-19,14.2311
2023-10-20,14.2311
2023-10-21,14.2311
2023-10-22,14.2311
2023-10-23,14.2311
2023-10-24,14.2311
2023-10-25,14.2311
2023-10-26,14.2311
2023-10-27,14.2311
2023-10-28,14.2311
2023-10-29,14.2311
2023-10-30,14.2311
2023-10-31,14.2311
2023-11-01,14.2311
2023-11-02,14.2311
2023-11-03,14.2311
2023-11-04,14.2311
2023-11-05,14.2311
2023-11-06,14.2311
2023-11-07,14.2311
2023-11-08,14.2311
2023-11-09,14.2311
2023-11-10,14.2311
2023-11-11,14.2311
2023-11-12,14.2311
2023-11-13,14.2311
2023-11-14,14.2311
2023-11-15,14.2311
2023-11-16,14.2311
2023-11-17,14.2311
2023-11-18,14.2311
2023-11-19,14.2311
2023-11-20,14.2311
2023-11-21,14.2311
2023-11-22,14.2311
2023-11-23,14.2311
2023-11-24,14.2311
2023-11-25,14.2311
2023-11-26,14.2311
2023-11-27,14.2311
2023-11-28,14.2311
2023-11-29,14.2311
2023-11-30,14.2311
2023-12-01,14.2311
2023-12-02,14.2311
2023-12-03,14.2311
2023-12-04,14.2311
2023-12-05,14.2311
2023-12-06,14.2311
2023-12-07,14.2311
2023-12-08,14.2311
2023-12-09,14.2311
2023-12-10,14.2311
2023-12-11,14.2311
2023-12-12,14.2311
2023-12-13,14.2311
2023-12-14,14.2311
2023-12-15,14.2311
2023-12-16,14.2311
2023-12-17,14.2311
2023-12-18,14.2311
2023-12-19,14.2311
2023-12-20,14.2311
2023-12-21,14.2311
2023-12-22,14.2311
2023-12-23,14.2311
2023-12-24,14.2311
2023-12-25,14.2311
2023-12-26,14.2311
2023-12-27,14.2311
2023-12-28,14.2311
2023-12-29,14.2311
2023-12-30,14.2311
2023-12-31,12.1378
2024-01-01,12.1378
2024-01-02,12.1378
2024-01-03,12.1378
2024-01-04,12.1378
2024-01-05,12.1378
2024-01-06,12.1378
2024-01-07,12.1378
2024-01-08,12.1378
2024-01-09,12.1378
2024-01-10,12.1378
2024-01-11,12.1378
2024-01-12,12.1378
2024-01-13,12.1378
2024-01-14,12.1378
2024-01-15,12.1378
2024-01-16,12.1378
2024-01-17,12.1378
2024-01-18,12.1378
2024-01-19,12.1378
2024-01-20,12.1378
2024-01-21,12.1378
2024-01-22,12.1378
2024-01-23,12.1378
2024-01-24,12.1378
2024-01-25,12.1378
2024-01-26,12.1378
2024-01-27,12.1378
2024-01-28,12.1378
2024-01-29,12.1378
2024-01-30,12.1378
2024-01-31,12.1378
2024-02-01,12.1378
2024-02-02,12.1378
2024-02-03,12.1378
2024-02-04,12.1378
2024-02-05,12.1378
2024-02-06,12.1378
2024-02-07,12.1378
2024-02-08,12.1378
2024-02-09,12.1378
2024-02-10,12.1378
2024-02-11,12.1378
2024-02-12,12.1378
2024-02-13,12.1378
2024-02-14,12.1378
2024-02-15,12.1378
2024-02-16,12.1378
2024-02-17,12.1378
2024-02-18,12.1378
2024-02-19,12.1378
2024-02-20,12.1378
2024-02-21,12.1378
2024-02-22,12.1378
2024-02-23,12.1378
2024-02-24,12.1378
2024-02-25,12.1378
2024-02-26,12.1378
2024-02-27,12.1378
2024-02-28,12.1378
2024-02-29,12.1378
2024-03-01,12.1378
2024-03-02,12.1378
2024-03-03,12.1378
2024-03-04,12.1378
2024-03-05,12.1378
2024-03-06,12.1378
2024-03-07,12.1378
2024-03-08,12.1378
2024-03-09,12.1378
2024-03-10,12.1378
2024-03-11,12.1378
2024-03-12,12.1378
2024-03-13,12.1378
2024-03-14,12.1378
2024-03-15,12.1378
2024-03-16,12.1378
2024-03-17,12.1378
2024-03-18,12.1378
2024-03-19,12.1378
2024-03-20,12.1378
2024-03-21,12.1378
2024-03-22,12.1378
2024-03-23,12.1378
2024-03-24,12.1378
2024-03-25,12.1378
2024-03-26,12.1378
2024-03-27,12.1378
2024-03-28,12.1378
2024-03-29,12.1378
2024-03-30,12.1378
2024-03-31,12.1378
2024-04-01,12.1378
2024-04-02,12.1378
2024-04-03,12.1378
2024-04-04,12.1378
2024-04-05,12.1378
2024-04-06,12.1378
2024-04-07,12.1378
2024-04-08,12.1378
