,PUMP US Equity
2023-01-16,0.228
2023-01-17,0.228
2023-01-18,0.228
2023-01-19,0.228
2023-01-20,0.228
2023-01-21,0.228
2023-01-22,0.228
2023-01-23,0.228
2023-01-24,0.228
2023-01-25,0.228
2023-01-26,0.228
2023-01-27,0.228
2023-01-28,0.228
2023-01-29,0.228
2023-01-30,0.228
2023-01-31,0.228
2023-02-01,0.228
2023-02-02,0.228
2023-02-03,0.228
2023-02-04,0.228
2023-02-05,0.228
2023-02-06,0.228
2023-02-07,0.228
2023-02-08,0.228
2023-02-09,0.228
2023-02-10,0.228
2023-02-11,0.228
2023-02-12,0.228
2023-02-13,0.228
2023-02-14,0.228
2023-02-15,0.228
2023-02-16,0.228
2023-02-17,0.228
2023-02-18,0.228
2023-02-19,0.228
2023-02-20,0.228
2023-02-21,0.228
2023-02-22,0.228
2023-02-23,0.228
2023-02-24,0.228
2023-02-25,0.228
2023-02-26,0.228
2023-02-27,0.228
2023-02-28,0.228
2023-03-01,0.228
2023-03-02,0.228
2023-03-03,0.228
2023-03-04,0.228
2023-03-05,0.228
2023-03-06,0.228
2023-03-07,0.228
2023-03-08,0.228
2023-03-09,0.228
2023-03-10,0.228
2023-03-11,0.228
2023-03-12,0.228
2023-03-13,0.228
2023-03-14,0.228
2023-03-15,0.228
2023-03-16,0.228
2023-03-17,0.228
2023-03-18,0.228
2023-03-19,0.228
2023-03-20,0.228
2023-03-21,0.228
2023-03-22,0.228
2023-03-23,0.228
2023-03-24,0.228
2023-03-25,0.228
2023-03-26,0.228
2023-03-27,0.228
2023-03-28,0.228
2023-03-29,0.228
2023-03-30,0.228
2023-03-31,2.0704
2023-04-01,2.0704
2023-04-02,2.0704
2023-04-03,2.0704
2023-04-04,2.0704
2023-04-05,2.0704
2023-04-06,2.0704
2023-04-07,2.0704
2023-04-08,2.0704
2023-04-09,2.0704
2023-04-10,2.0704
2023-04-11,2.0704
2023-04-12,2.0704
2023-04-13,2.0704
2023-04-14,2.0704
2023-04-15,2.0704
2023-04-16,2.0704
2023-04-17,2.0704
2023-04-18,2.0704
2023-04-19,2.0704
2023-04-20,2.0704
2023-04-21,2.0704
2023-04-22,2.0704
2023-04-23,2.0704
2023-04-24,2.0704
2023-04-25,2.0704
2023-04-26,2.0704
2023-04-27,2.0704
2023-04-28,2.0704
2023-04-29,2.0704
2023-04-30,2.0704
2023-05-01,2.0704
2023-05-02,2.0704
2023-05-03,2.0704
2023-05-04,2.0704
2023-05-05,2.0704
2023-05-06,2.0704
2023-05-07,2.0704
2023-05-08,2.0704
2023-05-09,2.0704
2023-05-10,2.0704
2023-05-11,2.0704
2023-05-12,2.0704
2023-05-13,2.0704
2023-05-14,2.0704
2023-05-15,2.0704
2023-05-16,2.0704
2023-05-17,2.0704
2023-05-18,2.0704
2023-05-19,2.0704
2023-05-20,2.0704
2023-05-21,2.0704
2023-05-22,2.0704
2023-05-23,2.0704
2023-05-24,2.0704
2023-05-25,2.0704
2023-05-26,2.0704
2023-05-27,2.0704
2023-05-28,2.0704
2023-05-29,2.0704
2023-05-30,2.0704
2023-05-31,2.0704
2023-06-01,2.0704
2023-06-02,2.0704
2023-06-03,2.0704
2023-06-04,2.0704
2023-06-05,2.0704
2023-06-06,2.0704
2023-06-07,2.0704
2023-06-08,2.0704
2023-06-09,2.0704
2023-06-10,2.0704
2023-06-11,2.0704
2023-06-12,2.0704
2023-06-13,2.0704
2023-06-14,2.0704
2023-06-15,2.0704
2023-06-16,2.0704
2023-06-17,2.0704
2023-06-18,2.0704
2023-06-19,2.0704
2023-06-20,2.0704
2023-06-21,2.0704
2023-06-22,2.0704
2023-06-23,2.0704
2023-06-24,2.0704
2023-06-25,2.0704
2023-06-26,2.0704
2023-06-27,2.0704
2023-06-28,2.0704
2023-06-29,2.0704
2023-06-30,9.9773
2023-07-01,9.9773
2023-07-02,9.9773
2023-07-03,9.9773
2023-07-04,9.9773
2023-07-05,9.9773
2023-07-06,9.9773
2023-07-07,9.9773
2023-07-08,9.9773
2023-07-09,9.9773
2023-07-10,9.9773
2023-07-11,9.9773
2023-07-12,9.9773
2023-07-13,9.9773
2023-07-14,9.9773
2023-07-15,9.9773
2023-07-16,9.9773
2023-07-17,9.9773
2023-07-18,9.9773
2023-07-19,9.9773
2023-07-20,9.9773
2023-07-21,9.9773
2023-07-22,9.9773
2023-07-23,9.9773
2023-07-24,9.9773
2023-07-25,9.9773
2023-07-26,9.9773
2023-07-27,9.9773
2023-07-28,9.9773
2023-07-29,9.9773
2023-07-30,9.9773
2023-07-31,9.9773
2023-08-01,9.9773
2023-08-02,9.9773
2023-08-03,9.9773
2023-08-04,9.9773
2023-08-05,9.9773
2023-08-06,9.9773
2023-08-07,9.9773
2023-08-08,9.9773
2023-08-09,9.9773
2023-08-10,9.9773
2023-08-11,9.9773
2023-08-12,9.9773
2023-08-13,9.9773
2023-08-14,9.9773
2023-08-15,9.9773
2023-08-16,9.9773
2023-08-17,9.9773
2023-08-18,9.9773
2023-08-19,9.9773
2023-08-20,9.9773
2023-08-21,9.9773
2023-08-22,9.9773
2023-08-23,9.9773
2023-08-24,9.9773
2023-08-25,9.9773
2023-08-26,9.9773
2023-08-27,9.9773
2023-08-28,9.9773
2023-08-29,9.9773
2023-08-30,9.9773
2023-08-31,9.9773
2023-09-01,9.9773
2023-09-02,9.9773
2023-09-03,9.9773
2023-09-04,9.9773
2023-09-05,9.9773
2023-09-06,9.9773
2023-09-07,9.9773
2023-09-08,9.9773
2023-09-09,9.9773
2023-09-10,9.9773
2023-09-11,9.9773
2023-09-12,9.9773
2023-09-13,9.9773
2023-09-14,9.9773
2023-09-15,9.9773
2023-09-16,9.9773
2023-09-17,9.9773
2023-09-18,9.9773
2023-09-19,9.9773
2023-09-20,9.9773
2023-09-21,9.9773
2023-09-22,9.9773
2023-09-23,9.9773
2023-09-24,9.9773
2023-09-25,9.9773
2023-09-26,9.9773
2023-09-27,9.9773
2023-09-28,9.9773
2023-09-29,9.9773
2023-09-30,12.4642
2023-10-01,12.4642
2023-10-02,12.4642
2023-10-03,12.4642
2023-10-04,12.4642
2023-10-05,12.4642
2023-10-06,12.4642
2023-10-07,12.4642
2023-10-08,12.4642
2023-10-09,12.4642
2023-10-10,12.4642
2023-10-11,12.4642
2023-10-12,12.4642
2023-10-13,12.4642
2023-10-14,12.4642
2023-10-15,12.4642
2023-10-16,12.4642
2023-10-17,12.4642
2023-10-18,12.4642
2023-10-19,12.4642
2023-10-20,12.4642
2023-10-21,12.4642
2023-10-22,12.4642
2023-10-23,12.4642
2023-10-24,12.4642
2023-10-25,12.4642
2023-10-26,12.4642
2023-10-27,12.4642
2023-10-28,12.4642
2023-10-29,12.4642
2023-10-30,12.4642
2023-10-31,12.4642
2023-11-01,12.4642
2023-11-02,12.4642
2023-11-03,12.4642
2023-11-04,12.4642
2023-11-05,12.4642
2023-11-06,12.4642
2023-11-07,12.4642
2023-11-08,12.4642
2023-11-09,12.4642
2023-11-10,12.4642
2023-11-11,12.4642
2023-11-12,12.4642
2023-11-13,12.4642
2023-11-14,12.4642
2023-11-15,12.4642
2023-11-16,12.4642
2023-11-17,12.4642
2023-11-18,12.4642
2023-11-19,12.4642
2023-11-20,12.4642
2023-11-21,12.4642
2023-11-22,12.4642
2023-11-23,12.4642
2023-11-24,12.4642
2023-11-25,12.4642
2023-11-26,12.4642
2023-11-27,12.4642
2023-11-28,12.4642
2023-11-29,12.4642
2023-11-30,12.4642
2023-12-01,12.4642
2023-12-02,12.4642
2023-12-03,12.4642
2023-12-04,12.4642
2023-12-05,12.4642
2023-12-06,12.4642
2023-12-07,12.4642
2023-12-08,12.4642
2023-12-09,12.4642
2023-12-10,12.4642
2023-12-11,12.4642
2023-12-12,12.4642
2023-12-13,12.4642
2023-12-14,12.4642
2023-12-15,12.4642
2023-12-16,12.4642
2023-12-17,12.4642
2023-12-18,12.4642
2023-12-19,12.4642
2023-12-20,12.4642
2023-12-21,12.4642
2023-12-22,12.4642
2023-12-23,12.4642
2023-12-24,12.4642
2023-12-25,12.4642
2023-12-26,12.4642
2023-12-27,12.4642
2023-12-28,12.4642
2023-12-29,12.4642
2023-12-30,12.4642
2023-12-31,8.7721
2024-01-01,8.7721
2024-01-02,8.7721
2024-01-03,8.7721
2024-01-04,8.7721
2024-01-05,8.7721
2024-01-06,8.7721
2024-01-07,8.7721
2024-01-08,8.7721
2024-01-09,8.7721
2024-01-10,8.7721
2024-01-11,8.7721
2024-01-12,8.7721
2024-01-13,8.7721
2024-01-14,8.7721
2024-01-15,8.7721
2024-01-16,8.7721
2024-01-17,8.7721
2024-01-18,8.7721
2024-01-19,8.7721
2024-01-20,8.7721
2024-01-21,8.7721
2024-01-22,8.7721
2024-01-23,8.7721
2024-01-24,8.7721
2024-01-25,8.7721
2024-01-26,8.7721
2024-01-27,8.7721
2024-01-28,8.7721
2024-01-29,8.7721
2024-01-30,8.7721
2024-01-31,8.7721
2024-02-01,8.7721
2024-02-02,8.7721
2024-02-03,8.7721
2024-02-04,8.7721
2024-02-05,8.7721
2024-02-06,8.7721
2024-02-07,8.7721
2024-02-08,8.7721
2024-02-09,8.7721
2024-02-10,8.7721
2024-02-11,8.7721
2024-02-12,8.7721
2024-02-13,8.7721
2024-02-14,8.7721
2024-02-15,8.7721
2024-02-16,8.7721
2024-02-17,8.7721
2024-02-18,8.7721
2024-02-19,8.7721
2024-02-20,8.7721
2024-02-21,8.7721
2024-02-22,8.7721
2024-02-23,8.7721
2024-02-24,8.7721
2024-02-25,8.7721
2024-02-26,8.7721
2024-02-27,8.7721
2024-02-28,8.7721
2024-02-29,8.7721
2024-03-01,8.7721
2024-03-02,8.7721
2024-03-03,8.7721
2024-03-04,8.7721
2024-03-05,8.7721
2024-03-06,8.7721
2024-03-07,8.7721
2024-03-08,8.7721
2024-03-09,8.7721
2024-03-10,8.7721
2024-03-11,8.7721
2024-03-12,8.7721
2024-03-13,8.7721
2024-03-14,8.7721
2024-03-15,8.7721
2024-03-16,8.7721
2024-03-17,8.7721
2024-03-18,8.7721
2024-03-19,8.7721
2024-03-20,8.7721
2024-03-21,8.7721
2024-03-22,8.7721
2024-03-23,8.7721
2024-03-24,8.7721
2024-03-25,8.7721
2024-03-26,8.7721
2024-03-27,8.7721
2024-03-28,8.7721
2024-03-29,8.7721
2024-03-30,8.7721
2024-03-31,8.7721
2024-04-01,8.7721
2024-04-02,8.7721
2024-04-03,8.7721
2024-04-04,8.7721
2024-04-05,8.7721
2024-04-06,8.7721
2024-04-07,8.7721
2024-04-08,8.7721
