,VSH US Equity
2023-03-17,22.6285
2023-03-18,22.6285
2023-03-19,22.6285
2023-03-20,22.6285
2023-03-21,22.6285
2023-03-22,22.6285
2023-03-23,22.6285
2023-03-24,22.6285
2023-03-25,22.6285
2023-03-26,22.6285
2023-03-27,22.6285
2023-03-28,22.6285
2023-03-29,22.6285
2023-03-30,22.6285
2023-03-31,22.6285
2023-04-01,22.0951
2023-04-02,22.0951
2023-04-03,22.0951
2023-04-04,22.0951
2023-04-05,22.0951
2023-04-06,22.0951
2023-04-07,22.0951
2023-04-08,22.0951
2023-04-09,22.0951
2023-04-10,22.0951
2023-04-11,22.0951
2023-04-12,22.0951
2023-04-13,22.0951
2023-04-14,22.0951
2023-04-15,22.0951
2023-04-16,22.0951
2023-04-17,22.0951
2023-04-18,22.0951
2023-04-19,22.0951
2023-04-20,22.0951
2023-04-21,22.0951
2023-04-22,22.0951
2023-04-23,22.0951
2023-04-24,22.0951
2023-04-25,22.0951
2023-04-26,22.0951
2023-04-27,22.0951
2023-04-28,22.0951
2023-04-29,22.0951
2023-04-30,22.0951
2023-05-01,22.0951
2023-05-02,22.0951
2023-05-03,22.0951
2023-05-04,22.0951
2023-05-05,22.0951
2023-05-06,22.0951
2023-05-07,22.0951
2023-05-08,22.0951
2023-05-09,22.0951
2023-05-10,22.0951
2023-05-11,22.0951
2023-05-12,22.0951
2023-05-13,22.0951
2023-05-14,22.0951
2023-05-15,22.0951
2023-05-16,22.0951
2023-05-17,22.0951
2023-05-18,22.0951
2023-05-19,22.0951
2023-05-20,22.0951
2023-05-21,22.0951
2023-05-22,22.0951
2023-05-23,22.0951
2023-05-24,22.0951
2023-05-25,22.0951
2023-05-26,22.0951
2023-05-27,22.0951
2023-05-28,22.0951
2023-05-29,22.0951
2023-05-30,22.0951
2023-05-31,22.0951
2023-06-01,22.0951
2023-06-02,22.0951
2023-06-03,22.0951
2023-06-04,22.0951
2023-06-05,22.0951
2023-06-06,22.0951
2023-06-07,22.0951
2023-06-08,22.0951
2023-06-09,22.0951
2023-06-10,22.0951
2023-06-11,22.0951
2023-06-12,22.0951
2023-06-13,22.0951
2023-06-14,22.0951
2023-06-15,22.0951
2023-06-16,22.0951
2023-06-17,22.0951
2023-06-18,22.0951
2023-06-19,22.0951
2023-06-20,22.0951
2023-06-21,22.0951
2023-06-22,22.0951
2023-06-23,22.0951
2023-06-24,22.0951
2023-06-25,22.0951
2023-06-26,22.0951
2023-06-27,22.0951
2023-06-28,22.0951
2023-06-29,22.0951
2023-06-30,22.0951
2023-07-01,20.7344
2023-07-02,20.7344
2023-07-03,20.7344
2023-07-04,20.7344
2023-07-05,20.7344
2023-07-06,20.7344
2023-07-07,20.7344
2023-07-08,20.7344
2023-07-09,20.7344
2023-07-10,20.7344
2023-07-11,20.7344
2023-07-12,20.7344
2023-07-13,20.7344
2023-07-14,20.7344
2023-07-15,20.7344
2023-07-16,20.7344
2023-07-17,20.7344
2023-07-18,20.7344
2023-07-19,20.7344
2023-07-20,20.7344
2023-07-21,20.7344
2023-07-22,20.7344
2023-07-23,20.7344
2023-07-24,20.7344
2023-07-25,20.7344
2023-07-26,20.7344
2023-07-27,20.7344
2023-07-28,20.7344
2023-07-29,20.7344
2023-07-30,20.7344
2023-07-31,20.7344
2023-08-01,20.7344
2023-08-02,20.7344
2023-08-03,20.7344
2023-08-04,20.7344
2023-08-05,20.7344
2023-08-06,20.7344
2023-08-07,20.7344
2023-08-08,20.7344
2023-08-09,20.7344
2023-08-10,20.7344
2023-08-11,20.7344
2023-08-12,20.7344
2023-08-13,20.7344
2023-08-14,20.7344
2023-08-15,20.7344
2023-08-16,20.7344
2023-08-17,20.7344
2023-08-18,20.7344
2023-08-19,20.7344
2023-08-20,20.7344
2023-08-21,20.7344
2023-08-22,20.7344
2023-08-23,20.7344
2023-08-24,20.7344
2023-08-25,20.7344
2023-08-26,20.7344
2023-08-27,20.7344
2023-08-28,20.7344
2023-08-29,20.7344
2023-08-30,20.7344
2023-08-31,20.7344
2023-09-01,20.7344
2023-09-02,20.7344
2023-09-03,20.7344
2023-09-04,20.7344
2023-09-05,20.7344
2023-09-06,20.7344
2023-09-07,20.7344
2023-09-08,20.7344
2023-09-09,20.7344
2023-09-10,20.7344
2023-09-11,20.7344
2023-09-12,20.7344
2023-09-13,20.7344
2023-09-14,20.7344
2023-09-15,20.7344
2023-09-16,20.7344
2023-09-17,20.7344
2023-09-18,20.7344
2023-09-19,20.7344
2023-09-20,20.7344
2023-09-21,20.7344
2023-09-22,20.7344
2023-09-23,20.7344
2023-09-24,20.7344
2023-09-25,20.7344
2023-09-26,20.7344
2023-09-27,20.7344
2023-09-28,20.7344
2023-09-29,20.7344
2023-09-30,17.1068
2023-10-01,17.1068
2023-10-02,17.1068
2023-10-03,17.1068
2023-10-04,17.1068
2023-10-05,17.1068
2023-10-06,17.1068
2023-10-07,17.1068
2023-10-08,17.1068
2023-10-09,17.1068
2023-10-10,17.1068
2023-10-11,17.1068
2023-10-12,17.1068
2023-10-13,17.1068
2023-10-14,17.1068
2023-10-15,17.1068
2023-10-16,17.1068
2023-10-17,17.1068
2023-10-18,17.1068
2023-10-19,17.1068
2023-10-20,17.1068
2023-10-21,17.1068
2023-10-22,17.1068
2023-10-23,17.1068
2023-10-24,17.1068
2023-10-25,17.1068
2023-10-26,17.1068
2023-10-27,17.1068
2023-10-28,17.1068
2023-10-29,17.1068
2023-10-30,17.1068
2023-10-31,17.1068
2023-11-01,17.1068
2023-11-02,17.1068
2023-11-03,17.1068
2023-11-04,17.1068
2023-11-05,17.1068
2023-11-06,17.1068
2023-11-07,17.1068
2023-11-08,17.1068
2023-11-09,17.1068
2023-11-10,17.1068
2023-11-11,17.1068
2023-11-12,17.1068
2023-11-13,17.1068
2023-11-14,17.1068
2023-11-15,17.1068
2023-11-16,17.1068
2023-11-17,17.1068
2023-11-18,17.1068
2023-11-19,17.1068
2023-11-20,17.1068
2023-11-21,17.1068
2023-11-22,17.1068
2023-11-23,17.1068
2023-11-24,17.1068
2023-11-25,17.1068
2023-11-26,17.1068
2023-11-27,17.1068
2023-11-28,17.1068
2023-11-29,17.1068
2023-11-30,17.1068
2023-12-01,17.1068
2023-12-02,17.1068
2023-12-03,17.1068
2023-12-04,17.1068
2023-12-05,17.1068
2023-12-06,17.1068
2023-12-07,17.1068
2023-12-08,17.1068
2023-12-09,17.1068
2023-12-10,17.1068
2023-12-11,17.1068
2023-12-12,17.1068
2023-12-13,17.1068
2023-12-14,17.1068
2023-12-15,17.1068
2023-12-16,17.1068
2023-12-17,17.1068
2023-12-18,17.1068
2023-12-19,17.1068
2023-12-20,17.1068
2023-12-21,17.1068
2023-12-22,17.1068
2023-12-23,17.1068
2023-12-24,17.1068
2023-12-25,17.1068
2023-12-26,17.1068
2023-12-27,17.1068
2023-12-28,17.1068
2023-12-29,17.1068
2023-12-30,17.1068
2023-12-31,15.2661
2024-01-01,15.2661
2024-01-02,15.2661
2024-01-03,15.2661
2024-01-04,15.2661
2024-01-05,15.2661
2024-01-06,15.2661
2024-01-07,15.2661
2024-01-08,15.2661
2024-01-09,15.2661
2024-01-10,15.2661
2024-01-11,15.2661
2024-01-12,15.2661
2024-01-13,15.2661
2024-01-14,15.2661
2024-01-15,15.2661
2024-01-16,15.2661
2024-01-17,15.2661
2024-01-18,15.2661
2024-01-19,15.2661
2024-01-20,15.2661
2024-01-21,15.2661
2024-01-22,15.2661
2024-01-23,15.2661
2024-01-24,15.2661
2024-01-25,15.2661
2024-01-26,15.2661
2024-01-27,15.2661
2024-01-28,15.2661
2024-01-29,15.2661
2024-01-30,15.2661
2024-01-31,15.2661
2024-02-01,15.2661
2024-02-02,15.2661
2024-02-03,15.2661
2024-02-04,15.2661
2024-02-05,15.2661
2024-02-06,15.2661
2024-02-07,15.2661
2024-02-08,15.2661
2024-02-09,15.2661
2024-02-10,15.2661
2024-02-11,15.2661
2024-02-12,15.2661
2024-02-13,15.2661
2024-02-14,15.2661
2024-02-15,15.2661
2024-02-16,15.2661
2024-02-17,15.2661
2024-02-18,15.2661
2024-02-19,15.2661
2024-02-20,15.2661
2024-02-21,15.2661
2024-02-22,15.2661
2024-02-23,15.2661
2024-02-24,15.2661
2024-02-25,15.2661
2024-02-26,15.2661
2024-02-27,15.2661
2024-02-28,15.2661
2024-02-29,15.2661
2024-03-01,15.2661
2024-03-02,15.2661
2024-03-03,15.2661
2024-03-04,15.2661
2024-03-05,15.2661
2024-03-06,15.2661
2024-03-07,15.2661
2024-03-08,15.2661
2024-03-09,15.2661
2024-03-10,15.2661
2024-03-11,15.2661
2024-03-12,15.2661
2024-03-13,15.2661
2024-03-14,15.2661
2024-03-15,15.2661
2024-03-16,15.2661
2024-03-17,15.2661
2024-03-18,15.2661
2024-03-19,15.2661
2024-03-20,15.2661
2024-03-21,15.2661
2024-03-22,15.2661
2024-03-23,15.2661
2024-03-24,15.2661
2024-03-25,15.2661
2024-03-26,15.2661
2024-03-27,15.2661
2024-03-28,15.2661
2024-03-29,15.2661
2024-03-30,15.2661
2024-03-31,15.2661
2024-04-01,15.2661
2024-04-02,15.2661
2024-04-03,15.2661
2024-04-04,15.2661
2024-04-05,15.2661
2024-04-06,15.2661
2024-04-07,15.2661
2024-04-08,15.2661
