,RNST US Equity
2023-03-19,37.2328
2023-03-20,36.6536
2023-03-21,40.0663
2023-03-22,37.3511
2023-03-23,36.2499
2023-03-24,40.0145
2023-03-25,40.0145
2023-03-26,40.0145
2023-03-27,40.4564
2023-03-28,40.6651
2023-03-29,40.567
2023-03-30,37.8522
2023-03-31,39.7386
2023-04-01,39.7386
2023-04-02,39.7386
2023-04-03,40.208
2023-04-04,38.8127
2023-04-05,37.7156
2023-04-06,38.5943
2023-04-07,38.5943
2023-04-08,38.5943
2023-04-09,38.5943
2023-04-10,39.3638
2023-04-11,38.0564
2023-04-12,37.2356
2023-04-13,37.4818
2023-04-14,35.6269
2023-04-15,35.6269
2023-04-16,35.6269
2023-04-17,39.2994
2023-04-18,37.1548
2023-04-19,39.2733
2023-04-20,38.0899
2023-04-21,36.9158
2023-04-22,36.9158
2023-04-23,36.9158
2023-04-24,36.7984
2023-04-25,34.7204
2023-04-26,36.1549
2023-04-27,38.7792
2023-04-28,38.7293
2023-04-29,38.7293
2023-04-30,38.7293
2023-05-01,37.7004
2023-05-02,34.2771
2023-05-03,33.4958
2023-05-04,33.0534
2023-05-05,36.7564
2023-05-06,36.7564
2023-05-07,36.7564
2023-05-08,34.7461
2023-05-09,31.8546
2023-05-10,32.5703
2023-05-11,31.765
2023-05-12,32.8688
2023-05-13,32.8688
2023-05-14,32.8688
2023-05-15,35.5835
2023-05-16,35.0658
2023-05-17,41.3219
2023-05-18,41.0571
2023-05-19,40.1853
2023-05-20,40.1853
2023-05-21,40.1853
2023-05-22,42.5345
2023-05-23,44.094
2023-05-24,43.6676
2023-05-25,43.2619
2023-05-26,44.7143
2023-05-27,44.7143
2023-05-28,44.7143
2023-05-29,44.7143
2023-05-30,44.0878
2023-05-31,41.9856
2023-06-01,43.6319
2023-06-02,51.0139
2023-06-03,51.0139
2023-06-04,51.0139
2023-06-05,47.297
2023-06-06,51.0166
2023-06-07,54.8277
2023-06-08,53.1548
2023-06-09,52.8268
2023-06-10,52.8268
2023-06-11,52.8268
2023-06-12,52.3809
2023-06-13,54.0363
2023-06-14,51.2972
2023-06-15,53.4553
2023-06-16,52.3394
2023-06-17,52.3394
2023-06-18,52.3394
2023-06-19,52.3394
2023-06-20,50.8834
2023-06-21,49.9078
2023-06-22,47.1786
2023-06-23,46.4528
2023-06-24,46.4528
2023-06-25,46.4528
2023-06-26,46.6286
2023-06-27,46.5758
2023-06-28,45.1503
2023-06-29,45.0447
2023-06-30,43.5173
2023-07-01,43.5173
2023-07-02,43.5173
2023-07-03,44.8514
2023-07-04,44.8514
2023-07-05,44.1502
2023-07-06,43.2886
2023-07-07,45.2239
2023-07-08,45.2239
2023-07-09,45.2239
2023-07-10,46.2738
2023-07-11,47.8095
2023-07-12,50.2098
2023-07-13,51.2307
2023-07-14,48.8147
2023-07-15,48.8147
2023-07-16,48.8147
2023-07-17,50.2642
2023-07-18,53.986
2023-07-19,56.8774
2023-07-20,54.6181
2023-07-21,54.047
2023-07-22,54.047
2023-07-23,54.047
2023-07-24,55.4913
2023-07-25,54.2181
2023-07-26,58.8734
2023-07-27,56.1428
2023-07-28,56.0803
2023-07-29,56.0803
2023-07-30,56.0803
2023-07-31,56.7534
2023-08-01,55.4509
2023-08-02,54.1022
2023-08-03,55.0448
2023-08-04,55.9276
2023-08-05,55.9276
2023-08-06,55.9276
2023-08-07,57.6984
2023-08-08,56.355
2023-08-09,55.4644
2023-08-10,55.5761
2023-08-11,55.7197
2023-08-12,55.7197
2023-08-13,55.7197
2023-08-14,54.5518
2023-08-15,51.9469
2023-08-16,49.9145
2023-08-17,50.2118
2023-08-18,50.9151
2023-08-19,50.9151
2023-08-20,50.9151
2023-08-21,48.3896
2023-08-22,46.2082
2023-08-23,46.6767
2023-08-24,46.9708
2023-08-25,46.0192
2023-08-26,46.0192
2023-08-27,46.0192
2023-08-28,46.6362
2023-08-29,46.5674
2023-08-30,45.7296
2023-08-31,45.4476
2023-09-01,47.6594
2023-09-02,47.6594
2023-09-03,47.6594
2023-09-04,47.6594
2023-09-05,43.3693
2023-09-06,42.1754
2023-09-07,41.2783
2023-09-08,40.7221
2023-09-09,40.7221
2023-09-10,40.7221
2023-09-11,40.0399
2023-09-12,40.9699
2023-09-13,39.7889
2023-09-14,43.4219
2023-09-15,42.6138
2023-09-16,42.6138
2023-09-17,42.6138
2023-09-18,41.4178
2023-09-19,40.5031
2023-09-20,39.2851
2023-09-21,38.6522
2023-09-22,38.9574
2023-09-23,38.9574
2023-09-24,38.9574
2023-09-25,41.6116
2023-09-26,39.9503
2023-09-27,39.9166
2023-09-28,42.7592
2023-09-29,45.2507
2023-09-30,45.2507
2023-10-01,45.2507
2023-10-02,43.301
2023-10-03,43.4437
2023-10-04,44.4559
2023-10-05,46.2565
2023-10-06,45.3755
2023-10-07,45.3755
2023-10-08,45.3755
2023-10-09,45.3349
2023-10-10,45.7865
2023-10-11,45.3985
2023-10-12,43.8606
2023-10-13,40.8021
2023-10-14,40.8021
2023-10-15,40.8021
2023-10-16,42.7853
2023-10-17,47.0964
2023-10-18,44.5046
2023-10-19,42.9982
2023-10-20,40.4822
2023-10-21,40.4822
2023-10-22,40.4822
2023-10-23,39.7701
2023-10-24,38.7626
2023-10-25,42.0531
2023-10-26,42.7387
2023-10-27,40.0432
2023-10-28,40.0432
2023-10-29,40.0432
2023-10-30,42.0562
2023-10-31,42.3978
2023-11-01,42.2872
2023-11-02,49.8197
2023-11-03,53.9521
2023-11-04,53.9521
2023-11-05,53.9521
2023-11-06,51.9582
2023-11-07,50.3789
2023-11-08,48.3755
2023-11-09,47.6852
2023-11-10,48.76
2023-11-11,48.76
2023-11-12,48.76
2023-11-13,49.1602
2023-11-14,56.6842
2023-11-15,57.6492
2023-11-16,56.871
2023-11-17,57.6186
2023-11-18,57.6186
2023-11-19,57.6186
2023-11-20,55.8655
2023-11-21,53.5769
2023-11-22,54.3907
2023-11-23,54.3907
2023-11-24,54.186
2023-11-25,54.186
2023-11-26,54.186
2023-11-27,52.8685
2023-11-28,52.5792
2023-11-29,53.5557
2023-11-30,52.6074
2023-12-01,58.1171
2023-12-02,58.1171
2023-12-03,58.1171
2023-12-04,61.6225
2023-12-05,58.7001
2023-12-06,59.7588
2023-12-07,62.3491
2023-12-08,63.9016
2023-12-09,63.9016
2023-12-10,63.9016
2023-12-11,63.77
2023-12-12,61.9228
2023-12-13,66.5941
2023-12-14,68.4337
2023-12-15,67.4454
2023-12-16,67.4454
2023-12-17,67.4454
2023-12-18,67.0101
2023-12-19,68.0757
2023-12-20,65.1998
2023-12-21,66.315
2023-12-22,66.8427
2023-12-23,66.8427
2023-12-24,66.8427
2023-12-25,66.8427
2023-12-26,67.6934
2023-12-27,68.8385
2023-12-28,66.7095
2023-12-29,64.5136
2023-12-30,64.5136
2023-12-31,64.5136
2024-01-01,64.5136
2024-01-02,64.2947
2024-01-03,58.917
2024-01-04,59.0804
2024-01-05,59.1085
2024-01-06,59.1085
2024-01-07,59.1085
2024-01-08,59.2529
2024-01-09,57.4476
2024-01-10,57.1127
2024-01-11,56.0563
2024-01-12,55.504
2024-01-13,55.504
2024-01-14,55.504
2024-01-15,55.504
2024-01-16,52.4994
2024-01-17,51.981
2024-01-18,52.6873
2024-01-19,55.5362
2024-01-20,55.5362
2024-01-21,55.5362
2024-01-22,59.5659
2024-01-23,57.2592
2024-01-24,57.9935
2024-01-25,58.8767
2024-01-26,59.8405
2024-01-27,59.8405
2024-01-28,59.8405
2024-01-29,61.6423
2024-01-30,60.5989
2024-01-31,52.4871
2024-02-01,51.8505
2024-02-02,49.9359
2024-02-03,49.9359
2024-02-04,49.9359
2024-02-05,50.2812
2024-02-06,49.9604
2024-02-07,49.4526
2024-02-08,49.9785
2024-02-09,52.7399
2024-02-10,52.7399
2024-02-11,52.7399
2024-02-12,55.0694
2024-02-13,50.1074
2024-02-14,51.4909
2024-02-15,55.5921
2024-02-16,53.3985
2024-02-17,53.3985
2024-02-18,53.3985
2024-02-19,53.3985
2024-02-20,51.5652
2024-02-21,50.5349
2024-02-22,49.8371
2024-02-23,49.5673
2024-02-24,49.5673
2024-02-25,49.5673
2024-02-26,48.8831
2024-02-27,49.9201
2024-02-28,49.6327
2024-02-29,51.8202
2024-03-01,49.4875
2024-03-02,49.4875
2024-03-03,49.4875
2024-03-04,47.187
2024-03-05,51.7259
2024-03-06,51.1017
2024-03-07,51.7707
2024-03-08,51.2987
2024-03-09,51.2987
2024-03-10,51.2987
2024-03-11,50.1349
2024-03-12,46.9336
2024-03-13,46.6685
2024-03-14,43.4692
2024-03-15,44.2988
2024-03-16,44.2988
2024-03-17,44.2988
2024-03-18,43.2057
2024-03-19,44.2227
2024-03-20,47.3071
2024-03-21,48.5005
2024-03-22,46.6231
2024-03-23,46.6231
2024-03-24,46.6231
2024-03-25,47.1235
2024-03-26,46.5676
2024-03-27,52.1187
2024-03-28,52.8193
2024-03-29,52.8193
2024-03-30,52.8193
2024-03-31,52.8193
2024-04-01,50.8406
2024-04-02,49.6644
2024-04-03,48.1624
2024-04-04,47.6768
2024-04-05,47.9483
2024-04-06,47.9483
2024-04-07,47.9483
2024-04-08,48.8117
