,CBU US Equity
2023-03-21,45.2364
2023-03-22,41.5251
2023-03-23,39.7849
2023-03-24,42.4653
2023-03-25,42.4653
2023-03-26,42.4653
2023-03-27,42.1955
2023-03-28,42.6853
2023-03-29,42.3568
2023-03-30,40.5465
2023-03-31,41.92
2023-04-01,41.92
2023-04-02,41.92
2023-04-03,40.8311
2023-04-04,38.9549
2023-04-05,37.7709
2023-04-06,37.4091
2023-04-07,37.4091
2023-04-08,37.4091
2023-04-09,37.4091
2023-04-10,38.4119
2023-04-11,37.8662
2023-04-12,36.6409
2023-04-13,38.0314
2023-04-14,36.0332
2023-04-15,36.0332
2023-04-16,36.0332
2023-04-17,40.423
2023-04-18,37.8056
2023-04-19,40.0283
2023-04-20,39.6251
2023-04-21,38.3464
2023-04-22,38.3464
2023-04-23,38.3464
2023-04-24,38.2135
2023-04-25,36.8274
2023-04-26,37.6078
2023-04-27,42.5191
2023-04-28,44.6754
2023-04-29,44.6754
2023-04-30,44.6754
2023-05-01,42.9062
2023-05-02,41.109
2023-05-03,42.9391
2023-05-04,41.3687
2023-05-05,43.691
2023-05-06,43.691
2023-05-07,43.691
2023-05-08,42.2185
2023-05-09,41.1189
2023-05-10,40.785
2023-05-11,38.5969
2023-05-12,39.345
2023-05-13,39.345
2023-05-14,39.345
2023-05-15,42.0242
2023-05-16,40.823
2023-05-17,45.9211
2023-05-18,46.2042
2023-05-19,45.0308
2023-05-20,45.0308
2023-05-21,45.0308
2023-05-22,48.3277
2023-05-23,48.3791
2023-05-24,47.2767
2023-05-25,46.694
2023-05-26,48.3229
2023-05-27,48.3229
2023-05-28,48.3229
2023-05-29,48.3229
2023-05-30,50.2491
2023-05-31,48.2193
2023-06-01,49.3922
2023-06-02,54.1901
2023-06-03,54.1901
2023-06-04,54.1901
2023-06-05,50.9227
2023-06-06,54.3183
2023-06-07,56.3166
2023-06-08,55.3455
2023-06-09,55.4848
2023-06-10,55.4848
2023-06-11,55.4848
2023-06-12,49.5944
2023-06-13,51.4211
2023-06-14,50.1274
2023-06-15,51.2775
2023-06-16,51.8663
2023-06-17,51.8663
2023-06-18,51.8663
2023-06-19,51.8663
2023-06-20,49.7217
2023-06-21,47.6538
2023-06-22,45.1559
2023-06-23,44.5123
2023-06-24,44.5123
2023-06-25,44.5123
2023-06-26,44.9855
2023-06-27,46.0062
2023-06-28,46.6883
2023-06-29,47.4947
2023-06-30,44.965
2023-07-01,44.965
2023-07-02,44.965
2023-07-03,47.7259
2023-07-04,47.7259
2023-07-05,45.8742
2023-07-06,42.6541
2023-07-07,41.9598
2023-07-08,41.9598
2023-07-09,41.9598
2023-07-10,42.1582
2023-07-11,42.1311
2023-07-12,42.4752
2023-07-13,44.1176
2023-07-14,43.3582
2023-07-15,43.3582
2023-07-16,43.3582
2023-07-17,45.9259
2023-07-18,49.8513
2023-07-19,52.2071
2023-07-20,52.8377
2023-07-21,51.5672
2023-07-22,51.5672
2023-07-23,51.5672
2023-07-24,53.188
2023-07-25,52.8505
2023-07-26,56.2372
2023-07-27,55.6648
2023-07-28,55.7849
2023-07-29,55.7849
2023-07-30,55.7849
2023-07-31,57.6262
2023-08-01,59.5111
2023-08-02,58.8043
2023-08-03,57.81
2023-08-04,56.876
2023-08-05,56.876
2023-08-06,56.876
2023-08-07,58.1532
2023-08-08,56.0476
2023-08-09,53.3508
2023-08-10,52.394
2023-08-11,52.6866
2023-08-12,52.6866
2023-08-13,52.6866
2023-08-14,51.5113
2023-08-15,48.3129
2023-08-16,46.291
2023-08-17,46.291
2023-08-18,46.6524
2023-08-19,46.6524
2023-08-20,46.6524
2023-08-21,45.4229
2023-08-22,43.6872
2023-08-23,44.568
2023-08-24,44.1671
2023-08-25,44.3023
2023-08-26,44.3023
2023-08-27,44.3023
2023-08-28,44.2653
2023-08-29,44.3853
2023-08-30,43.3051
2023-08-31,45.6977
2023-09-01,45.5354
2023-09-02,45.5354
2023-09-03,45.5354
2023-09-04,45.5354
2023-09-05,41.9877
2023-09-06,40.704
2023-09-07,40.2269
2023-09-08,42.1997
2023-09-09,42.1997
2023-09-10,42.1997
2023-09-11,40.5073
2023-09-12,39.9021
2023-09-13,38.8426
2023-09-14,42.008
2023-09-15,40.8586
2023-09-16,40.8586
2023-09-17,40.8586
2023-09-18,38.6861
2023-09-19,38.6861
2023-09-20,37.8115
2023-09-21,36.3167
2023-09-22,35.7028
2023-09-23,35.7028
2023-09-24,35.7028
2023-09-25,39.2353
2023-09-26,38.2629
2023-09-27,39.0303
2023-09-28,41.2409
2023-09-29,40.8722
2023-09-30,40.8722
2023-10-01,40.8722
2023-10-02,40.3226
2023-10-03,40.764
2023-10-04,40.7018
2023-10-05,41.5942
2023-10-06,41.5496
2023-10-07,41.5496
2023-10-08,41.5496
2023-10-09,41.8079
2023-10-10,42.4978
2023-10-11,42.5314
2023-10-12,40.6417
2023-10-13,38.7893
2023-10-14,38.7893
2023-10-15,38.7893
2023-10-16,43.2076
2023-10-17,43.5588
2023-10-18,42.9592
2023-10-19,41.3639
2023-10-20,37.6886
2023-10-21,37.6886
2023-10-22,37.6886
2023-10-23,37.2528
2023-10-24,33.1715
2023-10-25,34.0368
2023-10-26,38.1149
2023-10-27,37.3383
2023-10-28,37.3383
2023-10-29,37.3383
2023-10-30,39.3207
2023-10-31,41.4234
2023-11-01,41.3145
2023-11-02,47.484
2023-11-03,51.7143
2023-11-04,51.7143
2023-11-05,51.7143
2023-11-06,51.6401
2023-11-07,49.044
2023-11-08,48.2929
2023-11-09,45.9497
2023-11-10,45.7269
2023-11-11,45.7269
2023-11-12,45.7269
2023-11-13,46.1054
2023-11-14,54.3012
2023-11-15,55.033
2023-11-16,54.2344
2023-11-17,55.4873
2023-11-18,55.4873
2023-11-19,55.4873
2023-11-20,55.2266
2023-11-21,53.7126
2023-11-22,53.8705
2023-11-23,53.8705
2023-11-24,53.4128
2023-11-25,53.4128
2023-11-26,53.4128
2023-11-27,52.9202
2023-11-28,52.669
2023-11-29,53.5559
2023-11-30,52.2536
2023-12-01,58.2515
2023-12-02,58.2515
2023-12-03,58.2515
2023-12-04,60.2035
2023-12-05,58.8249
2023-12-06,58.7656
2023-12-07,60.7488
2023-12-08,61.4992
2023-12-09,61.4992
2023-12-10,61.4992
2023-12-11,61.3396
2023-12-12,60.2397
2023-12-13,65.4103
2023-12-14,67.351
2023-12-15,67.0268
2023-12-16,67.0268
2023-12-17,67.0268
2023-12-18,65.8465
2023-12-19,67.4131
2023-12-20,66.0279
2023-12-21,67.318
2023-12-22,67.9318
2023-12-23,67.9318
2023-12-24,67.9318
2023-12-25,67.9318
2023-12-26,68.8553
2023-12-27,67.1985
2023-12-28,66.0006
2023-12-29,63.5561
2023-12-30,63.5561
2023-12-31,63.5561
2024-01-01,63.5561
2024-01-02,64.4881
2024-01-03,57.6552
2024-01-04,57.627
2024-01-05,58.6725
2024-01-06,58.6725
2024-01-07,58.6725
2024-01-08,59.4792
2024-01-09,56.4122
2024-01-10,56.5226
2024-01-11,54.7713
2024-01-12,53.506
2024-01-13,53.506
2024-01-14,53.506
2024-01-15,53.506
2024-01-16,51.2472
2024-01-17,49.8314
2024-01-18,49.6737
2024-01-19,53.6223
2024-01-20,53.6223
2024-01-21,53.6223
2024-01-22,56.5817
2024-01-23,52.3847
2024-01-24,50.6492
2024-01-25,49.8077
2024-01-26,51.4295
2024-01-27,51.4295
2024-01-28,51.4295
2024-01-29,52.8661
2024-01-30,50.2146
2024-01-31,44.902
2024-02-01,44.13
2024-02-02,43.554
2024-02-03,43.554
2024-02-04,43.554
2024-02-05,41.9711
2024-02-06,41.6042
2024-02-07,40.7698
2024-02-08,41.8362
2024-02-09,44.1363
2024-02-10,44.1363
2024-02-11,44.1363
2024-02-12,45.748
2024-02-13,41.2294
2024-02-14,44.4954
2024-02-15,48.2113
2024-02-16,47.597
2024-02-17,47.597
2024-02-18,47.597
2024-02-19,47.597
2024-02-20,46.4144
2024-02-21,45.4871
2024-02-22,44.6249
2024-02-23,44.5843
2024-02-24,44.5843
2024-02-25,44.5843
2024-02-26,43.9219
2024-02-27,45.0307
2024-02-28,44.6826
2024-02-29,47.3163
2024-03-01,47.0613
2024-03-02,47.0613
2024-03-03,47.0613
2024-03-04,46.4261
2024-03-05,51.0581
2024-03-06,51.4849
2024-03-07,52.2035
2024-03-08,52.1769
2024-03-09,52.1769
2024-03-10,52.1769
2024-03-11,52.2273
2024-03-12,49.0422
2024-03-13,48.2492
2024-03-14,44.2909
2024-03-15,46.6116
2024-03-16,46.6116
2024-03-17,46.6116
2024-03-18,46.1617
2024-03-19,46.089
2024-03-20,50.6684
2024-03-21,51.3681
2024-03-22,49.2764
2024-03-23,49.2764
2024-03-24,49.2764
2024-03-25,49.3554
2024-03-26,49.8137
2024-03-27,54.2247
2024-03-28,55.6755
2024-03-29,55.6755
2024-03-30,55.6755
2024-03-31,55.6755
2024-04-01,53.4501
2024-04-02,51.2007
2024-04-03,50.375
2024-04-04,49.2957
2024-04-05,48.0779
2024-04-06,48.0779
2024-04-07,48.0779
2024-04-08,50.5025
