,CHCO US Equity
2023-03-20,45.0099
2023-03-21,48.3435
2023-03-22,44.2587
2023-03-23,43.0878
2023-03-24,47.9221
2023-03-25,47.9221
2023-03-26,47.9221
2023-03-27,46.3499
2023-03-28,46.5356
2023-03-29,45.3366
2023-03-30,45.0489
2023-03-31,45.1585
2023-04-01,45.1585
2023-04-02,45.1585
2023-04-03,43.9919
2023-04-04,41.5491
2023-04-05,41.4529
2023-04-06,43.1054
2023-04-07,43.1054
2023-04-08,43.1054
2023-04-09,43.1054
2023-04-10,44.3123
2023-04-11,45.6216
2023-04-12,45.6885
2023-04-13,48.9131
2023-04-14,46.3413
2023-04-15,46.3413
2023-04-16,46.3413
2023-04-17,49.4608
2023-04-18,46.6157
2023-04-19,49.42
2023-04-20,47.1912
2023-04-21,46.4986
2023-04-22,46.4986
2023-04-23,46.4986
2023-04-24,46.9243
2023-04-25,45.6363
2023-04-26,44.4145
2023-04-27,47.6567
2023-04-28,49.2039
2023-04-29,49.2039
2023-04-30,49.2039
2023-05-01,49.9186
2023-05-02,47.2785
2023-05-03,47.2647
2023-05-04,47.1654
2023-05-05,49.7418
2023-05-06,49.7418
2023-05-07,49.7418
2023-05-08,44.7237
2023-05-09,43.415
2023-05-10,42.4216
2023-05-11,39.8345
2023-05-12,40.9277
2023-05-13,40.9277
2023-05-14,40.9277
2023-05-15,44.2163
2023-05-16,44.0325
2023-05-17,49.9691
2023-05-18,50.1409
2023-05-19,47.3954
2023-05-20,47.3954
2023-05-21,47.3954
2023-05-22,49.6037
2023-05-23,49.75
2023-05-24,47.8548
2023-05-25,47.6347
2023-05-26,49.7579
2023-05-27,49.7579
2023-05-28,49.7579
2023-05-29,49.7579
2023-05-30,49.2246
2023-05-31,44.9328
2023-06-01,47.3631
2023-06-02,53.7041
2023-06-03,53.7041
2023-06-04,53.7041
2023-06-05,50.3025
2023-06-06,55.0564
2023-06-07,57.8955
2023-06-08,56.3997
2023-06-09,56.0164
2023-06-10,56.0164
2023-06-11,56.0164
2023-06-12,56.0041
2023-06-13,57.3699
2023-06-14,55.4503
2023-06-15,56.6064
2023-06-16,57.1667
2023-06-17,57.1667
2023-06-18,57.1667
2023-06-19,57.1667
2023-06-20,54.6566
2023-06-21,52.6789
2023-06-22,49.9548
2023-06-23,48.1013
2023-06-24,48.1013
2023-06-25,48.1013
2023-06-26,49.1349
2023-06-27,50.5279
2023-06-28,50.3655
2023-06-29,50.4126
2023-06-30,47.6965
2023-07-01,47.6965
2023-07-02,47.6965
2023-07-03,49.9682
2023-07-04,49.9682
2023-07-05,47.8305
2023-07-06,48.2326
2023-07-07,47.7709
2023-07-08,47.7709
2023-07-09,47.7709
2023-07-10,48.0922
2023-07-11,48.5765
2023-07-12,49.9602
2023-07-13,51.8206
2023-07-14,52.0228
2023-07-15,52.0228
2023-07-16,52.0228
2023-07-17,52.6651
2023-07-18,55.2318
2023-07-19,57.2033
2023-07-20,57.0809
2023-07-21,54.9527
2023-07-22,54.9527
2023-07-23,54.9527
2023-07-24,57.081
2023-07-25,56.392
2023-07-26,58.9334
2023-07-27,59.0882
2023-07-28,59.5391
2023-07-29,59.5391
2023-07-30,59.5391
2023-07-31,58.5708
2023-08-01,58.3845
2023-08-02,57.592
2023-08-03,56.3199
2023-08-04,55.8371
2023-08-05,55.8371
2023-08-06,55.8371
2023-08-07,57.5059
2023-08-08,56.8075
2023-08-09,55.1206
2023-08-10,52.8805
2023-08-11,53.181
2023-08-12,53.181
2023-08-13,53.181
2023-08-14,50.6737
2023-08-15,46.85
2023-08-16,46.9655
2023-08-17,46.651
2023-08-18,47.5336
2023-08-19,47.5336
2023-08-20,47.5336
2023-08-21,46.7184
2023-08-22,44.343
2023-08-23,44.5103
2023-08-24,46.2739
2023-08-25,45.6888
2023-08-26,45.6888
2023-08-27,45.6888
2023-08-28,47.561
2023-08-29,47.079
2023-08-30,44.7031
2023-08-31,46.7093
2023-09-01,49.1403
2023-09-02,49.1403
2023-09-03,49.1403
2023-09-04,49.1403
2023-09-05,49.0203
2023-09-06,45.8296
2023-09-07,45.5278
2023-09-08,45.6447
2023-09-09,45.6447
2023-09-10,45.6447
2023-09-11,44.5081
2023-09-12,46.8686
2023-09-13,46.1014
2023-09-14,48.0747
2023-09-15,45.7256
2023-09-16,45.7256
2023-09-17,45.7256
2023-09-18,43.3732
2023-09-19,44.38
2023-09-20,42.4588
2023-09-21,42.0607
2023-09-22,41.5951
2023-09-23,41.5951
2023-09-24,41.5951
2023-09-25,43.1573
2023-09-26,42.3436
2023-09-27,45.065
2023-09-28,48.2859
2023-09-29,47.8027
2023-09-30,47.8027
2023-10-01,47.8027
2023-10-02,48.0021
2023-10-03,47.4027
2023-10-04,49.3649
2023-10-05,52.6752
2023-10-06,50.6665
2023-10-07,50.6665
2023-10-08,50.6665
2023-10-09,51.4551
2023-10-10,51.7589
2023-10-11,51.8758
2023-10-12,51.7126
2023-10-13,48.83
2023-10-14,48.83
2023-10-15,48.83
2023-10-16,50.9313
2023-10-17,53.5123
2023-10-18,49.7587
2023-10-19,49.116
2023-10-20,46.1803
2023-10-21,46.1803
2023-10-22,46.1803
2023-10-23,45.7301
2023-10-24,43.5849
2023-10-25,48.1055
2023-10-26,53.4607
2023-10-27,52.1781
2023-10-28,52.1781
2023-10-29,52.1781
2023-10-30,53.1579
2023-10-31,49.9798
2023-11-01,51.8636
2023-11-02,56.4536
2023-11-03,59.0905
2023-11-04,59.0905
2023-11-05,59.0905
2023-11-06,57.8998
2023-11-07,57.2572
2023-11-08,53.682
2023-11-09,52.7752
2023-11-10,53.3936
2023-11-11,53.3936
2023-11-12,53.3936
2023-11-13,55.2278
2023-11-14,59.9603
2023-11-15,59.2583
2023-11-16,58.1036
2023-11-17,59.6785
2023-11-18,59.6785
2023-11-19,59.6785
2023-11-20,58.8116
2023-11-21,55.9837
2023-11-22,56.9063
2023-11-23,56.9063
2023-11-24,56.92
2023-11-25,56.92
2023-11-26,56.92
2023-11-27,56.8825
2023-11-28,53.7321
2023-11-29,54.22
2023-11-30,54.607
2023-12-01,59.5449
2023-12-02,59.5449
2023-12-03,59.5449
2023-12-04,61.064
2023-12-05,59.6657
2023-12-06,58.9956
2023-12-07,60.804
2023-12-08,61.1988
2023-12-09,61.1988
2023-12-10,61.1988
2023-12-11,62.3872
2023-12-12,62.7886
2023-12-13,66.8789
2023-12-14,69.3336
2023-12-15,67.6259
2023-12-16,67.6259
2023-12-17,67.6259
2023-12-18,68.4019
2023-12-19,69.9304
2023-12-20,69.9945
2023-12-21,71.0345
2023-12-22,72.273
2023-12-23,72.273
2023-12-24,72.273
2023-12-25,72.273
2023-12-26,73.296
2023-12-27,74.3698
2023-12-28,69.4882
2023-12-29,63.3903
2023-12-30,63.3903
2023-12-31,63.3903
2024-01-01,63.3903
2024-01-02,64.5268
2024-01-03,59.2214
2024-01-04,59.4276
2024-01-05,56.5921
2024-01-06,56.5921
2024-01-07,56.5921
2024-01-08,57.9713
2024-01-09,55.9499
2024-01-10,55.859
2024-01-11,53.4835
2024-01-12,52.6743
2024-01-13,52.6743
2024-01-14,52.6743
2024-01-15,52.6743
2024-01-16,51.231
2024-01-17,50.7802
2024-01-18,52.1704
2024-01-19,53.99
2024-01-20,53.99
2024-01-21,53.99
2024-01-22,57.6012
2024-01-23,56.1395
2024-01-24,53.3676
2024-01-25,53.9934
2024-01-26,55.6155
2024-01-27,55.6155
2024-01-28,55.6155
2024-01-29,56.3438
2024-01-30,57.0968
2024-01-31,49.1845
2024-02-01,49.1845
2024-02-02,48.3373
2024-02-03,48.3373
2024-02-04,48.3373
2024-02-05,46.885
2024-02-06,45.6299
2024-02-07,45.4411
2024-02-08,45.9347
2024-02-09,49.2588
2024-02-10,49.2588
2024-02-11,49.2588
2024-02-12,52.191
2024-02-13,47.0125
2024-02-14,48.1492
2024-02-15,52.1584
2024-02-16,50.4244
2024-02-17,50.4244
2024-02-18,50.4244
2024-02-19,50.4244
2024-02-20,49.4026
2024-02-21,48.1499
2024-02-22,47.6284
2024-02-23,48.9455
2024-02-24,48.9455
2024-02-25,48.9455
2024-02-26,47.8761
2024-02-27,48.5465
2024-02-28,46.6221
2024-02-29,47.9697
2024-03-01,47.7488
2024-03-02,47.7488
2024-03-03,47.7488
2024-03-04,49.9097
2024-03-05,53.6441
2024-03-06,53.516
2024-03-07,52.763
2024-03-08,53.3893
2024-03-09,53.3893
2024-03-10,53.3893
2024-03-11,51.5765
2024-03-12,49.6484
2024-03-13,48.9936
2024-03-14,46.4453
2024-03-15,47.4183
2024-03-16,47.4183
2024-03-17,47.4183
2024-03-18,46.2287
2024-03-19,47.3645
2024-03-20,51.5823
2024-03-21,52.4639
2024-03-22,49.9955
2024-03-23,49.9955
2024-03-24,49.9955
2024-03-25,49.3293
2024-03-26,48.3981
2024-03-27,52.6995
2024-03-28,52.9595
2024-03-29,52.9595
2024-03-30,52.9595
2024-03-31,52.9595
2024-04-01,51.4953
2024-04-02,48.3947
2024-04-03,48.4091
2024-04-04,49.3271
2024-04-05,49.1691
2024-04-06,49.1691
2024-04-07,49.1691
2024-04-08,49.8342
