,TFSL US Equity
2023-03-19,39.9563
2023-03-20,39.5402
2023-03-21,42.7474
2023-03-22,40.2818
2023-03-23,37.3608
2023-03-24,41.1919
2023-03-25,41.1919
2023-03-26,41.1919
2023-03-27,42.0802
2023-03-28,40.8823
2023-03-29,42.4637
2023-03-30,42.3382
2023-03-31,41.8687
2023-04-01,41.8687
2023-04-02,41.8687
2023-04-03,41.0973
2023-04-04,38.9524
2023-04-05,37.7758
2023-04-06,40.145
2023-04-07,40.145
2023-04-08,40.145
2023-04-09,40.145
2023-04-10,41.1214
2023-04-11,42.693
2023-04-12,43.2952
2023-04-13,44.5018
2023-04-14,44.0173
2023-04-15,44.0173
2023-04-16,44.0173
2023-04-17,46.3148
2023-04-18,43.8645
2023-04-19,45.1845
2023-04-20,44.4957
2023-04-21,43.1353
2023-04-22,43.1353
2023-04-23,43.1353
2023-04-24,43.2635
2023-04-25,41.428
2023-04-26,39.6862
2023-04-27,41.4292
2023-04-28,39.6948
2023-04-29,39.6948
2023-04-30,39.6948
2023-05-01,39.3361
2023-05-02,36.206
2023-05-03,34.0827
2023-05-04,35.4806
2023-05-05,41.6273
2023-05-06,41.6273
2023-05-07,41.6273
2023-05-08,40.1437
2023-05-09,37.1037
2023-05-10,37.1037
2023-05-11,36.2948
2023-05-12,35.8538
2023-05-13,35.8538
2023-05-14,35.8538
2023-05-15,37.2988
2023-05-16,36.8307
2023-05-17,41.2784
2023-05-18,39.8679
2023-05-19,39.4577
2023-05-20,39.4577
2023-05-21,39.4577
2023-05-22,39.7144
2023-05-23,42.3684
2023-05-24,42.2767
2023-05-25,41.9015
2023-05-26,43.658
2023-05-27,43.658
2023-05-28,43.658
2023-05-29,43.658
2023-05-30,44.4448
2023-05-31,42.9955
2023-06-01,47.8921
2023-06-02,52.443
2023-06-03,52.443
2023-06-04,52.443
2023-06-05,50.9098
2023-06-06,54.7243
2023-06-07,57.6077
2023-06-08,58.7604
2023-06-09,57.9455
2023-06-10,57.9455
2023-06-11,57.9455
2023-06-12,57.9455
2023-06-13,59.6562
2023-06-14,57.2471
2023-06-15,57.9498
2023-06-16,56.626
2023-06-17,56.626
2023-06-18,56.626
2023-06-19,56.626
2023-06-20,55.9054
2023-06-21,54.4711
2023-06-22,50.9763
2023-06-23,50.8674
2023-06-24,50.8674
2023-06-25,50.8674
2023-06-26,52.444
2023-06-27,53.2712
2023-06-28,53.5845
2023-06-29,54.6331
2023-06-30,54.2527
2023-07-01,54.2527
2023-07-02,54.2527
2023-07-03,55.2203
2023-07-04,55.2203
2023-07-05,54.5571
2023-07-06,53.1056
2023-07-07,54.2503
2023-07-08,54.2503
2023-07-09,54.2503
2023-07-10,56.0269
2023-07-11,56.8928
2023-07-12,58.3766
2023-07-13,59.0022
2023-07-14,57.2227
2023-07-15,57.2227
2023-07-16,57.2227
2023-07-17,58.2008
2023-07-18,60.9704
2023-07-19,62.1242
2023-07-20,61.6528
2023-07-21,60.6999
2023-07-22,60.6999
2023-07-23,60.6999
2023-07-24,62.4987
2023-07-25,63.2717
2023-07-26,66.4871
2023-07-27,62.7014
2023-07-28,67.6274
2023-07-29,67.6274
2023-07-30,67.6274
2023-07-31,68.9938
2023-08-01,70.4764
2023-08-02,70.7905
2023-08-03,71.1713
2023-08-04,71.3003
2023-08-05,71.3003
2023-08-06,71.3003
2023-08-07,71.9495
2023-08-08,70.4654
2023-08-09,68.5161
2023-08-10,68.3531
2023-08-11,69.8378
2023-08-12,69.8378
2023-08-13,69.8378
2023-08-14,68.0221
2023-08-15,60.7447
2023-08-16,59.1417
2023-08-17,57.0647
2023-08-18,56.551
2023-08-19,56.551
2023-08-20,56.551
2023-08-21,54.0353
2023-08-22,51.2074
2023-08-23,53.1113
2023-08-24,52.7564
2023-08-25,49.3452
2023-08-26,49.3452
2023-08-27,49.3452
2023-08-28,50.0139
2023-08-29,50.4649
2023-08-30,50.9229
2023-08-31,51.2725
2023-09-01,53.5542
2023-09-02,53.5542
2023-09-03,53.5542
2023-09-04,53.5542
2023-09-05,51.1981
2023-09-06,49.082
2023-09-07,48.5058
2023-09-08,49.8457
2023-09-09,49.8457
2023-09-10,49.8457
2023-09-11,48.0735
2023-09-12,45.466
2023-09-13,43.2503
2023-09-14,45.0956
2023-09-15,43.5268
2023-09-16,43.5268
2023-09-17,43.5268
2023-09-18,40.9712
2023-09-19,39.1424
2023-09-20,38.9624
2023-09-21,36.128
2023-09-22,39.0471
2023-09-23,39.0471
2023-09-24,39.0471
2023-09-25,38.9594
2023-09-26,38.3358
2023-09-27,36.8538
2023-09-28,37.8768
2023-09-29,37.6963
2023-09-30,37.6963
2023-10-01,37.6963
2023-10-02,34.9404
2023-10-03,34.4519
2023-10-04,35.9949
2023-10-05,38.5392
2023-10-06,38.3536
2023-10-07,38.3536
2023-10-08,38.3536
2023-10-09,38.8107
2023-10-10,40.3364
2023-10-11,39.621
2023-10-12,38.8073
2023-10-13,37.7059
2023-10-14,37.7059
2023-10-15,37.7059
2023-10-16,39.6393
2023-10-17,40.593
2023-10-18,37.152
2023-10-19,35.3296
2023-10-20,34.2015
2023-10-21,34.2015
2023-10-22,34.2015
2023-10-23,33.9428
2023-10-24,34.1146
2023-10-25,35.1617
2023-10-26,40.9834
2023-10-27,44.0166
2023-10-28,44.0166
2023-10-29,44.0166
2023-10-30,44.7165
2023-10-31,46.5149
2023-11-01,49.5203
2023-11-02,53.4064
2023-11-03,56.6495
2023-11-04,56.6495
2023-11-05,56.6495
2023-11-06,56.128
2023-11-07,56.2322
2023-11-08,56.9722
2023-11-09,54.7821
2023-11-10,53.1955
2023-11-11,53.1955
2023-11-12,53.1955
2023-11-13,53.5434
2023-11-14,61.1188
2023-11-15,62.6921
2023-11-16,61.4732
2023-11-17,63.5889
2023-11-18,63.5889
2023-11-19,63.5889
2023-11-20,63.3122
2023-11-21,62.7474
2023-11-22,61.0569
2023-11-23,61.0569
2023-11-24,62.5361
2023-11-25,62.5361
2023-11-26,62.5361
2023-11-27,62.6225
2023-11-28,62.9161
2023-11-29,63.7322
2023-11-30,59.6577
2023-12-01,62.247
2023-12-02,62.247
2023-12-03,62.247
2023-12-04,61.0881
2023-12-05,56.3409
2023-12-06,58.1666
2023-12-07,59.4588
2023-12-08,60.0065
2023-12-09,60.0065
2023-12-10,60.0065
2023-12-11,62.6186
2023-12-12,62.8695
2023-12-13,68.6699
2023-12-14,70.4037
2023-12-15,70.5779
2023-12-16,70.5779
2023-12-17,70.5779
2023-12-18,69.1736
2023-12-19,69.977
2023-12-20,67.7297
2023-12-21,68.0613
2023-12-22,69.1753
2023-12-23,69.1753
2023-12-24,69.1753
2023-12-25,69.1753
2023-12-26,70.4906
2023-12-27,70.4906
2023-12-28,66.8561
2023-12-29,63.3424
2023-12-30,63.3424
2023-12-31,63.3424
2024-01-01,63.3424
2024-01-02,62.4286
2024-01-03,56.4148
2024-01-04,56.5878
2024-01-05,57.7167
2024-01-06,57.7167
2024-01-07,57.7167
2024-01-08,57.4788
2024-01-09,55.6978
2024-01-10,55.7923
2024-01-11,53.2101
2024-01-12,51.8558
2024-01-13,51.8558
2024-01-14,51.8558
2024-01-15,51.8558
2024-01-16,49.676
2024-01-17,49.7852
2024-01-18,51.1021
2024-01-19,53.9153
2024-01-20,53.9153
2024-01-21,53.9153
2024-01-22,56.7738
2024-01-23,54.7819
2024-01-24,53.4135
2024-01-25,52.8445
2024-01-26,53.4599
2024-01-27,53.4599
2024-01-28,53.4599
2024-01-29,54.2829
2024-01-30,52.599
2024-01-31,46.1469
2024-02-01,45.4845
2024-02-02,46.3942
2024-02-03,46.3942
2024-02-04,46.3942
2024-02-05,44.846
2024-02-06,43.3495
2024-02-07,42.3445
2024-02-08,44.6378
2024-02-09,46.7149
2024-02-10,46.7149
2024-02-11,46.7149
2024-02-12,47.7293
2024-02-13,42.4365
2024-02-14,44.7707
2024-02-15,48.5717
2024-02-16,48.6705
2024-02-17,48.6705
2024-02-18,48.6705
2024-02-19,48.6705
2024-02-20,47.171
2024-02-21,46.8908
2024-02-22,46.042
2024-02-23,45.381
2024-02-24,45.381
2024-02-25,45.381
2024-02-26,43.1824
2024-02-27,45.4603
2024-02-28,43.0499
2024-02-29,43.3949
2024-03-01,44.4394
2024-03-02,44.4394
2024-03-03,44.4394
2024-03-04,45.5933
2024-03-05,48.6807
2024-03-06,47.1895
2024-03-07,47.5277
2024-03-08,47.423
2024-03-09,47.423
2024-03-10,47.423
2024-03-11,46.4697
2024-03-12,45.0137
2024-03-13,44.4986
2024-03-14,42.0119
2024-03-15,42.6747
2024-03-16,42.6747
2024-03-17,42.6747
2024-03-18,41.4971
2024-03-19,40.6273
2024-03-20,45.9649
2024-03-21,47.5127
2024-03-22,44.8545
2024-03-23,44.8545
2024-03-24,44.8545
2024-03-25,44.977
2024-03-26,43.4785
2024-03-27,47.5741
2024-03-28,47.1582
2024-03-29,47.1582
2024-03-30,47.1582
2024-03-31,47.1582
2024-04-01,45.216
2024-04-02,43.4617
2024-04-03,43.2688
2024-04-04,44.1663
2024-04-05,44.0632
2024-04-06,44.0632
2024-04-07,44.0632
2024-04-08,45.6373
