,ORLY US Equity
2023-03-20,48.9392
2023-03-21,49.6549
2023-03-22,47.5943
2023-03-23,46.1827
2023-03-24,48.1488
2023-03-25,48.1488
2023-03-26,48.1488
2023-03-27,49.8227
2023-03-28,51.7326
2023-03-29,52.3503
2023-03-30,54.1218
2023-03-31,55.4813
2023-04-01,55.4813
2023-04-02,55.4813
2023-04-03,58.6927
2023-04-04,57.8934
2023-04-05,56.5119
2023-04-06,56.9965
2023-04-07,56.9965
2023-04-08,56.9965
2023-04-09,56.9965
2023-04-10,58.4805
2023-04-11,58.7011
2023-04-12,59.7825
2023-04-13,61.533
2023-04-14,62.2261
2023-04-15,62.2261
2023-04-16,62.2261
2023-04-17,63.0254
2023-04-18,64.9606
2023-04-19,62.0934
2023-04-20,63.0664
2023-04-21,62.6519
2023-04-22,62.6519
2023-04-23,62.6519
2023-04-24,63.1674
2023-04-25,60.6587
2023-04-26,59.7135
2023-04-27,63.283
2023-04-28,63.5382
2023-04-29,63.5382
2023-04-30,63.5382
2023-05-01,65.403
2023-05-02,66.4038
2023-05-03,65.0397
2023-05-04,65.3359
2023-05-05,66.4166
2023-05-06,66.4166
2023-05-07,66.4166
2023-05-08,67.2802
2023-05-09,68.2629
2023-05-10,68.4512
2023-05-11,68.9586
2023-05-12,69.5168
2023-05-13,69.5168
2023-05-14,69.5168
2023-05-15,64.2797
2023-05-16,62.0571
2023-05-17,62.3843
2023-05-18,62.8027
2023-05-19,64.9308
2023-05-20,64.9308
2023-05-21,64.9308
2023-05-22,57.7747
2023-05-23,53.9756
2023-05-24,57.0425
2023-05-25,58.0791
2023-05-26,55.3477
2023-05-27,55.3477
2023-05-28,55.3477
2023-05-29,55.3477
2023-05-30,56.2473
2023-05-31,51.0585
2023-06-01,49.5263
2023-06-02,49.5381
2023-06-03,49.5381
2023-06-04,49.5381
2023-06-05,50.868
2023-06-06,47.7562
2023-06-07,47.2352
2023-06-08,51.7833
2023-06-09,51.8397
2023-06-10,51.8397
2023-06-11,51.8397
2023-06-12,52.7249
2023-06-13,53.5527
2023-06-14,52.1576
2023-06-15,55.394
2023-06-16,53.6137
2023-06-17,53.6137
2023-06-18,53.6137
2023-06-19,53.6137
2023-06-20,53.2937
2023-06-21,56.8534
2023-06-22,55.6976
2023-06-23,54.0515
2023-06-24,54.0515
2023-06-25,54.0515
2023-06-26,55.2613
2023-06-27,55.9131
2023-06-28,56.2025
2023-06-29,56.2731
2023-06-30,59.3796
2023-07-01,59.3796
2023-07-02,59.3796
2023-07-03,57.4389
2023-07-04,57.4389
2023-07-05,57.5716
2023-07-06,56.727
2023-07-07,54.4076
2023-07-08,54.4076
2023-07-09,54.4076
2023-07-10,59.0804
2023-07-11,60.1083
2023-07-12,60.3741
2023-07-13,57.2614
2023-07-14,58.1678
2023-07-15,58.1678
2023-07-16,58.1678
2023-07-17,59.424
2023-07-18,57.8645
2023-07-19,58.0453
2023-07-20,55.392
2023-07-21,56.1316
2023-07-22,56.1316
2023-07-23,56.1316
2023-07-24,56.4583
2023-07-25,57.6388
2023-07-26,57.8832
2023-07-27,47.8503
2023-07-28,49.6516
2023-07-29,49.6516
2023-07-30,49.6516
2023-07-31,49.0785
2023-08-01,50.1227
2023-08-02,47.7008
2023-08-03,50.1396
2023-08-04,49.2052
2023-08-05,49.2052
2023-08-06,49.2052
2023-08-07,50.3557
2023-08-08,49.8429
2023-08-09,49.9541
2023-08-10,51.3792
2023-08-11,52.7744
2023-08-12,52.7744
2023-08-13,52.7744
2023-08-14,53.0943
2023-08-15,54.3439
2023-08-16,54.2717
2023-08-17,49.8407
2023-08-18,51.1866
2023-08-19,51.1866
2023-08-20,51.1866
2023-08-21,52.7389
2023-08-22,50.2116
2023-08-23,52.8894
2023-08-24,50.3258
2023-08-25,49.4803
2023-08-26,49.4803
2023-08-27,49.4803
2023-08-28,50.196
2023-08-29,52.6894
2023-08-30,53.7754
2023-08-31,51.0463
2023-09-01,52.5955
2023-09-02,52.5955
2023-09-03,52.5955
2023-09-04,52.5955
2023-09-05,52.1724
2023-09-06,52.0056
2023-09-07,52.2234
2023-09-08,54.8325
2023-09-09,54.8325
2023-09-10,54.8325
2023-09-11,51.1786
2023-09-12,47.4212
2023-09-13,47.9803
2023-09-14,50.8772
2023-09-15,48.751
2023-09-16,48.751
2023-09-17,48.751
2023-09-18,48.5785
2023-09-19,48.5434
2023-09-20,52.0557
2023-09-21,48.106
2023-09-22,50.0404
2023-09-23,50.0404
2023-09-24,50.0404
2023-09-25,49.5641
2023-09-26,45.9378
2023-09-27,45.8669
2023-09-28,46.5761
2023-09-29,44.9678
2023-09-30,44.9678
2023-10-01,44.9678
2023-10-02,43.123
2023-10-03,41.569
2023-10-04,43.3484
2023-10-05,44.1814
2023-10-06,44.498
2023-10-07,44.498
2023-10-08,44.498
2023-10-09,47.3622
2023-10-10,48.1274
2023-10-11,47.7703
2023-10-12,48.4672
2023-10-13,50.0642
2023-10-14,50.0642
2023-10-15,50.0642
2023-10-16,54.0201
2023-10-17,54.1716
2023-10-18,50.6377
2023-10-19,44.4478
2023-10-20,46.282
2023-10-21,46.282
2023-10-22,46.282
2023-10-23,41.6264
2023-10-24,40.633
2023-10-25,41.2678
2023-10-26,50.0989
2023-10-27,50.5794
2023-10-28,50.5794
2023-10-29,50.5794
2023-10-30,51.5025
2023-10-31,51.5528
2023-11-01,54.0551
2023-11-02,54.4437
2023-11-03,55.2098
2023-11-04,55.2098
2023-11-05,55.2098
2023-11-06,55.7383
2023-11-07,58.607
2023-11-08,58.4144
2023-11-09,59.0927
2023-11-10,60.3115
2023-11-11,60.3115
2023-11-12,60.3115
2023-11-13,61.7276
2023-11-14,58.8265
2023-11-15,56.7765
2023-11-16,56.4919
2023-11-17,55.7525
2023-11-18,55.7525
2023-11-19,55.7525
2023-11-20,57.4378
2023-11-21,58.2521
2023-11-22,59.5182
2023-11-23,59.5182
2023-11-24,58.5152
2023-11-25,58.5152
2023-11-26,58.5152
2023-11-27,57.5744
2023-11-28,56.2512
2023-11-29,55.4441
2023-11-30,56.9881
2023-12-01,56.5414
2023-12-02,56.5414
2023-12-03,56.5414
2023-12-04,57.0469
2023-12-05,55.7426
2023-12-06,57.1387
2023-12-07,50.028
2023-12-08,48.4763
2023-12-09,48.4763
2023-12-10,48.4763
2023-12-11,52.3142
2023-12-12,53.6367
2023-12-13,55.5016
2023-12-14,49.2684
2023-12-15,49.3504
2023-12-16,49.3504
2023-12-17,49.3504
2023-12-18,50.9118
2023-12-19,51.6557
2023-12-20,49.0474
2023-12-21,50.3975
2023-12-22,49.3796
2023-12-23,49.3796
2023-12-24,49.3796
2023-12-25,49.3796
2023-12-26,47.5692
2023-12-27,47.6665
2023-12-28,47.4176
2023-12-29,49.2324
2023-12-30,49.2324
2023-12-31,49.2324
2024-01-01,49.2324
2024-01-02,48.2421
2024-01-03,47.9934
2024-01-04,46.4505
2024-01-05,44.5046
2024-01-06,44.5046
2024-01-07,44.5046
2024-01-08,45.0858
2024-01-09,45.0781
2024-01-10,47.0971
2024-01-11,48.9075
2024-01-12,50.7359
2024-01-13,50.7359
2024-01-14,50.7359
2024-01-15,50.7359
2024-01-16,57.6381
2024-01-17,57.9511
2024-01-18,61.5472
2024-01-19,63.294
2024-01-20,63.294
2024-01-21,63.294
2024-01-22,64.3391
2024-01-23,61.8704
2024-01-24,60.3216
2024-01-25,61.1404
2024-01-26,60.7852
2024-01-27,60.7852
2024-01-28,60.7852
2024-01-29,61.9074
2024-01-30,63.5077
2024-01-31,59.3151
2024-02-01,62.0007
2024-02-02,62.7568
2024-02-03,62.7568
2024-02-04,62.7568
2024-02-05,63.8685
2024-02-06,62.9885
2024-02-07,64.9999
2024-02-08,55.494
2024-02-09,56.2097
2024-02-10,56.2097
2024-02-11,56.2097
2024-02-12,56.2928
2024-02-13,58.1469
2024-02-14,59.5323
2024-02-15,59.2494
2024-02-16,59.6952
2024-02-17,59.6952
2024-02-18,59.6952
2024-02-19,59.6952
2024-02-20,56.5616
2024-02-21,57.1858
2024-02-22,59.3795
2024-02-23,59.8339
2024-02-24,59.8339
2024-02-25,59.8339
2024-02-26,60.4119
2024-02-27,63.0824
2024-02-28,64.4937
2024-02-29,63.2574
2024-03-01,62.8144
2024-03-02,62.8144
2024-03-03,62.8144
2024-03-04,61.1352
2024-03-05,61.3768
2024-03-06,61.6657
2024-03-07,62.7968
2024-03-08,61.5342
2024-03-09,61.5342
2024-03-10,61.5342
2024-03-11,61.8272
2024-03-12,63.1031
2024-03-13,64.0997
2024-03-14,66.2493
2024-03-15,65.2789
2024-03-16,65.2789
2024-03-17,65.2789
2024-03-18,65.3706
2024-03-19,68.1545
2024-03-20,69.4563
2024-03-21,71.455
2024-03-22,71.9488
2024-03-23,71.9488
2024-03-24,71.9488
2024-03-25,64.3112
2024-03-26,63.7846
2024-03-27,63.8834
2024-03-28,62.3047
2024-03-29,62.3047
2024-03-30,62.3047
2024-03-31,62.3047
2024-04-01,62.5068
2024-04-02,63.9259
2024-04-03,62.1468
2024-04-04,54.8937
2024-04-05,57.6455
2024-04-06,57.6455
2024-04-07,57.6455
2024-04-08,55.9843
