,NWBI US Equity
2023-03-20,40.3471
2023-03-21,44.2915
2023-03-22,39.1577
2023-03-23,38.0341
2023-03-24,42.7338
2023-03-25,42.7338
2023-03-26,42.7338
2023-03-27,40.8907
2023-03-28,40.4232
2023-03-29,40.6238
2023-03-30,38.6701
2023-03-31,38.8798
2023-04-01,38.8798
2023-04-02,38.8798
2023-04-03,37.8749
2023-04-04,36.3212
2023-04-05,35.8145
2023-04-06,37.0633
2023-04-07,37.0633
2023-04-08,37.0633
2023-04-09,37.0633
2023-04-10,37.9712
2023-04-11,37.4128
2023-04-12,36.8523
2023-04-13,36.8523
2023-04-14,35.8465
2023-04-15,35.8465
2023-04-16,35.8465
2023-04-17,38.5719
2023-04-18,36.598
2023-04-19,38.9905
2023-04-20,38.3174
2023-04-21,37.941
2023-04-22,37.941
2023-04-23,37.941
2023-04-24,39.7771
2023-04-25,36.7063
2023-04-26,38.034
2023-04-27,42.6709
2023-04-28,42.4306
2023-04-29,42.4306
2023-04-30,42.4306
2023-05-01,39.6578
2023-05-02,36.4415
2023-05-03,36.1783
2023-05-04,34.3804
2023-05-05,37.8061
2023-05-06,37.8061
2023-05-07,37.8061
2023-05-08,36.178
2023-05-09,35.7952
2023-05-10,36.6047
2023-05-11,36.0671
2023-05-12,39.1853
2023-05-13,39.1853
2023-05-14,39.1853
2023-05-15,39.7483
2023-05-16,39.0013
2023-05-17,45.4682
2023-05-18,44.6652
2023-05-19,42.4914
2023-05-20,42.4914
2023-05-21,42.4914
2023-05-22,42.6975
2023-05-23,43.3277
2023-05-24,42.6007
2023-05-25,41.7946
2023-05-26,42.8023
2023-05-27,42.8023
2023-05-28,42.8023
2023-05-29,42.8023
2023-05-30,42.8023
2023-05-31,40.7872
2023-06-01,43.7547
2023-06-02,49.6753
2023-06-03,49.6753
2023-06-04,49.6753
2023-06-05,46.1807
2023-06-06,49.9971
2023-06-07,53.1913
2023-06-08,51.49
2023-06-09,50.4059
2023-06-10,50.4059
2023-06-11,50.4059
2023-06-12,50.4059
2023-06-13,52.5444
2023-06-14,50.7172
2023-06-15,52.2707
2023-06-16,51.3887
2023-06-17,51.3887
2023-06-18,51.3887
2023-06-19,51.3887
2023-06-20,48.9942
2023-06-21,46.5119
2023-06-22,44.1247
2023-06-23,42.9142
2023-06-24,42.9142
2023-06-25,42.9142
2023-06-26,44.0353
2023-06-27,44.2242
2023-06-28,43.9938
2023-06-29,45.3677
2023-06-30,44.089
2023-07-01,44.089
2023-07-02,44.089
2023-07-03,45.3829
2023-07-04,45.3829
2023-07-05,44.8053
2023-07-06,43.4964
2023-07-07,44.952
2023-07-08,44.952
2023-07-09,44.952
2023-07-10,46.2814
2023-07-11,46.487
2023-07-12,48.0307
2023-07-13,50.1149
2023-07-14,50.016
2023-07-15,50.016
2023-07-16,50.016
2023-07-17,51.5957
2023-07-18,54.7399
2023-07-19,56.7896
2023-07-20,55.3842
2023-07-21,54.9513
2023-07-22,54.9513
2023-07-23,54.9513
2023-07-24,57.2826
2023-07-25,56.2783
2023-07-26,58.927
2023-07-27,58.8118
2023-07-28,60.0243
2023-07-29,60.0243
2023-07-30,60.0243
2023-07-31,60.1053
2023-08-01,58.0374
2023-08-02,56.9465
2023-08-03,58.8151
2023-08-04,57.7047
2023-08-05,57.7047
2023-08-06,57.7047
2023-08-07,58.3376
2023-08-08,57.6997
2023-08-09,56.2986
2023-08-10,56.5959
2023-08-11,56.8993
2023-08-12,56.8993
2023-08-13,56.8993
2023-08-14,55.042
2023-08-15,50.3096
2023-08-16,49.6305
2023-08-17,49.2863
2023-08-18,50.1211
2023-08-19,50.1211
2023-08-20,50.1211
2023-08-21,47.9068
2023-08-22,45.1894
2023-08-23,45.3177
2023-08-24,46.1011
2023-08-25,44.6669
2023-08-26,44.6669
2023-08-27,44.6669
2023-08-28,45.7415
2023-08-29,46.8101
2023-08-30,45.1986
2023-08-31,45.7506
2023-09-01,49.192
2023-09-02,49.192
2023-09-03,49.192
2023-09-04,49.192
2023-09-05,44.681
2023-09-06,42.9494
2023-09-07,42.8483
2023-09-08,42.7443
2023-09-09,42.7443
2023-09-10,42.7443
2023-09-11,42.1097
2023-09-12,41.8952
2023-09-13,40.9249
2023-09-14,46.4815
2023-09-15,44.6972
2023-09-16,44.6972
2023-09-17,44.6972
2023-09-18,42.483
2023-09-19,41.7695
2023-09-20,40.174
2023-09-21,37.9261
2023-09-22,37.1204
2023-09-23,37.1204
2023-09-24,37.1204
2023-09-25,38.9105
2023-09-26,37.5289
2023-09-27,37.4373
2023-09-28,41.4332
2023-09-29,42.0009
2023-09-30,42.0009
2023-10-01,42.0009
2023-10-02,41.481
2023-10-03,40.445
2023-10-04,43.5098
2023-10-05,45.3121
2023-10-06,45.0832
2023-10-07,45.0832
2023-10-08,45.0832
2023-10-09,45.5103
2023-10-10,45.9453
2023-10-11,45.9453
2023-10-12,44.5499
2023-10-13,42.2568
2023-10-14,42.2568
2023-10-15,42.2568
2023-10-16,45.3215
2023-10-17,47.4841
2023-10-18,44.1149
2023-10-19,42.4458
2023-10-20,39.6523
2023-10-21,39.6523
2023-10-22,39.6523
2023-10-23,45.9247
2023-10-24,46.9173
2023-10-25,47.6627
2023-10-26,49.6144
2023-10-27,47.8827
2023-10-28,47.8827
2023-10-29,47.8827
2023-10-30,48.6247
2023-10-31,47.9189
2023-11-01,48.4451
2023-11-02,53.7609
2023-11-03,57.0897
2023-11-04,57.0897
2023-11-05,57.0897
2023-11-06,56.8252
2023-11-07,55.4953
2023-11-08,54.1836
2023-11-09,52.0211
2023-11-10,52.1373
2023-11-11,52.1373
2023-11-12,52.1373
2023-11-13,52.1373
2023-11-14,59.9292
2023-11-15,60.019
2023-11-16,57.4875
2023-11-17,57.8744
2023-11-18,57.8744
2023-11-19,57.8744
2023-11-20,57.2011
2023-11-21,55.08
2023-11-22,55.08
2023-11-23,55.08
2023-11-24,55.5213
2023-11-25,55.5213
2023-11-26,55.5213
2023-11-27,53.7462
2023-11-28,53.9803
2023-11-29,55.4953
2023-11-30,55.9568
2023-12-01,60.0302
2023-12-02,60.0302
2023-12-03,60.0302
2023-12-04,62.7501
2023-12-05,61.263
2023-12-06,60.5211
2023-12-07,61.6734
2023-12-08,62.5221
2023-12-09,62.5221
2023-12-10,62.5221
2023-12-11,61.122
2023-12-12,58.9959
2023-12-13,64.788
2023-12-14,66.9039
2023-12-15,65.1678
2023-12-16,65.1678
2023-12-17,65.1678
2023-12-18,64.8775
2023-12-19,65.5132
2023-12-20,63.2915
2023-12-21,65.01
2023-12-22,66.6995
2023-12-23,66.6995
2023-12-24,66.6995
2023-12-25,66.6995
2023-12-26,67.5827
2023-12-27,66.22
2023-12-28,64.7201
2023-12-29,61.4104
2023-12-30,61.4104
2023-12-31,61.4104
2024-01-01,61.4104
2024-01-02,62.3626
2024-01-03,58.943
2024-01-04,59.9428
2024-01-05,59.5338
2024-01-06,59.5338
2024-01-07,59.5338
2024-01-08,60.645
2024-01-09,58.2988
2024-01-10,58.8797
2024-01-11,57.2305
2024-01-12,55.7497
2024-01-13,55.7497
2024-01-14,55.7497
2024-01-15,55.7497
2024-01-16,53.1626
2024-01-17,51.5539
2024-01-18,51.6703
2024-01-19,54.3904
2024-01-20,54.3904
2024-01-21,54.3904
2024-01-22,60.0165
2024-01-23,61.3761
2024-01-24,60.577
2024-01-25,61.3577
2024-01-26,62.0487
2024-01-27,62.0487
2024-01-28,62.0487
2024-01-29,62.1363
2024-01-30,61.1152
2024-01-31,54.0298
2024-02-01,53.1892
2024-02-02,52.3468
2024-02-03,52.3468
2024-02-04,52.3468
2024-02-05,49.6727
2024-02-06,48.7761
2024-02-07,48.437
2024-02-08,49.0478
2024-02-09,51.0859
2024-02-10,51.0859
2024-02-11,51.0859
2024-02-12,53.5721
2024-02-13,47.4484
2024-02-14,49.2273
2024-02-15,52.2575
2024-02-16,50.0211
2024-02-17,50.0211
2024-02-18,50.0211
2024-02-19,50.0211
2024-02-20,48.5871
2024-02-21,47.8772
2024-02-22,46.668
2024-02-23,46.7838
2024-02-24,46.7838
2024-02-25,46.7838
2024-02-26,46.0592
2024-02-27,45.538
2024-02-28,44.4962
2024-02-29,46.6428
2024-03-01,45.4658
2024-03-02,45.4658
2024-03-03,45.4658
2024-03-04,48.1718
2024-03-05,51.0282
2024-03-06,49.5589
2024-03-07,48.4488
2024-03-08,49.1557
2024-03-09,49.1557
2024-03-10,49.1557
2024-03-11,47.4722
2024-03-12,45.0261
2024-03-13,44.2065
2024-03-14,41.5649
2024-03-15,43.6298
2024-03-16,43.6298
2024-03-17,43.6298
2024-03-18,42.7507
2024-03-19,42.4558
2024-03-20,46.8793
2024-03-21,47.5937
2024-03-22,44.7896
2024-03-23,44.7896
2024-03-24,44.7896
2024-03-25,45.8889
2024-03-26,45.576
2024-03-27,50.0404
2024-03-28,51.2381
2024-03-29,51.2381
2024-03-30,51.2381
2024-03-31,51.2381
2024-04-01,48.5041
2024-04-02,46.5511
2024-04-03,45.9468
2024-04-04,46.545
2024-04-05,46.1226
2024-04-06,46.1226
2024-04-07,46.1226
2024-04-08,47.718
