,MBWM US Equity
2023-03-18,40.4065
2023-03-19,40.4065
2023-03-20,41.2205
2023-03-21,45.2248
2023-03-22,43.2525
2023-03-23,41.4783
2023-03-24,44.1718
2023-03-25,44.1718
2023-03-26,44.1718
2023-03-27,44.4109
2023-03-28,42.5625
2023-03-29,43.0958
2023-03-30,42.0852
2023-03-31,43.5905
2023-04-01,43.5905
2023-04-02,43.5905
2023-04-03,43.2732
2023-04-04,40.8626
2023-04-05,39.5297
2023-04-06,39.6038
2023-04-07,39.6038
2023-04-08,39.6038
2023-04-09,39.6038
2023-04-10,40.2102
2023-04-11,39.8224
2023-04-12,39.4031
2023-04-13,40.1367
2023-04-14,39.5859
2023-04-15,39.5859
2023-04-16,39.5859
2023-04-17,42.3287
2023-04-18,40.2413
2023-04-19,40.569
2023-04-20,40.6532
2023-04-21,40.3575
2023-04-22,40.3575
2023-04-23,40.3575
2023-04-24,39.3508
2023-04-25,36.8348
2023-04-26,37.6595
2023-04-27,38.8074
2023-04-28,39.3618
2023-04-29,39.3618
2023-04-30,39.3618
2023-05-01,38.5784
2023-05-02,34.3366
2023-05-03,32.9665
2023-05-04,30.5957
2023-05-05,34.6401
2023-05-06,34.6401
2023-05-07,34.6401
2023-05-08,33.0507
2023-05-09,32.5288
2023-05-10,32.2
2023-05-11,31.263
2023-05-12,33.1354
2023-05-13,33.1354
2023-05-14,33.1354
2023-05-15,35.4105
2023-05-16,35.2616
2023-05-17,41.3829
2023-05-18,42.3617
2023-05-19,40.5409
2023-05-20,40.5409
2023-05-21,40.5409
2023-05-22,44.4546
2023-05-23,46.0592
2023-05-24,44.7227
2023-05-25,43.5038
2023-05-26,44.6919
2023-05-27,44.6919
2023-05-28,44.6919
2023-05-29,44.6919
2023-05-30,44.4201
2023-05-31,42.4896
2023-06-01,45.4331
2023-06-02,52.3182
2023-06-03,52.3182
2023-06-04,52.3182
2023-06-05,48.9986
2023-06-06,54.7
2023-06-07,58.5948
2023-06-08,55.6816
2023-06-09,54.4768
2023-06-10,54.4768
2023-06-11,54.4768
2023-06-12,54.4484
2023-06-13,55.6654
2023-06-14,53.0494
2023-06-15,54.8813
2023-06-16,52.8329
2023-06-17,52.8329
2023-06-18,52.8329
2023-06-19,52.8329
2023-06-20,51.1031
2023-06-21,49.4542
2023-06-22,47.8568
2023-06-23,47.8845
2023-06-24,47.8845
2023-06-25,47.8845
2023-06-26,47.913
2023-06-27,48.0603
2023-06-28,48.2721
2023-06-29,49.3106
2023-06-30,48.0771
2023-07-01,48.0771
2023-07-02,48.0771
2023-07-03,48.7715
2023-07-04,48.7715
2023-07-05,49.0916
2023-07-06,47.4357
2023-07-07,49.6482
2023-07-08,49.6482
2023-07-09,49.6482
2023-07-10,48.4083
2023-07-11,50.2091
2023-07-12,52.0339
2023-07-13,53.6713
2023-07-14,52.0991
2023-07-15,52.0991
2023-07-16,52.0991
2023-07-17,53.7107
2023-07-18,62.3892
2023-07-19,64.377
2023-07-20,63.8684
2023-07-21,63.5224
2023-07-22,63.5224
2023-07-23,63.5224
2023-07-24,63.8466
2023-07-25,63.8466
2023-07-26,66.2165
2023-07-27,64.9475
2023-07-28,65.2715
2023-07-29,65.2715
2023-07-30,65.2715
2023-07-31,65.5801
2023-08-01,65.8313
2023-08-02,65.8528
2023-08-03,66.5705
2023-08-04,67.2818
2023-08-05,67.2818
2023-08-06,67.2818
2023-08-07,68.6415
2023-08-08,67.613
2023-08-09,63.5446
2023-08-10,62.5608
2023-08-11,62.8583
2023-08-12,62.8583
2023-08-13,62.8583
2023-08-14,60.6566
2023-08-15,57.3996
2023-08-16,56.6414
2023-08-17,56.789
2023-08-18,57.5073
2023-08-19,57.5073
2023-08-20,57.5073
2023-08-21,54.8356
2023-08-22,52.5691
2023-08-23,54.514
2023-08-24,54.9835
2023-08-25,54.0598
2023-08-26,54.0598
2023-08-27,54.0598
2023-08-28,54.4556
2023-08-29,54.9904
2023-08-30,54.741
2023-08-31,55.7203
2023-09-01,58.5686
2023-09-02,58.5686
2023-09-03,58.5686
2023-09-04,58.5686
2023-09-05,56.5134
2023-09-06,53.6933
2023-09-07,52.6149
2023-09-08,53.0843
2023-09-09,53.0843
2023-09-10,53.0843
2023-09-11,52.628
2023-09-12,52.4161
2023-09-13,49.9214
2023-09-14,52.5681
2023-09-15,50.0721
2023-09-16,50.0721
2023-09-17,50.0721
2023-09-18,46.9478
2023-09-19,46.0282
2023-09-20,46.4869
2023-09-21,47.246
2023-09-22,45.899
2023-09-23,45.899
2023-09-24,45.899
2023-09-25,48.1504
2023-09-26,45.771
2023-09-27,45.5889
2023-09-28,46.5566
2023-09-29,45.678
2023-09-30,45.678
2023-10-01,45.678
2023-10-02,45.2936
2023-10-03,43.5495
2023-10-04,45.164
2023-10-05,46.0097
2023-10-06,46.1529
2023-10-07,46.1529
2023-10-08,46.1529
2023-10-09,45.5695
2023-10-10,46.3709
2023-10-11,47.4711
2023-10-12,46.4846
2023-10-13,44.9049
2023-10-14,44.9049
2023-10-15,44.9049
2023-10-16,45.9604
2023-10-17,55.8831
2023-10-18,52.9583
2023-10-19,52.1877
2023-10-20,48.9535
2023-10-21,48.9535
2023-10-22,48.9535
2023-10-23,49.0775
2023-10-24,47.9139
2023-10-25,50.7072
2023-10-26,54.4418
2023-10-27,51.3904
2023-10-28,51.3904
2023-10-29,51.3904
2023-10-30,53.7162
2023-10-31,54.5469
2023-11-01,54.6521
2023-11-02,56.9874
2023-11-03,60.2278
2023-11-04,60.2278
2023-11-05,60.2278
2023-11-06,60.003
2023-11-07,59.0453
2023-11-08,56.4703
2023-11-09,54.6427
2023-11-10,56.0458
2023-11-11,56.0458
2023-11-12,56.0458
2023-11-13,56.9531
2023-11-14,64.224
2023-11-15,64.1368
2023-11-16,61.5847
2023-11-17,63.2267
2023-11-18,63.2267
2023-11-19,63.2267
2023-11-20,59.4095
2023-11-21,56.13
2023-11-22,56.1875
2023-11-23,56.1875
2023-11-24,56.3355
2023-11-25,56.3355
2023-11-26,56.3355
2023-11-27,54.6914
2023-11-28,54.4239
2023-11-29,56.2576
2023-11-30,54.9826
2023-12-01,60.356
2023-12-02,60.356
2023-12-03,60.356
2023-12-04,62.4132
2023-12-05,59.4551
2023-12-06,60.124
2023-12-07,62.066
2023-12-08,62.6688
2023-12-09,62.6688
2023-12-10,62.6688
2023-12-11,63.3438
2023-12-12,62.3853
2023-12-13,67.2835
2023-12-14,68.0466
2023-12-15,65.6895
2023-12-16,65.6895
2023-12-17,65.6895
2023-12-18,65.0067
2023-12-19,67.2248
2023-12-20,65.4598
2023-12-21,65.5448
2023-12-22,66.7725
2023-12-23,66.7725
2023-12-24,66.7725
2023-12-25,66.7725
2023-12-26,68.3418
2023-12-27,68.7528
2023-12-28,66.7879
2023-12-29,63.2127
2023-12-30,63.2127
2023-12-31,63.2127
2024-01-01,63.2127
2024-01-02,62.739
2024-01-03,58.4701
2024-01-04,59.2818
2024-01-05,59.7898
2024-01-06,59.7898
2024-01-07,59.7898
2024-01-08,59.6743
2024-01-09,57.27
2024-01-10,56.559
2024-01-11,54.9616
2024-01-12,53.086
2024-01-13,53.086
2024-01-14,53.086
2024-01-15,53.086
2024-01-16,50.612
2024-01-17,53.3602
2024-01-18,55.3184
2024-01-19,56.3651
2024-01-20,56.3651
2024-01-21,56.3651
2024-01-22,61.904
2024-01-23,59.107
2024-01-24,60.8456
2024-01-25,60.4955
2024-01-26,59.6435
2024-01-27,59.6435
2024-01-28,59.6435
2024-01-29,62.2342
2024-01-30,62.4109
2024-01-31,55.6432
2024-02-01,54.6969
2024-02-02,53.3939
2024-02-03,53.3939
2024-02-04,53.3939
2024-02-05,50.1734
2024-02-06,49.5114
2024-02-07,47.4601
2024-02-08,47.3
2024-02-09,49.8652
2024-02-10,49.8652
2024-02-11,49.8652
2024-02-12,52.1644
2024-02-13,45.5975
2024-02-14,47.8608
2024-02-15,52.1493
2024-02-16,49.3724
2024-02-17,49.3724
2024-02-18,49.3724
2024-02-19,49.3724
2024-02-20,48.3704
2024-02-21,49.8307
2024-02-22,48.2791
2024-02-23,48.6249
2024-02-24,48.6249
2024-02-25,48.6249
2024-02-26,47.0221
2024-02-27,47.1266
2024-02-28,46.4862
2024-02-29,48.3331
2024-03-01,47.1933
2024-03-02,47.1933
2024-03-03,47.1933
2024-03-04,52.3942
2024-03-05,52.9066
2024-03-06,48.7605
2024-03-07,49.3954
2024-03-08,49.371
2024-03-09,49.371
2024-03-10,49.371
2024-03-11,48.312
2024-03-12,47.5997
2024-03-13,47.4003
2024-03-14,44.6657
2024-03-15,45.8665
2024-03-16,45.8665
2024-03-17,45.8665
2024-03-18,44.9534
2024-03-19,45.6892
2024-03-20,49.7988
2024-03-21,50.7368
2024-03-22,49.3072
2024-03-23,49.3072
2024-03-24,49.3072
2024-03-25,49.2541
2024-03-26,49.2541
2024-03-27,52.4634
2024-03-28,53.6302
2024-03-29,53.6302
2024-03-30,53.6302
2024-03-31,53.6302
2024-04-01,50.6845
2024-04-02,49.0083
2024-04-03,48.9812
2024-04-04,49.5568
2024-04-05,49.5568
2024-04-06,49.5568
2024-04-07,49.5568
2024-04-08,50.3658
