,SBCF US Equity
2023-03-19,38.8983
2023-03-20,38.7877
2023-03-21,42.0824
2023-03-22,38.3795
2023-03-23,37.563
2023-03-24,38.6322
2023-03-25,38.6322
2023-03-26,38.6322
2023-03-27,39.3392
2023-03-28,39.6843
2023-03-29,39.5292
2023-03-30,37.6642
2023-03-31,38.279
2023-04-01,38.279
2023-04-02,38.279
2023-04-03,38.1427
2023-04-04,37.2037
2023-04-05,36.3361
2023-04-06,37.1781
2023-04-07,37.1781
2023-04-08,37.1781
2023-04-09,37.1781
2023-04-10,37.3495
2023-04-11,37.3284
2023-04-12,36.5811
2023-04-13,37.6147
2023-04-14,36.6869
2023-04-15,36.6869
2023-04-16,36.6869
2023-04-17,38.8061
2023-04-18,37.7512
2023-04-19,39.3456
2023-04-20,38.284
2023-04-21,38.7777
2023-04-22,38.7777
2023-04-23,38.7777
2023-04-24,38.3867
2023-04-25,35.3031
2023-04-26,35.6622
2023-04-27,36.2318
2023-04-28,39.176
2023-04-29,39.176
2023-04-30,39.176
2023-05-01,35.8657
2023-05-02,33.7025
2023-05-03,32.7679
2023-05-04,32.0028
2023-05-05,37.6502
2023-05-06,37.6502
2023-05-07,37.6502
2023-05-08,36.6223
2023-05-09,36.35
2023-05-10,36.3876
2023-05-11,34.7911
2023-05-12,35.1834
2023-05-13,35.1834
2023-05-14,35.1834
2023-05-15,36.9871
2023-05-16,36.0178
2023-05-17,42.3753
2023-05-18,42.7118
2023-05-19,41.1938
2023-05-20,41.1938
2023-05-21,41.1938
2023-05-22,43.509
2023-05-23,44.8307
2023-05-24,44.2418
2023-05-25,43.9701
2023-05-26,44.7076
2023-05-27,44.7076
2023-05-28,44.7076
2023-05-29,44.7076
2023-05-30,44.6786
2023-05-31,42.896
2023-06-01,44.0506
2023-06-02,49.2241
2023-06-03,49.2241
2023-06-04,49.2241
2023-06-05,47.4796
2023-06-06,52.111
2023-06-07,53.0626
2023-06-08,53.0305
2023-06-09,52.0864
2023-06-10,52.0864
2023-06-11,52.0864
2023-06-12,51.4978
2023-06-13,53.1413
2023-06-14,50.4048
2023-06-15,51.5248
2023-06-16,50.3486
2023-06-17,50.3486
2023-06-18,50.3486
2023-06-19,50.3486
2023-06-20,50.5433
2023-06-21,48.987
2023-06-22,47.0116
2023-06-23,44.5535
2023-06-24,44.5535
2023-06-25,44.5535
2023-06-26,45.9093
2023-06-27,46.9684
2023-06-28,46.3735
2023-06-29,49.8977
2023-06-30,48.602
2023-07-01,48.602
2023-07-02,48.602
2023-07-03,49.8482
2023-07-04,49.8482
2023-07-05,49.2143
2023-07-06,47.8881
2023-07-07,49.7444
2023-07-08,49.7444
2023-07-09,49.7444
2023-07-10,50.1945
2023-07-11,51.1008
2023-07-12,53.9355
2023-07-13,55.0455
2023-07-14,52.7175
2023-07-15,52.7175
2023-07-16,52.7175
2023-07-17,54.2978
2023-07-18,58.4332
2023-07-19,60.6782
2023-07-20,60.1313
2023-07-21,59.8919
2023-07-22,59.8919
2023-07-23,59.8919
2023-07-24,61.0155
2023-07-25,59.2177
2023-07-26,62.081
2023-07-27,60.7057
2023-07-28,55.471
2023-07-29,55.471
2023-07-30,55.471
2023-07-31,53.5599
2023-08-01,52.1655
2023-08-02,50.2639
2023-08-03,49.9446
2023-08-04,51.0698
2023-08-05,51.0698
2023-08-06,51.0698
2023-08-07,52.3056
2023-08-08,50.4794
2023-08-09,48.7828
2023-08-10,49.1905
2023-08-11,49.3988
2023-08-12,49.3988
2023-08-13,49.3988
2023-08-14,47.843
2023-08-15,45.7372
2023-08-16,47.3239
2023-08-17,48.7655
2023-08-18,47.6195
2023-08-19,47.6195
2023-08-20,47.6195
2023-08-21,48.2486
2023-08-22,46.3517
2023-08-23,48.5202
2023-08-24,48.705
2023-08-25,48.5607
2023-08-26,48.5607
2023-08-27,48.5607
2023-08-28,49.1454
2023-08-29,50.046
2023-08-30,49.494
2023-08-31,50.8167
2023-09-01,53.2717
2023-09-02,53.2717
2023-09-03,53.2717
2023-09-04,53.2717
2023-09-05,50.9295
2023-09-06,48.9004
2023-09-07,48.0998
2023-09-08,48.4325
2023-09-09,48.4325
2023-09-10,48.4325
2023-09-11,47.4107
2023-09-12,47.9784
2023-09-13,46.8515
2023-09-14,48.6917
2023-09-15,48.9592
2023-09-16,48.9592
2023-09-17,48.9592
2023-09-18,46.6925
2023-09-19,46.6098
2023-09-20,45.6892
2023-09-21,43.5843
2023-09-22,44.848
2023-09-23,44.848
2023-09-24,44.848
2023-09-25,46.3401
2023-09-26,44.4333
2023-09-27,43.6656
2023-09-28,44.2944
2023-09-29,46.009
2023-09-30,46.009
2023-10-01,46.009
2023-10-02,44.4231
2023-10-03,42.8139
2023-10-04,43.2501
2023-10-05,44.9866
2023-10-06,45.472
2023-10-07,45.472
2023-10-08,45.472
2023-10-09,45.9109
2023-10-10,46.3021
2023-10-11,46.2527
2023-10-12,43.5584
2023-10-13,40.834
2023-10-14,40.834
2023-10-15,40.834
2023-10-16,42.5138
2023-10-17,44.773
2023-10-18,41.7281
2023-10-19,40.5859
2023-10-20,39.2369
2023-10-21,39.2369
2023-10-22,39.2369
2023-10-23,38.2316
2023-10-24,37.6558
2023-10-25,37.7205
2023-10-26,41.0129
2023-10-27,40.8839
2023-10-28,40.8839
2023-10-29,40.8839
2023-10-30,40.3155
2023-10-31,41.9218
2023-11-01,42.8761
2023-11-02,50.0131
2023-11-03,56.2902
2023-11-04,56.2902
2023-11-05,56.2902
2023-11-06,54.3243
2023-11-07,53.2393
2023-11-08,51.1727
2023-11-09,48.4148
2023-11-10,48.7892
2023-11-11,48.7892
2023-11-12,48.7892
2023-11-13,50.953
2023-11-14,57.9189
2023-11-15,59.3288
2023-11-16,56.9326
2023-11-17,57.1083
2023-11-18,57.1083
2023-11-19,57.1083
2023-11-20,56.8683
2023-11-21,53.4306
2023-11-22,54.0901
2023-11-23,54.0901
2023-11-24,53.7658
2023-11-25,53.7658
2023-11-26,53.7658
2023-11-27,53.5286
2023-11-28,54.0321
2023-11-29,55.1218
2023-11-30,54.8116
2023-12-01,60.9171
2023-12-02,60.9171
2023-12-03,60.9171
2023-12-04,62.1334
2023-12-05,61.2803
2023-12-06,61.6547
2023-12-07,63.8881
2023-12-08,65.0943
2023-12-09,65.0943
2023-12-10,65.0943
2023-12-11,65.4312
2023-12-12,64.1502
2023-12-13,69.1
2023-12-14,72.6879
2023-12-15,71.2349
2023-12-16,71.2349
2023-12-17,71.2349
2023-12-18,70.0545
2023-12-19,70.9157
2023-12-20,65.1521
2023-12-21,65.5114
2023-12-22,65.8753
2023-12-23,65.8753
2023-12-24,65.8753
2023-12-25,65.8753
2023-12-26,66.9074
2023-12-27,66.3881
2023-12-28,66.7353
2023-12-29,65.1815
2023-12-30,65.1815
2023-12-31,65.1815
2024-01-01,65.1815
2024-01-02,63.1365
2024-01-03,58.3755
2024-01-04,58.8018
2024-01-05,57.9517
2024-01-06,57.9517
2024-01-07,57.9517
2024-01-08,59.4348
2024-01-09,58.1332
2024-01-10,58.0358
2024-01-11,56.9501
2024-01-12,54.8279
2024-01-13,54.8279
2024-01-14,54.8279
2024-01-15,54.8279
2024-01-16,52.0898
2024-01-17,50.8208
2024-01-18,51.4537
2024-01-19,53.3179
2024-01-20,53.3179
2024-01-21,53.3179
2024-01-22,56.2891
2024-01-23,54.8355
2024-01-24,54.4135
2024-01-25,53.0525
2024-01-26,52.3058
2024-01-27,52.3058
2024-01-28,52.3058
2024-01-29,53.4496
2024-01-30,53.0112
2024-01-31,45.3943
2024-02-01,43.194
2024-02-02,43.8859
2024-02-03,43.8859
2024-02-04,43.8859
2024-02-05,44.2605
2024-02-06,44.5
2024-02-07,44.3816
2024-02-08,44.9372
2024-02-09,46.9793
2024-02-10,46.9793
2024-02-11,46.9793
2024-02-12,49.8868
2024-02-13,45.5903
2024-02-14,46.5156
2024-02-15,50.6001
2024-02-16,48.8749
2024-02-17,48.8749
2024-02-18,48.8749
2024-02-19,48.8749
2024-02-20,46.9432
2024-02-21,45.7596
2024-02-22,45.0769
2024-02-23,44.7698
2024-02-24,44.7698
2024-02-25,44.7698
2024-02-26,44.3788
2024-02-27,44.9261
2024-02-28,43.3613
2024-02-29,46.1002
2024-03-01,45.6435
2024-03-02,45.6435
2024-03-03,45.6435
2024-03-04,44.1227
2024-03-05,49.402
2024-03-06,50.27
2024-03-07,50.9661
2024-03-08,50.8281
2024-03-09,50.8281
2024-03-10,50.8281
2024-03-11,49.5331
2024-03-12,47.7791
2024-03-13,47.8281
2024-03-14,44.9283
2024-03-15,46.7989
2024-03-16,46.7989
2024-03-17,46.7989
2024-03-18,46.0124
2024-03-19,46.5289
2024-03-20,50.5426
2024-03-21,52.7784
2024-03-22,51.2446
2024-03-23,51.2446
2024-03-24,51.2446
2024-03-25,49.749
2024-03-26,48.4686
2024-03-27,53.2276
2024-03-28,53.3109
2024-03-29,53.3109
2024-03-30,53.3109
2024-03-31,53.3109
2024-04-01,50.3843
2024-04-02,47.922
2024-04-03,46.964
2024-04-04,46.712
2024-04-05,47.1035
2024-04-06,47.1035
2024-04-07,47.1035
2024-04-08,48.3307
