,LILAK US Equity
2023-03-22,43.9271
2023-03-23,43.1553
2023-03-24,44.4675
2023-03-25,44.4675
2023-03-26,44.4675
2023-03-27,45.1726
2023-03-28,44.8361
2023-03-29,47.7549
2023-03-30,47.486
2023-03-31,48.6816
2023-04-01,48.6816
2023-04-02,48.6816
2023-04-03,45.9745
2023-04-04,45.0248
2023-04-05,45.8662
2023-04-06,46.3965
2023-04-07,46.3965
2023-04-08,46.3965
2023-04-09,46.3965
2023-04-10,47.7728
2023-04-11,54.4705
2023-04-12,54.2705
2023-04-13,54.3572
2023-04-14,53.1076
2023-04-15,53.1076
2023-04-16,53.1076
2023-04-17,55.0667
2023-04-18,55.2426
2023-04-19,55.423
2023-04-20,50.3794
2023-04-21,48.9397
2023-04-22,48.9397
2023-04-23,48.9397
2023-04-24,47.9012
2023-04-25,45.625
2023-04-26,46.7762
2023-04-27,51.8565
2023-04-28,54.1623
2023-04-29,54.1623
2023-04-30,54.1623
2023-05-01,51.4257
2023-05-02,49.6364
2023-05-03,50.4391
2023-05-04,47.5635
2023-05-05,48.2114
2023-05-06,48.2114
2023-05-07,48.2114
2023-05-08,49.4123
2023-05-09,49.2306
2023-05-10,44.3399
2023-05-11,43.4167
2023-05-12,43.5181
2023-05-13,43.5181
2023-05-14,43.5181
2023-05-15,49.5073
2023-05-16,48.1859
2023-05-17,49.2371
2023-05-18,45.3505
2023-05-19,48.1173
2023-05-20,48.1173
2023-05-21,48.1173
2023-05-22,48.4548
2023-05-23,49.0547
2023-05-24,45.1703
2023-05-25,42.4575
2023-05-26,43.8004
2023-05-27,43.8004
2023-05-28,43.8004
2023-05-29,43.8004
2023-05-30,42.6339
2023-05-31,42.9114
2023-06-01,42.6977
2023-06-02,46.2947
2023-06-03,46.2947
2023-06-04,46.2947
2023-06-05,47.8575
2023-06-06,51.3556
2023-06-07,52.7288
2023-06-08,52.2205
2023-06-09,48.2875
2023-06-10,48.2875
2023-06-11,48.2875
2023-06-12,50.1884
2023-06-13,51.8662
2023-06-14,52.0182
2023-06-15,52.7892
2023-06-16,51.4215
2023-06-17,51.4215
2023-06-18,51.4215
2023-06-19,51.4215
2023-06-20,50.9943
2023-06-21,50.1328
2023-06-22,49.4414
2023-06-23,49.3534
2023-06-24,49.3534
2023-06-25,49.3534
2023-06-26,49.6317
2023-06-27,53.5882
2023-06-28,54.0035
2023-06-29,54.5088
2023-06-30,53.9974
2023-07-01,53.9974
2023-07-02,53.9974
2023-07-03,54.0865
2023-07-04,54.0865
2023-07-05,53.233
2023-07-06,50.7478
2023-07-07,53.1069
2023-07-08,53.1069
2023-07-09,53.1069
2023-07-10,52.0748
2023-07-11,49.4879
2023-07-12,50.5628
2023-07-13,52.4652
2023-07-14,49.1396
2023-07-15,49.1396
2023-07-16,49.1396
2023-07-17,48.3013
2023-07-18,50.1584
2023-07-19,51.2081
2023-07-20,51.8753
2023-07-21,51.4593
2023-07-22,51.4593
2023-07-23,51.4593
2023-07-24,52.3487
2023-07-25,47.6337
2023-07-26,48.8505
2023-07-27,48.8505
2023-07-28,49.787
2023-07-29,49.787
2023-07-30,49.787
2023-07-31,50.6184
2023-08-01,49.766
2023-08-02,48.9139
2023-08-03,48.6983
2023-08-04,46.372
2023-08-05,46.372
2023-08-06,46.372
2023-08-07,48.7877
2023-08-08,50.6493
2023-08-09,62.1268
2023-08-10,57.39
2023-08-11,57.6741
2023-08-12,57.6741
2023-08-13,57.6741
2023-08-14,56.5048
2023-08-15,56.0153
2023-08-16,55.6166
2023-08-17,54.2191
2023-08-18,51.449
2023-08-19,51.449
2023-08-20,51.449
2023-08-21,51.449
2023-08-22,51.9921
2023-08-23,51.9921
2023-08-24,52.2777
2023-08-25,51.5376
2023-08-26,51.5376
2023-08-27,51.5376
2023-08-28,54.1289
2023-08-29,57.116
2023-08-30,56.445
2023-08-31,54.142
2023-09-01,51.9493
2023-09-02,51.9493
2023-09-03,51.9493
2023-09-04,51.9493
2023-09-05,48.3782
2023-09-06,48.9667
2023-09-07,44.7452
2023-09-08,46.6293
2023-09-09,46.6293
2023-09-10,46.6293
2023-09-11,48.9059
2023-09-12,51.0653
2023-09-13,52.9509
2023-09-14,53.8702
2023-09-15,49.5035
2023-09-16,49.5035
2023-09-17,49.5035
2023-09-18,47.5115
2023-09-19,47.6929
2023-09-20,47.7863
2023-09-21,47.2627
2023-09-22,46.3005
2023-09-23,46.3005
2023-09-24,46.3005
2023-09-25,45.8615
2023-09-26,44.4658
2023-09-27,46.2633
2023-09-28,46.8909
2023-09-29,47.3153
2023-09-30,47.3153
2023-10-01,47.3153
2023-10-02,47.2177
2023-10-03,42.7489
2023-10-04,42.7489
2023-10-05,43.7945
2023-10-06,43.2497
2023-10-07,43.2497
2023-10-08,43.2497
2023-10-09,44.789
2023-10-10,43.114
2023-10-11,42.8378
2023-10-12,40.6809
2023-10-13,41.4434
2023-10-14,41.4434
2023-10-15,41.4434
2023-10-16,42.2118
2023-10-17,41.1867
2023-10-18,40.2671
2023-10-19,38.7457
2023-10-20,38.3926
2023-10-21,38.3926
2023-10-22,38.3926
2023-10-23,37.9455
2023-10-24,38.2431
2023-10-25,36.0941
2023-10-26,35.6622
2023-10-27,35.4865
2023-10-28,35.4865
2023-10-29,35.4865
2023-10-30,36.1375
2023-10-31,37.4435
2023-11-01,36.5731
2023-11-02,36.5731
2023-11-03,38.7732
2023-11-04,38.7732
2023-11-05,38.7732
2023-11-06,37.7317
2023-11-07,35.6513
2023-11-08,36.5135
2023-11-09,34.5954
2023-11-10,46.8666
2023-11-11,46.8666
2023-11-12,46.8666
2023-11-13,45.3146
2023-11-14,45.932
2023-11-15,45.932
2023-11-16,44.1195
2023-11-17,44.1195
2023-11-18,44.1195
2023-11-19,44.1195
2023-11-20,44.6693
2023-11-21,42.0985
2023-11-22,42.9477
2023-11-23,42.9477
2023-11-24,45.299
2023-11-25,45.299
2023-11-26,45.299
2023-11-27,43.5514
2023-11-28,44.9252
2023-11-29,45.7447
2023-11-30,43.4061
2023-12-01,47.9904
2023-12-02,47.9904
2023-12-03,47.9904
2023-12-04,48.8477
2023-12-05,44.6097
2023-12-06,44.9895
2023-12-07,46.9947
2023-12-08,48.334
2023-12-09,48.334
2023-12-10,48.334
2023-12-11,47.5432
2023-12-12,44.1286
2023-12-13,46.9609
2023-12-14,49.2742
2023-12-15,47.7656
2023-12-16,47.7656
2023-12-17,47.7656
2023-12-18,47.021
2023-12-19,49.7967
2023-12-20,48.3765
2023-12-21,49.4099
2023-12-22,49.7567
2023-12-23,49.7567
2023-12-24,49.7567
2023-12-25,49.7567
2023-12-26,50.4593
2023-12-27,50.2171
2023-12-28,50.9477
2023-12-29,51.1947
2023-12-30,51.1947
2023-12-31,51.1947
2024-01-01,51.1947
2024-01-02,51.8221
2024-01-03,48.1114
2024-01-04,47.8669
2024-01-05,47.2459
2024-01-06,47.2459
2024-01-07,47.2459
2024-01-08,49.4183
2024-01-09,49.0267
2024-01-10,48.6281
2024-01-11,49.755
2024-01-12,49.4743
2024-01-13,49.4743
2024-01-14,49.4743
2024-01-15,49.4743
2024-01-16,48.623
2024-01-17,47.9123
2024-01-18,48.3807
2024-01-19,49.9329
2024-01-20,49.9329
2024-01-21,49.9329
2024-01-22,49.4712
2024-01-23,52.2136
2024-01-24,48.2968
2024-01-25,50.3706
2024-01-26,51.7991
2024-01-27,51.7991
2024-01-28,51.7991
2024-01-29,52.6452
2024-01-30,51.7063
2024-01-31,48.4302
2024-02-01,50.6362
2024-02-02,45.7746
2024-02-03,45.7746
2024-02-04,45.7746
2024-02-05,42.2756
2024-02-06,42.8778
2024-02-07,44.8137
2024-02-08,45.9791
2024-02-09,45.1167
2024-02-10,45.1167
2024-02-11,45.1167
2024-02-12,48.5402
2024-02-13,41.509
2024-02-14,43.394
2024-02-15,46.5745
2024-02-16,45.8286
2024-02-17,45.8286
2024-02-18,45.8286
2024-02-19,45.8286
2024-02-20,47.3246
2024-02-21,44.2684
2024-02-22,44.0654
2024-02-23,39.6452
2024-02-24,39.6452
2024-02-25,39.6452
2024-02-26,41.4548
2024-02-27,44.2934
2024-02-28,42.5312
2024-02-29,45.8175
2024-03-01,45.5289
2024-03-02,45.5289
2024-03-03,45.5289
2024-03-04,45.8816
2024-03-05,44.1093
2024-03-06,44.1093
2024-03-07,43.4114
2024-03-08,45.0807
2024-03-09,45.0807
2024-03-10,45.0807
2024-03-11,46.217
2024-03-12,43.4285
2024-03-13,46.9827
2024-03-14,45.6526
2024-03-15,44.9438
2024-03-16,44.9438
2024-03-17,44.9438
2024-03-18,44.7386
2024-03-19,45.1275
2024-03-20,48.3843
2024-03-21,50.7122
2024-03-22,49.6694
2024-03-23,49.6694
2024-03-24,49.6694
2024-03-25,54.8934
2024-03-26,52.2595
2024-03-27,53.5623
2024-03-28,52.5356
2024-03-29,52.5356
2024-03-30,52.5356
2024-03-31,52.5356
2024-04-01,52.9503
2024-04-02,52.1258
2024-04-03,56.5272
2024-04-04,54.9822
2024-04-05,55.274
2024-04-06,55.274
2024-04-07,55.274
2024-04-08,56.0598
