,NBHC US Equity
2023-03-19,35.7059
2023-03-20,35.382
2023-03-21,38.3654
2023-03-22,35.1766
2023-03-23,33.255
2023-03-24,37.0406
2023-03-25,37.0406
2023-03-26,37.0406
2023-03-27,37.1515
2023-03-28,37.5215
2023-03-29,37.9864
2023-03-30,37.3398
2023-03-31,37.4621
2023-04-01,37.4621
2023-04-02,37.4621
2023-04-03,37.1061
2023-04-04,35.4372
2023-04-05,34.7445
2023-04-06,37.406
2023-04-07,37.406
2023-04-08,37.406
2023-04-09,37.406
2023-04-10,37.2909
2023-04-11,38.338
2023-04-12,36.5806
2023-04-13,38.577
2023-04-14,37.8297
2023-04-15,37.8297
2023-04-16,37.8297
2023-04-17,40.2563
2023-04-18,38.475
2023-04-19,42.8267
2023-04-20,41.1223
2023-04-21,39.0201
2023-04-22,39.0201
2023-04-23,39.0201
2023-04-24,38.4825
2023-04-25,37.3237
2023-04-26,37.8317
2023-04-27,38.857
2023-04-28,40.0084
2023-04-29,40.0084
2023-04-30,40.0084
2023-05-01,38.7096
2023-05-02,35.0977
2023-05-03,33.826
2023-05-04,32.3826
2023-05-05,36.8492
2023-05-06,36.8492
2023-05-07,36.8492
2023-05-08,35.2927
2023-05-09,34.841
2023-05-10,38.0606
2023-05-11,38.0904
2023-05-12,38.9728
2023-05-13,38.9728
2023-05-14,38.9728
2023-05-15,39.7993
2023-05-16,38.5783
2023-05-17,46.5098
2023-05-18,46.3144
2023-05-19,44.2015
2023-05-20,44.2015
2023-05-21,44.2015
2023-05-22,46.5946
2023-05-23,46.7454
2023-05-24,45.3971
2023-05-25,45.1078
2023-05-26,46.5707
2023-05-27,46.5707
2023-05-28,46.5707
2023-05-29,46.5707
2023-05-30,46.4049
2023-05-31,43.6052
2023-06-01,45.7692
2023-06-02,51.6499
2023-06-03,51.6499
2023-06-04,51.6499
2023-06-05,49.4452
2023-06-06,53.6071
2023-06-07,54.7259
2023-06-08,52.7973
2023-06-09,51.7842
2023-06-10,51.7842
2023-06-11,51.7842
2023-06-12,49.9805
2023-06-13,51.7412
2023-06-14,47.5515
2023-06-15,49.7217
2023-06-16,48.2098
2023-06-17,48.2098
2023-06-18,48.2098
2023-06-19,48.2098
2023-06-20,48.6247
2023-06-21,47.7498
2023-06-22,46.0361
2023-06-23,42.7836
2023-06-24,42.7836
2023-06-25,42.7836
2023-06-26,44.4134
2023-06-27,45.53
2023-06-28,44.5842
2023-06-29,45.1138
2023-06-30,43.6051
2023-07-01,43.6051
2023-07-02,43.6051
2023-07-03,45.0854
2023-07-04,45.0854
2023-07-05,45.6268
2023-07-06,44.7351
2023-07-07,46.496
2023-07-08,46.496
2023-07-09,46.496
2023-07-10,47.1185
2023-07-11,49.0562
2023-07-12,51.6762
2023-07-13,53.1753
2023-07-14,52.1176
2023-07-15,52.1176
2023-07-16,52.1176
2023-07-17,52.8175
2023-07-18,54.7171
2023-07-19,57.106
2023-07-20,52.681
2023-07-21,53.8718
2023-07-22,53.8718
2023-07-23,53.8718
2023-07-24,55.0621
2023-07-25,53.7993
2023-07-26,55.8726
2023-07-27,54.1551
2023-07-28,54.6152
2023-07-29,54.6152
2023-07-30,54.6152
2023-07-31,54.786
2023-08-01,54.4154
2023-08-02,55.265
2023-08-03,55.8696
2023-08-04,55.938
2023-08-05,55.938
2023-08-06,55.938
2023-08-07,56.611
2023-08-08,55.7305
2023-08-09,54.4613
2023-08-10,54.5887
2023-08-11,54.3059
2023-08-12,54.3059
2023-08-13,54.3059
2023-08-14,52.6444
2023-08-15,49.4549
2023-08-16,48.4153
2023-08-17,49.2211
2023-08-18,49.0743
2023-08-19,49.0743
2023-08-20,49.0743
2023-08-21,47.8054
2023-08-22,45.2976
2023-08-23,46.3445
2023-08-24,47.2009
2023-08-25,46.2896
2023-08-26,46.2896
2023-08-27,46.2896
2023-08-28,47.474
2023-08-29,46.833
2023-08-30,46.2789
2023-08-31,47.0352
2023-09-01,50.5341
2023-09-02,50.5341
2023-09-03,50.5341
2023-09-04,50.5341
2023-09-05,46.4281
2023-09-06,45.3593
2023-09-07,44.2765
2023-09-08,44.5289
2023-09-09,44.5289
2023-09-10,44.5289
2023-09-11,44.1741
2023-09-12,44.9678
2023-09-13,43.7722
2023-09-14,47.0228
2023-09-15,45.6119
2023-09-16,45.6119
2023-09-17,45.6119
2023-09-18,44.4468
2023-09-19,43.8372
2023-09-20,42.8047
2023-09-21,41.7282
2023-09-22,41.2807
2023-09-23,41.2807
2023-09-24,41.2807
2023-09-25,42.5137
2023-09-26,41.4276
2023-09-27,41.2098
2023-09-28,42.33
2023-09-29,44.0505
2023-09-30,44.0505
2023-10-01,44.0505
2023-10-02,43.8769
2023-10-03,42.8633
2023-10-04,43.3766
2023-10-05,47.3361
2023-10-06,48.7118
2023-10-07,48.7118
2023-10-08,48.7118
2023-10-09,48.8792
2023-10-10,49.7699
2023-10-11,49.9845
2023-10-12,47.8686
2023-10-13,45.0663
2023-10-14,45.0663
2023-10-15,45.0663
2023-10-16,48.6574
2023-10-17,49.6131
2023-10-18,46.6083
2023-10-19,45.2462
2023-10-20,43.1988
2023-10-21,43.1988
2023-10-22,43.1988
2023-10-23,42.6821
2023-10-24,40.9915
2023-10-25,46.8697
2023-10-26,50.4268
2023-10-27,49.9119
2023-10-28,49.9119
2023-10-29,49.9119
2023-10-30,49.7992
2023-10-31,51.8249
2023-11-01,49.9707
2023-11-02,53.6517
2023-11-03,55.4619
2023-11-04,55.4619
2023-11-05,55.4619
2023-11-06,54.227
2023-11-07,55.3548
2023-11-08,53.6261
2023-11-09,53.4254
2023-11-10,53.3428
2023-11-11,53.3428
2023-11-12,53.3428
2023-11-13,53.8959
2023-11-14,60.5689
2023-11-15,60.0908
2023-11-16,58.1483
2023-11-17,57.8046
2023-11-18,57.8046
2023-11-19,57.8046
2023-11-20,56.9344
2023-11-21,54.3527
2023-11-22,55.2548
2023-11-23,55.2548
2023-11-24,55.6731
2023-11-25,55.6731
2023-11-26,55.6731
2023-11-27,55.0082
2023-11-28,54.3811
2023-11-29,56.0828
2023-11-30,56.6285
2023-12-01,61.4812
2023-12-02,61.4812
2023-12-03,61.4812
2023-12-04,63.3291
2023-12-05,61.749
2023-12-06,61.8385
2023-12-07,65.0027
2023-12-08,65.3477
2023-12-09,65.3477
2023-12-10,65.3477
2023-12-11,65.6442
2023-12-12,63.3506
2023-12-13,67.8899
2023-12-14,68.9303
2023-12-15,66.4137
2023-12-16,66.4137
2023-12-17,66.4137
2023-12-18,64.7673
2023-12-19,66.5096
2023-12-20,64.4659
2023-12-21,64.8468
2023-12-22,65.8566
2023-12-23,65.8566
2023-12-24,65.8566
2023-12-25,65.8566
2023-12-26,66.2824
2023-12-27,64.9515
2023-12-28,64.5542
2023-12-29,61.9569
2023-12-30,61.9569
2023-12-31,61.9569
2024-01-01,61.9569
2024-01-02,61.5701
2024-01-03,56.5902
2024-01-04,55.8612
2024-01-05,56.3403
2024-01-06,56.3403
2024-01-07,56.3403
2024-01-08,56.6187
2024-01-09,54.6802
2024-01-10,55.4508
2024-01-11,53.2646
2024-01-12,52.0516
2024-01-13,52.0516
2024-01-14,52.0516
2024-01-15,52.0516
2024-01-16,48.8458
2024-01-17,47.4505
2024-01-18,49.1211
2024-01-19,51.2839
2024-01-20,51.2839
2024-01-21,51.2839
2024-01-22,55.6208
2024-01-23,53.605
2024-01-24,57.7729
2024-01-25,53.6741
2024-01-26,54.2131
2024-01-27,54.2131
2024-01-28,54.2131
2024-01-29,56.1382
2024-01-30,55.3614
2024-01-31,50.2869
2024-02-01,48.6826
2024-02-02,48.8892
2024-02-03,48.8892
2024-02-04,48.8892
2024-02-05,46.1057
2024-02-06,45.248
2024-02-07,45.3232
2024-02-08,46.6859
2024-02-09,49.4381
2024-02-10,49.4381
2024-02-11,49.4381
2024-02-12,50.0349
2024-02-13,45.8521
2024-02-14,46.9007
2024-02-15,51.3071
2024-02-16,49.18
2024-02-17,49.18
2024-02-18,49.18
2024-02-19,49.18
2024-02-20,47.6925
2024-02-21,46.304
2024-02-22,46.7608
2024-02-23,46.2287
2024-02-24,46.2287
2024-02-25,46.2287
2024-02-26,45.8793
2024-02-27,46.8614
2024-02-28,46.4921
2024-02-29,48.951
2024-03-01,48.2105
2024-03-02,48.2105
2024-03-03,48.2105
2024-03-04,47.3636
2024-03-05,51.0345
2024-03-06,52.3539
2024-03-07,51.8217
2024-03-08,51.017
2024-03-09,51.017
2024-03-10,51.017
2024-03-11,52.3652
2024-03-12,50.2017
2024-03-13,50.5789
2024-03-14,48.0203
2024-03-15,49.9092
2024-03-16,49.9092
2024-03-17,49.9092
2024-03-18,48.7133
2024-03-19,48.1907
2024-03-20,51.4252
2024-03-21,54.8933
2024-03-22,53.0139
2024-03-23,53.0139
2024-03-24,53.0139
2024-03-25,52.2049
2024-03-26,53.259
2024-03-27,56.0969
2024-03-28,56.4189
2024-03-29,56.4189
2024-03-30,56.4189
2024-03-31,56.4189
2024-04-01,53.7281
2024-04-02,51.942
2024-04-03,49.6057
2024-04-04,49.4232
2024-04-05,49.9188
2024-04-06,49.9188
2024-04-07,49.9188
2024-04-08,51.6166
